"date","Australia","Brazil","China","France","India","Indonesia","Iran","Italy","Korea, South","Mexico","New Zealand","Russia","Spain","Sweden","Turkey","US","United Kingdom"
"2020-03-03"," 30.00 %","-##.## %","","  6.81 %","-##.## %","   .00 %"," 55.63 %"," 22.89 %","","-##.## %","   .00 %","-##.## %"," 37.50 %"," 40.00 %","","-##.## %"," 27.50 %"
"2020-03-04"," 33.33 %","-##.## %",""," 39.71 %","-##.## %","   .00 %"," 25.09 %"," 23.46 %","","-##.## %"," ##.## %","-##.## %"," 34.55 %"," 66.67 %","","-##.## %"," 66.67 %"
"2020-03-05","  5.77 %","-##.## %",""," 32.28 %","-##.## %","   .00 %"," 20.23 %"," 24.89 %","","-##.## %","   .00 %","-##.## %"," 16.67 %"," ##.## %","","-##.## %"," 35.29 %"
"2020-03-06","  9.09 %","-##.## %",""," 73.21 %","-##.## %"," ##.## %"," 35.13 %"," 20.17 %","","-##.## %"," 33.33 %","-##.## %"," 54.44 %","  7.45 %","","-##.## %"," 41.74 %"
"2020-03-07","  5.00 %","-##.## %",""," 45.33 %","-##.## %","   .00 %"," 22.67 %"," 26.90 %","","-##.## %"," 25.00 %","-##.## %"," 25.00 %"," 59.41 %","","-99.99 %"," 26.38 %"
"2020-03-08"," 20.63 %","-##.## %",""," 18.65 %","-##.## %"," 50.00 %"," 12.76 %"," 25.36 %","","-##.## %","   .00 %","-##.## %"," 34.60 %"," 26.09 %","","-99.99 %"," 32.52 %"
"2020-03-09"," 19.74 %","-##.## %","","  7.37 %","-##.## %"," ##.## %","  9.06 %"," 24.37 %","","-##.## %","   .00 %","-##.## %"," 59.44 %"," 22.17 %","","-99.99 %"," 17.58 %"
"2020-03-10"," 17.58 %","-##.## %",""," 47.56 %","-##.## %"," 42.11 %",""," 10.65 %","","-##.## %","   .00 %",""," 57.97 %"," 43.15 %","","-99.99 %"," 19.00 %"
"2020-03-11"," 19.63 %","-##.## %","-15.85 %","-99.83 %","-##.## %"," 25.93 %"," 25.68 %"," 22.79 %","   .00 %","-##.## %","   .00 %","-##.## %"," 34.34 %"," 40.85 %","   .00 %","-99.99 %","-99.21 %"
"2020-03-12","   .00 %","-##.## %","-10.44 %","   .00 %","-##.## %","   .00 %"," 11.94 %","   .00 %","  1.47 %","-##.## %","   .00 %","-##.## %","   .00 %"," 19.80 %","   .00 %","-99.99 %","   .00 %"
"2020-03-13"," 56.25 %","-##.## %","-20.83 %"," ##.## %","-##.## %"," ##.## %"," 12.79 %"," 41.71 %","  1.40 %","-##.## %","   .00 %","-##.## %"," ##.## %"," 35.89 %"," ##.## %","-99.99 %","   .00 %"
"2020-03-14"," 25.00 %","-99.99 %"," -5.08 %"," 83.33 %","-99.99 %"," 39.13 %"," 12.01 %"," 19.80 %","  1.34 %","-99.99 %"," 20.00 %","-99.99 %"," 22.15 %"," 18.06 %","   .00 %","-99.93 %","   .00 %"
"2020-03-15"," 18.80 %","-99.99 %","-20.88 %"," 27.27 %","-99.99 %"," 21.88 %","  9.50 %"," 16.97 %","   .94 %","-99.99 %"," 33.33 %","-99.99 %"," 22.02 %","  6.35 %"," 20.00 %","-99.93 %"," 33.33 %"
"2020-03-16"," 26.94 %","-99.98 %"," -4.10 %"," 21.43 %","-99.97 %"," 14.53 %","  7.55 %"," 13.06 %","   .91 %","-99.96 %","   .00 %","-99.98 %"," 27.49 %","  7.93 %"," ##.## %","-99.79 %"," ##.## %"
"2020-03-17"," 19.89 %","-##.## %","-13.28 %"," 82.35 %"," ##.## %"," 28.36 %","  7.86 %"," 12.60 %","  1.02 %","-99.99 %"," 50.00 %"," ##.## %"," 18.17 %","  7.89 %"," ##.## %"," ##.## %"," 25.00 %"
"2020-03-18"," 25.66 %","-99.97 %"," -4.94 %","-70.97 %","-99.97 %"," 31.98 %","  7.37 %"," 13.35 %","  1.12 %","-99.95 %"," 66.67 %","-99.98 %"," 18.40 %","  7.48 %"," ##.## %","-99.70 %"," 60.00 %"
"2020-03-19"," 19.89 %","-99.99 %","-19.03 %"," 66.67 %","-##.## %"," 37.00 %","  6.02 %"," 14.90 %","  1.81 %","-99.99 %"," 40.00 %","-99.99 %"," 29.14 %"," 12.51 %"," 95.92 %","-99.95 %"," 68.75 %"
"2020-03-20"," 16.15 %","-99.99 %","-17.97 %"," 33.33 %","-##.## %"," 18.65 %","  6.72 %"," 14.59 %","  1.02 %","-99.99 %"," 39.29 %","-99.99 %"," 13.62 %"," 13.90 %"," 86.98 %","-99.92 %"," 14.81 %"
"2020-03-21"," 35.40 %"," ##.## %","   .34 %"," 30.00 %"," ##.## %"," 21.95 %","  4.92 %"," 13.94 %","  1.70 %"," ##.## %"," 33.33 %"," ##.## %"," 24.32 %","  7.57 %"," 86.63 %"," ##.## %"," 58.06 %"
"2020-03-22"," 39.12 %","-99.99 %","-20.49 %"," ##.## %","-##.## %"," 14.22 %","  4.99 %"," 10.38 %","  1.11 %","-99.99 %"," 96.15 %","-99.99 %"," 12.73 %","  9.53 %"," 84.48 %","-99.89 %"," 18.37 %"
"2020-03-23"," 12.89 %","-99.97 %","-11.40 %"," ##.## %","-##.## %"," 12.65 %","  6.52 %","  8.10 %","   .72 %","-99.97 %","   .00 %","-99.99 %"," 22.84 %","  5.96 %"," 23.71 %","-99.77 %"," 31.03 %"
"2020-03-24"," 21.52 %","-99.52 %"," -3.01 %","-98.42 %","-99.69 %"," 18.48 %","  7.64 %","  8.21 %","   .85 %","-99.48 %"," 51.96 %","-99.87 %"," 13.52 %"," 11.73 %"," 22.43 %","-96.92 %"," 14.47 %"
"2020-03-25"," 15.66 %","-99.96 %"," -2.69 %"," 15.41 %","-99.99 %"," 15.16 %","  8.89 %","  7.53 %","  1.11 %","-99.96 %"," 32.26 %","-99.98 %"," 24.14 %"," 10.50 %"," 29.97 %","-99.61 %"," 27.59 %"
"2020-03-26"," 18.87 %"," 16.88 %","-12.06 %","  7.90 %"," 10.65 %"," 13.04 %","  8.84 %","  8.34 %","  1.14 %"," 17.28 %"," 38.05 %"," 27.66 %"," 16.70 %"," 12.43 %"," 49.16 %"," 27.45 %"," 38.74 %"
"2020-03-27"," 11.85 %","-99.81 %"," -3.64 %"," 10.61 %","-99.89 %"," 17.13 %","  9.95 %","  7.33 %","   .98 %","-99.76 %"," 30.04 %","-99.85 %"," 13.73 %","  8.06 %"," 57.01 %","-96.74 %"," 31.17 %"
"2020-03-28"," 15.81 %","-99.94 %","-10.98 %"," 21.00 %","-99.99 %"," 10.42 %","  9.51 %","  6.91 %","  1.56 %","-99.92 %"," 22.55 %","-99.94 %"," 11.44 %"," 12.32 %"," 29.91 %","-99.01 %"," 10.40 %"
"2020-03-29","  9.45 %","-99.92 %"," -2.35 %","   .75 %","-99.99 %"," 11.26 %","  8.19 %","  5.64 %","  1.11 %","-99.90 %"," 13.97 %","-99.90 %","  9.39 %","  7.34 %"," 24.52 %","-98.42 %"," 15.70 %"
"2020-03-30","  9.46 %","-99.79 %"," -3.65 %"," 16.10 %","-99.90 %"," 10.04 %","  8.32 %","  4.15 %","   .81 %","-99.68 %"," 14.59 %","-99.77 %","  9.79 %","  8.86 %"," 17.47 %","-95.85 %"," 20.93 %"
"2020-03-31","  4.54 %","-99.94 %","-17.98 %"," 12.74 %","-99.99 %","  8.06 %","  7.49 %","  3.98 %","  1.29 %","-99.94 %","  9.85 %","-99.94 %","  9.06 %"," 10.10 %"," 24.97 %","-99.30 %","  6.09 %"
"2020-04-01","  6.65 %","-99.82 %"," -8.27 %","  8.73 %","-99.94 %","  9.75 %","  6.70 %","  4.52 %","  1.03 %","-99.76 %","  9.43 %","-99.71 %","  8.54 %"," 11.54 %"," 15.87 %","-96.33 %"," 18.13 %"
"2020-04-02","  5.22 %","-99.85 %"," -9.46 %","  8.42 %","-99.97 %","  6.74 %","  6.04 %","  4.22 %","   .90 %","-99.82 %"," 12.57 %","-99.75 %","  7.63 %"," 12.55 %"," 15.66 %","-97.08 %"," 16.37 %"
"2020-04-03","  4.18 %","-99.92 %","-18.65 %","  4.85 %","-99.98 %"," 10.95 %","  5.38 %","  3.98 %","   .86 %","-99.92 %","  8.91 %","-99.90 %","  6.37 %"," 10.11 %"," 15.36 %","-99.07 %"," 14.51 %"
"2020-04-04","  4.13 %","-99.93 %","-19.69 %","  3.59 %","-99.99 %","  5.34 %","  4.81 %","  4.01 %","   .93 %","-99.92 %","  9.45 %","-99.90 %","  5.85 %","  5.09 %"," 14.40 %","-99.06 %"," 10.17 %"
"2020-04-05","  2.47 %","-99.82 %","-10.42 %","  4.36 %","-99.96 %","  8.65 %","  4.45 %","  3.46 %","   .80 %","-99.80 %","  9.37 %","-99.74 %","  4.34 %","  6.01 %"," 13.10 %","-97.29 %","  9.76 %"
"2020-04-06","  1.93 %"," ##.## %"," -3.11 %","  2.03 %"," ##.## %","  9.59 %","  3.91 %","  2.79 %","   .46 %"," ##.## %","  6.45 %"," ##.## %","  3.82 %","  5.51 %"," 11.63 %"," ##.## %","  6.51 %"
"2020-04-07","  1.69 %"," 74.47 %","   .35 %","  4.51 %"," ##.## %","  9.92 %","  3.45 %","  2.29 %","   .46 %"," 77.00 %","  4.88 %"," ##.## %","  3.85 %","  6.76 %"," 12.88 %"," 62.65 %","  5.37 %"
"2020-04-08","  1.95 %","-99.84 %","-17.70 %","  1.31 %"," ##.## %","  7.96 %","  3.19 %","  2.83 %","   .51 %","-99.84 %","  4.31 %"," ##.## %","  4.42 %","  9.44 %"," 12.07 %"," ##.## %","  4.81 %"
"2020-04-09","  1.63 %","-99.23 %","-15.70 %","  2.28 %"," ##.## %"," 11.40 %","  2.53 %","  3.02 %","   .38 %","-99.03 %","  2.40 %"," ##.## %","  3.37 %","  8.58 %"," 10.61 %"," ##.## %","  7.29 %"
"2020-04-10","  1.75 %","-99.86 %","-14.42 %","  2.91 %","-99.95 %","  6.65 %","  2.98 %","  2.75 %","   .26 %","-99.83 %","  3.55 %","-99.74 %","  3.30 %","  5.95 %"," 11.23 %","-98.43 %","  6.54 %"
"2020-04-11","  1.42 %","-99.69 %"," -7.37 %","  1.04 %","-99.91 %","  9.40 %","  2.69 %","  3.18 %","   .29 %","-99.64 %","  2.26 %","-99.46 %","  3.00 %","  4.81 %"," 10.93 %","-96.53 %","  4.25 %"
"2020-04-12","   .19 %"," ##.## %","  2.70 %","   .56 %"," ##.## %"," 10.39 %","  2.37 %","  2.69 %","   .31 %"," ##.## %","  1.37 %"," ##.## %","  2.33 %","  3.27 %","  9.18 %"," ##.## %","  4.98 %"
"2020-04-13","   .57 %","-99.61 %","  2.11 %","  1.58 %","-99.88 %","  7.45 %","  2.26 %","  2.02 %","   .24 %","-99.49 %","  1.43 %","-99.09 %","  1.96 %","  4.44 %","  7.19 %","-95.13 %","  2.37 %"
"2020-04-14","  1.01 %","-99.55 %","-11.78 %","  1.09 %","-99.87 %","  6.19 %","  2.15 %","  1.86 %","   .26 %","-99.42 %","  1.26 %","-98.82 %","  1.44 %","  4.54 %","  6.65 %","-93.99 %","  2.42 %"
"2020-04-15","   .39 %","-99.81 %","-18.75 %","   .36 %","-99.94 %","  6.14 %","  2.02 %","  1.64 %","   .26 %","-99.74 %","  1.46 %","-99.49 %","  2.96 %","  4.21 %","  6.57 %","-98.05 %","  3.60 %"
"2020-04-16","   .34 %","-99.51 %","-16.31 %","  1.71 %","-99.86 %","  7.40 %","  2.10 %","  2.29 %","   .21 %","-99.39 %","  1.08 %","-98.70 %","  4.11 %","  5.14 %","  6.92 %","-94.77 %","  4.47 %"
"2020-04-17","   .93 %","-99.55 %","-16.03 %","  2.65 %","-99.86 %","  7.38 %","  1.92 %","  2.07 %","   .21 %","-99.49 %","   .57 %","-98.91 %","  3.19 %","  5.39 %","  5.87 %","-96.25 %","  2.38 %"
"2020-04-18","   .38 %","-99.07 %"," -6.83 %","  1.64 %","-99.58 %","  5.49 %","  1.73 %","  2.02 %","   .17 %","-98.72 %","   .92 %","-96.31 %","   .46 %","  4.59 %","  4.82 %","-87.95 %","  1.86 %"
"2020-04-19","   .00 %","-99.50 %"," -7.20 %","  1.95 %","-99.83 %","  5.23 %","  1.66 %","  1.73 %","   .08 %","-99.41 %","   .63 %","-98.63 %","  3.62 %","  4.07 %","  4.83 %","-96.20 %","   .73 %"
"2020-04-20","   .00 %","-99.11 %"," -7.28 %","   .17 %","-99.67 %","  2.81 %","  1.57 %","  1.26 %","   .12 %","-98.68 %","   .63 %","-95.76 %","   .77 %","  2.73 %","  5.42 %","-88.63 %","   .72 %"
"2020-04-21","   .00 %","-99.47 %"," -8.79 %","  3.49 %","-99.81 %","  5.55 %","  1.55 %","  1.51 %","   .08 %","-99.37 %","   .35 %","-98.45 %","  1.98 %","  3.69 %","  5.07 %","-96.45 %","  1.35 %"
"2020-04-22","   .00 %","-99.10 %"," -7.65 %","  1.44 %","-99.70 %","  3.97 %","  1.41 %","  1.83 %","   .10 %","-98.70 %","   .42 %","-95.51 %","  2.06 %","  4.45 %","  3.23 %","-89.18 %","  1.33 %"
"2020-04-23","  1.74 %"," ##.## %","   .81 %","   .95 %"," ##.## %","  4.81 %","  1.20 %","  1.41 %","   .13 %"," ##.## %","   .34 %"," ##.## %","  2.22 %","  4.69 %","  3.16 %"," 49.70 %","  2.19 %"
"2020-04-24","   .24 %","-99.57 %","-17.50 %","  3.05 %","-99.80 %","  5.61 %","  1.34 %","  1.59 %","   .09 %","-99.36 %","   .34 %","-98.47 %","  3.16 %","  4.85 %","  3.07 %","-97.02 %","   .68 %"
"2020-04-25","   .25 %","-96.98 %"," -1.57 %","  2.74 %","-97.28 %","  4.82 %","  1.29 %","  1.22 %","   .09 %","-94.94 %","   .62 %","-89.99 %","  1.82 %","  3.47 %","  2.73 %","-73.18 %","  1.36 %"
"2020-04-26","   .30 %","-99.53 %","-17.78 %","  1.55 %","-99.79 %","  3.20 %","  1.29 %","  1.19 %","   .09 %","-99.28 %","  -.07 %","-98.24 %","  1.28 %","  2.55 %","  2.19 %","-96.90 %","   .42 %"
"2020-04-27","   .10 %","-98.41 %","-11.23 %","   .07 %","-99.35 %","  2.41 %","  1.10 %","   .88 %","   .13 %","-97.32 %","   .20 %","-91.64 %","  1.23 %","  1.53 %","  1.93 %","-84.55 %","   .17 %"
"2020-04-28","   .34 %","-98.58 %","-16.17 %","  5.39 %","-99.57 %","  4.56 %","  1.22 %","  1.05 %","   .08 %","-97.73 %","   .14 %","-92.98 %","  1.18 %","  3.67 %","  2.13 %","-87.21 %","   .50 %"
"2020-04-29","   .12 %","-90.63 %","   .04 %","   .14 %"," ##.## %","  2.73 %","  1.16 %","  1.04 %","   .04 %","-85.16 %","   .14 %"," ##.## %","  2.06 %","  3.47 %","  2.56 %"," ##.## %","  1.24 %"
"2020-04-30","   .21 %","-99.14 %"," -3.49 %","  5.86 %","-99.68 %","  3.55 %","  1.05 %","   .92 %","   .08 %","-98.95 %","   .20 %","-97.41 %"," -9.90 %","  3.89 %","  2.22 %","-96.20 %","   .66 %"
"2020-05-01","   .18 %","-99.34 %"," -5.96 %","   .39 %","-99.75 %","  4.28 %","  1.06 %","   .96 %","   .06 %","-99.00 %","   .41 %","-97.54 %","   .00 %","  2.03 %","  1.82 %","-96.52 %","   .24 %"
"2020-05-02","   .31 %","-99.37 %","-18.23 %","   .06 %","-99.83 %","  2.77 %","   .84 %","   .92 %","   .12 %","-98.96 %","   .13 %","-97.45 %","  1.47 %","  2.61 %","  1.62 %","-96.55 %","   .73 %"
"2020-05-03","   .34 %"," ##.## %","  1.57 %","  7.20 %"," ##.## %","  3.22 %","  1.01 %","   .66 %","   .07 %"," ##.## %","   .00 %"," ##.## %","   .41 %","  1.06 %","  1.34 %"," ##.## %","   .24 %"
"2020-05-04","   .37 %","-98.07 %","   .18 %","  2.66 %","-99.45 %","  3.53 %","  1.26 %","   .58 %","   .03 %","-97.09 %","  -.07 %","-91.55 %","   .25 %","  1.81 %","  1.28 %","-87.94 %","   .40 %"
"2020-05-05","   .41 %","-99.18 %","-17.91 %","  3.24 %","-99.68 %","  4.18 %","  1.34 %","   .51 %","   .02 %","-98.74 %","   .13 %","-96.67 %","   .60 %","  2.18 %","  1.44 %","-96.21 %","   .40 %"
"2020-05-06","   .28 %","-22.18 %","-12.19 %","   .40 %"," ##.## %","  3.04 %","  1.68 %","   .68 %","   .04 %","-21.10 %","   .07 %"," ##.## %","   .45 %","  3.02 %","  1.74 %"," ##.## %","   .40 %"
"2020-05-07","   .28 %","-97.20 %"," -7.30 %","  6.77 %","-99.12 %","  2.72 %","  1.46 %","   .65 %","   .11 %","-95.59 %","   .07 %","-85.10 %","   .51 %","  2.95 %","  1.50 %","-82.86 %","   .32 %"
"2020-05-08","   .07 %","-97.12 %","-11.82 %","   .32 %","-99.17 %","  2.63 %","  1.51 %","   .61 %","   .17 %","-95.69 %","   .13 %","-85.61 %","   .64 %","  2.61 %","  1.38 %"," ##.## %","   .24 %"
"2020-05-09","   .30 %","-98.66 %","-17.37 %","  7.43 %","-99.45 %","  4.06 %","  1.46 %","   .50 %","   .31 %","-98.28 %","   .13 %","-95.44 %","   .32 %","  2.60 %","  1.14 %","-95.57 %","   .00 %"
"2020-05-10","   .13 %","-98.82 %"," -6.96 %","  2.12 %","-99.52 %","  2.84 %","  1.30 %","   .37 %","   .32 %","-98.30 %","   .20 %","-95.46 %","   .35 %","  1.55 %","  1.12 %","-95.78 %","   .08 %"
"2020-05-11","   .32 %","-91.71 %","-17.90 %","   .05 %"," ##.## %","  1.66 %","  1.56 %","   .34 %","   .25 %","-87.30 %","   .00 %"," ##.## %","  1.38 %","  1.32 %","   .80 %"," ##.## %","   .47 %"
"2020-05-12","   .14 %"," ##.## %"," -7.97 %","  4.01 %"," ##.## %","  3.39 %","  1.36 %","   .64 %","   .24 %"," ##.## %","   .00 %"," ##.## %","   .26 %","  2.26 %","  1.22 %"," ##.## %","   .47 %"
"2020-05-13","   .13 %","-90.84 %"," -9.47 %","  2.42 %","-92.76 %","  4.67 %","  1.77 %","   .40 %","   .26 %","-86.28 %","   .00 %","-68.30 %","   .29 %","  2.34 %","  1.16 %","-62.54 %","   .16 %"
"2020-05-14","   .43 %","-94.80 %","-18.04 %","  3.59 %","-97.78 %","  3.68 %","  1.60 %","   .45 %","   .25 %","-91.99 %","   .07 %","-74.58 %","   .37 %","  2.41 %","  1.14 %","-76.49 %","   .70 %"
"2020-05-15","   .23 %","-95.10 %","-16.29 %","  1.27 %","-98.35 %","  3.06 %","  1.84 %","   .35 %","   .17 %","-92.65 %","   .00 %","-75.82 %","   .28 %","  2.19 %","  1.18 %","-78.54 %","   .31 %"
"2020-05-16","   .13 %","-95.55 %","  1.86 %","  4.85 %","-98.80 %","  3.21 %","  1.51 %","   .39 %","   .12 %","-93.82 %","   .07 %","-80.66 %","   .22 %","  1.61 %","  1.10 %","-82.13 %","   .54 %"
"2020-05-17","   .14 %"," ##.## %","  3.64 %","  1.24 %"," ##.## %","  2.87 %","  1.53 %","   .30 %","   .14 %"," ##.## %","   .00 %"," ##.## %","   .00 %","  1.57 %","   .92 %"," ##.## %","   .00 %"
"2020-05-18","   .20 %","-95.25 %"," -7.78 %","  1.79 %","-98.73 %","  2.83 %","  1.91 %","   .20 %","   .12 %","-93.51 %","   .00 %","-80.67 %","   .39 %","   .78 %","   .77 %","-82.53 %","   .23 %"
"2020-05-19","   .06 %","-91.41 %"," -5.59 %","   .32 %","-95.56 %","  2.70 %","  1.72 %","   .36 %","   .29 %","-87.63 %","   .27 %","-66.70 %","   .19 %","  1.39 %","   .68 %","-70.59 %","  1.30 %"
"2020-05-20","   .13 %","-97.06 %","-16.47 %","  5.03 %","-98.98 %","  3.75 %","  1.88 %","   .29 %","   .11 %","-97.37 %","   .00 %","-92.38 %","   .22 %","  2.35 %","   .64 %","-94.42 %","   .45 %"
"2020-05-21","   .20 %","-91.44 %"," -6.30 %","   .53 %"," ##.## %","  5.07 %","  1.88 %","   .28 %","   .18 %","-90.00 %","   .07 %"," ##.## %","   .21 %","  2.06 %","   .63 %"," ##.## %","   .90 %"
"2020-05-22","   .06 %"," ##.## %"," -1.07 %","  2.42 %"," ##.## %","  3.14 %","  1.79 %","   .29 %","   .21 %"," ##.## %","   .00 %"," ##.## %","   .77 %","  1.98 %","   .62 %"," 32.93 %","   .82 %"
"2020-05-23","   .21 %","-97.07 %","-17.16 %","   .78 %","-98.86 %","  4.56 %","  1.42 %","   .29 %","   .22 %","-97.18 %","   .00 %","-92.35 %","   .20 %","  1.16 %","   .77 %","-94.54 %","   .07 %"
"2020-05-24","   .00 %"," ##.## %","   .25 %","  4.40 %"," ##.## %","  2.42 %","  1.63 %","   .23 %","   .14 %"," ##.## %","   .00 %"," ##.## %","   .20 %","   .82 %","   .73 %"," 89.06 %","   .52 %"
"2020-05-25","   .17 %","-96.72 %","-17.02 %","  1.79 %","-98.72 %","  2.15 %","  1.49 %","   .13 %","   .17 %","-96.93 %","   .00 %","-91.84 %","  -.16 %","  1.15 %","   .63 %","-94.35 %","   .44 %"
"2020-05-26","   .18 %","-95.86 %","   .17 %","  2.03 %","-98.61 %","  1.82 %","  1.30 %","   .17 %","   .36 %","-96.40 %","   .00 %","-90.73 %","   .36 %","  1.76 %","   .60 %","-93.77 %","   .66 %"
"2020-05-27","   .15 %","-75.32 %","  -.96 %","  1.15 %","-78.56 %","  2.96 %","  1.49 %","   .25 %","   .70 %","-71.65 %","   .00 %","-46.53 %","   .00 %","  1.88 %","   .65 %","-43.29 %","   .51 %"
"2020-05-28","   .21 %","-93.14 %","  -.27 %","  2.04 %","-98.26 %","  2.88 %","  1.59 %","   .26 %","   .51 %","-93.29 %","   .00 %","-83.53 %","   .70 %","  1.82 %","   .74 %","-87.45 %","   .15 %"
