"date","Tamil Nadu/Airport Quarantine","Tamil Nadu/Airport quarantine","Tamil Nadu/Ariyalur","Tamil Nadu/CHENNAI","Tamil Nadu/Chengalpattu","Tamil Nadu/Chennai","Tamil Nadu/Coimbatore","Tamil Nadu/Cuddalore","Tamil Nadu/Dharmapuri","Tamil Nadu/Dindigul","Tamil Nadu/Erode","Tamil Nadu/KARUR","Tamil Nadu/Kallakurichi","Tamil Nadu/Kancheepuram","Tamil Nadu/Kanyakumari","Tamil Nadu/Karur","Tamil Nadu/Krishnagiri","Tamil Nadu/MADURAI","Tamil Nadu/Madurai","Tamil Nadu/Nagapattinam","Tamil Nadu/Namakkal","Tamil Nadu/Nilgiris","Tamil Nadu/Other State","Tamil Nadu/Perambalur","Tamil Nadu/Pudukkottai","Tamil Nadu/Railway Quarantine","Tamil Nadu/Ramanathapuram","Tamil Nadu/Ranipet","Tamil Nadu/Salem","Tamil Nadu/Sivaganga","Tamil Nadu/TENKASI","Tamil Nadu/Tenkasi","Tamil Nadu/Thanjavur","Tamil Nadu/Theni","Tamil Nadu/Thiruvallur","Tamil Nadu/Thiruvarur","Tamil Nadu/Thoothukkudi","Tamil Nadu/Tiruchirappalli","Tamil Nadu/Tirunelveli","Tamil Nadu/Tirupathur","Tamil Nadu/Tiruppur","Tamil Nadu/Tiruvannamalai","Tamil Nadu/Vellore","Tamil Nadu/Viluppuram","Tamil Nadu/Virudhunagar","Tamil Nadu/chengalpattu","Tamil Nadu/chennai"
"2020-03-31","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-01","","","","","","1","","","","","4","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-02","","","","","","1","","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-03","","","","","","1","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-04","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-05","","","","","","1","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-06","","","","","","1","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-07","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-08","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-09","","","","","","1","","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-10","","","","","","1","","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-11","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-12","","","","","","1","","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-13","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-14","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-15","","","","","","1","","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-16","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-17","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-18","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-19","","","","","","1","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-20","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-21","","","","","","1","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-22","","","","","","1","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-23","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-24","","","","","","1","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-25","","","","","","1","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-26","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-27","","","","","","35","26","","","","","","","","","","","","","","","","","","","","","","","10","","","","1","","6","2","","","","","","","","","",""
"2020-04-28","","","","","","35","","","","","","","","1","","","","","28","","","","","","","","","","10","","","","1","","15","","","","","","","","","","","",""
"2020-04-29","","","2","","3","50","27","","","4","9","","","3","4","","","","32","3","4","","","","","","3","1","14","","","3","10","","16","7","","3","","","8","","1","1","","",""
"2020-04-30","","","2","","8","54","31","3","","9","","","","3","","","","","32","7","","","","","","","3","1","17","","","","12","2","16","8","","","1","","20","","","","3","",""
"2020-05-01","","","2","","8","62","33","8","","9","","","","3","","1","","","34","14","","","","","","","","","18","","","6","12","","30","10","3","","4","","22","","","4","","",""
"2020-05-02","","","4","","8","63","33","8","","10","","","","3","","","","","34","","5","","","2","","","4","2","18","11","","9","15","7","31","","","4","","","25","","3","5","","",""
"2020-05-03","","","4","","8","90","39","8","","","","","","","4","","","","35","","","","","","","","","","","","","9","18","","31","11","","","","","","","","5","","",""
"2020-05-04","","","4","","8","107","","8","","10","","","","","","1","","","35","16","","","","2","","","4","2","","","","10","19","","32","11","","4","5","","26","","","7","7","",""
"2020-05-05","","","","","9","159","46","8","","11","","","","4","7","","","","35","","5","","","3","","","","","18","12","","10","20","7","35","12","","4","6","","29","","","7","7","",""
"2020-05-06","","","4","","9","170","","8","","13","","","1","5","","1","","","40","","6","","","3","","","5","5","18","","","10","20","7","36","14","3","4","6","","","","3","7","10","",""
"2020-05-07","","","4","","9","179","","8","","","","","1","5","","1","","","46","","","","","3","1","","7","5","","","","13","20","7","36","15","3","8","6","","","","3","10","12","",""
"2020-05-08","","","","","9","214","","8","1","17","","","","5","10","","","","46","","10","","","4","","","7","","22","","","14","21","7","39","","","8","6","","","","4","10","12","",""
"2020-05-09","","","4","","11","385","","9","","17","","","1","6","","","","","62","","10","2","","4","","","9","6","","","","","22","7","47","16","","","6","1","","2","","13","19","",""
"2020-05-10","","","4","","16","479","","9","","","","","2","14","","1","","","65","","11","","","4","1","","9","6","23","","","19","24","7","49","17","","","10","1","","3","4","20","19","",""
"2020-05-11","","","4","","25","546","","9","1","17","","","","20","10","","","","65","","","","","6","","","9","6","","","","","24","","50","","3","","","","","3","5","26","19","",""
"2020-05-12","","","8","","26","589","","10","","17","","","7","20","10","1","","","","","16","","","7","","","8","7","24","","","28","","7","52","21","3","13","9","","31","3","5","31","15","",""
"2020-05-13","","","11","","26","589","50","10","","","","","","21","","1","","","75","16","","","","7","","","","9","","","","30","24","7","68","","3","14","9","","","3","7","31","","",""
"2020-05-14","","","11","","27","598","","10","1","18","","","7","60","10","2","","","75","","","2","","12","","","14","9","","12","","32","24","7","68","21","3","14","9","","","3","7","31","16","",""
"2020-05-15","","","193","","28","623","","19","","21","","","11","65","10","3","","","79","","32","","","29","2","","","10","29","","","32","30","7","70","","3","","10","","","4","","106","16","",""
"2020-05-16","","","312","","36","1042","50","233","","33","","","11","92","10","4","2","","81","17","","","","","","","","10","","12","","33","31","8","162","","3","","11","11","","4","8","131","18","",""
"2020-05-17","","","326","","147","1316","","241","2","35","","","36","101","","4","0","","99","17","","","","32","","","","14","29","12","","38","39","","164","","5","19","12","3","","31","9","254","19","",""
"2020-05-18","","","326","","148","1440","","344","4","35","","","36","101","10","4","","","100","","","","","","","","14","14","29","","","38","","8","165","","5","20","11","3","","31","","254","21","",""
"2020-05-19","","","343","","150","1762","","359","","44","","","41","114","10","4","18","","","17","","","","90","","","14","14","","","","42","43","8","171","22","6","20","17","5","","","13","256","21","",""
"2020-05-20","","","","","153","2663","","363","","44","","","55","118","14","11","18","","100","","","3","","","6","","","26","","13","","46","43","9","177","","6","24","25","","","40","","256","21","",""
"2020-05-21","","","346","","193","2888","","383","","44","","","55","123","17","14","","","101","","","","","112","7","","","28","","13","","48","43","9","201","24","6","","35","9","","52","15","272","24","",""
"2020-05-22","","","","","193","3613","","387","5","44","9","","58","144","18","","18","","103","18","","","","132","7","","19","28","","","","49","","15","229","24","11","24","40","","","65","15","274","27","",""
"2020-05-23","","","","","205","3891","","389","","","","","","149","21","","19","","105","20","","4","","133","7","","22","29","29","26","","50","44","15","249","","13","","41","","","71","18","278","28","",""
"2020-05-24","2","","346","","213","4684","50","391","5","48","9","","58","146","21","14","19","","107","20","32","4","","134","7","","22","35","29","25","","50","44","19","256","24","16","24","46","9","31","71","18","278","28","",""
"2020-05-25","2","","","","215","4975","","396","5","","","","76","159","21","25","19","","110","","","","","","","","22","35","29","","","","44","19","312","24","23","25","46","","","71","","","28","",""
"2020-05-26","2","","346","","218","5332","","396","5","50","","","90","177","21","26","19","","114","23","","","","","","","23","44","29","26","","51","","28","453","","34","","68","9","","80","18","281","30","",""
"2020-05-27","4","","353","","355","5640","50","398","","","","","90","194","21","","20","","132","23","","","","","7","1","23","44","","26","","52","46","40","456","25","55","26","93","11","","81","20","283","31","",""
"2020-05-28","8","","","","363","6144","","398","","50","","","96","198","","32","20","","145","23","","5","","138","7","2","29","48","34","27","","54","48","42","500","","63","27","102","","","82","20","283","34","",""
"2020-05-29","14","","353","","403","6735","","401","","58","9","","107","204","21","35","","","","","","","","","8","6","30","51","39","","","59","53","48","520","","81","27","114","","","97","","285","34","",""
"2020-05-30","","","","","543","7161","","402","","","","","107","219","22","","20","","150","23","","","","138","13","8","30","52","39","28","","59","53","51","550","25","104","28","130","11","","98","","293","42","",""
"2020-05-31","23","","","","570","7731","","402","","60","10","","108","226","26","","20","","156","23","32","","","138","16","8","31","52","47","28","","61","54","","589","25","112","28","158","","","134","21","296","42","",""
"2020-06-01","25","","353","","575","8021","50","403","","60","","","118","244","28","","","","157","","32","5","","138","18","8","45","53","47","28","","63","54","57","597","26","123","","196","11","","135","21","296","42","",""
"2020-06-02","32","","357","","621","8394","","403","","61","10","","133","248","33","","","","166","23","","","","138","18","21","45","","48","28","","66","56","63","602","28","126","28","223","11","","136","","301","46","",""
"2020-06-03","32","","","","631","8874","50","414","5","","","","142","261","37","37","","","169","23","32","","","","","22","47","53","48","29","","71","57","64","616","28","134","34","226","12","","140","24","301","74","",""
"2020-06-04","48","","357","","638","9299","50","414","5","62","10","","150","286","42","","21","","185","23","32","5","","138","18","27","51","60","58","30","","75","60","64","631","","139","34","241","12","","143","25","301","82","",""
"2020-06-05","57","","357","","649","10050","","417","","62","","","150","288","42","37","","","188","23","","","","138","18","53","51","60","62","30","","75","62","64","633","30","145","34","270","12","","154","25","301","82","",""
"2020-06-06","68","","358","","723","10412","51","421","8","62","10","","150","303","48","37","21","","221","23","","","","","20","56","51","62","86","30","","83","62","70","654","34","153","43","275","12","","168","25","301","99","",""
"2020-06-07","70","","358","","745","10794","51","425","8","62","","","150","310","53","","","","227","","","","","139","20","59","51","62","141","","","83","65","70","668","36","169","45","288","14","","230","25","303","100","",""
"2020-06-08","72","","359","","748","11096","53","433","8","62","10","","231","315","53","","","","232","23","","","","140","23","61","65","62","144","32","","86","66","70","718","37","176","59","291","","","242","25","305","101","",""
"2020-06-09","77","","359","","843","11570","53","436","8","65","10","","232","336","55","39","","","233","23","","","","140","24","101","66","62","167","","","","66","70","757","37","193","59","293","","","300","28","305","108","",""
"2020-06-10","86","","","","857","12431","53","437","8","78","10","","235","354","58","","21","","233","23","32","","","","25","117","66","63","167","35","","","67","70","781","37","203","63","299","","","316","30","307","108","",""
"2020-06-11","91","","361","","863","13648","54","437","","81","","","240","372","61","","","","246","23","34","","","140","26","126","66","67","176","33","","86","66","71","793","39","229","62","307","16","","336","30","311","111","",""
"2020-06-12","95","","363","","1102","14563","54","437","8","83","10","","242","380","65","39","","","257","24","34","","","140","26","138","66","74","180","39","","87","68","71","816","41","254","64","313","17","31","383","35","322","111","",""
"2020-06-13","97","","363","","1110","15787","55","437","10","85","","","244","402","65","40","","","263","25","35","","","140","28","143","68","74","181","39","","88","73","78","834","43","271","70","314","18","","403","36","323","111","",""
"2020-06-14","102","","370","","1215","16721","55","","11","95","10","","244","405","68","40","21","","269","26","","","","140","","","69","75","183","39","","88","78","78","841","44","272","74","321","18","31","409","37","341","120","",""
"2020-06-15","111","","370","","1248","17316","55","438","11","111","","","258","421","68","44","21","","283","26","38","5","","","29","148","72","81","183","40","","88","83","80","867","47","279","74","323","20","31","429","43","342","122","",""
"2020-06-16","117","","370","","1461","18405","56","438","","115","","","259","434","74","44","22","","293","31","36","","","140","","150","79","81","184","41","","91","83","80","900","50","283","76","326","20","32","449","43","349","126","",""
"2020-06-17","125","","372","","1557","18867","64","451","11","117","11","","265","453","74","44","30","","315","31","36","5","","141","32","150","86","84","187","41","","95","88","83","1006","66","295","84","341","21","32","453","55","349","118","",""
"2020-06-18","134","","377","","1655","19526","67","454","15","123","11","","279","496","75","44","","","322","33","","5","","143","31","157","88","89","189","45","","96","94","88","1103","66","308","84","344","21","32","455","65","354","118","",""
"2020-06-19","148","","382","","1715","20938","67","457","15","136","12","","281","508","85","44","30","","337","33","37","5","","143","31","189","94","90","194","49","","96","95","88","1116","67","324","100","347","21","32","430","68","362","116","",""
"2020-06-20","158","","385","","1791","21636","70","461","16","140","12","","289","532","89","44","32","","359","42","","","","143","31","191","97","127","195","49","","105","101","88","1163","72","337","106","362","22","33","432","90","365","120","",""
"2020-06-21","167","","385","","1893","22727","70","461","17","149","12","","298","582","90","45","","","373","39","37","5","","","32","191","105","128","198","49","","106","105","90","1226","87","344","121","375","22","33","445","93","368","122","",""
"2020-06-22","178","","385","","1928","23596","70","474","17","151","12","","298","594","93","45","32","","381","39","40","5","","143","36","","124","259","198","53","","106","107","94","1413","97","368","120","375","23","33","455","98","369","123","",""
"2020-06-23","186","","387","","1987","24510","70","491","18","158","12","","308","605","94","48","32","","397","44","41","8","","145","36","192","127","265","204","","","108","111","94","1456","100","392","137","379","24","33","499","101","374","124","",""
"2020-06-24","190","","388","","2276","26312","76","504","19","162","12","","322","641","97","49","32","","415","45","41","","","145","38","197","137","269","209","58","","108","127","99","1454","104","427","164","380","26","33","536","140","402","132","",""
"2020-06-25","200","","389","","2315","27826","81","512","19","182","12","","322","673","112","49","32","","440","45","","12","","145","38","201","149","270","215","61","","108","130","99","1860","113","472","182","388","27","33","554","155","411","137","",""
"2020-06-26","210","","389","","2423","28663","82","517","19","169","14","","322","727","115","57","32","","512","54","41","12","","146","40","209","155","286","223","71","","109","133","108","1909","123","490","192","437","27","34","563","201","412","142","",""
"2020-06-27","226","","392","","2549","30885","83","539","19","169","14","","343","749","122","59","32","","540","54","41","13","","145","42","219","169","331","232","61","","109","146","112","2017","131","513","157","460","28","34","606","180","430","154","",""
"2020-06-28","237","","392","","2604","31698","90","601","24","175","15","","352","773","129","","32","","583","55","42","17","","145","48","220","192","331","256","62","","109","153","117","2142","134","553","157","477","28","34","676","233","444","159","",""
"2020-06-29","264","","402","","2610","33281","93","613","27","194","17","","360","790","135","62","39","","601","57","42","20","","145","58","224","203","332","262","62","","151","170","120","2231","137","593","227","498","29","34","750","273","468","186","",""
"2020-06-30","281","","416","","2621","34668","111","623","28","215","20","","361","802","140","64","39","","809","58","42","23","","151","55","230","228","419","278","87","","177","183","128","2359","155","639","297","519","34","34","794","327","477","193","",""
"2020-07-01","291","","423","","2722","36666","128","708","29","224","20","","376","838","152","72","43","","870","69","","24","","","68","231","236","430","282","86","","180","204","136","2490","180","676","327","527","36","34","865","332","554","215","",""
"2020-07-02","302","","","","2974","38787","137","757","39","238","20","","376","882","159","76","43","","879","72","42","32","","155","73","234","258","430","282","96","","202","251","156","2634","216","704","410","561","38","34","900","367","560","233","",""
"2020-07-03","317","","","","3073","39951","158","795","41","248","20","","440","919","174","83","52","","959","78","45","32","","","79","234","311","503","305","118","","205","270","199","2779","275","735","414","566","63","41","1040","430","579","280","",""
"2020-07-04","329","","437","","3180","41149","181","838","50","253","21","","462","920","215","83","67","","986","78","45","35","","155","79","324","352","505","331","161","","205","287","233","2881","321","792","421","582","70","42","1097","524","582","330","",""
"2020-07-05","367","","445","","3405","42149","181","869","52","262","21","","512","977","241","85","73","","1040","86","45","40","","155","108","324","417","505","394","178","","205","287","333","3048","340","824","441","618","73","42","1130","566","582","369","",""
"2020-07-06","390","","447","","3726","44722","181","876","52","285","23","","525","1026","256","85","74","","1062","100","45","40","","155","131","324","445","506","407","217","","254","302","342","3203","347","842","495","636","79","46","1255","674","585","422","",""
"2020-07-07","401","","450","","3914","47575","194","909","69","303","25","","713","1131","309","85","83","","1103","102","46","","","","165","","497","572","460","281","","254","336","387","3342","362","852","577","642","121","58","1294","758","706","532","",""
"2020-07-08","409","","455","","4005","49427","214","950","69","348","25","","734","1171","330","89","83","","1152","135","46","40","","157","186","","539","629","570","348","","297","348","404","3443","378","900","597","649","138","67","1393","805","738","586","",""
"2020-07-09","415","","456","","4159","52127","226","971","71","372","37","","785","1210","363","91","132","","1195","141","46","43","","158","206","324","617","629","607","409","","297","361","444","3577","378","930","621","682","151","73","1597","884","759","628","",""
"2020-07-10","425","","457","","4315","54996","226","1007","74","398","40","","807","1254","402","91","157","","1242","145","47","45","","160","246","325","667","649","661","425","","297","372","449","3722","386","978","702","712","166","73","1619","969","861","768","",""
"2020-07-11","436","","457","","4317","56787","227","1049","85","454","115","","955","1287","451","99","157","","1795","147","49","60","","160","378","326","709","661","697","472","","297","386","497","3860","399","994","755","751","188","84","1654","1021","899","811","",""
"2020-07-12","440","","457","","4487","58455","227","1065","94","492","115","","996","1316","451","99","157","","2582","148","51","84","","160","381","","753","693","866","513","","323","392","573","4000","407","1025","755","783","192","94","1731","1025","932","903","",""
"2020-07-13","446","","","","4488","60534","227","1100","97","506","116","","1015","1348","486","100","163","","2608","153","51","84","","163","387","","778","693","964","537","","323","398","636","4140","461","1072","837","815","217","94","1761","1059","971","967","",""
"2020-07-14","452","","466","","5655","62392","244","1136","103","583","136","","1072","1493","547","104","165","","2659","155","51","98","","163","414","","1186","764","1018","551","","323","399","649","4140","470","1098","922","882","255","102","1838","1331","1012","967","",""
"2020-07-15","463","","467","","6259","63876","312","1146","105","583","139","","1219","1926","590","109","166","","3847","167","92","98","","163","463","327","1218","882","1049","578","","323","416","689","4321","471","1105","978","915","255","103","1938","1520","1055","988","",""
"2020-07-16","474","","486","","6521","65588","568","1200","112","591","140","","1298","2165","606","113","178","","4526","175","93","107","","167","463","327","1272","978","1123","610","","323","446","792","4771","517","1189","1025","1016","290","110","2077","1766","1175","1049","",""
"2020-07-17","477","","493","","6723","66917","602","1260","131","665","205","","1375","2342","674","117","188","","4669","179","98","107","","167","506","328","1377","1033","1142","629","","323","463","848","5005","544","1316","1025","1089","300","120","2133","1986","1213","1049","",""
"2020-07-18","481","","532","","6805","68033","623","1314","185","692","206","","1459","2448","700","124","200","","4750","207","110","147","","167","523","408","1391","1033","1302","646","","334","485","958","5268","546","1358","1116","1095","326","129","2219","2100","1244","1203","",""
"2020-07-19","771","","543","","7074","69222","735","1349","193","703","237","","1576","2537","734","129","207","","4815","252","119","163","","171","558","","1407","1089","1373","690","","413","506","1140","5620","635","1402","1211","1163","338","133","2415","2235","1381","1279","",""
"2020-07-20","777","","549","","7236","70491","807","1388","209","703","246","","1710","2833","918","133","250","","4926","252","131","163","","175","558","","1438","1142","1499","714","","431","541","1224","5785","639","1518","1216","1261","370","169","2456","2440","1471","1610","",""
"2020-07-21","792","","570","","7477","71789","928","1406","222","800","317","","1777","2928","958","135","250","","5062","254","147","268","","178","558","410","1794","1388","1600","778","","433","566","1430","6110","649","1758","1288","1561","419","183","2456","2729","1619","1694","",""
"2020-07-22","798","","572","","7721","73521","1187","1438","240","841","331","","1828","3045","970","141","265","","5507","257","151","270","","187","561","","1864","1451","1691","842","","448","619","1519","6279","677","1960","1289","1828","433","202","2479","2867","1740","2165","",""
"2020-07-23","938","","596","","7966","75224","1385","1478","246","909","336","","1900","3276","970","145","283","","5957","260","170","362","","196","637","412","1969","1488","1868","872","","448","663","1590","6533","697","2135","1435","1833","448","217","2565","3110","1810","2477","",""
"2020-07-24","951","","630","","8184","76334","1565","1514","253","1388","356","","2000","3885","1317","148","314","","6440","273","178","413","","203","773","","2010","1488","1932","982","","448","913","1659","6677","703","2567","1721","1856","466","242","2880","3339","1963","2931","",""
"2020-07-25","974","","659","","8747","77465","1732","1552","278","1541","373","","2039","4267","1714","156","328","","7386","274","189","460","","208","897","","2022","1583","2039","1159","","835","920","1905","7359","743","2874","2054","2063","490","272","3202","3669","2078","3148","",""
"2020-07-26","986","","692","","8858","78780","1835","1577","301","1621","383","","2108","4426","1791","156","337","","7635","286","199","471","","216","931","414","2181","1772","2078","1415","","867","1041","1949","7883","770","3176","2119","2294","511","297","3883","3823","2201","3274","",""
"2020-07-27","1092","","718","","9140","80601","2037","1611","358","1630","393","","2187","4536","1958","163","346","","7801","297","220","505","","226","1004","423","2238","2169","2179","1586","","867","1152","2007","8094","830","3405","2192","2447","527","304","3883","3979","2253","3902","",""
"2020-07-28","1094","","720","","9389","81370","2333","1626","427","1681","396","","2287","4847","1958","182","367","","7874","306","249","555","","234","1067","","2285","2587","2242","1657","","935","1323","2220","8397","918","3724","2255","2534","565","360","3899","4032","2334","4315","",""
"2020-07-29","1098","","732","","9860","82604","2517","1700","465","1830","411","","2441","5114","2293","210","394","","7987","332","260","572","","235","1110","","2403","2770","2307","1726","","942","1437","2435","8858","944","4101","2378","2692","624","389","3992","4178","2482","4648","",""
"2020-07-30","1114","","732","","10440","83730","2774","1815","472","1908","444","","2469","5377","2469","210","441","","8213","344","293","596","","256","1169","","2476","2982","2410","1789","","960","1511","2597","9301","1035","4471","2389","2801","645","418","3992","4352","2618","4753","",""
"2020-07-31","1122","","762","","11089","84756","2935","1844","479","2085","463","","2668","5644","2644","218","479","","8415","360","309","623","","256","1279","424","2550","3219","2488","1872","","984","1583","2751","9964","1114","4823","2493","2895","682","472","4058","4451","2773","4941","",""
"2020-08-01","1128","","770","","11524","86141","3151","1895","502","2129","491","","2740","5912","2832","235","548","","8623","416","345","641","","300","1375","","2636","3460","2539","1957","","1171","1871","3050","10356","1173","5160","2609","3015","708","498","4143","4604","2880","6025","",""
"2020-08-02","1134","","808","","12198","87444","3375","1946","535","2308","523","","2825","6223","2994","250","578","","8737","416","377","663","","312","1484","","2737","3719","2599","2037","","1189","1983","3145","10732","1297","5401","2740","3025","728","514","4192","4835","2985","6082","",""
"2020-08-03","1142","","847","","12636","88666","3591","2010","559","2419","537","","2900","6751","3174","256","617","","8779","425","398","691","","322","1597","","2807","3913","2680","2078","","1234","2124","3288","11069","1390","5628","2902","3236","775","534","4259","5081","3235","6320","",""
"2020-08-04","1160","","868","","13022","89809","3824","2071","683","2519","547","","3009","7310","3366","287","660","","8976","431","436","713","","359","1693","424","2892","4062","2749","2129","","1620","2324","3463","11388","1490","5977","3064","3385","807","570","4443","5212","3286","6767","",""
"2020-08-05","1181","","899","","13482","90806","4050","2150","714","2541","550","","3118","7669","3585","299","741","","9211","447","447","722","","391","1822","","2982","4320","2875","2176","","1660","2453","3757","11745","1545","6288","3204","3567","856","592","4671","5307","3358","7221","",""
"2020-08-06","1199","","924","","13929","91968","4228","2253","722","2645","576","","3271","7978","3827","310","798","","9541","492","472","747","","420","1901","","3036","4535","3093","2253","","1718","2544","4033","12139","1673","6534","3452","3679","905","629","4972","5427","3451","7400","",""
"2020-08-07","1301","","955","","14266","93071","4452","2376","738","2762","586","","3332","8334","4125","358","850","","9725","522","521","764","","441","1955","","3074","4889","3196","2315","","1826","2611","4309","12588","1700","6774","3556","3849","959","667","5592","5638","3580","7605","",""
"2020-08-08","1302","","968","","14380","93940","4601","2484","751","2815","604","","3542","8501","4251","420","901","","9981","546","563","779","","467","2028","","3096","5255","3422","2375","","1874","2692","4561","12915","1706","7003","3618","3989","999","693","5796","5818","3857","7712","",""
"2020-08-09","1338","","993","","14736","95001","4786","2586","752","3142","620","","3602","8932","4519","437","930","","10444","585","597","794","","481","2141","","3143","5481","3486","2422","","1913","2733","4755","13200","1716","7240","3750","4244","1052","718","5871","6023","4012","8050","",""
"2020-08-10","1345","","1025","","15077","96306","5174","2718","758","3200","630","","3699","9243","4680","449","943","","10742","604","647","818","","506","2228","","3189","5676","3559","2482","","1962","2866","5076","13537","1724","7461","4039","4347","1099","732","6037","6224","4055","8405","",""
