"date","Alabama","Alaska","Arizona","Arkansas","California","Colorado","Connecticut","Delaware","District of Columbia","Florida","Georgia","Hawaii","Idaho","Illinois","Indiana","Iowa","Kansas","Kentucky","Louisiana","Maine","Maryland","Massachusetts","Michigan","Minnesota","Mississippi","Missouri","Montana","Nebraska","Nevada","New Hampshire","New Jersey","New Mexico","New York","North Carolina","North Dakota","Ohio","Oklahoma","Oregon","Pennsylvania","Puerto Rico","Rhode Island","South Carolina","South Dakota","Tennessee","Texas","Utah","Vermont","Virginia","Washington","West Virginia","Wisconsin","Wuhan Evacuee","Wyoming"
"2020-03-27","-99.63 %","   .00 %"," 62.50 %","-99.03 %","-98.63 %","-98.42 %"," 28.57 %"," ##.## %","   .00 %","-99.13 %","-97.82 %","   .00 %","-97.00 %","-99.54 %","-99.09 %","-99.60 %","-98.63 %","-98.86 %","-96.45 %","   .00 %"," 25.00 %"," 40.00 %","-98.53 %","-99.74 %","-99.34 %","-99.16 %","-96.00 %","-##.## %","   .00 %","   .00 %"," 33.33 %","-99.81 %","-98.37 %","-99.73 %","-98.82 %","-99.37 %","-98.05 %","-94.78 %","-99.68 %"," 50.00 %","   .00 %","-98.56 %","-99.01 %","-99.15 %","-99.14 %","   .00 %"," 11.11 %","-99.48 %","-88.86 %","-##.## %","-98.27 %","","   .00 %"
"2020-03-28","-99.81 %"," ##.## %"," 15.38 %","-99.34 %","-99.14 %","-98.40 %"," 22.22 %"," ##.## %"," 33.33 %","-99.51 %","-98.74 %","   .00 %","-98.87 %","   .00 %","-99.05 %","-99.73 %","-99.10 %","-99.02 %","-97.21 %","   .00 %","   .00 %"," 25.71 %","-98.35 %","-99.73 %","-99.46 %","-99.33 %","-99.00 %","-99.49 %","   .00 %"," ##.## %"," 29.63 %","-99.87 %","-97.79 %","-99.81 %","-99.28 %","-99.39 %","-98.09 %","-97.09 %","-99.56 %","   .00 %","   .00 %","-99.44 %","-99.39 %","-99.59 %","-99.76 %","   .00 %"," 20.00 %","-99.49 %","   .00 %","-##.## %","-98.47 %","","   .00 %"
"2020-03-29","-98.23 %","   .00 %"," 13.33 %","-94.87 %","-96.71 %","-96.47 %","  3.03 %"," 20.00 %"," 25.00 %","-97.51 %","-95.67 %","   .00 %","-93.67 %","-98.65 %","-98.39 %","-99.12 %","-96.62 %","-97.70 %","-94.39 %"," ##.## %"," ##.## %","  9.09 %","-97.48 %","-98.99 %","-97.80 %","-98.11 %","-93.75 %","-98.64 %"," 50.00 %","   .00 %"," 15.00 %","-99.38 %","-96.70 %","-99.11 %","-98.15 %","-98.54 %","-94.89 %","-91.22 %","-99.20 %","   .00 %"," 50.00 %","-96.36 %","-98.00 %","-97.63 %","-97.59 %"," ##.## %","   .00 %","-98.34 %","-81.50 %","-##.## %","-96.50 %","","   .00 %"
"2020-03-30","-99.23 %"," 50.00 %"," 17.65 %","-98.13 %","-98.15 %","-97.33 %","  5.88 %","   .00 %"," 80.00 %","-98.79 %","-97.33 %","   .00 %","-95.24 %","-99.03 %","-98.77 %","-99.26 %","-97.47 %","-98.37 %","-94.71 %","   .00 %"," 50.00 %"," 16.67 %","-97.12 %","-99.37 %","-98.85 %","-98.87 %","-87.50 %","-99.35 %","   .00 %"," 50.00 %"," 22.98 %","-99.66 %","-96.25 %","-99.59 %","-97.87 %","-98.76 %","-96.53 %","-94.05 %","-99.29 %"," ##.## %"," 33.33 %","-98.53 %","-99.15 %","-98.39 %","-98.93 %"," ##.## %","   .00 %","-99.27 %","-86.01 %","-99.01 %","-97.67 %","","   .00 %"
"2020-03-31","-88.27 %","   .00 %"," 20.00 %","-80.95 %","-87.83 %","-86.36 %"," 91.67 %"," 66.67 %","   .00 %","-90.48 %","-86.91 %","   .00 %","-84.31 %","-93.67 %","-92.64 %","-92.22 %","-91.96 %","-94.05 %","-83.77 %"," 66.67 %"," 20.00 %"," 58.93 %","-90.79 %","-93.30 %","-89.64 %","-93.70 %","-64.29 %","-92.11 %"," 73.33 %","   .00 %"," 34.85 %","-94.37 %","-92.02 %","-95.47 %","-78.57 %","-90.98 %","-86.47 %","-76.92 %","-96.23 %"," 33.33 %"," ##.## %","-84.29 %","-88.89 %","-85.35 %","-90.29 %"," 25.00 %","  8.33 %","-92.26 %","-67.20 %","-96.30 %","-89.92 %","","   .00 %"
"2020-04-01","-98.68 %","   .00 %"," 20.83 %","-98.63 %","-98.41 %","-96.42 %"," 23.19 %"," 10.00 %","   .00 %","-99.19 %","-97.38 %","   .00 %","-97.33 %","-98.27 %","-98.01 %","-99.16 %","-97.74 %","-98.00 %","-94.37 %","   .00 %"," 72.22 %"," 37.08 %","-94.99 %","-99.08 %","-99.07 %","-98.78 %","-93.88 %","-98.96 %"," 19.23 %","   .00 %"," 32.96 %","-99.34 %","-94.10 %","-99.46 %","-97.83 %","-98.39 %","-96.07 %","-95.61 %","-99.03 %"," 37.50 %"," 25.00 %","-98.99 %","-98.77 %","-98.54 %","-99.46 %","   .00 %"," 23.08 %","-98.65 %","-87.55 %","-99.47 %","-97.55 %","","   .00 %"
"2020-04-02","-97.96 %","   .00 %"," 10.34 %","-97.29 %","-97.36 %","-95.61 %"," 31.76 %","  9.09 %"," 33.33 %","-97.51 %","-95.56 %","   .00 %","-94.92 %","-97.87 %","-97.35 %","-98.73 %","-96.64 %","-95.76 %","-92.10 %"," 40.00 %"," 16.13 %"," 26.23 %","-93.53 %","-98.90 %","-98.39 %","-98.25 %","-89.09 %","-98.48 %"," 22.58 %","   .00 %"," 51.27 %","-99.06 %","-92.74 %","-98.91 %","-97.09 %","-97.65 %","-93.66 %","-93.35 %","-98.75 %","  9.09 %"," 20.00 %","-98.14 %","-98.45 %","-96.52 %","-98.80 %"," 40.00 %","  6.25 %","-98.09 %","-82.67 %","-98.21 %","-95.87 %","","   .00 %"
"2020-04-03","-96.41 %","   .00 %"," 28.12 %","-96.07 %","-96.06 %","-94.31 %"," 16.96 %"," 16.67 %"," 25.00 %","-95.63 %","-93.70 %"," ##.## %","-90.82 %","-97.13 %","-96.27 %","-98.51 %","-93.77 %","-94.41 %","-88.92 %"," 28.57 %"," 19.44 %"," 24.68 %","-92.35 %","-98.56 %","-97.56 %","-97.66 %","-78.26 %","-97.87 %"," 13.16 %"," 66.67 %"," 20.30 %","-98.10 %","-90.90 %","-98.15 %","-96.47 %","-96.96 %","-90.66 %","-90.18 %","-98.50 %"," 25.00 %"," 16.67 %","-96.15 %","-97.96 %","-94.01 %","-96.52 %","   .00 %","   .00 %","-97.59 %","-79.12 %","-97.89 %","-93.68 %","","   .00 %"
"2020-04-04","-91.00 %"," 66.67 %"," 26.83 %","-86.00 %","-91.19 %","-90.93 %"," 25.95 %","   .00 %"," 40.00 %","-90.24 %","-87.81 %","   .00 %","-86.49 %","-94.24 %","-93.43 %","-96.06 %","-89.39 %","-88.44 %","-84.04 %"," 11.11 %"," 25.58 %"," 12.50 %","-89.01 %","-96.76 %","-93.36 %","-94.60 %","-62.50 %","-95.12 %","  6.98 %"," 40.00 %"," 30.96 %","-96.30 %","-87.42 %","-95.09 %","-93.18 %","-93.84 %","-85.42 %","-84.06 %","-96.99 %"," 20.00 %"," 21.43 %","-89.77 %","-95.45 %","-83.39 %","-91.41 %"," 14.29 %"," 17.65 %","-94.88 %","-68.56 %","-97.06 %","-88.24 %","","   .00 %"
"2020-04-05","-88.55 %"," 20.00 %"," 23.08 %","-82.42 %","-87.19 %","-85.58 %"," 14.55 %","   .00 %","  4.76 %","-87.16 %","-84.99 %"," 33.33 %","-85.07 %","-91.96 %","-91.58 %","-93.21 %","-87.36 %","-85.20 %","-79.13 %","   .00 %"," 24.07 %","  6.94 %","-86.45 %","-94.98 %","-90.00 %","-91.25 %","-62.50 %","-91.11 %","   .00 %"," 28.57 %","  8.39 %","-94.00 %","-84.39 %","-93.26 %","-91.43 %","-91.13 %","-83.09 %","-78.74 %","-96.03 %"," 11.11 %"," 47.06 %","-86.71 %","-94.12 %","-78.19 %","-87.57 %","   .00 %"," 10.00 %","-93.80 %","-63.91 %","-94.44 %","-81.50 %","","   .00 %"
"2020-04-06","-96.20 %","   .00 %","  1.56 %","-95.59 %","-95.11 %","-91.47 %","  8.99 %","  7.14 %","  9.09 %","-95.35 %","-92.79 %"," 25.00 %","-91.80 %","-95.90 %","-94.94 %","-96.87 %","-91.99 %","-93.29 %","-85.21 %","   .00 %"," 35.82 %"," 12.55 %","-88.59 %","-98.11 %","-96.24 %","-95.87 %","-84.62 %","-97.12 %","   .00 %","   .00 %","  9.38 %","-97.92 %","-85.55 %","-97.32 %","-96.77 %","-95.55 %","-88.72 %","-89.69 %","-97.45 %","  5.00 %","  8.00 %","-95.88 %","-96.61 %","-92.33 %","-96.35 %"," 62.50 %","  4.55 %","-96.75 %","-73.78 %","-96.00 %","-90.78 %","","   .00 %"
"2020-04-07","-89.64 %","   .00 %"," 12.31 %","-86.47 %","-89.58 %","-87.60 %"," 34.47 %","  6.67 %"," -8.33 %","-88.43 %","-83.58 %","   .00 %","-84.15 %","-94.22 %","-91.86 %","-95.29 %","-86.51 %","-84.92 %","-79.11 %"," 20.00 %"," 13.19 %"," 36.92 %","-84.54 %","-96.72 %","-91.70 %","-91.60 %","-64.71 %","-94.12 %"," 56.52 %","   .00 %"," 22.83 %","-96.30 %","-81.52 %","-94.29 %","-93.33 %","-92.23 %","-79.94 %","-81.05 %","-95.54 %","  9.52 %"," 11.11 %","-89.53 %","-90.32 %","-80.22 %","-90.31 %","   .00 %","   .00 %","-95.18 %","-64.22 %","-94.67 %","-84.35 %","","   .00 %"
"2020-04-08","   .00 %"," 16.67 %","  9.59 %","   .00 %"," ##.## %"," ##.## %"," 17.69 %"," 18.75 %"," 22.73 %"," ##.## %"," ##.## %","   .00 %","   .00 %"," ##.## %"," ##.## %","   .00 %"," ##.## %"," ##.## %"," ##.## %"," 16.67 %"," 20.39 %"," 21.63 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","   .00 %","   .00 %","   .00 %"," 44.44 %"," 22.08 %","   .00 %"," ##.## %","   .00 %","   .00 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","  4.35 %"," 16.67 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","   .00 %","   .00 %"," ##.## %"," ##.## %","   .00 %"," ##.## %","","   .00 %"
"2020-04-09","-95.13 %","   .00 %"," 11.25 %","-94.67 %","-93.47 %","-89.22 %"," 16.56 %"," 21.05 %"," 18.52 %","-93.74 %","-88.99 %"," 20.00 %","-87.50 %","-93.90 %","-91.50 %","-96.49 %","-87.27 %","-89.44 %","-81.10 %"," 14.29 %"," 11.29 %"," 16.17 %","-83.19 %","-96.89 %","-94.81 %","-92.22 %","-86.96 %","-95.57 %"," 12.50 %"," 61.54 %"," 13.63 %","-97.34 %","-78.32 %","-95.75 %","-94.95 %","-93.54 %","-83.47 %","-84.40 %","-95.15 %"," 37.50 %"," 22.86 %","-95.16 %","-95.08 %","-89.98 %","-95.62 %","   .00 %","   .00 %","-94.73 %","-69.50 %","-95.15 %","-87.36 %","","   .00 %"
"2020-04-10","-91.07 %","   .00 %","  8.99 %","-91.25 %","-89.96 %","-86.46 %"," 17.89 %"," 39.13 %"," 18.75 %","-88.28 %","-84.85 %","   .00 %","-73.33 %","-91.23 %","-88.40 %","-95.55 %","-83.97 %","-83.52 %","-76.14 %","  6.25 %"," 23.91 %"," 19.09 %","-79.19 %","-96.04 %","-91.93 %","-89.97 %","-71.43 %","-94.23 %"," 11.11 %","   .00 %"," 13.05 %","-96.49 %","-74.87 %","-93.79 %","-92.31 %","-91.67 %","-76.53 %","-77.66 %","-93.63 %"," 18.18 %","   .00 %","-89.61 %","-93.10 %","-82.72 %","-89.73 %"," 30.77 %","  4.35 %","-92.78 %","-62.85 %","-94.57 %","-83.29 %","","   .00 %"
"2020-04-11","-95.39 %"," 14.29 %"," 11.34 %","-96.23 %","-94.94 %","-86.86 %"," 10.27 %","  3.12 %"," 23.68 %","-95.69 %","-91.42 %"," 33.33 %","-91.80 %","-91.61 %","-89.71 %","-96.70 %","-87.09 %","-89.58 %","-82.80 %"," 11.76 %"," 20.47 %"," 14.52 %","-79.14 %","-96.44 %","-95.80 %","-91.97 %","-93.26 %","-95.48 %"," 13.33 %","  4.76 %"," 12.99 %","-97.43 %","-73.75 %","-96.43 %","-94.70 %","-93.75 %","-86.85 %","-88.41 %","-93.33 %","  7.69 %"," 30.23 %","-96.75 %","-96.23 %","-93.16 %","-97.67 %","  5.88 %","  4.17 %","-94.66 %","-73.24 %","-97.08 %","-87.17 %","","   .00 %"
"2020-04-12","   .00 %","   .00 %","  6.48 %","   .00 %"," ##.## %","   .00 %"," 12.15 %","  6.06 %","  6.38 %"," ##.## %"," ##.## %"," 12.50 %","   .00 %","   .00 %","   .00 %","   .00 %"," ##.## %","   .00 %","   .00 %","   .00 %"," 14.56 %"," 10.20 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  9.80 %","  4.55 %","  7.65 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.76 %"," 12.50 %","   .00 %"," ##.## %","   .00 %","   .00 %","   .00 %","  8.00 %","   .00 %"," ##.## %","   .00 %","   .00 %","","   .00 %"
"2020-04-13","   .00 %","   .00 %","  6.09 %","   .00 %"," ##.## %"," ##.## %","  8.66 %"," 17.14 %","  4.00 %"," ##.## %"," ##.## %","   .00 %","   .00 %"," ##.## %"," ##.## %","   .00 %"," ##.## %"," ##.## %"," ##.## %","   .00 %"," 11.02 %"," 11.64 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","   .00 %","   .00 %","  1.79 %","   .00 %","  3.96 %","   .00 %"," ##.## %","   .00 %","   .00 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","  2.27 %","   .00 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","-27.78 %","  3.70 %"," ##.## %"," ##.## %","   .00 %"," ##.## %","","   .00 %"
