"date","Alabama","Alaska","Arizona","Arkansas","California","Colorado","Connecticut","Delaware","District of Columbia","Florida","Georgia","Hawaii","Idaho","Illinois","Indiana","Iowa","Kansas","Kentucky","Louisiana","Maine","Maryland","Massachusetts","Michigan","Minnesota","Mississippi","Missouri","Montana","Nebraska","Nevada","New Hampshire","New Jersey","New Mexico","New York","North Carolina","North Dakota","Ohio","Oklahoma","Oregon","Pennsylvania","Puerto Rico","Rhode Island","South Carolina","South Dakota","Tennessee","Texas","Utah","Vermont","Virginia","Washington","West Virginia","Wisconsin","Wuhan Evacuee","Wyoming"
"2020-03-27","-99.63 %","   .00 %"," 62.50 %","-99.03 %","-98.63 %","-98.42 %"," 28.57 %"," ##.## %","   .00 %","-99.13 %","-97.82 %","   .00 %","-97.00 %","-99.54 %","-99.09 %","-99.60 %","-98.63 %","-98.86 %","-96.45 %","   .00 %"," 25.00 %"," 40.00 %","-98.53 %","-99.74 %","-99.34 %","-99.16 %","-96.00 %","-##.## %","   .00 %","   .00 %"," 33.33 %","-99.81 %","-98.37 %","-99.73 %","-98.82 %","-99.37 %","-98.05 %","-94.78 %","-99.68 %","-98.11 %","   .00 %","-98.56 %","-99.01 %","-99.15 %","-99.14 %","   .00 %"," 11.11 %","-99.48 %","-88.86 %","-##.## %","-98.27 %","","   .00 %"
"2020-03-28","-99.88 %"," ##.## %"," 15.38 %","-99.79 %","-99.41 %","-98.90 %"," 22.22 %"," ##.## %"," 33.33 %","-99.70 %","-99.25 %","   .00 %","-99.53 %","-99.61 %","-99.42 %","-99.86 %","-99.70 %","-99.50 %","-97.81 %","   .00 %","   .00 %"," 25.71 %","-98.75 %","-99.85 %","-99.65 %","-99.72 %","-99.83 %","-99.78 %","   .00 %"," ##.## %"," 29.63 %","-99.93 %","-97.88 %","-99.90 %","-99.88 %","-99.58 %","-99.08 %","-98.41 %","-99.65 %","-99.71 %","   .00 %","-99.65 %","-99.88 %","-99.84 %","-99.86 %","   .00 %"," 20.00 %","-99.67 %","-92.82 %","-##.## %","-99.46 %","","   .00 %"
"2020-03-29","-98.23 %","   .00 %"," 13.33 %","-94.87 %","-96.71 %","-96.47 %","  3.03 %"," 20.00 %"," 25.00 %","-97.51 %","-95.67 %","   .00 %","-93.67 %","-98.65 %","-98.39 %","-99.12 %","-96.62 %","-97.70 %","-94.39 %"," ##.## %"," ##.## %","  9.09 %","-97.48 %","-98.99 %","-97.80 %","-98.11 %","-93.75 %","-98.64 %"," 50.00 %","   .00 %"," 15.00 %","-99.38 %","-96.70 %","-99.11 %","-98.15 %","-98.54 %","-94.89 %","-91.22 %","-99.20 %","-97.67 %"," 50.00 %","-96.36 %","-98.00 %","-97.63 %","-97.59 %"," ##.## %","   .00 %","-98.34 %","-81.50 %","-##.## %","-96.50 %","","   .00 %"
"2020-03-30","-99.23 %"," 50.00 %"," 17.65 %","-98.13 %","-98.15 %","-97.33 %","  5.88 %","   .00 %"," 80.00 %","-98.79 %","-97.33 %","   .00 %","-95.24 %","-99.03 %","-98.77 %","-99.26 %","-97.47 %","-98.37 %","-94.71 %","   .00 %"," 50.00 %"," 16.67 %","-97.12 %","-99.37 %","-98.85 %","-98.87 %","-87.50 %","-99.35 %","   .00 %"," 50.00 %"," 22.98 %","-99.66 %","-96.25 %","-99.59 %","-97.87 %","-98.76 %","-96.53 %","-94.05 %","-99.29 %","-96.67 %"," 33.33 %","-98.53 %","-99.15 %","-98.39 %","-98.93 %"," ##.## %","   .00 %","-99.27 %","-86.01 %","-99.01 %","-97.67 %","","   .00 %"
"2020-03-31","-88.27 %","   .00 %"," 20.00 %","-80.95 %","-87.83 %","-86.36 %"," 91.67 %"," 66.67 %","   .00 %","-90.48 %","-86.91 %","   .00 %","-84.31 %","-93.67 %","-92.64 %","-92.22 %","-91.96 %","-94.05 %","-83.77 %"," 66.67 %"," 20.00 %"," 58.93 %","-90.79 %","-93.30 %","-89.64 %","-93.70 %","-64.29 %","-92.11 %"," 73.33 %","   .00 %"," 34.85 %","-94.37 %","-92.02 %","-95.47 %","-78.57 %","-90.98 %","-86.47 %","-76.92 %","-96.23 %","-87.30 %"," ##.## %","-84.29 %","-88.89 %","-85.35 %","-90.29 %"," 25.00 %","  8.33 %","-92.26 %","-67.20 %","-96.30 %","-89.92 %","","   .00 %"
"2020-04-01","-98.68 %","   .00 %"," 20.83 %","-98.63 %","-98.41 %","-96.42 %"," 23.19 %"," 10.00 %","   .00 %","-99.19 %","-97.38 %","   .00 %","-97.33 %","-98.27 %","-98.01 %","-99.16 %","-97.74 %","-98.00 %","-94.37 %","   .00 %"," 72.22 %"," 37.08 %","-94.99 %","-99.08 %","-99.07 %","-98.78 %","-93.88 %","-98.96 %"," 19.23 %","   .00 %"," 32.96 %","-99.34 %","-94.10 %","-99.46 %","-97.83 %","-98.39 %","-96.07 %","-95.61 %","-99.03 %","-97.28 %"," 25.00 %","-98.99 %","-98.77 %","-98.54 %","-99.46 %","   .00 %"," 23.08 %","-98.65 %","-87.55 %","-99.47 %","-97.55 %","","   .00 %"
"2020-04-02","-98.87 %","   .00 %"," 10.34 %","-99.31 %","-98.61 %","-96.35 %"," 31.76 %","  9.09 %"," 33.33 %","-98.99 %","-97.88 %","   .00 %","-98.35 %","-98.30 %","-98.06 %","-99.31 %","-98.69 %","-97.73 %","-94.64 %"," 40.00 %"," 16.13 %"," 26.23 %","-94.38 %","-99.23 %","-99.19 %","-99.17 %","-97.82 %","-99.13 %"," 22.58 %","   .00 %"," 51.27 %","-99.37 %","-92.89 %","-99.48 %","-99.29 %","-98.43 %","-97.19 %","-96.69 %","-98.95 %","-98.45 %"," 20.00 %","-99.16 %","-99.40 %","-98.79 %","-99.56 %"," 40.00 %","  6.25 %","-98.83 %","-88.15 %","-99.52 %","-97.74 %","","   .00 %"
"2020-04-03","-98.64 %","   .00 %"," 28.12 %","-99.30 %","-98.44 %","-95.55 %"," 16.96 %"," 16.67 %"," 25.00 %","-98.94 %","-97.60 %"," ##.## %","-98.31 %","-97.79 %","-97.42 %","-99.29 %","-97.93 %","-97.44 %","-93.58 %"," 28.57 %"," 19.44 %"," 24.68 %","-93.49 %","-99.04 %","-99.09 %","-99.04 %","-97.93 %","-98.92 %"," 13.16 %"," 66.67 %"," 20.30 %","-98.93 %","-91.20 %","-99.31 %","-99.26 %","-98.21 %","-96.76 %","-96.49 %","-98.80 %","-98.05 %"," 16.67 %","-99.07 %","-99.38 %","-98.60 %","-99.43 %","   .00 %","   .00 %","-98.67 %","-87.11 %","-99.50 %","-96.81 %","","   .00 %"
"2020-04-04","-98.93 %"," 66.67 %"," 26.83 %","-99.52 %","-98.63 %","-97.20 %"," 25.95 %","   .00 %"," 40.00 %","-99.02 %","-98.01 %","   .00 %","-99.15 %","-98.41 %","-98.30 %","-99.56 %","-98.99 %","-98.19 %","-94.00 %"," 11.11 %"," 25.58 %"," 12.50 %","-95.18 %","-99.47 %","-99.17 %","-99.28 %","-99.27 %","-99.56 %","  6.98 %"," 40.00 %"," 30.96 %","-99.49 %","-89.97 %","-99.42 %","-99.74 %","-98.64 %","-97.97 %","-98.10 %","-98.91 %","-98.58 %"," 21.43 %","-99.16 %","-99.84 %","-99.08 %","-99.52 %"," 14.29 %"," 17.65 %","-98.82 %","-89.06 %","-99.79 %","-98.76 %","","   .00 %"
"2020-04-05","-98.70 %"," 20.00 %"," 23.08 %","-99.33 %","-98.14 %","-95.02 %"," 14.55 %","   .00 %","  4.76 %","-98.78 %","-97.71 %"," 33.33 %","-98.85 %","-97.74 %","-97.62 %","-99.19 %","-98.37 %","-97.49 %","-92.41 %","   .00 %"," 24.07 %","  6.94 %","-93.10 %","-99.13 %","-98.83 %","-98.77 %","-99.02 %","-99.14 %","   .00 %"," 28.57 %","  8.39 %","-99.14 %","-87.89 %","-99.25 %","-99.65 %","-98.02 %","-97.21 %","-96.73 %","-98.47 %","-98.06 %"," 47.06 %","-98.97 %","-99.76 %","-98.77 %","-99.35 %","   .00 %"," 10.00 %","-98.68 %","-87.34 %","-99.55 %","-97.66 %","","   .00 %"
"2020-04-06","-96.20 %","   .00 %","  1.56 %","-95.59 %","-95.11 %","-91.47 %","  8.99 %","  7.14 %","  9.09 %","-95.35 %","-92.79 %"," 25.00 %","-91.80 %","-95.90 %","-94.94 %","-96.87 %","-91.99 %","-93.29 %","-85.21 %","   .00 %"," 35.82 %"," 12.55 %","-88.59 %","-98.11 %","-96.24 %","-95.87 %","-84.62 %","-97.12 %","   .00 %","   .00 %","  9.38 %","-97.92 %","-85.55 %","-97.32 %","-96.77 %","-95.55 %","-88.72 %","-89.69 %","-97.45 %","-88.33 %","  8.00 %","-95.88 %","-96.61 %","-92.33 %","-96.35 %"," 62.50 %","  4.55 %","-96.75 %","-73.78 %","-96.00 %","-90.78 %","","   .00 %"
"2020-04-07"," ##.## %","   .00 %"," 12.31 %"," 50.00 %"," 81.51 %"," ##.## %"," 34.47 %","  6.67 %"," -8.33 %"," 72.56 %"," ##.## %","   .00 %"," 44.44 %"," 88.96 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," 87.74 %"," 20.00 %"," 13.19 %"," 36.92 %"," ##.## %"," 88.89 %"," ##.## %"," ##.## %","   .00 %"," ##.## %"," 56.52 %","   .00 %"," 22.83 %"," ##.## %"," ##.## %"," ##.## %"," 33.33 %"," ##.## %"," 97.06 %"," 38.10 %"," ##.## %"," 91.67 %"," 11.11 %"," 64.52 %"," ##.## %"," ##.## %"," ##.## %","   .00 %","   .00 %"," 60.98 %"," 47.60 %"," ##.## %"," ##.## %","","   .00 %"
"2020-04-08","   .00 %"," 16.67 %","  9.59 %","   .00 %"," ##.## %"," ##.## %"," 17.69 %"," 18.75 %"," 22.73 %"," ##.## %"," ##.## %","   .00 %","   .00 %"," ##.## %"," ##.## %","   .00 %"," ##.## %"," ##.## %"," ##.## %"," 16.67 %"," 20.39 %"," 21.63 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","   .00 %","   .00 %","   .00 %"," 44.44 %"," 22.08 %","   .00 %"," ##.## %","   .00 %","   .00 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," 16.67 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","   .00 %","   .00 %"," ##.## %"," ##.## %","   .00 %"," ##.## %","","   .00 %"
"2020-04-09","-95.13 %","   .00 %"," 11.25 %","-94.67 %","-93.47 %","-89.22 %"," 16.56 %"," 21.05 %"," 18.52 %","-93.74 %","-88.99 %"," 20.00 %","-87.50 %","-93.90 %","-91.50 %","-96.49 %","-87.27 %","-89.44 %","-81.10 %"," 14.29 %"," 11.29 %"," 16.17 %","-83.19 %","-96.89 %","-94.81 %","-92.22 %","-86.96 %","-95.57 %"," 12.50 %"," 61.54 %"," 13.63 %","-97.34 %","-78.32 %","-95.75 %","-94.95 %","-93.54 %","-83.47 %","-84.40 %","-95.15 %","-82.72 %"," 22.86 %","-95.16 %","-95.08 %","-89.98 %","-95.62 %","   .00 %","   .00 %","-94.73 %","-69.50 %","-95.15 %","-87.36 %","","   .00 %"
"2020-04-10","-91.07 %","   .00 %","  8.99 %","-91.25 %","-89.96 %","-86.46 %"," 17.89 %"," 39.13 %"," 18.75 %","-88.28 %","-84.85 %","   .00 %","-73.33 %","-91.23 %","-88.40 %","-95.55 %","-83.97 %","-83.52 %","-76.14 %","  6.25 %"," 23.91 %"," 19.09 %","-79.19 %","-96.04 %","-91.93 %","-89.97 %","-71.43 %","-94.23 %"," 11.11 %","   .00 %"," 13.05 %","-96.49 %","-74.87 %","-93.79 %","-92.31 %","-91.67 %","-76.53 %","-77.66 %","-93.63 %","-74.17 %","   .00 %","-89.61 %","-93.10 %","-82.72 %","-89.73 %"," 30.77 %","  4.35 %","-92.78 %","-62.85 %","-94.57 %","-83.29 %","","   .00 %"
"2020-04-11","-95.39 %"," 14.29 %"," 11.34 %","-96.23 %","-94.94 %","-86.86 %"," 10.27 %","  3.12 %"," 23.68 %","-95.69 %","-91.42 %"," 33.33 %","-91.80 %","-91.61 %","-89.71 %","-96.70 %","-87.09 %","-89.58 %","-82.80 %"," 11.76 %"," 20.47 %"," 14.52 %","-79.14 %","-96.44 %","-95.80 %","-91.97 %","-93.26 %","-95.48 %"," 13.33 %","  4.76 %"," 12.99 %","-97.43 %","-73.75 %","-96.43 %","-94.70 %","-93.75 %","-86.85 %","-88.41 %","-93.33 %","-88.77 %"," 30.23 %","-96.75 %","-96.23 %","-93.16 %","-97.67 %","  5.88 %","  4.17 %","-94.66 %","-73.24 %","-97.08 %","-87.17 %","","   .00 %"
"2020-04-12","   .00 %","   .00 %","  6.48 %","   .00 %"," ##.## %","   .00 %"," 12.15 %","  6.06 %","  6.38 %"," ##.## %"," ##.## %"," 12.50 %","   .00 %","   .00 %","   .00 %","   .00 %"," ##.## %","   .00 %","   .00 %","   .00 %"," 14.56 %"," 10.20 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  9.80 %","  4.55 %","  7.65 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","-96.65 %"," 12.50 %","   .00 %"," ##.## %","   .00 %","   .00 %","   .00 %","  8.00 %","   .00 %"," ##.## %","   .00 %","   .00 %","","   .00 %"
"2020-04-13","   .00 %","   .00 %","  6.09 %","   .00 %"," ##.## %"," ##.## %","  8.66 %"," 17.14 %","  4.00 %"," ##.## %"," ##.## %","   .00 %","   .00 %"," ##.## %"," ##.## %","   .00 %"," ##.## %"," ##.## %"," ##.## %","   .00 %"," 11.02 %"," 11.64 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","   .00 %","   .00 %","  1.79 %","   .00 %","  3.96 %","   .00 %"," ##.## %","   .00 %","   .00 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","   .00 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","-27.78 %","  3.70 %"," ##.## %"," ##.## %","   .00 %"," ##.## %","","   .00 %"
