"date","Himachal Pradesh/Bilaspur","Himachal Pradesh/Chamba","Himachal Pradesh/Hamirpur","Himachal Pradesh/Kangra","Himachal Pradesh/Kinnaur","Himachal Pradesh/Kullu","Himachal Pradesh/Lahaul and Spiti","Himachal Pradesh/Mandi","Himachal Pradesh/Shimla","Himachal Pradesh/Sirmaur","Himachal Pradesh/Solan","Himachal Pradesh/Una"
"2020-05-23","","","   .00 %"," 14.63 %","","",""," 66.67 %"," ##.## %",""," 35.71 %","  5.56 %"
"2020-05-24"," 14.29 %","  7.69 %","  3.45 %","  4.26 %","","",""," 10.00 %","","","  5.26 %"," 52.63 %"
"2020-05-25"," 37.50 %"," 28.57 %","  1.67 %"," 16.33 %","","","",""," ##.## %","","",""
"2020-05-26",""," 11.11 %"," 24.59 %","  5.26 %","","","",""," 50.00 %","","","  3.45 %"
"2020-05-27"," 63.64 %",""," 19.74 %","  5.00 %","","","","   .00 %","   .00 %","","","  3.33 %"
"2020-05-28","   .00 %","","   .00 %","  6.35 %","","","","  9.09 %","",""," 15.00 %",""
"2020-05-29","","","  8.79 %","  7.46 %","","","","","","","","  3.23 %"
"2020-05-30","","","  6.06 %","  6.94 %","","   .00 %","","   .00 %","",""," 13.04 %"," 12.50 %"
"2020-05-31","","","  3.81 %"," 10.39 %",""," ##.## %","","","",""," 15.38 %","  2.78 %"
"2020-06-01",""," 20.00 %","   .92 %","","","","","  8.33 %","","","  6.67 %","  2.70 %"
"2020-06-02","   .00 %","","   .00 %","  3.53 %","","",""," 15.38 %","","   .00 %","","   .00 %"
"2020-06-03","  5.56 %","  4.17 %","  1.82 %","  4.55 %","   .00 %","",""," 13.33 %"," 11.11 %","","","  2.63 %"
"2020-06-04","  5.26 %"," 12.00 %","  3.57 %","  4.35 %",""," 50.00 %",""," 17.65 %"," 10.00 %"," ##.## %","   .00 %","   .00 %"
"2020-06-05","  5.00 %","  3.57 %","  1.72 %","  3.12 %",""," 33.33 %","","   .00 %","  9.09 %","","","  2.56 %"
"2020-06-06","","  3.45 %","   .85 %","  4.04 %","","","","","","","","  2.50 %"
"2020-06-07","  4.76 %","  6.67 %","  1.68 %","  3.88 %","","","","  5.00 %","  8.33 %","","   .00 %","   .00 %"
"2020-06-08","","","   .00 %","","","","","",""," 10.00 %","  6.25 %"," 17.07 %"
"2020-06-09","","","   .83 %","  5.61 %","","","","  4.76 %",""," 72.73 %","",""
"2020-06-10","  9.09 %","   .00 %","","  2.65 %","","   .00 %","","   .00 %","  7.69 %"," 10.53 %","  2.94 %"," 10.42 %"
"2020-06-11","   .00 %","  6.25 %","  1.64 %","  6.90 %","","","","   .00 %","  7.14 %","  4.76 %","  5.71 %","  5.66 %"
"2020-06-12","   .00 %","  2.94 %","  4.03 %","  1.61 %","","","","   .00 %",""," 13.64 %","  2.70 %","  7.14 %"
"2020-06-13","   .00 %","   .00 %","   .00 %","  7.94 %","","","","   .00 %"," 26.67 %","  4.00 %","  2.63 %","   .00 %"
"2020-06-14"," 20.83 %","  2.86 %","   .00 %","  2.94 %","","","","   .00 %"," 10.53 %","","  2.56 %","  5.00 %"
"2020-06-15","","  8.33 %","  2.33 %","  2.14 %","","   .00 %","","","  4.76 %",""," 47.50 %"," 14.29 %"
"2020-06-16","   .00 %","","","  1.40 %"," 50.00 %","","","  4.55 %","","","   .00 %","   .00 %"
"2020-06-17","","  7.69 %","  5.30 %","  5.52 %","","","","   .00 %","","  3.85 %","  3.39 %","  5.56 %"
"2020-06-18","   .00 %","  2.38 %","","  1.96 %","","","",""," 18.18 %","","  3.28 %","   .00 %"
"2020-06-19","  6.90 %","   .00 %"," 10.07 %","  5.13 %","","","","","","   .00 %"," 12.70 %","   .00 %"
"2020-06-20","  3.23 %","","  7.19 %","  2.44 %",""," 25.00 %","",""," 15.38 %","  7.41 %","  4.23 %","  3.95 %"
"2020-06-21","","  2.33 %","   .00 %","  6.55 %","","","","","","  6.90 %","  4.05 %","   .00 %"
"2020-06-22"," 15.62 %","","  9.76 %","  5.59 %","","","","  4.35 %"," 10.00 %","  6.45 %","  5.19 %"," 16.46 %"
"2020-06-23","","  4.55 %"," 12.78 %","  8.99 %","   .00 %","   .00 %","","","  9.09 %","","","  3.26 %"
"2020-06-24","  2.70 %","  8.70 %","  7.88 %","  1.46 %","","","","   .00 %","  2.78 %","","  3.70 %","  3.16 %"
"2020-06-25","   .00 %","   .00 %","  1.83 %","  8.13 %"," 33.33 %","","","","  5.41 %","  6.06 %","  8.33 %","   .00 %"
"2020-06-26","","  2.00 %","  1.35 %","  7.08 %","","","","  4.17 %","   .00 %","  2.86 %","  1.10 %","  2.04 %"
"2020-06-27"," 13.16 %","   .00 %","  4.42 %","  2.89 %"," 75.00 %","","","  8.00 %","","","  3.26 %",""
"2020-06-28","  2.33 %","   .00 %","","  4.42 %"," 14.29 %","","","  3.70 %","  2.56 %","  2.78 %","  3.16 %","  3.00 %"
"2020-06-29","","  1.96 %","  2.12 %","  2.31 %","","   .00 %","   .00 %","  7.14 %","","   .00 %"," 10.20 %","   .00 %"
"2020-06-30","","   .00 %","   .83 %","  1.50 %","","","","","   .00 %","","   .93 %","  3.88 %"
"2020-07-01","  4.55 %","   .00 %","  2.06 %","  2.22 %"," 62.50 %",""," 50.00 %","  6.67 %","  2.50 %","  2.70 %","   .92 %","  1.87 %"
"2020-07-02","  2.17 %","","  1.21 %","   .72 %"," ##.## %",""," 33.33 %","  3.12 %"," 14.63 %","  2.63 %","   .00 %","  2.75 %"
"2020-07-03","","  3.85 %","  1.20 %","   .72 %"," 13.33 %","","","  3.03 %","   .00 %","   .00 %","   .91 %","  5.36 %"
"2020-07-04","   .00 %","","  3.54 %","   .36 %","","","","   .00 %","   .00 %","   .00 %","  2.70 %","   .00 %"
"2020-07-05","   .00 %","","   .00 %","  1.78 %",""," 40.00 %","","  2.94 %","","","  1.75 %","  5.93 %"
"2020-07-06","  2.13 %","  7.41 %","   .76 %","   .70 %","","","","  2.86 %","","","  2.59 %","   .80 %"
"2020-07-07","","","   .00 %","   .35 %","","","","   .00 %","  4.26 %","","   .84 %","  1.59 %"
"2020-07-08","   .00 %","","   .38 %","  2.42 %","   .00 %","","","  2.78 %","","  2.56 %","  5.00 %","  1.56 %"
"2020-07-09","","","   .00 %","   .00 %","","","","  2.70 %","  6.12 %",""," 26.19 %","  1.54 %"
"2020-07-10","  6.25 %","  1.72 %","  1.13 %","   .68 %","  2.94 %"," 14.29 %","   .00 %","   .00 %","  5.77 %",""," 10.06 %","   .76 %"
"2020-07-11","   .00 %","   .00 %","   .37 %","  1.01 %","","","   .00 %","   .00 %","   .00 %","  2.50 %","  1.14 %","  3.01 %"
"2020-07-12","  1.96 %","  3.39 %","","  1.99 %","","","","  2.63 %","  7.27 %","  9.76 %","  5.65 %","  2.19 %"
"2020-07-13","","","  1.48 %","   .98 %","","","","  2.56 %","  1.69 %",""," 11.23 %","   .00 %"
"2020-07-14",""," 11.48 %","","   .65 %","  2.86 %","","","","  3.33 %",""," 24.52 %","  2.14 %"
"2020-07-15"," 21.15 %","  4.41 %","   .00 %","   .00 %",""," 75.00 %","","","","  2.22 %","  3.47 %","  1.40 %"
"2020-07-16","","","   .73 %","  1.60 %","","   .00 %","   .00 %"," 10.00 %","  1.61 %","  2.17 %","  6.72 %","  3.45 %"
"2020-07-17","   .00 %","  9.86 %","   .00 %","   .95 %","  8.33 %"," 35.71 %","","  4.55 %","  9.52 %"," 21.28 %","  1.40 %",""
"2020-07-18","   .00 %","   .00 %","   .36 %","  2.19 %","","  5.26 %","","  2.17 %","  2.90 %","  8.77 %","  5.52 %","  4.67 %"
"2020-07-19","","","   .72 %","  1.53 %","","","","  2.13 %",""," 41.94 %","  8.50 %","  2.55 %"
"2020-07-20","  4.76 %","  2.56 %","   .72 %","  3.61 %","   .00 %","  5.00 %","","  4.17 %"," 32.39 %"," 23.86 %"," 12.65 %","  1.24 %"
"2020-07-21","","","   .71 %","  2.03 %","","  4.76 %","","   .00 %","  3.19 %"," 11.93 %","  1.87 %",""
"2020-07-22","","  5.00 %","   .35 %","  1.71 %","","","","  6.00 %"," 23.71 %","  5.74 %","  2.62 %","  4.29 %"
"2020-07-23","  1.52 %","  2.38 %","   .70 %","  3.08 %","   .00 %","",""," 13.21 %","   .83 %"," 32.56 %"," 11.00 %",""
"2020-07-24","  1.49 %","   .00 %","  1.05 %","  4.08 %","  5.13 %","  9.09 %",""," 43.33 %","  2.48 %"," 16.96 %","  8.76 %","   .59 %"
"2020-07-25","","  8.14 %","   .69 %","  1.04 %","","   .00 %",""," 17.44 %","   .81 %"," 12.50 %","  7.42 %","  3.51 %"
"2020-07-26","  7.35 %","","  2.06 %","  5.43 %","","","","  9.90 %"," 14.40 %","  7.11 %","  8.09 %","  5.65 %"
"2020-07-27"," 15.07 %","  3.23 %","   .34 %","  3.92 %","","   .00 %","","  9.01 %","  3.50 %"," 12.86 %","  2.74 %","  1.07 %"
"2020-07-28","  3.57 %","  7.29 %","   .67 %","   .94 %","   .00 %","   .00 %","","  4.13 %","  2.03 %","  9.93 %","   .71 %","  2.65 %"
"2020-07-29","   .00 %","","   .67 %","  3.04 %","  7.32 %"," 37.50 %","","  5.56 %","  5.30 %","  1.67 %","  4.59 %",""
"2020-07-30","  1.15 %","","","  2.04 %","  2.27 %","  6.06 %",""," 18.05 %","  3.77 %","  7.24 %","  5.90 %","  1.55 %"
"2020-07-31","   .00 %","  1.94 %","   .66 %","  1.78 %","","","","  5.10 %","   .00 %","   .92 %","  4.14 %","  4.57 %"
"2020-08-01"," 12.50 %","  3.81 %","   .33 %","  1.75 %","","  5.71 %","","  4.24 %","  1.82 %","  4.56 %","  1.38 %","  4.85 %"
"2020-08-02","  2.02 %","  3.67 %","  1.97 %","  1.72 %","","","","  6.40 %","  5.95 %","   .29 %","  4.07 %","   .00 %"
"2020-08-03","  8.91 %","  3.54 %","   .64 %","  1.27 %","","",""," 16.39 %","  1.12 %","  1.16 %","  4.64 %"," 12.04 %"
"2020-08-04"," 15.45 %","  1.71 %","   .96 %","  2.08 %","","  5.41 %","","  3.29 %","  1.11 %","  1.43 %","  1.66 %","   .41 %"
"2020-08-05",""," 14.29 %","","   .82 %","","","","   .00 %","  1.10 %","   .00 %","  1.09 %","  2.47 %"
"2020-08-06","  5.51 %","   .74 %","  6.65 %","   .81 %","  2.22 %"," ##.## %","","  3.18 %","  2.17 %","  2.54 %","  2.16 %","  5.62 %"
"2020-08-07","  2.99 %","  9.49 %","","  2.41 %","   .00 %","  6.98 %","","   .44 %","  4.26 %","  4.13 %","  4.75 %","  3.04 %"
"2020-08-08",""," 28.67 %","  2.37 %","  1.57 %","","  4.35 %","","  3.51 %","   .51 %","  6.35 %","  2.14 %","   .37 %"
"2020-08-09","  6.52 %"," 11.92 %","  3.77 %","  1.74 %","   .00 %","  5.21 %","","  5.93 %","  3.55 %","  2.74 %","  1.36 %","  1.84 %"
"2020-08-10","   .68 %","","  2.51 %","   .76 %","  4.35 %","  1.98 %","","  8.00 %","  1.47 %","  4.84 %","  3.77 %","   .00 %"
"2020-08-11","   .00 %","  6.48 %","   .27 %","  1.13 %","   .00 %","   .97 %","","   .37 %","   .00 %","  1.85 %","   .35 %","   .00 %"
"2020-08-12",""," 10.43 %","","  2.42 %",""," 16.35 %","","   .74 %","","  4.54 %","  5.49 %","  5.78 %"
"2020-08-13","  4.73 %","  5.12 %","  5.16 %","   .36 %"," 20.83 %"," 57.02 %","","  5.13 %","  4.35 %","  1.95 %","  1.11 %","  6.14 %"
"2020-08-14","  3.23 %","  4.49 %","  1.29 %","  1.45 %","  1.72 %","  5.26 %"," 50.00 %","  1.05 %","   .46 %","  1.70 %","   .11 %","   .64 %"
"2020-08-15","  7.50 %","  1.43 %","  3.32 %","  2.32 %","","  4.00 %","","  4.83 %","  5.99 %","  1.67 %","  2.74 %","  2.88 %"
"2020-08-16","  5.23 %","  3.18 %","  1.73 %","  6.81 %","","  9.13 %","","  4.28 %","   .43 %","  5.35 %","  3.83 %","  1.24 %"
"2020-08-17","   .55 %","  1.03 %","   .00 %","   .33 %","","","","   .00 %","   .87 %","   .39 %","   .62 %","   .61 %"
"2020-08-18","   .00 %","   .68 %","   .49 %","   .65 %","","  4.85 %","","  4.42 %","  6.44 %","   .19 %","   .10 %","  3.35 %"
"2020-08-19"," 15.38 %","  4.04 %","   .97 %","  2.59 %"," 16.95 %","  2.10 %","","  6.34 %","  2.02 %","  4.08 %","  5.19 %","   .88 %"
"2020-08-20","","   .97 %","  1.67 %","   .47 %","","   .41 %","","  5.40 %","","  4.48 %","  6.20 %","  1.75 %"
"2020-08-21","  4.76 %"," 10.26 %","  1.88 %","  2.04 %","","   .41 %","","  2.16 %","  2.77 %","  4.11 %","  7.29 %","  2.30 %"
"2020-08-22"," 19.55 %","   .58 %","  6.00 %","  2.62 %","  5.80 %","  3.27 %"," 16.67 %","  1.32 %","  2.31 %","   .17 %","  4.50 %","   .28 %"
"2020-08-23","   .00 %","  2.02 %","   .87 %","  2.55 %","","   .40 %","","   .52 %","   .75 %","  5.82 %","  2.20 %","  3.36 %"
"2020-08-24","  2.28 %","  2.27 %","   .65 %","  2.19 %","  4.11 %","   .39 %","   .00 %","  1.04 %","   .75 %","  4.85 %","  1.27 %","  3.25 %"
"2020-08-25","   .00 %","   .00 %","   .00 %","  2.29 %","","  1.18 %","","   .26 %","   .74 %","  1.54 %","   .79 %","  2.89 %"
"2020-08-26","  5.95 %","  3.60 %","","  1.54 %","  1.32 %","  4.65 %","","   .00 %","  5.51 %","  8.81 %","  2.26 %","  3.06 %"
"2020-08-27","  2.81 %","  2.67 %","  4.94 %","  3.44 %","  2.60 %","   .00 %"," 14.29 %","   .77 %","  3.14 %","  5.17 %","  3.89 %","  2.72 %"
"2020-08-28","  1.02 %","  4.17 %","   .41 %","  3.99 %","  2.53 %","   .37 %","","   .25 %","  4.05 %","  4.65 %","  1.39 %","  3.61 %"
"2020-08-29","  1.35 %","   .75 %","  2.44 %","  1.79 %","","   .00 %","","   .51 %","  3.90 %","  6.47 %","  1.95 %","  4.42 %"
"2020-08-30","  1.00 %","  2.98 %","  5.77 %","  5.66 %","","   .74 %","","   .25 %","  3.12 %","  4.41 %","  1.14 %","  2.00 %"
"2020-08-31","  6.60 %","  3.86 %","  6.20 %","  2.14 %","   .00 %","  3.66 %","   .00 %","   .50 %","  2.42 %","  1.14 %","  1.82 %","  6.11 %"
"2020-09-01"," 10.84 %","   .23 %","  1.42 %","  2.91 %","   .00 %","   .00 %","","   .00 %","  4.14 %","  3.84 %","   .34 %","  3.50 %"
"2020-09-02","   .84 %","  2.08 %","  4.01 %","  4.64 %"," 18.52 %","   .71 %","","   .50 %","  3.69 %","   .76 %","  2.47 %","  1.99 %"
"2020-09-03","  3.60 %","   .23 %","  2.18 %","  4.33 %","  6.25 %","   .70 %","","   .25 %","  3.01 %","  5.61 %","  2.75 %","  3.70 %"
"2020-09-04","  1.87 %","  7.47 %","  1.15 %","  3.84 %","","  1.05 %","","  7.94 %","  2.13 %","  3.37 %","  2.28 %","  3.76 %"
"2020-09-05","","  1.89 %","  3.57 %","  2.80 %","   .98 %","   .34 %","","  2.76 %","  1.30 %","  1.09 %","  4.53 %","  5.07 %"
"2020-09-06","  8.14 %"," 10.74 %","  3.13 %","  5.83 %",""," 23.37 %","","  8.95 %","  7.97 %","  2.15 %","  3.48 %","  2.76 %"
"2020-09-07","  1.70 %","   .93 %","","  4.68 %","",""," ##.## %"," 11.29 %","  4.05 %","   .57 %","  3.89 %","  4.53 %"
"2020-09-08","  1.43 %","  1.85 %","  3.04 %","  4.74 %","","  1.39 %","","  2.21 %","  5.72 %","  1.71 %","   .45 %","  2.09 %"
"2020-09-09","  3.53 %","  8.71 %","  4.13 %","  3.02 %","   .97 %","  1.92 %","   .00 %","   .72 %","  4.11 %","  3.74 %","  3.90 %","  7.70 %"
"2020-09-10","  2.05 %","   .50 %","   .00 %","  4.63 %"," 11.54 %","  1.08 %",""," 11.83 %","  7.28 %","  1.17 %","  5.38 %","  3.07 %"
"2020-09-11","  2.67 %","  2.66 %","  2.83 %","  4.43 %","   .00 %","  1.60 %","","  7.69 %","  4.65 %","  2.14 %","  3.77 %","  5.38 %"
"2020-09-12","  7.59 %","  1.46 %","   .83 %","  6.47 %","  4.31 %","   .52 %","   .00 %"," 13.54 %","  7.96 %","  4.19 %","  3.03 %","  7.80 %"
"2020-09-13","  3.83 %","   .80 %","","  3.28 %","","   .00 %","","  5.90 %","  3.60 %","  4.52 %","  4.68 %","  4.74 %"
"2020-09-14","  2.33 %","  1.11 %","   .55 %","  3.72 %","   .00 %","  1.31 %"," 52.63 %"," 12.50 %","  4.64 %","   .80 %","  4.89 %","  3.57 %"
"2020-09-15","  3.04 %","   .78 %","  1.09 %","  2.09 %","   .00 %","  1.80 %",""," 13.31 %","  6.96 %","  4.77 %","  3.69 %","  4.02 %"
"2020-09-16","  2.39 %","  1.86 %","   .54 %","  5.88 %"," 11.57 %","  2.03 %"," ##.## %","  5.63 %","  7.54 %","  1.06 %","  4.96 %","  3.43 %"
"2020-09-17","  2.16 %","  1.07 %","   .40 %","  4.59 %","   .00 %","  3.23 %"," 20.00 %","  6.43 %","  4.13 %","  6.16 %","  1.98 %","  4.06 %"
"2020-09-18","  5.28 %","  2.11 %","  1.20 %","  1.38 %","  2.22 %","  4.09 %","  6.67 %","  6.04 %","  9.11 %","  4.74 %","  1.62 %","  8.42 %"
"2020-09-19","  5.02 %","  2.07 %","  2.11 %","  2.96 %","   .72 %","  2.31 %","   .00 %","  1.95 %","  4.00 %","  1.96 %","  2.26 %","  1.80 %"
"2020-09-20","   .00 %","  1.30 %","   .13 %","   .83 %","   .00 %","  4.29 %"," 13.54 %","  6.39 %","  3.03 %","   .99 %","   .46 %","  2.88 %"
"2020-09-21","  4.62 %","  3.86 %","  5.02 %","  3.12 %"," 17.27 %","  1.30 %"," 11.01 %","  2.10 %","  2.82 %","  1.38 %","   .91 %","  1.54 %"
"2020-09-22","  2.13 %","  2.34 %","  1.23 %","  1.01 %","  1.84 %","  5.34 %","   .83 %","  4.85 %","  5.27 %","  5.11 %","  1.43 %","   .98 %"
"2020-09-23","  2.53 %","  3.36 %","  1.33 %","  2.95 %","   .60 %","  6.90 %","  4.92 %","  2.10 %","  2.82 %","  1.05 %","  1.04 %","  2.47 %"
"2020-09-24","  5.23 %","  1.43 %","   .60 %","  1.07 %","  2.99 %","  3.42 %","  2.34 %","  4.46 %","  8.73 %","  1.64 %","  1.98 %","   .52 %"
"2020-09-25","  2.21 %","   .90 %","  1.78 %","  2.88 %","  5.23 %","  1.65 %","  1.53 %","  2.24 %","  3.36 %","  2.88 %","   .94 %","  2.91 %"
"2020-09-26","  3.24 %","  1.40 %","   .70 %","  2.70 %","  1.10 %","  2.35 %","  3.01 %","  2.70 %","  4.43 %","   .76 %","  2.74 %","  1.75 %"
"2020-09-27","   .26 %","  1.13 %","  1.97 %","  1.34 %","  1.09 %","  1.06 %","   .00 %","  2.19 %","  1.90 %","  1.50 %","  1.21 %","  1.06 %"
"2020-09-28","  1.96 %","   .87 %","  3.18 %","  3.31 %","  2.70 %","  2.79 %"," 10.22 %","  1.47 %","  3.48 %","  1.59 %","   .38 %","   .57 %"
"2020-09-29","  2.43 %","  1.84 %","   .33 %","  2.33 %","   .00 %","  2.38 %","  1.99 %","   .91 %","  5.33 %","  1.29 %","  2.01 %","  1.85 %"
"2020-09-30","  2.50 %","  2.05 %","   .44 %","  1.61 %","   .53 %","  7.13 %","  1.95 %","  2.63 %","  1.25 %","   .55 %","  1.00 %","   .39 %"
"2020-10-01","  2.20 %","   .59 %","   .66 %","  1.63 %","  2.62 %","  3.72 %","  5.73 %","  1.92 %","  1.69 %","  1.16 %","   .96 %","  2.68 %"
"2020-10-02","  2.03 %","  2.23 %","  1.63 %","  1.95 %","   .00 %","  2.24 %","  4.82 %","  1.60 %","  1.89 %","   .82 %","   .98 %","  1.38 %"
"2020-10-03","  1.52 %","  1.49 %","  1.39 %","  1.74 %","   .00 %","  2.92 %","   .57 %","  2.82 %","  3.27 %","   .59 %","   .75 %","   .91 %"
"2020-10-04","  2.42 %","  1.02 %","   .63 %","   .38 %","   .00 %","  1.99 %","   .00 %","  1.20 %","   .65 %","   .38 %","  1.52 %","   .90 %"
"2020-10-05","  1.80 %","  2.58 %","  2.09 %","  1.54 %","   .51 %","   .14 %","   .00 %","   .76 %","  2.57 %","  1.07 %","   .10 %","   .82 %"
"2020-10-06","  1.66 %","   .44 %","   .21 %","   .82 %","  2.03 %","  7.50 %","   .57 %","   .97 %","  3.41 %","  1.43 %","  1.24 %","  1.25 %"
"2020-10-07","  2.61 %","  1.41 %","   .61 %","  1.91 %","  2.49 %","  2.20 %","   .00 %","  3.51 %","  2.09 %","   .42 %","  1.72 %","   .73 %"
"2020-10-08","  1.91 %","  1.18 %","   .81 %","   .68 %","   .49 %","  1.52 %","  2.27 %","  2.77 %","  2.44 %","  1.30 %","   .65 %","   .36 %"
"2020-10-09","  2.29 %","   .85 %","   .30 %","  1.35 %","   .00 %","  3.99 %","  2.22 %","  1.40 %","  2.51 %","   .51 %","   .37 %","   .50 %"
"2020-10-10","  1.63 %","  1.68 %","  1.01 %","  1.21 %","   .00 %","  2.99 %"," 18.48 %","  2.71 %","  2.83 %","   .46 %","   .52 %","   .64 %"
"2020-10-11","   .90 %","   .31 %","  1.29 %","  1.70 %","   .00 %","  1.16 %","   .00 %","   .62 %","  1.16 %","   .96 %","   .79 %","   .57 %"
"2020-10-12","   .99 %","  1.03 %","   .69 %","   .68 %","  1.93 %","  2.76 %","  4.59 %","   .81 %","  2.17 %","   .75 %","   .36 %","   .50 %"
"2020-10-13","  1.77 %","   .61 %","   .88 %","   .87 %","   .47 %","   .89 %","  7.89 %","  1.42 %","  2.25 %","  1.00 %","   .21 %","   .42 %"
"2020-10-14","  1.45 %","   .91 %","  1.06 %","   .60 %","   .00 %","  3.77 %","  2.03 %","  1.59 %","  3.12 %","  1.33 %","  1.11 %","   .28 %"
"2020-10-15","  2.38 %","  1.21 %","  1.82 %","   .97 %","   .00 %","  2.35 %","  7.17 %","  2.80 %","  3.42 %","   .78 %","   .65 %","   .91 %"
"2020-10-16","  2.23 %","  1.39 %","   .75 %","   .66 %"," 11.32 %","  2.71 %","   .37 %","  1.92 %","  2.28 %","   .44 %","   .21 %","   .21 %"
"2020-10-17","  1.27 %","   .49 %","   .37 %","   .88 %","   .42 %","  2.03 %","  5.93 %","  3.68 %","  2.60 %","   .77 %","   .85 %","   .90 %"
"2020-10-18","  1.08 %","   .78 %","  1.58 %","   .83 %","   .00 %","  1.39 %","   .00 %","  1.69 %","  1.55 %","   .33 %","   .20 %","   .82 %"
"2020-10-19","   .89 %","  2.03 %","","   .40 %","   .84 %","  2.55 %","  2.45 %","  1.50 %","   .15 %","  1.14 %","   .12 %","   .54 %"
"2020-10-20","   .97 %","   .57 %","   .37 %","   .47 %","   .84 %","  4.12 %","   .34 %","  1.02 %","  3.20 %","  1.65 %","   .46 %","   .20 %"
"2020-10-21","  1.13 %","   .85 %","   .91 %","   .64 %","  9.13 %","  4.05 %","   .68 %","  2.76 %","  1.57 %","   .88 %","   .72 %","   .13 %"
"2020-10-22","  1.55 %","  1.21 %","  1.63 %","   .28 %","   .38 %","  3.36 %","  2.70 %","  1.50 %","  2.13 %","   .60 %","   .46 %","   .54 %"
"2020-10-23","   .17 %","   .65 %","  1.87 %","   .49 %","  3.03 %","  2.91 %","   .33 %","  1.40 %","  1.99 %","   .78 %","   .31 %","   .20 %"
"2020-10-24","   .42 %","   .28 %","   .70 %","   .32 %","   .00 %","  2.66 %","  2.30 %","  2.22 %","  1.02 %","   .32 %","   .46 %","   .40 %"
"2020-10-25","   .67 %","   .46 %","   .69 %","   .53 %","   .37 %","  2.83 %","","  1.16 %","  1.10 %","   .41 %","   .48 %","   .27 %"
"2020-10-26","  1.26 %","   .73 %","  1.89 %","   .87 %","  5.13 %","  2.68 %","  2.24 %","   .48 %","  2.78 %","   .09 %","   .25 %","   .40 %"
"2020-10-27","  1.16 %","   .27 %","   .17 %","  1.35 %","  5.23 %","  3.68 %","  1.25 %","  1.88 %","  1.68 %","   .36 %","   .14 %","   .26 %"
"2020-10-28","  1.80 %","   .54 %","   .59 %","   .92 %","  9.27 %","  2.81 %","  2.17 %","  3.19 %","  3.14 %","   .49 %","   .67 %","   .13 %"
"2020-10-29","  1.12 %","  1.17 %","   .67 %","  1.15 %","  1.21 %","  3.96 %"," 12.73 %","  2.56 %","  2.53 %","   .31 %","   .31 %","   .40 %"
"2020-10-30","   .00 %","   .80 %","   .17 %","   .30 %","  1.50 %","  2.01 %","   .00 %","  1.06 %","   .04 %","   .00 %","   .19 %","   .52 %"
"2020-10-31","  1.99 %","  1.06 %","  1.25 %","  2.43 %"," 14.16 %","  5.16 %","  4.03 %","  2.44 %","  2.88 %","  1.20 %","   .86 %","  1.17 %"
