"date","Washington/Adams","Washington/Asotin","Washington/Benton","Washington/Chelan","Washington/Clallam","Washington/Clark","Washington/Columbia","Washington/Cowlitz","Washington/Douglas","Washington/Ferry","Washington/Franklin","Washington/Garfield","Washington/Garfield County","Washington/Grant","Washington/Grays Harbor","Washington/Island","Washington/Jefferson","Washington/King","Washington/Kitsap","Washington/Kittitas","Washington/Klickitat","Washington/Lewis","Washington/Lincoln","Washington/Mason","Washington/Okanogan","Washington/Pacific","Washington/Pend Oreille","Washington/Pierce","Washington/San Juan","Washington/Skagit","Washington/Skamania","Washington/Snohomish","Washington/Spokane","Washington/Stevens","Washington/Thurston","Washington/Unassigned","Washington/Wahkiakum","Washington/Walla Walla","Washington/Walla Walla County","Washington/Whatcom","Washington/Whitman","Washington/Yakima"
"2020-04-01","0","","7","2","0","6","0","0","0","0","0","","","1","0","3","0","150","0","0","1","0","0","0","0","","","6","0","3","0","40","5","0","0","0","","0","","7","0","3"
"2020-04-02","0","","9","2","0","8","0","0","0","0","0","","","1","0","3","0","175","0","0","1","0","0","0","0","","","7","0","4","0","41","5","0","0","0","","0","","9","0","6"
"2020-04-03","0","","13","3","0","8","0","0","0","0","1","","","0","0","4","0","186","0","0","1","0","0","0","0","","0","7","0","4","0","42","7","0","0","0","0","0","","9","0","6"
"2020-04-04","0","0","13","3","0","8","0","0","0","0","1","","","1","0","4","0","200","0","0","1","0","0","0","0","","0","8","0","4","0","45","10","0","1","0","0","0","","9","0","7"
"2020-04-05","0","0","13","3","0","8","0","0","0","0","1","","","2","0","4","0","208","0","0","1","0","0","0","0","","0","10","0","4","0","48","11","0","1","0","0","0","","13","0","9"
"2020-04-06","0","0","17","3","0","11","0","0","0","0","2","","","2","0","5","0","222","0","0","1","0","0","0","0","","0","12","0","4","0","58","12","0","1","0","0","0","","19","0","12"
"2020-04-07","0","0","19","3","0","13","0","0","0","0","2","","","2","0","5","0","230","1","0","1","1","0","0","0","","0","14","0","4","0","61","12","0","1","0","0","0","","19","0","12"
"2020-04-08","0","0","19","3","0","13","0","0","0","0","2","","","2","0","6","0","244","1","0","1","1","0","0","0","","0","16","0","5","0","63","13","0","1","0","0","0","","19","0","17"
"2020-04-09","0","0","25","3","0","14","0","0","0","0","2","","","2","0","7","0","258","1","1","1","2","0","0","0","","0","17","0","5","0","64","14","0","1","0","0","0","","21","0","18"
"2020-04-10","0","0","25","3","0","14","0","0","0","0","2","","","2","0","7","0","277","1","1","1","2","0","0","0","","0","19","0","5","0","64","17","0","1","0","0","0","","23","0","19"
"2020-04-11","0","0","25","5","0","14","0","0","0","0","2","","","2","0","7","0","284","1","1","1","2","0","0","0","0","0","19","0","6","0","68","14","0","1","0","0","0","","23","0","20"
"2020-04-12","0","0","25","5","0","14","0","0","0","0","2","","","2","0","7","0","292","1","1","1","2","0","0","0","0","0","20","0","6","0","69","14","0","1","0","0","0","","23","0","21"
"2020-04-13","0","0","27","5","0","15","0","0","0","0","2","","","2","0","7","0","292","1","0","1","2","0","0","0","0","0","20","0","6","0","73","15","0","1","0","0","0","","23","0","21"
"2020-04-14","0","0","29","5","0","15","0","0","1","0","2","","","2","0","8","0","296","1","0","1","2","0","0","0","0","0","20","0","6","0","77","15","1","1","0","0","0","","23","0","25"
"2020-04-15","0","0","29","5","0","15","0","0","1","0","2","","","2","0","8","0","303","1","0","2","2","0","0","0","0","0","23","0","6","0","80","17","1","1","0","0","0","","25","0","29"
"2020-04-16","0","0","34","5","0","15","0","0","1","0","4","","","2","0","8","0","312","1","0","2","2","0","0","0","0","0","28","0","6","0","86","17","1","1","0","0","0","","25","0","29"
"2020-04-17","0","0","34","6","0","16","0","0","1","0","4","","","2","0","8","0","331","1","0","3","2","0","0","0","0","0","28","0","6","0","88","17","1","1","0","0","0","","25","0","29"
"2020-04-18","0","0","34","6","0","16","0","0","1","0","4","","","2","0","8","0","331","1","0","3","2","0","0","0","0","0","30","0","6","0","91","17","1","1","0","0","0","","25","0","34"
"2020-04-19","0","0","34","6","0","16","0","0","1","0","4","","","2","0","8","0","346","1","0","3","2","0","0","0","0","0","32","0","7","0","93","17","1","1","0","0","0","","26","0","36"
"2020-04-20","0","0","34","5","0","16","0","0","1","0","4","","","2","0","8","0","346","1","0","3","2","0","0","0","0","0","34","0","8","0","97","17","1","1","0","0","0","","27","0","36"
"2020-04-21","0","0","34","5","0","16","0","0","1","0","4","","","2","0","8","0","360","1","0","3","2","0","0","0","0","0","36","0","8","0","98","19","1","1","0","0","0","","27","0","38"
"2020-04-22","0","0","35","5","0","16","0","0","1","0","4","","","2","0","9","0","373","2","0","3","3","0","0","0","0","0","40","0","9","0","98","19","1","1","0","0","0","","27","0","38"
"2020-04-23","0","1","36","5","0","15","0","0","1","0","5","0","","2","0","9","0","385","2","0","3","3","0","0","0","0","0","44","0","10","0","101","19","1","1","0","0","0","","27","0","41"
"2020-04-24","0","1","36","5","0","16","0","0","1","0","5","0","","2","0","9","0","393","2","0","3","3","0","0","0","0","0","43","0","10","0","102","19","1","1","0","0","0","","27","0","43"
"2020-04-25","0","1","37","5","0","18","0","0","1","0","5","0","","2","0","9","0","400","2","0","3","3","0","0","1","0","0","46","0","10","0","102","19","1","1","0","0","0","","27","0","44"
"2020-04-26","0","1","37","5","0","18","0","0","1","0","5","0","","2","0","9","0","408","2","0","3","3","0","1","1","0","0","46","0","11","0","104","19","1","1","0","0","0","","27","0","44"
"2020-04-27","0","1","38","5","0","18","0","0","1","0","5","0","","2","0","9","0","416","2","0","3","3","0","1","1","0","0","47","0","11","0","106","20","1","1","0","0","0","","28","0","45"
"2020-04-28","0","2","39","5","0","18","0","0","1","0","7","0","","3","0","9","0","429","2","0","3","3","0","1","1","0","0","48","0","12","0","108","20","1","1","0","0","0","","28","0","45"
"2020-04-29","0","2","40","5","0","19","0","0","1","0","8","0","","3","0","9","0","438","2","0","3","3","0","1","1","0","0","49","0","12","0","108","20","1","1","0","0","0","","28","0","47"
"2020-04-30","0","2","41","5","0","19","0","0","1","0","9","0","","3","0","9","0","447","2","0","3","3","0","1","1","0","0","49","0","13","0","108","21","1","1","0","0","0","","28","0","47"
"2020-05-01","0","2","41","5","0","19","0","0","1","0","11","0","","3","0","9","0","452","2","0","3","3","0","1","1","0","0","50","0","13","0","109","22","1","1","0","0","0","","28","0","47"
"2020-05-02","0","2","43","5","0","19","0","0","1","0","10","0","","3","0","9","0","457","2","0","3","3","0","1","1","0","0","50","0","13","0","109","22","1","1","0","0","0","","28","0","47"
"2020-05-03","0","2","44","5","0","19","0","0","1","0","11","0","","3","0","9","0","459","2","0","3","3","0","1","1","0","0","50","0","13","0","109","22","1","1","0","0","0","","28","0","47"
"2020-05-04","0","2","44","5","0","19","0","0","1","0","11","0","","3","0","9","0","463","2","0","3","3","0","1","1","0","0","50","0","13","0","111","22","1","1","0","0","0","","28","0","48"
"2020-05-05","0","2","46","5","0","20","0","0","2","0","13","0","","3","0","9","0","469","2","0","3","3","0","1","1","0","0","52","0","13","0","112","23","1","1","0","0","0","","29","0","52"
"2020-05-06","0","2","46","5","0","20","0","0","2","0","14","0","","3","0","9","0","474","2","0","3","3","0","1","1","0","0","52","0","13","0","112","24","1","1","0","0","0","","30","0","52"
"2020-05-07","0","2","47","5","0","20","0","0","2","0","14","0","","3","0","9","0","480","2","0","3","3","0","1","1","0","0","54","0","13","0","114","26","1","1","0","0","0","","33","0","57"
"2020-05-08","0","2","48","5","0","20","0","0","2","0","16","0","","3","0","9","0","487","2","0","3","3","0","1","1","0","0","55","0","13","0","115","27","1","1","0","0","0","","33","0","58"
"2020-05-09","0","2","51","5","0","20","0","0","2","0","16","0","","3","0","9","0","491","2","0","3","3","0","1","1","0","0","57","0","14","0","117","28","1","1","0","0","2","","33","0","59"
"2020-05-10","0","2","51","5","0","20","0","0","2","0","16","0","","3","0","9","0","500","2","0","3","3","0","1","1","0","0","57","0","14","0","117","28","1","1","0","0","2","","34","0","59"
"2020-05-11","0","2","52","6","0","20","0","0","2","0","16","0","","3","0","9","0","506","2","0","3","3","0","1","1","0","0","58","0","14","0","118","29","1","1","0","0","2","","34","0","62"
"2020-05-12","0","2","53","6","0","21","0","0","2","0","16","0","","3","0","9","0","513","2","0","3","3","0","1","1","1","0","59","0","14","0","121","29","1","1","0","0","2","","34","0","65"
"2020-05-13","0","2","53","6","0","22","0","0","3","0","16","0","","3","0","9","0","518","2","0","3","3","0","1","1","1","0","60","0","14","0","121","29","1","1","0","0","2","","35","0","68"
"2020-05-14","0","2","55","6","0","22","0","0","3","0","17","0","","3","0","10","0","519","2","0","3","3","0","1","1","1","0","60","0","14","0","122","29","1","1","0","0","2","","35","0","71"
"2020-05-15","0","2","55","6","0","22","0","0","3","0","17","0","","3","0","10","0","521","2","0","3","3","0","1","1","1","0","61","0","14","0","125","30","1","1","0","0","2","","35","0","72"
"2020-05-16","0","2","55","6","0","22","0","0","3","0","17","0","","3","0","10","0","526","2","0","3","3","0","1","1","1","0","62","0","14","0","125","30","1","1","0","0","2","","35","0","74"
"2020-05-17","0","2","55","6","0","22","0","0","3","0","17","0","","3","0","10","0","527","2","0","3","3","0","1","1","1","0","62","0","14","0","125","30","1","1","0","0","2","","35","0","75"
"2020-05-18","0","2","55","6","0","22","0","0","3","0","17","0","","3","0","10","0","528","2","0","3","3","0","1","1","1","0","62","0","14","0","125","30","1","1","0","0","2","","35","0","75"
"2020-05-19","0","2","58","6","0","22","0","0","3","0","18","0","","4","0","10","0","534","2","0","3","3","0","1","1","1","0","64","0","15","0","132","31","1","1","0","0","2","","36","0","81"
"2020-05-20","0","2","58","6","0","22","0","0","3","0","18","0","","4","0","10","0","535","2","0","3","3","0","1","1","1","0","68","0","15","0","132","31","1","1","0","0","2","","36","0","82"
"2020-05-21","0","2","58","6","0","22","0","0","3","0","18","0","","4","0","10","0","539","2","0","3","3","0","1","1","1","0","69","0","15","0","133","31","1","1","0","0","2","","36","0","83"
"2020-05-22","0","2","59","6","0","22","0","0","3","0","18","0","","4","0","10","0","542","2","0","3","3","0","1","1","1","0","69","0","15","0","135","31","1","1","0","0","2","","36","0","83"
"2020-05-23","0","2","59","6","0","22","0","0","3","0","18","0","","4","0","10","0","542","2","0","3","3","0","1","1","1","0","69","0","15","0","135","31","1","1","0","0","2","","36","0","83"
"2020-05-24","0","2","59","6","0","22","0","0","3","0","19","0","","4","0","10","0","547","2","0","3","3","0","1","1","1","0","70","0","15","0","135","31","1","1","0","0","2","","36","0","87"
"2020-05-25","0","2","59","6","0","22","0","0","3","0","19","0","","4","0","10","0","550","2","0","3","3","0","1","1","1","0","71","0","15","0","136","31","1","1","0","0","2","","36","0","91"
"2020-05-26","0","2","59","6","0","22","0","0","3","0","19","0","","4","0","10","0","552","2","0","3","3","0","1","1","1","0","71","0","15","0","142","31","1","1","0","0","2","","36","0","91"
"2020-05-27","0","2","60","6","0","22","0","0","3","0","20","0","","4","0","11","0","559","2","0","3","3","0","1","1","1","0","75","0","15","0","145","31","1","1","0","0","2","","36","0","91"
"2020-05-28","0","2","61","6","0","22","0","0","3","0","20","0","","4","0","11","0","562","2","0","3","3","0","1","1","1","0","78","0","15","0","147","31","1","1","0","0","2","","36","0","93"
"2020-05-29","0","2","62","6","0","22","0","0","3","0","20","0","","4","0","11","0","564","2","0","3","3","0","1","1","1","0","78","0","15","0","147","32","1","1","0","0","2","","36","0","94"
"2020-05-30","0","2","62","6","0","22","0","0","3","0","20","0","","4","0","11","0","567","2","0","3","3","0","1","1","1","0","79","0","15","0","148","32","1","2","0","0","2","","36","0","95"
"2020-05-31","0","2","62","6","0","22","0","0","3","0","20","0","","4","0","11","0","567","2","0","3","3","0","1","1","1","0","79","0","15","0","148","32","1","2","0","0","2","","36","0","95"
"2020-06-01","0","2","62","6","0","22","0","0","3","0","20","0","","4","0","11","0","569","2","0","3","3","0","1","1","1","0","79","0","15","0","149","33","1","2","0","0","2","","37","0","95"
"2020-06-02","0","2","63","6","0","22","0","0","3","0","20","0","","4","0","11","0","570","2","0","3","3","0","1","1","1","0","81","0","15","0","149","34","1","2","0","0","2","","37","0","96"
"2020-06-03","0","2","63","6","0","22","0","0","3","0","20","0","","4","0","11","0","573","2","0","3","3","0","1","1","1","0","82","0","15","0","150","34","1","2","0","0","2","","37","0","97"
"2020-06-04","0","2","63","6","0","23","0","0","3","0","20","0","","4","0","11","0","574","2","0","3","3","0","1","1","1","0","83","0","15","0","150","34","1","2","0","0","2","","37","0","97"
"2020-06-05","0","2","64","6","0","24","0","0","3","0","21","0","","4","0","11","0","576","2","0","3","3","0","1","1","1","0","84","0","15","0","152","35","1","2","0","0","2","","37","0","99"
"2020-06-06","0","2","66","6","0","24","0","0","3","0","21","0","","4","0","11","0","576","2","0","3","3","0","1","1","1","0","85","0","15","0","152","35","1","2","0","0","2","","37","0","100"
"2020-06-07","0","2","66","6","0","26","0","0","3","0","21","0","","4","0","11","0","578","2","0","3","3","0","1","1","1","0","85","0","15","0","152","35","1","2","0","0","2","","37","0","100"
"2020-06-08","0","2","66","6","0","26","0","0","3","0","21","0","","4","0","11","0","579","2","0","3","3","0","1","1","1","0","85","0","15","0","153","35","1","3","0","0","2","","37","0","101"
"2020-06-09","0","2","67","6","0","27","0","0","3","0","22","0","","4","0","11","0","580","2","0","3","3","0","1","1","1","0","87","0","15","0","155","37","1","4","0","0","2","","38","0","104"
"2020-06-10","0","2","67","6","0","27","0","0","3","0","22","0","","4","0","11","0","580","2","0","3","3","0","1","1","1","0","87","0","15","0","155","37","1","4","0","0","2","","38","0","104"
"2020-06-11","0","2","70","6","0","27","0","0","3","0","25","0","","4","0","11","0","583","2","0","3","3","0","1","1","1","0","87","0","15","0","156","37","1","4","0","0","2","","38","0","112"
"2020-06-12","0","2","72","6","0","27","0","0","3","0","25","0","","5","0","11","0","586","2","0","3","3","0","1","1","1","0","88","0","15","0","156","37","1","4","0","0","3","","38","0","114"
"2020-06-13","0","2","73","6","0","27","0","0","3","0","25","0","","5","0","11","0","591","2","0","3","3","0","1","1","1","0","88","0","15","0","156","37","1","4","0","0","3","","38","0","117"
"2020-06-14","0","2","73","6","0","27","0","0","3","0","25","0","","5","0","11","0","591","2","0","3","3","0","1","1","1","0","89","0","15","0","156","37","1","4","0","0","3","","38","0","120"
"2020-06-15","0","2","73","6","0","27","0","0","3","0","26","0","","5","0","11","0","592","2","0","3","3","0","1","1","1","0","89","0","15","0","156","37","1","4","0","0","3","","38","0","121"
"2020-06-16","0","2","74","6","0","27","0","0","3","0","26","0","","5","0","11","0","595","2","0","3","3","0","1","1","1","0","89","0","15","0","158","37","1","5","0","0","3","","39","0","124"
"2020-06-17","0","2","74","6","0","27","0","0","3","0","26","0","","5","0","11","0","591","2","0","3","3","0","1","1","1","0","89","0","15","0","159","37","1","5","0","0","3","","39","0","122"
"2020-06-18","0","2","75","6","0","28","0","0","3","0","28","0","","5","0","12","0","597","2","0","3","3","0","1","2","1","0","89","0","15","0","160","37","1","5","0","0","3","","39","0","128"
"2020-06-19","0","2","75","6","0","29","0","0","3","0","29","0","","4","0","12","0","600","2","0","3","3","0","1","2","1","0","89","0","15","0","162","37","1","6","0","0","3","","39","0","131"
"2020-06-20","0","2","76","6","0","29","0","0","3","0","29","0","","4","0","12","0","601","2","0","3","3","0","1","2","1","0","92","0","15","0","163","38","1","4","0","0","3","","39","0","136"
"2020-06-21","0","2","76","6","0","30","0","0","3","0","29","0","","5","0","12","0","600","2","0","3","3","0","1","2","1","0","93","0","15","0","163","38","1","5","0","0","3","","39","0","138"
"2020-06-22","0","2","76","6","0","30","0","0","3","0","29","0","","5","0","12","0","602","2","0","3","3","0","1","2","1","0","92","0","15","0","164","39","1","7","0","0","3","","40","0","138"
"2020-06-23","0","2","76","6","0","30","0","0","3","0","30","0","","6","0","12","0","604","2","0","3","3","0","1","2","1","0","93","0","15","0","164","38","1","7","0","0","3","","40","0","142"
"2020-06-24","0","2","76","6","0","30","0","0","3","0","31","0","","6","0","12","0","604","2","0","3","3","0","1","2","1","0","96","0","15","0","165","38","1","7","0","0","3","","40","0","146"
"2020-06-25","0","2","76","6","0","30","0","0","3","0","32","0","","6","0","12","0","606","2","0","3","3","0","1","2","1","0","97","0","15","0","165","38","1","7","0","0","3","","40","0","149"
"2020-06-26","0","2","75","6","0","30","0","0","3","0","32","0","","6","0","12","0","607","2","0","3","3","0","1","2","1","0","97","0","15","0","167","39","1","7","0","0","3","","40","0","150"
"2020-06-27","0","2","75","6","0","30","0","0","3","0","32","0","","6","0","12","0","610","2","0","3","3","0","1","2","1","0","97","0","15","0","168","39","1","7","0","0","3","","40","0","152"
"2020-06-28","0","2","75","6","0","30","0","0","3","0","32","0","","6","0","12","0","610","2","0","3","3","0","1","2","1","0","97","0","15","0","168","39","1","7","0","0","3","","40","0","152"
"2020-06-29","0","2","79","6","0","30","0","0","3","0","33","0","","6","0","12","0","610","2","0","3","3","0","1","2","1","0","98","0","15","0","170","39","1","7","0","0","3","","40","0","154"
"2020-06-30","0","2","82","6","0","30","0","0","3","0","33","0","","6","0","12","0","610","2","0","3","3","0","1","2","1","0","101","0","15","0","171","40","1","7","0","0","3","","40","0","158"
"2020-07-01","0","2","82","6","0","30","0","0","3","0","33","0","","6","0","12","0","612","2","0","3","3","0","1","2","1","0","104","0","15","0","171","41","1","7","0","0","3","","40","0","159"
"2020-07-02","0","2","82","6","0","30","0","0","3","0","33","0","","6","0","12","0","615","2","0","3","3","0","1","2","1","0","104","0","15","0","171","41","1","7","0","0","3","","40","0","159"
"2020-07-03","0","2","84","6","0","30","0","0","3","0","33","0","","6","0","12","0","618","2","0","3","3","0","1","2","1","0","105","0","15","0","173","41","1","7","0","0","3","","41","0","160"
"2020-07-04","0","2","85","6","0","30","0","0","3","0","33","0","","6","0","12","0","619","2","0","3","3","0","1","2","1","0","105","0","15","0","173","41","1","7","0","0","3","","41","0","160"
"2020-07-05","0","2","85","6","0","30","0","0","3","0","33","0","","6","0","12","0","620","2","0","3","3","0","1","2","1","0","107","0","15","0","175","41","1","7","0","0","3","","41","0","160"
"2020-07-06","0","2","85","6","0","30","0","0","3","0","33","0","","6","0","12","0","622","2","0","3","3","0","1","2","1","0","108","0","15","0","176","41","1","8","0","0","3","","41","0","165"
"2020-07-07","0","2","88","6","0","30","0","0","3","0","34","0","","6","0","12","0","626","2","0","3","3","0","1","2","1","0","110","0","16","0","176","42","1","8","0","0","3","","41","0","168"
"2020-07-08","0","2","88","6","0","30","0","0","3","0","34","0","","6","0","12","0","628","2","0","3","3","0","1","2","1","0","111","0","16","0","178","42","1","8","0","0","3","","40","0","174"
"2020-07-09","0","2","90","6","0","31","0","0","3","0","35","0","","8","0","12","0","632","2","0","3","3","0","1","2","1","0","111","0","16","0","178","43","1","8","0","0","3","","40","0","178"
"2020-07-10","0","2","92","7","0","32","0","0","3","0","36","0","","8","0","12","0","633","2","0","3","3","0","1","2","1","0","111","0","16","0","179","43","1","8","0","0","3","","41","0","185"
"2020-07-11","0","2","92","7","0","32","0","0","3","0","36","0","","8","0","12","0","633","2","0","3","3","0","1","2","1","0","111","0","16","0","179","43","1","8","0","0","3","","41","0","185"
"2020-07-12","0","2","94","7","0","32","0","0","3","0","36","0","","8","0","12","0","637","2","0","3","3","0","1","2","1","0","113","0","16","0","179","43","1","8","1","0","3","","41","0","190"
"2020-07-13","0","2","94","7","0","32","0","0","3","0","36","0","","8","0","12","0","637","2","0","3","3","0","1","2","1","0","113","0","16","0","179","43","1","8","1","0","3","","41","0","190"
"2020-07-14","0","2","93","7","0","33","0","0","3","0","39","0","","8","0","11","0","624","2","0","3","3","0","1","2","1","0","108","0","17","0","177","41","1","5","1","0","3","","36","0","183"
"2020-07-15","0","2","96","7","0","29","0","1","3","0","42","0","","8","1","11","0","630","2","0","3","3","0","1","2","1","0","108","0","17","0","179","42","1","5","1","0","3","","36","0","187"
"2020-07-16","0","2","97","7","0","30","0","1","3","0","42","0","","8","1","11","0","631","2","0","3","3","0","1","2","1","0","108","0","17","0","179","43","1","5","0","0","3","","36","0","190"
"2020-07-17","0","2","98","6","0","30","0","1","4","0","41","0","","8","1","11","0","631","2","0","3","3","0","1","2","1","0","110","0","16","0","181","44","1","5","1","0","3","","37","0","191"
"2020-07-18","0","2","98","6","0","30","0","2","4","0","42","0","","8","1","11","0","637","2","0","3","3","0","1","2","1","0","110","0","16","0","182","44","1","5","0","0","3","","37","0","193"
"2020-07-19","0","2","99","6","0","30","0","2","4","0","42","0","","8","1","11","0","635","2","0","3","3","0","1","2","1","0","113","0","16","0","181","44","1","5","0","0","3","","37","0","195"
"2020-07-20","0","2","100","6","0","30","0","2","4","0","42","0","","8","1","11","0","636","3","0","3","3","0","1","2","1","0","114","0","17","0","182","44","1","5","0","0","3","","37","0","195"
"2020-07-21","0","2","103","6","0","32","0","2","4","0","43","0","","8","2","11","0","638","3","2","3","3","0","1","2","1","0","115","0","17","1","181","44","1","5","1","0","3","","37","0","194"
"2020-07-22","0","2","102","6","0","32","0","2","4","0","44","0","","8","2","11","0","638","3","4","3","3","0","1","2","1","0","115","0","17","1","181","45","1","5","1","0","3","","37","0","194"
"2020-07-23","0","2","103","8","0","33","0","3","4","0","44","0","","8","2","11","0","638","3","6","3","3","0","1","2","1","0","117","0","18","1","182","47","1","5","1","0","4","","37","0","194"
"2020-07-24","0","2","105","8","0","33","0","3","5","0","44","0","","9","2","11","0","643","3","6","3","3","0","1","2","1","0","118","0","19","1","183","47","1","6","0","0","3","","37","0","196"
"2020-07-25","1","2","104","8","0","33","0","3","6","0","44","0","","10","2","11","0","644","2","8","3","3","0","1","2","1","0","117","0","18","1","183","46","1","6","0","0","3","","37","0","194"
"2020-07-26","1","2","104","8","0","34","0","3","6","0","44","0","","11","2","11","0","644","2","8","3","3","0","1","2","1","0","119","0","18","1","184","48","1","6","0","0","3","","37","0","194"
"2020-07-27","1","2","106","8","0","34","0","3","6","0","45","0","","11","2","11","0","645","3","12","3","3","0","1","2","1","0","121","0","20","1","183","50","1","6","0","0","3","","37","0","197"
"2020-07-28","2","2","106","8","0","36","0","5","6","0","45","0","","12","2","12","0","648","4","14","3","3","0","1","2","2","0","124","0","20","1","184","54","1","7","0","0","3","","38","0","203"
"2020-07-29","2","2","106","8","0","39","0","5","6","0","45","0","","12","2","11","0","648","3","16","3","3","0","1","2","2","0","125","0","20","1","187","56","1","7","0","0","3","","37","0","202"
"2020-07-30","3","2","107","9","0","39","0","5","7","0","46","0","","12","2","11","0","649","3","17","3","3","0","1","2","2","0","125","0","20","1","186","57","1","7","0","0","3","","37","0","204"
"2020-07-31","3","2","107","9","0","39","0","5","7","0","46","0","","12","2","11","0","649","3","17","3","3","0","1","2","2","0","125","0","20","1","186","57","1","7","0","0","3","","37","0","204"
"2020-08-01","4","2","109","10","0","42","0","5","7","0","47","0","","13","1","11","0","655","4","17","3","3","0","1","2","2","0","127","0","21","1","189","60","1","8","2","0","3","","38","0","204"
"2020-08-02","4","2","110","10","0","42","1","5","7","0","47","0","","13","1","11","0","657","4","17","3","3","0","1","2","2","0","127","0","21","1","189","60","1","8","2","0","3","","38","0","204"
