"date","Jammu and Kashmir/Anantnag","Jammu and Kashmir/Bandipora","Jammu and Kashmir/Baramulla","Jammu and Kashmir/Budgam","Jammu and Kashmir/Doda","Jammu and Kashmir/Ganderbal","Jammu and Kashmir/Jammu","Jammu and Kashmir/Kathua","Jammu and Kashmir/Kishtwar","Jammu and Kashmir/Kulgam","Jammu and Kashmir/Kupwara","Jammu and Kashmir/Pulwama","Jammu and Kashmir/Punch","Jammu and Kashmir/Rajouri","Jammu and Kashmir/Ramban","Jammu and Kashmir/Reasi","Jammu and Kashmir/Samba","Jammu and Kashmir/Shopiyan","Jammu and Kashmir/Srinagar","Jammu and Kashmir/Udham Singh Nagar","Jammu and Kashmir/Udhampur","Jammu and Kashmir/Unknown"
"2020-06-18","4","3","20","25","0","1","11","12","","3","2","21","2","","0","1","7","10","11","","16",""
"2020-06-19","1","7","9","2","","1","8","7","0","13","7","19","1","1","","0","4","7","36","","2",""
"2020-06-20","3","2","21","20","4","1","11","7","1","9","7","11","0","1","6","1","3","12","28","","6",""
"2020-06-21","15","10","17","15","0","1","","5","1","6","5","1","2","8","1","0","","","32","","3",""
"2020-06-22","2","3","18","20","1","","1","2","0","12","13","10","5","1","","","","22","22","","0",""
"2020-06-23","6","5","16","0","2","5","1","5","","16","7","45","0","","5","3","2","0","28","","2",""
"2020-06-24","8","2","37","1","1","3","7","2","","2","22","19","2","8","","1","4","35","29","","3",""
"2020-06-25","0","3","15","0","1","6","4","3","0","33","9","-1","1","3","0","1","1","15","33","","0",""
"2020-06-26","5","1","63","11","","0","0","5","","7","17","23","2","7","0","3","1","18","10","","40",""
"2020-06-27","6","4","52","13","","4","3","0","2","8","9","20","0","3","2","","1","26","49","","2",""
"2020-06-28","2","1","6","22","2","4","8","3","","7","16","11","1","","1","","0","2","31","","10",""
"2020-06-29","15","2","10","4","3","1","3","13","","1","3","29","2","7","1","5","8","18","16","","3",""
"2020-06-30","16","3","44","19","0","1","12","5","0","64","1","15","0","2","5","","1","18","47","","7",""
"2020-07-01","8","0","49","6","3","11","11","0","","0","16","24","","2","","","2","32","33","","1",""
"2020-07-02","18","2","19","12","6","7","4","0","","15","0","10","0","","1","0","5","1","50","","4",""
"2020-07-03","21","2","21","5","3","8","13","10","2","5","24","0","0","3","3","","6","1","41","","2",""
"2020-07-04","4","5","57","27","1","3","12","","","3","7","16","1","4","","0","10","46","29","","2",""
"2020-07-05","3","4","17","20","3","-2","9","7","","5","20","4","","2","10","","18","1","60","","2",""
"2020-07-06","1","1","41","3","","1","6","5","","49","3","34","1","4","3","3","13","12","65","","1",""
"2020-07-07","8","8","30","10","13","14","12","6","10","16","18","16","7","20","2","0","2","1","61","","2",""
"2020-07-08","26","7","82","5","14","4","2","1","1","4","18","2","","23","2","4","7","4","119","","5",""
"2020-07-09","9","5","38","18","3","15","12","4","4","2","33","3","5","18","0","","9","7","55","","0",""
"2020-07-10","11","8","37","6","1","7","23","7","","33","33","47","2","51","11","1","1","14","94","","0",""
"2020-07-11","6","0","37","4","","1","21","20","1","23","37","5","3","29","","4","6","1","67","","3",""
"2020-07-12","7","29","31","29","4","40","15","8","1","14","25","11","0","6","7","","20","13","96","","1",""
"2020-07-13","14","20","6","11","6","0","25","16","4","21","30","6","4","","9","","24","16","101","","1",""
"2020-07-14","58","16","12","14","14","4","11","10","5","7","4","39","1","10","1","3","1","12","124","","0",""
"2020-07-15","73","18","44","42","4","6","15","","3","48","10","41","1","3","6","","24","1","153","","1",""
"2020-07-16","6","2","18","34","2","11","14","2","","21","3","32","","33","","","8","42","259","","3",""
"2020-07-17","49","2","65","46","","29","16","21","10","16","13","20","4","12","41","3","15","83","141","","15",""
"2020-07-18","44","5","63","41","4","16","15","3","0","27","2","48","0","6","0","1","12","27","125","","2",""
"2020-07-19","28","27","53","21","3","24","40","8","","7","84","46","","40","0","2","","21","290","","7",""
"2020-07-20","11","9","43","95","32","10","12","13","22","0","1","111","1","23","90","12","2","62","169","","33",""
"2020-07-21","26","14","28","83","7","6","15","13","","39","47","43","2","37","11","8","10","3","213","","3",""
"2020-07-22","1","5","58","2","6","0","14","10","","62","11","30","4","47","0","8","4","16","167","","8",""
"2020-07-23","33","42","29","34","4","2","47","8","2","106","32","56","5","15","20","4","5","109","158","","7",""
"2020-07-24","0","36","2","0","0","","45","29","4","83","0","4","2","7","24","1","13","59","40","","4",""
"2020-07-25","20","30","18","56","18","9","66","27","10","6","10","62","4","16","9","2","2","11","145","","2",""
"2020-07-26","25","41","14","88","14","31","37","5","0","2","17","25","14","33","15","2","10","27","209","","6",""
"2020-07-27","53","20","11","23","15","2","37","10","23","23","6","38","3","20","15","11","12","1","132","","15",""
"2020-07-28","4","23","30","32","2","33","43","19","","7","28","39","5","23","23","5","6","21","138","","8",""
"2020-07-29","25","3","22","45","6","3","49","17","5","16","0","67","5","33","8","6","12","4","204","","10",""
"2020-07-30","20","33","42","20","4","14","38","","2","2","16","32","12","13","1","1","3","6","182","","9",""
"2020-07-31","21","22","24","29","","10","43","11","1","11","9","85","1","24","1","20","18","8","128","","24",""
"2020-08-01","12","22","23","14","19","10","52","8","8","4","4","58","8","21","2","10","5","16","305","","12",""
"2020-08-02","28","24","7","6","3","13","65","5","2","4","10","62","16","18","13","7","8","22","62","","69",""
"2020-08-03","35","36","23","39","1","56","72","12","8","11","33","14","0","11","24","7","8","6","180","","14",""
"2020-08-04","37","5","14","9","7","28","41","4","0","1","20","14","14","21","0","28","11","11","99","","26",""
"2020-08-05","6","45","29","41","0","42","61","8","2","28","2","105","3","5","","","5","7","158","","12",""
"2020-08-06","73","49","44","52","","43","51","6","2","20","18","10","1","5","1","0","5","8","109","","2",""
"2020-08-07","8","48","32","24","3","27","61","9","0","21","28","26","1","3","1","16","11","8","123","","23",""
"2020-08-08","23","10","20","61","0","24","40","15","4","1","21","38","12","2","0","0","7","6","178","","1",""
"2020-08-09","32","50","44","10","9","18","42","5","","15","26","22","10","2","13","12","32","6","155","","4",""
"2020-08-10","16","79","41","35","4","17","58","8","2","10","17","31","0","5","16","2","5","14","108","","2",""
"2020-08-11","43","67","53","41","2","45","72","10","5","23","33","37","14","4","6","7","7","2","87","","6",""
"2020-08-12","53","29","26","32","7","39","42","14","5","17","42","52","16","4","5","7","4","1","85","","2",""
"2020-08-13","15","54","46","36","3","42","49","10","1","15","46","34","5","3","3","15","8","8","142","","1",""
"2020-08-14","29","50","48","37","4","34","67","9","4","14","65","33","6","4","4","8","5","8","103","","8",""
"2020-08-15","39","81","36","40","3","45","64","10","1","10","39","13","5","2","1","5","13","11","110","","4",""
"2020-08-16","24","44","42","33","3","25","58","8","","-1","27","24","7","6","0","7","8","6","125","","3",""
"2020-08-17","43","50","9","41","6","44","40","11","0","15","46","42","1","2","","11","10","6","45","","0",""
"2020-08-18","42","59","37","6","4","24","28","3","4","16","66","27","3","2","5","14","12","3","66","","13",""
"2020-08-19","48","48","35","88","3","64","41","4","1","19","43","24","1","4","2","34","10","10","227","","2",""
"2020-08-20","41","113","25","52","2","42","59","14","","6","44","59","2","7","1","4","9","28","159","","16",""
"2020-08-21","46","52","51","70","11","17","63","11","5","40","29","33","2","3","2","2","2","0","202","","13",""
"2020-08-22","48","46","20","45","5","35","66","12","0","19","27","40","6","4","","7","6","5","207","","12",""
"2020-08-23","48","27","34","40","2","36","60","12","","27","34","37","9","12","2","7","15","3","254","","7",""
"2020-08-24","14","65","9","28","4","26","65","14","5","11","25","14","12","12","6","2","15","6","76","","19",""
"2020-08-25","44","66","29","50","3","31","76","11","1","18","55","57","12","9","6","2","13","6","206","","6",""
"2020-08-26","47","22","16","64","7","41","98","27","9","9","49","56","7","17","3","0","12","9","196","","15",""
"2020-08-27","27","51","33","60","10","25","87","25","3","8","46","42","5","7","","2","11","23","182","","8",""
"2020-08-28","34","31","39","59","6","39","121","15","7","10","25","59","10","15","-16","2","24","9","189","","18",""
"2020-08-29","22","49","18","37","10","28","134","19","0","12","31","22","11","9","1","4","8","12","101","","18",""
"2020-08-30","38","37","26","52","5","44","246","30","26","11","30","25","4","-1","17","21","-8","8","161","","14",""
"2020-08-31","18","38","16","28","9","18","139","33","8","7","19","53","3","13","1","6","6","6","87","","27",""
"2020-09-01","26","28","14","17","13","34","121","28","12","9","23","41","20","19","0","12","12","-3","95","","4",""
"2020-09-02","31","27","22","56","8","54","167","19","7","10","18","16","14","14","7","16","14","2","131","","8",""
"2020-09-03","27","49","14","64","14","57","484","21","22","17","31","33","8","15","6","10","26","28","137","","16",""
"2020-09-04","48","34","61","78","7","31","322","40","28","21","69","34","11","18","6","4","13","4","174","","44",""
"2020-09-05","35","12","51","75","27","62","520","27","16","4","54","40","11","22","19","2","23","4","175","","72",""
"2020-09-06","61","35","60","70","36","82","451","31","19","11","93","49","26","42","10","8","28","7","180","","17",""
"2020-09-07","40","30","31","56","13","29","442","21","1","3","39","40","41","12","1","15","22","10","135","","32",""
"2020-09-08","44","32","35","94","35","47","483","31","35","10","53","31","43","55","7","17","20","16","208","","59",""
"2020-09-09","69","75","85","71","31","38","583","36","9","16","50","40","11","71","18","28","30","23","256","","77",""
"2020-09-10","49","56","75","190","31","66","421","47","46","15","85","68","78","48","8","28","35","2","216","","28",""
"2020-09-11","41","70","43","179","26","47","415","38","42","18","67","34","49","64","27","2","44","8","263","","101",""
"2020-09-12","45","82","82","123","67","45","250","42","78","10","108","50","93","83","31","33","58","60","255","","103",""
"2020-09-13","47","128","80","161","94","78","405","48","45","22","62","45","79","70","31","18","29","8","180","","56",""
"2020-09-14","24","45","16","78","113","43","392","27","26","2","17","40","57","87","14","29","38","8","119","","54",""
"2020-09-15","57","38","22","128","114","59","254","62","45","15","43","70","38","105","26","15","31","11","145","","51",""
"2020-09-16","37","42","92","119","114","86","221","80","32","13","74","70","92","147","39","24","39","0","225","","44",""
"2020-09-17","78","55","53","89","97","75","210","75","44","14","47","28","75","88","18","27","69","10","233","","82",""
"2020-09-18","60","65","64","62","86","44","221","42","35","19","52","41","77","62","47","18","53","14","237","","31",""
"2020-09-19","52","37","32","69","185","93","261","54","38","11","99","71","57","87","43","25","62","5","192","","19",""
"2020-09-20","49","35","86","78","151","57","266","46","44","19","29","50","60","76","65","14","33","9","228","","62",""
"2020-09-21","36","22","79","60","59","56","245","34","7","4","14","54","24","66","15","26","57","6","142","","30",""
"2020-09-22","28","36","30","59","98","21","253","41","37","12","22","62","73","68","35","15","52","19","210","","64",""
"2020-09-23","40","41","80","62","61","74","230","24","40","13","61","25","58","88","44","14","39","8","199","","48",""
"2020-09-24","24","20","72","50","54","29","242","36","39","11","42","33","44","49","38","36","37","7","192","","49",""
"2020-09-25","36","26","64","61","61","53","240","39","55","5","31","51","51","44","48","14","30","25","224","","60",""
"2020-09-26","28","19","46","47","88","26","301","41","53","15","73","58","64","63","16","32","21","5","180","","41",""
"2020-09-27","30","33","34","61","41","12","324","51","44","8","45","35","46","49","21","39","38","13","181","","36",""
"2020-09-28","18","11","24","27","11","13","337","37","11","1","44","33","10","52","1","14","29","8","105","","38",""
"2020-09-29","11","22","62","29","34","24","313","29","46","7","36","24","21","61","28","15","44","4","222","","49",""
"2020-09-30","16","15","53","51","18","23","353","12","35","6","38","33","27","27","12","19","24","2","170","","41",""
"2020-10-01","16","34","39","54","22","27","490","16","49","13","27","25","14","39","22","","20","2","164","","20",""
"2020-10-02","32","58","64","55","27","28","354","21","25","6","25","29","22","33","25","46","20","10","180","","30",""
"2020-10-03","28","22","32","43","11","11","403","19","9","5","52","39","32","29","6","13","30","2","150","","39",""
"2020-10-04","29","54","52","52","14","33","252","21","49","7","12","17","17","35","8","11","22","9","157","","27",""
"2020-10-05","20","15","28","39","26","19","173","7","31","4","23","15","25","35","2","4","10","4","119","","33",""
"2020-10-06","22","30","37","46","26","20","91","18","31","4","42","55","12","27","14","28","29","9","183","","14",""
"2020-10-07","20","15","50","51","24","22","83","10","21","5","18","25","14","36","10","30","22","12","143","","10",""
"2020-10-08","21","18","71","52","10","24","89","43","15","7","15","22","47","34","8","2","11","4","186","","17",""
"2020-10-09","27","17","50","37","7","25","101","22","15","7","14","23","10","31","8","17","26","6","167","","26",""
"2020-10-10","22","11","36","50","5","35","109","15","29","5","44","20","14","29","2","5","15","4","173","","12",""
"2020-10-11","35","12","42","49","4","20","108","11","5","10","20","23","24","6","12","14","11","5","146","","12",""
"2020-10-12","10","10","21","38","1","13","113","7","0","1","21","12","12","7","1","","11","7","106","","7",""
"2020-10-13","14","24","53","35","23","22","121","7","40","9","18","43","12","41","9","23","21","1","145","","16",""
"2020-10-14","28","32","70","43","11","35","128","9","28","8","23","26","18","22","9","5","13","9","163","","21",""
"2020-10-15","17","22","32","39","21","29","120","15","41","4","19","35","23","17","6","4","11","1","182","","10",""
"2020-10-16","45","21","40","28","30","23","121","14","31","21","33","19","44","21","8","20","19","0","155","","4",""
"2020-10-17","19","36","58","32","17","24","116","8","38","6","25","28","11","16","19","4","8","6","129","","10",""
"2020-10-18","49","15","52","33","12","14","119","2","22","7","32","16","14","9","6","3","6","0","167","","",""
"2020-10-19","26","19","38","16","0","4","116","5","7","2","18","19","9","2","4","3","12","4","112","","11",""
"2020-10-20","39","32","32","34","25","22","118","9","25","12","4","30","13","10","11","13","7","8","135","","10",""
"2020-10-21","21","15","63","29","15","18","112","6","38","16","37","14","9","14","8","0","12","7","176","","14",""
"2020-10-22","27","9","104","19","15","27","103","12","22","7","40","30","5","3","3","4","13","2","127","","12",""
"2020-10-23","49","12","40","41","14","22","121","8","12","11","30","20","9","10","8","5","7","1","154","","12",""
"2020-10-24","27","24","47","50","33","12","116","8","13","11","45","12","9","7","7","5","7","6","130","","8",""
"2020-10-25","14","19","80","26","5","7","113","6","12","5","36","19","16","6","5","1","8","25","124","","5",""
"2020-10-26","7","5","56","15","6","13","108","5","","1","25","15","10","0","7","5","2","6","74","","4",""
"2020-10-27","6","13","47","22","9","18","109","9","17","0","9","24","7","7","4","18","8","1","118","","6",""
"2020-10-28","13","12","73","27","4","26","118","14","18","6","30","12","5","3","8","11","12","8","130","","6",""
"2020-10-29","10","11","85","22","12","21","109","15","6","13","44","19","8","3","8","8","7","2","127","","21",""
"2020-10-30","12","14","66","26","14","28","109","14","19","3","25","20","8","5","7","7","6","12","141","","30",""
"2020-10-31","10","9","60","21","1","16","110","8","6","3","41","8","6","7","6","4","6","2","124","","7",""
"2020-11-01","13","7","87","26","6","23","108","6","9","6","20","29","5","4","5","4","2","5","153","","22",""
"2020-11-02","8","12","69","17","2","14","108","4","2","1","32","15","3","3","7","0","3","13","70","","2",""
"2020-11-03","11","16","66","32","7","21","106","11","23","3","6","14","6","10","3","8","8","3","111","","13",""
"2020-11-04","2","18","67","35","10","16","98","11","18","4","32","10","3","9","16","4","6","7","135","","11",""
"2020-11-05","6","9","38","57","10","23","99","10","19","5","26","8","5","9","11","9","4","15","152","","9",""
"2020-11-06","12","9","74","13","11","20","92","9","20","2","37","13","8","12","23","21","10","4","169","","22",""
"2020-11-07","7","9","44","43","3","24","96","5","18","3","44","15","7","15","19","4","3","3","132","","38",""
"2020-11-08","17","24","42","40","16","46","95","15","13","12","13","19","21","7","7","6","13","7","122","","20",""
"2020-11-09","17","13","33","18","10","31","99","7","10","7","18","5","1","3","2","0","2","4","161","","19",""
"2020-11-10","18","10","28","38","12","36","93","14","28","1","14","9","5","5","8","6","11","1","131","","24",""
"2020-11-11","14","8","40","31","13","44","94","12","19","4","32","11","3","8","5","4","3","2","140","","20",""
"2020-11-12","34","29","62","43","15","22","93","16","22","6","22","18","8","9","13","7","8","2","153","","35",""
"2020-11-13","13","12","158","21","10","27","95","11","20","4","23","10","7","10","12","7","7","5","156","","18",""
"2020-11-14","11","8","45","19","26","25","91","20","25","3","29","8","8","15","14","10","9","6","152","","41",""
"2020-11-15","14","11","51","29","7","20","94","12","23","3","2","18","6","3","20","5","11","3","120","","8",""
"2020-11-16","4","11","58","20","3","13","97","5","5","3","11","8","1","2","8","2","10","0","112","","17",""
"2020-11-17","6","10","35","25","15","30","95","12","13","4","106","17","3","6","1","8","10","1","147","","28",""
"2020-11-18","12","17","50","46","25","28","96","16","20","1","24","18","6","7","10","2","9","2","135","","50",""
"2020-11-19","14","23","35","29","17","20","95","12","29","6","33","18","3","5","13","12","25","5","130","","36",""
"2020-11-20","16","21","63","53","17","28","98","8","36","6","27","22","2","10","10","10","12","3","169","","50",""
"2020-11-21","12","16","40","47","28","16","115","14","35","1","16","21","3","8","23","4","13","4","124","","68",""
"2020-11-22","20","22","92","75","57","38","236","20","52","7","48","46","5","29","38","8","28","8","231","","112",""
"2020-11-23","4","4","16","23","23","6","98","4","15","3","17","10","2","3","10","4","6","4","79","","20",""
"2020-11-24","2","7","18","16","14","12","122","9","16","3","14","19","11","3","18","6","17","3","84","","37",""
"2020-11-25","5","17","39","33","27","12","126","10","22","0","24","5","3","5","5","8","12","5","85","","46",""
"2020-11-26","5","7","29","27","19","21","111","25","15","3","19","15","1","5","7","9","12","19","110","","28",""
"2020-11-27","8","9","35","23","36","14","142","17","28","5","29","21","1","19","13","7","15","6","88","","49",""
"2020-11-28","7","12","26","25","18","15","129","23","26","0","16","14","1","33","9","10","20","1","96","","31",""
"2020-11-29","12","15","31","24","22","6","122","14","17","1","14","16","2","24","17","1","15","9","83","","26",""
"2020-11-30","7","8","18","19","5","23","81","15","16","2","6","22","1","17","5","","15","","84","","26",""
"2020-12-01","10","13","18","45","13","6","95","20","6","3","10","9","3","25","9","14","7","5","118","","25",""
"2020-12-26","8","2","8","15","5","8","96","4","","4","10","9","1","7","7","4","0","10","49","","2",""
"2020-12-27","3","7","12","15","5","0","93","18","3","","4","4","","8","2","1","7","5","69","","4",""
"2020-12-28","4","4","9","12","","4","56","5","","1","14","8","0","0","","","2","1","33","","3",""
"2020-12-29","5","3","6","15","3","3","65","11","0","1","4","21","3","5","7","1","3","4","69","","5",""
"2020-12-30","8","3","19","11","5","3","77","4","","1","2","4","2","3","2","1","19","2","48","","3",""
"2020-12-31","10","2","16","11","1","7","70","10","1","4","12","19","1","5","1","0","3","","51","","3",""
"2021-01-01","6","5","10","14","2","11","72","3","1","2","6","26","1","2","","4","14","9","61","","7",""
"2021-01-02","17","4","16","5","3","11","78","5","1","2","9","12","5","2","6","","4","15","46","","3",""
"2021-01-03","6","2","5","14","7","7","75","7","0","0","4","7","1","1","2","","7","3","31","","3",""
"2021-01-04","2","4","7","7","","2","37","3","2","0","21","1","10","1","1","0","3","2","29","","1",""
"2021-01-05","5","2","5","2","4","11","49","5","2","","2","18","0","0","2","","2","","21","","7",""
"2021-01-06","0","3","2","3","4","13","48","6","2","0","3","4","2","1","1","","6","2","23","","3",""
"2021-01-07","0","0","3","0","3","4","47","1","","0","5","1","","5","","","6","2","6","","44",""
"2021-01-08","0","1","","4","5","1","48","4","","0","5","4","3","5","2","2","10","0","22","","6",""
"2021-01-09","0","2","13","5","5","2","47","4","2","3","7","6","","0","","1","0","","25","","5",""
"2021-01-10","5","0","6","16","3","2","48","1","","","3","4","0","1","","","3","4","17","","",""
"2021-01-11","2","3","1","7","","1","35","2","1","1","5","4","1","2","0","","0","1","42","","5",""
"2021-01-12","1","2","5","2","2","2","48","1","","2","3","5","1","0","2","2","4","2","24","","5",""
"2021-01-13","0","2","8","7","1","5","47","3","","0","3","5","","2","","","1","1","35","","1",""
"2021-01-14","3","1","3","4","1","5","23","1","","2","1","4","","0","1","","0","0","26","","4",""
"2021-01-15","6","2","2","2","","10","46","1","","3","3","3","1","0","5","","9","9","40","","2",""
"2021-01-16","1","0","8","5","0","5","47","2","","1","5","7","1","0","1","","3","2","20","","1",""
"2021-01-17","4","0","4","7","","4","48","2","","1","5","4","6","1","1","","2","2","34","","1",""
"2021-01-18","2","1","0","7","0","13","26","1","0","1","5","2","","0","","3","2","2","13","","4",""
