"date","Meghalaya/East Garo Hills","Meghalaya/East Jaintia Hills","Meghalaya/East Khasi Hills","Meghalaya/North Garo Hills","Meghalaya/Ribhoi","Meghalaya/South Garo Hills","Meghalaya/South West Garo Hills","Meghalaya/South West Khasi Hills","Meghalaya/West Garo Hills","Meghalaya/West Jaintia Hills","Meghalaya/West Khasi Hills"
"2020-08-26","9","","32","","-16","","0","","7","",""
"2020-08-27","27","","30","1","0","1","2","","19","0",""
"2020-08-28","32","3","46","3","2","","","","23","","1"
"2020-08-29","","","26","0","0","2","","","15","",""
"2020-08-30","9","4","31","","6","1","0","","9","",""
"2020-08-31","","4","14","-1","1","","1","","5","","1"
"2020-09-01","4","","54","","5","2","","","7","",""
"2020-09-02","2","9","41","","16","3","","","6","",""
"2020-09-03","","","78","0","13","2","","","15","1","0"
"2020-09-04","","4","43","2","27","1","","1","24","6","0"
"2020-09-05","15","","121","2","31","","","","12","","1"
"2020-09-06","","3","35","4","1","4","1","","40","1",""
"2020-09-07","1","2","5","1","3","1","","","12","3","1"
"2020-09-08","0","","25","","1","","3","","13","0",""
"2020-09-09","0","59","30","0","2","4","0","","25","","1"
"2020-09-10","","27","40","","11","","1","","18","1","1"
"2020-09-11","0","27","98","3","0","","3","","17","1","2"
"2020-09-12","1","7","124","","14","","","4","17","","1"
"2020-09-13","","2","85","","9","","","","13","",""
"2020-09-14","","2","124","","12","","","","1","",""
"2020-09-15","","61","77","1","23","1","1","","9","1",""
"2020-09-16","1","34","105","0","8","0","","2","6","","2"
"2020-09-17","2","28","106","0","9","","3","0","12","0","1"
"2020-09-19","","1","87","","4","0","1","","18","1",""
"2020-09-20","","","78","","14","","3","","7","","1"
"2020-09-21","","0","59","1","0","","0","","12","1",""
"2020-09-22","2","5","74","-1","-28","-1","5","-1","9","-1","-5"
"2020-09-23","","3","117","5","37","0","0","","5","3",""
"2020-09-24","1","","100","7","5","","1","1","5","0","2"
"2020-09-25","","1","45","9","2","0","2","","20","1",""
"2020-09-26","6","1","31","4","1","0","0","0","5","1","0"
"2020-09-27","0","0","69","1","0","1","2","","16","","1"
"2020-09-28","","0","46","-4","3","1","3","","11","","0"
"2020-09-29","1","1","54","","2","","2","","37","4",""
"2020-09-30","1","","113","1","18","","11","1","30","","1"
"2020-10-01","","3","85","","56","1","","1","13","4",""
"2020-10-02","1","13","183","","7","6","9","","9","","3"
"2020-10-03","2","11","339","6","30","","0","10","19","6",""
"2020-10-04","","0","126","1","44","1","6","2","12","8",""
"2020-10-05","","10","35","","54","","1","1","6","2","0"
"2020-10-06","2","6","195","3","19","","7","1","26","10","1"
"2020-10-07","4","2","72","1","33","3","","","11","2",""
"2020-10-08","1","1","79","3","-21","14","","6","7","3","1"
"2020-10-09","0","2","93","4","10","5","0","","13","",""
"2020-10-10","1","0","83","1","31","3","2","8","8","18","1"
"2020-10-11","9","0","75","","25","1","4","5","17","1","2"
"2020-10-12","-1","2","50","0","0","","0","0","11","26",""
"2020-10-13","0","1","45","2","5","2","1","","10","1",""
"2020-10-14","6","1","104","2","11","1","1","1","25","0","1"
"2020-10-15","5","4","124","1","5","4","","0","26","4",""
"2020-10-16","7","7","71","1","21","2","0","0","12","6","12"
"2020-10-17","","0","56","","2","","1","1","11","0","30"
"2020-10-18","18","1","61","1","8","0","2","0","13","0",""
"2020-10-19","","1","11","","5","","0","","5","6",""
"2020-10-20","3","2","26","1","1","3","","1","17","3",""
"2020-10-21","2","1","12","0","0","2","0","0","6","5","0"
"2020-10-23","1","1","51","","0","1","0","0","21","6","0"
"2020-10-24","3","-1","42","0","2","","1","-1","13","13","9"
"2020-10-25","0","7","39","3","76","1","1","","8","0","1"
"2020-10-26","","","23","3","1","","1","1","5","14",""
"2020-10-27","0","5","41","0","0","5","","","14","5","0"
"2020-10-28","4","","55","1","4","0","1","","19","6",""
"2020-10-29","9","2","40","0","6","1","1","1","15","2",""
"2020-10-30","1","0","24","1","23","0","0","","27","2","-1"
"2020-10-31","5","0","39","4","16","1","0","1","0","4",""
"2020-11-01","2","4","41","0","81","","2","","21","4",""
"2020-11-02","1","0","29","1","2","0","","","2","36",""
"2020-11-03","3","8","19","1","11","2","1","","6","8","4"
"2020-11-04","7","13","25","","2","","2","","6","4","1"
"2020-11-05","17","14","22","1","5","","6","0","9","18",""
"2020-11-06","25","6","21","","13","2","4","","10","5",""
"2020-11-07","0","2","24","0","9","5","2","","8","18",""
"2020-11-08","7","","69","","61","5","0","0","11","2",""
"2020-11-09","5","0","15","0","2","","1","","4","1",""
"2020-11-10","2","9","26","1","11","4","3","1","10","-1","0"
"2020-11-11","6","11","22","2","6","6","2","","6","10","1"
"2020-11-12","11","3","40","0","54","3","1","-1","7","4","22"
"2020-11-13","6","2","31","0","19","3","2","","6","1","0"
