"date","Jharkhand/Bokaro","Jharkhand/Chatra","Jharkhand/Deoghar","Jharkhand/Dhanbad","Jharkhand/Dumka","Jharkhand/East Singhbhum","Jharkhand/Garhwa","Jharkhand/Giridih","Jharkhand/Godda","Jharkhand/Gumla","Jharkhand/Hazaribagh","Jharkhand/Jamtara","Jharkhand/Khunti","Jharkhand/Koderma","Jharkhand/Latehar","Jharkhand/Lohardaga","Jharkhand/Pakur","Jharkhand/Palamu","Jharkhand/Ramgarh","Jharkhand/Ranchi","Jharkhand/Sahibganj","Jharkhand/Saraikela-Kharsawan","Jharkhand/Simdega","Jharkhand/West Singhbhum"
"2020-06-15","","5","","","","18","","0","","0","1","","6","","","3","0","0","0","6","","","0","6"
"2020-06-16","0","","","0","","14","1","","","1","","","0","0","0","1","","","2","3","","0","24","0"
"2020-06-17","","0","","0","","6","","","","1","19","","","24","","3","","","2","2","","0","0",""
"2020-06-18","","0","","0","","1","4","0","","2","1","0","","","2","1","","","1","2","","0","9",""
"2020-06-19","0","0","","0","","3","0","0","","0","8","0","","0","0","3","1","","0","6","","0","21","0"
"2020-06-20","","0","","","","27","2","4","","1","1","0","0","5","0","","","","2","2","","","17","2"
"2020-06-21","7","","11","5","","16","0","6","7","7","4","","1","2","","1","","","2","3","","","","2"
"2020-06-22","","2","11","1","6","0","","7","","0","3","","0","0","","1","","1","","3","","0","7",""
"2020-06-23","","0","","2","","5","","2","","4","","","","7","","2","","3","3","0","1","0","24","0"
"2020-06-24","","","1","5","-6","16","","","","0","4","","2","","0","1","","1","","1","","","1",""
"2020-06-25","1","","4","","","8","0","8","","5","5","","3","5","","","","1","","2","","0","2",""
"2020-06-26","1","2","3","3","3","2","","6","1","","7","","","1","","0","1","0","","0","","1","",""
"2020-06-27","5","2","1","1","","10","","1","","5","3","","","1","","","","","0","3","2","11","",""
"2020-06-28","2","0","","","","3","4","4","0","2","2","","","2","","2","","","0","0","1","3","-1","1"
"2020-06-29","","0","1","22","","12","2","0","","0","1","0","0","1","0","2","","0","","14","2","2","3","0"
"2020-06-30","1","","2","14","1","11","","1","","","","","0","2","","","","2","1","1","3","25","0",""
"2020-07-01","1","","0","6","1","8","4","","1","1","5","0","1","","0","1","2","0","0","2","2","","0",""
"2020-07-02","","7","1","3","","9","1","7","1","","3","","2","8","3","1","","8","1","3","2","","","0"
"2020-07-03","1","0","2","3","4","57","3","3","","8","2","","","2","","","","","","27","","0","0",""
"2020-07-04","2","0","2","4","","14","","1","","-7","","","0","6","2","1","1","5","","6","0","2","","3"
"2020-07-05","1","","1","6","","25","","1","","","","","1","6","","10","1","2","","7","1","4","2",""
"2020-07-06","","3","0","1","","12","","0","","0","5","","","4","1","2","0","1","","11","","4","","3"
"2020-07-07","1","0","4","29","","56","1","0","","0","6","","","7","1","3","0","2","28","20","","0","1","5"
"2020-07-08","3","1","1","29","3","19","1","","","1","0","","1","17","","","7","","0","8","10","8","3","4"
"2020-07-09","1","1","5","17","0","28","","1","8","2","5","1","","13","11","6","11","1","0","14","4","0","5",""
"2020-07-10","25","27","","8","1","26","9","8","1","","25","","","8","2","14","17","9","8","34","5","4","","19"
"2020-07-11","6","12","2","5","1","13","21","6","1","8","2","2","0","13","3","5","3","7","10","15","4","4","1","1"
"2020-07-12","0","20","3","5","","7","2","2","0","","11","","1","14","6","0","","4","3","18","1","","",""
"2020-07-13","1","2","20","11","","10","5","6","2","0","39","2","1","6","2","4","20","2","20","42","2","0","3","3"
"2020-07-14","5","10","3","12","4","24","5","21","6","","5","2","1","26","33","5","11","4","7","65","6","3","2","2"
"2020-07-15","","5","1","14","6","22","27","23","2","2","61","1","1","0","23","15","","7","30","71","11","4","1","10"
"2020-07-16","","10","0","16","2","15","32","7","3","5","26","3","1","27","","5","5","9","0","41","","0","10","4"
"2020-07-17","15","57","1","6","4","23","23","10","0","4","2","1","4","1","42","4","3","0","5","60","22","6","4","16"
"2020-07-18","9","17","18","14","3","56","5","23","2","9","3","2","1","12","24","2","3","2","9","61","8","1","2","3"
"2020-07-19","3","0","4","10","2","39","3","4","1","6","26","","1","5","","25","0","0","1","32","5","","","0"
"2020-07-20","4","","1","35","","39","35","9","","5","4","","","1","","1","9","3","4","71","1","3","","0"
"2020-07-21","2","10","7","16","1","55","4","10","35","5","10","","2","5","19","8","65","7","10","106","17","12","1","11"
"2020-07-22","11","2","26","9","2","79","43","18","16","29","14","3","0","3","","7","","65","12","125","17","1","","5"
"2020-07-23","10","6","1","24","","100","0","6","2","4","12","4","0","32","","10","4","22","26","198","2","10","","9"
"2020-07-24","2","1","","16","4","78","57","6","3","2","30","","","17","","10","6","3","25","84","16","9","12","19"
"2020-07-25","0","0","1","3","0","68","4","4","","","5","","","0","0","","","26","6","127","","27","1","5"
"2020-07-26","2","28","1","4","12","60","17","14","9","38","33","5","4","58","3","29","4","9","6","96","16","20","6","34"
"2020-07-27","5","3","8","21","0","120","13","19","7","46","9","9","17","7","3","3","","1","16","104","2","7","16","18"
"2020-07-28","3","12","","5","1","70","12","82","2","9","65","4","5","42","","6","17","121","3","241","0","5","47","8"
"2020-07-29","0","32","30","10","6","111","7","3","","7","2","2","4","0","3","10","10","34","14","27","","1","","18"
"2020-07-30","81","","6","4","5","123","4","42","3","4","6","2","3","6","3","3","1","10","9","101","7","5","26","51"
"2020-07-31","29","46","131","15","41","159","3","154","20","36","7","14","3","43","30","3","7","8","19","83","6","15","23","20"
"2020-08-01","5","3","161","76","18","65","28","28","15","18","32","15","32","34","","","1","1","38","139","26","33","0","22"
"2020-08-02","9","","1","8","0","122","2","20","0","","11","0","","56","16","2","4","3","8","124","6","26","31","6"
"2020-08-03","8","17","23","76","4","108","21","0","15","23","93","41","92","0","31","17","13","103","54","130","34","13","0","25"
"2020-08-04","8","1","","53","22","208","14","3","44","1","10","","28","17","20","4","25","0","0","68","","12","7","25"
"2020-08-05","71","4","35","6","26","72","16","7","339","12","27","4","27","6","14","2","33","51","0","141","25","9","17","34"
"2020-08-06","12","0","35","78","0","95","9","","14","5","20","3","31","2","35","7","","30","24","267","5","28","6","2"
"2020-08-07","26","23","15","117","","77","5","109","3","4","53","0","10","5","2","12","0","4","26","160","19","16","8","32"
"2020-08-08","12","37","13","53","5","84","3","286","5","16","3","4","30","8","16","0","4","3","18","308","18","30","14","16"
"2020-08-09","29","1","14","27","1","93","85","2","8","12","27","3","12","8","18","","6","63","9","175","14","11","25","45"
"2020-08-10","29","4","29","37","8","143","39","10","3","18","14","2","7","25","27","6","1","60","33","62","15","17","29","12"
"2020-08-11","10","2","10","98","4","160","8","7","8","12","12","","7","20","7","","2","128","20","103","11","13","10","31"
"2020-08-12","35","0","53","93","6","215","10","12","12","15","10","13","12","11","26","24","2","5","5","119","9","36","34","31"
"2020-08-13","11","1","12","141","1","140","23","4","11","13","16","2","25","8","28","9","8","31","25","78","4","53","30","19"
"2020-08-14","12","18","14","23","27","169","27","107","18","19","66","6","6","83","22","23","1","47","78","276","28","36","31","38"
"2020-08-15","23","","9","106","0","89","22","1","3","3","29","8","30","3","13","","9","32","18","95","1","12","9","32"
"2020-08-16","23","1","51","148","12","28","10","9","6","23","7","4","5","11","","19","3","3","27","113","14","22","12","1"
"2020-08-17","44","6","10","109","18","105","4","13","6","2","39","11","4","13","23","18","16","152","16","153","18","22","9","32"
"2020-08-18","62","5","32","33","3","360","9","18","10","40","43","2","25","16","27","4","15","0","12","426","33","22","14","55"
"2020-08-19","14","1","129","8","10","208","4","1","13","43","67","6","19","16","41","27","12","82","38","150","18","27","10","23"
"2020-08-20","22","3","11","98","7","165","11","5","2","12","11","5","19","9","12","7","","44","30","114","2","11","12","26"
"2020-08-21","106","5","39","466","9","165","15","16","9","5","13","19","7","5","40","15","15","11","37","180","6","16","12","47"
"2020-08-22","73","5","12","30","17","185","22","21","11","11","23","26","11","15","23","8","10","54","33","188","5","32","11","81"
"2020-08-23","66","6","64","46","4","261","15","83","8","1","31","3","14","19","27","16","3","45","34","246","24","10","8","41"
"2020-08-24","32","28","8","74","11","147","42","80","5","11","33","16","21","64","3","5","6","16","39","160","24","16","6","93"
"2020-08-25","68","","24","54","22","141","17","30","9","17","58","14","14","34","24","17","8","15","67","314","22","24","27","36"
"2020-08-26","38","7","42","133","13","132","72","81","4","24","167","6","15","26","35","16","3","14","33","173","31","8","32","32"
"2020-08-27","33","26","20","36","20","163","109","64","15","28","47","23","18","80","44","17","8","27","96","328","88","22","10","43"
"2020-08-28","147","5","10","83","14","313","30","62","11","15","36","6","50","43","19","17","3","19","79","94","25","4","33","19"
"2020-08-29","66","41","28","60","65","233","19","78","42","11","41","24","42","35","25","1","8","46","55","257","26","53","15","28"
"2020-08-30","178","110","16","31","157","85","15","69","21","20","37","25","11","26","9","5","1","29","124","248","15","62","12","17"
"2020-08-31","5","103","43","153","29","630","57","77","47","147","170","49","7","245","96","98","57","127","162","292","121","227","69","210"
"2020-09-01","203","15","31","32","18","244","19","155","5","25","70","22","39","75","3","6","10","31","118","951","13","48","11","33"
"2020-09-02","49","31","23","53","13","230","2","50","12","9","14","19","25","37","10","16","17","15","63","253","19","41","4","24"
"2020-09-03","135","12","32","23","3","328","8","173","6","17","105","9","49","44","9","19","2","31","63","435","11","81","6","17"
"2020-09-04","126","1","30","27","25","354","28","22","22","12","22","17","48","38","16","20","1","67","185","354","10","32","15","87"
"2020-09-05","116","2","29","125","15","248","16","47","20","27","11","5","13","28","46","13","3","44","40","656","12","73","5","164"
"2020-09-06","97","41","47","44","7","102","68","39","5","15","71","13","26","4","14","1","2","11","88","349","7","94","11","110"
"2020-09-07","54","7","74","38","20","495","24","36","7","6","100","5","26","23","11","10","0","50","134","337","8","15","20","57"
"2020-09-08","335","0","30","192","17","475","15","35","10","11","210","4","81","294","17","3","10","29","189","210","7","248","127","127"
"2020-09-09","42","45","73","43","9","250","17","30","10","53","46","2","5","11","15","13","9","7","98","635","21","91","5","71"
"2020-09-10","71","7","33","43","5","270","20","20","13","53","15","5","27","33","18","5","3","11","37","382","11","57","5","38"
"2020-09-11","75","15","26","45","12","201","37","12","16","20","16","6","21","15","11","4","1","29","95","197","9","21","11","66"
"2020-09-12","201","7","19","191","15","270","24","93","23","62","30","10","21","14","33","20","1","20","28","231","27","25","17","38"
"2020-09-13","7","2","12","68","12","115","24","24","13","24","36","10","12","26","18","15","10","25","16","399","6","61","33","46"
"2020-09-14","65","40","106","54","11","151","73","107","28","46","31","2","14","9","27","14","2","26","99","263","9","33","11","42"
"2020-09-15","46","16","28","94","5","191","33","94","28","54","28","21","19","20","15","25","3","18","70","457","56","111","90","180"
"2020-09-16","9","3","99","78","0","401","22","12","5","9","33","17","14","239","35","15","7","15","96","342","7","79","22","76"
"2020-09-17","33","9","26","45","13","184","21","12","6","41","117","14","52","27","16","20","6","48","23","209","7","25","13","59"
"2020-09-18","0","4","29","62","10","324","16","11","5","17","38","51","15","21","26","40","2","64","42","492","44","41","17","107"
"2020-09-19","118","8","17","74","13","212","34","15","92","25","33","9","14","43","17","19","10","65","35","284","23","90","4","28"
"2020-09-20","56","22","72","37","24","129","31","20","63","57","13","8","19","114","7","39","9","60","43","468","10","50","13","128"
"2020-09-21","50","3","54","111","12","361","71","15","32","15","141","19","3","18","16","40","28","20","43","176","13","34","10","36"
"2020-09-22","67","6","33","94","12","192","14","18","67","10","71","8","2","13","10","13","4","110","59","278","8","73","8","105"
"2020-09-23","78","3","21","62","22","131","31","21","17","14","41","3","56","22","6","28","12","30","30","413","0","25","5","70"
"2020-09-24","48","43","36","85","17","123","112","17","44","19","78","5","5","36","16","19","2","69","32","362","41","56","5","79"
"2020-09-25","44","3","75","88","15","144","37","47","14","7","58","10","63","18","11","51","7","28","22","410","6","40","14","59"
