"date","Assam/.","Assam/Airport","Assam/Airport Quarantine","Assam/Baksa","Assam/Barpeta","Assam/Biswanath","Assam/Bongaigaon","Assam/Cachar","Assam/Charaideo","Assam/Chirang","Assam/Darrang","Assam/Dhemaji","Assam/Dhubri","Assam/Dibrugarh","Assam/Dima Hasao","Assam/Goalpara","Assam/Golaghat","Assam/Hailakandi","Assam/Hojai","Assam/Jorhat","Assam/Kamrup","Assam/Kamrup Metropolitan","Assam/Karbi Anglong","Assam/Karimganj","Assam/Kishanganj","Assam/Kokrajhar","Assam/Lakhimpur","Assam/Majuli","Assam/Morigaon","Assam/Nagaon","Assam/Nalbari","Assam/Other State","Assam/Sarusajai Quarantine Centre","Assam/Sivasagar","Assam/Sonitpur","Assam/South Salmara Mankachar","Assam/Tinsukia","Assam/Udalguri","Assam/West Karbi Anglong"
"2020-05-08","","","","","","",""," 70.95 %","","","","","","","","","","","","",""," 24.33 %","","","","","","","","","","","","","","","","",""
"2020-05-09","","","","","","","","","","","","","","","","","","","","",""," 22.52 %","","","","","","","","","","","","","","","","",""
"2020-05-10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-05-11","","","","","","","","","","","","","","","","","","","","",""," 19.52 %","","","","","","","","","","","","","","","","",""
"2020-05-13","","","","","","","","","","","","","","","","","","","","",""," 42.79 %","","","","","","","","","","","","","","","","",""
"2020-05-14","","","","","","","","","","","","","","","","","","","","",""," 35.61 %","","","","","",""," 41.67 %","","","","","","","","","",""
"2020-05-15","","","","","","",""," 70.95 %","","","","","","","","","","","","",""," 35.37 %","","","","","","","","","","","","","","","","",""
"2020-05-16","","","","","","","","","","","","","","","","","","","","",""," 38.27 %","","","","","","","","","","","","","","","","",""
"2020-05-17","","","","","","",""," 52.62 %","","","","","","","","","","","","",""," 38.84 %","","","","","","","","","","","","","","","","",""
"2020-05-18","","","","","","",""," 45.70 %","","","","","","","","","","","","",""," 14.75 %","","","","","","","","","","","","","","","","",""
"2020-05-19","","","","","","","","","","","","","","","","","","",""," 14.08 %",""," 16.43 %","","","","","","","","","","","","","","","","",""
"2020-05-20","","","","","","",""," 19.03 %","","","","","","","","","","",""," 14.08 %",""," 18.90 %","","","","","","","","","","","","","","","","",""
"2020-05-21","","","","","","","","  4.74 %","","","",""," 26.67 %","","","","","","","",""," 17.81 %","","","","","","","","","","","","","","","","",""
"2020-05-22","","","","","","",""," 14.08 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-05-23","","","","","","",""," 19.68 %","","","",""," 20.00 %","",""," 19.00 %"," 90.86 %","","","  7.91 %",""," 32.23 %","","","","","",""," 68.33 %","","","","","","","","","",""
"2020-05-24","","","","","","","","","","","","","","","","","","","","  8.60 %"," ##.## %"," 29.93 %","","","","","",""," 31.19 %"," 29.00 %","","","","","","","","",""
"2020-05-25","","","","","","",""," 19.94 %","","","","","","",""," 15.19 %"," ##.## %","","","  6.37 %",""," 23.89 %",""," ##.## %",""," 80.48 %","",""," 33.69 %"," 31.00 %"," 44.19 %","",""," 77.62 %","","","","",""
"2020-05-26","","","","","","","","","","","",""," 16.19 %","",""," 30.19 %"," ##.## %"," 68.22 %"," ##.## %",""," ##.## %"," 22.76 %",""," ##.## %","",""," ##.## %",""," 44.80 %"," 38.88 %","","","","","","","","",""
"2020-05-27","","","","","","","","","","","","","","","",""," ##.## %",""," ##.## %","  6.00 %"," 94.17 %"," 26.87 %","","","",""," ##.## %",""," 56.86 %"," 38.09 %","","",""," 79.29 %","","","","",""
"2020-05-28","","","","","","",""," 26.23 %","","","",""," 18.69 %","",""," 43.94 %",""," 72.22 %"," 38.12 %",""," 25.08 %"," 12.44 %",""," ##.## %",""," 83.55 %"," 97.94 %","",""," 43.65 %"," 47.94 %","","","","","","","",""
"2020-05-29","","","","","","",""," 31.44 %","","","",""," 49.80 %","","",""," ##.## %"," 55.56 %"," 31.52 %","  6.00 %"," 49.82 %"," 13.95 %",""," ##.## %","",""," 92.70 %","","","","","","","","",""," ##.## %","",""
"2020-05-30","","","","","","",""," 22.80 %","","","",""," 44.15 %","","",""," ##.## %"," 54.13 %",""," 13.66 %"," 34.63 %"," 13.59 %","","",""," 98.22 %","",""," 39.76 %","","","","","","","","","",""
"2020-05-31","","","",""," 66.00 %","",""," 15.53 %","","",""," 30.33 %"," 44.39 %","",""," 47.35 %"," 23.53 %","",""," 11.16 %"," 35.13 %"," 10.91 %",""," ##.## %",""," 62.61 %"," 19.70 %","",""," 34.44 %"," 35.66 %","",""," 50.05 %"," 95.48 %",""," ##.## %"," ##.## %",""
"2020-06-01","","","",""," 73.74 %","",""," 16.19 %","",""," 91.00 %"," 36.05 %"," 43.35 %"," ##.## %",""," 45.10 %",""," 39.30 %",""," 10.74 %"," 39.73 %","  8.75 %",""," 16.07 %",""," 62.08 %","",""," 40.43 %"," 32.93 %","","",""," 31.05 %"," 96.53 %",""," 71.51 %"," ##.## %",""
"2020-06-02","","","",""," 28.74 %","",""," 10.18 %","","",""," 31.05 %","","","","","  8.58 %",""," 19.64 %"," 10.36 %"," 39.04 %","  6.94 %",""," 13.16 %","","","","",""," 24.10 %","","",""," 32.48 %","","","",""," 91.00 %"
"2020-06-03","","","",""," 24.12 %","","","  5.24 %","",""," ##.## %",""," ##.## %"," ##.## %","","","  8.26 %",""," 20.82 %"," 11.65 %"," 12.73 %","  4.54 %"," 37.00 %"," 14.28 %","",""," 16.19 %","",""," 26.55 %","","","",""," 59.53 %","",""," 88.60 %"," 91.00 %"
"2020-06-04","","","",""," 31.54 %",""," 97.33 %","  4.55 %","",""," 54.08 %"," 34.60 %"," 84.03 %","",""," 43.78 %","  4.46 %",""," 32.07 %","  3.86 %"," 11.87 %","  3.10 %","","","",""," 16.99 %",""," 40.43 %"," 19.76 %"," 30.66 %","","","","",""," 70.85 %"," ##.## %",""
"2020-06-05","","","",""," 19.20 %",""," 99.33 %","  6.44 %","",""," 42.74 %"," 25.85 %"," 83.38 %"," 70.47 %"," 94.46 %","","  3.60 %"," 41.53 %","","  3.86 %"," 10.38 %","  2.69 %",""," 13.48 %","","","","",""," 17.35 %"," 11.53 %","","",""," 30.54 %","",""," 47.26 %",""
"2020-06-06","","","",""," 14.99 %"," ##.## %"," 22.97 %","  2.94 %","",""," 47.98 %"," 31.34 %"," 83.52 %"," 77.62 %"," 97.61 %"," 26.63 %","  3.76 %"," 39.80 %"," 36.70 %","  3.17 %","  5.69 %","  1.59 %"," 44.50 %"," 12.25 %","",""," 16.61 %",""," 23.10 %"," 18.66 %","  8.67 %","",""," 18.97 %"," 19.83 %",""," 61.45 %",""," 77.15 %"
"2020-06-07","","","",""," 14.99 %","","","  2.66 %","","",""," 26.04 %"," 83.41 %"," 25.62 %","","","  3.27 %"," 36.47 %"," 37.24 %","  2.50 %","  5.47 %","  6.48 %"," 24.50 %","","",""," 16.97 %",""," 16.04 %"," 15.01 %","","","","","","",""," 35.59 %",""
"2020-06-08","","","",""," 17.49 %"," ##.## %"," 24.51 %","  4.07 %",""," 98.50 %"," 49.05 %"," 32.04 %",""," 10.86 %","","","  1.28 %","","","  1.21 %","  9.16 %","  6.55 %"," 21.32 %","  8.06 %",""," 44.93 %","  6.94 %","",""," 16.76 %","","","",""," 16.22 %",""," 23.68 %","",""
"2020-06-09","","","","","  9.66 %",""," 27.65 %","  4.29 %",""," ##.## %"," 29.28 %"," 18.02 %","","  5.76 %",""," 16.63 %","  1.55 %","  9.12 %"," 38.23 %","  9.71 %","  5.61 %","  7.27 %"," 12.65 %","  6.95 %","","","  6.88 %","","  6.47 %"," 17.53 %","","","",""," 15.66 %",""," 21.37 %"," 36.48 %",""
"2020-06-10","","","","","","","","","","",""," 17.06 %","","","","","","",""," 10.48 %","","","","",""," 47.47 %","  6.44 %","",""," 17.95 %","","","","","","","","",""
"2020-06-11","","",""," 26.05 %","  9.93 %","","","",""," 90.74 %","","","","  6.13 %","","","  2.11 %","","","","","","","","","","  6.34 %","",""," 17.66 %","","","",""," 14.13 %","","",""," 48.33 %"
"2020-06-13","","",""," 29.05 %","","","","","","","","  8.80 %","","","","","  1.80 %","",""," 12.34 %","",""," 16.94 %","","","","","",""," 15.70 %","","","","","","","",""," 63.44 %"
"2020-06-14","","",""," 25.07 %","  8.81 %"," 36.41 %"," 15.37 %","  2.62 %","","  5.10 %"," 29.12 %"," 10.58 %"," 14.95 %",""," 94.76 %","","  2.01 %","",""," 16.40 %"," 13.26 %","  7.96 %"," 10.61 %","  5.30 %","","","  5.08 %","","  2.94 %"," 13.08 %","","",""," 17.30 %","","",""," 35.76 %",""
"2020-06-15","","","","",""," 17.17 %","","","","","","  5.32 %"," 10.23 %","  2.67 %","","","","",""," 25.14 %","","","","","","","  3.37 %","","","","","","","","","","","",""
"2020-06-16","","","","","","","","","","","","  4.50 %","","","","","",""," 31.53 %","","","","","","","","","","","  9.60 %","","","",""," 10.69 %","","","  8.74 %",""
"2020-06-17","","",""," 33.52 %"," 12.78 %","  6.78 %"," 17.37 %","  3.00 %","","","","  5.36 %","","  4.78 %"," 19.98 %","","  3.89 %"," 12.56 %",""," 20.72 %"," 12.98 %","  7.63 %"," 18.39 %","",""," 15.27 %","","","","  7.76 %","","","","","  7.71 %","","","  8.20 %",""
"2020-06-18","","",""," 40.27 %"," 10.55 %","  5.14 %","","  3.62 %","","  9.84 %","","  5.01 %","  6.96 %","  6.84 %","","","  3.88 %"," 12.49 %","","","","  3.31 %"," 27.77 %","  5.64 %",""," 11.12 %","  2.94 %","","","  7.32 %","  5.76 %","","","  8.01 %"," 18.46 %",""," 20.14 %","  9.48 %",""
"2020-06-21","","","","","","","","","","","","  3.04 %","","","","","  3.48 %","",""," 22.74 %","","  5.61 %","","","","",""," 34.90 %","","  9.32 %","","","","","",""," 11.00 %","  4.33 %",""
"2020-06-25","","",""," 38.82 %","","  2.22 %","","","","","","  2.51 %","  3.49 %","  7.07 %","","","","","",""," 13.26 %","  5.56 %","","  6.80 %","","  9.05 %","","","","","  6.30 %","","",""," 22.72 %",""," 12.31 %","",""
"2020-06-26","","","","","","","","","","","","","","","","","","","","",""," 10.52 %","","","","","","","","","","","","","","","","",""
"2020-06-28","","","","","","","","","","","","","","","","","","","","",""," 14.22 %","","","","","","","","","","","","","","","","",""
"2020-06-29","","","","","","","","","","","","","","","","","","","","",""," 16.00 %","","","","","","","","","","","","","","","","",""
"2020-06-30","","",""," 35.82 %","  7.63 %","","","","","","","  2.01 %","","","","",""," 10.21 %",""," 21.70 %",""," 19.59 %"," 25.47 %","","","","  2.54 %","","","  3.71 %","","","",""," 24.72 %","","","",""
"2020-07-01","","","","","","","","","","","","","","","","","","","","",""," 23.45 %","","","","","","","","","","","","","","","","",""
"2020-07-02","","","","","","","","","","","","","","","","","","","","",""," 20.12 %","","","","","","","","","","","","","","","","",""
"2020-07-03","","","","","","","","","","","","","","","","","","","","",""," 17.06 %","","","","","","","","","","","","","","","","",""
"2020-07-04","","","","","","","","","","","","","","","","","","","","",""," 20.39 %","","","","","","","","","","","","","","","","",""
"2020-07-05","","","","","","","","","","","","","","","","","","","","",""," 17.87 %","","","","","","","","","","","","","","","","",""
"2020-07-06","","","","","","","","","","","","","","","","","","","","",""," 16.54 %","","","","","","","","","","","","","","","","",""
"2020-07-07","","","","","","","","","","","","","","","","","","","","","  8.93 %"," 16.92 %","","","","","","","","  3.63 %","","","","","","","","",""
"2020-07-08","","","","","  7.06 %","","","","","","","","","","","","","","","",""," 17.46 %","","","","","","","","","","","","  7.01 %","","","","  3.39 %",""
"2020-07-09","","","","","","","","","","","","","","","","","","","","",""," 12.38 %"," 21.18 %","","","","","","","","","","","","","",""," 25.95 %",""
"2020-07-10","","","","","","","","","","","","","","","","","","","","",""," 10.75 %","","","","","","","","","","","","","","",""," 26.13 %",""
"2020-07-11","","","","","","","","","","","","","","","","","","","","","","  8.88 %","","","","","","","","","","","","","","","","",""
"2020-07-12","","","","","","","","","","","","","","","","","","",""," 17.63 %","","  7.38 %","","","","","","","","  3.35 %","","","","","","",""," 25.03 %",""
"2020-07-13","","","",""," 46.92 %",""," ##.## %"," 53.05 %",""," 18.63 %"," 84.77 %",""," 11.16 %"," 73.46 %"," 23.18 %",""," 29.46 %"," ##.## %"," 11.53 %"," 19.75 %","  8.52 %","  7.12 %"," ##.## %"," 26.80 %","",""," 29.80 %",""," 70.88 %","  2.28 %"," 89.97 %","","","  5.01 %"," 80.53 %"," ##.## %"," 43.37 %","",""
"2020-07-14","","","","","","","","","","","","","","","","","","","","","","  7.45 %","","","","","","","","","","","","","","","","",""
"2020-07-15","","","","","","","","","","","","","","","","","","","","","","  7.22 %","","","","","","","","","","","","","",""," 33.37 %","",""
"2020-07-16","","",""," 34.08 %","","","","","","","","","","","","","","","","","","  7.26 %","","","","","","","","","","","","","","","","",""
"2020-07-17","","","","","","","","","","","","","","","","","","","","","","  7.26 %","","","","","","","","","","","","","","","","",""
"2020-07-18","","","","","","","","","","","","","","","","","","",""," 14.46 %","","  6.83 %","","","","","","","","","","","","","","","","",""
"2020-07-19","","",""," 10.08 %"," 50.27 %"," 42.91 %"," ##.## %"," 71.29 %"," 83.87 %"," 19.23 %"," 81.19 %"," 26.48 %"," 14.75 %"," 90.17 %"," 14.39 %"," 17.65 %"," 37.54 %"," ##.## %"," 10.51 %"," 59.97 %","   .87 %","  7.90 %"," ##.## %"," 42.27 %",""," 32.07 %"," 43.14 %"," 44.43 %"," 74.38 %"," 44.37 %"," ##.## %","",""," 87.27 %"," 83.33 %",""," 48.36 %"," 27.16 %",""
"2020-07-20","","","","","","","","","","","","","","","","","","","","","","  7.06 %","","",""," 26.46 %","","","","","","","","","","","","",""
"2020-07-21","","","","","","","","","",""," 74.11 %","",""," 88.07 %","","","","","","","   .28 %","  6.63 %","","","","","","","","","","","","","","","","",""
"2020-07-22","","","","","","","","","","","","","","","","","","",""," 59.15 %","","  5.97 %","","","","","","","","","","","","","","","","",""
"2020-07-23","","","","","","","","","","","","","","","","","","","","","","  5.27 %",""," 41.54 %",""," 23.99 %","","","","","","","","","","","","",""
"2020-07-24","","","","","","",""," 74.14 %","","","","","","","","","","","","","","  3.16 %",""," 38.48 %","","","","","",""," ##.## %","","","","","","","",""
"2020-07-25","","","","","","","","","","","","","","","",""," 37.93 %","","","","","  2.92 %","","","","","","",""," 44.18 %","","","","","","","","",""
"2020-07-26","","",""," 55.96 %"," 53.95 %"," 45.21 %"," ##.## %"," 83.57 %","",""," 88.30 %"," 26.26 %"," 21.12 %"," ##.## %"," 14.25 %"," 64.71 %"," 44.40 %"," ##.## %"," 32.92 %"," 74.29 %"," 24.09 %","  1.61 %"," 97.66 %"," 40.85 %",""," 40.07 %"," 50.89 %"," 55.93 %"," 83.53 %"," 51.32 %"," ##.## %","",""," ##.## %"," 78.44 %"," ##.## %"," 63.32 %"," 34.27 %"," 19.87 %"
"2020-07-27","","","","","","","","","","","","",""," ##.## %","","","","",""," 63.44 %","","  1.28 %"," 96.63 %","","","","","","","","","","","","",""," 61.40 %","",""
"2020-07-28","","","","","","","","","","","","","","","","","","","",""," 33.42 %","  1.37 %","","","","","","","","","","","","","","","","",""
"2020-07-29","","","","","","",""," 82.94 %","","","","","","","","","","",""," 63.44 %"," 37.07 %","  1.24 %","","","","","","","","","","","","","",""," 30.35 %","",""
"2020-07-30","","","","","","","","","",""," 85.38 %","","","","","","","","",""," 42.18 %","  1.11 %","","","","","","",""," 54.26 %","","","",""," 76.87 %","","","",""
"2020-07-31","","","","","","",""," 34.20 %","","","","",""," 36.14 %","","","",""," 30.48 %"," 16.62 %"," 46.10 %","  1.87 %","","","","","","",""," 55.64 %","","","",""," 76.09 %","","","",""
"2020-08-01","","","","","","",""," 15.73 %","","","","",""," 21.22 %","",""," 44.24 %","","","","","  2.01 %","","","","","","","","","","","",""," 21.50 %","","","",""
"2020-08-02","","","","","","","","","","","","","","","","","","",""," 16.62 %","","  1.93 %",""," 20.85 %","","","","","","","","","","","",""," 30.35 %","",""
"2020-08-03","","","","","","","","","","","","",""," 25.25 %","","","","","",""," 25.12 %","  1.97 %","","","","","","",""," 14.31 %","","",""," ##.## %","",""," 15.16 %","",""
"2020-08-04","","",""," 55.35 %"," 55.14 %"," 49.17 %"," ##.## %"," 21.07 %"," 84.15 %"," 52.26 %"," 27.60 %"," 32.17 %"," 29.88 %"," 11.97 %"," 18.13 %"," 76.00 %"," 24.54 %"," ##.## %"," 35.48 %","  9.92 %"," 19.91 %","  2.26 %"," ##.## %"," 10.20 %",""," 43.63 %"," 57.94 %"," 41.70 %"," 86.45 %"," 17.92 %"," ##.## %","",""," ##.## %"," 22.05 %"," 86.19 %"," 21.80 %"," 18.54 %"," 19.87 %"
"2020-08-05","","","","","","",""," 10.77 %","",""," 20.95 %","",""," 13.75 %","","","","","",""," 17.69 %","  2.32 %","","","","","","",""," 12.11 %","","","","","",""," 21.80 %","",""
"2020-08-06","","","","","","",""," 12.51 %","","","","",""," 12.88 %","","","","",""," 10.89 %","","  2.51 %",""," 10.20 %","","","","",""," 10.72 %","","","","","",""," 23.10 %","",""
"2020-08-07","","","","","","",""," 12.59 %","","","",""," 29.64 %"," 10.73 %","","","","","",""," 15.46 %","  2.66 %","","",""," 20.61 %","","",""," 10.60 %","","","","","","","","",""
"2020-08-08","","","","","","",""," 14.03 %","","","","","","  7.93 %","","","","","","","","  2.47 %","","",""," 20.61 %","","","","  8.79 %"," 42.33 %","","","","",""," 23.10 %","",""
"2020-08-09","","","","","","","","","","","","","","  4.19 %","","","","",""," 11.95 %"," 11.54 %","  2.06 %","","","","","",""," 86.45 %","","","","","","",""," 23.10 %","",""
"2020-08-10","","","","","","","","","","","","","","  4.46 %","","","","","",""," 11.22 %","  2.04 %","","","","","","","","  6.48 %","","","",""," 12.66 %","","","",""
"2020-08-11","","","","","","","","  5.62 %","","","","","","  5.20 %","","","","","","","","  1.91 %"," 22.38 %","","","","","","","","","","","","","","  3.10 %","",""
"2020-08-12","","",""," 64.25 %"," 62.31 %"," 66.62 %"," ##.## %"," 12.51 %"," 84.00 %"," 55.27 %"," 31.02 %"," 47.06 %"," 29.90 %"," 11.81 %"," 22.72 %"," 82.20 %"," 22.89 %"," ##.## %"," 44.31 %"," 18.49 %"," 11.26 %","  2.61 %"," 19.44 %"," 23.72 %",""," 20.61 %"," 75.23 %"," 56.77 %"," 26.55 %","  9.11 %"," 30.52 %","",""," ##.## %"," 21.09 %"," 78.36 %"," 13.93 %"," 27.71 %"," 19.72 %"
"2020-08-13","","","","","",""," 51.64 %"," 12.63 %","","","","",""," 11.63 %","","","","","",""," 11.54 %","  2.69 %",""," 19.91 %","",""," 47.70 %","","","","","","","","","","","",""
"2020-08-14","","","","","","","","","","","","",""," 12.91 %",""," 78.45 %",""," 21.54 %","",""," 10.30 %","  3.11 %"," 15.99 %","","","","","","","  8.29 %","","","","","","","","",""
"2020-08-15","","","","","",""," 39.77 %","","",""," 16.61 %","",""," 10.86 %","","",""," 14.91 %","","","","  2.97 %",""," 19.91 %","","","","","","  7.04 %","","","","","","","","",""
"2020-08-16","","",""," 64.25 %","","",""," 11.08 %","",""," 16.61 %","","","  9.54 %","","","","","","","","  2.77 %","","","","  4.29 %","","","","","","",""," 29.33 %","","","","",""
"2020-08-17","","","","","","",""," 10.84 %","",""," 10.08 %","","","  3.93 %","",""," 20.62 %","","",""," 11.44 %","  1.98 %","","","","","","","","","","","","","",""," 12.63 %"," 27.54 %",""
"2020-08-18","","","","","","",""," 12.06 %","","","","","","  4.00 %","","","","","","","  9.46 %","  2.01 %",""," 13.52 %","","","","","","","","","","","","","","",""
"2020-08-19","","","","","","","","  6.07 %","","","","","","  3.41 %","",""," 13.69 %"," 11.90 %",""," 19.24 %","","  1.59 %",""," 13.52 %","","","","","","  6.00 %","","","","","","","","",""
"2020-08-20","","","",""," 20.05 %","","","","","","",""," 25.32 %","  3.41 %","","","","","","","  5.30 %",""," 15.99 %","   .00 %","","","","","","","","","","","","","","",""
"2020-08-21","","","",""," 12.72 %","","","  4.86 %","","","",""," 18.83 %","  3.39 %","","","","  7.57 %","","","  4.23 %","  1.69 %","","","","","","","","","","","","","","","","",""
"2020-08-22","","","","","","","","  3.97 %","","","","","","  2.39 %","","","","",""," 11.59 %","  3.13 %","  1.77 %","","","","","","","","","","","",""," 18.41 %","","","",""
"2020-08-23","","",""," 64.25 %","","","","  3.35 %","","","","","","  1.27 %","","","",""," 40.27 %","","  1.99 %","  1.59 %","","   .00 %","","","","","",""," 30.52 %","","","","","","","",""
"2020-08-24","","","","","","","","  2.69 %"," 82.57 %","","","","","  1.11 %","","","","",""," 11.39 %","","  1.54 %"," 10.91 %","   .00 %","","   .00 %","","","","  4.69 %","","","","","","","","",""
"2020-08-25","","",""," 10.37 %","","","","  2.41 %","","","","","","  1.53 %","",""," 13.69 %","",""," 11.03 %","  1.79 %","  1.68 %","  1.46 %","","","",""," 54.67 %","",""," 20.34 %","","","","","","","",""
"2020-08-26","","","","","","","","  2.31 %","","","","","  9.64 %","  1.50 %","","","  7.33 %",""," 13.91 %","  3.70 %","  2.39 %","  1.72 %","","   .00 %","",""," 33.84 %","","","   .74 %","  6.94 %","",""," 13.80 %","",""," 12.63 %","",""
"2020-08-27","","","","  8.90 %","","","","","",""," 10.08 %","","","  1.95 %","","","","  1.59 %","","  3.68 %","","  1.80 %","","","","","","","","","","","","","","","","",""
"2020-08-28","","","","","","","","  2.95 %","","","","","","  2.42 %","","","   .00 %","  3.39 %","","  3.69 %","  1.74 %","  1.99 %","","","","","","","","","","",""," 13.80 %","",""," 12.63 %","",""
"2020-08-29","","","","","","","","  2.97 %","","","","","","  2.47 %","","","","","","  3.56 %","","  1.95 %","","","","","","","","","","","","","",""," 10.82 %",""," 18.54 %"
"2020-08-30","","","","","","","","  2.79 %",""," 49.91 %","","","","","","","   .00 %","","","  3.45 %","","  1.87 %","","","","","","","","  1.18 %","","","","","","","","",""
"2020-08-31","","","","","","","","  2.86 %","","","","","","  2.05 %","","","  1.96 %","","","  3.58 %","","  1.95 %","","","","","","","","","","",""," 11.68 %","","","   .00 %","",""
"2020-09-01","","","","","","","","  2.92 %","","",""," 46.85 %","","  2.01 %","","","",""," 13.91 %","  2.86 %","","  2.01 %","","   .00 %","","","","","","","  6.94 %","","","","","","","",""
"2020-09-02","","","","  8.21 %","","","","","","","   .00 %","","","  2.24 %","","","","","","","","  2.22 %","","   .00 %","","","","","","  2.29 %","","","","","","","","",""
"2020-09-03","","","","","  8.77 %","","","  2.92 %","","","","","","  2.37 %","","","",""," 11.45 %","","","  2.37 %","","","","","","","","","   .00 %","","","   .00 %","","","","",""
"2020-09-04","","","","","","","","","","","","","","  2.22 %","","","","","  2.62 %","  2.05 %","  2.31 %","  2.47 %","","  3.42 %","","   .00 %","","","","  2.29 %","","","","   .00 %","","","   .00 %"," 24.40 %",""
"2020-09-05","","","","","",""," 24.39 %",""," 81.24 %","","   .00 %","","","","","","","  3.39 %","","  1.42 %","  2.94 %","  2.41 %","","","",""," 28.21 %","","","","","","","   .00 %","","","","",""
"2020-09-06","","","","","","","","","","","","","","  2.54 %","","","","","  4.26 %","","","  2.22 %","","","","","","","","","","","","","","","","",""
"2020-09-07","","","","","","","","","","","","","","  2.66 %","","","","","","  1.51 %","","  2.00 %","","","",""," 22.18 %","","","","","","","","","","","",""
"2020-09-08","","","","","",""," 14.37 %","  2.33 %","","",""," 25.61 %","","  2.43 %","","","","","  4.26 %","  1.28 %","","  1.95 %","","","","","","","","","","","","","","",""," 17.30 %",""
"2020-09-09","","","","","","","","","","","","","","  2.28 %","","","","","","  1.83 %","","  1.90 %","","","","","  5.54 %","","","","","","","","","","","",""
"2020-09-10","","","","","","","","","","","","","","  2.36 %","","","","","","  2.51 %","","  1.83 %","","","","","  8.68 %","","","","","","","","","","","",""
"2020-09-11","","","","","","","","","","",""," 30.61 %","","  2.49 %","","","","","","  3.22 %","","  1.92 %","","","","","","","","","","","","","","","","",""
"2020-09-12","","","","","","","","","","","","","","  2.20 %","","","","","","  3.09 %","","  1.82 %","","","",""," 10.06 %","","","","","","","","","","","",""
"2020-09-13","","","","","","","","","","","","","","","","","","","","  2.96 %","","  1.62 %","","","","","  8.73 %","","","","","","","","","","","",""
"2020-09-14","","","","","","","","","","","","","","  2.22 %","","","  2.86 %","","","  3.01 %","","  1.53 %","","","","","  8.64 %","","","","","","","","","","","",""
"2020-09-15","","","","","","","","","","","","","","  2.24 %","","","","","","  2.90 %","","  1.50 %","","","","","  8.30 %","","","","","","","","","","","",""
"2020-09-16","","","","","","","","","","","","","","  2.15 %","","","  4.02 %","","","  2.70 %","","  1.46 %","","","","","","","","","","","","","","","","",""
"2020-09-17","","","","","","","","","","","","","","","","","","","","  2.53 %","","  1.34 %","","","","","","","","","","","","","","","","",""
"2020-09-19","","","","","","","","","","","","","","","","","  5.22 %","","","  2.69 %","","  1.39 %","","","","","  6.78 %","","","","","","","","","","","",""
"2020-09-20","","","","  8.21 %","","","",""," 11.24 %","","","","","  1.71 %","","","  5.22 %","","  4.26 %","  2.43 %","","  1.27 %","","","","","",""," 22.61 %","","","","","","","","   .00 %","",""
