"date","Uttarakhand/Almora","Uttarakhand/Bageshwar","Uttarakhand/Chamoli","Uttarakhand/Champawat","Uttarakhand/Dehradun","Uttarakhand/Haridwar","Uttarakhand/Nainital","Uttarakhand/Pauri Garhwal","Uttarakhand/Pithoragarh","Uttarakhand/Rudraprayag","Uttarakhand/Tehri Garhwal","Uttarakhand/Udham Singh Nagar","Uttarakhand/Uttarkashi"
"2020-05-25","","","   .00 %",""," 33.33 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %",""
"2020-05-26","   .00 %","","","","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %",""
"2020-05-27","   .00 %","","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %",""
"2020-05-28","   .00 %","","","","   .00 %","   .00 %","   .00 %","","","","   .00 %","",""
"2020-05-29","   .00 %","   .00 %","","","-25.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-05-30","","","","","   .00 %","   .00 %","   .00 %","","","","   .00 %","",""
"2020-05-31","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-06-01","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %"
"2020-06-02","   .00 %","   .00 %","   .00 %","   .00 %"," 33.33 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %",""
"2020-06-03","","","   .00 %",""," 25.00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %",""
"2020-06-04","   .00 %","   .00 %","","   .00 %"," 40.00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %"
"2020-06-05","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %",""
"2020-06-06","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %"
"2020-06-07","   .00 %","   .00 %","","   .00 %"," 28.57 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %"
"2020-06-08","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %",""
"2020-06-09","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %"
"2020-06-10","   .00 %","","   .00 %","   .00 %"," 22.22 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-06-11","","","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-06-12","   .00 %","","   .00 %","   .00 %"," 27.27 %","   .00 %",""," ##.## %","","   .00 %","   .00 %","   .00 %",""
"2020-06-13","","","   .00 %","   .00 %"," 14.29 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-06-14","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","","   .00 %"," ##.## %","   .00 %"
"2020-06-15","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-06-16","   .00 %","","","","   .00 %","   .00 %"," ##.## %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %"
"2020-06-17","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-06-18","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %"
"2020-06-19","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","",""
"2020-06-20"," ##.## %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-06-21","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","","   .00 %"
"2020-06-22","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %",""
"2020-06-23","   .00 %","   .00 %","   .00 %","   .00 %","  6.25 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %"," 50.00 %","   .00 %"
"2020-06-24","   .00 %","   .00 %","   .00 %","   .00 %"," 17.65 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %",""
"2020-06-25","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %"
"2020-06-26","   .00 %","   .00 %","   .00 %","   .00 %","  5.00 %","","   .00 %","","","","","   .00 %","   .00 %"
"2020-06-27","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-06-28","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"," 50.00 %","   .00 %","","   .00 %","   .00 %","   .00 %",""
"2020-06-29","   .00 %","   .00 %","   .00 %","","  4.76 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-06-30","","   .00 %","   .00 %","   .00 %","  9.09 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-07-01","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %"
"2020-07-02","   .00 %","   .00 %","","","  4.17 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-07-03","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %",""
"2020-07-04","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %"
"2020-07-05","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %"
"2020-07-06","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %",""
"2020-07-07","   .00 %","   .00 %","   .00 %","   .00 %","  4.00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %"
"2020-07-08","   .00 %","","   .00 %","   .00 %","  3.85 %","   .00 %"," 33.33 %"," 33.33 %","   .00 %","","","   .00 %","   .00 %"
"2020-07-09","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %"
"2020-07-10","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %"
"2020-07-11","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %",""
"2020-07-12","","   .00 %","","   .00 %","   .00 %","   .00 %"," 25.00 %","   .00 %","","","   .00 %","   .00 %","   .00 %"
"2020-07-13","   .00 %","","   .00 %","","  3.70 %","   .00 %"," 20.00 %","   .00 %","","","   .00 %","   .00 %",""
"2020-07-14","","","","","   .00 %","   .00 %"," 16.67 %","   .00 %","","","   .00 %","   .00 %","   .00 %"
"2020-07-15","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %"
"2020-07-16","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %",""
"2020-07-17","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","",""," 33.33 %","   .00 %"
"2020-07-18","   .00 %","   .00 %","","   .00 %","  3.57 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-07-19","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %"
"2020-07-20","   .00 %","","   .00 %","","  6.90 %","   .00 %","   .00 %","   .00 %","","","   .00 %"," 25.00 %","   .00 %"
"2020-07-21","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %"
"2020-07-22","   .00 %","","   .00 %","   .00 %","  6.45 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %"
"2020-07-23","   .00 %","","   .00 %","","  3.03 %","   .00 %"," 14.29 %","","   .00 %","","   .00 %","   .00 %","   .00 %"
"2020-07-24","   .00 %","","","   .00 %","  5.88 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-07-25","   .00 %","   .00 %","","   .00 %","  2.78 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %"
"2020-07-26","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-07-27","   .00 %","","   .00 %","","  2.70 %","   .00 %"," 12.50 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %"
"2020-07-28","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," ##.## %"," 22.22 %","","","","   .00 %"," 16.67 %","   .00 %"
"2020-07-29","   .00 %","","","   .00 %","  2.63 %","   .00 %","  9.09 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %"
"2020-07-30","   .00 %","   .00 %","   .00 %","   .00 %","  5.13 %","   .00 %"," 16.67 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %"
"2020-07-31","   .00 %","   .00 %","   .00 %","","  7.32 %","   .00 %","  7.14 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-08-01","   .00 %","   .00 %","","   .00 %","  4.55 %","   .00 %","  6.67 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-08-02","   .00 %","","   .00 %","","  4.35 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 14.29 %","   .00 %"
"2020-08-03","   .00 %","","","   .00 %","  4.17 %","   .00 %"," 12.50 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-08-04","   .00 %","","   .00 %"," ##.## %","  4.00 %","   .00 %"," 11.11 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-08-05","   .00 %","   .00 %","   .00 %","   .00 %","  3.85 %","   .00 %","  5.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-08-06","   .00 %","   .00 %","   .00 %","   .00 %","  7.41 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-08-07","","","   .00 %","   .00 %","  8.62 %"," ##.## %","  9.52 %","   .00 %","   .00 %","   .00 %","   .00 %"," 12.50 %","   .00 %"
"2020-08-08","","   .00 %","   .00 %","   .00 %","  7.94 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-08-09","   .00 %","   .00 %","   .00 %","   .00 %"," 10.29 %"," 25.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-08-10","   .00 %","   .00 %","   .00 %","   .00 %","  5.33 %","   .00 %"," 17.39 %","   .00 %","   .00 %","   .00 %","   .00 %"," 11.11 %","   .00 %"
"2020-08-11","   .00 %","   .00 %","   .00 %","   .00 %","  1.27 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 10.00 %","   .00 %"
"2020-08-12","   .00 %","   .00 %","   .00 %","   .00 %","  1.25 %"," 60.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-08-13","   .00 %","   .00 %","   .00 %","   .00 %","  1.23 %"," 25.00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-08-14","   .00 %","   .00 %","   .00 %","   .00 %","  1.22 %","   .00 %","  3.70 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %"
"2020-08-15","   .00 %","","   .00 %","   .00 %","  1.20 %"," 20.00 %","  3.57 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-08-16","   .00 %","   .00 %","   .00 %","   .00 %","  1.19 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %"
"2020-08-17","","   .00 %","   .00 %","   .00 %","  2.35 %"," 16.67 %","  6.90 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-08-18","   .00 %","   .00 %","   .00 %","   .00 %","  4.60 %"," 14.29 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-08-19","","   .00 %","   .00 %","   .00 %","  3.30 %"," 31.25 %"," 19.35 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-08-20","   .00 %","   .00 %","   .00 %","   .00 %","  3.19 %","  9.52 %","  8.11 %","   .00 %","","","   .00 %","  9.09 %",""
"2020-08-21","   .00 %","   .00 %","   .00 %","   .00 %","  2.06 %"," 13.04 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-08-22","   .00 %","   .00 %","   .00 %","   .00 %","  1.01 %","  3.85 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  8.33 %","   .00 %"
"2020-08-23","   .00 %","   .00 %","   .00 %","   .00 %","  1.00 %","  3.70 %","  2.50 %","   .00 %","   .00 %","   .00 %","   .00 %","  7.69 %"," ##.## %"
"2020-08-24","   .00 %","   .00 %","   .00 %","   .00 %","  1.98 %","  7.14 %","  4.88 %","   .00 %","","   .00 %","   .00 %","  7.14 %","   .00 %"
"2020-08-25","   .00 %","   .00 %","","   .00 %","  1.94 %"," 10.00 %","  2.33 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-08-26","   .00 %","   .00 %","   .00 %","   .00 %","  1.90 %","  6.06 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 13.33 %","   .00 %"
"2020-08-27","   .00 %","   .00 %","   .00 %","   .00 %","  5.61 %","  5.71 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.88 %","   .00 %"
"2020-08-28","   .00 %","   .00 %","   .00 %","   .00 %","  5.31 %","  8.11 %","  2.27 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.56 %","   .00 %"
"2020-08-29","   .00 %","   .00 %","   .00 %","   .00 %","  5.04 %","  2.50 %","  2.22 %"," 25.00 %","   .00 %","   .00 %","   .00 %"," 10.53 %","   .00 %"
"2020-08-30","   .00 %","   .00 %","   .00 %","   .00 %","  2.40 %","  4.88 %","  2.17 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.76 %","   .00 %"
"2020-08-31","   .00 %","   .00 %","   .00 %","   .00 %","  2.34 %","  4.65 %"," 10.64 %","   .00 %","   .00 %","   .00 %","   .00 %","  9.09 %","   .00 %"
"2020-09-01","   .00 %","   .00 %","   .00 %","   .00 %","  4.58 %","  2.22 %","  1.92 %","   .00 %","","   .00 %","   .00 %"," 12.50 %","   .00 %"
"2020-09-02","   .00 %","   .00 %","   .00 %","   .00 %","  4.38 %","  4.35 %","  1.89 %"," 20.00 %","   .00 %","   .00 %","   .00 %","  3.70 %","   .00 %"
"2020-09-03","   .00 %","   .00 %","   .00 %"," 50.00 %","  2.80 %","  2.08 %","   .00 %"," 16.67 %","   .00 %","   .00 %","   .00 %","  7.14 %","   .00 %"
"2020-09-04","   .00 %","   .00 %","   .00 %","   .00 %","  4.08 %","  2.04 %","  5.56 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.67 %","   .00 %"
"2020-09-05","   .00 %","   .00 %","   .00 %","   .00 %","  6.54 %","  6.00 %","  8.77 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-09-06","   .00 %","   .00 %","   .00 %","","  4.29 %","  1.89 %","  1.61 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.12 %"," 50.00 %"
"2020-09-07","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.76 %","   .00 %","   .00 %","   .00 %","   .00 %"," 12.12 %","   .00 %"
"2020-09-08","   .00 %","   .00 %","   .00 %","   .00 %","  3.53 %","  1.85 %","  3.03 %"," 42.86 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-09-09","   .00 %","   .00 %","   .00 %","-33.33 %","  2.84 %","  5.45 %","  4.41 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.41 %","   .00 %"
"2020-09-10","   .00 %","   .00 %","   .00 %","   .00 %","  1.66 %","  1.72 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.56 %","   .00 %"
"2020-09-11","   .00 %","   .00 %","   .00 %","   .00 %","  2.17 %","  6.78 %","   .00 %","   .00 %"," 50.00 %","   .00 %","   .00 %","  5.00 %","   .00 %"
"2020-09-12"," 50.00 %","   .00 %","   .00 %","   .00 %","  3.72 %","   .00 %","  1.41 %","   .00 %"," 33.33 %","   .00 %","   .00 %","  7.14 %"," 33.33 %"
"2020-09-13","   .00 %","   .00 %","   .00 %","   .00 %","  2.56 %","  4.76 %","  4.17 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.22 %","   .00 %"
"2020-09-14"," 33.33 %","   .00 %","   .00 %","   .00 %","  3.50 %","  4.55 %","  4.00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.17 %","   .00 %"
"2020-09-15","   .00 %","   .00 %","   .00 %","   .00 %","  3.38 %","   .00 %","  1.28 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.13 %","   .00 %"
"2020-09-16","   .00 %","   .00 %","   .00 %","   .00 %","  2.80 %","  1.45 %","  1.27 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.08 %","   .00 %"
"2020-09-17","   .00 %"," ##.## %","   .00 %","   .00 %","  4.55 %","   .00 %","   .00 %"," 10.00 %","   .00 %","   .00 %","   .00 %","  2.04 %","   .00 %"
"2020-09-18","   .00 %","   .00 %","   .00 %","   .00 %","  1.30 %","  1.43 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-09-19","   .00 %"," 50.00 %","   .00 %","   .00 %","   .86 %","  1.41 %"," 11.25 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.00 %","   .00 %"
"2020-09-20"," 25.00 %","   .00 %","   .00 %","   .00 %","  1.70 %","  2.78 %","  4.49 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.96 %"," 25.00 %"
"2020-09-21","   .00 %","   .00 %","   .00 %","   .00 %","  2.93 %","  1.35 %","  3.23 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-09-22","   .00 %"," 33.33 %","   .00 %","   .00 %","  2.03 %","  1.33 %","  1.04 %","  9.09 %","   .00 %","   .00 %","   .00 %","  1.92 %"," 20.00 %"
"2020-09-23","   .00 %"," 25.00 %","   .00 %"," 50.00 %","  2.79 %","  3.95 %","  1.03 %"," 25.00 %","   .00 %","   .00 %","   .00 %","  1.89 %","   .00 %"
"2020-09-24","   .00 %","   .00 %","   .00 %"," 33.33 %","  1.55 %","  2.53 %","  4.08 %","   .00 %","   .00 %","   .00 %"," 50.00 %","  1.85 %","   .00 %"
"2020-09-25","   .00 %","   .00 %","   .00 %","   .00 %","  2.67 %","  1.23 %","   .98 %"," 13.33 %","   .00 %","   .00 %","   .00 %","  3.64 %","   .00 %"
"2020-09-26","   .00 %","   .00 %","   .00 %","   .00 %","  3.35 %","  2.44 %","   .97 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","-16.67 %"
"2020-09-27","   .00 %","   .00 %","   .00 %","   .00 %","  1.80 %","  1.19 %","   .00 %","  5.88 %","   .00 %","   .00 %","   .00 %","  1.75 %","   .00 %"
"2020-09-28","   .00 %","   .00 %","   .00 %","   .00 %","   .71 %","  1.18 %","   .96 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.72 %"," 20.00 %"
"2020-09-29"," 40.00 %","   .00 %","   .00 %","   .00 %","  1.40 %","  1.16 %","  3.81 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-09-30"," 14.29 %","   .00 %","   .00 %","   .00 %","  1.73 %","  5.75 %","  2.75 %"," 11.11 %"," 25.00 %","   .00 %","   .00 %","  5.08 %","   .00 %"
