"date","Manipur/Bishnupur","Manipur/CAPF Personnel","Manipur/Chandel","Manipur/Churachandpur","Manipur/Imphal East","Manipur/Imphal West","Manipur/Jiribam","Manipur/Kakching","Manipur/Kamjong","Manipur/Kangpokpi","Manipur/Meitram","Manipur/Noney","Manipur/Pherzawl","Manipur/Senapati","Manipur/Tamenglong","Manipur/Tengnoupal","Manipur/Thoubal","Manipur/Ukhrul","Manipur/kasom khulem"
"2020-07-30","","","","","","1","","","","1","","","","","","","2","",""
"2020-07-31","","","","","","1","","","","1","","","","","","","3","",""
"2020-08-01","","","1","","","1","","","","1","","","","","","","3","",""
"2020-08-02","","","2","","","1","","","","1","","","","","","","3","",""
"2020-08-03","","","","","","1","","","","","","","","","","","3","",""
"2020-08-04","","","2","","","1","","","","","","","","","","","3","",""
"2020-08-05","","","2","","","1","","","","","","","","","","","3","",""
"2020-08-06","1","","","","","1","","","","1","","","","","","","3","",""
"2020-08-07","1","","3","","","1","","","","2","","","","","","","3","",""
"2020-08-08","1","","3","","1","1","","","","","","","","","","","3","",""
"2020-08-09","","","3","","1","1","","","","2","","","","","","","3","",""
"2020-08-10","","","3","","1","1","","","","2","","","","","","","3","",""
"2020-08-11","1","","","","2","1","","","","","","","","","","","3","",""
"2020-08-12","","","","","2","1","","","","","","","","","","","3","",""
"2020-08-13","1","","","","2","2","","","","","","","","","","","3","",""
"2020-08-14","1","","","","2","2","","","","","","","","","","","3","",""
"2020-08-15","1","","3","","2","2","","","","","","","","","","","3","",""
"2020-08-16","","1","","","2","3","","","","2","","","","","","","4","",""
"2020-08-17","","1","","","3","3","","","","","","","","","","","4","",""
"2020-08-18","1","1","","","3","4","","","","","","","","","","","4","",""
"2020-08-19","1","1","3","","3","4","","","","","","","","","","","4","",""
"2020-08-20","1","1","3","","3","4","","","","","","","","","","","4","",""
"2020-08-21","1","1","3","","3","6","","","","","","","","","","","4","",""
"2020-08-22","1","1","3","1","3","6","","","","","","","","","","","5","",""
"2020-08-23","1","1","3","","3","6","","","","","","","","","","","5","",""
"2020-08-24","1","1","","1","3","6","","","","","","","","","","","5","",""
"2020-08-25","1","1","3","1","3","6","","","","","","","","","","","5","",""
"2020-08-26","1","1","","1","3","7","","","","2","","","","","","","5","",""
"2020-08-27","1","1","3","1","3","7","","","","2","","","","","","","5","",""
"2020-08-28","1","1","4","1","4","7","","","","","","","","","","","5","",""
"2020-08-29","1","1","4","1","5","7","","","","","","","","","","","5","",""
"2020-08-30","1","1","4","1","5","7","","","","2","","","","","","","5","",""
"2020-08-31","1","1","4","1","5","7","","","","2","","","","","","","5","",""
"2020-09-01","1","1","","1","5","7","","","","2","","","","","","","6","",""
"2020-09-02","1","1","4","1","5","7","","","","","","","","","","","6","",""
"2020-09-03","2","1","4","1","6","7","","","","","","","","","","","7","",""
"2020-09-04","2","1","","","8","7","","","","","","","","","","","8","",""
"2020-09-05","2","1","","1","8","7","","","","2","","","","","","","9","",""
"2020-09-06","2","1","","1","9","7","","","","","","","","","","","10","",""
"2020-09-07","2","1","4","1","9","7","","","","2","","","","","","","10","",""
"2020-09-08","2","1","4","1","9","7","","","","","","","","","","","11","",""
"2020-09-09","2","1","","","9","7","","","","2","","","","","","","12","",""
"2020-09-10","2","1","","2","11","8","","","","","","","","","","","12","",""
"2020-09-11","2","1","4","2","11","8","","","","2","","","","","","","12","",""
"2020-09-12","2","1","4","2","11","8","","","","","","","","","","","13","",""
"2020-09-13","2","1","","3","11","8","","","","2","","","","","","","13","",""
"2020-09-14","2","1","4","3","11","8","","","","2","","","","","","","13","",""
"2020-09-15","2","1","","3","11","9","","","","","","","","","","","13","",""
"2020-09-16","2","1","","3","12","9","","","","2","","","","","","","13","",""
"2020-09-18","","1","","","","","","","","","","","","","","","","",""
"2020-09-19","2","1","","3","12","11","","","","","","","","","","","14","",""
"2020-09-20","2","1","","3","14","11","","","","2","","","","","","","14","",""
"2020-09-21","2","1","","3","14","13","","","","2","","","","","","","14","",""
"2020-09-22","2","1","4","3","14","14","","","","2","","","","","","","14","",""
"2020-09-23","2","1","4","3","14","15","","","","3","","","","","","","14","",""
