"date","Arunachal Pradesh/Anjaw","Arunachal Pradesh/Changlang","Arunachal Pradesh/East Kameng","Arunachal Pradesh/East Siang","Arunachal Pradesh/Kamle","Arunachal Pradesh/Kra Daadi","Arunachal Pradesh/Kurung Kumey","Arunachal Pradesh/Lepa Rada","Arunachal Pradesh/Lohit","Arunachal Pradesh/Longding","Arunachal Pradesh/Lower Dibang Valley","Arunachal Pradesh/Lower Siang","Arunachal Pradesh/Lower Subansiri","Arunachal Pradesh/Namsai","Arunachal Pradesh/Pakke Kessang","Arunachal Pradesh/Papum Pare","Arunachal Pradesh/Shi Yomi","Arunachal Pradesh/Siang","Arunachal Pradesh/Tawang","Arunachal Pradesh/Tirap","Arunachal Pradesh/Upper Dibang Valley","Arunachal Pradesh/Upper Siang","Arunachal Pradesh/Upper Subansiri","Arunachal Pradesh/West Kameng","Arunachal Pradesh/West Siang"
"2020-08-02","","0","0","7","","","","0","0","","0","","","5","","14","","","","1","","","","0",""
"2020-08-03","","1","0","0","","","","","7","0","1","1","","0","","50","","","","","","6","","0","0"
"2020-08-04","","0","1","7","","","","","2","","","0","","2","","12","","","9","9","","","","0",""
"2020-08-05","","1","6","15","","","","","4","","1","2","1","1","","54","","2","5","5","","8","","","0"
"2020-08-06","","5","9","1","","","","","0","","1","0","","0","","21","","","1","0","","-3","","0","0"
"2020-08-07","","14","1","2","","","","","7","0","1","0","","3","","25","","","10","13","","","","3",""
"2020-08-08","","46","0","0","","","","","","4","1","2","10","3","","27","","","0","2","","1","","0","8"
"2020-08-09","0","","0","25","","","","","","","","0","","4","","17","","","0","0","","0","","","6"
"2020-08-10","","33","13","3","","","","1","0","","0","2","0","17","","28","2","","2","1","","4","0","4",""
"2020-08-11","0","10","4","1","","","","","0","","2","4","3","1","","15","","","","2","","","","-3","3"
"2020-08-12","","5","2","0","","","","","0","1","0","6","","0","","7","","","0","","","0","","4","0"
"2020-08-13","","16","5","0","","","","","0","0","","6","","14","","3","","","2","12","","","0","0","1"
"2020-08-14","0","6","1","0","","","","","0","","0","0","","3","","14","","","7","0","","0","0","1","0"
"2020-08-15","","9","3","3","","","","","0","","1","","","0","","5","","","-2","0","","0","1","1","0"
"2020-08-16","","0","7","0","","","","0","","","0","3","","","","21","","0","0","2","","3","0","0","1"
"2020-08-17","0","8","30","0","","","","","5","","1","6","","3","","18","","","7","4","","0","","2","1"
"2020-08-18","","2","20","7","","","","1","1","1","","3","","5","","5","0","0","2","0","","","0","8","1"
"2020-08-19","0","6","11","12","","","","0","0","0","","2","0","4","","8","","","3","5","","0","1","21","0"
"2020-08-20","23","6","2","1","0","","","1","0","","3","5","1","1","","8","0","","2","","","1","-1","5","13"
"2020-08-21","","0","16","0","","","","","","","2","4","","0","0","3","","","0","2","","1","","4","0"
"2020-08-22","","","9","3","0","","","","36","2","1","9","","0","","22","","","8","3","","","0","7","3"
"2020-08-23","1","8","4","1","","","","4","33","","","0","0","","","9","","","0","0","","","5","3","1"
"2020-08-24","","11","4","2","","","","3","0","","3","0","","61","0","20","0","","0","1","","2","1","22",""
"2020-08-25","","1","1","0","","","","","15","0","1","0","","1","0","19","0","","1","1","","","8","31","2"
"2020-08-26","2","3","2","1","","","","0","0","","5","0","0","2","0","15","","","4","5","","0","12","4","0"
"2020-08-27","0","0","2","1","","","","2","0","","","0","","","0","23","0","","0","5","","1","15","9","0"
"2020-08-28","4","6","2","1","","","","0","","1","","5","","3","0","23","","2","5","0","","","29","7","0"
"2020-08-29","1","11","4","2","","","","","7","1","0","4","1","","0","4","3","0","1","3","","0","","3","0"
"2020-08-30","3","13","8","1","","","","","","","1","3","0","","","13","1","0","0","0","","1","15","9","0"
"2020-08-31","2","17","4","0","1","","","","1","","0","0","0","0","","35","0","","1","0","","","0","2","0"
"2020-09-01","1","5","4","6","1","","","","0","","0","1","","","","14","","","23","2","","0","7","22","8"
"2020-09-02","","4","","34","","","","0","0","2","0","2","1","0","2","23","","","2","2","","0","3","21","0"
"2020-09-03","","14","0","0","","","","3","2","0","0","5","0","4","11","39","0","","1","2","","1","6","3","0"
"2020-09-04","","16","","1","","","","2","8","0","0","2","0","3","8","29","0","","2","8","","5","6","23","0"
"2020-09-05","1","13","16","0","","","","0","8","0","0","1","6","0","","21","1","","3","6","","3","9","12","0"
"2020-09-06","4","0","3","11","","","","0","-5","0","","10","1","","","43","0","","0","1","","0","5","16","0"
"2020-09-07","0","13","5","4","","","1","","0","0","3","4","0","1","4","48","0","","14","12","","8","","1","6"
"2020-09-08","","22","0","0","","","0","0","0","3","1","12","0","0","","44","1","","12","6","","3","0","10","13"
"2020-09-09","","19","7","37","","2","2","3","2","","4","4","2","1","","26","2","37","4","0","","3","4","24","0"
"2020-09-10","1","12","9","12","","","0","0","2","0","0","1","1","4","","37","2","","6","0","","2","0","10","0"
"2020-09-11","","2","3","6","","","0","18","0","","0","0","0","0","2","57","","0","5","","","2","0","12","14"
"2020-09-12","4","16","","3","","","0","0","2","-1","2","","2","0","","49","","","5","33","","3","9","","0"
"2020-09-13","4","4","1","5","","","","8","0","10","2","1","2","1","0","67","3","","2","5","0","1","","2","5"
"2020-09-14","","4","1","8","","","","5","3","6","10","0","4","","0","49","1","0","0","7","","1","10","15","32"
"2020-09-15","-4","6","","4","","","2","2","6","10","9","1","0","0","0","57","1","","4","0","","1","1","13","14"
"2020-09-16","1","5","5","3","","","5","3","2","12","2","6","0","1","","63","","","5","0","","5","1","5","5"
"2020-09-17","23","5","0","13","","","3","1","13","14","2","5","4","0","","52","","","2","2","","0","0","38","3"
"2020-09-19","","4","9","17","","","0","2","0","0","4","","7","0","0","47","","","1","40","","3","2","12","26"
"2020-09-20","","6","1","19","","","3","5","2","1","10","4","11","","0","59","","","0","1","","6","","0","0"
"2020-09-21","1","10","0","40","","","3","0","","1","16","0","9","3","2","98","","1","1","1","","6","0","7","36"
"2020-09-22","0","35","1","15","","0","2","0","7","4","11","2","2","2","0","48","","","2","0","","2","0","2","0"
"2020-09-23","0","5","0","6","","1","1","2","13","7","8","3","6","0","0","45","","0","3","2","","8","0","0","15"
"2020-09-24","","17","1","6","","","1","2","1","7","16","","9","3","1","35","0","0","36","3","","2","3","0","25"
"2020-09-25","1","30","1","7","","","1","0","2","4","5","0","7","3","1","44","","1","8","2","1","0","1","20","20"
"2020-09-26","","13","3","12","0","","0","","","4","11","0","13","1","","71","","","15","4","","0","2","4","14"
"2020-09-27","11","1","","5","","0","0","1","2","1","3","8","10","0","","31","","","2","0","2","","1","5","15"
"2020-09-28","0","0","6","3","","","0","","0","4","0","0","5","5","0","46","","","2","3","","","1","17","5"
"2020-09-29","","11","","3","","","3","6","3","2","10","5","6","0","3","79","","0","0","3","","","5","3","9"
"2020-09-30","5","11","4","2","","0","13","0","8","5","6","12","0","0","12","44","","","0","0","","0","1","24","0"
"2020-10-01","1","8","3","9","","0","7","2","2","7","1","2","2","0","8","96","0","0","2","2","","3","1","2","1"
"2020-10-02","6","5","2","5","","","2","0","1","2","2","1","7","0","1","49","3","","10","0","","16","5","1","16"
"2020-10-03","0","14","0","16","0","","8","1","4","6","1","0","0","0","0","116","0","","5","3","","10","2","0","19"
"2020-10-04","","6","2","7","","","0","0","0","26","5","5","9","1","7","102","","2","0","0","","1","6","3","7"
"2020-10-05","7","21","4","7","","2","4","4","4","0","0","4","11","2","1","80","","0","1","23","","6","12","1","4"
"2020-10-06","0","15","1","21","","","","0","5","5","2","16","5","0","","78","","","10","1","","2","5","13","11"
"2020-10-07","2","7","1","2","1","","0","0","3","2","1","16","1","0","","383","","0","1","6","0","0","6","2","-3"
"2020-10-08","","9","10","16","","1","6","2","12","0","0","9","2","9","2","147","","","2","5","0","0","8","9","34"
"2020-10-09","","19","1","13","","0","4","","11","1","4","6","4","3","1","63","","0","6","11","0","0","6","0","45"
"2020-10-10","","26","0","10","","","","1","1","3","2","14","1","3","3","66","","4","9","7","","1","1","6","0"
"2020-10-11","","9","2","5","","","4","6","","5","0","2","4","6","1","128","1","","5","10","","2","","3","4"
"2020-10-12","0","15","3","7","0","21","7","2","3","1","5","3","3","5","0","55","","0","5","14","","5","12","1","4"
"2020-10-13","2","14","2","3","9","","5","4","12","5","3","1","9","0","4","40","","","2","4","","0","33","1","17"
"2020-10-14","1","15","1","4","0","","4","3","1","1","3","7","6","6","0","51","","0","6","0","","5","","1","6"
"2020-10-17","41","9","","18","0","1","2","11","4","0","6","0","4","1","","89","","0","","23","0","4","10","1","20"
"2020-10-18","","44","0","16","","","2","1","0","4","1","3","2","4","4","117","0","0","2","2","5","4","","8","18"
"2020-10-19","","31","1","9","2","","0","12","21","3","0","2","4","0","6","75","","2","1","0","3","4","25","2","25"
"2020-10-20","","8","0","13","","","0","8","8","2","1","","6","0","0","127","1","0","5","43","","2","0","2","29"
"2020-10-21","","10","2","7","","","","0","17","2","11","1","7","5","","64","","3","2","6","0","2","5","2","18"
"2020-10-22","2","16","3","8","2","","1","","47","4","6","0","5","3","1","46","","0","1","13","6","4","3","5","32"
"2020-10-23","2","13","","15","","","","5","42","2","2","","1","4","","84","0","4","0","2","","4","1","1","24"
"2020-10-24","","20","2","8","","","2","6","0","2","10","","6","","4","60","1","0","0","1","","6","6","5","29"
"2020-10-25","","26","","46","","","","2","","2","10","1","8","7","","30","","","0","10","","7","","5","16"
"2020-10-26","3","8","","35","4","0","2","4","8","2","24","0","6","9","4","58","","4","1","10","2","6","5","7","29"
"2020-10-27","2","2","2","19","1","3","","","1","2","5","","9","3","0","15","","","0","13","0","3","5","6","24"
"2020-10-28","","15","","14","2","0","","1","25","2","8","","0","2","0","56","","17","2","7","","3","24","3","2"
"2020-10-29","","1","1","5","","0","","2","20","2","4","","5","0","3","43","","","3","12","","7","0","11","24"
"2020-10-30","0","4","","30","0","","","","2","1","2","1","4","5","3","56","","8","0","0","1","7","4","2","24"
"2020-10-31","1","7","1","14","0","","","4","1","0","24","1","3","11","0","66","1","","9","5","","10","1","6","17"
"2020-11-01","","5","1","23","","","","0","","4","5","","","10","4","29","1","0","3","3","","4","0","0","22"
"2020-11-02","0","11","","2","","","0","0","1","","2","","0","2","0","111","","","0","4","","8","4","2","18"
"2020-11-03","","3","","3","1","","0","2","18","1","0","0","2","0","0","48","0","","0","4","","15","","20","12"
"2020-11-04","0","2","","2","","","","0","28","1","2","1","0","5","","38","0","4","5","0","","5","8","1","3"
"2020-11-05","","4","","8","","0","0","5","7","2","1","","1","8","","31","0","","","0","","7","5","3","26"
"2020-11-06","0","5","","2","","","","5","1","4","7","0","5","1","1","31","0","13","","6","2","1","5","3","7"
"2020-11-07","5","3","","7","","","","0","3","3","2","","12","14","1","38","0","","8","0","","3","","2","5"
"2020-11-08","0","1","","12","","","","1","3","1","7","","2","0","2","33","0","","4","2","","3","","16","9"
"2020-11-09","1","2","0","","","1","5","1","6","1","4","0","1","0","","41","0","","3","1","","6","6","2","4"
"2020-11-10","0","0","","11","1","","","2","9","1","0","","8","0","1","28","0","","9","6","","4","0","3","2"
"2020-11-11","1","6","","1","1","","","2","","0","4","","","7","0","30","0","6","7","0","","","2","5","3"
"2020-11-12","","0","1","15","1","","","7","3","1","0","1","12","","5","16","","","","3","","5","0","9","9"
"2020-11-13","1","","","7","0","","","0","","1","9","","2","12","1","33","7","1","6","1","","1","3","8","12"
"2020-11-14","","9","","8","","","1","2","1","3","4","","4","6","","45","","2","","3","","7","0","2","5"
"2020-11-15","","4","","2","","","","","","0","5","1","4","","","28","4","","0","","","3","","22","6"
"2020-11-16","3","3","","6","","3","0","1","2","1","14","","","8","2","22","","","","6","","0","8","3","6"
"2020-11-17","","","","10","","","","9","","","1","","","","0","19","0","","0","7","","3","","3","4"
"2020-11-18","2","3","","4","","","1","0","0","","13","","1","","0","19","12","1","1","1","","11","","2",""
"2020-11-19","2","9","","18","","","","1","2","1","0","","0","","","28","11","0","0","0","","1","5","7","0"
"2020-11-20","1","5","1","8","","","","","","","3","","2","","2","32","7","","1","3","","0","3","1","1"
"2020-11-21","3","5","","3","","0","0","3","0","","5","0","","","1","21","11","0","1","1","","4","2","6","1"
"2020-11-22","","0","","","","","","7","","1","6","0","","","","19","0","","","0","","","1","1","0"
"2020-11-23","3","1","","9","1","","","6","","","2","","","2","","19","4","","5","6","","1","","5","0"
"2020-11-24","0","1","","6","","","","8","","0","2","2","1","1","0","20","3","","1","0","","0","","10","0"
"2020-11-25","1","7","","","","","","1","5","1","0","","0","2","","25","6","0","0","","","5","0","13",""
"2020-11-26","0","","0","11","","","0","0","1","","4","0","","3","","27","","","","0","","9","2","11","4"
"2020-11-27","0","3","","","","","","0","","","1","","","6","1","15","","","2","0","","2","4","4","3"
"2020-11-28","","1","","6","","0","","0","1","","6","0","0","0","1","18","1","","1","1","","1","","15","1"
"2020-11-29","","3","","","","","","4","1","","2","","2","1","","14","","0","1","","","4","2","7",""
"2020-11-30","","3","","12","","","1","2","1","","2","2","1","","","17","","","2","0","","1","","2","1"
"2020-12-01","1","9","","7","","","","1","","","1","","","","","17","","","1","2","","","","6",""
"2020-12-26","","1","","3","","","","1","","2","2","","","","","4","4","","5","","","","","1",""
"2020-12-27","","1","","4","","","","","","","","","","","","6","","4","11","","","","","0",""
"2020-12-28","","","","2","","","","","2","","3","","","1","","6","","","0","2","","","1","","1"
"2020-12-29","","","","1","","","","1","0","","3","","","","","2","","","6","","","","","3","1"
"2020-12-30","","1","","1","","","","","","","","","","","","7","","","0","2","","","","",""
"2020-12-31","","","","0","","","","","0","","","","","0","","3","","","9","","","1","","2",""
"2021-01-01","","","","","","","","","","","","1","","","","1","","","","","","","","",""
"2021-01-02","","","","0","","","","0","","1","1","","","","","5","","","3","","","","","0",""
"2021-01-03","","","","1","","","","0","","","","","","1","","","","","4","","","","","1",""
"2021-01-04","","1","","3","","","","0","","","","","","3","","5","","1","0","","","","","1","1"
"2021-01-05","","","","4","","","","","0","","","","","","0","4","","","3","","","","","",""
"2021-01-06","","0","","0","","","","0","","","","","","","","0","","","0","","","","","",""
"2021-01-07","","","","0","","","","","","","","","","","","7","","","","0","","","","5","1"
"2021-01-08","","","","0","","","","0","1","","2","","","","0","2","","","4","","","","","",""
"2021-01-09","","","","2","","","","1","2","1","","","","","","3","","","7","","","","","",""
"2021-01-10","","","","1","","","","0","","","","0","","","","2","","","","","","","","",""
"2021-01-11","","0","","0","","","","1","0","","","","","","","3","","","3","","","","","1",""
"2021-01-12","","0","","1","","","","2","","","","","","1","","3","","","0","","","","","0",""
"2021-01-13","","","","","","","","","","","","","","","","0","","","4","","","","","",""
"2021-01-14","","","","4","0","","","","","","","","","","","1","","","","","","","","0",""
"2021-01-15","","1","","1","","","","3","","","","","","","1","1","","","1","","","","","",""
"2021-01-16","","","","3","","","","","","","","","","","","3","","","","1","","","","1",""
"2021-01-17","","","","2","","","","","1","","","","","","","3","","","1","","","","","0",""
"2021-01-18","","","","1","","","","","","","","1","","","","","","","","","","","","",""
"2021-01-19","","0","","","","","","","","","","","","","2","3","","","1","","","","","2",""
"2021-01-20","","3","","","","","","","","","","","","","","2","","","","1","","","","",""
"2021-01-21","","1","","1","","","","1","","","","","","","","4","","","1","","","","","1",""
"2021-01-22","","","","","","","","0","","","","","","","","1","","","1","","","","","",""
