"date","Andaman and Nicobar Islands","Andhra Pradesh","Arunachal Pradesh","Assam","Bihar","Chandigarh","Chhattisgarh","Delhi","Goa","Gujarat","Haryana","Himachal Pradesh","Jammu and Kashmir","Jharkhand","Karnataka","Kerala","Madhya Pradesh","Maharashtra","Manipur","Meghalaya","Mizoram","Nagaland","Odisha","Puducherry","Punjab","Rajasthan","Sikkim","Tamil Nadu","Telangana","Tripura","Uttar Pradesh","Uttarakhand","West Bengal"
"2020-03-21","","","","","","",""," ##.## %","","","","","","","","","","-63.69 %","","","","","","","","-99.96 %","","","-33.23 %","","-99.96 %","",""
"2020-03-22","","","","","","",""," 53.89 %","","","","","","",""," 80.10 %","","-41.24 %","","","","","","","","-87.65 %","",""," -1.24 %","","-79.96 %","",""
"2020-03-23","","","","","","",""," ##.## %","","-83.62 %","-99.99 %","","","",""," 80.11 %","","-41.24 %","","","","","","","","-87.65 %","","-50.00 %"," -1.24 %","","-79.96 %","",""
"2020-03-24","","-89.95 %","","","","","","","","-83.60 %","-99.93 %","","-99.93 %","",""," 81.12 %","","-41.22 %","","","","","","","-74.28 %","","","-49.99 %"," -1.05 %","","-79.96 %","",""
"2020-03-25","","-89.98 %","","","","",""," ##.## %","","-83.60 %","-99.92 %","","-99.94 %","","-59.94 %"," 81.17 %","","-41.22 %","","","","","","","-74.27 %","-87.63 %","","-49.99 %"," -1.03 %","","-79.95 %","",""
"2020-03-26","","-69.99 %","","","","",""," ##.## %","","-13.61 %","-93.92 %","","-82.81 %","","-57.72 %","-13.83 %","-77.45 %","-62.58 %","","","","","","","  1.66 %","-60.72 %","","-28.45 %","-44.37 %","","-52.69 %","","-39.97 %"
"2020-03-27","","-79.99 %","","","-59.99 %"," 90.19 %",""," ##.## %","","-29.97 %","-93.92 %","","-82.79 %","","-77.71 %","-33.52 %","-77.43 %","-85.02 %","","","","","","","-23.71 %","-60.71 %","","-78.44 %","-76.34 %","","-72.67 %","","-39.96 %"
"2020-03-28","","-79.99 %","","","-59.99 %","",""," ##.## %","","-29.97 %","-93.93 %","","-82.78 %","","-77.71 %","-33.51 %","-77.43 %","-85.02 %","","","","","","","","-73.01 %","","-78.44 %","-76.34 %","","-72.67 %","","-39.97 %"
"2020-03-29","","-79.78 %","","","-59.94 %","",""," ##.## %","","-29.93 %","","","-82.48 %","","-77.70 %","-31.28 %","","-84.98 %","","","","","","","","-72.90 %","","-78.44 %","-75.93 %","","-72.56 %","-99.61 %","-99.91 %"
"2020-03-30","","-79.79 %","","",""," ##.## %",""," 44.72 %","","-29.92 %","-93.98 %","","-82.44 %","","-77.71 %","-31.18 %","-77.42 %","-84.98 %","","","","","","","-23.70 %","-72.89 %","","-78.44 %","-75.94 %","","-72.54 %","","-99.93 %"
"2020-03-31","","-98.50 %","","","-57.36 %"," 25.77 %",""," 34.20 %","","-99.47 %","-90.35 %","","-97.36 %","","-96.00 %","-74.18 %","-76.68 %","-99.08 %","","","","","","","-23.54 %","-99.16 %","","-97.39 %","-96.75 %","","-98.94 %","","-99.08 %"
"2020-04-01","","-98.50 %","","","-97.35 %"," 24.43 %",""," 46.51 %","","-99.47 %","","","-97.38 %","","-96.01 %","-74.43 %","-99.15 %","-99.08 %","","","","","-98.90 %","","-23.56 %","-99.17 %","","-97.39 %","-96.76 %","","-98.95 %","",""
"2020-04-02","","-98.48 %","","","-97.35 %"," 22.28 %",""," 61.47 %","","-99.47 %","-96.35 %","","-97.37 %","","-96.01 %","-74.28 %","-99.13 %","-99.07 %","","","","","","","-99.55 %","-99.15 %","","-97.37 %","-96.72 %","","-98.94 %","-99.60 %","-99.08 %"
"2020-04-03","","-98.63 %","","","-97.34 %","",""," 51.28 %","","-99.51 %","-96.33 %","","-97.60 %","","-96.06 %","-77.02 %","-98.97 %","-99.10 %","","","","","-98.87 %","","-99.57 %","-99.16 %","","-97.34 %","-97.24 %","","-98.99 %","-99.64 %",""
"2020-04-04","","-97.61 %","","","-97.37 %","",""," 44.97 %","","-99.38 %","-94.66 %","","-96.90 %","","-95.07 %","-69.77 %","-98.39 %","-98.79 %","","","","","-98.87 %","","-99.05 %","-98.71 %","","-96.81 %","-96.50 %","","-98.23 %","-97.65 %",""
"2020-04-05","","-97.32 %","","","","",""," 48.42 %","","-99.61 %","-93.27 %","","-98.46 %","","-98.54 %","-81.01 %","-98.16 %","-99.04 %","","","","","-96.18 %","","-98.91 %","-98.23 %","","-98.04 %","-92.14 %","","-98.12 %","-84.99 %","-98.39 %"
"2020-04-06","","-97.22 %","","","","",""," 39.93 %","","-99.58 %","-96.87 %","-90.91 %","-98.44 %","","-98.52 %","-80.81 %","-98.00 %","-99.00 %","","","","","-97.23 %","","-98.84 %","-98.09 %","","-78.05 %","-92.13 %","","-98.09 %","-85.14 %",""
"2020-04-07","","-96.40 %","","-98.13 %","-99.87 %","",""," 17.11 %","","-99.42 %","-95.93 %","-90.00 %","-97.82 %","","-98.16 %","-77.18 %","-97.78 %","-98.74 %","","","","","-96.86 %","","-98.29 %","-97.64 %","","-77.76 %","-89.80 %","","-97.77 %","","-98.17 %"
"2020-04-08","   .00 %"," ##.## %","","","-79.87 %","",""," 13.04 %",""," 27.23 %"," ##.## %",""," ##.## %",""," ##.## %"," 63.60 %"," ##.## %"," ##.## %","","","","","","","-41.21 %"," ##.## %",""," ##.## %"," ##.## %",""," ##.## %","-84.90 %"," ##.## %"
"2020-04-09",""," ##.## %","","-99.00 %","-79.85 %","",""," 11.19 %",""," 27.18 %"," ##.## %","-90.02 %"," ##.## %",""," ##.## %"," 56.43 %"," ##.## %"," ##.## %","","","","","-96.86 %","","-41.61 %"," ##.## %",""," ##.## %"," ##.## %",""," ##.## %",""," ##.## %"
"2020-04-10",""," ##.## %","","","-79.80 %"," 20.53 %",""," 13.72 %",""," 27.20 %"," ##.## %",""," ##.## %","-94.89 %"," ##.## %"," 46.88 %"," ##.## %"," ##.## %","","","","","-96.75 %","","-41.75 %"," ##.## %",""," ##.## %"," ##.## %",""," ##.## %",""," ##.## %"
"2020-04-11",""," ##.## %","","","-79.81 %","",""," 16.63 %",""," 27.26 %"," ##.## %","-92.24 %"," ##.## %","-94.89 %"," ##.## %"," 46.69 %"," ##.## %"," ##.## %","","","","","-99.44 %","","-41.78 %"," ##.## %",""," ##.## %"," ##.## %",""," ##.## %",""," ##.## %"
"2020-04-12",""," ##.## %","","-98.99 %",""," 10.14 %",""," 16.16 %",""," 27.30 %"," ##.## %",""," ##.## %","-99.81 %"," ##.## %"," 62.89 %"," ##.## %"," ##.## %","","","","","","","-42.08 %"," ##.## %",""," ##.## %"," ##.## %",""," ##.## %",""," ##.## %"
"2020-04-13",""," ##.## %","","-99.01 %"," 30.09 %","",""," 19.07 %",""," ##.## %","-91.84 %",""," ##.## %","-99.80 %"," ##.## %","-54.52 %","-98.10 %"," ##.## %","","","","","-99.43 %",""," 12.36 %"," ##.## %",""," ##.## %"," ##.## %",""," ##.## %","","-99.72 %"
"2020-04-14",""," ##.## %","","-99.94 %","","","-97.88 %"," 18.13 %",""," ##.## %","-91.84 %","-98.88 %"," ##.## %","-99.83 %"," ##.## %","-54.76 %","-98.24 %"," ##.## %","","","","","-99.80 %",""," 12.24 %"," ##.## %",""," ##.## %"," ##.## %",""," ##.## %","-84.97 %","-99.74 %"
"2020-04-15",""," ##.## %","",""," 10.19 %","",""," 12.91 %",""," ##.## %","-91.39 %","-98.55 %"," ##.## %","-99.51 %"," ##.## %","-55.13 %","-96.77 %"," ##.## %","","","","","",""," 11.98 %"," ##.## %",""," ##.## %"," ##.## %",""," ##.## %","","-99.25 %"
"2020-04-16",""," ##.## %","","-99.98 %"," 10.17 %","","-99.77 %","  9.84 %",""," ##.## %","-91.39 %",""," ##.## %","-99.52 %"," ##.## %","-55.15 %","-96.67 %"," ##.## %","","","","","",""," 11.96 %"," ##.## %",""," ##.## %"," ##.## %",""," ##.## %","","-99.24 %"
"2020-04-17","   .00 %"," ##.## %","",""," 10.14 %","","","  9.01 %",""," ##.## %","-91.37 %","-99.32 %","-97.45 %","-99.41 %"," ##.## %","-75.04 %","-95.28 %"," ##.## %","","","","","",""," 12.00 %"," ##.## %",""," ##.## %"," ##.## %",""," ##.## %","-86.75 %","-99.01 %"
"2020-04-18"," 40.00 %","-96.76 %","",""," 10.14 %","  8.96 %","","  4.82 %","","-98.00 %","-99.33 %","-99.32 %","-97.49 %","-99.41 %","-98.66 %","-98.94 %","-95.12 %","-98.63 %","","","","","-99.83 %","","-99.53 %","-96.40 %","","-99.26 %","-95.91 %","","-98.20 %","-99.41 %","-99.00 %"
"2020-04-19"," 46.67 %","-96.76 %","","","-99.85 %","  8.91 %","","  5.31 %","","-97.82 %","-99.32 %","","-97.46 %","-99.41 %","-98.66 %","-98.94 %","-95.20 %","-98.60 %","","","","","","","-99.53 %","-96.31 %","","-99.24 %","-95.89 %","","-98.19 %","-99.51 %","-98.99 %"
"2020-04-20"," 51.67 %","-99.01 %","","","-99.94 %","","","  5.88 %","","-98.30 %","-99.79 %","","-99.35 %","-99.79 %","-99.48 %","-99.76 %","-97.09 %","-99.25 %","","","","","-99.97 %","","-99.60 %","-97.74 %","","-99.68 %","-98.51 %","","-99.37 %","-99.75 %","-99.57 %"
"2020-04-21"," 55.67 %","-91.84 %","","","-97.44 %","  8.50 %","","  5.81 %","","-90.24 %","-89.87 %","","-96.71 %","","-89.55 %","-50.67 %","-87.59 %","-91.28 %",""," ##.## %","","","-98.35 %","","-96.85 %","-86.27 %","","-93.31 %","-81.31 %","","-90.19 %","","-91.43 %"
"2020-04-22"," 59.00 %","-85.88 %","","","-94.65 %","","","  5.84 %","","-84.69 %","-87.32 %",""," ##.## %","","-70.04 %","-30.78 %","-81.28 %","-71.73 %","","","","","-95.06 %","","-94.87 %","-77.61 %","","-90.98 %","-68.87 %",""," ##.## %","","-85.55 %"
"2020-04-23"," 30.43 %","-22.07 %","","-97.13 %"," 85.35 %","","","  4.76 %",""," 18.28 %"," ##.## %","-99.40 %"," ##.## %","-68.79 %","-34.30 %","-12.11 %","-26.39 %","-15.93 %","","","","","-84.33 %","","-83.78 %","-31.36 %","","-61.37 %","-31.69 %",""," ##.## %","-99.72 %","-16.94 %"
"2020-04-24"," 36.49 %","-15.21 %","",""," 89.67 %","","","  4.76 %",""," 23.36 %"," ##.## %",""," ##.## %","-64.30 %","-28.26 %"," -1.59 %","-18.93 %","-11.32 %","","","","","-83.86 %","","-80.61 %","-25.39 %","","-59.68 %","-31.05 %",""," ##.## %","-96.96 %","-12.11 %"
"2020-04-25"," 35.93 %","-14.76 %","",""," 89.83 %","  8.13 %","-99.79 %","  4.86 %",""," 24.39 %"," ##.## %",""," ##.## %","-64.10 %","-28.14 %"," -1.37 %","-17.33 %","-10.90 %","","","","","-83.83 %"," 53.33 %","-80.28 %","-24.40 %","","-59.61 %","-30.82 %",""," ##.## %","","-11.81 %"
"2020-04-26",""," 28.86 %","",""," ##.## %"," 11.74 %","","  6.40 %",""," 64.32 %"," ##.## %",""," ##.## %","  2.95 %","-34.56 %","-43.77 %","  4.58 %"," 25.27 %","","","",""," 34.53 %","","-64.79 %"," -3.91 %","","-37.01 %","-26.43 %",""," ##.## %","-88.39 %"," 24.95 %"
"2020-04-27",""," 21.99 %","",""," ##.## %"," 14.83 %","","  6.85 %",""," 58.65 %"," ##.## %","-99.39 %","  5.07 %","  2.96 %","-54.55 %","-63.74 %"," -3.29 %","  5.43 %","","","",""," 31.24 %"," 53.33 %","-67.02 %","-13.51 %","","-39.50 %","-40.01 %",""," -6.27 %",""," 18.81 %"
"2020-04-28"," 31.93 %"," ##.## %","","-37.14 %"," ##.## %"," 17.11 %","-96.55 %","  7.03 %",""," ##.## %","-33.96 %",""," 76.86 %","-24.95 %"," 27.96 %","-56.70 %"," ##.## %"," ##.## %","","","",""," 47.78 %","","-15.75 %"," ##.## %","","  -.84 %","-34.52 %",""," ##.## %","-87.43 %"," ##.## %"
"2020-04-29",""," ##.## %","","-37.14 %"," ##.## %"," 20.63 %","","  6.61 %",""," ##.## %"," -2.59 %",""," 88.53 %"," -1.91 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","","","",""," ##.## %",""," 30.62 %"," ##.## %",""," 35.97 %","-33.69 %",""," ##.## %"," ##.## %"," ##.## %"
"2020-04-30"," 28.60 %"," ##.## %","","-37.14 %"," ##.## %"," 21.65 %","-96.70 %","  6.16 %",""," ##.## %"," -2.61 %","-99.68 %"," 88.03 %"," -2.08 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","","","",""," ##.## %",""," 30.41 %"," ##.## %",""," 35.96 %","-33.88 %",""," ##.## %"," ##.## %"," ##.## %"
"2020-05-01",""," 91.74 %","","-37.14 %"," ##.## %"," 19.72 %","-96.70 %","  5.17 %",""," ##.## %","-16.58 %",""," 23.65 %","-69.05 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %",""," ##.## %","",""," ##.## %",""," 12.47 %"," ##.## %","","  7.08 %","-55.40 %",""," ##.## %"," ##.## %"," ##.## %"
"2020-05-02"," 17.17 %"," 98.02 %","",""," ##.## %"," 16.09 %","","  5.95 %",""," ##.## %","-15.86 %",""," 26.24 %","-68.96 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","","","",""," ##.## %"," 39.05 %"," 19.09 %"," ##.## %","","  8.49 %","-19.69 %",""," ##.## %"," ##.## %"," ##.## %"
"2020-05-03","  4.44 %"," 35.91 %","","","-66.79 %"," 11.84 %","-96.65 %","  6.68 %",""," ##.## %"," 70.78 %",""," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","","","",""," ##.## %"," 14.60 %"," ##.## %"," ##.## %",""," 77.00 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","-73.06 %"
"2020-05-04",""," 63.71 %","",""," 38.29 %","  8.58 %","-96.66 %","  7.46 %",""," ##.## %"," ##.## %",""," ##.## %",""," ##.## %"," 35.83 %"," ##.## %"," ##.## %","","","",""," ##.## %",""," ##.## %"," ##.## %",""," ##.## %"," ##.## %"," ##.## %"," ##.## %","","-18.50 %"
"2020-05-05",""," 63.74 %","","-39.99 %"," 38.30 %"," 10.15 %","-99.91 %","  7.86 %",""," ##.## %"," ##.## %",""," ##.## %"," ##.## %"," ##.## %"," 35.75 %"," ##.## %"," ##.## %","","","",""," ##.## %",""," ##.## %"," ##.## %",""," ##.## %"," ##.## %"," ##.## %"," ##.## %","-92.81 %","-18.46 %"
"2020-05-06",""," 64.52 %","","-99.98 %"," 38.35 %","  7.21 %","","  8.28 %",""," ##.## %"," ##.## %","-22.96 %"," ##.## %"," ##.## %"," ##.## %"," 35.71 %"," ##.## %"," ##.## %","","","",""," ##.## %",""," ##.## %"," ##.## %",""," ##.## %"," ##.## %"," ##.## %"," ##.## %","","-18.01 %"
"2020-05-07","   .00 %"," 58.91 %","","-99.96 %"," 37.15 %","  7.62 %","","  7.80 %",""," ##.## %"," ##.## %","-24.80 %"," ##.## %"," ##.## %"," ##.## %"," 34.93 %"," ##.## %"," ##.## %","","","",""," ##.## %",""," ##.## %"," ##.## %",""," ##.## %"," ##.## %"," ##.## %"," ##.## %","","-19.72 %"
"2020-05-08","","-41.73 %","","-99.96 %"," 36.97 %","  8.61 %","-99.91 %","  6.87 %","","-26.82 %"," ##.## %","-99.66 %"," ##.## %"," ##.## %"," 57.64 %"," 10.60 %","-50.55 %"," ##.## %","","","","","-19.65 %"," 13.17 %"," ##.## %"," ##.## %",""," ##.## %"," ##.## %","-98.43 %"," ##.## %","-92.78 %","-20.05 %"
"2020-05-09",""," 62.84 %","","-99.87 %"," ##.## %"," 10.73 %","-99.71 %","  6.03 %",""," ##.## %"," ##.## %","-99.43 %"," ##.## %"," ##.## %"," 67.33 %","-92.03 %"," 74.78 %"," ##.## %",""," 13.64 %","",""," 41.37 %",""," 58.00 %"," ##.## %",""," ##.## %"," ##.## %"," ##.## %"," ##.## %","-92.54 %"," ##.## %"
"2020-05-10",""," 62.82 %","","-99.87 %"," ##.## %","  7.87 %","-99.77 %","  6.35 %",""," ##.## %"," ##.## %","-99.40 %"," ##.## %"," ##.## %"," 67.33 %","-91.98 %"," 74.48 %"," ##.## %","","","",""," 41.37 %","  9.84 %"," 57.74 %"," ##.## %",""," ##.## %"," ##.## %"," ##.## %"," ##.## %","-92.93 %"," ##.## %"
"2020-05-11",""," ##.## %","","-99.86 %"," ##.## %","  7.95 %"," ##.## %","  5.55 %",""," ##.## %"," ##.## %","-99.35 %"," ##.## %"," ##.## %"," ##.## %","-56.88 %"," ##.## %"," ##.## %","","","",""," 41.63 %",""," ##.## %"," ##.## %",""," ##.## %"," ##.## %",""," ##.## %",""," ##.## %"
"2020-05-12",""," ##.## %","",""," ##.## %","  6.84 %"," ##.## %","  5.06 %",""," ##.## %"," ##.## %","-99.44 %"," ##.## %"," ##.## %"," ##.## %","-52.30 %"," ##.## %"," ##.## %","","","",""," 41.52 %",""," ##.## %"," ##.## %",""," ##.## %"," ##.## %"," ##.## %"," ##.## %","-88.60 %"," ##.## %"
"2020-05-13",""," ##.## %","","-92.55 %"," ##.## %","  5.64 %"," ##.## %","  4.87 %",""," ##.## %"," ##.## %","-88.05 %"," ##.## %"," ##.## %"," ##.## %","-42.63 %"," ##.## %"," ##.## %","","  7.93 %","",""," 53.80 %","  9.84 %"," ##.## %"," ##.## %",""," ##.## %"," ##.## %"," ##.## %"," ##.## %","-69.48 %"," ##.## %"
"2020-05-14",""," ##.## %","","-43.23 %"," ##.## %","  2.49 %"," ##.## %","  5.34 %"," 30.00 %"," ##.## %"," ##.## %","-88.15 %"," ##.## %","  2.93 %"," ##.## %"," -3.79 %"," ##.## %"," ##.## %","","","",""," ##.## %"," 10.13 %"," ##.## %"," ##.## %",""," ##.## %"," ##.## %"," ##.## %"," ##.## %","-69.47 %"," ##.## %"
"2020-05-15",""," ##.## %","","-41.15 %"," ##.## %","  2.02 %"," ##.## %","  5.17 %",""," ##.## %"," ##.## %","-83.86 %"," ##.## %"," 15.40 %"," ##.## %"," 44.94 %"," ##.## %"," ##.## %","","","",""," ##.## %",""," ##.## %"," ##.## %",""," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"
"2020-05-16",""," ##.## %",""," 31.57 %"," ##.## %","  1.09 %","-95.66 %","  5.26 %"," 50.00 %"," ##.## %"," ##.## %","-83.19 %"," ##.## %"," 16.26 %"," ##.## %"," 36.57 %"," ##.## %"," ##.## %","","","",""," ##.## %"," -2.35 %"," ##.## %"," ##.## %",""," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"
"2020-05-17",""," ##.## %",""," ##.## %"," ##.## %","","-95.52 %","  5.04 %"," 64.17 %"," ##.## %"," ##.## %","-25.44 %"," ##.## %"," 76.46 %"," ##.## %"," 64.91 %"," ##.## %"," ##.## %","","","",""," ##.## %",""," ##.## %"," ##.## %",""," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"
"2020-05-18",""," ##.## %",""," ##.## %"," ##.## %","   .95 %","-98.91 %","  4.71 %"," 65.08 %"," ##.## %"," ##.## %","-36.52 %"," ##.## %"," 57.15 %"," ##.## %"," 55.54 %"," ##.## %"," ##.## %","","  3.48 %","",""," ##.## %",""," ##.## %"," ##.## %",""," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"
"2020-05-19",""," ##.## %",""," 58.50 %"," ##.## %","   .83 %","-98.86 %","  4.52 %"," 63.11 %"," ##.## %"," ##.## %","-36.23 %"," ##.## %"," 57.22 %"," ##.## %","  9.46 %"," ##.## %"," ##.## %","","","",""," ##.## %"," ##.## %"," ##.## %"," ##.## %",""," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"
"2020-05-20",""," ##.## %",""," ##.## %"," ##.## %","  1.13 %","-73.45 %","  4.53 %"," 45.02 %"," ##.## %"," ##.## %"," 69.44 %"," ##.## %"," ##.## %"," ##.## %","   .83 %"," ##.## %"," ##.## %","-66.90 %","-16.79 %","",""," ##.## %"," ##.## %"," ##.## %"," ##.## %",""," ##.## %"," 73.37 %",""," ##.## %"," ##.## %"," 22.36 %"
"2020-05-21","","-21.86 %",""," ##.## %"," 49.23 %","  2.72 %","-73.51 %","  4.58 %"," 25.89 %"," 10.25 %","  -.70 %"," 69.07 %","-11.15 %"," ##.## %"," -8.11 %","-25.79 %","-12.93 %"," ##.## %","","","",""," ##.## %",""," 66.99 %"," -4.59 %",""," ##.## %","-32.33 %","-59.97 %","-14.83 %","-11.72 %"," 21.04 %"
"2020-05-22","","-52.35 %",""," ##.## %","  2.22 %","  2.81 %","-72.86 %","  4.80 %"," 19.22 %","-16.14 %","-29.78 %"," 13.05 %","-29.54 %","-37.10 %","-30.22 %","-57.44 %","-37.08 %"," ##.## %","-66.80 %","","",""," ##.## %"," ##.## %"," 50.20 %","-34.08 %",""," ##.## %","-56.76 %","-60.08 %","-43.49 %","-11.04 %","-16.45 %"
"2020-05-23","","-52.53 %",""," ##.## %","  2.34 %","  2.83 %","-72.71 %","  5.15 %","  8.71 %","-15.84 %","-29.61 %"," 13.56 %","-29.52 %","-37.16 %","-30.19 %","-57.44 %","-36.72 %"," ##.## %","-66.79 %","","",""," ##.## %",""," 50.09 %","-33.75 %",""," ##.## %","-57.05 %","-96.21 %","-43.38 %","-10.73 %","-16.39 %"
"2020-05-24",""," ##.## %",""," ##.## %"," 18.72 %","  5.81 %","-65.31 %","  4.94 %","  8.32 %"," ##.## %"," ##.## %"," 32.37 %"," ##.## %","-24.59 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","-47.53 %","","",""," ##.## %"," ##.## %"," ##.## %","-19.10 %",""," ##.## %"," ##.## %"," 61.42 %"," ##.## %"," -2.27 %"," ##.## %"
"2020-05-25",""," ##.## %","","-93.26 %","-15.51 %","  5.82 %"," ##.## %","  4.87 %","  6.74 %"," ##.## %"," ##.## %"," 96.81 %"," ##.## %","-42.27 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","-47.50 %","-16.79 %","",""," 26.23 %"," ##.## %"," ##.## %","-38.41 %",""," ##.## %"," ##.## %"," 61.85 %"," ##.## %"," ##.## %"," ##.## %"
"2020-05-26",""," ##.## %","","-92.97 %","-14.85 %","  5.14 %"," ##.## %","  4.43 %","-12.86 %"," ##.## %"," ##.## %"," 97.81 %"," ##.## %","-41.83 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","-79.65 %"," ##.## %","",""," 26.74 %",""," ##.## %","-36.66 %",""," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"
"2020-05-27",""," ##.## %","","-92.82 %","-17.54 %","  5.12 %"," ##.## %","  4.39 %"," -8.69 %"," ##.## %"," ##.## %"," 97.12 %"," ##.## %","-42.34 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","-79.67 %","","",""," 25.28 %",""," ##.## %","-39.80 %",""," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"
"2020-05-28",""," ##.## %","","-89.23 %","-12.28 %","  5.29 %"," ##.## %","  4.77 %"," -5.09 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","-40.26 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","-67.69 %"," ##.## %","",""," 31.46 %"," ##.## %"," ##.## %","-22.33 %",""," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"
"2020-05-29","","   .93 %",""," ##.## %"," ##.## %",""," ##.## %","  5.34 %"," -9.41 %"," 79.79 %"," ##.## %"," ##.## %"," 85.83 %"," ##.## %"," ##.## %"," ##.## %"," 50.19 %"," ##.## %","-87.49 %"," ##.## %",""," 91.11 %"," ##.## %"," ##.## %"," ##.## %"," 65.16 %",""," ##.## %","  -.63 %"," ##.## %"," 92.93 %"," ##.## %"," ##.## %"
"2020-05-30",""," ##.## %",""," ##.## %"," ##.## %","  2.00 %","-95.53 %","  5.74 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","",""," 98.31 %"," ##.## %",""," ##.## %"," ##.## %",""," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"
"2020-05-31",""," ##.## %",""," ##.## %"," ##.## %","  1.97 %","-96.10 %","  6.55 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","",""," ##.## %"," ##.## %"," 22.61 %"," ##.## %"," ##.## %",""," ##.## %"," ##.## %","-91.32 %"," ##.## %"," ##.## %"," ##.## %"
"2020-06-01",""," ##.## %","-54.35 %"," ##.## %"," ##.## %","  1.34 %","-92.79 %","  6.45 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","",""," ##.## %"," 14.59 %"," ##.## %"," ##.## %",""," ##.## %"," ##.## %","-87.31 %"," ##.## %"," ##.## %"," ##.## %"
