"date","Punjab/Amritsar","Punjab/Barnala","Punjab/Bathinda","Punjab/Faridkot","Punjab/Fatehgarh Sahib","Punjab/Fazilka","Punjab/Ferozepur","Punjab/Gurdaspur","Punjab/Hoshiarpur","Punjab/JAlandhar","Punjab/Jalandhar","Punjab/Kapurthala","Punjab/Ludhiana","Punjab/Mansa","Punjab/Moga","Punjab/Pathankot","Punjab/Patiala","Punjab/Rupnagar","Punjab/S.A.S. Nagar","Punjab/Sangrur","Punjab/Shahid Bhagat Singh Nagar","Punjab/Sri Muktsar Sahib","Punjab/Tarn Taran","Punjab/hoshiarpur"
"2020-07-17","1193","79","173","190","192","142","200","303","246","","1536","148","1694","66","184","266","832","151","492","698","254","168","222",""
"2020-07-18","1224","","177","196","196","149","215","307","258","","1607","149","1766","67","194","267","880","158","520","721","257","170","",""
"2020-07-19","1252","80","","200","201","154","228","310","260","","1667","153","1842","71","199","274","921","159","541","733","264","172","229",""
"2020-07-20","1291","83","194","212","217","154","232","312","287","","1694","157","1925","76","217","290","1012","163","550","754","264","184","229",""
"2020-07-21","1347","84","199","","225","154","234","322","289","","1727","158","1988","81","225","290","1081","177","574","827","","184","234",""
"2020-07-22","1361","89","200","229","244","179","237","323","370","","1763","169","2058","86","229","","1131","180","605","844","273","186","242",""
"2020-07-23","1380","93","242","242","258","187","255","337","379","","1823","175","2137","90","233","303","1184","","635","865","277","199","252",""
"2020-07-24","1435","96","","248","264","208","272","347","449","","1899","184","2181","95","257","303","1254","190","647","886","287","202","257",""
"2020-07-25","1490","116","260","258","276","208","283","363","451","","1928","194","2326","96","265","310","1294","196","679","924","290","202","262",""
"2020-07-26","1538","126","287","259","286","232","296","378","493","","2000","201","2414","103","267","322","1377","203","707","941","294","204","277",""
"2020-07-27","1584","143","296","260","298","","","431","512","","2049","210","2590","111","285","334","1417","208","738","958","296","212","296",""
"2020-07-28","1656","144","331","262","302","254","333","456","516","","2103","235","2723","112","303","337","1483","234","768","989","298","213","313",""
"2020-07-29","1734","179","","271","333","263","335","490","517","","2148","242","2818","112","316","352","1569","245","799","1019","303","221","336",""
"2020-07-30","1798","191","346","294","333","266","408","497","521","","2216","253","2961","112","326","357","1583","","817","1033","","231","352",""
"2020-07-31","1862","223","349","292","348","","410","505","532","","2240","255","3210","112","327","400","1719","253","841","1056","312","235","359",""
"2020-08-01","1910","249","425","294","369","303","458","594","546","","2402","291","3376","126","343","419","1785","265","875","1093","315","239","373",""
"2020-08-02","1955","284","453","315","379","310","500","624","550","","2496","322","3523","144","427","427","1885","268","927","1118","319","","375",""
"2020-08-03","1984","304","571","318","380","324","551","658","559","","2601","333","3713","","449","440","1919","","938","1126","319","239","376",""
"2020-08-04","2023","318","585","319","393","327","565","668","569","","2635","340","3934","159","455","455","1938","273","949","1161","","240","377",""
"2020-08-05","2076","351","561","332","407","336","584","669","575","","2736","348","4235","159","469","473","2122","283","976","1180","320","251","400",""
"2020-08-06","2136","384","711","354","424","343","617","723","586","","2836","354","4425","165","515","484","2258","286","1080","1194","323","266","414",""
"2020-08-07","2184","421","737","373","451","359","624","794","607","","2898","382","4719","180","529","521","2380","318","1157","1227","334","279","443",""
"2020-08-08","2286","432","809","391","465","367","641","844","619","","3018","413","4887","188","530","550","2519","349","1248","1259","338","295","467",""
"2020-08-09","2362","445","849","390","503","367","657","878","630","","3077","431","5202","195","589","553","2718","367","1260","1281","360","302","474",""
"2020-08-10","2394","468","873","415","518","381","663","915","658","","3233","437","5447","206","595","553","2915","372","1319","1341","374","312","487",""
"2020-08-11","2512","477","911","430","527","384","683","928","735","","3287","468","5700","240","611","617","3029","376","1402","1357","390","317","495",""
"2020-08-12","2597","540","933","466","545","397","711","968","756","","3413","507","5929","243","630","644","3099","400","1506","1379","403","326","504",""
"2020-08-13","2633","553","1012","498","588","402","777","972","760","","3584","526","6145","255","654","645","3239","410","1594","1403","420","341","512",""
"2020-08-14","2669","570","1072","518","615","405","805","1007","773","","3718","568","6437","258","677","707","3374","419","1647","1432","443","358","528",""
"2020-08-15","2741","627","1117","563","627","441","809","1091","822","","3764","591","6559","264","691","726","3577","435","1732","1490","453","369","539",""
"2020-08-16","2773","632","1133","568","639","456","905","1161","843","","3951","605","6873","275","755","761","3667","458","1823","1519","","373","570",""
"2020-08-17","2822","694","1286","600","651","477","1058","1197","844","","4249","621","7093","281","845","769","3797","513","1886","1545","472","411","571",""
"2020-08-18","2868","718","1380","646","703","523","1092","1215","894","","4379","649","7576","296","878","785","4135","537","1990","1597","488","460","578",""
"2020-08-19","2959","770","1442","700","764","561","1204","1254","925","","4587","657","8011","320","943","786","4249","571","2103","1670","502","506","586",""
"2020-08-20","3034","828","1590","741","797","607","1337","1274","943","","4829","676","8409","338","1037","808","4330","604","2272","1698","515","526","618",""
"2020-08-21","3119","871","1679","763","839","623","1412","1332","961","","5002","748","8579","360","1089","834","4531","624","2414","1819","542","553","620",""
"2020-08-22","3209","877","1682","788","869","633","1415","1360","995","","5048","822","8931","379","1114","876","4708","654","2573","1866","555","621","655",""
"2020-08-23","3278","877","1703","826","890","652","1453","1380","1046","","5155","880","9169","393","1176","911","4896","670","2607","1917","592","625","670",""
"2020-08-24","3389","909","1830","852","932","702","1465","1523","1085","","5356","927","9146","413","1220","952","5043","714","2860","1973","615","687","678",""
"2020-08-25","3464","915","1912","891","937","717","1506","1672","1146","","5475","992","9321","436","1259","982","5183","725","3014","2005","620","699","693",""
"2020-08-26","3537","944","1933","892","954","718","1521","1803","1229","","5622","1061","9793","455","1283","1026","5420","729","3068","2015","640","713","721",""
"2020-08-27","3611","963","2058","936","975","738","1542","2013","1323","","5808","1092","10146","481","1292","1051","5614","765","3246","2058","663","723","725",""
"2020-08-28","3693","1004","2070","1052","1042","777","1630","2195","1409","","6021","1140","10236","517","1357","1107","5719","791","3333","2089","672","784","727",""
"2020-08-29","3807","1054","2105","1057","1079","817","1749","2210","1487","","6085","1162","10508","543","1379","1190","5864","838","3470","2140","699","839","753",""
"2020-08-30","3918","1089","2165","1117","1089","885","1806","2346","1531","","6235","1234","10776","558","1421","1245","6052","871","3619","2193","709","895","759",""
"2020-08-31","4037","1149","2397","1150","1117","888","1849","2422","1573","","6440","1274","10883","603","1447","1283","6214","887","3722","2230","721","931","762",""
"2020-09-01","4148","1172","2458","1241","1132","913","1860","2440","1612","","6768","1307","10949","626","1498","1318","6434","920","3933","2222","742","991","811",""
"2020-09-02","4248","1233","2622","1283","1150","969","1908","2466","1630","","6942","1332","11159","654","1524","1342","6594","951","4045","2267","759","1056","842",""
"2020-09-03","4415","1251","2658","1339","1167","1022","1959","2536","1690","","7170","1390","11309","704","1539","1388","6733","974","4179","2322","779","1101","877",""
"2020-09-04","4507","1272","2759","1410","1179","1056","2016","2644","1748","","7380","1433","11493","724","1597","1401","6917","979","4317","2358","789","1137","884",""
"2020-09-05","4639","1288","2856","1448","1193","1078","2023","2757","1870","","7609","1474","11701","773","1601","1444","7054","994","4463","2373","794","1167","915",""
"2020-09-06","4772","1298","3024","1536","1203","1093","2044","2943","2005","","7870","1546","11862","801","1627","1649","7204","1001","4617","2413","813","1207","932",""
"2020-09-07","4982","1323","3130","1595","1236","1153","2090","3124","2091","","8080","1620","12200","839","1653","1745","7220","1116","4793","2458","836","1333","953",""
"2020-09-08","5218","1353","3298","1678","1258","1189","2113","3250","2195","","8345","1644","12511","864","1681","1760","7426","1132","4920","2490","861","1356","992",""
"2020-09-09","5529","1368","3428","1732","1280","1241","2162","3423","2289","","8555","1689","12751","895","1718","1779","7585","1140","5239","2547","885","1409","1027",""
"2020-09-10","5839","1396","3630","1775","1312","1277","2225","3598","2519","","8774","1780","12846","900","1744","1969","7729","1183","5546","2600","901","1484","1103",""
"2020-09-11","6025","1424","3745","1826","1339","1327","2306","3789","2684","","9105","1946","12994","964","1783","2025","8046","1214","5811","2667","918","1545","1120",""
"2020-09-12","6282","1436","3882","1890","1363","1391","2353","3907","2794","","9418","1985","13261","1004","1822","2125","8314","1256","6142","2688","957","1617","1157",""
"2020-09-13","6470","1468","3987","1961","1415","1449","2424","4177","2868","","9673","2050","13498","1052","1861","2175","8641","1301","6575","2766","990","1683","1182",""
"2020-09-14","6754","1482","4079","1992","1460","1476","2452","4157","2957","","9934","2107","13805","1084","1883","2279","9035","1401","6983","2827","","1748","1202",""
"2020-09-15","6968","1496","4201","2054","1506","1518","2456","4354","3114","","10140","2191","14175","1104","1918","2469","9212","1408","7171","2895","1051","1829","1239",""
"2020-09-16","7235","1521","4320","2174","1538","1572","2501","4504","3304","","10349","2263","14737","1154","1953","2506","9459","1486","7443","2948","1105","1848","1251",""
"2020-09-17","7416","1560","4541","2228","1580","1641","2597","4642","3350","","10686","2396","15250","1191","1955","2569","9752","1545","7727","3012","1161","1925","1295",""
"2020-09-18","7727","1592","4646","2281","1652","1684","2716","4752","3527","","10967","2481","15714","1233","1961","2626","9963","1587","8144","3067","","1968","1344",""
"2020-09-19","8043","1630","4749","2340","1641","1760","3005","4881","3657","","11161","2529","16026","1295","1994","2764","10181","1646","8429","3120","1265","2033","1367",""
"2020-09-20","8169","1666","4897","2360","1689","1815","3261","4985","3751","","11358","2577","16238","1341","2005","2938","10364","1656","8654","3176","1304","2070","1402",""
"2020-09-21","8424","1679","5036","2405","1710","1880","3510","5085","3806","","11565","2615","16483","1378","2026","2994","10515","1733","8911","3247","1342","2135","1438",""
"2020-09-22","8681","1701","5112","2437","1730","1912","3429","5180","3858","","11637","2707","16598","1390","2059","3052","10642","1799","9138","3274","1365","2179","1448",""
"2020-09-23","8910","1724","5202","2502","1748","2047","3461","5323","4002","","11916","2798","16779","1427","2071","3118","10768","1833","9375","3322","1416","2212","1497",""
"2020-09-24","9055","1747","5360","2547","1783","2094","3475","5437","4110","","12104","2864","16985","1456","2091","3190","10903","1880","9544","3353","1463","2261","1505",""
"2020-09-25","9244","1759","5519","2585","1799","2161","3552","5510","4196","","12329","2959","17155","1487","2143","3307","11021","1907","9670","3388","1491","2355","1546",""
"2020-09-26","9376","1779","5597","2620","1821","2173","3603","5659","4239","","12524","3028","17325","1521","2164","3387","11193","1956","9823","3423","1511","2387","1562",""
"2020-09-27","9543","1792","5685","2650","1841","2281","3620","5678","4312","","12632","3088","17476","1529","2167","3502","11324","1986","9988","3470","1548","2399","1582",""
"2020-09-28","9723","1810","5747","2687","1864","2299","3638","5767","4384","","12733","3137","17614","1550","2197","3581","11399","2022","10116","3497","1581","2416","1600",""
"2020-09-29","9819","1821","5802","2707","1882","2319","3651","5832","4434","","12878","3186","17794","1560","2213","3588","11469","2050","10227","3517","1592","2459","1647",""
"2020-09-30","9986","1832","5892","2764","1904","2377","3727","5903","4500","","13021","3221","17957","1577","2238","3677","11565","2089","10350","3544","1621","2486","1642",""
"2020-10-01","10143","1839","5954","2759","1920","2415","3780","5991","4587","","13148","3290","18087","1578","2263","3729","11636","2108","10516","3571","1641","2520","1663",""
"2020-10-02","10277","1850","5976","2782","1938","2460","3815","6073","4647","","13210","3347","18202","1594","2270","3764","11725","2141","10648","3599","1659","2547","1676",""
"2020-10-03","10377","1855","6089","2811","1958","2464","3832","6139","4730","","13286","3416","18332","1626","2284","3825","11779","2161","10774","3618","1670","2568","1712",""
"2020-10-04","10468","1863","6110","2823","1962","2482","3833","6167","4733","","13408","3517","18501","1669","2308","3831","11855","2168","10813","3634","1696","2578","1725",""
"2020-10-05","10647","1874","6150","2845","1971","2532","3881","6223","4801","","13494","3578","18658","1682","2316","3877","11897","2176","10853","3646","1727","2606","1739",""
"2020-10-06","10734","1877","6293","2863","1978","2546","3906","6254","4860","","13584","3595","18738","1697","2329","3890","11950","2223","10901","3667","1756","2630","1732",""
"2020-10-07","10826","1889","6320","2889","1988","2588","3927","6311","4906","","13704","3652","18852","1703","2353","3933","11977","2229","10963","3678","1756","2648","1763",""
"2020-10-08","10926","1905","6298","2914","2003","2611","3976","6367","4943","","13800","3684","18941","1719","2351","3952","12023","2259","11118","3700","1753","2655","1805",""
"2020-10-09","11020","1911","6290","2930","2011","2643","3977","6371","5002","","13903","3723","19039","1742","2377","3986","12072","2261","11195","3710","1767","2677","1839",""
"2020-10-10","11089","1922","6327","2950","2024","2674","4007","6480","5042","","13980","3750","19082","1767","2392","4034","12126","2289","11320","3726","1775","2699","1849",""
"2020-10-11","11154","1931","6344","2963","2032","2708","4014","6520","5072","","14023","3766","19173","1767","2400","4070","12177","2293","11434","3736","1793","2724","1866",""
"2020-10-12","11202","1942","6386","2980","2038","2720","4037","6541","5107","","14105","3787","19235","1785","2402","4121","12191","2297","11492","3744","1801","2739","1870",""
"2020-10-13","11259","1945","6441","2995","2050","2738","4052","6581","5148","","14200","3807","19338","1790","2406","4128","12235","2325","11533","3756","1815","2768","1888",""
"2020-10-14","11281","1955","6509","3010","2065","2754","4058","6612","5195","","14237","3839","19402","1801","2413","4159","12286","2342","11555","3766","1819","2791","1898",""
"2020-10-15","11327","1965","6538","3025","2074","2768","4057","6649","5228","","14262","3845","19483","1806","2416","4174","12315","2355","11621","3775","1823","2803","1908",""
"2020-10-16","11367","1970","6581","3035","2082","2775","4075","6674","5251","","14316","3856","19551","1813","2424","4211","12375","2357","11663","3786","1831","2818","1913",""
"2020-10-17","11403","1986","6608","3052","2083","2796","4086","6675","5259","","14389","3866","19605","1824","2429","4235","12403","2359","11711","3792","1834","2821","1925",""
"2020-10-18","11434","1987","6655","3057","2085","2802","4088","6692","5334","","14443","3885","19672","1830","2430","4244","12455","2362","11752","3808","1839","2833","1930",""
"2020-10-19","11462","2007","6679","3075","2086","2812","4107","6721","5431","","14494","3902","19700","1833","2432","4254","12479","2368","11794","3823","1843","2848","1940",""
"2020-10-20","11498","2013","6736","3088","2089","2825","4118","6745","5572","","14474","3905","19746","1847","2436","4263","12524","2377","11826","3839","1844","2866","1946",""
"2020-10-21","11550","2019","6752","3118","2120","2849","4120","6750","5651","","14534","3924","19793","1850","2438","4291","12550","2378","11861","3845","1854","2875","1953",""
"2020-10-22","11597","2034","6807","3126","2123","2878","4133","6780","5775","","14581","3931","19836","1850","2441","4329","12565","2396","11918","3856","1857","2902","1965",""
"2020-10-24","11633","2044","6854","3127","2128","2889","4140","6796","5866","","14620","3940","19913","1855","2444","4336","12594","2410","11969","3862","1859","2917","1967",""
"2020-10-25","11662","2048","6880","3132","2134","2911","4148","6809","5940","","14665","3953","19968","1855","2445","4357","12625","2420","12012","3864","1859","2923","1968",""
"2020-10-26","11670","2048","6908","3146","2138","2917","4158","6825","5956","","14723","3984","19992","1865","","4370","12630","2427","12067","3866","1867","2937","1975",""
"2020-10-27","11696","2054","6920","3154","2144","2942","4163","6831","6000","","14741","4000","20042","1872","2449","4376","12664","2439","12087","3874","1869","2955","1988",""
"2020-10-28","11738","2056","6973","3172","2148","2968","4178","6852","6028","","14808","4010","20080","1880","2452","4396","12701","2456","12160","3891","1880","2970","1989",""
"2020-10-29","11787","2060","7037","3190","2156","2989","4183","6862","6058","","14875","4026","20131","1889","2456","4413","12727","2461","12200","3897","1880","2980","1993",""
"2020-10-30","11823","2062","7066","3207","2159","3013","4193","6871","6085","","14940","4034","20196","1891","2462","4429","12755","2467","12249","3901","1883","3000","1995",""
"2020-10-31","11832","2065","7123","3223","2163","3040","4200","6884","6120","","15044","4052","20238","1903","2466","4437","12789","2471","12323","3911","1891","3009","1997",""
"2020-11-01","11855","2069","7135","3228","2164","3042","4205","6895","6134","","15105","4058","20306","1911","2469","4444","12817","2475","12355","3923","1894","3017","1997",""
"2020-11-02","11878","2075","7170","3234","2167","3050","4218","6909","6172","","15163","4067","20359","1917","2471","4450","12839","2485","12398","3936","1903","3031","2002",""
"2020-11-03","11898","2076","7194","3240","2169","3075","4221","6921","6201","","15215","4076","20418","1928","2475","4460","12868","2487","12474","3948","1920","3039","2006",""
"2020-11-04","11920","2080","7263","3260","2173","3120","4228","6928","6222","","15296","4089","20456","1938","2483","4490","12904","2500","12527","3966","1930","3056","2007",""
"2020-11-05","11957","2092","7307","3282","2175","3137","4234","6943","6250","","15369","4103","20525","1942","2489","4509","12941","2520","12574","3981","1939","3080","2008",""
"2020-11-06","12001","2110","7367","3316","2184","3169","4235","6955","6269","","15431","4114","20603","1964","2495","4541","13005","2536","12649","3993","1954","3103","2010",""
"2020-11-07","12025","2111","7385","3320","2189","3186","4238","6966","6279","","15509","4124","20677","1981","2499","4561","13060","2552","12743","3999","1954","3111","2012",""
"2020-11-08","12052","2117","7425","3337","2193","3204","4240","6987","6313","","15546","4145","20741","1985","2503","4566","13113","2566","12843","4003","1962","3113","2014",""
"2020-11-09","12063","2129","7465","3342","2203","3215","4244","7003","6359","","15623","4161","20837","1995","2511","4599","13152","2571","12932","4006","1962","3130","2020",""
