"date","Jharkhand/Bokaro","Jharkhand/Chatra","Jharkhand/Deoghar","Jharkhand/Dhanbad","Jharkhand/Dumka","Jharkhand/East Singhbhum","Jharkhand/Garhwa","Jharkhand/Giridih","Jharkhand/Godda","Jharkhand/Gumla","Jharkhand/Hazaribagh","Jharkhand/Jamtara","Jharkhand/Khunti","Jharkhand/Koderma","Jharkhand/Latehar","Jharkhand/Lohardaga","Jharkhand/Pakur","Jharkhand/Palamu","Jharkhand/Ramgarh","Jharkhand/Ranchi","Jharkhand/Sahibganj","Jharkhand/Saraikela-Kharsawan","Jharkhand/Simdega","Jharkhand/West Singhbhum"
"2020-05-12","","","","","","1","","7","","","10","","","","","","","","","94","","","",""
"2020-05-13","","","","","","2","23","6","","","","","","5","1","","","","","96","","","",""
"2020-05-14","","","","","","3","","10","","","18","","","6","","","","15","","101","","","",""
"2020-05-15","","","","5","","","27","","","","21","","","","","","","","","101","","","",""
"2020-05-16","","","4","","2","4","28","","","","24","","","","","","","","","102","","","",""
"2020-05-17","","","5","","","","","","","","25","","","","","1","","","2","103","","","",""
"2020-05-18","","","","6","","5","29","","1","","26","2","","","","","","15","","103","","","","1"
"2020-05-19","","","","","","6","","","","2","32","","","9","4","2","","","3","104","","1","3",""
"2020-05-20","","1","","7","","15","47","15","","3","33","","","14","","","","","","104","","2","",""
"2020-05-21","","","","","","16","","16","","","","","","16","","","","15","","111","","4","",""
"2020-05-22","15","","","","","17","","","","","41","","","","","","","","6","","","","","4"
"2020-05-23","","2","5","","","20","","","","10","","","","26","","","","","","113","","","7",""
"2020-05-24","","","","","","24","50","16","","","45","","","29","","","","","9","114","","","","6"
"2020-05-25","17","","","","","25","52","","","","","","","","","","","","10","124","","","",""
"2020-05-26","","1","","11","","28","55","","","11","48","","1","31","9","","4","17","11","125","","","10","14"
"2020-05-27","","","","","","","","","","","53","","","","10","","","","","","","","","15"
"2020-05-28","","","","","","","","","","13","","","","","","","","","","129","","","",""
"2020-05-29","22","1","","17","","52","57","17","","20","65","","3","41","10","3","","","24","128","","","",""
"2020-05-30","","","","30","","96","59","","","21","69","","5","41","","3","5","18","","128","1","","14","15"
"2020-05-31","","","","53","","106","","","","","72","","","","","4","","","25","129","3","","",""
"2020-06-01","","","","53","","116","61","17","","22","75","","","45","10","6","","18","","131","","","16",""
"2020-06-02","23","","","61","","119","62","18","","","80","","","","","","","19","45","137","","5","",""
"2020-06-03","24","","","70","4","123","","21","","23","83","","","46","13","","","25","49","138","","14","24","16"
"2020-06-04","","","","","","124","72","","","26","87","","8","59","14","","5","26","49","139","","","33","16"
"2020-06-05","25","","","71","","151","78","","","27","111","","8","60","20","","5","27","56","140","","19","64","16"
"2020-06-06","25","","","71","4","171","78","21","","37","116","","9","60","23","7","5","29","77","143","","20","98","21"
"2020-06-07","26","","","78","","179","81","","","41","119","10","10","62","26","18","","","83","145","","22","111","22"
"2020-06-08","","18","10","114","","181","86","33","","56","123","28","13","","32","21","17","29","85","145","","22","157","23"
"2020-06-09","26","24","","","","192","88","","","69","123","","14","78","45","31","17","31","95","151","3","25","178","35"
"2020-06-10","28","29","","","","214","","52","","69","130","","16","90","45","36","29","38","97","","","32","209","37"
"2020-06-11","29","","","","","219","88","52","","","132","","16","93","50","37","","38","","160","","52","211",""
"2020-06-12","29","32","10","","","229","","","","88","","","","","52","","","45","102","163","3","33","232","43"
"2020-06-13","","35","","114","","230","90","53","","","132","","","128","52","","","","108","164","","36","232","46"
"2020-06-14","29","36","","114","","240","","53","","89","133","","","","","37","","","","173","","36","246","47"
"2020-06-15","","41","","","","258","","53","","89","134","","22","","","40","29","45","108","179","","","246","53"
"2020-06-16","29","","","114","","272","91","","","90","","","22","128","52","41","","","110","182","","36","270","53"
"2020-06-17","","41","","114","","278","","","","91","153","","","152","","44","","","112","184","","36","270",""
"2020-06-18","","41","","114","","279","95","53","","93","154","28","","","54","45","","","113","186","","36","279",""
"2020-06-19","29","41","","114","","282","95","53","","93","162","28","","152","54","48","30","","113","192","","36","300","53"
"2020-06-20","","41","","","","309","97","57","","94","163","28","22","157","54","","","","115","194","","","317","55"
"2020-06-21","36","","21","119","","325","97","63","8","101","167","","23","159","","49","","","117","197","","","","57"
"2020-06-22","","43","32","120","10","325","","70","","101","170","","23","159","","50","","46","","200","","36","324",""
"2020-06-23","","43","","122","","330","","72","","105","","","","166","","52","","49","120","200","4","36","348","57"
"2020-06-24","","","33","127","4","346","","","","105","174","","25","","54","53","","50","","201","","","349",""
"2020-06-25","37","","37","","","354","97","80","","110","179","","28","171","","","","51","","203","","36","351",""
"2020-06-26","38","45","40","130","7","356","","86","9","","186","","","172","","53","31","51","","203","","37","",""
"2020-06-27","43","47","41","131","","366","","87","","115","189","","","173","","","","","120","206","6","48","",""
"2020-06-28","45","47","","","","369","101","91","9","117","191","","","175","","55","","","120","206","7","51","350","58"
"2020-06-29","","47","42","153","","381","103","91","","117","192","28","28","176","54","57","","51","","220","9","53","353","58"
"2020-06-30","46","","44","167","8","392","","92","","","","","28","178","","","","53","121","221","12","78","353",""
"2020-07-01","47","","44","173","9","400","107","","10","118","197","28","29","","54","58","33","53","121","223","14","","353",""
"2020-07-02","","54","45","176","","409","108","99","11","","200","","31","186","57","59","","61","122","226","16","","","58"
"2020-07-03","48","54","47","179","13","466","111","102","","126","202","","","188","","","","","","253","","78","353",""
"2020-07-04","50","54","49","183","","480","","103","","119","","","31","194","59","60","34","66","","259","16","80","","61"
"2020-07-05","51","","50","189","","505","","104","","","","","32","200","","70","35","68","","266","17","84","355",""
"2020-07-06","","57","50","190","","517","","104","","119","207","","","204","60","72","35","69","","277","","88","","64"
"2020-07-07","52","57","54","219","","573","112","104","","119","213","","","211","61","75","35","71","150","297","","88","356","69"
"2020-07-08","55","58","55","248","16","592","113","","","120","213","","33","228","","","42","","150","305","27","96","359","73"
"2020-07-09","56","59","60","265","16","620","","105","19","122","218","29","","241","72","81","53","72","150","319","31","96","364",""
"2020-07-10","81","86","","273","17","646","122","113","20","","243","","","249","74","95","70","81","158","353","36","100","","92"
"2020-07-11","87","98","62","278","18","659","143","119","21","130","245","31","33","262","77","100","73","88","168","368","40","104","365","93"
"2020-07-12","87","118","65","283","","666","145","121","21","","256","","34","276","83","100","","92","171","386","41","","",""
"2020-07-13","88","120","85","294","","676","150","127","23","130","295","33","35","282","85","104","93","94","191","428","43","104","368","96"
"2020-07-14","93","130","88","306","22","700","155","148","29","","300","35","36","308","118","109","104","98","198","493","49","107","370","98"
"2020-07-15","","135","89","320","28","722","182","171","31","132","361","36","37","308","141","124","","105","228","564","60","111","371","108"
"2020-07-16","","145","89","336","30","737","214","178","34","137","387","39","38","335","","129","109","114","228","605","","111","381","112"
"2020-07-17","108","202","90","342","34","760","237","188","34","141","389","40","42","336","183","133","112","114","233","665","82","117","385","128"
"2020-07-18","117","219","108","356","37","816","242","211","36","150","392","42","43","348","207","135","115","116","242","726","90","118","387","131"
"2020-07-19","120","219","112","366","39","855","245","215","37","156","418","","44","353","","160","115","116","243","758","95","","","131"
"2020-07-20","124","","113","401","","894","280","224","","161","422","","","354","","161","124","119","247","829","96","121","","131"
"2020-07-21","126","229","120","417","40","949","284","234","72","166","432","","46","359","226","169","189","126","257","935","113","133","388","142"
"2020-07-22","137","231","146","426","42","1028","327","252","88","195","446","45","46","362","","176","","191","269","1060","130","134","","147"
"2020-07-23","147","237","147","450","","1128","327","258","90","199","458","49","46","394","","186","193","213","295","1258","132","144","","156"
"2020-07-24","149","238","","466","46","1206","384","264","93","201","488","","","411","","196","199","216","320","1342","148","153","400","175"
"2020-07-25","149","238","148","469","46","1274","388","268","","","493","","","411","226","","","242","326","1469","","180","401","180"
"2020-07-26","151","266","149","473","58","1334","405","282","102","239","526","54","50","469","229","225","203","251","332","1565","164","200","407","214"
"2020-07-27","156","269","157","494","58","1454","418","301","109","285","535","63","67","476","232","228","","252","348","1669","166","207","423","232"
"2020-07-28","159","281","","499","59","1524","430","383","111","294","600","67","72","518","","234","220","373","351","1910","166","212","470","240"
"2020-07-29","159","313","187","509","65","1635","437","386","","301","602","69","76","518","235","244","230","407","365","1937","","213","","258"
"2020-07-30","240","","193","513","70","1758","441","428","114","305","608","71","79","524","238","247","231","417","374","2038","173","218","496","309"
"2020-07-31","269","359","324","528","111","1917","444","582","134","341","615","85","82","567","268","250","238","425","393","2121","179","233","519","329"
"2020-08-01","274","362","485","604","129","1982","472","610","149","359","647","100","114","601","","","239","426","431","2260","205","266","519","351"
"2020-08-02","283","","486","612","129","2104","474","630","149","","658","100","","657","284","252","243","429","439","2384","211","292","550","357"
"2020-08-03","291","379","509","688","133","2212","495","630","164","382","751","141","206","657","315","269","256","532","493","2514","245","305","550","382"
"2020-08-04","299","380","","741","155","2420","509","633","208","383","761","","234","674","335","273","281","532","493","2582","","317","557","407"
"2020-08-05","370","384","544","747","181","2492","525","640","547","395","788","145","261","680","349","275","314","583","493","2723","270","326","574","441"
"2020-08-06","382","384","579","825","181","2587","534","","561","400","808","148","292","682","384","282","","613","517","2990","275","354","580","443"
"2020-08-07","408","407","594","942","","2664","539","749","564","404","861","148","302","687","386","294","314","617","543","3150","294","370","588","475"
"2020-08-08","420","444","607","995","186","2748","542","1035","569","420","864","152","332","695","402","294","318","620","561","3458","312","400","602","491"
"2020-08-09","449","445","621","1022","187","2841","627","1037","577","432","891","155","344","703","420","","324","683","570","3633","326","411","627","536"
"2020-08-10","478","449","650","1059","195","2984","666","1047","580","450","905","157","351","728","447","300","325","743","603","3695","341","428","656","548"
"2020-08-11","488","451","660","1157","199","3144","674","1054","588","462","917","","358","748","454","","327","871","623","3798","352","441","666","579"
"2020-08-12","523","451","713","1250","205","3359","684","1066","600","477","927","170","370","759","480","324","329","876","628","3917","361","477","700","610"
"2020-08-13","534","452","725","1391","206","3499","707","1070","611","490","943","172","395","767","508","333","337","907","653","3995","365","530","730","629"
"2020-08-14","546","470","739","1414","233","3668","734","1177","629","509","1009","178","401","850","530","356","338","954","731","4271","393","566","761","667"
"2020-08-15","569","","748","1520","233","3757","756","1178","632","512","1038","186","431","853","543","","347","986","749","4366","394","578","770","699"
"2020-08-16","592","471","799","1668","245","3785","766","1187","638","535","1045","190","436","864","","375","350","989","776","4479","408","600","782","700"
"2020-08-17","636","477","809","1777","263","3890","770","1200","644","537","1084","201","440","877","566","393","366","1141","792","4632","426","622","791","732"
"2020-08-18","698","482","841","1810","266","4250","779","1218","654","577","1127","203","465","893","593","397","381","1141","804","5058","459","644","805","787"
"2020-08-19","712","483","970","1818","276","4458","783","1219","667","620","1194","209","484","909","634","424","393","1223","842","5208","477","671","815","810"
"2020-08-20","734","486","981","1916","283","4623","794","1224","669","632","1205","214","503","918","646","431","","1267","872","5322","479","682","827","836"
"2020-08-21","840","491","1020","2382","292","4788","809","1240","678","637","1218","233","510","923","686","446","408","1278","909","5502","485","698","839","883"
"2020-08-22","913","496","1032","2412","309","4973","831","1261","689","648","1241","259","521","938","709","454","418","1332","942","5690","490","730","850","964"
"2020-08-23","979","502","1096","2458","313","5234","846","1344","697","649","1272","262","535","957","736","470","421","1377","976","5936","514","740","858","1005"
"2020-08-24","1011","530","1104","2532","324","5381","888","1424","702","660","1305","278","556","1021","739","475","427","1393","1015","6096","538","756","864","1098"
"2020-08-25","1079","","1128","2586","346","5522","905","1454","711","677","1363","292","570","1055","763","492","435","1408","1082","6410","560","780","891","1134"
"2020-08-26","1117","537","1170","2719","359","5654","977","1535","715","701","1530","298","585","1081","798","508","438","1422","1115","6583","591","788","923","1166"
"2020-08-27","1150","563","1190","2755","379","5817","1086","1599","730","729","1577","321","603","1161","842","525","446","1449","1211","6911","679","810","933","1209"
"2020-08-28","1297","568","1200","2838","393","6130","1116","1661","741","744","1613","327","653","1204","861","542","449","1468","1290","7005","704","814","966","1228"
"2020-08-29","1363","609","1228","2898","458","6363","1135","1739","783","755","1654","351","695","1239","886","543","457","1514","1345","7262","730","867","981","1256"
"2020-08-30","1541","719","1244","2929","615","6448","1150","1808","804","775","1691","376","706","1265","895","548","458","1543","1469","7510","745","929","993","1273"
"2020-08-31","1546","822","1287","3082","644","7078","1207","1885","851","922","1861","425","713","1510","991","646","515","1670","1631","7802","866","1156","1062","1483"
"2020-09-01","1749","837","1318","3114","662","7322","1226","2040","856","947","1931","447","752","1585","994","652","525","1701","1749","8753","879","1204","1073","1516"
"2020-09-02","1798","868","1341","3167","675","7552","1228","2090","868","956","1945","466","777","1622","1004","668","542","1716","1812","9006","898","1245","1077","1540"
"2020-09-03","1933","880","1373","3190","678","7880","1236","2263","874","973","2050","475","826","1666","1013","687","544","1747","1875","9441","909","1326","1083","1557"
"2020-09-04","2059","881","1403","3217","703","8234","1264","2285","896","985","2072","492","874","1704","1029","707","545","1814","2060","9795","919","1358","1098","1644"
"2020-09-05","2175","883","1432","3342","718","8482","1280","2332","916","1012","2083","497","887","1732","1075","720","548","1858","2100","10451","931","1431","1103","1808"
"2020-09-06","2272","924","1479","3386","725","8584","1348","2371","921","1027","2154","510","913","1736","1089","721","550","1869","2188","10800","938","1525","1114","1918"
"2020-09-07","2326","931","1553","3424","745","9079","1372","2407","928","1033","2254","515","939","1759","1100","731","550","1919","2322","11137","946","1540","1134","1975"
"2020-09-08","2661","931","1583","3616","762","9554","1387","2442","938","1044","2464","519","1020","2053","1117","734","560","1948","2511","11347","953","1788","1261","2102"
"2020-09-09","2703","976","1656","3659","771","9804","1404","2472","948","1097","2510","521","1025","2064","1132","747","569","1955","2609","11982","974","1879","1266","2173"
"2020-09-10","2774","983","1689","3702","776","10074","1424","2492","961","1150","2525","526","1052","2097","1150","752","572","1966","2646","12364","985","1936","1271","2211"
"2020-09-11","2849","998","1715","3747","788","10275","1461","2504","977","1170","2541","532","1073","2112","1161","756","573","1995","2741","12561","994","1957","1282","2277"
"2020-09-12","3050","1005","1734","3938","803","10545","1485","2597","1000","1232","2571","542","1094","2126","1194","776","574","2015","2769","12792","1021","1982","1299","2315"
"2020-09-13","3057","1007","1746","4006","815","10660","1509","2621","1013","1256","2607","552","1106","2152","1212","791","584","2040","2785","13191","1027","2043","1332","2361"
"2020-09-14","3122","1047","1852","4060","826","10811","1582","2728","1041","1302","2638","554","1120","2161","1239","805","586","2066","2884","13454","1036","2076","1343","2403"
"2020-09-15","3168","1063","1880","4154","831","11002","1615","2822","1069","1356","2666","575","1139","2181","1254","830","589","2084","2954","13911","1092","2187","1433","2583"
"2020-09-16","3177","1066","1979","4232","831","11403","1637","2834","1074","1365","2699","592","1153","2420","1289","845","596","2099","3050","14253","1099","2266","1455","2659"
"2020-09-17","3210","1075","2005","4277","844","11587","1658","2846","1080","1406","2816","606","1205","2447","1305","865","602","2147","3073","14462","1106","2291","1468","2718"
"2020-09-18","3210","1079","2034","4339","854","11911","1674","2857","1085","1423","2854","657","1220","2468","1331","905","604","2211","3115","14954","1150","2332","1485","2825"
"2020-09-19","3328","1087","2051","4413","867","12123","1708","2872","1177","1448","2887","666","1234","2511","1348","924","614","2276","3150","15238","1173","2422","1489","2853"
"2020-09-20","3384","1109","2123","4450","891","12252","1739","2892","1240","1505","2900","674","1253","2625","1355","963","623","2336","3193","15706","1183","2472","1502","2981"
"2020-09-21","3434","1112","2177","4561","903","12613","1810","2907","1272","1520","3041","693","1256","2643","1371","1003","651","2356","3236","15882","1196","2506","1512","3017"
"2020-09-22","3501","1118","2210","4655","915","12805","1824","2925","1339","1530","3112","701","1258","2656","1381","1016","655","2466","3295","16160","1204","2579","1520","3122"
"2020-09-23","3579","1121","2231","4717","937","12936","1855","2946","1356","1544","3153","704","1314","2678","1387","1044","667","2496","3325","16573","1204","2604","1525","3192"
"2020-09-24","3627","1164","2267","4802","954","13059","1967","2963","1400","1563","3231","709","1319","2714","1403","1063","669","2565","3357","16935","1245","2660","1530","3271"
"2020-09-25","3671","1167","2342","4890","969","13203","2004","3010","1414","1570","3289","719","1382","2732","1414","1114","676","2593","3379","17345","1251","2700","1544","3330"
"2020-09-26","3738","1173","2378","4940","987","13417","2027","3018","1455","1583","3318","743","1402","2756","1425","1121","714","2626","3404","17770","1262","2735","1549","3393"
"2020-09-27","3811","1173","2423","4982","997","13643","2082","3027","1490","1598","3335","770","1409","2787","1426","1149","","2658","3418","17984","1268","2770","1564","3430"
"2020-09-28","3831","1175","2449","5039","1009","13944","2087","3036","1579","1612","3391","772","1459","2901","1429","1288","721","2682","3452","18270","1298","2855","1620","3517"
"2020-09-29","3950","1179","2477","5097","1040","14153","2106","3054","1587","1619","3441","787","1481","2931","1465","1299","721","2699","3469","18589","1302","2894","1628","3571"
"2020-09-30","3981","1190","2517","5128","1053","14266","2123","3067","1604","1629","3505","797","1511","2976","1475","1310","","2727","3495","19096","1305","2912","1641","3621"
"2020-10-01","4087","1196","2553","5178","1082","14431","2142","3089","1624","1643","3563","801","1530","3000","1491","1324","754","2738","3510","19362","1308","2958","1644","3655"
"2020-10-02","4117","1199","2576","5203","1087","14498","2167","3101","1635","1664","3599","805","1542","3013","1508","1325","771","2749","3522","19668","1322","2997","1653","3678"
"2020-10-03","4157","1204","2594","5244","1104","14559","2178","3121","1651","1677","3617","822","1569","3036","1519","1332","780","2772","3549","20052","1348","3037","1661","3693"
"2020-10-04","4206","1211","2624","5299","1114","14633","2192","3139","1683","1703","3648","840","1586","3053","1550","","786","2774","3571","20426","1358","3058","1666","3757"
"2020-10-05","4256","1219","2631","5342","1122","14703","2227","3161","1690","1715","3668","846","1618","3056","1561","1343","793","2792","3599","20745","1366","3105","1683","3784"
"2020-10-06","4307","1221","2661","5384","1132","14798","2237","3164","1709","1734","3693","849","1625","3069","1566","1348","793","2818","3627","21025","1373","3138","1701","3900"
"2020-10-07","4372","1229","2672","5429","1139","14859","2247","3168","1726","1746","3724","855","1657","3084","1581","1356","794","2841","3656","21413","1375","3157","1704","3917"
"2020-10-08","4396","1241","2688","5461","1139","15092","2254","3173","1730","1763","3741","863","1681","3109","1583","1363","798","2848","3672","21660","1378","3194","1707","3951"
"2020-10-09","4444","1246","2695","5502","1142","15195","2280","3183","1767","1782","3756","879","1716","3113","1589","1375","799","2855","3682","21974","1383","3213","1713","3970"
"2020-10-10","4490","1262","2708","5567","1146","15262","2298","3205","1781","1804","3770","887","1721","3125","1597","1377","803","2863","3703","22244","1393","3234","1719","3991"
"2020-10-11","4537","1269","2714","5609","1147","15307","2306","3217","1790","1819","3781","892","1744","3144","1608","1378","","2864","3709","22530","1402","3239","1721","3994"
"2020-10-12","4547","1272","2721","5629","1147","15387","2311","3228","1802","1833","3815","903","1750","3158","1612","1384","803","2872","3726","22729","1408","3254","1734","4009"
"2020-10-13","4585","1273","2729","5657","1165","15435","2326","3233","1817","1851","3827","918","1755","3175","1629","1396","807","2880","3733","23093","1413","3274","1737","4027"
"2020-10-14","4629","1277","2746","5687","1168","15494","2334","3239","1825","1878","3848","921","1775","3187","1631","1410","818","2882","3753","23356","1415","3286","1757","4052"
"2020-10-15","4703","1278","2762","5730","1176","15550","2338","3247","1830","1882","3867","924","1788","3200","1637","1423","820","2887","3764","23575","1422","3295","1771","4082"
"2020-10-16","4733","1284","2785","5758","1179","15607","2348","3256","1839","1900","3874","926","1800","3210","1640","1441","820","2906","3796","23705","1427","3298","1793","4099"
"2020-10-17","4777","1286","2801","5784","1182","15673","2355","3256","1849","1918","3883","927","1820","3219","1648","1445","828","2908","3821","23947","","3304","1799","4109"
"2020-10-18","4800","","2818","5801","1186","15693","2370","3260","1851","1920","3894","932","1825","3220","1652","1454","829","2911","3836","24145","1427","3310","1811","4120"
"2020-10-19","4877","1286","2838","5832","1192","15745","2380","3264","1857","1932","3909","936","1833","3227","1660","1459","","2915","3865","24297","1435","3331","1812","4130"
"2020-10-20","4919","1288","2846","5901","1195","15766","2386","3266","1861","1947","3915","939","1841","3222","1663","1464","832","2962","3880","24493","1487","3348","1818","4174"
"2020-10-21","4980","","2886","5954","1199","15863","2393","3267","1867","1953","3937","973","1847","3233","1667","1511","834","2971","3890","24656","1494","3365","1827","4205"
"2020-10-22","5028","","2918","6014","1210","15896","2398","3268","1872","1975","3945","989","1863","3236","1681","1517","840","2998","3894","24807","1496","3375","1835","4266"
"2020-10-23","5093","1293","2946","6038","1220","15932","2404","3273","1888","1986","3956","1003","1882","3237","1681","1527","","3007","3906","24910","1497","3375","1838","4312"
"2020-10-24","5133","1295","2962","6088","1224","15980","2432","","1892","2003","3972","1004","1903","3240","1689","1534","840","","3916","24996","1499","3382","1844","4319"
"2020-10-25","5182","1297","2980","6127","1226","16011","2435","","1894","2004","3982","1022","1910","3247","1689","1536","840","","3917","25031","1499","3394","1845","4337"
"2020-10-26","5209","1299","2980","6145","","16041","2435","","1909","2006","3988","1030","1917","3247","1690","1538","840","","3922","25115","1499","3398","1849","4342"
"2020-10-27","5237","","2998","6162","1227","16084","2441","3275","1910","2015","3988","1033","1917","3251","1694","1541","861","3013","3930","25242","1500","3400","1850","4355"
"2020-10-28","5267","1299","3017","6215","1232","16111","2456","3277","1913","2029","4001","1038","1918","3258","1696","1567","863","3015","3933","25334","1502","3405","1856","4366"
"2020-10-29","5306","","3047","6265","1244","16172","2471","3280","1916","2035","4008","1042","1920","3259","1704","1585","866","3019","3943","25412","1504","3419","1857","4390"
"2020-10-30","5335","","3077","6300","1248","16203","2479","3282","1929","2045","4014","1044","1926","3265","1708","","867","3020","3952","25521","1507","3421","1868","4391"
"2020-10-31","5408","1304","3097","6331","1251","16264","2494","3286","1936","2052","4027","1044","1936","3271","1713","1591","868","3041","3970","25660","1513","3424","1878","4401"
"2020-11-01","5455","1306","3105","6373","1253","16286","2504","3287","1942","2055","4027","1054","1943","3271","1714","1599","869","3044","3990","25755","","3443","1882","4416"
"2020-11-02","5482","1314","3140","6423","1259","16326","2517","3293","1952","2062","4035","1057","1954","3277","1718","1603","","3062","3994","25877","1515","3450","","4428"
"2020-11-03","5509","1317","3159","6462","1261","16402","2525","3297","1963","2074","4044","1063","1967","3286","1719","1609","","3074","4002","25985","1519","3456","1889","4435"
"2020-11-04","5518","1324","3183","6485","1263","16450","2530","3297","1972","2079","4055","1071","1972","3298","1720","1611","","3076","4007","26090","1520","3457","1891","4449"
"2020-11-05","5548","1327","3209","6519","1267","16476","2542","3298","1986","2089","4059","1078","1985","3305","1721","1615","871","3083","4017","26189","1521","3465","1902","4470"
"2020-11-06","5571","1330","3220","6544","1270","16514","2549","3301","1992","2098","4065","1117","1986","3308","1725","1622","","3095","4027","26280","1526","3480","1909","4498"
"2020-11-07","5602","1333","3237","6588","1271","16558","2557","3303","1997","2107","4071","1122","1991","3313","1735","1625","871","3113","4034","26366","1532","3489","1914","4509"
"2020-11-08","5622","1335","3248","6603","1273","16571","2559","3304","1997","2113","4095","1127","1994","3316","1742","1631","","","4040","26426","1538","3493","1915","4515"
"2020-11-09","5641","1340","3258","6627","1276","16619","2571","3307","2001","2116","4100","1128","1998","3320","1742","1636","","3140","4041","26478","1542","3501","1917","4517"
"2020-11-10","5672","1342","3270","6659","1277","16655","2581","3311","2003","2123","4108","1128","2001","3322","1747","1647","871","3150","4053","26521","1545","3505","1919","4529"
"2020-11-11","5712","1343","3281","6696","1280","16684","2583","3320","2008","2139","4114","1129","2002","3322","1748","1651","","3154","4066","26599","","3516","1927","4533"
"2020-11-12","5730","1344","3288","6739","1280","16733","2586","3323","2009","2143","4119","1129","2007","3324","1750","1653","879","3172","4082","26664","1552","3519","1932","4535"
"2020-11-13","5775","1344","3301","6765","1284","16762","2592","3327","2012","2159","4124","1131","2008","3327","1763","","880","3181","4084","26748","1555","3526","1935","4544"
"2020-11-14","5787","","3302","6780","1286","16786","2596","","2013","","4124","1140","2010","3327","1763","","","","4122","26787","1556","3530","1937","4544"
