"date","Manipur/Bishnupur","Manipur/CAPF Personnel","Manipur/Chandel","Manipur/Churachandpur","Manipur/Imphal East","Manipur/Imphal West","Manipur/Jiribam","Manipur/Kakching","Manipur/Kamjong","Manipur/Kangpokpi","Manipur/Meitram","Manipur/Noney","Manipur/Pherzawl","Manipur/Senapati","Manipur/Tamenglong","Manipur/Tengnoupal","Manipur/Thoubal","Manipur/Ukhrul","Manipur/kasom khulem"
"2020-06-28","","","","  4.88 %","  4.85 %","  6.68 %","","  6.83 %"," 11.60 %","","","  3.78 %","","  6.26 %"," 14.90 %","",""," 10.68 %",""
"2020-06-29","  1.33 %","","","  4.68 %","","","","  6.51 %"," 10.83 %","  7.91 %","","  1.78 %"," ##.## %","  3.61 %"," 13.18 %","","","  8.87 %",""
"2020-06-30","  1.58 %","","","","  4.05 %","","","","","  7.63 %","","","","  3.22 %","","","","",""
"2020-07-01","","","","","","  5.03 %","",""," 10.31 %","","","","","  4.90 %"," 12.62 %","","  6.80 %","  6.85 %",""
"2020-07-02","","","","  4.10 %","","  4.40 %","","  5.41 %"," 10.04 %","  7.37 %","","","","","","","  6.66 %","  6.21 %",""
"2020-07-03","","","","","","","","","","","","","","","","","  6.76 %","  6.29 %",""
"2020-07-04","  1.02 %","","","","  4.45 %","","","","","","","","","  5.73 %","","","","",""
"2020-07-05","","","","  3.89 %","  3.72 %","  4.91 %","","  5.15 %"," 11.04 %","  9.59 %","","  2.61 %","",""," 12.46 %","","","  2.37 %",""
"2020-07-06","","","","","  4.58 %",""," ##.## %","","","","","","","  6.41 %","","","","",""
"2020-07-07","","","","  3.52 %","  3.91 %",""," ##.## %","  5.30 %",""," 10.04 %","","","","  9.94 %","","","","",""
"2020-07-08","","","","","","","","","","","","","","  9.76 %","","","","",""
"2020-07-09","  1.27 %","","","  2.97 %","  3.82 %",""," ##.## %","","","","","","","","  2.29 %","","","",""
"2020-07-10","","","","","  3.22 %","  7.02 %"," ##.## %","  4.10 %","  9.69 %","","","","","  8.12 %","  1.67 %","","  5.29 %","  6.22 %",""
"2020-07-11","","","","","","  6.95 %"," 15.78 %","","","","","","","","","","","  6.12 %",""
"2020-07-12","",""," 46.07 %","","  3.98 %","","","  4.29 %","","  4.32 %","","","","  7.66 %","","","","",""
"2020-07-13","","","","  3.37 %","  4.52 %","","","","","","","","","  6.71 %","","","","",""
"2020-07-14","","","","  2.22 %","  5.50 %","  7.72 %"," 11.36 %","","","  4.77 %","","","","","  2.82 %","","  5.80 %","  6.85 %",""
"2020-07-15","","","","","","  9.07 %","  9.21 %","  4.02 %","  9.83 %","","","","","","  2.69 %","","  8.19 %","",""
"2020-07-16","","","","  2.72 %",""," 12.55 %","","  3.31 %","  8.51 %","","","","","  3.98 %","  2.76 %","","  8.07 %","  6.92 %",""
"2020-07-17","  1.48 %","","","  2.83 %","","","  7.75 %","","","","","","","","","","  8.22 %","  8.92 %",""
"2020-07-18","","","","","","  7.90 %","","","  8.99 %"," 11.99 %","","","","","  2.94 %","","  8.26 %","  4.71 %",""
"2020-07-19","  1.72 %","","","","  5.73 %","  8.78 %","","","","","","","","  3.56 %","  2.12 %","","  7.77 %","  4.49 %",""
"2020-07-20","","","","","","  7.90 %","","","  7.79 %","","","","","","","","  7.01 %","",""
"2020-07-21","","","","","  7.89 %","  7.63 %","  8.87 %","  3.24 %",""," 11.50 %","","","","",""," 32.57 %"," 11.18 %","",""
"2020-07-22","","","","  3.17 %","  7.78 %","","  9.42 %","","","","","","","  3.58 %","",""," 10.54 %","  4.06 %",""
"2020-07-23","","","","","","  3.43 %","","  1.47 %","  2.04 %"," 11.78 %","","","","",""," 18.90 %"," 12.15 %","  3.29 %",""
"2020-07-24","","","","  2.89 %","  6.09 %","  4.17 %"," 10.37 %","","","","","","","","",""," 12.32 %","  1.19 %",""
"2020-07-25","","","","","  4.93 %","  3.23 %","","","","","","","","","",""," 10.06 %","",""
"2020-07-26","","","","","","  6.59 %","","  2.16 %","","","","","","","  1.26 %","","  7.20 %","",""
"2020-07-27","","","","  2.72 %","  6.63 %","  5.84 %","","",""," 12.07 %","","","","","","","  8.59 %","",""
"2020-07-28","","","","  2.98 %","","  5.61 %","","","","","","","","","  1.90 %","","  5.17 %","",""
"2020-07-29","  1.93 %","","","  8.24 %","  5.70 %","  6.81 %","","  3.15 %","  1.83 %","","","","","  5.90 %","  1.96 %","","  5.31 %","",""
"2020-07-30","","","","  7.18 %","  7.60 %","  7.60 %","","",""," 11.61 %","","","","  5.73 %",""," 14.44 %","  5.37 %","",""
"2020-07-31","","",""," 11.97 %","  7.51 %","  4.92 %","","  6.77 %","","  4.31 %","","","","  4.60 %","  1.85 %","  6.73 %","  5.10 %","",""
"2020-08-01","  2.59 %",""," 31.07 %",""," 13.04 %","  4.92 %","","  6.67 %","","  2.24 %","","","","","  1.65 %","  7.41 %","  3.37 %","   .94 %",""
"2020-08-02","",""," 30.15 %"," 11.80 %","","  7.11 %","","","","  1.66 %","","","","  4.64 %","","","  3.15 %","",""
"2020-08-03","  2.56 %","","","","","  7.59 %","","","","","","","","","","","  4.75 %","  1.02 %",""
"2020-08-04","","","  4.65 %",""," 11.83 %","  7.90 %","","  6.39 %","","","","","","","  1.45 %","","  6.16 %","",""
"2020-08-05","  2.04 %"," 16.39 %","  4.43 %"," 10.97 %"," 11.97 %","  7.70 %","","","","","","","","  4.21 %","","","  5.58 %","",""
"2020-08-06","  2.44 %"," 17.48 %","","  5.92 %"," 10.18 %","  8.79 %","","  6.30 %","  2.25 %","  1.44 %","","","","","","","  7.50 %","",""
"2020-08-07","  3.22 %"," 32.84 %","  5.18 %",""," 10.11 %","  6.78 %","","  6.37 %","","  1.37 %","","","","","  1.75 %","","  8.85 %","",""
"2020-08-08","  6.39 %"," 37.30 %","  7.58 %","  5.75 %","  5.14 %","  4.99 %","","","","","","  7.30 %","","","","","  6.63 %","   .69 %",""
"2020-08-09",""," 31.72 %"," 10.28 %","  1.62 %","  7.14 %","  4.17 %"," 10.26 %","","","  2.01 %","","","","  1.71 %","","","  5.70 %","   .68 %",""
"2020-08-10",""," 28.62 %","  8.09 %","  1.68 %","  5.95 %","  4.84 %","","  2.79 %","  2.57 %","  2.01 %","","","","   .91 %","","","  5.04 %","",""
"2020-08-11","  6.81 %"," 28.05 %","","","  5.45 %","  5.08 %","","","  2.56 %","","","  9.18 %","","   .91 %","  1.47 %","","  2.97 %","",""
"2020-08-12","","  9.47 %","","  1.67 %","  5.42 %","  4.92 %","","  2.88 %","  2.93 %","",""," 11.17 %","","","","","  1.19 %","",""
"2020-08-13","  7.07 %","  5.42 %","","  1.45 %","  5.69 %","  4.68 %","","","","","","","","   .74 %","","","  3.34 %","",""
"2020-08-14","  7.34 %","  4.66 %","","  1.74 %","  3.65 %","  5.14 %","","  2.73 %","","",""," 12.67 %","","","","","  3.02 %","   .75 %",""
"2020-08-15","  6.69 %","  7.33 %","  9.62 %","","  5.10 %","  4.04 %","","  2.06 %","  2.74 %","",""," 15.55 %","","   .89 %","","","  3.19 %","",""
"2020-08-16","","  9.94 %","","","  5.01 %","  3.47 %","","","","  1.72 %",""," 10.74 %","","   .64 %","","","  3.26 %","   .90 %",""
"2020-08-17",""," 10.25 %","","  1.03 %","  5.78 %","  4.98 %","","","","","","  9.62 %","","","  1.38 %","","  3.21 %","",""
"2020-08-18","  3.89 %","  8.89 %","","","  5.79 %","  5.31 %","","","","","","  7.49 %","","","","","  1.05 %","",""
"2020-08-19","  3.38 %","  9.67 %","  8.62 %","  1.20 %","  5.84 %","  5.07 %","","  1.04 %","","","",""," ##.## %","","","","   .75 %","",""
"2020-08-20","  3.44 %","  5.35 %","  6.48 %","","  4.17 %","  5.35 %","","","","","","","","   .63 %","","","   .82 %","   .89 %",""
"2020-08-21","  3.17 %","  2.79 %","  5.37 %","  1.25 %","  5.07 %","  5.11 %","","   .91 %","","","","","","","  1.37 %","","   .86 %","",""
"2020-08-22","  3.21 %","  2.67 %","  5.78 %","  1.24 %","  5.16 %","  3.74 %","","   .68 %","","","","","","","","","   .81 %","",""
"2020-08-23","  2.54 %","  3.53 %","  3.59 %","","  4.97 %","  3.37 %","","   .67 %","","","","  6.34 %","","","","","   .96 %","   .74 %",""
"2020-08-24","  2.64 %","  3.04 %","","   .98 %","  5.08 %","  3.38 %","","   .67 %","","","","","","","","","  1.19 %","   .88 %",""
"2020-08-25","  3.62 %","  3.00 %","  3.77 %","  1.14 %","  5.05 %","  3.68 %","","","","","","","","","","","  1.29 %","",""
"2020-08-26","  3.41 %","  2.90 %","","  1.02 %","  4.99 %","  3.62 %","","   .55 %","","   .97 %","","  3.65 %","","   .63 %","","","  1.62 %","",""
"2020-08-27","  3.21 %","  2.76 %","  4.84 %","  1.01 %","  4.48 %","  4.56 %","","","","  1.22 %","","","","   .63 %","","","  1.71 %","   .73 %",""
"2020-08-28","  2.71 %","  2.46 %","  2.73 %","   .89 %","  4.60 %","  4.45 %","","   .55 %","","","","","","   .55 %","","  7.98 %","  1.91 %","",""
"2020-08-29","  2.68 %","  2.15 %","  2.23 %","   .82 %","  3.69 %","  4.82 %","","","","","","","","","","","  1.85 %","",""
"2020-08-30","  1.37 %","  2.33 %","  2.20 %","   .98 %","  4.32 %","  4.84 %","","  2.38 %","","   .56 %","","","","   .46 %",""," 10.29 %","  2.16 %","   .93 %",""
"2020-08-31","  1.04 %","  2.48 %","  1.95 %","  1.07 %","  3.61 %","  4.17 %"," 11.56 %","","","   .56 %","","","","   .62 %",""," 17.50 %","  2.21 %","  1.34 %",""
"2020-09-01","  1.32 %","  2.19 %","","  1.28 %","  3.35 %","  3.54 %","  7.81 %","","","   .62 %","","","","   .69 %","  2.42 %","","  2.64 %","  1.40 %",""
"2020-09-02","  2.87 %","  1.55 %","   .82 %","  2.60 %","  2.98 %","  3.49 %","","  2.77 %","","","","","","","","","  2.65 %","",""
"2020-09-03","  3.02 %","  1.47 %","  2.22 %","  2.48 %","  3.00 %","  2.70 %","","","","","","","","",""," 25.51 %","  3.06 %","",""
"2020-09-04","  3.96 %","  1.52 %","","","  2.45 %","  2.09 %","  5.35 %","  2.85 %","","","","","","",""," 28.84 %","  2.60 %","",""
"2020-09-05","  4.11 %","  1.28 %","","  2.29 %","  2.05 %","  3.00 %","","","","   .98 %","","  4.83 %","","   .69 %","  1.46 %"," 29.45 %","  2.59 %","  1.25 %",""
"2020-09-06","  3.57 %","  1.50 %","","  2.12 %","  2.57 %","  3.05 %","","","","","","","","   .61 %","  1.46 %","","  2.39 %","  1.32 %",""
"2020-09-07","  2.49 %","  1.77 %","  2.57 %","  2.05 %","  2.43 %","  2.67 %","  4.26 %","  2.83 %","","   .79 %","","  4.38 %","","","","","  2.17 %","",""
"2020-09-08","  3.24 %","  1.36 %","  2.55 %","   .75 %","  2.88 %","  2.73 %","  4.80 %","  2.92 %","","","","  3.95 %","","","  1.45 %","","  2.02 %","  1.02 %",""
"2020-09-09","  3.00 %","  1.35 %","","","  4.06 %","  3.20 %","","  1.35 %","","  1.02 %","","","","   .75 %","","","  1.92 %","   .53 %",""
"2020-09-10","  3.18 %","  1.36 %","","   .80 %","  3.96 %","  2.08 %","  3.50 %","   .94 %","","","","","","","  1.60 %"," 26.33 %","  2.36 %","   .47 %",""
"2020-09-11","  3.16 %","  1.20 %","  2.52 %","   .79 %","  3.67 %","  1.83 %","","  1.03 %","","  1.02 %","","","","",""," 18.37 %","  2.14 %","   .53 %",""
"2020-09-12","  2.73 %","  1.31 %","  2.50 %","  1.10 %","  4.05 %","  2.31 %","  2.66 %","  1.11 %","","","","  4.17 %","","","","","  2.22 %","   .46 %",""
"2020-09-13","  2.31 %","  1.43 %","","  1.40 %","  3.79 %","  2.72 %","","  1.01 %","","  1.01 %","","","","","","","  2.30 %","",""
"2020-09-14","  1.47 %","  1.31 %","  1.99 %","  1.69 %","  2.62 %","  2.28 %","  2.33 %","","","   .65 %","","  3.98 %","","","   .61 %","","  2.65 %","   .46 %",""
"2020-09-15","  1.98 %","  1.13 %","","  1.68 %","  3.37 %","  3.59 %","","  1.00 %","","","","","","","   .68 %","  9.66 %","  1.77 %","   .59 %",""
"2020-09-16","  2.09 %","  1.25 %","","  1.92 %","  3.63 %","  3.18 %","","","","   .58 %","","  2.83 %","","","","","  1.88 %","   .65 %",""
"2020-09-18","","  1.69 %","","","","","","","","","","","","","","","","",""
"2020-09-19","  2.46 %","  1.55 %","","  1.84 %","  3.49 %","  2.88 %","  1.41 %","  1.08 %","","","","","","   .67 %","","","  2.13 %","",""
"2020-09-20","  2.26 %","  1.33 %","","  1.51 %","  3.35 %","  3.11 %","","","  2.29 %","   .63 %","","  2.79 %","","   .74 %","  1.72 %","","  1.81 %","",""
"2020-09-21","  2.37 %","  1.50 %","","  1.16 %","  3.75 %","  2.97 %","","  1.24 %","","   .97 %","","  2.75 %","","   .74 %","  1.99 %","","  1.81 %","",""
"2020-09-22","  1.79 %","  1.97 %","  1.93 %","  1.23 %","  4.74 %","  1.96 %","","  1.65 %","  1.16 %","   .91 %","","","","   .73 %","  2.04 %","  4.82 %","  2.32 %","",""
"2020-09-23","  1.59 %","  1.34 %","  1.92 %","   .97 %","  4.41 %","  1.92 %","  1.09 %","  2.39 %","","   .91 %","","","","   .58 %","  1.96 %","","  2.15 %","",""
"2020-09-24","  1.55 %","","  1.90 %","  1.50 %","  4.31 %","  1.87 %","","  2.75 %","  1.15 %","  1.23 %","","  5.97 %","","   .51 %","","","  1.97 %","  1.02 %",""
"2020-09-25","  1.35 %","  2.03 %","","  1.71 %","  4.08 %","  2.03 %","","  3.49 %","","   .94 %","","","","","  2.28 %","  3.59 %","  1.99 %","  1.08 %",""
"2020-09-26","  1.34 %","  2.23 %","","  2.37 %","  3.88 %","  2.95 %","  1.60 %","  3.13 %","   .88 %","","","  7.46 %","","   .43 %","  1.30 %","","  1.92 %","  1.94 %",""
"2020-09-27","  1.42 %","  2.64 %","  2.86 %","  2.21 %","  2.43 %","  3.27 %","  1.59 %","  2.83 %","   .74 %","   .60 %","","","","   .43 %","  1.15 %","","  1.47 %","  1.98 %",""
"2020-09-28","  1.47 %","  2.17 %","  2.59 %","  2.26 %","  3.03 %","  3.31 %","","  2.43 %","","   .71 %","","  8.75 %","","","  1.98 %","","  1.55 %","",""
"2020-09-29","  1.12 %","  2.35 %","","  1.47 %","  3.09 %","  3.38 %","  1.96 %","  1.86 %","  1.47 %","   .76 %",""," 11.08 %","","   .43 %","  4.38 %","  5.02 %","  2.12 %","  1.91 %",""
"2020-09-30","  1.05 %","  1.99 %","  3.58 %","  1.23 %","  3.78 %","  2.76 %","  2.44 %","","","",""," 14.33 %","","   .64 %","  4.57 %","  5.11 %","  2.22 %","",""
"2020-10-01","  1.09 %","  1.93 %","  3.55 %","   .63 %","  3.34 %","  2.09 %","  2.27 %","  1.08 %","","",""," 12.61 %","","   .70 %","  5.39 %","  4.81 %","  1.89 %","  1.63 %",""
"2020-10-02","   .86 %","  1.77 %","","   .98 %","  4.23 %","  1.80 %","  1.72 %","","","",""," 11.09 %","","   .70 %","  5.80 %","  5.60 %","  1.79 %","",""
"2020-10-03","   .80 %","  1.78 %","  4.07 %","  1.64 %","  4.53 %","  1.90 %","  1.82 %","  1.42 %","","   .53 %",""," 10.58 %","","   .70 %","  4.84 %","  4.57 %","  1.70 %","  1.79 %",""
