"date","Tamil Nadu/Airport Quarantine","Tamil Nadu/Airport quarantine","Tamil Nadu/Ariyalur","Tamil Nadu/CHENNAI","Tamil Nadu/Chengalpattu","Tamil Nadu/Chennai","Tamil Nadu/Coimbatore","Tamil Nadu/Cuddalore","Tamil Nadu/Dharmapuri","Tamil Nadu/Dindigul","Tamil Nadu/Erode","Tamil Nadu/KARUR","Tamil Nadu/Kallakurichi","Tamil Nadu/Kancheepuram","Tamil Nadu/Kanyakumari","Tamil Nadu/Karur","Tamil Nadu/Krishnagiri","Tamil Nadu/MADURAI","Tamil Nadu/Madurai","Tamil Nadu/Nagapattinam","Tamil Nadu/Namakkal","Tamil Nadu/Nilgiris","Tamil Nadu/Other State","Tamil Nadu/Perambalur","Tamil Nadu/Pudukkottai","Tamil Nadu/Railway Quarantine","Tamil Nadu/Ramanathapuram","Tamil Nadu/Ranipet","Tamil Nadu/Salem","Tamil Nadu/Sivaganga","Tamil Nadu/TENKASI","Tamil Nadu/Tenkasi","Tamil Nadu/Thanjavur","Tamil Nadu/Theni","Tamil Nadu/Thiruvallur","Tamil Nadu/Thiruvarur","Tamil Nadu/Thoothukkudi","Tamil Nadu/Tiruchirappalli","Tamil Nadu/Tirunelveli","Tamil Nadu/Tirupathur","Tamil Nadu/Tiruppur","Tamil Nadu/Tiruvannamalai","Tamil Nadu/Vellore","Tamil Nadu/Viluppuram","Tamil Nadu/Virudhunagar","Tamil Nadu/chengalpattu","Tamil Nadu/chennai"
"2020-03-31","","","","","1","4","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","22","","","","","","","",""
"2020-04-01","","","","","7","1","28","","","","2","","","","","1","","","9","","","","","","","","","","","","","","","","","","2","","6","","","1","","","","",""
"2020-04-02","","","","","7","20","","","","","6","","","","","15","","","","","","","","","","","","4","","","","","","","","5","2","","1","3","","","","","9","",""
"2020-04-03","","","","","","35","","","","26","","","","1","","3","","","","","3","","","","","","","","2","","","","","1","","5","4","","6","","","","","10","1","",""
"2020-04-04","","","","","","7","","","","","","","","","","2","","","2","","3","","","","","","","18","1","","","","","2","10","","","","1","","2","","2","1","","",""
"2020-04-05","","","","","3","7","29","7","","2","","","","1","1","","","","2","6","1","","","","","","","2","3","","","","4","1","1","","2","","1","","","2","2","5","","",""
"2020-04-06","","","","","2","15","1","3","","","","","","2","","","","","","","3","","","","","","","","","","","","3","","","","","13","","1","4","1","","1","","",""
"2020-04-07","","","","","","39","1","","","","","","","","","","","","5","","","","","","","","","2","","","","","3","","","","6","","","","13","","","","","",""
"2020-04-08","","","","","","7","","","","1","","","","","","","","","","","5","","","","","","","","1","","","","","16","1","","","6","4","","2","","1","4","","",""
"2020-04-09","","","","","4","7","","","","","26","","1","","8","","","","1","1","8","","","","","","","","1","1","","","","1","","1","5","","16","5","4","","5","","","",""
"2020-04-10","","","","","12","9","26","1","","8","2","","","","1","","","","","","","3","","","","","","9","","","","","","","","","2","","","","","1","","3","","",""
"2020-04-11","","","","","1","10","11","1","","1","","","","","","","","","","12","","2","","","","","","","","","","","","","16","","","3","","","","1","","","","",""
"2020-04-12","","","","","2","18","22","4","","1","4","","","","","3","","","","","4","","","","","","","2","4","","","1","","","1","","","4","","","35","","1","","","",""
"2020-04-13","","","","","2","9","7","","","","","","","","","15","","","14","5","","","","","","","3","","","4","","","","","4","3","2","","","1","18","1","4","","6","",""
"2020-04-14","","","","","","5","","1","","9","","","","","1","","","","2","2","","","","","","","2","","1","1","","3","4","","","","","","","","","","","","","",""
"2020-04-15","","","","","3","5","","","","","6","","","","","","","","","7","","","","","","","","","3","","","1","1","1","7","2","","","1","","","","1","","","",""
"2020-04-16","","","","","","3","1","","","","","","","","","","","","3","","5","","","","","","3","","2","","","","1","","1","","","","1","","1","","3","1","","",""
"2020-04-17","","","","","","11","","","","1","","","","","","1","","","","2","","","","","","","","","","","","5","17","2","5","4","","3","","","","","3","2","","",""
"2020-04-18","","","","","","7","1","","","3","","","","","","","","","","","","","","3","","","","","","","","4","1","","","","","","2","","28","","","","","",""
"2020-04-19","","","","","3","50","5","6","","5","","","","1","","","","","2","3","","","","","","","","","","","","4","10","","","5","","","2","","","","","7","2","",""
"2020-04-20","","","2","","","18","","","","2","","","","","","","","","","1","","","","1","","","1","","","1","","4","","","2","1","1","4","","","1","","","3","","",""
"2020-04-21","","","","","3","55","1","","","","","","2","1","","","","","","","1","","","","","","","","","","","5","3","","","1","","","","","","","","4","","",""
"2020-04-22","","","2","","","15","","","","","","","","1","","","","","4","","","","","","","","","","","","","","6","","2","","","1","","","","1","","1","","",""
"2020-04-23","","","","","1","27","","","","3","","","","","","","","","2","","4","","","","","","1","","5","","","1","1","","","1","","","1","1","1","","","1","3","",""
"2020-04-24","","","","","","52","7","","","","","","","1","","","","","4","","","","","","","","2","","1","","","1","","","2","","","","","","","1","","","1","",""
"2020-04-25","","","","","1","43","","","","","","","","7","","","","","4","","","","","2","","","","","","","","5","","","","","","","","","","1","","1","2","",""
"2020-04-26","","","","","","28","","","","","","","1","","","","","","15","","4","","","","","","1","","1","","","","","","1","","","","","","2","","","4","7","",""
"2020-04-27","","","","","","47","0","","","","","","","","","","","","4","","","","","","","","","","","0","","","","0","","0","0","","","","","","","1","","",""
"2020-04-28","","","","","12","103","","","","","","","3","1","","","","","0","","2","","","","","","","","0","","","","0","","0","","","","","","","","","","","",""
"2020-04-29","","","0","","4","94","0","","","0","0","","","3","0","","","","0","0","0","","","","","","0","0","0","","","0","0","","1","0","","0","","","0","","0","2","","",""
"2020-04-30","","","1","","5","138","0","1","","0","","","","3","","","","","5","0","","","","2","","","3","1","1","","","","0","0","1","0","","","0","","0","","","","0","",""
"2020-05-01","","","1","","8","176","0","1","","1","","","","2","","1","","","3","1","","","","","","","","","0","","","0","2","","6","0","0","","0","","0","","","1","","",""
"2020-05-02","","","18","","5","174","1","2","","0","","","","13","","","","","1","","0","","","2","","","2","0","1","0","","0","0","0","8","","","0","","","2","","0","2","","",""
"2020-05-03","","","2","","1","203","4","9","","","","","6","","1","","","","2","","","","","","","","","","","","","2","0","","2","0","","","","","","1","","33","","",""
"2020-05-04","","","6","","4","266","","122","","10","","","","","","1","","","1","0","","","","25","","","1","3","","","","9","1","","9","2","","4","0","1","0","11","","49","2","",""
"2020-05-05","","","","","36","278","0","68","1","7","","","38","1","0","","","","1","","15","5","","1","","","","","1","0","","1","0","5","20","0","","1","1","","0","","","25","1","",""
"2020-05-06","","","188","","9","324","","95","","9","","","0","45","","1","2","","20","","0","","","3","2","","0","0","1","","","1","1","2","34","1","2","1","1","1","","17","6","5","0","",""
"2020-05-07","","","24","","13","316","","32","","","","","1","2","","2","4","","0","","","","","33","2","","2","7","","","","0","2","3","63","0","1","5","3","2","","17","1","45","0","",""
"2020-05-08","","","","","26","399","","34","2","0","","","","8","8","","2","","2","","0","","","0","","","1","","0","","","1","0","1","75","","","1","4","1","","11","0","21","3","",""
"2020-05-09","","","16","","40","279","","3","","1","","","1","17","","","","","0","","1","1","","31","","","2","10","","","","","1","2","26","0","","","9","4","","15","","67","0","",""
"2020-05-10","","","4","","43","509","","1","","","","","0","8","","1","10","","4","","0","","","9","1","","1","6","0","","","0","0","3","47","0","","","10","1","","0","3","6","2","",""
"2020-05-11","","","33","","90","538","","0","2","1","","","","8","1","","","","4","","","","","1","","","4","1","","","","","3","","97","","3","","","","","10","1","0","1","",""
"2020-05-12","","","36","","35","510","","1","","2","","","2","24","1","4","","","","","0","","","27","","","0","9","0","","","1","","7","27","0","2","2","3","","0","13","1","1","4","",""
"2020-05-13","5","","4","","25","380","0","17","","","","","","4","","2","","","2","2","","","","1","","","","0","","","","0","1","5","25","","1","0","5","","","23","0","7","","",""
"2020-05-14","","","10","","19","375","","1","-1","1","","","4","7","4","3","","","8","","","-1","","-5","","","0","1","","1","","4","5","0","0","-1","2","2","13","","","7","-1","-10","-1","",""
"2020-05-15","","","0","","20","310","","3","","2","","","0","11","4","0","","","11","","0","","","2","1","","","2","0","","","2","1","6","21","","10","","22","","","4","","0","2","",""
"2020-05-16","4","","0","","13","332","-1","0","","7","","","17","4","2","0","0","","4","2","","","","","","","","3","","9","","5","1","1","10","","8","","44","0","","7","1","2","1","",""
"2020-05-17","","","5","","28","482","","1","0","0","","","17","5","","16","0","","13","1","","","","0","","","","0","9","4","","3","0","","18","","13","0","15","0","","3","0","0","4","",""
"2020-05-18","5","","2","","43","364","","1","0","2","","","5","17","7","1","","","3","","","","","","","","6","2","5","","","6","","9","19","","15","0","12","1","","4","","4","3","",""
"2020-05-19","36","","0","","22","552","","2","","3","","","11","5","5","6","0","","","1","","","","0","","","2","1","","","","2","3","1","8","0","6","1","20","0","","","0","0","1","",""
"2020-05-20","","","","","61","557","","0","","1","","","1","14","0","0","1","","9","","","0","","","6","1","","0","","0","","1","1","3","23","","22","0","16","","","11","","7","6","",""
"2020-05-21","7","","0","","34","567","","1","","5","","","8","13","0","1","","","19","","","","","0","3","2","","4","","2","","8","4","4","42","0","22","","11","1","","5","1","4","8","",""
"2020-05-22","1","","","","40","569","","0","0","1","1","","1","13","0","","1","","33","0","","","","0","3","","13","1","","","","0","","5","39","3","9","4","18","","","2","3","0","26","",""
"2020-05-23","12","","","","39","625","","2","","","","","","13","0","","0","","2","0","","0","","0","1","","3","1","3","0","","2","0","1","22","","5","","11","","","11","0","4","2","",""
"2020-05-24","2","","1","","46","587","0","4","0","0","0","","15","21","2","0","0","","6","0","0","0","","0","1","1","3","2","0","0","","0","3","4","34","2","11","3","0","0","0","4","0","0","13","",""
"2020-05-25","5","","","","54","549","","0","1","","","","10","19","3","0","1","","0","","","","","","","16","5","4","6","","","","1","2","37","1","17","1","15","","","41","","","17","",""
"2020-05-26","5","","1","","22","493","","8","2","1","","","8","13","4","0","2","","2","0","","","2","","","1","1","1","10","0","","0","","0","25","","10","","0","1","","14","3","0","1","",""
"2020-05-27","0","","5","3","35","559","0","4","","","","","66","17","1","","0","","7","1","","","","","0","44","1","-1","","3","","0","1","0","32","4","8","3","3","1","","22","-2","12","-12","",""
"2020-05-28","0","","","","45","558","","4","","4","","","3","20","","0","1","","8","2","","0","","0","1","16","0","1","39","0","","0","1","0","38","","4","0","29","","","40","2","3","3","","1"
"2020-05-29","6","","3","","61","618","","5","","0","1","","19","12","1","0","","","","","","","","","0","72","0","0","0","","","0","0","0","9","","1","1","15","","","48","","1","1","",""
"2020-05-30","","","","","94","615","","6","","","","","7","21","8","","1","","19","5","","","","1","0","0","13","0","39","1","","1","2","1","28","4","17","7","12","1","","9","","23","1","","1"
"2020-05-31","8","","","","83","804","","8","","1","0","","2","16","3","","1","","1","1","1","","","1","4","26","6","1","49","1","","0","1","","47","1","10","3","0","","","55","1","1","2","",""
"2020-06-01","1","","5","","48","967","5","1","","5","","","0","9","2","","","","0","","4","1","","1","1","21","2","5","16","1","","2","4","0","33","0","1","","3","1","","10","4","8","1","",""
"2020-06-02","2","","0","","82","809","","1","","2","2","","4","15","7","","","","1","3","","","","1","1","3","1","","9","1","","2","3","5","43","2","51","7","12","4","","14","","1","3","",""
"2020-06-03","19","","","","61","1012","9","6","1","","","","4","19","1","1","","","7","1","1","","","","","0","5","5","3","0","","4","6","1","58","2","17","0","12","4","","21","4","1","1","",""
"2020-06-04","15","","2","","174","1106","-6","2","2","2","-2","","-7","24","-5","","1","","-3","8","2","-1","-3","-1","1","40","1","0","-14","-1","","2","1","4","43","","6","3","-3","-6","","9","1","-21","8","",""
"2020-06-05","14","","2","","86","1116","","3","","3","","","12","15","1","1","","","9","3","","","","1","5","12","4","14","7","1","","2","1","2","64","4","11","12","2","1","","13","3","7","7","",""
"2020-06-06","12","","5","","96","1184","5","0","0","5","1","","0","20","10","4","8","","6","1","","","","","-3","3","0","-2","-3","0","","2","2","0","86","3","3","0","1","-1","","3","0","6","1","",""
"2020-06-07","13","","1","","135","1156","3","6","2","11","","","8","16","0","","","","14","","","","","0","2","0","9","10","3","","","3","7","3","55","1","14","4","2","6","","6","9","11","5","",""
"2020-06-08","13","","1","","134","1149","0","10","5","9","2","","20","18","7","","","","5","5","","","","0","3","6","6","8","5","7","","3","4","2","57","3","26","0","4","","","11","31","4","4","",""
"2020-06-09","12","","3","","158","1247","5","0","1","6","-2","","3","33","1","0","","","16","7","","","","1","4","28","6","1","-10","","","","8","-1","90","7","10","4","10","","","19","16","1","1","",""
"2020-06-10","7","","","","182","1392","1","7","4","3","1","","4","33","10","","1","","10","4","4","","","","5","0","8","25","2","2","","","2","9","105","14","24","12","7","","","26","11","7","5","",""
"2020-06-11","17","","3","","116","1461","3","19","","11","","","4","23","3","","","","20","13","1","","","1","0","0","7","21","9","6","","5","6","3","75","16","-10","10","3","1","","17","9","7","-5","",""
"2020-06-12","19","","4","","125","1526","3","4","1","2","-2","","16","27","1","1","","","31","1","2","","","-2","6","15","2","4","-5","12","","4","7","1","96","6","18","6","15","0","1","21","-2","9","7","",""
"2020-06-13","16","","1","","136","1520","0","12","2","9","","","11","22","11","5","","","15","0","0","","","2","0","0","0","2","5","13","","3","10","0","45","15","30","6","18","2","","50","13","13","2","",""
"2020-06-14","21","","0","","177","1452","3","","1","11","1","","14","37","2","1","1","","17","7","","","","1","","","23","6","7","15","","16","5","8","68","8","-29","9","21","2","1","35","10","16","7","",""
"2020-06-15","18","","1","","123","1348","4","27","-7","2","","","-7","42","5","0","2","","16","10","0","3","","","11","8","0","37","-3","-33","","10","12","11","57","10","38","8","25","1","1","30","21","3","9","",""
"2020-06-16","11","","4","","103","1001","3","8","","14","","","1","52","-4","1","0","","22","43","-2","","","2","","10","-2","77","5","-2","","13","4","4","23","10","1","0","18","-5","0","67","6","18","9","",""
"2020-06-17","25","","0","","163","1311","4","77","10","15","0","","16","61","7","8","3","","29","13","2","5","","0","9","11","38","70","25","10","","5","12","3","92","15","50","8","15","0","-1","48","15","20","-20","",""
"2020-06-18","16","","3","","14","1514","24","1","-5","1","3","","3","81","19","3","","","2","2","","4","","-2","-13","12","28","23","15","7","","34","21","6","118","11","27","10","30","4","4","27","54","27","13","",""
"2020-06-19","16","","7","","147","1257","33","1","3","22","3","","7","56","2","3","13","","55","10","0","4","","1","4","31","23","5","9","8","","14","9","15","136","12","15","18","32","8","-1","10","106","23","-2","",""
"2020-06-20","21","","7","","188","1314","11","16","2","6","-1","","2","94","11","1","6","","86","4","","","","3","7","19","24","59","43","15","","8","10","8","123","2","46","23","28","11","0","130","35","23","11","",""
"2020-06-21","8","","6","","125","1531","13","102","5","27","7","","21","64","6","5","","","69","7","2","-1","","","1","1","30","2","12","-20","","23","49","7","120","30","2","36","28","2","4","77","88","30","13","",""
"2020-06-22","16","","12","","127","1580","12","58","-3","7","-2","","8","56","10","4","9","","144","17","-5","2","","1","16","","18","55","17","28","","20","36","36","111","13","62","44","4","15","-1","139","14","25","5","",""
"2020-06-23","14","","0","","158","1453","12","27","11","45","4","","42","71","2","1","-5","","139","-54","0","17","","12","2","0","22","26","-5","","","11","11","48","181","10","39","42","4","-8","-2","114","35","11","26","",""
"2020-06-24","54","","8","","172","1609","22","42","2","10","2","","11","89","20","9","4","","85","63","1","","","5","13","1","-1","-6","57","7","","5","16","81","81","31","54","82","32","12","1","59","54","37","41","",""
"2020-06-25","61","","10","","205","1836","33","20","2","10","7","","22","113","55","4","2","","206","6","","2","","-1","1","0","136","22","90","25","","9","22","72","178","5","24","27","9","14","7","56","170","41","8","",""
"2020-06-26","63","","4","","244","2040","46","17","6","-33","4","","57","92","20","2","14","","198","-25","7","6","","-2","10","0","72","53","105","-5","","8","25","40","192","18","33","32","21","-1","13","70","151","17","31","",""
"2020-06-27","17","","4","","260","2009","35","11","8","25","12","","25","103","29","1","28","","226","40","-2","10","","-4","19","1","102","99","5","27","","9","14","36","143","46","43","10","13","15","6","126","110","53","-1","",""
"2020-06-28","42","","3","","140","2063","32","42","8","1","12","","155","108","24","","-5","","292","1","2","5","","1","36","0","94","11","106","11","","29","24","62","104","87","34","43","21","23","3","143","84","49","50","",""
"2020-06-29","33","","1","","191","2207","68","25","1","68","12","","57","85","21","1","24","","307","2","-3","13","","-4","27","3","61","0","43","21","","3","4","51","132","15","37","90","7","15","10","41","146","53","81","",""
"2020-06-30","17","","0","","177","2358","10","66","11","34","21","","86","101","19","3","6","","255","2","5","5","","0","-20","0","36","24","27","52","","12","24","76","174","12","40","46","45","19","20","16","67","48","49","",""
"2020-07-01","20","","1","","229","2206","23","8","5","35","19","","28","90","33","5","6","","301","9","","18","","","30","4","113","8","166","27","","21","7","34","148","13","15","19","34","14","8","35","76","29","45","",""
"2020-07-02","13","","","","159","2065","47","43","7","94","15","","139","84","35","4","10","","275","-3","-2","10","","6","30","2","117","129","88","63","","19","10","65","189","28","70","54","49","-2","6","170","137","42","76","",""
"2020-07-03","15","","","","332","2091","37","19","14","17","15","","85","121","53","4","14","","290","13","4","2","","","18","1","74","87","93","45","","4","13","126","176","17","27","48","42","32","3","152","146","34","65","",""
"2020-07-04","7","","3","","216","1849","67","75","5","15","16","","21","132","63","3","5","","353","6","4","4","","3","42","2","149","105","70","49","","17","3","58","253","11","65","83","61","45","1","174","85","57","103","",""
"2020-07-05","26","","2","","278","1716","29","39","9","71","26","","82","143","8","10","10","","309","6","4","1","","1","56","1","93","65","50","87","","40","15","24","210","15","42","86","48","-2","6","142","180","109","113","",""
"2020-07-06","13","","7","","220","1763","61","20","7","21","40","","41","182","78","4","15","","253","25","4","26","","2","25","5","69","45","41","52","","20","3","119","177","14","109","32","84","23","16","37","48","46","80","",""
"2020-07-07","13","","0","","89","1213","37","65","-4","5","-2","","28","107","119","4","3","","336","4","5","","","","43","","25","119","52","12","","62","34","94","222","23","145","55","181","40","17","99","117","1","253","",""
"2020-07-08","31","","12","","273","1270","88","71","32","9","10","","11","134","115","8","14","","383","11","12","10","","3","31","","65","13","69","35","","28","11","75","302","38","142","18","5","10","25","55","161","106","70","",""
"2020-07-09","58","","5","","171","1228","99","67","53","3","17","","254","68","93","3","6","","242","25","17","12","","-2","46","1","62","79","93","64","","31","32","90","370","40","196","93","109","19","3","70","86","31","297","",""
"2020-07-10","23","","5","","249","1241","45","13","15","8","14","","82","61","105","5","2","","183","-3","3","9","","1","39","0","85","11","128","45","","9","49","108","198","27","195","103","142","28","23","103","142","41","143","",""
"2020-07-11","31","","12","","237","1189","71","17","14","6","42","","102","119","133","6","16","","275","6","12","-2","","2","36","0","83","48","137","66","","67","27","119","346","13","175","128","78","9","6","64","136","44","95","",""
"2020-07-12","14","","4","","248","1180","119","16","3","31","20","","68","388","103","5","12","","321","-6","12","4","","1","45","","75","46","100","76","","18","35","115","234","14","137","103","129","26","3","151","150","4","240","",""
"2020-07-13","22","","","","163","1235","30","25","17","2","33","","56","373","185","1","10","","461","27","15","39","","2","58","","43","126","100","29","","38","22","134","275","59","124","94","117","17","11","86","130","143","26","",""
"2020-07-14","25","","29","","270","1089","189","14","2","157","29","","57","112","122","5","11","","451","9","14","36","","1","56","","64","10","59","112","","103","29","53","362","19","112","117","60","30","11","62","196","121","328","",""
"2020-07-15","16","","43","","188","1299","111","59","4","120","9","","75","164","132","3","32","","341","5","9","19","","3","51","0","120","66","27","100","","18","71","59","281","9","269","99","163","17","23","125","93","97","176","",""
"2020-07-16","22","","14","","167","1167","53","22","25","127","8","","70","55","146","7","22","","266","8","19","43","","10","51","2","91","147","70","85","","17","26","78","534","20","174","88","130","26","39","214","254","106","146","",""
"2020-07-17","22","","10","","127","1249","141","44","35","163","-4","","58","112","150","14","17","","261","0","47","51","","9","76","0","82","57","63","72","","67","117","176","222","15","189","102","117","8","28","146","183","113","199","",""
"2020-07-18","24","","11","","325","1221","120","35","54","107","9","","77","97","146","13","34","","186","22","27","39","","4","34","0","67","107","48","178","","93","179","145","373","29","161","122","159","3","24","72","186","97","179","",""
"2020-07-19","21","","14","","298","1261","138","45","68","139","4","","115","220","131","14","8","","207","15","11","76","","10","75","","126","65","61","93","","77","30","120","408","36","151","139","103","49","40","135","134","76","266","",""
"2020-07-20","15","","13","","369","1376","140","93","36","78","32","","89","356","91","11","26","","106","-5","25","27","","8","71","","83","109","79","81","","104","84","107","314","46","202","78","176","0","34","154","120","87","170","",""
"2020-07-21","27","","37","","262","1142","176","58","6","45","3","","47","267","159","24","38","","160","38","12","3","","11","40","0","78","174","85","75","","59","71","131","350","73","271","127","68","35","34","163","158","97","361","",""
"2020-07-22","28","","26","","206","1184","180","70","-2","101","6","","82","335","153","3","69","","188","14","42","12","","15","59","","89","414","101","73","","85","106","167","436","45","327","216","121","60","26","211","133","105","363","",""
"2020-07-23","16","","49","","393","1339","238","79","19","104","21","","134","313","137","27","31","","279","4","37","59","","7","113","0","100","217","49","64","","68","120","188","417","2","415","186","247","69","33","193","113","112","480","",""
"2020-07-24","27","","37","","420","1306","189","92","36","82","25","","182","351","266","5","82","","318","39","27","34","","16","95","","73","222","123","82","","94","188","234","381","95","315","217","168","50","17","144","174","153","426","",""
"2020-07-25","16","","4","","456","1331","271","88","29","103","22","","105","435","269","24","31","","293","10","51","40","","25","110","","86","244","113","85","","101","162","235","387","100","320","200","208","86","51","152","208","157","380","",""
"2020-07-26","31","","27","","502","1158","222","165","130","203","32","","127","365","217","12","52","","210","32","10","31","","26","113","1","89","367","156","88","","75","153","217","481","93","251","131","178","43","32","176","196","208","386","",""
"2020-07-27","11","","49","","451","1162","316","110","32","133","27","","238","366","239","7","60","","252","22","36","39","","21","98","0","54","273","184","44","","112","115","280","444","67","354","184","190","51","37","267","186","139","343","",""
"2020-07-28","41","","17","","631","581","277","143","8","115","11","","195","490","224","17","41","","335","14","20","-5","","25","129","","38","199","124","59","","50","206","284","486","132","382","151","387","55","20","268","149","91","582","",""
"2020-07-29","9","","4","","493","1137","292","120","10","56","24","","135","405","202","43","107","","226","56","28","9","","27","82","","37","185","119","44","","67","188","131","378","113","313","134","379","39","38","179","107","138","372","",""
"2020-07-30","28","","17","","356","1192","303","141","15","138","10","","93","182","248","38","26","","220","28","48","33","","27","128","","46","278","70","75","","57","97","261","297","4","221","122","273","47","32","187","185","95","246","",""
"2020-07-31","7","","4","","337","1027","174","159","-4","52","34","","19","490","170","27","18","","171","50","42","-2","","55","113","0","40","361","124","64","","64","97","299","355","28","295","135","210","47","46","42","198","170","363","",""
"2020-08-01","35","","32","","332","1083","238","183","9","81","8","","62","290","198","36","74","","166","37","34","36","","20","91","","38","170","48","61","","178","167","327","292","45","243","136","181","21","36","252","194","159","286","",""
"2020-08-02","26","","73","","446","1074","171","144","17","97","22","","33","401","201","28","60","","177","17","29","10","","27","125","","45","169","134","45","","105","93","309","302","43","278","134","179","67","40","142","173","99","340","",""
"2020-08-03","15","","22","","345","1034","228","167","2","76","13","","66","310","215","19","68","","103","28","44","37","","19","88","","62","383","64","63","","82","146","305","320","18","218","101","69","44","45","214","134","90","352","",""
"2020-08-04","12","","49","","260","1042","230","264","2","65","22","","149","208","128","23","26","","32","56","34","14","","4","43","1","49","78","63","143","","46","89","292","346","31","189","86","156","66","6","133","150","50","426","",""
"2020-08-05","22","","36","","567","977","117","170","17","71","40","","8","352","172","52","10","","106","44","33","34","","21","152","","34","143","157","65","","121","79","278","474","21","175","130","23","12","24","112","179","77","70","",""
"2020-08-06","28","","24","","413","1092","192","216","7","129","59","","68","338","222","26","57","","96","4","22","22","","4","89","","20","269","163","26","","65","162","297","320","23","240","101","251","80","35","153","192","77","102","",""
"2020-08-07","3","","51","","330","1013","230","213","15","134","67","","139","181","186","26","47","","108","78","34","12","","69","173","","43","255","169","64","","119","217","352","330","45","198","105","194","62","30","254","159","74","101","",""
"2020-08-08","6","","40","","184","1015","223","183","21","282","57","","124","248","207","32","51","","101","77","29","17","","45","122","","39","147","38","55","","204","233","350","392","28","257","93","160","54","17","298","150","73","231","",""
"2020-08-09","14","","46","","400","993","220","146","29","131","52","","86","385","126","33","61","","107","69","38","10","","32","139","","61","220","164","49","","180","155","360","401","51","254","97","153","53","48","222","149","67","193","",""
"2020-08-10","14","","54","","521","1004","291","287","18","173","37","","84","324","205","45","58","","99","59","29","7","","35","135","","36","187","122","60","","114","126","359","327","28","198","41","84","84","43","156","191","90","189","",""
"2020-08-11","8","","87","","403","933","335","283","8","153","14","","75","339","193","32","43","","91","45","13","2","","36","64","2","37","336","207","57","","136","131","297","366","87","112","80","139","37","36","165","177","93","182","",""
"2020-08-12","14","","65","","440","1005","296","341","7","42","49","","11","382","117","40","7","","171","72","31","23","","19","146","","61","242","219","86","","99","60","282","390","6","157","136","137","73","82","126","47","98","292","",""
"2020-08-13","7","","76","","465","999","292","258","21","140","42","","95","233","187","40","9","","149","71","48","6","","31","128","","60","57","174","64","","151","155","286","381","27","104","164","174","64","64","153","145","95","220","",""
