"date","Uttarakhand/Almora","Uttarakhand/Bageshwar","Uttarakhand/Chamoli","Uttarakhand/Champawat","Uttarakhand/Dehradun","Uttarakhand/Haridwar","Uttarakhand/Nainital","Uttarakhand/Pauri Garhwal","Uttarakhand/Pithoragarh","Uttarakhand/Rudraprayag","Uttarakhand/Tehri Garhwal","Uttarakhand/Udham Singh Nagar","Uttarakhand/Uttarkashi"
"2020-06-04"," 28.67 %"," 34.82 %",""," 49.68 %"," 12.46 %","","  6.33 %","  8.70 %"," 10.98 %","","  7.79 %","  6.94 %"," 18.95 %"
"2020-06-05"," 27.38 %"," 28.15 %"," 25.23 %"," 48.48 %","  8.45 %"," 11.85 %","  3.88 %","  4.89 %",""," 59.00 %","  8.23 %","   .72 %",""
"2020-06-06"," 11.04 %"," 11.63 %"," 25.23 %"," 41.56 %","  8.31 %"," 10.01 %","  4.10 %","  4.89 %"," 18.88 %","","  9.07 %","  1.43 %"," 19.86 %"
"2020-06-07","  3.04 %","  9.83 %","","  7.01 %","  5.91 %"," 12.66 %","  2.55 %","  3.12 %","","","  5.94 %","  1.88 %"," 11.86 %"
"2020-06-08","  3.04 %"," 11.04 %"," 22.20 %","  7.88 %","  5.58 %"," 13.73 %","  1.56 %","  4.44 %"," 17.88 %"," 60.82 %"," 10.57 %","  1.86 %",""
"2020-06-09","  3.00 %"," 11.99 %"," 12.97 %","","  4.17 %"," 12.37 %","  1.14 %","  4.04 %"," 15.35 %"," 50.82 %"," 18.04 %","","  2.73 %"
"2020-06-10","  1.43 %","","  6.65 %","  6.06 %","  3.09 %"," 12.53 %","  1.25 %","  3.95 %",""," 47.53 %"," 16.63 %","  2.50 %","  3.56 %"
"2020-06-11","","","  6.82 %","","  3.90 %","  9.78 %","","  4.34 %"," 14.61 %"," 45.00 %"," 17.94 %","  3.10 %","  3.41 %"
"2020-06-12","   .27 %","","  3.99 %","  4.39 %","  4.08 %","  8.31 %","","  4.34 %",""," 14.00 %"," 17.67 %","  4.22 %",""
"2020-06-13","","","  4.89 %","  1.31 %","  4.29 %","  7.38 %","","  5.88 %",""," 12.66 %"," 14.82 %","  4.69 %","  5.58 %"
"2020-06-14","   .27 %"," 11.99 %","  5.35 %","   .87 %","  3.77 %","  6.89 %","   .86 %","","","","  5.79 %","  4.64 %","  7.58 %"
"2020-06-15","   .54 %","  9.51 %","  5.35 %","   .00 %","  3.66 %","  6.69 %","   .91 %","  5.14 %"," 15.39 %"," 10.72 %","  5.81 %","  3.76 %","  7.32 %"
"2020-06-16","  2.94 %","","","","  2.96 %","  7.17 %","   .97 %","  6.59 %","  6.61 %","","  3.81 %","  4.32 %","  9.42 %"
"2020-06-17","  6.23 %","  7.45 %","  3.59 %","","  3.58 %","  3.89 %","  1.19 %","  6.49 %",""," 10.88 %","  4.16 %","  3.00 %","  9.14 %"
"2020-06-18","  8.86 %","  6.24 %","  3.33 %","","  4.10 %","  3.91 %","  1.17 %"," 11.77 %","","  8.41 %","  2.44 %","","  6.56 %"
"2020-06-19"," 11.36 %","  6.36 %","  1.83 %","","  3.63 %","  4.07 %","  1.51 %","  8.81 %","  7.94 %","  4.41 %","  3.57 %","",""
"2020-06-20"," 12.83 %","  8.21 %","  4.34 %","","  4.59 %","  4.27 %","  1.61 %","  8.28 %","","  5.47 %","  4.75 %","  3.99 %"," 11.88 %"
"2020-06-21"," 10.31 %","  7.21 %","  7.68 %","","  4.03 %","  2.64 %","","  7.27 %","","  5.50 %","  4.12 %",""," 11.63 %"
"2020-06-22","  8.61 %","  4.83 %","  7.68 %","","  2.68 %","  3.64 %","  1.60 %","  9.01 %","","  4.63 %","  3.59 %","  6.01 %",""
"2020-06-23","  7.87 %","  6.19 %","  7.58 %","   .83 %","  2.42 %","  3.85 %","  1.56 %","  7.40 %","","  3.63 %","  4.32 %","  9.43 %"," 10.44 %"
"2020-06-24","  5.37 %","  4.80 %","  7.58 %","  1.23 %","  2.79 %","  3.60 %","  1.59 %","  8.36 %","  5.07 %","","  3.43 %"," 10.94 %",""
"2020-06-25","  3.86 %","  4.71 %","","","  1.79 %","  3.87 %","  2.66 %","  8.22 %","","","  2.09 %"," 11.53 %"," 10.25 %"
"2020-06-26","  3.72 %","  4.71 %","  5.20 %","  1.63 %","  1.71 %","","  3.06 %","","","",""," 10.82 %","  9.75 %"
"2020-06-27","  3.46 %","  6.60 %","  2.45 %","  2.01 %","  1.89 %","","  4.32 %","  7.52 %","","  4.60 %","  1.86 %","  8.72 %","  2.75 %"
"2020-06-28","  1.58 %","","  3.01 %","  2.39 %","  1.40 %","  2.94 %","  4.50 %","  5.50 %","","  3.37 %","  2.00 %","  5.30 %",""
"2020-06-29","  1.58 %","  5.24 %","  1.74 %","","  1.01 %","","  4.21 %","  1.83 %","  5.07 %","  1.94 %","  1.21 %","  2.55 %","  2.39 %"
"2020-06-30","","  4.15 %","  2.01 %","  1.92 %","  1.11 %","  1.69 %","  2.92 %","   .57 %","","  1.94 %","   .34 %","  3.90 %","  1.27 %"
"2020-07-01","  1.90 %","  2.39 %","","  2.25 %","  1.57 %","  1.19 %","  3.17 %","   .28 %","  4.29 %","","   .48 %","  2.84 %","  3.67 %"
"2020-07-02","  2.01 %","  2.39 %","","","  1.36 %","   .79 %","  2.49 %","   .28 %","  1.95 %","  1.28 %","   .39 %","  3.98 %","  3.67 %"
"2020-07-03","  1.56 %","  1.22 %","  1.96 %","  2.56 %","  1.65 %","   .25 %","  2.38 %","   .28 %","   .92 %","","   .19 %","  4.85 %",""
"2020-07-04","  1.77 %","  2.61 %","","","  1.75 %","   .32 %","  2.44 %","   .42 %","","","   .24 %","  5.85 %","  4.69 %"
"2020-07-05","  1.87 %","  2.34 %","  1.38 %","","  1.75 %","   .38 %","  2.54 %","   .42 %","","","","  3.68 %","  5.69 %"
"2020-07-06","  1.62 %","  2.34 %","   .81 %","  2.18 %","  1.27 %","   .57 %","  1.76 %","   .70 %","   .61 %","   .31 %","   .19 %","  4.82 %",""
"2020-07-07","  1.71 %","  2.34 %","   .81 %","  2.48 %","  1.72 %","  1.00 %","  1.26 %","   .96 %","  1.51 %","","   .05 %","  5.11 %","  5.77 %"
"2020-07-08","   .83 %","","   .54 %","  2.11 %","  1.36 %","  1.23 %","   .82 %","  1.50 %","  1.51 %","","","  4.41 %","  3.97 %"
"2020-07-09","   .62 %","  1.61 %","","  2.04 %","  1.66 %","  1.17 %","  1.11 %","  2.01 %","","","   .29 %","  3.40 %","  3.97 %"
"2020-07-10","","   .22 %","","  1.97 %","  1.61 %","  1.52 %","   .99 %","  1.99 %","","","   .33 %","  5.41 %","  2.85 %"
"2020-07-11","   .82 %","","   .26 %","","  1.99 %","  1.38 %","   .84 %","","","   .30 %","   .38 %","  4.82 %",""
"2020-07-12","","   .43 %","","  3.81 %","  2.36 %","  1.99 %","  1.12 %","  2.22 %","","","   .52 %","  5.23 %","  1.85 %"
"2020-07-13","   .71 %","","   .52 %","","  2.29 %","  2.23 %","  1.25 %","  2.42 %","","","   .52 %","  6.73 %",""
"2020-07-14","","","","","  2.02 %","  3.45 %","   .81 %","  2.24 %","","","   .51 %","  7.93 %","  1.57 %"
"2020-07-15","   .50 %","","","  3.42 %","  2.81 %","  3.29 %","  1.49 %","  1.71 %","  3.20 %","","","  5.89 %","  2.36 %"
"2020-07-16","   .50 %","","  1.29 %","  3.70 %","  2.86 %","  4.60 %","  2.61 %","  1.93 %","","","   .92 %","  8.60 %",""
"2020-07-17","   .60 %","","","  3.31 %","  2.81 %","  4.53 %","  2.37 %","  2.11 %","","","","  8.15 %","  2.36 %"
"2020-07-18","   .98 %","   .43 %","","  2.68 %","  3.65 %","  5.11 %","  3.27 %","","  3.67 %","   .30 %","   .96 %","  7.83 %","  2.73 %"
"2020-07-19","   .88 %","","  1.54 %","","  4.51 %"," 10.11 %","  3.48 %","  1.94 %","","","","  6.81 %","  3.68 %"
"2020-07-20","  1.16 %","","  1.54 %","","  3.58 %"," 12.87 %","  2.91 %","  1.58 %","","","  1.14 %","  6.58 %","  4.52 %"
"2020-07-21","  1.63 %","","","  1.37 %","  4.19 %"," 12.76 %","  2.22 %","  1.47 %","  3.67 %","","  2.01 %","  4.11 %","  5.55 %"
"2020-07-22","  1.89 %","","  1.28 %","  1.09 %","  4.13 %"," 17.04 %","  4.05 %","  1.55 %","  4.03 %","","  2.24 %","  5.21 %","  6.90 %"
"2020-07-23","  1.47 %","","  1.02 %","","  4.24 %"," 16.51 %","  3.72 %","","  4.03 %","","  1.95 %","  3.86 %","  7.30 %"
"2020-07-24","  4.11 %","","","  3.71 %","  3.60 %"," 10.86 %","  5.40 %","","  2.50 %","   .60 %","  1.81 %","  5.59 %","  6.48 %"
"2020-07-25","  4.29 %","  1.06 %","","  5.50 %","  4.57 %","  9.02 %","  5.81 %","  1.50 %","  5.86 %","","  1.71 %","  6.08 %","  6.81 %"
"2020-07-26","  4.06 %","","   .49 %","  5.50 %","  4.08 %","  8.12 %","  5.49 %","  1.37 %","","   .90 %","   .83 %","  6.19 %","  4.81 %"
"2020-07-27","  3.92 %","","   .24 %","","  3.49 %","  4.96 %","  4.48 %","  1.37 %","  6.43 %","  1.19 %","   .41 %","  4.21 %","  4.65 %"
"2020-07-28","  4.39 %","  1.27 %","   .73 %","  6.01 %","  2.82 %","  4.98 %","  4.61 %","","","","   .77 %","  6.25 %","  3.67 %"
"2020-07-29","  2.94 %","","","  6.20 %","  3.03 %","  5.55 %","  3.12 %","  1.67 %","  9.99 %","","   .80 %","  5.56 %","  4.09 %"
"2020-07-30","  2.55 %","  1.67 %","  2.14 %","  6.64 %","  2.91 %","  5.07 %","  2.95 %","  1.64 %"," 11.34 %","  1.74 %","","  5.12 %","  3.26 %"
"2020-07-31","  2.52 %","  1.44 %","  2.36 %","","  2.93 %","  4.69 %","  3.47 %","  1.39 %","","  2.56 %","   .84 %","  4.15 %","  2.62 %"
"2020-08-01","  2.56 %","  7.52 %","","  5.25 %","  3.12 %","  3.19 %","  4.16 %","  1.47 %"," 11.85 %","  2.53 %","   .87 %","  4.05 %","  3.21 %"
"2020-08-02","  1.88 %","","  3.20 %","","  3.27 %","  2.90 %","  3.80 %","  1.65 %","  7.71 %","  2.75 %","   .91 %","  2.16 %","  4.37 %"
"2020-08-03","   .92 %","","","  5.57 %","  3.03 %","  3.11 %","  4.17 %","  1.91 %","","  2.71 %","   .43 %","   .78 %","  4.26 %"
"2020-08-04","  1.05 %","","  3.41 %","  6.13 %","  2.60 %","  2.71 %","  3.83 %","  2.05 %"," 11.40 %","  2.11 %","   .50 %","  1.71 %","  4.20 %"
"2020-08-05","   .98 %","  7.03 %","  3.54 %","  6.08 %","  2.43 %","  2.87 %","  3.97 %","  2.45 %","  6.59 %","  2.77 %","   .50 %","  2.16 %","  9.76 %"
"2020-08-06","  1.03 %","  9.97 %","  3.91 %","  2.75 %","  2.83 %","  3.62 %","  2.74 %","  2.24 %","  5.47 %","  2.50 %","  1.55 %","  2.48 %"," 10.26 %"
"2020-08-07","","","  3.87 %","  3.10 %","  2.44 %","  4.07 %","  2.68 %","  4.15 %","  5.14 %","  2.90 %","  2.05 %","  3.50 %","  9.47 %"
"2020-08-08",""," 10.85 %","  2.96 %","  2.92 %","  2.39 %","  4.61 %","  3.13 %","  4.27 %","  5.45 %","  3.09 %","  2.15 %","  5.72 %","  9.31 %"
"2020-08-09","   .96 %"," 10.65 %","  2.93 %","  2.29 %","  2.19 %","  5.60 %","  3.19 %","  3.95 %","  1.19 %","  4.56 %","  2.41 %","  4.96 %","  8.83 %"
"2020-08-10","  1.01 %","  4.58 %","  3.38 %","  2.54 %","  2.08 %","  7.04 %","  2.74 %","  3.16 %","  2.22 %","  3.28 %","  2.46 %","  5.71 %","  3.28 %"
"2020-08-11","  3.01 %","  4.42 %","  1.60 %","  3.58 %","  2.15 %","  6.95 %","  2.89 %","  3.65 %","  2.00 %","  3.87 %","  2.63 %","  5.25 %","  1.57 %"
"2020-08-12","  3.05 %","  1.65 %","  7.47 %","  4.03 %","  2.69 %","  7.26 %","  2.75 %","  1.90 %","  2.04 %","  3.52 %","  2.59 %","  5.36 %","  1.21 %"
"2020-08-13","  2.79 %","  1.44 %","  7.29 %","  5.73 %","  2.63 %","  6.19 %","  1.73 %","  1.57 %","","  3.82 %","  2.94 %","  5.06 %","  1.75 %"
"2020-08-14","  2.79 %","  1.66 %","  7.24 %","  5.28 %","  2.93 %","  5.82 %","  2.18 %","  1.42 %","  1.92 %","","  3.25 %","  5.06 %","  1.84 %"
"2020-08-15","  2.90 %","","  7.85 %","  5.09 %","  2.81 %","  5.10 %","  2.58 %","  1.62 %","  2.01 %","  6.92 %","  3.48 %","  3.99 %","  1.72 %"
"2020-08-16","   .87 %","  1.66 %"," 10.80 %","  4.36 %","  2.43 %","  4.23 %","  2.19 %","  1.17 %","","","  3.07 %","  3.83 %","  2.36 %"
"2020-08-17","","  1.88 %","  4.86 %","  2.98 %","  1.75 %","  3.81 %","  2.09 %","   .82 %","  1.07 %"," 12.62 %","  2.95 %","  2.89 %","  6.17 %"
"2020-08-18","   .91 %","  2.63 %","  4.86 %","  3.33 %","  2.24 %","  3.42 %","  3.01 %","  3.05 %","  1.16 %","  8.92 %","  3.57 %","  1.88 %","  5.67 %"
"2020-08-19","","  1.55 %","  6.68 %","  3.07 %","  2.53 %","  2.75 %","  2.98 %","  3.75 %","","  8.48 %","  2.96 %","  1.72 %","  5.39 %"
"2020-08-20","   .96 %","  1.43 %","  5.85 %","  3.04 %","  2.90 %","  2.51 %","  2.72 %","  3.88 %","","","  2.92 %","  2.55 %",""
"2020-08-21","  1.69 %","  1.64 %","  3.34 %","  3.52 %","  3.18 %","  2.74 %","  2.98 %","  4.30 %","  1.03 %","  7.87 %","  2.16 %","  3.20 %","  7.07 %"
"2020-08-22","  2.15 %","  1.62 %","  3.59 %","  3.51 %","  3.68 %","  2.79 %","  3.67 %","  4.46 %","  1.29 %","  4.61 %","  1.83 %","  3.48 %","  7.40 %"
"2020-08-23","  2.18 %","  1.13 %","  4.37 %","  1.66 %","  3.31 %","  2.95 %","  2.71 %","  2.84 %","  1.46 %","  -.09 %","   .86 %","  4.40 %","  5.79 %"
"2020-08-24","  1.64 %","  1.23 %","  2.67 %","  1.55 %","  2.56 %","  3.41 %","  2.68 %","  2.58 %","","  3.14 %","  1.39 %","  5.18 %","  6.15 %"
"2020-08-25","  1.54 %","  1.72 %","","  1.87 %","  2.71 %","  3.36 %","  2.55 %","  2.74 %","","  4.14 %","  1.85 %","  4.72 %","  7.33 %"
"2020-08-26","   .81 %","  2.75 %","  3.63 %","  2.68 %","  3.10 %","  3.16 %","  2.77 %","  3.35 %","  1.98 %","  4.22 %","  2.51 %","  4.29 %","  6.09 %"
"2020-08-27","  1.98 %","  3.81 %","  3.25 %","  2.82 %","  3.43 %","  3.26 %","  2.86 %","  3.32 %","  5.11 %","  3.40 %","  3.49 %","  4.14 %","  5.81 %"
"2020-08-28","  2.35 %","  4.21 %","  7.25 %","  2.92 %","  4.05 %","  3.24 %","  3.18 %","  3.18 %","  5.43 %","  2.71 %","  3.87 %","  2.74 %","  3.76 %"
"2020-08-29","  4.96 %","  5.40 %","  6.78 %","  3.18 %","  4.85 %","  3.27 %","  2.92 %","  2.93 %","  5.74 %","  2.79 %","  4.54 %","  2.72 %","  3.57 %"
"2020-08-30","  5.99 %","  5.12 %","  7.99 %","  3.04 %","  4.69 %","  3.17 %","  2.87 %","  3.29 %","  7.90 %","  2.45 %","  4.14 %","  3.17 %","  3.53 %"
"2020-08-31","  6.35 %","  4.32 %","  6.18 %","  2.34 %","  4.36 %","  3.37 %","  2.92 %","  2.62 %","  7.65 %","  2.90 %","  4.29 %","  3.08 %","  4.09 %"
"2020-09-01","  5.26 %","  3.57 %","  6.28 %","  3.77 %","  4.28 %","  2.76 %","  2.66 %","  3.36 %","","  2.71 %","  3.97 %","  3.02 %","  3.28 %"
"2020-09-02","  5.84 %","  2.91 %","  2.32 %","  4.06 %","  4.07 %","  3.11 %","  2.90 %","  3.78 %","  6.08 %","  5.06 %","  4.14 %","  3.17 %","  3.82 %"
"2020-09-03","  5.09 %","  1.69 %","  2.07 %","  4.81 %","  4.31 %","  2.90 %","  3.27 %","  4.64 %","  6.73 %","  6.73 %","  3.47 %","  3.34 %","  4.41 %"
"2020-09-04","  5.07 %","  2.08 %","   .78 %","  5.79 %","  4.55 %","  2.96 %","  3.84 %","  6.70 %","  6.62 %","  6.87 %","  4.18 %","  2.60 %","  3.46 %"
"2020-09-05","  5.62 %","  2.10 %","  2.41 %","  5.62 %","  4.71 %","  2.86 %","  3.80 %","  8.29 %","  4.59 %","  7.37 %","  4.05 %","  3.12 %","  3.88 %"
"2020-09-06","  4.59 %","  1.99 %","  3.15 %","","  4.80 %","  2.98 %","  3.25 %","  8.44 %","  5.24 %","  8.82 %","  4.09 %","  3.02 %","  4.45 %"
"2020-09-07","  3.79 %","  2.08 %","  3.33 %","  4.93 %","  4.83 %","  2.32 %","  3.42 %","  9.37 %","  3.91 %","  6.84 %","  3.95 %","  2.96 %","  4.38 %"
"2020-09-08","  2.90 %","  2.90 %","  3.56 %","  5.30 %","  4.49 %","  2.07 %","  3.35 %","  8.45 %","  3.10 %","  5.59 %","  3.79 %","  2.23 %","  3.72 %"
"2020-09-09","  2.79 %","  2.20 %","  4.87 %","  6.44 %","  4.47 %","  1.94 %","  2.68 %","  7.10 %","  3.62 %","  7.33 %","  3.67 %","  3.31 %","  3.89 %"
"2020-09-10","  2.48 %","  2.82 %","  4.27 %","  5.11 %","  4.45 %","  1.97 %","  2.62 %","  6.21 %","  4.91 %","  7.61 %","  3.11 %","  3.48 %","  2.50 %"
"2020-09-11","  2.81 %","  2.82 %","  3.69 %","  4.78 %","  4.42 %","  2.13 %","  2.98 %","  6.04 %","  5.38 %","  5.83 %","  2.69 %","  4.21 %","  1.75 %"
"2020-09-12","  2.65 %","  3.10 %","  3.67 %","  4.23 %","  4.39 %","  2.74 %","  2.69 %","  4.47 %","  7.45 %","  6.06 %","  2.68 %","  4.34 %","  1.97 %"
"2020-09-13","  2.39 %","  2.92 %","  3.67 %","  4.38 %","  5.30 %","  3.44 %","  3.11 %","  5.33 %","  7.80 %","  5.95 %","  2.56 %","  4.94 %","  2.30 %"
"2020-09-14","  1.65 %","  3.08 %","  3.58 %","  2.80 %","  5.46 %","  3.61 %","  3.13 %","  4.17 %","  7.20 %","  3.48 %","  1.76 %","  4.28 %","  2.47 %"
"2020-09-15","  1.06 %","  1.99 %","  2.80 %","  3.61 %","  5.61 %","  3.70 %","  3.56 %","  3.60 %","  6.39 %","  3.14 %","  1.86 %","  4.32 %","  3.21 %"
"2020-09-16","  2.92 %","  5.96 %","  3.58 %","  3.21 %","  5.76 %","  4.17 %","  3.50 %","  3.59 %","  6.44 %","  3.18 %","  1.63 %","  4.04 %","  3.60 %"
"2020-09-17","  3.34 %","  5.78 %","  5.28 %","  3.11 %","  5.86 %","  3.69 %","  3.82 %","  3.84 %","  5.31 %","  2.64 %","  1.29 %","  3.74 %","  3.30 %"
"2020-09-18","  3.49 %","  6.28 %","  5.64 %","  2.10 %","  4.85 %","  2.98 %","  3.09 %","  3.27 %","  4.46 %","  2.36 %","  1.08 %","  3.36 %","  2.81 %"
"2020-09-19","  4.16 %","  6.63 %","  5.84 %","  1.99 %","  5.22 %","  3.05 %","  3.83 %","  4.35 %","  4.83 %","  2.63 %","  2.40 %","  3.78 %","  3.13 %"
"2020-09-20","  4.47 %","  6.71 %","  5.97 %","  1.53 %","  4.96 %","  2.86 %","  2.94 %","  4.47 %","  4.67 %","  2.00 %","  2.54 %","  2.77 %","  2.94 %"
"2020-09-21","  3.63 %","  2.53 %","  5.10 %","  1.94 %","  4.52 %","  2.11 %","  2.84 %","  3.93 %","  3.23 %","  2.25 %","  2.63 %","  2.26 %","  2.53 %"
"2020-09-22","  3.59 %","  2.43 %","  3.45 %","  1.66 %","  4.21 %","  1.87 %","  2.23 %","  3.65 %","  2.33 %","  2.02 %","  2.69 %","  2.33 %","  2.52 %"
"2020-09-23","  3.20 %","  2.00 %","  4.30 %","  1.64 %","  3.99 %","  1.89 %","  2.33 %","  3.78 %","  2.57 %","  2.53 %","  2.88 %","  2.48 %","  2.90 %"
"2020-09-24","  4.25 %","  1.60 %","  3.12 %","  1.17 %","  2.88 %","  1.34 %","  1.59 %","  2.68 %","  2.21 %","  2.51 %","  1.29 %","  1.67 %","  2.49 %"
"2020-09-25","  4.70 %","  2.26 %","  4.26 %","  1.72 %","  2.43 %","  1.10 %","  2.03 %","  3.23 %","  1.58 %","  2.46 %","  1.11 %","  1.93 %","  2.20 %"
"2020-09-26","  4.69 %","  2.14 %","  4.34 %","  2.39 %","  2.34 %","  1.25 %","  1.83 %","  3.83 %","  2.47 %","  2.03 %","  1.00 %","  1.83 %","  2.58 %"
"2020-09-27","  4.23 %","  1.96 %","  4.27 %","  3.05 %","  2.06 %","  1.41 %","  1.71 %","  4.26 %","  2.31 %","  2.18 %","   .96 %","  1.63 %","  2.44 %"
"2020-09-28","  4.37 %","  1.25 %","  2.93 %","  3.39 %","  1.68 %","  1.39 %","  1.31 %","  3.80 %","  1.89 %","  1.59 %","   .91 %","  1.19 %","  2.07 %"
"2020-09-29","  2.50 %","  1.35 %","  2.79 %","  3.63 %","  1.68 %","  1.32 %","  1.26 %","  3.40 %","  1.61 %","  1.26 %","  1.50 %","  1.00 %","  2.00 %"
"2020-09-30","  2.00 %","  1.46 %","  2.52 %","  4.09 %","  1.86 %","  1.41 %","  1.01 %","  2.76 %","  1.99 %","  1.33 %","  1.70 %","   .84 %","  2.15 %"
"2020-10-01","   .83 %","  1.59 %","  2.98 %","  2.97 %","  1.46 %","  1.10 %","   .95 %","  2.23 %","  1.17 %","  1.99 %","  1.52 %","   .59 %","  1.56 %"
"2020-10-02","   .89 %","  1.41 %","  2.52 %","  2.28 %","  1.17 %","  1.06 %","   .78 %","  1.29 %","   .95 %","  1.58 %","  1.70 %","   .37 %","  1.51 %"
