"date","West Bengal/Alipurduar","West Bengal/Bankura","West Bengal/Birbhum","West Bengal/Cooch Behar","West Bengal/Dakshin Dinajpur","West Bengal/Darjeeling","West Bengal/Hooghly","West Bengal/Howrah","West Bengal/Jalpaiguri","West Bengal/Jhargram","West Bengal/Kalimpong","West Bengal/Kolkata","West Bengal/Malda","West Bengal/Murshidabad","West Bengal/Nadia","West Bengal/North 24 Parganas","West Bengal/Other State","West Bengal/Paschim Bardhaman","West Bengal/Paschim Medinipur","West Bengal/Purba Bardhaman","West Bengal/Purba Medinipur","West Bengal/Purulia","West Bengal/South 24 Parganas","West Bengal/Uttar Dinajpur","West Bengal/other State"
"2020-06-26","178","232","292","291","180","405","871","2296","321","","45","5085","513","218","294","2384","","123","354","160","285","87","845","279",""
"2020-06-27","179","237","296","298","180","417","900","2402","324","","45","5226","533","220","294","2501","","126","355","162","287","","911","",""
"2020-06-28","179","241","296","","202","424","930","2480","330","","","5397","584","222","301","2633","65","128","362","163","297","88","944","287",""
"2020-06-29","","242","296","303","202","454","968","2575","343","","","5577","612","226","309","2754","","133","368","168","302","88","1020","291",""
"2020-06-30","182","248","305","","214","484","1004","2613","348","","45","5808","646","234","318","2889","","134","376","170","314","90","1082","300",""
"2020-07-01","184","248","305","304","214","491","1020","2691","349","","46","6046","676","241","321","3042","","137","379","173","331","93","1123","304",""
"2020-07-02","186","254","","305","218","524","1045","2747","359","","48","6264","706","253","324","3204","","145","379","177","338","","1181","312",""
"2020-07-03","186","259","305","305","218","550","1107","2849","381","","","6446","740","254","327","3338","","148","385","181","357","95","1243","314",""
"2020-07-04","187","261","311","","223","573","1131","2931","383","","49","6688","780","268","338","3502","","150","395","182","365","99","1340","318",""
"2020-07-05","188","267","","","231","599","1193","3042","391","20","49","6932","817","274","345","3716","","151","406","185","374","102","1458","337",""
"2020-07-06","188","274","312","308","240","643","1225","3139","397","25","","7213","859","281","353","3897","","155","418","194","393","103","1542","346",""
"2020-07-07","190","276","314","311","253","680","1247","3213","409","","","7504","909","292","374","4086","","158","425","197","429","104","1612","347",""
"2020-07-08","191","286","316","312","253","712","1283","3319","419","","49","7870","954","298","384","4309","","164","427","201","439","114","1715","350",""
"2020-07-09","","297","323","","284","732","1336","3486","453","","","8192","1002","307","385","4573","","166","437","210","450","115","1803","",""
"2020-07-10","193","303","326","318","299","760","1407","3616","457","25","","8566","1051","320","395","4901","","188","446","215","455","115","1907","364",""
"2020-07-11","194","304","330","","304","832","1463","3746","503","","49","8978","1096","337","408","5228","","193","465","218","476","115","2056","382",""
"2020-07-12","205","316","334","356","332","868","1517","3873","559","","50","9432","1155","355","425","5585","","199","477","221","528","","2217","436",""
"2020-07-13","205","324","335","360","369","941","1571","4041","572","","50","9850","1211","375","435","5948","","211","498","270","546","116","2312","450",""
"2020-07-14","206","325","338","","411","947","1602","4160","576","","52","10374","1263","383","444","6241","","236","565","274","586","116","2455","466",""
"2020-07-15","207","334","341","365","455","1011","1676","4311","589","","","10799","1384","400","454","6588","","254","591","283","646","118","2629","482",""
"2020-07-16","209","339","349","387","463","1089","1757","4494","629","28","","11295","1453","418","471","6991","","285","607","292","685","121","2775","495",""
"2020-07-17","212","356","352","396","552","1163","1840","4676","660","","","11858","1541","434","495","7434","","296","628","311","714","121","2935","524",""
"2020-07-18","217","369","353","398","646","1233","1947","4836","724","","56","12506","1626","473","543","7988","","314","683","331","746","122","3077","560",""
"2020-07-19","218","378","358","404","788","1298","2032","5027","771","","57","13168","1715","480","553","8532","","365","726","398","811","123","3229","595",""
"2020-07-20","219","389","365","406","802","1341","2213","5240","801","","57","13813","1796","528","599","9106","","374","786","435","883","","3393","639",""
"2020-07-21","224","398","370","439","815","1428","2289","5460","893","28","63","14464","1855","538","641","9562","","457","805","476","960","126","3600","706",""
"2020-07-22","229","402","379","474","831","1463","2428","5685","916","","66","15156","1885","559","676","10186","","475","831","494","1044","148","3791","742",""
"2020-07-23","234","425","401","494","869","1528","2515","5988","940","","67","15951","1941","590","705","10731","","540","849","537","1075","155","3964","797",""
"2020-07-24","236","443","405","507","935","1617","2589","6177","1006","","","16650","1993","595","720","11298","","565","912","553","1149","161","4107","827",""
"2020-07-25","244","488","437","539","962","1678","2739","6383","1067","","70","17377","2017","616","743","11822","","622","966","587","1249","172","4298","840",""
"2020-07-26","267","527","456","551","999","1801","2866","6674","1135","","75","18025","2053","643","807","12364","","638","990","632","1286","174","4431","863",""
"2020-07-27","269","558","478","574","1031","1873","2945","6848","1183","","","18577","2110","682","873","12857","","699","1034","678","1343","192","4549","941",""
"2020-07-28","280","606","488","589","1036","1935","3073","6993","1215","","75","19355","2129","712","894","13319","","722","1047","705","1357","195","4727","1051",""
"2020-07-29","318","665","521","605","1094","1997","3147","7251","1246","","75","20043","2165","742","925","13873","","751","1061","780","1400","199","4835","1104",""
"2020-07-30","330","678","545","638","1143","2040","3306","7511","1257","","78","20793","2265","778","951","14443","","779","1140","807","1414","218","4972","1145",""
"2020-07-31","347","732","585","709","1155","2162","3400","7671","1309","","82","21463","2287","812","1015","15087","","801","1183","859","1499","241","5171","1157",""
"2020-08-01","381","747","589","761","1201","2231","3497","7933","1351","30","86","22177","2399","854","1055","15695","","889","1220","964","1539","250","5327","1168",""
"2020-08-02","425","779","613","905","1303","2381","3574","8178","1401","32","89","22886","2498","866","1095","16281","","975","1250","1044","1588","268","5474","1178",""
"2020-08-03","443","831","662","984","1360","2532","3665","8363","1458","36","91","23642","2555","956","1161","16791","","1055","1300","1115","1670","275","5618","1236",""
"2020-08-04","488","848","727","1013","1416","2585","3782","8553","1541","38","98","24361","2606","1010","1230","17387","","1209","1316","1151","1806","292","5851","1243",""
"2020-08-05","530","875","740","1057","1518","2644","3928","8846","1578","","104","25026","2750","1049","1293","18096","","1299","1323","1221","1918","295","5982","1257",""
"2020-08-06","546","906","799","1137","1649","2746","4053","9041","1636","55","104","25706","2802","1095","1378","18697","","1419","1353","1273","2105","301","6243","1277",""
"2020-08-07","587","934","855","1235","1686","2829","4292","9254","1653","","105","26381","2898","1195","1476","19270","","1478","1417","1354","2214","305","6445","1315",""
"2020-08-08","620","963","930","1275","1743","2905","4477","9471","1740","60","120","27065","3020","1256","1560","19923","","1548","1438","1408","2355","308","6677","1320",""
"2020-08-09","640","1049","970","1367","1806","2973","4572","9656","1774","79","126","27680","3058","1335","1642","20511","","1656","1520","1491","2532","345","6983","1356",""
"2020-08-10","729","1103","1041","1412","1854","3106","4684","9865","1825","84","173","28298","3170","1408","1686","21003","","1732","1597","1541","2750","391","7178","1396",""
"2020-08-11","789","1192","1067","1451","1900","3146","4799","10021","1884","99","181","29009","3287","1470","1813","21646","","1792","1696","1610","2862","419","7398","1426",""
"2020-08-12","853","1237","1080","1495","1957","3228","4912","10293","1943","106","216","29628","3377","1579","1912","22235","","1851","1775","1677","2962","457","7653","1467",""
"2020-08-13","886","1271","1123","1548","1985","3333","5032","10522","1979","110","238","30294","3585","1745","2011","22817","","1914","1847","1721","3073","503","7868","1485",""
"2020-08-14","905","1303","1167","1637","2063","3435","5183","10740","2055","114","270","30909","3643","1813","2101","23423","","1973","1882","1829","3297","524","8122","1537",""
"2020-08-15","937","1343","1200","1667","2129","3503","5360","10930","2148","136","277","31580","3779","1853","2203","24065","","2047","2086","1873","3470","540","8312","1561",""
"2020-08-16","957","1404","1225","1744","2314","3576","5466","11109","2183","144","290","32143","3894","1961","2301","24625","","2194","2148","1937","3692","546","8523","1689",""
"2020-08-17","979","1510","1264","1788","2512","3679","5531","11302","2266","147","307","32691","3978","2085","2393","25196","","2295","2271","2002","3888","575","8749","1737",""
"2020-08-18","1076","1579","1296","1818","2620","3753","5661","11466","2329","153","326","33291","4032","2194","2498","25860","","2383","2430","2058","4128","598","8947","1824",""
"2020-08-19","1137","1643","1331","1881","2845","3834","5812","11638","2426","156","343","33957","4102","2315","2576","26517","","2494","2454","2133","4265","620","9160","1850",""
"2020-08-20","1195","1702","1350","1930","3004","4003","5999","11798","2579","162","357","34540","4180","2430","2631","27264","","2607","2500","2175","4397","651","9334","1898",""
"2020-08-21","1228","1769","1387","1991","3108","4137","6332","11961","2666","164","375","35002","4296","2504","2662","28028","","2723","2664","2216","4567","678","9544","1929",""
"2020-08-22","1284","1866","1425","2082","3216","4241","6517","12114","2716","177","391","35518","4406","2644","2758","28575","","2811","2929","2301","4733","725","9753","1981",""
"2020-08-23","1297","1971","1467","2141","3313","4303","6697","12273","2788","202","395","36081","4508","2730","2866","29271","","2915","3214","2322","4942","790","9940","2011",""
"2020-08-24","1412","2073","1510","2165","3421","4412","6805","12377","2886","202","416","36546","4565","2828","2957","29971","","3011","3368","2360","5076","905","10098","2040",""
"2020-08-25","1490","2135","1561","2254","3487","4492","6927","12511","2977","208","422","37087","4628","2909","3080","30561","","3116","3563","2432","5190","1003","10249","2086",""
"2020-08-26","1550","2231","1617","2337","3540","4594","7039","12693","3066","209","431","37641","4664","2994","3249","31073","","3264","3689","2471","5359","1079","10436","2116",""
"2020-08-27","1633","2277","1754","2439","3609","4689","7173","12851","3168","218","437","38212","4695","3057","3309","31746","","3334","3801","2526","5561","1139","10572","2139",""
"2020-08-28","1710","2335","1968","2555","3667","4762","7283","12943","3328","221","444","38639","4781","3141","3449","32300","","3418","3935","2582","5730","1191","10763","2176",""
"2020-08-29","1888","2394","2011","2700","3704","4846","7402","13092","3388","238","448","39109","4865","3240","3563","32763","","3489","4228","2633","5931","1248","10947","2206",""
"2020-08-30","1996","2471","2048","2778","3741","4937","7530","13259","3455","253","451","39537","4922","3326","3707","33357","","3655","4422","2688","6077","1339","11149","2254",""
"2020-08-31","2057","2567","2101","2908","3785","5052","7645","13363","3586","262","463","39981","4978","3410","3890","33824","","3733","4738","2751","6259","1375","11335","2282",""
"2020-09-01","2181","2649","2141","3064","3819","5111","7753","13478","3670","264","476","40532","5004","3460","3982","34487","","3850","4901","2817","6405","1438","11502","2304",""
"2020-09-02","2284","2752","2181","3190","3863","5198","8000","13628","3794","267","483","40925","5038","3514","4052","35215","","3950","5030","2870","6549","1498","11639","2344",""
"2020-09-03","2434","2850","2206","3378","3912","5264","8109","13766","3967","270","495","41397","5069","3585","4151","35946","","4008","5099","2890","6697","1536","11856","2363",""
"2020-09-04","2568","2948","2288","3544","3981","5375","8252","13886","4032","282","505","41819","5119","3644","4249","36518","","4138","5254","2988","6854","1580","11989","2413",""
"2020-09-05","2664","3081","2333","3634","4033","5471","8348","14008","4110","290","523","42367","5138","3693","4361","37077","","4261","5489","3051","7034","1638","12206","2458",""
"2020-09-06","2759","3173","2364","3699","4073","5566","8638","14127","4196","301","527","42908","5190","3777","4478","37667","","4385","5664","3118","7186","1689","12396","2474",""
"2020-09-07","2851","3280","2403","3791","4107","5676","8909","14237","4231","306","532","43366","5224","3829","4624","38243","","4543","5868","3187","7405","1724","12599","2497",""
"2020-09-08","2932","3410","2482","3863","4171","5767","9126","14343","4294","310","544","43746","5245","3919","4773","38824","","4661","6043","3294","7703","1757","12741","2575",""
"2020-09-09","3010","3481","2527","3954","4265","5824","9282","14488","4377","325","563","44300","5305","4004","4899","39394","","4816","6169","3395","7867","1849","12893","2643",""
"2020-09-10","3076","3574","2582","4025","4345","5910","9436","14647","4462","334","572","44781","5368","4102","5050","39935","","4947","6325","3497","8065","1905","13107","2697",""
"2020-09-11","3154","3676","2641","4099","4388","6013","9575","14793","4551","349","583","45324","5442","4204","5197","40467","","5099","6508","3580","8222","2001","13295","2738",""
"2020-09-12","3200","3768","2687","4188","4424","6109","9757","14966","4635","358","603","45871","5514","4298","5302","41023","","5241","6745","3641","8367","2073","13517","2773",""
"2020-09-13","3283","3864","2746","4279","4472","6226","9966","15138","4721","369","630","46412","5585","4402","5439","41550","","5362","6965","3710","8502","2141","13701","2812",""
"2020-09-14","3333","3993","2794","4367","4531","6375","10227","15283","4811","388","651","46965","5645","4505","5541","42109","","5444","7228","3758","8640","2201","13845","2852",""
"2020-09-15","3428","4082","2860","4445","4599","6494","10425","15417","4886","414","675","47452","5734","4607","5665","42625","","5552","7470","3843","8777","2315","14047","2901",""
"2020-09-16","3527","4193","2935","4538","4671","6598","10597","15609","4970","439","691","47926","5836","4712","5769","43131","","5662","7699","3930","8910","2435","14235","2937",""
"2020-09-17","3623","4300","3010","4621","4723","6692","10750","15793","5052","464","705","48401","5935","4801","5866","43638","","5801","7939","3992","9032","2530","14498","2981",""
"2020-09-18","3725","4409","3072","4703","4776","6810","10892","15964","5146","489","725","48894","6029","4872","5985","44140","","5932","8169","4057","9177","2624","14720","3029",""
"2020-09-19","3820","4503","3149","4788","4814","6905","11058","16151","5228","508","744","49437","6112","4957","6086","44641","","6039","8371","4162","9350","2708","14936","3060",""
"2020-09-20","3908","4590","3218","4874","4858","7004","11228","16369","5326","535","768","49951","6203","5058","6188","45148","","6173","8524","4260","9471","2785","15155","3110",""
"2020-09-21","4002","4738","3258","4971","4890","7132","11362","16579","5409","558","784","50479","6287","5150","6299","45663","","6292","8670","4345","9641","2860","15345","3155",""
"2020-09-22","4098","4867","3343","5070","4944","7217","11558","16752","5496","589","816","51013","6331","5222","6418","46190","","6393","8803","4440","9782","2933","15563","3213",""
"2020-09-23","4169","4950","3405","5157","4991","7306","11749","16935","5565","615","832","51673","6387","5327","6527","46822","","6512","8906","4515","9887","2990","15765","3255",""
"2020-09-24","4264","5049","3477","5255","5050","7388","11886","17117","5645","642","849","52280","6455","5404","6634","47454","","6601","9033","4581","9986","3086","15983","3317",""
"2020-09-25","4327","5105","3539","5327","5117","7470","12064","17312","5711","672","869","52972","6491","5486","6728","48139","","6689","9132","4646","10076","3145","16240","3369",""
"2020-09-26","4375","5178","3616","5416","5189","7541","12204","17482","5761","696","887","53640","6541","5579","6845","48832","","6800","9278","4702","10205","3198","16434","3408",""
"2020-09-27","4429","5251","3696","5505","5253","7623","12368","17671","5819","719","907","54255","6597","5644","6958","49502","","6884","9407","4750","10345","3288","16645","3476",""
"2020-09-28","4511","5347","3758","5599","5308","7702","12484","17856","5876","745","929","54873","6653","5702","7085","50160","","6980","9530","4811","10469","3352","16879","3538",""
"2020-09-29","4573","5452","3820","5687","5342","7801","12631","18020","5936","772","947","55564","6695","5789","7209","50794","","7045","9678","4864","10613","3417","17114","3572",""
"2020-09-30","4629","5533","3870","5774","5366","7880","12791","18218","6023","799","968","56236","6761","5879","7325","51455","","7130","9798","4945","10729","3503","17386","3618",""
"2020-10-01","4705","5595","3964","5854","5407","7964","12936","18413","6097","824","984","56905","6856","5976","7452","52101","","7209","9916","5015","10869","3560","17617","3672",""
"2020-10-02","4779","5660","4048","5949","5446","8055","13088","18576","6173","854","997","57625","6941","6071","7592","52756","","7296","10029","5097","10998","3606","17843","3722",""
"2020-10-03","4860","5709","4103","6047","5490","8180","13249","18810","6277","887","1012","58256","7014","6179","7735","53397","","7389","10163","5167","11166","3647","18039","3765",""
"2020-10-04","4899","5765","4160","6145","5544","8275","13421","18999","6364","919","1024","59021","7105","6277","7849","54138","","7467","10226","5265","11298","3693","18242","3802",""
"2020-10-05","4968","5805","4224","6242","5595","8356","13559","19187","6456","943","1034","59690","7218","6377","7975","54880","","7561","10357","5352","11440","3753","18434","3840",""
"2020-10-06","5048","5877","4289","6327","5650","8444","13778","19347","6543","961","1052","60432","7301","6454","8092","55592","","7632","10476","5417","11595","3805","18629","3875",""
