"date","Rajasthan/Ajmer","Rajasthan/Alwar","Rajasthan/BSF Camp","Rajasthan/Banswara","Rajasthan/Baran","Rajasthan/Barmer","Rajasthan/Bharatpur","Rajasthan/Bhilwara","Rajasthan/Bikaner","Rajasthan/Bundi","Rajasthan/Chittorgarh","Rajasthan/Churu","Rajasthan/Dausa","Rajasthan/Dholpur","Rajasthan/Dungarpur","Rajasthan/Evacuees","Rajasthan/Ganganagar","Rajasthan/Hanumangarh","Rajasthan/Jaipur","Rajasthan/Jaisalmer","Rajasthan/Jalore","Rajasthan/Jhalawar","Rajasthan/Jhunjhunu","Rajasthan/Jodhpur","Rajasthan/Karauli","Rajasthan/Kota","Rajasthan/Nagaur","Rajasthan/Other State","Rajasthan/Other state","Rajasthan/Pali","Rajasthan/Pratapgarh","Rajasthan/Rajsamand","Rajasthan/Sawai Madhopur","Rajasthan/Sikar","Rajasthan/Sirohi","Rajasthan/Tonk","Rajasthan/Udaipur"
"2020-04-01","","1","","","","","","","","","","7","","","","1","","","13","","","","","1","","","","","","","","","","","","4",""
"2020-04-02","","","","","","","1","","","","","","","1","","","","","7","","","","1","2","","","","","","","","","","","","","1"
"2020-04-03","","3","","","","","2","","2","","","","1","","","9","","","14","","","","","","","","","","","","","","","","","12","3"
"2020-04-04","","","","2","","","2","1","2","","","2","","","","1","","","","","","","8","7","1","","","","","","","","","","","1",""
"2020-04-05","","","","","","","","","6","","","","2","","","5","","","39","1","","","1","3","","","1","","","1","","","","","","1",""
"2020-04-06","","","","","","","","","1","","","","3","","2","3","","","8","","","","5","1","","10","","","","","","","","","","2",""
"2020-04-07","","","","7","","","3","","3","","","1","","","","","","","6","13","","","","9","","","","","","","","","","","","",""
"2020-04-08","","","","1","","","","","6","","","","","","","","","","23","","","2","1","1","1","5","","","","","","","","","","",""
"2020-04-09","","","","2","","1","","1","","","","","","","","6","","","39","5","","7","7","3","","2","","","","","","","","","","7",""
"2020-04-10","","1","","12","","","1","","","","","","1","","","8","","","53","8","","3","","9","","2","","","","","","","","","","",""
"2020-04-11","","1","","13","","","","","6","","","","1","","","","","","80","1","","2","","","1","14","","","","","","","","","","20",""
"2020-04-12","","","","15","","","","","8","","","3","","","","2","","2","40","1","","","","8","","7","5","","","","","","","1","","12",""
"2020-04-13","","","","7","","","11","","","","","","3","","","2","","","29","","","1","","31","","9","","","","","","","","","","",""
"2020-04-14","","","","","","","","","","","","","","","","","","","83","1","","2","1","13","","8","","","","","","","","","","",""
"2020-04-15","","","","","","","","","","","","","1","","","","","","30","","","","1","10","","27","1","","","","","","","","","1",""
"2020-04-16","1","","","","","","23","","1","","","","","","","","","","3","","","","2","11","","2","1","","","","","","","","","11",""
"2020-04-17","9","","","","","","","","","","","","1","","","6","","","8","","","1","1","38","","6","6","","","","","","","","","22",""
"2020-04-18","3","","","1","","","42","","","","","","","","","","","","25","1","","","","26","","5","17","","","","","","","","","2",""
"2020-04-19","5","","","","","","17","1","2","","","","","","","","","1","16","1","","2","1","48","","2","27","","","","","","4","","","",""
"2020-04-20","1","","","1","","","","-1","","","","","","","","1","","","50","","","","2","32","","7","3","","","","","","","","","1",""
"2020-04-21","35","","","","","","","5","","","","","7","","","","","5","72","2","","","1","16","","2","10","","","","","","3","","","2",""
"2020-04-22","44","","","","","","1","","","","","","1","","","","","","68","","","","","11","","6","4","","","","","","1","","","17",""
"2020-04-23","3","","","","","1","3","","","","","","","","","","","2","15","","","","1","23","","8","18","","","","","","","2","","",""
"2020-04-24","","","","","","","1","","","","","","","","","","","","36","","","4","","6","","22","","","","1","","","","","","",""
"2020-04-25","6","","","","","","2","","","","1","","","2","1","","","","15","","","5","1","10","","5","","","","-1","","1","","","","",""
"2020-04-26","11","","","1","","","1","","","","","","","2","","","","1","17","","","1","","38","","9","20","","","","","","","1","","","1"
"2020-04-27","1","","","","","","","2","","","7","","","","","","","","25","1","","10","","11","","7","3","","","1","","","","","","8","1"
"2020-04-28","11","","","1","","","","","","","","","","4","","","","","26","","","","","25","","24","1","","","","","","","1","","8","1"
"2020-04-29","11","","","1","","","1","2","","","8","","","2","","","","","22","","","","","13","","3","1","","2","9","","","","","","","1"
"2020-04-30","4","2","","2","1","","","","","","3","","","1","","","","","26","","","","","97","","5","","","","","","","","","","3",""
"2020-05-01","11","","","","","","","","","","7","","","","","","","","21","","","","","35","","7","","","","","","1","","","","",""
"2020-05-02","4","2","","","","","1","","","","1","","","0","","","","","33","","","","","60","","3","","","","1","","","","","","","1"
"2020-05-03","3","","","","","","2","","","","40","","","","1","","","","32","","","","","27","","2","","","","","2","","","","","","5"
"2020-05-04","4","1","","","","1","","","1","","23","","","3","","","","","29","","","1","","89","","3","1","","","15","","2","","1","","","1"
"2020-05-05","5","1","","","","","1","2","","","9","","","","","","","","25","","","1","","41","","9","","","","","","1","","","","2",""
"2020-05-06","5","3","30","","","","1","","","","1","","","2","2","","","","43","","3","3","","50","1","","","","","12","","1","1","1","","",""
"2020-05-07","5","2","12","","","","","","","","16","","","4","","","","","21","","1","","","30","","2","","","","10","","1","","","1","","5"
"2020-05-08","9","2","","","","","","4","","","10","","","","","","","","34","","","2","","9","1","9","","","","5","","6","","1","1","","59"
"2020-05-09","15","","","","","1","","","","","10","3","1","","","","","","51","","3","","","11","","1","","","","5","","2","1","","1","","24"
"2020-05-10","9","","","","2","","","","1","","","","","","1","","","","23","","1","","","11","","17","3","","","2","","1","","","1","4","30"
"2020-05-11","12","11","","","","3","3","","","","5","1","2","","1","","","","28","2","6","","","13","2","9","9","","","5","","4","","","7","2","49"
"2020-05-12","3","","","","","","","","1","","1","6","3","","","","","1","34","3","","","4","25","","5","6","","","1","","1","","2","","","42"
"2020-05-13","","1","1","2","","1","2","","","","","3","1","3","2","","","","61","1","28","","1","8","","5","2","3","","27","","5","6","1","3","2","33"
"2020-05-14","7","1","","","","8","","","","","","4","","","1","","","","20","","22","","5","36","1","1","17","","","5","","4","","7","8","","59"
"2020-05-15","5","","6","","1","1","1","","1","","9","2","4","","1","","","2","23","6","5","1","1","31","1","48","2","1","","13","","3","","7","","","38"
"2020-05-16","7","","","","","1","1","7","1","","1","","","","27","","","","131","","","","1","7","","1","3","1","","1","","","","1","10","3","9"
"2020-05-17","1","2","","","","4","","5","5","","2","13","1","","18","","","","60","","3","1","2","43","1","5","11","","","14","1","10","1","12","10","","17"
"2020-05-18","1","","1","4","","11","6","25","6","","5","","5","3","64","","","","47","12","25","","2","35","","2","2","","","4","","10","","6","6","2","21"
"2020-05-19","3","1","","","","17","","2","12","","1","3","1","1","87","","","","17","","","1","2","39","","5","22","","","77","2","","","7","17","5","16"
"2020-05-20","7","","","3","1","","","","","","7","3","","","22","","1","","25","","11","1","9","18","","6","17","1","","8","","8","","12","5","2","3"
"2020-05-21","7","4","","","","6","1","10","6","","1","8","","","42","","","","21","2","22","1","2","14","","2","16","1","","10","3","7","","5","8","","13"
"2020-05-22","6","","","9","","14","4","7","1","","1","4","2","8","27","","","","29","3","6","","6","21","","20","27","1","","30","2","1","","8","18","","12"
"2020-05-23","6","5","","1","","6","1","12","3","","1","4","","2","12","","","","22","","13","7","8","26","","14","40","","","23","","19","","2","4","3","14"
"2020-05-24","22","1","","","","6","6","6","3","","","","2","3","4","","","","78","4","","","3","35","","6","47","2","","7","","24","","3","3","","21"
"2020-05-25","","5","","","","5","","1","","","","17","1","0","1","","","","13","","5","","3","47","","7","48","","","50","","3","1","44","9","","12"
"2020-05-26","2","","","","","4","2","9","7","","4","","1","2","12","","1","","32","","","12","5","7","","10","13","","","23","1","11","1","25","27","","25"
"2020-05-27","1","","","","3","1","10","7","9","1","1","","1","2","1","","3","7","42","","","64","6","33","2","18","12","1","","21","","9","","13","2","4","6"
"2020-05-28","6","","","","","","12","1","7","1","","5","4","","1","","","3","7","","1","69","7","64","","9","9","1","","32","","","1","10","1","",""
"2020-05-29","13","2","","","","","45","1","2","","1","6","","5","6","","","5","23","4","","42","12","67","","17","19","","","1","","","","13","5","","9"
"2020-05-30","7","","","","7","7","25","4","1","","","8","","3","17","","1","1","29","2","7","3","3","34","4","12","2","","","41","","","","15","10","","9"
"2020-05-31","6","","","","","","18","3","2","","","2","","7","9","","","","30","","","15","7","54","1","14","10","","","10","1","6","","5","2","1","11"
"2020-06-01","7","6","","","27","","44","2","","","","7","2","","3","","","","36","","","5","6","32","","11","","","","52","","1","","12","5","1","10"
"2020-06-02","1","10","","","","3","70","8","2","","3","2","7","2","","","1","","42","","","23","6","44","","13","","1","","13","","","","5","12","1","4"
"2020-06-03","6","13","","","3","","88","2","","","1","2","3","3","5","","","","55","","","10","","20","2","4","19","4","","19","","3","2","7","3","3","2"
"2020-06-04","6","","","","8","3","49","5","1","2","8","25","","","","","","","12","","6","","6","29","1","7","6","5","","5","","3","1","12","2","","8"
"2020-06-05","","","","","4","","42","3","","","","","","","","","","","16","","","24","8","51","","2","9","3","","19","","12","1","17","10","","1"
"2020-06-06","1","","","","1","1","63","3","1","","3","10","2","1","1","","","","36","","","","1","56","9","3","4","1","","14","","1","15","13","4","","9"
"2020-06-07","2","1","","1","1","","63","4","","1","4","2","5","3","","","1","","38","","1","1","3","81","","6","9","6","","4","","1","1","11","5","6","1"
"2020-06-08","3","67","","3","1","","60","6","2","2","3","","","","6","","1","","34","","1","2","2","36","","12","","4","","11","","","4","7","10","",""
"2020-06-09","9","19","","1","1","5","51","2","3","1","","7","4","3","1","","1","","100","2","2","2","12","65","4","7","9","9","","39","","","1","8","1","",""
"2020-06-10","3","2","","","","1","110","3","2","1","1","14","1","2","2","","1","","51","1","13","4","9","41","1","4","8","3","","44","","3","","19","8","","3"
"2020-06-11","14","44","","","1","4","4","4","2","","","5","1","12","","","1","4","38","","","2","8","62","1","3","5","3","","2","","","6","6","","1","5"
"2020-06-12","10","32","","","","1","1","1","2","","","","1","10","2","","7","","29","2","","3","10","29","1","3","2","5","","","","1","3","24","47","2","2"
"2020-06-13","11","3","","","","5","39","1","","","","7","7","14","3","","1","","27","2","8","2","12","75","3","3","11","2","","62","","","1","16","13","2","3"
"2020-06-14","9","12","","","","11","61","3","9","","2","2","4","44","","","","2","27","","","","4","30","3","1","14","4","","14","","","3","12","19","","3"
"2020-06-15","5","38","","","","10","2","2","2","1","","3","1","33","","","6","7","41","","9","","18","20","2","3","2","","","46","","","5","19","10","1","1"
"2020-06-16","1","13","","","","1","69","4","6","","","","7","1","2","","","","41","","2","3","10","18","1","","1","2","","10","","2","","11","4","6","20"
"2020-06-17","6","2","","","","12","29","5","8","","1","17","2","55","1","","5","2","60","","","1","15","35","1","1","16","3","","34","","","3","4","3","","5"
"2020-06-18","5","10","","2","","7","92","3","6","","","4","7","1","4","","1","","46","","6","5","10","29","","3","4","2","","33","","2","2","14","11","2","4"
"2020-06-19","4","14","","","","12","55","14","26","","1","13","","6","1","","8","3","33","1","1","2","14","38","","","16","3","","24","","2","1","","","6","1"
"2020-06-20","","1","","","","8","71","4","11","","1","18","","40","12","","","","44","15","12","12","1","56","14","3","3","3","","5","","11","6","4","18","1","7"
"2020-06-21","4","12","","","","9","16","5","","","","3","","112","6","","","","60","1","7","2","22","37","10","","3","3","","30","","16","","15","14","2","4"
"2020-06-22","6","6","","","","","26","","9","","4","26","6","13","1","","8","","42","","3","","6","45","","7","1","6","","32","","9","","29","2","2","13"
"2020-06-23","13","10","","","","21","18","12","2","","","5","3","53","","","","6","107","","19","3","4","40","4","3","3","2","","15","","7","11","5","24","","5"
"2020-06-24","1","18","","","2","12","56","3","6","2","","3","5","75","2","","","","100","","6","4","3","29","2","11","5","1","","2","1","8","3","12","3","","7"
"2020-06-25","10","14","","1","","15","5","1","23","1","","8","5","12","8","","2","4","40","4","4","1","2","52","","9","3","8","","30","","4","2","4","8","","7"
"2020-06-26","5","7","","1","1","27","43","2","13","1","","2","5","","3","","3","1","60","4","11","","7","25","14","29","8","3","","41","","","2","4","42","",""
"2020-06-27","5","56","","","","10","42","","3","","","10","3","32","1","","","1","17","1","1","","3","40","1","16","1","5","","9","","2","1","12","8","","4"
"2020-06-28","11","40","","5","","11","18","5","44","","2","2","3","18","2","","","3","38","1","8","","23","39","5","10","","3","","7","1","5","1","3","15","","4"
"2020-06-29","14","","1","","","54","32","2","38","","1","6","3","58","5","","","","30","1","9","","5","54","","16","12","5","","8","","4","2","","17","","12"
"2020-06-30","2","22","1","","","11","58","4","7","","","11","4","18","6","","1","","27","","8","","1","55","1","12","9","6","","4","","7","8","44","14","1","6"
"2020-07-01","16","47","","","","5","3","","13","","","7","2","10","1","","5","","42","3","1","","8","26","1","8","2","3","","27","26","12","","10","16","","10"
"2020-07-02","8","26","","","2","32","38","7","14","1","","1","3","10","5","","","10","28","3","9","","2","43","6","6","16","5","","26","","10","1","1","15","","22"
"2020-07-03","21","4","","","","2","34","1","28","","","3","20","","","","","7","51","","","","3","57","1","32","13","","","","32","7","2","30","24","1","17"
"2020-07-04","7","54","1","","","43","30","1","46","","","","4","39","13","","1","1","40","","42","","11","29","3","14","26","4","","22","","2","1","16","8","2","20"
"2020-07-05","31","47","","","4","7","34","3","57","","","5","7","28","1","","","2","47","","41","3","15","57","2","8","30","3","","46","65","37","","12","27","3","10"
"2020-07-06","28","55","5","","","25","65","2","26","","","","5","11","7","","","4","47","","58","","9","25","3","9","21","1","","80","","6","4","8","9","1","10"
"2020-07-07","15","39","-4","1","","47","18","2","112","1","","2","2","12","9","","4","23","71","1","37","","5","183","","8","45","10","","9","","2","3","25","30","1","3"
"2020-07-08","8","126","","","","27","24","11","49","","2","3","12","11","1","","1","2","67","2","16","1","16","143","2","14","24","8","","32","2","27","2","3","4","2","17"
"2020-07-09","34","21","","","3","53","29","1","43","","","13","11","6","","","1","","48","","1","","8","112","7","2","55","2","","7","1","3","","16","7","1","15"
"2020-07-10","36","126","","","","49","25","","35","2","2","15","","9","2","","4","13","46","","5","1","7","114","6","7","12","","","71","","4","3","8","5","1","3"
"2020-07-11","7","45","","2","2","30","24","5","105","","","8","3","2","7","","1","4","53","","45","","4","81","3","1","28","3","","23","3","14","8","8","18","1","36"
"2020-07-12","33","93","","2","","24","17","1","31","4","","8","2","18","1","","1","","53","","30","","4","156","9","28","16","6","","70","2","1","2","11","17","","4"
"2020-07-13","20","42","","","","16","13","1","62","","","6","8","9","5","","8","8","52","","95","2","1","105","9","8","15","","","","2","17","1","2","6","","31"
"2020-07-14","10","38","","1","","29","11","9","106","8","","51","4","26","","","6","2","39","","31","2","4","128","8","44","6","3","","48","2","5","","3","1","","10"
"2020-07-15","41","164","","1","1","24","9","9","5","","1","11","3","5","2","","6","3","95","2","11","1","12","171","3","33","53","","","138","","19","5","7","22","4","5"
"2020-07-16","48","58","","3","","34","16","9","94","5","","14","2","21","6","","","1","71","","40","","12","141","4","15","25","1","","51","3","","2","5","38","","18"
"2020-07-17","99","24","","","1","25","40","25","108","","","19","2","9","10","","11","","54","","","5","11","70","1","27","31","2","","4","1","13","2","4","2","3","12"
"2020-07-18","39","116","","2","","31","56","7","67","1","","13","4","","2","","2","3","61","6","","3","","94","1","54","9","1","","96","2","20","1","5","","3","12"
"2020-07-19","84","52","","3","1","71","40","2","72","","3","21","2","104","5","","","11","38","","70","11","3","126","24","42","12","8","","71","2","19","11","6","","1","19"
"2020-07-20","92","106","5","","","68","25","5","26","1","","2","4","11","","","","","84","18","53","7","3","178","38","18","27","1","","143","","8","5","","","1","27"
"2020-07-21","67","106","","1","1","46","26","51","74","1","4","5","22","23","10","","7","10","41","","69","6","3","111","11","53","56","2","","54","3","14","4","44","32","19","7"
"2020-07-22","48","180","","2","1","36","38","8","59","2","1","8","7","32","2","","3","10","85","13","37","14","8","212","6","21","23","","","39","","7","","11","14","","34"
"2020-07-23","43","133","","5","10","12","36","15","41","9","1","6","3","","17","","15","6","95","2","","2","1","243","5","41","28","","","54","","","3","42","5","2","11"
"2020-07-24","63","224","","","11","22","21","8","62","1","1","22","4","16","8","","7","","84","","39","3","11","158","13","22","18","","","91","4","5","2","12","","5","21"
"2020-07-25","67","313","","16","","56","29","46","27","12","2","","2","5","3","","2","4","93","","4","5","5","271","15","80","","","","29","","18","6","","","","10"
"2020-07-26","36","150","","","11","28","49","","82","29","5","36","6","37","6","","5","3","71","5","11","50","14","239","23","68","49","1","","45","2","7","9","20","","2","33"
"2020-07-27","79","247","","10","6","39","12","26","11","19","7","9","6","14","","","16","9","80","","23","","36","184","4","65","38","","","43","","44","2","33","42","8","22"
"2020-07-28","98","200","","11","5","56","33","54","80","9","2","36","3","22","8","","28","","83","7","24","4","13","134","19","15","47","2","","15","7","4","1","20","","3","29"
"2020-07-29","47","253","","17","4","53","51","29","","3","2","16","10","","11","","19","6","102","","24","5","7","154","2","45","17","","","76","1","24","3","57","27","","79"
"2020-07-30","107","193","","5","7","29","70","31","72","7","19","5","4","4","5","","22","2","116","17","","18","6","153","9","108","51","","","48","","23","5","","9","7","4"
"2020-07-31","90","90","","26","3","","25","13","42","7","10","5","","52","9","","","","163","","1","35","9","160","16","122","","3","","96","","16","4","88","10","2","50"
"2020-08-01","32","207","","11","1","59","64","47","48","15","14","2","15","60","","","27","15","129","8","47","18","8","163","","127","16","","","","","11","11","","","5",""
"2020-08-02","95","128","","2","42","49","22","2","77","","6","11","2","","20","","21","3","127","","15","41","3","84","8","142","33","","","105","9","5","16","43","20","6","30"
"2020-08-03","52","141","20","","","65","35","15","38","70","25","","5","1","","","","2","124","6","","7","8","141","3","130","78","","","","9","1","30","84","5","19","31"
"2020-08-04","57","154","","3","40","37","50","99","80","8","13","12","8","63","24","","1","7","98","3","","20","","52","13","146","","1","","72","","","","12","1","18","32"
"2020-08-05","64","112","","","5","36","16","","54","8","1","","1","54","19","","","","141","12","49","65","12","192","","105","37","","","55","","32","26","21","7","3","39"
"2020-08-06","67","204","","17","1","","40","92","71","13","22","21","2","4","19","","36","3","109","","1","15","12","140","1","130","","","","12","","16","","","","21","82"
"2020-08-07","98","203","6","7","","40","46","49","86","2","16","1","7","51","9","","5","3","104","21","11","23","17","147","7","9","21","","","68","4","","","44","32","24",""
"2020-08-08","93","91","","34","","27","16","63","91","3","1","","4","15","22","","","1","103","3","","23","19","164","","85","52","","","180","","","","26","","8","47"
"2020-08-09","98","26","","","34","42","46","23","29","15","58","","5","39","5","","26","8","127","4","11","18","2","79","19","115","34","","","55","8","52","25","57","31","","78"
"2020-08-10","34","165","","42","3","40","71","28","115","","9","16","4","2","16","","11","5","114","11","10","","19","80","","170","18","","","","18","13","2","111","2","6","38"
"2020-08-11","60","51","","8","37","47","39","","","","4","","4","","16","","35","1","106","7","","48","","128","18","227","52","","","64","2","31","24","177","13","18",""
"2020-08-12","60","79","","4","7","8","38","33","115","78","17","","1","177","13","","5","","121","","","34","26","193","10","79","28","","","","6","13","10","5","9","6","38"
"2020-08-13","80","73","","","9","32","50","109","78","","40","12","7","19","","","25","21","157","","14","23","","133","21","200","8","","","34","4","20","1","91","","","53"
"2020-08-14","119","150","","29","6","15","22","","126","22","28","","27","","29","","13","","166","","","","14","202","7","61","64","","","13","10","","4","89","","19","43"
"2020-08-15","99","129","","","5","","36","57","138","","","14","1","63","3","","6","3","67","16","20","51","","161","3","116","45","","","29","","66","","81","25","16","37"
"2020-08-16","74","110","","3","35","61","66","51","73","18","50","2","","","7","","10","5","164","4","2","32","26","135","12","79","33","","","45","17","7","25","61","10","34","66"
"2020-08-17","71","198","","20","4","20","27","58","69","13","30","8","9","42","13","","9","5","151","9","2","9","17","252","19","35","19","","","11","13","39","10","69","6","7","70"
"2020-08-18","24","","","","19","40","86","148","","","75","5","26","106","14","","24","13","247","","12","23","42","161","","90","50","","","50","32","","4","","29","27",""
"2020-08-19","","224","","","","","","","209","","","","","83","8","","22","6","189","9","","23","","225","","143","","","","63","","31","6","68","","3",""
"2020-08-20","233","180","","","","","","106","117","38","22","","14","58","","","","","202","","","","","139","","70","50","","","","19","","","","","","82"
"2020-08-21","49","38","","9","7","96","67","17","26","15","8","13","5","27","9","","15","4","151","10","2","73","65","175","11","37","87","","","56","8","19","6","173","21","8","28"
"2020-08-22","133","71","","26","12","9","78","20","42","","8","14","","33","11","","20","25","259","","","11","18","233","15","90","45","","","39","9","24","10","18","15","10","12"
"2020-08-23","38","171","","","5","12","21","93","128","2","13","16","13","18","15","","21","10","193","3","5","17","","210","14","138","","","","33","12","","12","71","24","8","29"
"2020-08-24","61","85","","20","19","27","33","106","65","9","11","35","11","12","10","","12","17","251","","3","23","16","255","11","40","11","","","60","25","21","13","18","27","8","31"
"2020-08-25","30","137","","14","12","3","13","133","146","4","11","8","4","8","12","","10","3","245","2","4","9","7","243","16","177","13","","","17","4","5","7","40","9","5","19"
"2020-08-26","87","92","","7","10","5","14","21","147","9","10","7","11","9","10","","11","5","295","14","6","20","10","304","2","45","13","","","67","9","7","8","51","12","8","19"
"2020-08-27","113","121","","27","12","16","18","55","26","23","10","17","19","8","12","","13","6","225","6","5","25","12","233","9","129","17","","","30","25","54","8","30","13","9","19"
"2020-08-28","40","49","","19","11","24","20","52","65","27","21","34","15","5","23","","18","19","237","14","","50","8","195","2","133","37","","","39","13","21","13","42","55","23","31"
"2020-08-29","60","154","","23","7","15","19","22","83","","18","11","28","","37","","2","","240","25","5","36","29","158","7","200","35","","","54","20","","4","18","13","7","77"
"2020-08-30","49","93","","18","36","22","31","5","46","4","22","22","25","12","33","","25","15","241","17","14","123","7","149","15","200","40","","","55","15","12","14","19","12","12","47"
"2020-08-31","53","142","","3","40","9","21","12","71","5","12","8","14","16","29","","12","14","290","1","4","40","18","145","","232","36","","","63","16","16","16","10","42","40","36"
"2020-09-01","71","201","","58","67","27","25","70","51","78","34","40","16","90","32","","","","398","","3","106","60","177","11","248","32","","","79","","46","19","18","21","20","42"
"2020-09-02","79","85","","40","27","16","18","10","94","27","23","29","16","36","23","","6","2","352","24","2","84","2","201","3","150","21","","","15","12","33","14","8","8","13","38"
"2020-09-03","77","76","","10","41","33","17","25","67","39","49","24","","6","52","","14","9","370","14","3","66","4","191","3","160","14","","","64","3","4","4","42","8","32","32"
"2020-09-04","69","90","","37","60","17","18","15","54","27","27","23","11","11","11","","14","6","290","6","4","60","33","271","5","165","25","","","40","14","38","23","64","12","18","12"
"2020-09-05","122","129","","16","34","16","17","22","62","26","29","16","15","20","2","","15","","295","35","5","56","26","205","16","170","32","","","36","1","3","23","68","12","29","13"
"2020-09-06","108","104","","22","38","19","21","36","94","37","36","14","2","25","5","","14","2","310","5","","70","15","254","3","195","35","","","45","2","27","12","2","17","6","18"
"2020-09-07","4764","8476","","759","860","2382","3815","2382","4916","820","1080","1120","660","2427","1180","","745","449","13130","486","1380","1940","1180","13621","650","6634","2596","187","","4332","544","1339","608","2839","1406","774","2594"
