"date","Rajasthan/Ajmer","Rajasthan/Alwar","Rajasthan/BSF Camp","Rajasthan/Banswara","Rajasthan/Baran","Rajasthan/Barmer","Rajasthan/Bharatpur","Rajasthan/Bhilwara","Rajasthan/Bikaner","Rajasthan/Bundi","Rajasthan/Chittorgarh","Rajasthan/Churu","Rajasthan/Dausa","Rajasthan/Dholpur","Rajasthan/Dungarpur","Rajasthan/Evacuees","Rajasthan/Ganganagar","Rajasthan/Hanumangarh","Rajasthan/Jaipur","Rajasthan/Jaisalmer","Rajasthan/Jalore","Rajasthan/Jhalawar","Rajasthan/Jhunjhunu","Rajasthan/Jodhpur","Rajasthan/Karauli","Rajasthan/Kota","Rajasthan/Nagaur","Rajasthan/Other State","Rajasthan/Other state","Rajasthan/Pali","Rajasthan/Pratapgarh","Rajasthan/Rajsamand","Rajasthan/Sawai Madhopur","Rajasthan/Sikar","Rajasthan/Sirohi","Rajasthan/Tonk","Rajasthan/Udaipur"
"2020-04-01","","2","","","","","","","","","","8","","","","18","","","36","","","","","8","","","","","","","","","","","","4",""
"2020-04-02","","","","","","","1","","","","","","","1","","","","","43","","","","12","10","","","","","","","","","","","","","1"
"2020-04-03","","5","","","","","3","","2","","","","1","","","27","","","57","","","","","","","","","","","","","","","","","16","4"
"2020-04-04","","","","2","","","5","39","4","","","10","","","","28","","","","","","","20","17","1","","","","","","","","","","","17",""
"2020-04-05","","","","","","","","","10","","","","3","","","33","","","96","1","","","21","20","","","1","","","2","","","","","","18",""
"2020-04-06","","","","","","","","","11","","","","6","","5","36","","","104","","","","26","21","","10","","","","","","","","","","20",""
"2020-04-07","","","","9","","","8","","14","","","11","","","","","","","110","14","","","","30","","","","","","","","","","","","",""
"2020-04-08","","","","10","","","","","20","","","","","","","","","","133","","","2","27","31","2","15","","","","","","","","","","",""
"2020-04-09","","","","12","","1","","40","","","","","","","","42","","","172","19","","9","34","34","","17","","","","","","","","","","27",""
"2020-04-10","","6","","24","","","9","","","","","","7","","","50","","","225","27","","12","","43","","19","","","","","","","","","","",""
"2020-04-11","","7","","37","","","","","26","","","","8","","","","","","305","28","","14","","","3","33","","","","","","","","","","47",""
"2020-04-12","","","","52","","","","","34","","","14","","","","52","","2","345","29","","","","51","","40","6","","","","","","","2","","59",""
"2020-04-13","","","","59","","","20","","","","","","11","","","54","","","374","","","15","","82","","49","","","","","","","","","","",""
"2020-04-14","","","","","","","","","","","","","","","","","","","457","30","","17","35","95","","57","","","","","","","","","","",""
"2020-04-15","","","","","","","","","","","","","12","","","","","","487","","","","36","105","","84","7","","","","","","","","","60",""
"2020-04-16","6","","","","","","43","","35","","","","","","","","","","490","","","","38","116","","86","8","","","","","","","","","71",""
"2020-04-17","15","","","","","","","","","","","","13","","","60","","","498","","","18","39","154","","92","14","","","","","","","","","93",""
"2020-04-18","18","","","60","","","85","","","","","","","","","","","","523","31","","","","180","","97","31","","","","","","","","","95",""
"2020-04-19","23","","","","","","102","41","37","","","","","","","","","3","539","32","","20","40","228","","99","58","","","","","","4","","","",""
"2020-04-20","24","","","61","","","","40","","","","","","","","61","","","589","","","","42","260","","106","61","","","","","","","","","96",""
"2020-04-21","59","","","","","","","45","","","","","20","","","","","8","661","34","","","43","276","","108","71","","","","","","7","","","98",""
"2020-04-22","103","","","","","","103","","","","","","21","","","","","","729","","","","","287","","114","75","","","","","","8","","","115",""
"2020-04-23","106","","","","","2","106","","","","","","","","","","","10","744","","","","44","310","","122","93","","","","","","","4","","",""
"2020-04-24","","","","","","","107","","","","","","","","","","","","780","","","24","","316","","144","","","","3","","","","","","",""
"2020-04-25","112","","","","","","109","","","","1","","","3","6","","","","795","","","29","45","326","","149","","","","2","","1","","","","",""
"2020-04-26","123","","","62","","","110","","","","","","","5","","","","11","812","","","30","","364","","158","113","","","","","","","5","","","5"
"2020-04-27","124","7","","62","","","110","47","37","","8","14","","","","61","","","837","35","","40","45","375","","165","116","","","3","","","","5","","123","6"
"2020-04-28","135","","","63","","","","","","","","","","9","","","","","863","","","40","45","400","","189","117","","","","","","","6","","131","7"
"2020-04-29","146","","","64","","","111","49","","","16","14","21","11","","","","11","885","","","","","413","","192","118","","2","12","","","","","","","8"
"2020-04-30","150","9","","66","1","","","","","","19","","","12","","","","11","911","","","","","510","","197","118","","","","","","8","","","134",""
"2020-05-01","161","","","66","","","111","","","","26","","","","","61","","","932","","","40","45","545","","204","118","","","","","2","","","","134",""
"2020-05-02","165","11","","","","","112","","","","27","","","12","","","","","965","","","","45","605","","207","118","","","13","","","","","","134","9"
"2020-05-03","168","11","","66","","","114","","","","67","","21","","7","","","","997","","","","45","632","","209","118","","","","4","","","","","","14"
"2020-05-04","172","12","","","","3","114","","38","","90","","","15","","","","","1026","35","","41","","721","","212","119","","","28","","4","8","7","","134","15"
"2020-05-05","177","13","","66","","","115","51","","","99","","","","","61","","","1051","","","42","","762","","221","119","","","","","5","","","","136",""
"2020-05-06","182","16","30","","","","116","","","","100","","","17","9","","","11","1094","","3","45","45","812","4","221","119","","","40","","6","9","8","","","15"
"2020-05-07","187","18","42","","","","","","","","116","","","21","","","","","1115","","4","","","842","","223","119","","","50","","7","","","1","","20"
"2020-05-08","196","20","","","","","","55","","","126","","21","","","","","","1149","","","47","","851","5","232","119","","","55","","13","","9","2","136","79"
"2020-05-09","211","","","","","4","","","","","136","17","22","21","","","","","1200","","7","47","","862","","233","119","","","60","","15","10","","3","","103"
"2020-05-10","220","","","66","3","","116","","39","","136","","","","10","","","","1223","35","8","","","873","","250","122","","","62","","16","","","4","140","133"
"2020-05-11","232","31","","","","7","119","","","","141","18","24","","11","","","","1251","37","14","","","886","7","259","131","","","67","","20","","","11","142","182"
"2020-05-12","235","","","66","3","","119","55","40","","142","24","27","","","","","12","1285","40","14","","49","911","","264","137","","","68","","21","","11","","","224"
"2020-05-13","235","32","43","68","","8","121","","","","","27","28","24","13","","","","1346","41","42","47","50","919","","269","139","3","","95","4","26","16","12","14","144","257"
"2020-05-14","242","33","","","3","16","","","","","","31","","","14","","","","1366","","64","47","55","955","8","270","156","3","","100","","30","","19","22","144","316"
"2020-05-15","247","33","49","68","4","17","122","","41","","151","33","32","","15","","","14","1389","47","69","48","56","986","9","318","158","4","","113","","33","","26","","","354"
"2020-05-16","254","","49","68","","18","123","62","42","","152","","","24","42","","","","1520","","69","","57","993","","319","161","5","","114","","33","","27","32","147","363"
"2020-05-17","255","35","","","","22","123","67","47","","154","46","33","","60","","","","1580","47","72","49","59","1036","10","324","172","","","128","5","43","17","39","42","","380"
"2020-05-18","256","","50","72","","33","129","92","53","","159","","38","27","124","","","14","1627","59","97","","61","1071","10","326","174","","","132","","53","","45","48","149","401"
"2020-05-19","259","36","","","4","50","129","94","65","","160","49","39","28","211","","","","1644","","97","50","63","1110","","331","196","","","209","7","53","","52","65","154","417"
"2020-05-20","266","","","75","5","","","94","","","167","52","","","233","","1","14","1669","","108","51","72","1128","","337","213","6","","217","","61","","64","70","156","420"
"2020-05-21","273","40","","","","56","130","104","71","","168","60","","","275","","","","1690","61","130","52","74","1142","","339","229","7","","227","10","68","","69","78","","433"
"2020-05-22","279","","","84","","70","134","111","72","","169","64","41","36","302","","","14","1719","64","136","","80","1163","","359","256","8","","257","12","69","","77","96","","445"
"2020-05-23","285","45","","85","","76","135","123","75","","170","68","","38","314","","","","1741","64","149","59","88","1189","","373","296","","","280","","88","","79","100","159","459"
"2020-05-24","307","46","","","","82","141","129","78","","170","","43","41","318","","","","1819","68","149","","91","1224","","379","343","10","","287","","112","","82","103","159","480"
"2020-05-25","307","51","","","","87","","130","78","","","85","44","41","319","","","","1832","68","154","59","94","1271","","386","391","10","","337","","115","18","126","112","","492"
"2020-05-26","309","","","85","","91","143","139","85","","174","85","45","43","331","","2","","1864","68","154","71","99","1278","","396","404","","","360","13","126","19","151","139","","517"
"2020-05-27","310","51","","","8","92","153","146","94","1","175","","46","45","332","","5","21","1906","","","135","105","1311","12","414","416","11","","381","","135","","164","141","163","523"
"2020-05-28","316","51","","85","","92","165","147","101","2","175","90","50","45","333","","","24","1913","","155","204","112","1375","12","423","425","12","","413","","","20","174","142","","523"
"2020-05-29","329","53","","","","92","210","148","103","","176","96","50","50","339","","","29","1936","72","155","246","124","1442","12","440","444","","","414","13","","","187","147","163","532"
"2020-05-30","336","53","","","15","99","235","152","104","","","104","","53","356","","6","30","1965","74","162","249","127","1476","16","452","446","","","455","","135","","202","157","","541"
"2020-05-31","342","","","85","","99","253","155","106","","176","106","50","60","365","","","","1995","74","162","264","134","1530","17","466","456","","","465","14","141","","207","159","164","552"
"2020-06-01","349","59","","85","42","99","297","157","106","","","113","52","","368","","","","2031","","","269","140","1562","17","477","456","","","517","14","142","","219","164","165","562"
"2020-06-02","350","69","","","42","102","367","165","108","","179","115","59","62","368","","7","","2073","","162","292","146","1606","","490","456","13","","530","","142","20","224","176","166","566"
"2020-06-03","356","82","50","","45","102","455","167","108","","180","117","62","65","373","","","30","2128","74","162","302","146","1626","19","494","475","17","","549","","145","22","231","179","169","568"
"2020-06-04","362","","","","53","105","504","172","109","4","188","142","","65","373","","7","","2140","","168","","152","1655","20","501","481","22","","554","14","148","23","243","181","","576"
"2020-06-05","362","","","","57","105","546","175","109","","","142","","65","373","","7","30","2156","74","","326","160","1706","20","503","490","25","","573","","160","24","260","191","169","577"
"2020-06-06","363","","","","58","106","609","178","110","","191","152","64","66","374","","","","2192","","","","161","1762","29","506","494","26","","587","","161","39","273","195","","586"
"2020-06-07","365","83","","86","59","106","672","182","","5","195","154","69","69","","","8","30","2230","","169","327","164","1843","","512","503","32","","591","","162","40","284","200","175","587"
"2020-06-08","368","150","","89","60","","732","188","112","7","198","","69","69","380","","9","30","2264","74","170","329","166","1879","29","524","503","36","","602","14","162","44","291","210","","587"
"2020-06-09","377","169","","90","61","111","783","190","115","8","","161","73","72","381","","10","30","2364","76","172","331","178","1944","33","531","512","45","","641","","162","45","299","211","175",""
"2020-06-10","380","171","","90","","112","893","193","117","9","199","175","74","74","383","","11","","2415","77","185","335","187","1985","34","535","520","48","","685","","165","","318","219","","590"
"2020-06-11","394","215","","","62","116","897","197","119","9","199","180","75","86","383","","12","34","2453","","","337","195","2047","35","538","525","51","","687","","165","51","324","219","176","595"
"2020-06-12","404","247","","","62","117","898","198","121","","199","","76","96","385","","19","","2482","79","","340","205","2076","36","541","527","56","","687","","166","54","348","266","178","597"
"2020-06-13","415","250","","","62","122","937","199","121","","199","187","83","110","388","","20","","2509","81","193","342","217","2151","39","544","538","58","","749","","166","55","364","279","180","600"
"2020-06-14","424","262","","90","62","133","998","202","130","","201","189","87","154","388","","20","36","2536","","","342","221","2181","42","545","552","62","","763","14","166","58","376","298","","603"
"2020-06-15","429","300","","","62","143","1000","204","132","10","201","192","88","187","388","","26","43","2577","","202","","239","2201","44","548","554","62","","809","","166","63","395","308","181","604"
"2020-06-16","430","313","","","","144","1069","208","138","","201","192","95","188","390","","","","2618","","204","345","249","2219","45","","555","64","","819","","168","","406","312","187","624"
"2020-06-17","436","315","","","62","156","1098","213","146","","202","209","97","243","391","","31","45","2678","81","","346","264","2254","46","549","571","67","","853","","168","66","410","315","","629"
"2020-06-18","441","325","","92","62","163","1190","216","152","","202","213","104","244","395","","32","","2724","","210","351","274","2283","","552","575","69","","886","","170","68","424","326","189","633"
"2020-06-19","445","339","","92","","175","1245","230","178","10","203","226","104","250","396","","40","48","2757","82","211","353","288","2321","46","552","591","72","","910","","172","69","424","","195","634"
"2020-06-20","445","340","","","","183","1316","234","189","","204","244","104","290","408","","","","2801","97","223","365","289","2377","60","555","594","75","","915","","183","75","428","344","196","641"
"2020-06-21","449","352","","","","192","1332","239","189","","204","247","104","402","414","","","","2861","98","230","367","311","2414","70","","597","78","","945","","199","","443","358","198","645"
"2020-06-22","455","358","","","","192","1358","","198","","208","273","110","415","415","","48","48","2903","","233","367","317","2459","70","562","598","84","","977","","208","","472","360","200","658"
"2020-06-23","468","368","","92","","213","1376","251","200","10","","278","113","468","","","48","54","3010","98","252","370","321","2499","74","565","601","86","","992","","215","86","477","384","","663"
"2020-06-24","469","386","","","64","225","1432","254","206","12","","281","118","543","417","","48","54","3110","","258","374","324","2528","76","576","606","87","","994","15","223","89","489","387","200","670"
"2020-06-25","479","400","","93","","240","1437","255","229","13","","289","123","555","425","","50","58","3150","102","262","375","326","2580","76","585","609","95","","1024","","227","91","493","395","","677"
"2020-06-26","484","407","","94","65","267","1480","257","242","14","208","291","128","555","428","","53","59","3210","106","273","375","333","2605","90","614","617","98","","1065","","227","93","497","437","",""
"2020-06-27","489","463","","","","277","1522","257","245","","208","301","131","587","429","","","60","3227","107","274","375","336","2645","91","630","618","103","","1074","","229","94","509","445","","681"
"2020-06-28","500","503","","99","","288","1540","262","289","","210","303","134","605","431","","53","63","3265","108","282","375","359","2684","96","640","618","106","","1081","16","234","95","512","460","","685"
"2020-06-29","514","","51","","","342","1572","264","327","","211","309","137","663","436","","","63","3295","109","291","375","364","2738","96","656","630","111","","1089","","238","97","512","477","","697"
"2020-06-30","516","525","52","","","353","1630","268","334","","211","320","141","681","442","","54","63","3322","","299","","365","2793","97","668","639","117","","1093","","245","105","556","491","201","703"
"2020-07-01","532","572","","99","65","358","1633","","347","14","","327","143","691","443","","59","63","3364","112","300","","373","2819","98","676","641","120","","1120","42","257","105","566","507","","713"
"2020-07-02","540","598","","","67","390","1671","275","361","15","","328","146","701","448","","59","73","3392","115","309","375","375","2862","104","682","657","125","","1146","","267","106","567","522","","735"
"2020-07-03","561","602","","99","","392","1705","276","389","","","331","166","701","448","","","80","3443","115","309","375","378","2919","105","714","670","125","","1146","74","274","108","597","546","202","752"
"2020-07-04","568","656","53","","67","435","1735","277","435","","","331","170","740","461","","60","81","3483","","351","","389","2948","108","728","696","129","","1168","","276","109","613","554","204","772"
"2020-07-05","599","703","","","71","442","1769","280","492","","","336","177","768","462","","60","83","3530","","392","378","404","3005","110","736","726","132","","1214","139","313","","625","581","207","782"
"2020-07-06","627","758","58","99","","467","1834","282","518","","","336","182","779","469","","60","87","3577","115","450","","413","3030","113","745","747","133","","1294","","319","113","633","590","208","792"
"2020-07-07","642","797","54","100","","514","1852","284","630","16","211","338","184","791","478","","64","110","3648","116","487","378","418","3213","113","753","792","143","","1303","","321","116","658","620","209","795"
"2020-07-08","650","923","","100","","541","1876","295","679","","213","341","196","802","479","","65","112","3715","118","503","379","434","3356","115","767","816","151","","1335","141","348","118","661","624","211","812"
"2020-07-09","684","944","","","74","594","1905","296","722","","213","354","207","808","479","","66","","3763","118","504","","442","3468","122","769","871","153","","1342","142","351","","677","631","212","827"
"2020-07-10","720","1070","","","","643","1930","","757","18","215","369","207","817","481","","70","125","3809","118","509","380","449","3582","128","776","883","","","1413","","355","121","685","636","213","830"
"2020-07-11","727","1115","","102","76","673","1954","301","862","","","377","210","819","488","","71","129","3862","","554","","453","3663","131","777","911","156","","1436","145","369","129","693","654","214","866"
"2020-07-12","760","1208","","104","76","697","1971","302","893","22","","385","212","837","489","","72","","3915","","584","","457","3819","140","805","927","162","","1506","147","370","131","704","671","214","870"
"2020-07-13","780","1250","54","104","","713","1984","303","955","","","391","220","846","494","","80","137","3967","","679","382","458","3924","149","813","942","162","","1506","149","387","132","706","677","","901"
"2020-07-14","790","1288","","105","76","742","1995","312","1061","30","","442","224","872","494","","86","139","4006","118","710","384","462","4052","157","857","948","165","","1554","151","392","132","709","678","","911"
"2020-07-15","831","1452","","106","77","766","2004","321","1066","30","216","453","227","877","496","","92","142","4101","120","721","385","474","4223","160","890","1001","","","1692","","411","137","716","700","218","916"
"2020-07-16","879","1510","","109","77","800","2020","330","1160","35","","467","229","898","502","","","143","4172","","761","385","486","4364","164","905","1026","166","","1743","154","","139","721","738","218","934"
"2020-07-17","978","1534","","","78","825","2060","355","1268","","","486","231","907","512","","103","143","4226","","761","390","497","4434","165","932","1057","168","","1747","155","424","141","725","740","221","946"
"2020-07-18","1017","1650","","111","78","856","2116","362","1335","36","","499","235","907","514","","105","146","4287","126","761","393","497","4528","166","986","1066","169","","1843","157","444","142","730","740","224","958"
"2020-07-19","1101","1702","","114","79","927","2156","364","1407","","219","520","237","1011","519","","105","157","4325","126","831","404","500","4654","190","1028","1078","177","","1914","159","463","153","736","","225","977"
"2020-07-20","1193","1808","59","","79","995","2181","369","1433","37","","522","241","1022","519","","","157","4409","144","884","411","503","4832","228","1046","1105","178","","2057","159","471","158","736","","226","1004"
"2020-07-21","1260","1914","","115","80","1041","2207","420","1507","38","223","527","263","1045","529","","112","167","4450","","953","417","506","4943","239","1099","1161","180","","2111","162","485","162","780","772","245","1011"
"2020-07-22","1308","2094","","117","81","1077","2245","428","1566","40","224","535","270","1077","531","","115","177","4535","157","990","431","514","5155","245","1120","1184","","","2150","162","492","162","791","786","245","1045"
"2020-07-23","1351","2227","","122","91","1089","2281","443","1607","49","225","541","273","1077","548","","130","183","4630","159","990","433","515","5398","250","1161","1212","","","2204","162","492","165","833","791","247","1056"
"2020-07-24","1414","2451","","","102","1111","2302","451","1669","50","226","563","277","1093","556","","137","","4714","","1029","436","526","5556","263","1183","1230","","","2295","166","497","167","845","791","252","1077"
"2020-07-25","1481","2764","","138","","1167","2331","497","1696","62","228","563","279","1098","559","","139","187","4807","159","1033","441","531","5827","278","1263","1230","","","2324","","515","173","","","252","1087"
"2020-07-26","1517","2914","","138","113","1195","2380","497","1778","91","233","599","285","1135","565","","144","190","4878","164","1044","491","545","6066","301","1331","1279","181","","2369","168","522","182","865","791","254","1120"
"2020-07-27","1596","3161","","148","119","1234","2392","523","1789","110","240","608","291","1149","","","160","199","4958","","1067","","581","6250","305","1396","1317","","","2412","","566","184","898","833","262","1142"
"2020-07-28","1694","3361","","159","124","1290","2425","577","1869","119","242","644","294","1171","573","","188","","5041","171","1091","495","594","6384","324","1411","1364","183","","2427","175","570","185","918","","265","1171"
"2020-07-29","1741","3614","","176","128","1343","2476","606","1869","122","244","660","304","1171","584","","207","205","5143","171","1115","500","601","6538","326","1456","1381","183","","2503","176","594","188","975","860","","1250"
"2020-07-30","1848","3807","","181","135","1372","2546","637","1941","129","263","665","308","1175","589","","229","207","5259","188","1115","518","607","6691","335","1564","1432","183","","2551","","617","193","975","869","272","1254"
"2020-07-31","1938","3897","","207","138","1372","2571","650","1983","136","273","670","","1227","598","","","","5422","","1116","553","616","6851","351","1686","1432","186","","2647","","633","197","1063","879","274","1304"
"2020-08-01","1970","4104","","218","139","1431","2635","697","2031","151","287","672","323","1287","","","256","222","5551","196","1163","571","624","7014","351","1813","1448","","","2647","","644","208","1063","879","279",""
"2020-08-02","2065","4232","","220","181","1480","2657","699","2108","","293","683","325","1287","618","","277","225","5678","196","1178","612","627","7098","359","1955","1481","","","2752","185","649","224","1106","899","285","1334"
"2020-08-03","2117","4373","79","220","","1545","2692","714","2146","221","318","","330","1288","","","277","227","5802","202","","619","635","7239","362","2085","1559","","","2752","194","650","254","1190","904","304","1365"
"2020-08-04","2174","4527","","223","221","1582","2742","813","2226","229","331","695","338","1351","642","","278","234","5900","205","1178","639","635","7291","375","2231","1559","187","","2824","194","650","254","1202","905","322","1397"
"2020-08-05","2238","4639","","223","226","1618","2758","813","2280","237","332","","339","1405","661","","278","","6041","217","1227","704","647","7483","375","2336","1596","","","2879","","682","280","1223","912","325","1436"
"2020-08-06","2305","4843","","240","227","1618","2798","905","2351","250","354","716","341","1409","680","","314","237","6150","","1228","719","659","7623","376","2466","1596","","","2891","","698","280","1223","912","346","1518"
"2020-08-07","2403","5046","85","247","","1658","2844","954","2437","252","370","717","348","1460","689","","319","240","6254","238","1239","742","676","7770","383","2475","1617","","","2959","198","698","","1267","944","370",""
"2020-08-08","2496","5137","","281","227","1685","2860","1017","2528","255","371","","352","1475","711","","","241","6357","241","","765","695","7934","383","2560","1669","","","3139","198","698","280","1293","","378","1565"
"2020-08-09","2594","5163","","281","261","1727","2906","1040","2557","270","429","","357","1514","716","","345","249","6484","245","1250","783","697","8013","402","2675","1703","","","3194","206","750","305","1350","975","378","1643"
"2020-08-10","2628","5328","","323","264","1767","2977","1068","2672","270","438","733","361","1516","732","","356","254","6598","256","1260","","716","8093","","2845","1721","","","3194","224","763","307","1461","977","384","1681"
"2020-08-11","2688","5379","","331","301","1814","3016","","2672","","442","","365","","748","","391","255","6704","263","1260","831","716","8221","420","3072","1773","","","3258","226","794","331","1638","990","402","1681"
"2020-08-12","2748","5458","","335","308","1822","3054","1101","2787","348","459","733","366","1693","761","","396","255","6825","263","1260","865","742","8414","430","3151","1801","","","3258","232","807","341","1643","999","408","1719"
"2020-08-13","2828","5531","","335","317","1854","3104","1210","2865","","499","745","373","1712","","","421","276","6982","","1274","888","","8547","451","3351","1809","","","3292","236","827","342","1734","","","1772"
"2020-08-14","2947","5681","","364","323","1869","3126","1210","2991","370","527","745","400","1712","790","","434","276","7148","263","1274","888","756","8749","458","3412","1873","","","3305","246","827","346","1823","999","427","1815"
"2020-08-15","3046","5810","","364","328","1869","3162","1267","3129","370","527","759","401","1775","793","","440","279","7215","279","1294","939","756","8910","461","3528","1918","","","3334","","893","","1904","1024","443","1852"
"2020-08-16","3120","5920","","367","363","1930","3228","1318","3202","388","577","761","401","1775","800","","450","284","7379","283","1296","971","782","9045","473","3607","1951","187","","3379","263","900","371","1965","1034","477","1918"
"2020-08-17","3191","6118","85","387","367","1950","3255","1376","3271","401","607","769","410","1817","813","","459","289","7530","292","1298","980","799","9297","492","3642","1970","187","","3390","276","939","381","2034","1040","484","1988"
"2020-08-18","3215","6118","","","386","1990","3341","1524","3271","401","682","774","436","1923","827","","483","302","7777","292","1310","1003","841","9458","","3732","2020","","","3440","308","939","385","2034","1069","511","1988"
"2020-08-19","3215","6342","","387","","1990","3341","","3480","","682","","436","2006","835","","505","308","7966","301","1310","1026","841","9683","492","3875","2020","","","3503","308","970","391","2102","","514","1988"
"2020-08-20","3448","6522","","","386","","3341","1630","3597","439","704","","450","2064","835","","505","","8168","","1310","1026","841","9822","492","3945","2070","","","3503","327","","391","2102","1069","514","2070"
"2020-08-21","3497","6560","","396","393","2086","3408","1647","3623","454","712","787","455","2091","844","","520","312","8319","311","1312","1099","906","9997","503","3982","2157","","","3559","335","989","397","2275","1090","522","2098"
"2020-08-22","3630","6631","","422","405","2095","3486","1667","3665","","720","801","455","2124","855","","540","337","8578","","1312","1110","924","10230","518","4072","2202","","","3598","344","1013","407","2293","1105","532","2110"
"2020-08-23","3668","6802","","","410","2107","3507","1760","3793","456","733","817","468","2142","870","","561","347","8771","314","1317","1127","924","10440","532","4210","2202","","","3631","356","1013","419","2364","1129","540","2139"
"2020-08-24","3729","6887","","442","429","2134","3540","1866","3858","465","744","852","479","2154","880","","573","364","9022","314","1320","1150","940","10695","543","4250","2213","","","3691","381","1034","432","2382","1156","548","2170"
"2020-08-25","3759","7024","","456","441","2137","3553","1999","4004","469","755","860","483","2162","892","","583","367","9267","316","1324","1159","947","10938","559","4427","2226","","","3708","385","1039","439","2422","1165","553","2189"
"2020-08-26","3846","7116","","463","451","2142","3567","2020","4151","478","765","867","494","2171","902","","594","372","9562","330","1330","1179","957","11242","561","4472","2239","187","","3775","394","1046","447","2473","1177","561","2208"
"2020-08-27","3959","7237","","490","463","2158","3585","2075","4177","501","775","884","513","2179","914","","607","378","9787","336","1335","1204","969","11475","570","4601","2256","","","3805","419","1100","455","2503","1190","570","2227"
"2020-08-28","3999","7286","","509","474","2182","3605","2127","4242","528","796","918","528","2184","937","","625","397","10024","350","1335","1254","977","11670","572","4734","2293","","","3844","432","1121","468","2545","1245","593","2258"
"2020-08-29","4059","7440","","532","481","2197","3624","2149","4325","","814","929","556","2184","974","","627","397","10264","375","1340","1290","1006","11828","579","4934","2328","187","","3898","452","","472","2563","1258","600","2335"
"2020-08-30","4108","7533","","550","517","2219","3655","2154","4371","532","836","951","581","2196","1007","","652","412","10505","392","1354","1413","1013","11977","594","5134","2368","","","3953","467","1133","486","2582","1270","612","2382"
"2020-08-31","4161","7675","","553","557","2228","3676","2166","4442","537","848","959","595","2212","1036","","664","426","10795","393","1358","1453","1031","12122","594","5366","2404","","","4016","483","1149","502","2592","1312","652","2418"
"2020-09-01","4232","7876","","611","624","2255","3701","2236","4493","615","882","999","611","2302","1068","","","426","11193","393","1361","1559","1091","12299","605","5614","2436","","","4095","","1195","521","2610","1333","672","2460"
"2020-09-02","4311","7961","","651","651","2271","3719","2246","4587","642","905","1028","627","2338","1091","","670","428","11545","417","1363","1643","1093","12500","608","5764","2457","","","4110","495","1228","535","2618","1341","685","2498"
"2020-09-03","4388","8037","","661","692","2304","3736","2271","4654","681","954","1052","627","2344","1143","","684","437","11915","431","1366","1709","1097","12691","611","5924","2471","","","4174","498","1232","539","2660","1349","717","2530"
"2020-09-04","4425","8068","","692","714","2312","3744","2277","4684","693","965","1065","","","","","690","","12063","","","1734","1119","12802","","6031","2481","","","4196","512","1249","558","2673","1355","722","2534"
