"date","Karnataka/BAGALKOTE","Karnataka/BIDAR","Karnataka/Bagalkote","Karnataka/Ballari","Karnataka/Belagavi","Karnataka/Bengaluru Rural","Karnataka/Bengaluru Urban","Karnataka/Bengaluru urban","Karnataka/Bidar","Karnataka/Chamarajanagara","Karnataka/Chikkaballapura","Karnataka/Chikkamagaluru","Karnataka/Chitradurga","Karnataka/DAKSHINA KANNADA","Karnataka/Dakshina Kannada","Karnataka/Davanagere","Karnataka/Dharwad","Karnataka/Gadag","Karnataka/HASSAN","Karnataka/HAVERI","Karnataka/Hassan","Karnataka/Haveri","Karnataka/KALABURAGI","Karnataka/KOPPAL","Karnataka/Kalaburagi","Karnataka/Kodagu","Karnataka/Kolar","Karnataka/Koppal","Karnataka/MANDYA","Karnataka/Mandya","Karnataka/Mysuru","Karnataka/Other State","Karnataka/RAICHUR","Karnataka/Raichur","Karnataka/Ramanagara","Karnataka/Shivamogga","Karnataka/Tumakuru","Karnataka/UDUPI","Karnataka/UTTARA KANNADA","Karnataka/Udupi","Karnataka/Uttara Kannada","Karnataka/Vijayapura","Karnataka/Yadgir"
"2020-04-01","","","","","","","   .00 %","","","","","","","","","","","","","","","","","","","","","","","","   .00 %","   .00 %","","","","","","","","","","",""
"2020-04-02","","","","","","","","","","","","","","","","","","","","","","","","","   .00 %","","","","","","   .00 %","   .00 %","","","","","","","","","","",""
"2020-04-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-04","","","","","","","   .00 %","","","","","","","","","","","","","","","","","","","","","","","","   .00 %","   .00 %","","","","","","","","","","",""
"2020-04-05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-06","","","","","","","   .00 %","","","","","","","","","","","","","","","","","","","","","","","","   .00 %","   .00 %","","","","","","","","","","",""
"2020-04-07","","","","","","","   .00 %","","","","","","","","","","","","","","","","","","   .00 %","","","","","","","   .00 %","","","","","","","","","","",""
"2020-04-08","","","","","","","","","","","   .00 %","","","","","","","","","","","","",""," 20.00 %","","","","","","","   .00 %","","","","","","","","","   .00 %","",""
"2020-04-09","","","","","","","   .00 %","","","","   .00 %","","","","","","","","","","","","","","","","","","","","   .00 %","","","","","","","","","","","",""
"2020-04-10","","","","","","","   .00 %","","","","","","","","","","","","","","","","",""," 30.00 %","","","","","","   .00 %","","","","","","","","","","","",""
"2020-04-11","","","","","","","   .00 %","","","","","","","","","","","","","","","","","","","","","","","","   .00 %","","","","","","","","","","","",""
"2020-04-12","","","","","","","   .00 %","","","","","","","","","","","","","","","","",""," 30.00 %","","","","","","   .00 %","","","","","","","","","","","",""
"2020-04-13","","","   .00 %","","   .00 %","","   .00 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-14","","","   .00 %","","   .00 %","","   .00 %","","","","   .00 %","","","","","","","","","","","","",""," 30.00 %","","","","","","","","","","","","","","","","   .00 %","",""
"2020-04-15","","","   .00 %","","   .00 %","","   .00 %","","","","","","","","","","","","","","","","",""," 30.00 %","","","","","","   .00 %","   .00 %","","","","","","","","","","",""
"2020-04-16","","","","","   .00 %","","   .00 %","","","","","","","","","","","","","","","","",""," 10.00 %","","","","","","   .00 %","   .00 %","","","","","","","","","","",""
"2020-04-17","","","","   .00 %","   .00 %","","   .00 %","","","","   .00 %","","","","","","","","","","","","","","","","","","","   .00 %","   .00 %","","","","","","","","","","","   .00 %",""
"2020-04-18","","","   .00 %","","   .00 %","","   .00 %","","","","","","","","","","","","","","","","","","   .00 %","","","","","   .00 %","   .00 %","","","","","","","","","","","   .00 %",""
"2020-04-19","","","","","","","","","","","","","","","   .00 %","","","","","","","","","","","","","","","","   .00 %","","","","","","","","","","","",""
"2020-04-20","","","","","","","","","   .00 %","","","","","","","","","","","","","","","","   .00 %","","","","","","","","","","","","","","","","","   .00 %",""
"2020-04-21","","","","","   .00 %","","","","","","","","","","   .00 %","","","","","","","","","","   .00 %","","","","","","   .00 %","","","","","","","","","","","   .00 %",""
"2020-04-22","","","","","","","   .00 %","","","","","","","","","","","","","","","","","","   .00 %","","","","","","   .00 %","","","","","","","","","","","",""
"2020-04-23","","","","","","","   .00 %","","","","","","","","   .00 %","","   .00 %","","","","","","","","   .00 %","","","","","   .00 %","","","","","","","","","","","","   .00 %",""
"2020-04-24","","","   .00 %","","   .00 %","","   .00 %","","","","   .00 %","","","","","","","","","","","","","","","","","","","   .00 %","","","","","","","","","","","","   .00 %",""
"2020-04-25","","","","","   .00 %","","   .00 %","","","","   .00 %","","","","   .00 %","","","","","","","","","","","","","","","   .00 %","   .00 %","","","","","","","","","","","",""
"2020-04-26","","","","","","","","","","","","","","","   .00 %","","","","","","","","","","   .00 %","","","","","","","","","","","","","","","","","",""
"2020-04-27","","","   .00 %","","","","   .00 %","","","","","","","","   .00 %","","","","","","","","","","  6.67 %","","","","","   .00 %","   .00 %","","","","","","","","","","","   .00 %",""
"2020-04-28","","","   .00 %","","","   .00 %","   .00 %","","","","","","","","","","","   .00 %","","","","","","","  6.67 %","","","","","","   .00 %","   .00 %","","","","","","","","","","",""
"2020-04-29","","","","","   .00 %","","","","","","","","","","","","","","","","","","","","  6.67 %","","","","","","   .00 %","","","","","","","","","","","",""
"2020-04-30","","","","","   .00 %","","   .00 %","","","","","","",""," 20.00 %","","","","","","","","","","  6.67 %","","","","","","   .00 %","   .00 %","","","",""," 20.00 %","","","","","   .00 %",""
"2020-05-01","","","","   .00 %","   .00 %","","   .00 %","","","","   .00 %","","",""," 20.00 %","   .00 %","   .00 %","   .00 %","","","","","","","  6.67 %","","","","","   .00 %","   .00 %","","","","","","","","","","   .00 %","   .00 %",""
"2020-05-02","","","   .00 %","","   .00 %",""," 20.00 %","","   .00 %","","   .00 %","","","","","   .00 %","   .00 %","","","","","","","","   .00 %","","","","","","","","","","",""," 20.00 %","","","","","   .00 %",""
"2020-05-03","","","   .00 %","   .00 %","",""," 20.00 %","","","","   .00 %","","","","","","","","","","","","","","   .00 %","","","","","","   .00 %","","","","","","","","","","","   .00 %",""
"2020-05-04","","","","","   .00 %",""," 20.00 %","","   .00 %","","   .00 %","","","",""," 20.00 %","   .00 %","","","","","","","","  5.00 %","","","","","   .00 %","   .00 %","","","","","","","","","","","   .00 %",""
"2020-05-05","","","   .00 %","   .00 %","",""," 20.00 %","","","","","","",""," 20.00 %"," 30.00 %","   .00 %","","","","","","","","  5.00 %","","","","","","   .00 %","","","","","","","","","","   .00 %"," 20.00 %",""
"2020-05-06","","","   .00 %","","   .00 %",""," 20.00 %","","","","","","",""," 20.00 %","","","","","","","","","","  5.00 %","","","","","   .00 %","","","","","","","","","","",""," 20.00 %",""
"2020-05-07","","","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","","","","","",""," 36.67 %","   .00 %","","","","","","","","  5.00 %","","","","","","   .00 %","","","","","","","","","",""," 20.00 %",""
"2020-05-08","","","","   .00 %","   .00 %","","   .00 %","","","","","","","",""," 36.67 %","   .00 %","","","","","","","","","","","","","","","","","","","","","","","","   .00 %","",""
"2020-05-09","","","","","","","   .00 %","","   .00 %","","   .00 %","","",""," 20.00 %"," 36.67 %","","","","","","","","","  5.00 %","","","","","   .00 %","   .00 %","","","","",""," 20.00 %","","","","   .00 %"," 20.00 %",""
"2020-05-10","","","   .00 %","","   .00 %",""," 10.00 %","","","","   .00 %","","","",""," 16.67 %","","   .00 %","","","","","","","   .00 %","","","","","","   .00 %","   .00 %","","","","","","","","","   .00 %"," 20.00 %",""
"2020-05-11","","","   .00 %","","   .00 %",""," 10.00 %","","   .00 %","","","","","","","  6.67 %","","","","","","","","","   .00 %","","","","","   .00 %","","   .00 %","","","","","","","","","","   .00 %",""
"2020-05-12","","","   .00 %","   .00 %","",""," 10.00 %","","   .00 %","","   .00 %","","","","   .00 %","   .00 %","   .00 %","   .00 %","","","","","","","   .00 %","","","","","   .00 %","","","","","","","","","","","","   .00 %",""
"2020-05-13","","","","   .00 %","   .00 %",""," 10.00 %","","   .00 %","","","","",""," 10.00 %","   .00 %","","","","","","","","","  4.00 %","","","","","   .00 %","","","","","","","","","","","   .00 %","   .00 %",""
"2020-05-14","","","   .00 %","","   .00 %",""," 10.00 %","","   .00 %","","","","",""," 16.67 %","   .00 %","","   .00 %","","","","","","","  4.00 %","","","","","   .00 %","   .00 %","   .00 %","","","","","","","","","","   .00 %",""
"2020-05-15","","","   .00 %","   .00 %","   .00 %","","   .00 %",""," 20.00 %","","","","",""," 16.67 %","","","","","","","","","","  4.00 %","","","","","   .00 %","   .00 %","","","","","","","","","","","",""
"2020-05-16","","","   .00 %","   .00 %","","","   .00 %","","","","","","","","","   .00 %","   .00 %","","","","","","","","  4.00 %","","","","","   .00 %","","","","","","","","","","","","   .00 %",""
"2020-05-17","","","","","","","   .00 %","","","","   .00 %","","",""," 16.67 %","","   .00 %","","","","   .00 %","","","","  4.00 %","","","","","   .00 %","","","","","",""," 20.00 %","","","   .00 %","   .00 %","   .00 %",""
"2020-05-18","","","   .00 %","   .00 %","   .00 %","","   .00 %",""," 20.00 %","","   .00 %","","",""," 16.67 %","   .00 %","","   .00 %","","","   .00 %","","","","   .00 %","","","","","   .00 %","   .00 %","   .00 %","","","","","   .00 %","","","   .00 %","   .00 %","   .00 %",""
"2020-05-19","","","   .00 %","   .00 %","   .00 %","","  6.67 %",""," 20.00 %","","","","   .00 %","","","   .00 %","","   .00 %","","","   .00 %","","","","   .00 %","","","","","   .00 %","","","","","","   .00 %","","","","   .00 %","   .00 %"," 10.00 %",""
"2020-05-20","","","","","",""," 11.67 %",""," 20.00 %","","","","","","  6.67 %","   .00 %","   .00 %","","","","   .00 %","","","","   .00 %","","","","","   .00 %","","","","","","","   .00 %","","","   .00 %","   .00 %","","   .00 %"
"2020-05-21","","","   .00 %","   .00 %","   .00 %",""," 11.67 %","","","","   .00 %","","","","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","","","","","","","","","   .00 %","   .00 %","","","","","   .00 %","   .00 %","","","   .00 %","   .00 %"," 10.00 %",""
"2020-05-22","","","   .00 %","","   .00 %","   .00 %"," 11.67 %",""," 20.00 %","","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","","","","   .00 %","","","","   .00 %","","","","","   .00 %","","","","   .00 %","","   .00 %","   .00 %","","","   .00 %","   .00 %"," 10.00 %","   .00 %"
"2020-05-23","","","","   .00 %","   .00 %",""," 15.67 %","","   .00 %","","   .00 %","","","","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","","","","   .00 %","","   .00 %","","","   .00 %","","","","   .00 %","","","","","","   .00 %","   .00 %","","   .00 %"
"2020-05-24","","","   .00 %","","","","  9.00 %","","   .00 %","","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","","","   .00 %","","","","","   .00 %","","","","","","   .00 %","   .00 %","","","   .00 %","   .00 %"," 10.00 %","   .00 %"
"2020-05-25","","","   .00 %","   .00 %","   .00 %","   .00 %","  4.00 %","","   .00 %","","","","","","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","","","   .00 %","","   .00 %","","","   .00 %","","","","","","","   .00 %","","","   .00 %","   .00 %"," 10.00 %","   .00 %"
"2020-05-26","","","   .00 %","   .00 %","   .00 %","","  4.00 %","","   .00 %","","   .00 %","","   .00 %","","   .00 %","   .00 %","","   .00 %","","","   .00 %","","","","   .00 %","","   .00 %","","","   .00 %","","   .00 %","","","","","","","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-05-27","","","","   .00 %","   .00 %","   .00 %","  4.00 %",""," 10.00 %","","   .00 %","","","","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","","","   .00 %","","   .00 %","","","   .00 %","","","","   .00 %","","   .00 %","   .00 %","","","   .00 %","   .00 %","  6.67 %","   .00 %"
"2020-05-28","","","   .00 %","","   .00 %","","   .00 %",""," 10.00 %","","","","   .00 %","","   .00 %","   .00 %","","   .00 %","","","   .00 %","   .00 %","","","   .00 %","","","","","","   .00 %","","","   .00 %","","","","","","   .00 %","","  6.67 %","   .00 %"
"2020-05-29","","","","   .00 %","","   .00 %","   .00 %","","","","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","","","","   .00 %","","","","   .00 %","","","","","   .00 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","","","   .00 %","   .00 %","  6.67 %","   .00 %"
"2020-05-30","","","   .00 %","","   .00 %","   .00 %","   .00 %",""," 16.67 %","","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","","","   .00 %","","   .00 %","","","","   .00 %","","","   .00 %","","   .00 %","   .00 %","","","   .00 %","   .00 %","  6.67 %","   .00 %"
"2020-05-31","","","","   .00 %","   .00 %","   .00 %","   .00 %",""," 21.67 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","","","","","","","   .00 %","","   .00 %","","","   .00 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","","","   .00 %","   .00 %","  6.67 %","   .00 %"
"2020-06-01","","","   .00 %","   .00 %","   .00 %","   .00 %","  3.33 %",""," 21.67 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","","","   .00 %","","   .00 %","","","   .00 %","","   .00 %","","   .00 %","","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-06-02","","","   .00 %","   .00 %","   .00 %","   .00 %","  3.33 %",""," 11.67 %","","   .00 %","","","","","   .00 %","   .00 %","","","","   .00 %","   .00 %","","","   .00 %","","   .00 %","","","   .00 %","","","","   .00 %","","","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-06-03","","","   .00 %","   .00 %","   .00 %","   .00 %","  3.33 %","","","","   .00 %","","","","   .00 %","  5.00 %","   .00 %","   .00 %","","","   .00 %","","","","   .00 %","","   .00 %","","","   .00 %","   .00 %","","","   .00 %","","   .00 %","","","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-06-04","","","","   .00 %","   .00 %","","  9.05 %","","","","   .00 %","   .00 %","","","   .00 %","  9.00 %","   .00 %"," 20.00 %","","","   .00 %","   .00 %","","","","","","","","   .00 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","","","   .00 %","","   .00 %",""
"2020-06-05","","","   .00 %","   .00 %","   .00 %","   .00 %","  9.05 %",""," 11.67 %","","   .00 %","   .00 %","   .00 %","","   .00 %","  9.00 %","   .00 %"," 20.00 %","","","   .00 %","   .00 %","","","   .00 %","","   .00 %","","","   .00 %","","","","","","","","","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-06-06","","","   .00 %","   .00 %","   .00 %","","  5.71 %","","  9.00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","  9.00 %","   .00 %"," 20.00 %","","","   .00 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","","   .00 %","","","","   .00 %","","","   .00 %","","","   .00 %","   .00 %","  5.00 %","   .00 %"
"2020-06-07","","","   .00 %","   .00 %","   .00 %","   .00 %"," 10.16 %","","  4.00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","  9.00 %","   .00 %"," 20.00 %","","","   .00 %","   .00 %","","","   .00 %","","","","","   .00 %","","   .00 %","","   .00 %","","   .00 %","","","","   .00 %","   .00 %","  5.00 %","   .00 %"
"2020-06-08","","","   .00 %","   .00 %","",""," 15.61 %","","  4.00 %","","   .00 %","","","","   .00 %","","   .00 %"," 20.00 %","","","   .00 %","   .00 %","","","   .00 %","","","   .00 %","","   .00 %","","","","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","","  5.00 %","   .00 %"
"2020-06-09","","","   .00 %","","",""," 11.33 %","","  4.00 %","","   .00 %","","","","   .00 %","  4.00 %","   .00 %","","","","   .00 %","","","","  3.33 %","","   .00 %","   .00 %","","   .00 %","   .00 %","","","","","   .00 %","   .00 %","","","","   .00 %","  5.00 %","   .00 %"
"2020-06-10","","","   .00 %","   .00 %","   .00 %",""," 13.99 %","","  4.00 %","","","","","","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","","","  3.33 %","","   .00 %","","","   .00 %","","","","","   .00 %","","","","","   .00 %","   .00 %","  5.00 %","   .00 %"
"2020-06-11","","","   .00 %","","","   .00 %"," 16.35 %","","   .00 %","","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","","","","  3.33 %","","   .00 %","   .00 %","","   .00 %","   .00 %","",""," 20.00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-06-12","","","   .00 %","   .00 %","   .00 %",""," 16.11 %","","   .00 %","","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","","","  9.05 %","","   .00 %","","","   .00 %","   .00 %","",""," 20.00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-06-13","","","   .00 %","   .00 %","",""," 12.40 %","","   .00 %","","","","   .00 %","","   .00 %","   .00 %"," 20.00 %","   .00 %","","","   .00 %","   .00 %","","","  9.05 %","","   .00 %","","","   .00 %","   .00 %","",""," 20.00 %","   .00 %","","","","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-06-14","","","   .00 %","   .00 %","   .00 %","   .00 %"," 13.37 %","","   .00 %","","","","","","  5.00 %","   .00 %"," 20.00 %","","","","   .00 %","   .00 %","","","  5.71 %","","   .00 %","   .00 %","","   .00 %",""," 20.00 %",""," 20.00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-06-15","","","   .00 %","   .00 %","   .00 %","   .00 %"," 11.42 %","","   .00 %","","   .00 %","","","","  5.00 %","   .00 %"," 30.00 %","","","","   .00 %","   .00 %","","","  5.71 %","","","   .00 %","","","","",""," 20.00 %","   .00 %","   .00 %","","","","   .00 %","","   .00 %","   .00 %"
"2020-06-16","","","   .00 %","   .00 %","   .00 %","   .00 %"," 12.51 %","","  3.33 %","","   .00 %","   .00 %","","","  5.00 %","   .00 %"," 30.00 %","   .00 %","","","   .00 %","","","","  5.71 %","","   .00 %","   .00 %","","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-06-17","","","   .00 %"," 20.00 %","","   .00 %"," 11.24 %","","  6.19 %","","   .00 %","   .00 %","","","  5.00 %","   .00 %"," 30.00 %","","","","   .00 %","","","","   .00 %","","","   .00 %","","   .00 %","   .00 %","","","   .00 %","","   .00 %","","","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-06-18","","","   .00 %"," 20.00 %","",""," 13.61 %","","  8.69 %","","   .00 %","   .00 %","","","  5.00 %","   .00 %"," 10.00 %","   .00 %","","","   .00 %","","","","  2.22 %","","   .00 %","   .00 %","","   .00 %","   .00 %"," 20.00 %","","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","  4.00 %","   .00 %"
"2020-06-19","","","   .00 %"," 20.00 %","   .00 %","   .00 %"," 14.19 %",""," 13.13 %","","   .00 %","   .00 %","","","   .00 %","   .00 %"," 10.00 %","","","","   .00 %","","","","  2.22 %","","   .00 %","   .00 %","","   .00 %","   .00 %"," 20.00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","  4.00 %","   .00 %"
"2020-06-20","","","   .00 %"," 20.00 %","   .00 %","   .00 %"," 14.58 %",""," 16.77 %","","   .00 %","   .00 %","","","   .00 %","  3.33 %","   .00 %","   .00 %","","","   .00 %","   .00 %","","","  2.22 %","","   .00 %","","","   .00 %","   .00 %"," 30.00 %","","   .00 %","   .00 %","   .00 %","   .00 %","",""," 20.00 %","   .00 %","  4.00 %","   .00 %"
"2020-06-21","","","   .00 %"," 20.00 %","   .00 %",""," 12.19 %",""," 16.51 %","","   .00 %","   .00 %","   .00 %","","   .00 %","  3.33 %","   .00 %","   .00 %","","","   .00 %","   .00 %","","","  2.22 %","","   .00 %","   .00 %","","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","",""," 20.00 %","   .00 %","  4.00 %","   .00 %"
"2020-06-22","","","   .00 %"," 10.00 %","","   .00 %"," 10.25 %",""," 13.66 %","","   .00 %","   .00 %","   .00 %","","   .00 %","  3.33 %","   .00 %","   .00 %","","","   .00 %","   .00 %","","","  2.22 %","","   .00 %","   .00 %","","","   .00 %","","",""," 20.00 %","","   .00 %","",""," 20.00 %","   .00 %","  4.00 %","   .00 %"
"2020-06-23","","",""," 16.67 %","   .00 %","","  8.05 %",""," 11.16 %","","   .00 %","","","","  4.00 %","  3.33 %","   .00 %","   .00 %","","","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","",""," 20.00 %","   .00 %","   .00 %","   .00 %"
"2020-06-24","","",""," 36.67 %","   .00 %","   .00 %","  6.52 %","","  6.71 %","","   .00 %","   .00 %","   .00 %","","  4.00 %","  3.33 %","   .00 %","   .00 %","","","   .00 %","","","","  4.00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","","   .00 %"," 40.00 %","   .00 %"," 10.00 %","",""," 20.00 %","   .00 %","   .00 %","   .00 %"
"2020-06-25","","","   .00 %"," 36.67 %","   .00 %"," 60.00 %","  5.41 %","","  3.08 %","   .00 %","   .00 %","   .00 %","","","  7.33 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","","","  5.67 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","","   .00 %"," 40.00 %","   .00 %"," 10.00 %","","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-06-26","",""," 20.00 %"," 39.17 %","   .00 %"," 60.00 %","  5.16 %","","  1.33 %","   .00 %","   .00 %","   .00 %","   .00 %","","  7.33 %","   .00 %","  6.67 %","   .00 %","","","   .00 %","   .00 %","","","  7.21 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","","   .00 %"," 40.00 %"," 20.00 %"," 10.00 %","","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-06-27","",""," 20.00 %"," 31.39 %","   .00 %"," 60.00 %","  4.94 %","","  5.08 %","   .00 %","   .00 %","   .00 %","   .00 %","","  7.33 %","   .00 %"," 11.67 %"," 10.00 %","","","   .00 %","   .00 %","",""," 10.06 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","","   .00 %"," 40.00 %"," 20.00 %"," 10.00 %","","","   .00 %","   .00 %","","   .00 %"
"2020-06-28","",""," 40.00 %"," 26.72 %","   .00 %"," 60.00 %","  4.04 %","","  5.08 %","","   .00 %","   .00 %","   .00 %",""," 11.90 %","   .00 %"," 15.67 %"," 10.00 %","",""," 20.00 %","   .00 %","",""," 11.31 %","   .00 %","   .00 %","   .00 %","","   .00 %"," 20.00 %","","","   .00 %",""," 20.00 %"," 23.33 %","","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-06-29","",""," 45.00 %"," 28.54 %",""," 60.00 %","  3.30 %","","  5.08 %","","   .00 %","   .00 %","   .00 %",""," 13.90 %","   .00 %"," 15.67 %"," 10.00 %","",""," 30.00 %","   .00 %","","","  7.31 %","   .00 %","   .00 %","","","   .00 %"," 20.00 %","","","   .00 %"," 25.00 %"," 20.00 %"," 13.33 %","","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-06-30","",""," 45.00 %"," 33.76 %"," 20.00 %","   .00 %","  4.22 %","","  5.08 %","","   .00 %","   .00 %","   .00 %",""," 10.57 %","  2.86 %"," 22.33 %"," 10.00 %","",""," 30.00 %","   .00 %","","","  5.65 %","   .00 %"," 20.00 %","   .00 %","","   .00 %"," 30.00 %","","","   .00 %","  5.00 %"," 20.00 %"," 13.33 %","","","   .00 %","   .00 %","  6.67 %","   .00 %"
"2020-07-01","",""," 25.00 %"," 31.26 %"," 30.00 %","   .00 %","  3.85 %","","  5.86 %","   .00 %","   .00 %","   .00 %","   .00 %",""," 12.39 %","  2.86 %"," 15.67 %"," 10.00 %","",""," 36.67 %","","","","  4.11 %","   .00 %"," 20.00 %","   .00 %","","   .00 %"," 30.00 %","","","   .00 %","  5.00 %","   .00 %"," 13.33 %","","","   .00 %","   .00 %","  6.67 %","   .00 %"
