"date","Chhattisgarh/Balod","Chhattisgarh/Baloda Bazar","Chhattisgarh/Balrampur","Chhattisgarh/Bametara","Chhattisgarh/Bastar","Chhattisgarh/Bijapur","Chhattisgarh/Bilaspur","Chhattisgarh/Dakshin Bastar Dantewada","Chhattisgarh/Dhamtari","Chhattisgarh/Durg","Chhattisgarh/Gariaband","Chhattisgarh/Gaurela Pendra Marwahi","Chhattisgarh/Janjgir Champa","Chhattisgarh/Jashpur","Chhattisgarh/Kabeerdham","Chhattisgarh/Kondagaon","Chhattisgarh/Korba","Chhattisgarh/Koriya","Chhattisgarh/Mahasamund","Chhattisgarh/Mungeli","Chhattisgarh/Narayanpur","Chhattisgarh/Other State","Chhattisgarh/Raigarh","Chhattisgarh/Raipur","Chhattisgarh/Rajnandgaon","Chhattisgarh/Sukma","Chhattisgarh/Surajpur","Chhattisgarh/Surguja","Chhattisgarh/Unknown","Chhattisgarh/Uttar Bastar Kanker"
"2020-05-25","","","","","","","   .00 %","","","","","","","","","","","","","   .00 %","","","","   .00 %","   .00 %","","","   .00 %","",""
"2020-05-26","   .00 %","   .00 %","","","","","   .00 %","","","","","","   .00 %","","   .00 %","","   .00 %","   .00 %","","   .00 %","","","","","   .00 %","","   .00 %","","",""
"2020-05-27","   .00 %","   .00 %","","","","","   .00 %","","","","","","","","","","","","","","","","   .00 %","","   .00 %","","","","","   .00 %"
"2020-05-28","","","","","","","   .00 %","","","","","","","","","","","   .00 %","","   .00 %","","","   .00 %","","   .00 %","","","","","   .00 %"
"2020-05-29","","   .00 %","   .00 %","","","","   .00 %","","","   .00 %","   .00 %","","   .00 %","","   .00 %","","   .00 %","","","   .00 %","","","","   .00 %","","","","","",""
"2020-05-30","   .00 %","","   .00 %","","","","","","","","","","","","","","","   .00 %","","   .00 %","","","","   .00 %","","","","","","   .00 %"
"2020-05-31","   .00 %","   .00 %","","","","","   .00 %","","","","","","   .00 %","","","","   .00 %","","","","","","","   .00 %","   .00 %","","","   .00 %","","   .00 %"
"2020-06-01","   .00 %","","","   .00 %","","","   .00 %","","","   .00 %","   .00 %","","","   .00 %","","","   .00 %","","","   .00 %","","","   .00 %","   .00 %","   .00 %","","","   .00 %","","   .00 %"
"2020-06-02","   .00 %","   .00 %","","   .00 %","","","   .00 %","","","   .00 %","   .00 %","","   .00 %","","","","   .00 %","   .00 %","","   .00 %","","","   .00 %","","","","","","",""
"2020-06-03","   .00 %","   .00 %","   .00 %","","","","   .00 %","","","   .00 %","","","   .00 %","   .00 %","   .00 %","","","   .00 %","","   .00 %","","","   .00 %","","","","","   .00 %","","   .00 %"
"2020-06-04","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","","   .00 %","","   .00 %","","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","",""
"2020-06-05","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","","","   .00 %","","","","","   .00 %","","   .00 %","   .00 %","","   .00 %","","","   .00 %","   .00 %","   .00 %","","","","","   .00 %"
"2020-06-06","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","","","   .00 %","","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %"
"2020-06-07","","   .00 %","   .00 %","   .00 %","","","   .00 %","","","   .00 %","","","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","","","","   .00 %","   .00 %","   .00 %","","","","",""
"2020-06-08","   .00 %","   .00 %","","   .00 %","","","   .00 %","","","   .00 %","","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %"
"2020-06-09","   .00 %","   .00 %","","   .00 %","","","","",""," 20.00 %","","","   .00 %","","   .00 %","","","","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","","","","",""
"2020-06-10","","","   .00 %","   .00 %","   .00 %","","   .00 %","",""," 30.00 %","","","   .00 %","   .00 %","","","   .00 %","   .00 %","","   .00 %","","","","   .00 %","","","","   .00 %","",""
"2020-06-11","","   .00 %","","   .00 %","   .00 %","","   .00 %","",""," 30.00 %","","","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","",""
"2020-06-12","   .00 %","   .00 %","   .00 %","   .00 %","","","","","   .00 %"," 30.00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","","","   .00 %","",""
"2020-06-13","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","","   .00 %"," 30.00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","   .00 %","","","","",""
"2020-06-14","","   .00 %","   .00 %","   .00 %","","","   .00 %","",""," 10.00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","","","   .00 %","   .00 %","","","","   .00 %","","   .00 %"
"2020-06-15","","   .00 %","   .00 %","","","","   .00 %","","   .00 %","   .00 %","","","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","",""
"2020-06-16","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","","","","   .00 %","   .00 %","","   .00 %","","",""
"2020-06-17","","   .00 %","   .00 %","   .00 %","","","   .00 %","","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %"
"2020-06-18","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %"
"2020-06-19","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","","","   .00 %","","","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","","","   .00 %","",""
"2020-06-20","","   .00 %","   .00 %","","",""," 20.00 %","","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","   .00 %","","","","",""
"2020-06-21","","   .00 %","   .00 %","   .00 %","",""," 20.00 %","","","   .00 %","   .00 %","","   .00 %","   .00 %","","","   .00 %","","   .00 %","","","","   .00 %","   .00 %","   .00 %","","","   .00 %","","   .00 %"
"2020-06-22","","   .00 %","   .00 %","   .00 %","",""," 20.00 %","","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","","","   .00 %","   .00 %"," 20.00 %","","   .00 %","","",""
"2020-06-23","","   .00 %","   .00 %","","   .00 %","","","","","   .00 %","   .00 %","","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %"," 20.00 %","","","   .00 %","","   .00 %"
"2020-06-24","","   .00 %","","","",""," 20.00 %","","","   .00 %","   .00 %","","   .00 %","","","","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %"," 20.00 %","","   .00 %","","","   .00 %"
"2020-06-25","","   .00 %","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","","","","   .00 %","   .00 %"," 20.00 %","","   .00 %","","",""
"2020-06-26","   .00 %","   .00 %","   .00 %","","","","","","","   .00 %","","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","","","","   .00 %","   .00 %"," 20.00 %","","","   .00 %","","   .00 %"
"2020-06-27","","   .00 %","   .00 %","","",""," 20.00 %","","","   .00 %","   .00 %","","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","","","","",""
"2020-06-28","","   .00 %","   .00 %","","","","   .00 %","","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","","","   .00 %","   .00 %","   .00 %","","","","","   .00 %"
"2020-06-29","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","","","   .00 %","","   .00 %"
"2020-06-30","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","","","   .00 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","","","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %"
"2020-07-01","   .00 %","   .00 %","","","","","   .00 %","   .00 %","","   .00 %","","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %"," 20.00 %","   .00 %","","","   .00 %","","   .00 %"
"2020-07-02","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","","","   .00 %"," 20.00 %","   .00 %","","","   .00 %","","   .00 %"
"2020-07-03","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","","","","   .00 %","   .00 %","","","","","","   .00 %","","   .00 %"," 20.00 %","   .00 %","","   .00 %","","","   .00 %"
"2020-07-04","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %"," 20.00 %","   .00 %","","","   .00 %","",""
"2020-07-05","","","","","","","   .00 %","   .00 %","","   .00 %","","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %"," 20.00 %","","","   .00 %","   .00 %","","   .00 %"
"2020-07-06","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","","","   .00 %","","   .00 %","","   .00 %","","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %"
"2020-07-07","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","","","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","","","   .00 %"
"2020-07-08","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %"
"2020-07-09","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %"
"2020-07-10","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %",""," 20.00 %","   .00 %","   .00 %","","","   .00 %","","   .00 %"
"2020-07-11","","","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","","","   .00 %","","","   .00 %","   .00 %","","","   .00 %","","","   .00 %","   .00 %","","","   .00 %","","   .00 %"
"2020-07-12","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.67 %","   .00 %","","   .00 %","","   .00 %","","","   .00 %","","","   .00 %",""," 20.00 %"," 10.00 %","   .00 %","","","   .00 %","","   .00 %"
"2020-07-13","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","  6.67 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %",""," 20.00 %"," 10.00 %","   .00 %","","","   .00 %","","   .00 %"
"2020-07-14","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","  6.67 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","","   .00 %",""," 20.00 %"," 16.67 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %"
"2020-07-15","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","  6.67 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %",""," 20.00 %"," 16.67 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %"
"2020-07-16","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","  6.67 %","   .00 %",""," 20.00 %","   .00 %","   .00 %","","   .00 %","","","","   .00 %","","   .00 %"," 16.67 %","   .00 %","   .00 %","","   .00 %","","   .00 %"
"2020-07-17","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %",""," 20.00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %"," 16.67 %","   .00 %","","","   .00 %","",""
"2020-07-18","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %",""," 20.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %"," 20.00 %","   .00 %"," 16.67 %","   .00 %","   .00 %","","   .00 %","","   .00 %"
"2020-07-19","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %",""," 20.00 %","","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %"," 10.00 %","   .00 %","   .00 %","","   .00 %","","   .00 %"
"2020-07-20","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","",""," 20.00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","","","","   .00 %"," 20.00 %"," 10.00 %","   .00 %","   .00 %","   .00 %","","   .00 %"
"2020-07-21","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","","","   .00 %"," 20.00 %","   .00 %"," 22.22 %"," 10.00 %","   .00 %","","   .00 %","","   .00 %"
"2020-07-22","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %"," 12.22 %"," 10.00 %","   .00 %","   .00 %","   .00 %","","   .00 %"
"2020-07-23","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %"," 20.22 %"," 10.00 %","","   .00 %","   .00 %","","   .00 %"
"2020-07-24","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %"," 21.65 %"," 10.00 %","","   .00 %","   .00 %","","   .00 %"
"2020-07-25","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","  5.00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %"," 20.00 %","   .00 %"," 15.65 %","   .00 %","","","   .00 %","","   .00 %"
"2020-07-26","   .00 %"," 20.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  9.00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %"," 14.54 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %"
"2020-07-27","   .00 %"," 20.00 %","","   .00 %","   .00 %",""," 10.00 %","   .00 %","   .00 %","  9.00 %","   .00 %","","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","","","","   .00 %"," 15.59 %","   .00 %","","   .00 %","   .00 %","","   .00 %"
"2020-07-28",""," 20.00 %","   .00 %","","   .00 %","   .00 %"," 10.00 %","   .00 %","   .00 %","  7.33 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","  7.59 %","   .00 %","","   .00 %","   .00 %","","   .00 %"
"2020-07-29",""," 20.00 %","   .00 %","","   .00 %",""," 10.00 %","   .00 %","   .00 %"," 10.19 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","  8.16 %","   .00 %","","   .00 %","   .00 %","",""
"2020-07-30",""," 20.00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 10.00 %","   .00 %","   .00 %"," 10.19 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","  5.07 %","   .00 %","","   .00 %","   .00 %","","   .00 %"
"2020-07-31","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 10.00 %","   .00 %","   .00 %","  6.19 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","  5.70 %","   .00 %","","   .00 %","   .00 %","","   .00 %"
"2020-08-01","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","  6.19 %","   .00 %","","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","  5.45 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %"
"2020-08-02","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.86 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","  7.76 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %"
"2020-08-03","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","  7.14 %","  6.67 %","   .00 %","   .00 %","   .00 %","","   .00 %"
"2020-08-04","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","  2.50 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  8.16 %","  6.67 %","   .00 %","   .00 %"," 20.00 %","","   .00 %"
"2020-08-05","   .00 %","   .00 %","","   .00 %","   .00 %",""," 20.00 %","   .00 %","   .00 %","  2.50 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 10.00 %","   .00 %","  7.01 %","  6.67 %","","   .00 %"," 20.00 %","","   .00 %"
"2020-08-06","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","  2.50 %","   .00 %","   .00 %"," 10.00 %","   .00 %","","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %"," 10.00 %","   .00 %","  7.93 %"," 11.67 %","   .00 %","   .00 %"," 20.00 %","","   .00 %"
"2020-08-07","   .00 %"," 10.00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","  4.72 %","   .00 %","   .00 %"," 10.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 30.00 %","   .00 %","   .00 %"," 16.67 %"," 20.00 %","  7.72 %"," 11.67 %","   .00 %","   .00 %"," 20.00 %","","   .00 %"
"2020-08-08","   .00 %"," 10.00 %","   .00 %","   .00 %"," 20.00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","  4.72 %","   .00 %",""," 10.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 30.00 %","   .00 %","   .00 %"," 16.67 %"," 20.00 %","  7.30 %","  5.00 %","   .00 %","   .00 %"," 20.00 %","","   .00 %"
"2020-08-09","   .00 %"," 10.00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","  3.33 %","   .00 %","","  4.22 %","   .00 %",""," 16.67 %","   .00 %","","   .00 %","   .00 %"," 20.00 %"," 30.00 %","   .00 %",""," 16.67 %"," 25.00 %","  5.81 %","  5.00 %","   .00 %","   .00 %","   .00 %","","   .00 %"
"2020-08-10","   .00 %"," 10.00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","  6.19 %","   .00 %","   .00 %","  6.04 %","   .00 %",""," 16.67 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %"," 30.00 %","   .00 %","   .00 %"," 11.67 %"," 25.00 %","  5.23 %","  5.00 %","   .00 %","   .00 %","   .00 %","","   .00 %"
"2020-08-11","   .00 %"," 10.00 %","","   .00 %"," 20.00 %","   .00 %","  6.19 %","   .00 %","   .00 %","  7.71 %","   .00 %","","  6.67 %","   .00 %","","   .00 %","   .00 %"," 20.00 %"," 10.00 %","   .00 %","   .00 %"," 11.67 %"," 25.00 %","  4.40 %","  8.00 %","   .00 %","   .00 %","   .00 %","","   .00 %"
"2020-08-12","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","  6.19 %","","   .00 %","  8.56 %","   .00 %","","  6.67 %","   .00 %","","","   .00 %"," 20.00 %","   .00 %","   .00 %","   .00 %","  5.00 %","  5.00 %","  3.57 %","  8.00 %","   .00 %","   .00 %","   .00 %","","   .00 %"
"2020-08-13","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.19 %","   .00 %","   .00 %","  8.56 %","   .00 %",""," 11.67 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","   .00 %","  5.00 %","  5.00 %","  5.42 %","  8.00 %","   .00 %","   .00 %","   .00 %","","   .00 %"
"2020-08-14","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.86 %","","   .00 %","  7.90 %","   .00 %","","  5.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","  5.00 %","   .00 %","  8.83 %","  8.00 %","   .00 %","   .00 %","   .00 %","","   .00 %"
"2020-08-15","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","  7.33 %","   .00 %","","  5.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","  9.71 %","  8.00 %","   .00 %","   .00 %","   .00 %","","   .00 %"
