"date","Rajasthan/Ajmer","Rajasthan/Alwar","Rajasthan/BSF Camp","Rajasthan/Banswara","Rajasthan/Baran","Rajasthan/Barmer","Rajasthan/Bharatpur","Rajasthan/Bhilwara","Rajasthan/Bikaner","Rajasthan/Bundi","Rajasthan/Chittorgarh","Rajasthan/Churu","Rajasthan/Dausa","Rajasthan/Dholpur","Rajasthan/Dungarpur","Rajasthan/Evacuees","Rajasthan/Ganganagar","Rajasthan/Hanumangarh","Rajasthan/Jaipur","Rajasthan/Jaisalmer","Rajasthan/Jalore","Rajasthan/Jhalawar","Rajasthan/Jhunjhunu","Rajasthan/Jodhpur","Rajasthan/Karauli","Rajasthan/Kota","Rajasthan/Nagaur","Rajasthan/Other State","Rajasthan/Other state","Rajasthan/Pali","Rajasthan/Pratapgarh","Rajasthan/Rajsamand","Rajasthan/Sawai Madhopur","Rajasthan/Sikar","Rajasthan/Sirohi","Rajasthan/Tonk","Rajasthan/Udaipur"
"2020-04-29","  8.15 %","","","  1.59 %","","","   .91 %","  5.88 %","",""," ##.## %","   .00 %","   .00 %"," 22.22 %","","","","   .00 %","  2.56 %","","","","","  3.25 %","","  1.59 %","   .85 %","","   .00 %"," ##.## %","","","","","",""," 14.29 %"
"2020-04-30","  2.74 %"," 28.57 %","","  3.12 %","   .00 %","","","","",""," 18.75 %","","","  9.09 %","","","","   .00 %","  2.95 %","","","",""," 23.49 %","","  2.60 %","   .00 %","","","","","","   .00 %","","","  2.29 %",""
"2020-05-01","  7.33 %","","","   .00 %","","","   .00 %","","",""," 36.84 %","","","","","   .00 %","","","  2.32 %","","","   .00 %","   .00 %","  6.86 %","","  3.55 %","   .00 %","","","",""," ##.## %","","","","   .00 %",""
"2020-05-02","  2.48 %"," 22.22 %","","","","","   .90 %","","","","  3.85 %","","","   .00 %","","","","","  3.56 %","","","","   .00 %"," 11.01 %","","  1.47 %","   .00 %","","","  8.33 %","","","","","","   .00 %"," 12.50 %"
"2020-05-03","  1.82 %","   .00 %","","   .00 %","","","  1.79 %","","",""," ##.## %","","   .00 %",""," 16.67 %","","","","  3.33 %","","","","   .00 %","  4.46 %","","   .97 %","   .00 %","","",""," ##.## %","","","","",""," 55.56 %"
"2020-05-04","  2.38 %","  9.09 %","","",""," 50.00 %","   .00 %","","  2.70 %",""," 34.33 %","",""," 25.00 %","","","","","  2.92 %","   .00 %","","  2.50 %",""," 14.08 %","","  1.44 %","   .85 %","",""," ##.## %",""," ##.## %","   .00 %"," 16.67 %","","   .00 %","  7.14 %"
"2020-05-05","  2.91 %","  8.33 %","","   .00 %","","","   .88 %","  5.56 %","",""," 10.00 %","","","","","   .00 %","","","  2.45 %","","","  2.44 %","","  5.69 %","","  4.25 %","   .00 %","","","",""," 25.00 %","","","","  1.49 %",""
"2020-05-06","  2.82 %"," 23.08 %","   .00 %","","","","   .87 %","","","","  1.01 %","",""," 13.33 %"," 28.57 %","","","   .00 %","  4.11 %","","   .00 %","  7.14 %","   .00 %","  6.56 %"," 33.33 %","   .00 %","   .00 %","",""," 42.86 %",""," 20.00 %"," 12.50 %"," 14.29 %","","","   .00 %"
"2020-05-07","  2.75 %"," 12.50 %"," 40.00 %","","","","","","",""," 16.00 %","",""," 23.53 %","","","","","  1.93 %",""," 33.33 %","","","  3.69 %","","   .90 %","   .00 %","",""," 25.00 %",""," 16.67 %","","","   .00 %",""," 33.33 %"
"2020-05-08","  4.81 %"," 11.11 %","","","","",""," 10.53 %","","","  8.62 %","","   .00 %","","","","","","  3.06 %","","","  4.44 %","","  1.07 %"," 25.00 %","  4.04 %","   .00 %","",""," 10.00 %",""," 85.71 %",""," 12.50 %"," ##.## %","   .00 %"," ##.## %"
"2020-05-09","  7.65 %","","","",""," 33.33 %","","","","","  7.94 %"," 21.43 %","  4.76 %","   .00 %","","","","","  4.46 %",""," 75.00 %","   .00 %","","  1.29 %","","   .43 %","   .00 %","","","  9.09 %",""," 15.38 %"," 11.11 %",""," 50.00 %",""," 30.38 %"
"2020-05-10","  4.27 %","","","   .00 %"," ##.## %","","   .00 %","","  2.63 %","","   .00 %","","",""," 11.11 %","","","","  1.92 %","   .00 %"," 14.29 %","","","  1.28 %","","  7.30 %","  2.52 %","","","  3.33 %","","  6.67 %","",""," 33.33 %","  2.94 %"," 29.13 %"
"2020-05-11","  5.45 %"," 55.00 %","","",""," 75.00 %","  2.59 %","","","","  3.68 %","  5.88 %","  9.09 %",""," 10.00 %","","","","  2.30 %","  5.71 %"," 75.00 %","","","  1.49 %"," 40.00 %","  3.60 %","  7.38 %","","","  8.06 %",""," 25.00 %","",""," ##.## %","  1.43 %"," 36.84 %"
"2020-05-12","  1.29 %","","","   .00 %","   .00 %","","   .00 %","   .00 %","  2.56 %","","   .71 %"," 33.33 %"," 12.50 %","","","","","  9.09 %","  2.73 %","  8.11 %","   .00 %","","  9.52 %","  2.82 %","","  1.93 %","  4.58 %","","","  1.49 %","","  5.00 %",""," 22.22 %","",""," 23.08 %"
"2020-05-13","   .00 %","  3.23 %","  2.38 %","  3.03 %",""," 14.29 %","  1.68 %","","","",""," 12.50 %","  3.70 %"," 14.29 %"," 18.18 %","","","","  4.77 %","  2.50 %"," ##.## %","   .00 %","  2.17 %","   .88 %","","  1.89 %","  1.46 %","   .00 %",""," 39.71 %","   .00 %"," 23.81 %"," 60.00 %","  9.09 %"," 27.27 %","  1.41 %"," 14.73 %"
"2020-05-14","  2.98 %","  3.12 %","","","   .00 %"," ##.## %","","","","",""," 14.81 %","","","  7.69 %","","","","  1.49 %",""," 52.38 %","   .00 %"," 10.64 %","  3.92 %"," 14.29 %","   .37 %"," 12.23 %","   .00 %","","  5.26 %",""," 15.38 %",""," 58.33 %"," 57.14 %","   .00 %"," 22.96 %"
"2020-05-15","  2.07 %","   .00 %"," 13.95 %","   .00 %"," 33.33 %","  6.25 %","   .83 %","","  2.50 %","","  6.34 %","  6.45 %"," 14.29 %","","  7.14 %","",""," 16.67 %","  1.69 %"," 14.63 %","  7.81 %","  2.13 %","  1.92 %","  3.25 %"," 12.50 %"," 17.78 %","  1.28 %"," 33.33 %",""," 13.00 %",""," 10.00 %",""," 36.84 %","",""," 12.03 %"
"2020-05-16","  2.83 %","","   .00 %","   .00 %","","  5.88 %","   .82 %"," 16.67 %","  2.44 %","","   .66 %","","","   .00 %"," ##.## %","","","","  9.47 %","","   .00 %","","  1.89 %","   .71 %","","   .31 %","  1.90 %"," 25.00 %","","   .88 %","","   .00 %","","  3.85 %"," 45.45 %","  2.08 %","  2.54 %"
"2020-05-17","   .39 %","  6.06 %","","",""," 22.22 %","   .00 %"," 10.20 %"," 11.90 %","","  1.32 %"," 39.39 %","  3.12 %",""," 42.86 %","","","","  3.96 %","   .00 %","  4.35 %","  2.08 %","  3.70 %","  4.33 %"," 11.11 %","  1.57 %","  6.83 %","",""," 12.28 %"," 25.00 %"," 30.30 %","  6.25 %"," 44.44 %"," 31.25 %","","  4.68 %"
"2020-05-18","   .39 %","","  2.04 %","  5.88 %",""," 50.00 %","  4.88 %"," 46.30 %"," 12.77 %","","  3.25 %",""," 15.15 %"," 12.50 %"," ##.## %","","","   .00 %","  2.98 %"," 25.53 %"," 34.72 %","","  3.57 %","  3.38 %","   .00 %","   .62 %","  1.16 %","","","  3.12 %",""," 23.26 %",""," 15.38 %"," 14.29 %","  1.36 %","  5.53 %"
"2020-05-19","  1.17 %","  2.86 %","","","   .00 %"," 51.52 %","   .00 %","  2.53 %"," 22.64 %","","   .63 %","  6.52 %","  2.63 %","  3.70 %"," 70.16 %","","","","  1.05 %","","   .00 %","  2.04 %","  3.45 %","  3.64 %","","  1.53 %"," 12.64 %","",""," 58.33 %"," 40.00 %","   .00 %",""," 15.56 %"," 35.42 %","  3.36 %","  3.99 %"
"2020-05-20","  2.70 %","","","  4.17 %"," 25.00 %","","","   .00 %","","","  4.38 %","  6.12 %","",""," 10.43 %","","   .00 %","   .00 %","  1.53 %",""," 11.34 %","  2.00 %"," 15.00 %","  1.62 %","","  1.81 %","  8.67 %"," 20.00 %","","  3.83 %",""," 15.09 %",""," 23.08 %","  7.69 %","  1.30 %","   .72 %"
"2020-05-21","  2.63 %"," 11.11 %","","",""," 12.00 %","   .78 %"," 12.35 %","  9.23 %","","   .60 %"," 15.38 %","",""," 18.03 %","","","","  1.26 %","  3.39 %"," 20.37 %","  1.96 %","  2.90 %","  1.24 %","","   .59 %","  7.51 %"," 16.67 %","","  4.61 %"," 42.86 %"," 11.48 %","","  7.81 %"," 11.43 %","","  3.10 %"
"2020-05-22","  2.20 %","",""," 12.00 %",""," 25.00 %","  3.08 %","  7.69 %","  1.41 %","","   .60 %","  6.67 %","  5.13 %"," 28.57 %","  9.82 %","","","   .00 %","  1.72 %","  4.92 %","  4.62 %","","  8.45 %","  1.84 %","","  5.90 %"," 11.79 %"," 14.29 %",""," 13.22 %"," 20.00 %","  1.47 %",""," 11.59 %"," 23.08 %","","  2.77 %"
"2020-05-23","  2.15 %"," 12.50 %","","  1.19 %","","  8.57 %","   .75 %"," 12.24 %","  4.17 %","","   .59 %","  6.25 %","","  5.56 %","  3.97 %","","","","  1.28 %","   .00 %","  9.56 %"," 13.46 %"," 10.39 %","  2.24 %","","  3.90 %"," 15.62 %","","","  8.95 %",""," 27.54 %","","  2.60 %","  4.17 %","  1.92 %","  3.15 %"
"2020-05-24","  7.72 %","  2.22 %","","","","  7.89 %","  4.44 %","  5.45 %","  4.00 %","","   .00 %","","  4.88 %","  7.89 %","  1.27 %","","","","  4.49 %","  6.25 %","   .00 %","","  3.53 %","  2.94 %","","  1.61 %"," 15.88 %"," 25.00 %","","  2.50 %",""," 27.27 %","","  3.80 %","  3.00 %","   .00 %","  4.58 %"
"2020-05-25","   .00 %"," 10.87 %","","","","  6.10 %","","   .86 %","   .00 %","",""," 25.00 %","  2.33 %","   .00 %","   .31 %","","","","   .72 %","   .00 %","  3.36 %","   .00 %","  3.41 %","  3.84 %","","  1.85 %"," 13.99 %","   .00 %",""," 17.42 %","","  2.68 %","  5.88 %"," 53.66 %","  8.74 %","","  2.50 %"
"2020-05-26","   .65 %","","","   .00 %","","  4.60 %","  1.42 %","  7.69 %","  8.97 %","","  2.35 %","   .00 %","  2.27 %","  4.88 %","  3.76 %",""," ##.## %","","  1.75 %","   .00 %","   .00 %"," 20.34 %","  5.49 %","   .55 %","","  2.59 %","  3.32 %","","","  6.82 %","  8.33 %","  9.57 %","  5.56 %"," 19.84 %"," 24.11 %","","  5.08 %"
"2020-05-27","   .32 %","   .00 %","",""," 60.00 %","  1.10 %","  6.99 %","  5.56 %"," 10.59 %","   .00 %","   .57 %","","  2.22 %","  4.65 %","   .30 %",""," ##.## %"," 50.00 %","  2.26 %","",""," 90.14 %","  6.25 %","  2.58 %"," 20.00 %","  4.55 %","  2.97 %"," 10.00 %","","  5.83 %","","  7.14 %","","  8.61 %","  1.44 %","  2.52 %","  1.16 %"
"2020-05-28","  1.94 %","   .00 %","","   .00 %","","   .00 %","  7.84 %","   .75 %","  7.45 %"," ##.## %","   .00 %","  5.88 %","  8.70 %","   .00 %","   .30 %","",""," 14.29 %","   .37 %","","   .65 %"," 51.11 %","  6.86 %","  4.88 %","   .00 %","  2.17 %","  2.16 %","  9.09 %","","  8.40 %","","","  5.26 %","  6.10 %","   .71 %","","   .00 %"
"2020-05-29","  4.11 %","  3.92 %","","","","   .00 %"," 27.27 %","   .75 %","  1.98 %","","   .57 %","  6.67 %","   .00 %"," 11.11 %","  1.80 %","",""," 20.83 %","  1.21 %","  5.88 %","   .00 %"," 20.59 %"," 11.01 %","  4.87 %","   .00 %","  4.02 %","  4.47 %","","","   .24 %","   .00 %","","","  7.47 %","  3.52 %","   .00 %","  1.72 %"
"2020-05-30","  2.13 %","   .00 %","",""," 87.50 %","  7.61 %"," 11.90 %","  2.96 %","   .97 %","","","  8.33 %","","  6.00 %","  5.01 %",""," 20.00 %","  3.45 %","  1.50 %","  2.78 %","  4.52 %","  1.22 %","  2.48 %","  2.36 %"," 33.33 %","  2.73 %","   .45 %","","","  9.90 %","","   .00 %","","  8.02 %","  6.80 %","","  1.69 %"
"2020-05-31","  1.79 %","","","   .00 %","","   .00 %","  7.66 %","  2.16 %","  1.92 %","","   .00 %","  1.92 %","   .00 %"," 13.21 %","  2.53 %","","","","  1.53 %","   .00 %","   .00 %","  6.02 %","  5.65 %","  3.66 %","  6.25 %","  3.10 %","  2.24 %","","","  2.20 %","  7.69 %","  4.44 %","","  2.48 %","  1.27 %","   .61 %","  2.03 %"
"2020-06-01","  2.05 %"," 11.32 %","","   .00 %"," ##.## %","   .00 %"," 17.39 %","  1.41 %","   .00 %","","","  6.60 %","  4.00 %","","   .82 %","","","","  1.81 %","","","  1.89 %","  4.58 %","  2.09 %","   .00 %","  2.36 %","   .00 %","",""," 11.18 %","   .00 %","   .71 %","","  5.80 %","  3.14 %","   .61 %","  1.81 %"
"2020-06-02","   .29 %"," 16.95 %","","","   .00 %","  3.03 %"," 23.57 %","  5.56 %","  1.89 %","","  1.70 %","  1.77 %"," 13.46 %","  3.33 %","   .00 %",""," 16.67 %","","  2.07 %","","   .00 %","  8.55 %","  4.38 %","  2.82 %","","  2.73 %","   .00 %","  8.33 %","","  2.51 %","","   .00 %","   .00 %","  2.28 %","  7.32 %","   .61 %","   .71 %"
"2020-06-03","  1.71 %"," 18.84 %","   .00 %","","  7.14 %","   .00 %"," 23.98 %","  1.32 %","   .00 %","","   .56 %","  1.74 %","  5.08 %","  4.84 %","  1.36 %","","","   .00 %","  2.66 %","   .00 %","   .00 %","  3.42 %","   .00 %","  1.25 %"," 11.76 %","   .82 %","  4.17 %"," 30.77 %","","  3.58 %","","  2.11 %"," 10.00 %","  3.12 %","  1.70 %","  1.81 %","   .35 %"
"2020-06-04","  1.69 %","","",""," 17.78 %","  2.94 %"," 10.77 %","  3.25 %","   .93 %"," ##.## %","  4.44 %"," 21.37 %","","   .00 %","   .00 %","","   .00 %","","   .57 %","","  3.70 %","","  4.20 %","  1.78 %","  5.26 %","  1.42 %","  1.26 %"," 29.41 %","","   .91 %","   .00 %","  2.07 %","  4.55 %","  5.19 %","  1.12 %","","  1.41 %"
"2020-06-05","   .00 %","","","","  7.55 %","   .00 %","  8.33 %","  1.89 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .75 %","   .00 %","","  7.95 %","  5.37 %","  3.08 %","   .00 %","   .40 %","  1.87 %"," 13.64 %","","  3.43 %","","  8.11 %","  4.35 %","  7.00 %","  5.52 %","   .00 %","   .17 %"
"2020-06-06","   .28 %","","","","  1.75 %","   .95 %"," 11.54 %","  1.85 %","   .92 %","","  1.60 %","  7.04 %","  3.23 %","  1.54 %","   .27 %","","","","  1.67 %","","","","   .64 %","  3.28 %"," 45.00 %","   .60 %","   .82 %","  4.00 %","","  2.44 %","","   .62 %"," 62.50 %","  5.00 %","  2.09 %","","  1.56 %"
"2020-06-07","   .55 %","  1.22 %","","  1.18 %","  1.72 %","   .00 %"," 10.34 %","  2.42 %",""," 25.00 %","  2.09 %","  1.32 %","  7.81 %","  4.55 %","",""," 14.29 %","   .00 %","  1.74 %","","   .60 %","   .31 %","  1.90 %","  4.60 %","","  1.19 %","  1.82 %"," 23.08 %","","   .68 %","","   .62 %","  2.56 %","  4.03 %","  2.56 %","  3.55 %","   .17 %"
"2020-06-08","   .82 %"," 80.72 %","","  3.49 %","  1.69 %","","  8.93 %","  3.55 %","  1.82 %"," 40.00 %","  1.54 %","","   .00 %","   .00 %","  1.60 %",""," 12.50 %","   .00 %","  1.53 %","   .00 %","   .59 %","   .61 %","  1.24 %","  1.95 %","   .00 %","  2.34 %","   .00 %"," 12.50 %","","  1.86 %","   .00 %","   .00 %"," 10.00 %","  2.46 %","  5.00 %","","   .00 %"
"2020-06-09","  2.45 %"," 12.67 %","","  1.12 %","  1.67 %","  4.72 %","  6.97 %","  1.14 %","  2.68 %"," 14.29 %","","  4.55 %","  5.80 %","  4.35 %","   .26 %",""," 11.11 %","   .00 %","  4.43 %","  2.70 %","  1.18 %","   .61 %","  7.36 %","  3.46 %"," 13.79 %","  1.34 %","  1.79 %"," 25.00 %","","  6.48 %","","   .00 %","  2.27 %","  2.75 %","   .48 %","   .00 %",""
"2020-06-10","   .80 %","  1.18 %","","   .00 %","","   .90 %"," 14.05 %","  1.69 %","  1.74 %"," 12.50 %","   .51 %","  8.70 %","  1.37 %","  2.78 %","   .52 %",""," 10.00 %","","  2.16 %","  1.32 %","  7.56 %","  1.21 %","  5.14 %","  2.11 %","  3.03 %","   .75 %","  1.56 %","  6.67 %","","  6.86 %","","  1.85 %","","  6.35 %","  3.79 %","","   .51 %"
"2020-06-11","  3.68 %"," 25.73 %","","","  1.64 %","  3.57 %","   .45 %","  2.22 %","  1.71 %","   .00 %","   .00 %","  2.86 %","  1.35 %"," 16.22 %","   .00 %","","  9.09 %"," 13.33 %","  1.58 %","","","   .60 %","  4.35 %","  3.12 %","  2.94 %","   .56 %","   .96 %","  6.25 %","","   .29 %","","   .00 %"," 13.33 %","  1.89 %","   .00 %","   .57 %","   .85 %"
"2020-06-12","  2.54 %"," 14.88 %","","","   .00 %","   .86 %","   .11 %","   .54 %","  1.68 %","","   .00 %","","  1.33 %"," 11.63 %","   .52 %",""," 58.33 %","","  1.18 %","  2.60 %","","   .89 %","  5.21 %","  1.42 %","  2.86 %","   .56 %","   .38 %","  9.80 %","","   .00 %","","   .61 %","  5.88 %","  7.41 %"," 21.46 %","  1.14 %","   .34 %"
"2020-06-13","  2.72 %","  1.21 %","","","   .00 %","  4.27 %","  4.34 %","   .54 %","   .00 %","","   .00 %","  3.89 %","  9.21 %"," 14.58 %","   .78 %","","  5.26 %","","  1.09 %","  2.53 %","  4.32 %","   .59 %","  5.94 %","  3.61 %","  8.33 %","   .55 %","  2.09 %","  3.57 %","","  9.02 %","","   .00 %","  1.85 %","  4.60 %","  4.89 %","  1.12 %","   .50 %"
"2020-06-14","  2.17 %","  4.80 %","","   .00 %","   .00 %","  9.02 %","  6.51 %","  1.61 %","  7.44 %","","  1.01 %","  1.07 %","  4.82 %"," 40.00 %","   .00 %","","   .00 %","  5.88 %","  1.08 %","","","   .00 %","  1.87 %","  1.39 %","  7.69 %","   .18 %","  2.60 %","  6.90 %","","  1.87 %","   .00 %","   .00 %","  5.45 %","  3.30 %","  6.81 %","","   .50 %"
"2020-06-15","  1.18 %"," 14.50 %","","","   .00 %","  7.52 %","   .20 %","  1.06 %","  1.54 %"," 11.11 %","   .00 %","  1.59 %","  1.15 %"," 21.43 %","   .00 %",""," 30.00 %"," 19.44 %","  1.62 %","","  4.66 %","","  8.26 %","   .92 %","  4.76 %","   .55 %","   .36 %","   .00 %","","  6.03 %","","   .00 %","  8.62 %","  5.05 %","  3.36 %","   .56 %","   .17 %"
