"date","Andhra Pradesh/Anantapur","Andhra Pradesh/Chittoor","Andhra Pradesh/East Godavari","Andhra Pradesh/Foreign Evacuees","Andhra Pradesh/Guntur","Andhra Pradesh/Krishna","Andhra Pradesh/Kurnool","Andhra Pradesh/Other State","Andhra Pradesh/Prakasam","Andhra Pradesh/S.P.S. Nellore","Andhra Pradesh/Srikakulam","Andhra Pradesh/Visakhapatnam","Andhra Pradesh/Vizianagaram","Andhra Pradesh/West Godavari","Andhra Pradesh/Y.S.R. Kadapa"
"2020-04-17","","","","","","","","","","1","","","","",""
"2020-04-18","","","","","","","","","","1","","","","",""
"2020-04-19","","","","","","","","","","","","1","","",""
"2020-04-20","","","","","","","","","","","","","","",""
"2020-04-21","","","","","","","","","","","","","","",""
"2020-04-22","","","","","","","","","","","","","","",""
"2020-04-23","","","","","","","","","","","","1","","",""
"2020-04-24","","","","","","","","","","1","","","","",""
"2020-04-25","","","","","","","","","","1","","","","",""
"2020-04-26","","","","","","","","","","","","","","",""
"2020-04-27","","3","","","","","","","","1","","","","1",""
"2020-04-28","","3","","","10","","12","","","2","","","","",""
"2020-04-29","3","3","","","30","3","12","","","5","","1","","1",""
"2020-04-30","6","3","2","","58","3","12","","","5","","2","","",""
"2020-05-01","8","9","5","","68","8","35","","","21","","2","","9","9"
"2020-05-02","10","11","5","","68","15","35","","19","22","","2","","16","9"
"2020-05-03","10","24","8","","86","17","46","","","22","","","","",""
"2020-05-04","","32","10","","86","17","55","","27","28","","2","","19","9"
"2020-05-05","10","35","","","99","27","83","","","34","","3","","21","11"
"2020-05-06","20","55","14","","100","88","122","","29","","","3","","23","12"
"2020-05-07","25","","","","121","94","137","","","37","","4","","","12"
"2020-05-08","28","61","","","135","97","160","","37","38","","5","","23","15"
"2020-05-09","30","61","17","","139","105","187","","","39","","5","","",""
"2020-05-10","31","61","19","","147","108","208","","37","40","","7","","","15"
"2020-05-11","31","61","","","169","113","236","","39","54","","7","","","17"
"2020-05-12","34","61","19","","","148","253","","","54","1","","","24","18"
"2020-05-13","35","61","23","","196","173","266","","37","55","4","","","28","28"
"2020-05-14","38","64","","","217","174","285","","","56","4","","","30","28"
"2020-05-15","42","64","23","","228","177","312","","","59","","7","","35","35"
"2020-05-16","79","64","26","","228","182","359","","40","59","","8","","38","37"
"2020-05-17","57","64","27","","246","224","374","23","40","72","4","15","","41","40"
"2020-05-18","59","69","31","","286","234","402","25","","72","","19","","41","41"
"2020-05-19","","69","","","","","402","","","","","","","",""
"2020-05-20","78","84","31","","299","251","416","25","40","81","5","29","4","44","48"
"2020-05-21","","","","","","","","","","81","","","","",""
"2020-05-23","","","","","","251","","26","","","","","","",""
"2020-05-25","","","","","","","","36","","","","","","",""
"2020-05-26","","","","","","","","106","","","","","","",""
"2020-05-27","90","138","36","","324","269","498","144","41","121","8","44","4","44","67"
"2020-05-28","90","145","37","","342","277","501","167","43","121","9","44","","45","71"
"2020-05-29","102","162","37","","348","286","516","189","","132","","48","","47","74"
"2020-05-30","116","167","39","","349","293","520","189","","152","9","50","","","74"
"2020-05-31","127","174","40","","354","294","528","197","43","157","","52","4","47","77"
"2020-06-01","136","178","41","","361","298","534","197","43","157","","52","4","47","80"
"2020-06-02","148","181","41","","361","305","535","197","","157","9","55","12","47","86"
"2020-06-03","150","185","52","1","361","308","546","211","44","","11","55","13","47","86"
"2020-06-04","151","194","60","4","361","308","549","244","44","164","","55","13","47","86"
"2020-06-05","151","196","73","4","361","308","556","258","44","164","","55","13","47","86"
"2020-06-06","152","197","92","4","361","308","560","274","","166","11","57","13","47","116"
"2020-06-07","159","200","97","5","361","313","567","302","","166","11","57","13","50","86"
"2020-06-08","159","200","102","6","364","324","572","318","46","166","11","65","13","50","86"
"2020-06-09","159","","","18","","324","","354","","","","","","",""
"2020-06-10","160","208","134","18","372","329","582","376","53","170","11","72","18","51","86"
"2020-06-11","161","210","151","21","386","336","589","407","53","180","18","72","18","51","86"
"2020-06-12","161","219","160","21","399","336","596","471","58","184","","83","19","51","86"
"2020-06-13","163","219","179","22","399","340","603","522","","188","18","88","19","51","87"
"2020-06-14","180","222","193","23","406","340","625","570","63","197","18","93","19","51","87"
"2020-06-15","180","224","217","23","406","351","633","592","63","199","","93","19","51","87"
"2020-06-16","188","227","222","23","419","370","646","639","65","201","","93","19","60","94"
"2020-06-17","188","240","231","44","423","370","659","691","65","204","20","98","","64","96"
"2020-06-18","191","244","233","47","438","376","664","742","65","211","22","113","28","64","105"
"2020-06-19","197","249","233","47","451","399","669","793","72","215","22","119","","68","114"
"2020-06-20","216","255","255","49","464","399","698","859","72","220","","133","31","95","114"
"2020-06-21","274","259","280","52","472","424","701","901","72","221","","155","31","100","114"
"2020-06-22","285","259","280","52","472","434","731","946","73","227","","160","31","105","129"
"2020-06-23","296","262","281","55","472","478","746","971","77","260","22","160","31","105","147"
"2020-06-24","333","271","293","79","472","485","776","988","77","273","22","168","31","105","177"
"2020-06-25","333","276","296","80","482","490","796","1078","105","284","36","168","39","105","191"
"2020-06-26","374","277","299","83","509","495","842","1092","110","284","36","205","39","106","216"
"2020-06-27","449","297","303","85","509","531","900","1111","124","305","38","209","39","131","220"
"2020-06-28","688","322","317","92","523","543","928","1131","124","305","39","213","43","159","252"
"2020-06-29","824","325","327","97","545","550","934","1148","157","326","","232","43","175","281"
"2020-06-30","901","356","329","99","565","571","947","1167","177","345","39","236","49","182","319"
"2020-07-01","991","386","338","101","565","585","1024","1300","197","345","51","293","49","182","352"
"2020-07-02","1069","398","356","121","641","600","1027","1324","217","345","52","295","55","208","376"
"2020-07-03","1097","398","376","160","684","624","1058","1346","244","352","54","298","56","258","398"
"2020-07-04","1125","450","404","185","684","640","1116","1386","282","352","54","341","63","299","398"
"2020-07-05","1233","450","432","190","716","642","1186","1404","352","360","54","360","63","339","412"
"2020-07-06","1345","561","459","235","746","643","1236","1433","392","360","54","398","63","339","427"
"2020-07-07","1429","719","459","260","765","971","1287","1471","392","381","54","402","96","385","445"
"2020-07-08","1503","890","504","268","1106","1216","1542","1487","474","389","54","465","102","406","466"
"2020-07-09","1641","985","636","297","1255","1268","1586","1607","523","411","54","529","120","449","564"
"2020-07-10","1689","1044","682","298","1305","1363","1712","1665","593","519","170","619","140","457","709"
"2020-07-11","1807","1113","742","299","1369","1411","1782","1695","629","550","214","773","140","818","822"
"2020-07-12","1879","1161","813","323","1426","1436","1853","1844","695","607","323","773","163","1002","885"
"2020-07-13","2058","1170","835","323","1466","1812","1951","1866","761","607","391","834","178","1023","960"
"2020-07-14","2141","1223","916","326","1611","1858","2074","1914","875","627","480","901","207","1029","1056"
"2020-07-15","2191","1260","940","329","1800","1931","2202","2017","953","685","485","950","248","1043","1115"
"2020-07-16","2390","1290","1070","372","1873","1998","2254","2046","1015","742","552","1063","248","1074","1177"
"2020-07-17","2486","1349","1120","381","2076","2079","2293","2105","1052","754","597","1157","288","1088","1244"
"2020-07-18","2602","1400","1239","390","2356","2118","2396","2150","1082","766","757","1266","288","1436","1288"
"2020-07-19","2718","1449","1259","","2541","2178","2572","2171","1136","780","946","1365","337","1472","1347"
"2020-07-20","3077","1567","1267","","2641","2239","2723","2174","1277","936","1029","1453","337","1472","1417"
"2020-07-21","3241","1672","1289","419","2846","2353","2988","2259","1364","966","1047","1539","388","1506","1468"
"2020-07-22","3966","3070","2785","425","2846","2426","4601","2312","1364","966","1318","1539","523","2119","1638"
"2020-07-23","4301","3429","3144","","4122","3231","5048","","1364","1892","1756","1539","626","2119","2018"
"2020-07-24","4697","3568","3371","","4240","3523","5300","","1519","1892","1837","1539","824","2204","2455"
"2020-07-25","4726","3888","3671","432","4723","3892","5643","2417","1619","1892","2186","1539","954","2783","2661"
"2020-07-26","4912","4115","4311","","4905","4031","6004","2422","1723","1892","2498","1625","1084","3155","2963"
"2020-07-27","5015","4419","4847","","5580","4167","6394","2445","1972","1892","2602","1708","1249","3481","3126"
"2020-07-28","5214","4667","5436","","6120","4261","6833","","2109","1892","2806","1834","1353","3725","3266"
"2020-07-29","5370","4885","5683","","6694","4406","7146","","2295","1892","2979","2089","1440","3992","3429"
"2020-07-30","5758","5130","6092","","7725","4520","7579","","2501","2057","3316","2313","1699","4594","3634"
"2020-07-31","6144","5424","6557","434","7949","4612","8046","2461","2626","2172","3606","2568","1887","5313","3836"
"2020-08-01","6871","5997","13305","","8337","4699","9263","","2923","2613","3950","3091","1991","6452","3998"
"2020-08-02","7997","6331","13514","","9010","4835","10020","","3165","3211","4137","3553","2204","7623","4162"
"2020-08-03","9459","6658","13715","","9946","4986","10688","","3433","3509","4504","3925","2300","8038","4387"
"2020-08-04","10930","7084","13927","","10516","5264","11537","","3674","3975","4844","5040","2457","8630","4623"
"2020-08-05","12653","7439","14412","","11345","5503","12115","","3960","4290","5104","6060","2573","10703","5073"
"2020-08-06","14249","7935","14780","","11978","5803","13283","","4301","5241","5235","6922","2757","11706","5556"
"2020-08-07","15482","8485","15686","","12448","5979","13907","","4596","5755","5524","8284","2953","12249","5992"
"2020-08-08","16148","9156","16136","","13009","6218","16283","","4861","6160","5903","9663","3342","13154","6458"
"2020-08-09","16913","9829","17435","","13682","6433","17783","","5247","6502","6361","10874","3577","14150","6802"
"2020-08-10","17583","10354","18459","","14563","6546","18291","","5518","6908","6656","11846","3816","14593","7379"
"2020-08-11","19062","10932","19813","","15311","6718","18909","","5780","7533","7105","13090","4133","15112","8127"
"2020-08-12","19611","11350","20108","","15730","6962","19559","","6103","8366","7588","14094","4501","15634","8695"
"2020-08-13","20675","12113","21014","","16281","7242","21165","","6408","9793","7977","14991","4821","15923","9397"
"2020-08-14","21503","12766","22248","","16853","7525","22525","","6662","10699","8409","16743","5120","16613","9913"
"2020-08-15","22423","13358","23741","","17525","8057","23700","","6766","11335","8809","18059","5466","17305","11449"
"2020-08-16","23308","14080","25110","","18080","8698","25427","","6994","11900","9387","18801","5826","18409","12090"
"2020-08-17","24286","14660","26037","","18909","9179","26376","","7328","12312","9830","19506","6222","18680","12651"
"2020-08-18","25204","15271","27044","","19555","9636","27573","","7900","12951","10267","20224","6551","19534","13477"
"2020-08-19","25780","16104","27925","","20236","10141","28003","","8269","13403","10713","20994","6953","20589","14138"
"2020-08-20","26540","16752","28976","","20983","10503","29137","","8617","14459","11062","21679","7362","21631","14393"
"2020-08-21","27353","17427","29976","","21552","10858","29912","","9024","15467","11561","22283","7826","22951","14731"
"2020-08-22","28062","18628","30948","","22291","11302","30729","","9352","16474","12067","23016","8216","23473","14956"
"2020-08-23","28585","19490","31679","","23222","11517","31680","","9729","17306","12486","23484","8526","24011","15248"
"2020-08-24","29224","21275","32799","","24030","11725","32406","","9966","17916","13026","24256","9000","24505","15576"
"2020-08-25","30007","22113","33934","","24753","12114","33239","","10285","18665","13608","24967","9546","25731","16161"
"2020-08-26","30658","23016","35552","","25181","12368","33630","","10621","19322","14325","25837","9970","26648","16468"
"2020-08-27","31532","23806","36464","","25591","12572","34319","","11020","20187","14848","26542","10473","27760","17010"
"2020-08-28","32480","24717","37134","","26170","12793","35096","","11301","21079","15348","27091","11042","28767","17569"
"2020-08-29","33206","25619","38413","","26711","13057","36000","","11606","22013","15862","27729","11502","29697","18148"
"2020-08-30","33915","26457","39181","","27312","13379","36930","","11962","22841","16618","28582","11954","30924","18575"
"2020-08-31","34589","27355","40231","","27770","13696","37834","","12373","23711","17185","29060","12353","32360","18885"
"2020-09-01","35450","28185","41274","","28405","14044","38519","","12676","24540","17842","30047","12795","33493","19482"
"2020-09-02","36038","28995","42279","","29018","14193","38944","","13078","25552","18245","30775","13179","34837","20073"
"2020-09-03","36712","29970","43600","","29871","14436","39540","","13329","26602","18726","31483","13564","36146","20726"
"2020-09-04","37458","30956","47063","","30553","14707","40361","","13719","27740","19235","32407","13963","37395","21482"
"2020-09-05","38181","32143","49477","","31435","15047","41315","","14084","28975","19812","33252","14348","38630","22281"
"2020-09-06","38899","33096","52055","","32090","15413","42163","","14622","30241","20656","33946","14855","39708","23151"
"2020-09-07","39513","34030","53877","","32701","15699","43050","","15116","31478","21382","34569","15323","40557","23655"
"2020-09-08","40227","35040","55678","","33439","15991","44014","","16020","32662","21867","35105","15837","42118","24643"
"2020-09-09","41330","36026","57485","","33965","16276","44499","","17137","33773","22650","35574","16332","42166","25270"
"2020-09-10","42177","37205","59280","","34869","16549","45307","","18134","34778","23436","36054","16697","42199","25838"
"2020-09-11","43113","38347","60796","","35723","17035","45999","","19267","35951","24203","36583","17332","42246","26997"
"2020-09-12","43842","39378","62638","","36486","17438","46512","","20413","36887","24972","37026","17702","42277","28313"
"2020-09-13","44597","40383","64244","","37096","17824","47129","","21666","37884","25657","37526","18056","42317","29636"
"2020-09-14","45353","41285","65728","","38271","18166","47567","","22737","39016","26254","38032","18363","42350","30657"
"2020-09-15","46152","42218","67168","","38968","18598","47946","","23798","40007","26852","38547","18708","42949","31496"
"2020-09-16","46804","43097","68549","","39669","18892","48262","","25008","40961","27665","39009","19425","44450","32461"
"2020-09-17","47378","43994","69927","","40206","19358","48770","","26604","41787","28222","39506","20629","45514","33069"
"2020-09-18","48090","44916","71215","","40905","19695","49249","","28032","42741","28722","41312","21681","46493","33716"
"2020-09-19","48787","45906","72462","","41537","20219","49827","","29259","43541","29379","41696","22700","47695","34579"
"2020-09-20","49342","46589","73819","","42233","20575","50371","","30413","44320","30040","42114","23604","49480","35295"
"2020-09-21","49881","47702","75134","","43033","20887","50873","","31158","44923","30710","42380","24730","51378","35908"
"2020-09-22","50619","48728","76568","","43601","21282","51362","","31904","45543","31334","42768","25695","53315","36533"
"2020-09-23","51202","49381","77720","","44244","21648","51702","","32773","46190","32066","43215","26573","53580","37249"
"2020-09-24","51824","50326","79234","","44776","22009","52014","","33538","46571","32597","43690","27583","54630","37558"
"2020-09-25","52328","51249","80527","","45326","22471","52438","","34411","47074","33124","44062","28383","55617","38035"
"2020-09-26","52977","52040","81809","","46060","22826","52832","","35100","47551","33617","44473","29101","57189","38595"
"2020-09-27","53481","52844","83096","","46437","23224","53168","","35881","48196","34184","44783","29749","57704","39219"
"2020-09-28","53889","53639","84346","","46885","23560","53486","","36638","48640","34680","45063","30393","58464","39493"
"2020-09-29","54432","54604","85689","","47935","23945","53760","","38064","49215","35163","45433","31149","59823","39800"
"2020-09-30","54936","55304","86872","","48393","24265","53949","","39534","49573","35639","45822","31845","59888","40067"
"2020-10-01","55392","56114","88240","","49114","24665","54221","","41136","49875","35921","46146","32377","59900","40283"
"2020-10-02","55920","56861","89268","","49666","25063","54367","","42526","50321","36287","46541","32833","60668","40548"
"2020-10-03","56406","57583","90167","","50356","25408","54556","","43610","50727","36604","46944","33179","62281","40846"
"2020-10-04","56855","58363","91067","","50919","25788","54756","","44749","51117","37063","47347","33468","62957","41302"
"2020-10-05","57283","58894","91989","","51470","26160","54961","","45773","51616","37507","47646","33803","63732","42475"
"2020-10-06","57477","59325","92859","","51825","26634","55186","","46647","52171","37813","47948","34115","64857","42498"
"2020-10-07","57639","60052","93630","","52348","27068","55299","","47271","52689","38316","48290","34354","65867","42881"
"2020-10-08","57931","60989","94714","","52954","27450","55443","","47873","53142","38602","48583","34569","66433","43123"
"2020-10-09","58189","61863","95710","","53343","27727","55658","","48501","53601","38978","48792","34743","67334","43477"
"2020-10-10","58387","62992","96694","","54000","28173","55920","","49092","54010","39339","49114","34929","68089","43836"
"2020-10-11","58636","63776","97618","","54320","28551","56132","","49788","54490","39639","49331","35180","68483","44140"
"2020-10-12","58847","64047","98596","","54873","28904","56347","","50354","54902","39861","49636","35377","69341","44503"
"2020-10-13","59045","64757","99352","","55444","29221","56567","","50785","55161","40035","50104","35630","70363","44839"
"2020-10-14","59193","65176","100165","","55834","29714","56601","","51155","55453","40225","50432","35963","71258","45184"
"2020-10-15","59394","66226","101104","","56333","30102","56724","","51652","55730","40417","50667","36190","71939","45497"
"2020-10-16","59596","66910","101828","","56579","30595","56916","","52073","55951","40558","50837","36410","72858","45874"
"2020-10-17","59802","67659","102568","","57274","31081","57091","","52490","56181","40729","50999","36573","73823","46244"
"2020-10-18","60056","68296","103168","","57896","31427","57301","","52863","56443","40933","51208","36759","74145","46610"
"2020-10-19","60260","68817","103824","","58194","31698","57419","","53173","56735","41072","51353","36927","74981","46955"
"2020-10-20","60518","69609","104421","","58638","31907","57633","","53581","57095","41254","51467","37101","75938","47390"
"2020-10-21","60750","70300","105041","","59089","32097","57680","","53923","57351","41465","51614","37251","76854","47876"
"2020-10-22","60973","70830","105644","","59518","32322","57768","","54263","57588","41598","51789","37495","77131","48095"
"2020-10-23","61177","71451","106349","","60038","32527","57897","","54634","57790","41699","51972","37756","77572","48433"
"2020-10-24","61483","71998","106945","","60347","32698","58054","","55021","57978","41853","52182","37977","77582","48749"
"2020-10-25","61711","72486","107457","","60603","33081","58163","","55384","58138","41972","52385","38158","77897","49017"
"2020-10-26","61896","73049","107989","","61094","33228","58254","","55914","58343","42079","52539","38319","78503","49217"
"2020-10-27","62099","73604","108589","","61504","33738","58309","","56333","58389","42204","52718","38451","79355","49483"
"2020-10-28","62236","73970","109058","","61907","34422","58375","","56617","58439","42372","52859","38494","79931","49705"
"2020-10-29","62482","74288","109573","","62344","34645","58418","","56881","58533","42515","53051","38564","80465","49869"
"2020-10-30","62665","74750","109999","","62753","35059","58483","","57278","58647","42609","53189","38624","81128","50067"
"2020-10-31","62882","75055","110645","","63088","35564","58549","","57467","58768","42776","53363","38718","81830","50254"
"2020-11-01","63010","75513","111100","","63536","36104","58618","","57631","58949","42901","53526","38820","82292","50468"
"2020-11-02","63108","75957","111557","","63783","36264","58708","","57793","59062","43099","53681","38926","82881","50682"
"2020-11-03","63140","76383","112029","","64162","36534","58775","","57958","59078","43210","53865","38982","84189","50896"
"2020-11-04","63288","76627","112189","","64560","36858","58808","","58455","59093","43296","54056","39053","84562","51057"
"2020-11-05","63480","76956","112527","","64950","37000","58829","","58763","59205","43348","54211","39118","84645","51162"
"2020-11-06","63701","77265","112927","","65262","37168","58860","","58940","59222","43421","54287","39162","85127","51304"
"2020-11-07","63848","77698","113321","","65773","37482","58885","","58992","59235","43445","54434","39235","85549","51496"
"2020-11-08","64016","77962","113543","","66133","37816","58921","","59002","59248","43484","54588","39328","85924","51684"
"2020-11-09","64142","78357","113668","","66312","37990","58955","","59049","59259","43511","54698","39395","86024","51838"
"2020-11-10","64265","78689","113828","","66708","38382","58995","","59174","59279","43578","54809","39470","86167","52005"
"2020-11-11","64389","78972","114033","","66982","38590","59017","","59270","59307","43673","54922","39519","86312","52124"
"2020-11-12","64439","79214","114209","","67268","38859","59052","","59367","59326","43741","55001","39574","86582","52255"
"2020-11-13","64657","79486","114223","","67540","39229","59087","","59485","59340","43829","55109","39604","87041","52435"
"2020-11-14","64817","79733","114427","","67656","39618","59125","","59555","59361","43946","55231","39657","87557","52537"
"2020-11-15","64877","79960","114594","","68109","39948","59147","","59626","59376","44037","55313","39730","87994","52649"
"2020-11-16","64986","80059","114627","","68316","40133","59184","","59713","59386","44107","55373","39783","88418","52782"
"2020-11-17","65070","80240","114973","","68716","40562","59208","","59779","59430","44209","55494","39831","88750","52898"
"2020-11-18","65128","80478","115157","","68888","40820","59244","","59839","59447","44326","55596","39881","89058","52994"
"2020-11-19","65225","80762","115548","","69152","41085","59277","","59892","59479","44372","55661","39922","89231","53071"
"2020-11-20","65322","81157","115802","","69381","41366","59301","","59954","59517","44405","55731","39957","89467","53146"
"2020-11-21","65427","81325","116207","","69531","41663","59336","","60018","59577","44464","55823","40002","89669","53229"
