"date","Kerala/Alappuzha","Kerala/Ernakulam","Kerala/Idukki","Kerala/KAsaragod","Kerala/Kannur","Kerala/Kasaragod","Kerala/Kollam","Kerala/Kottayam","Kerala/Kozhikode","Kerala/Malappuram","Kerala/Other State","Kerala/Palakkad","Kerala/Pathanamthitta","Kerala/Thiruvananthapuram","Kerala/Thrissur","Kerala/Wayanad","Kerala/Will add when bulletin is released","Kerala/idukki"
"2020-04-05","","","","","   .00 %","   .00 %","","","   .00 %","","","","   .00 %","","","","",""
"2020-04-06","","","","","","   .00 %","   .00 %","","","   .00 %","","","   .00 %","","","","",""
"2020-04-07","","","","","   .00 %","   .00 %","   .00 %","","","   .00 %","","","","","","","",""
"2020-04-08","","","","","   .00 %","   .00 %","","","","","","","   .00 %","","   .00 %","","",""
"2020-04-09","","","","","   .00 %","   .00 %","   .00 %","","","   .00 %","","","","   .00 %","","","",""
"2020-04-10","","","","","   .00 %","   .00 %","","","","   .00 %","","","","","","","",""
"2020-04-11","","","","","   .00 %","   .00 %","","","   .00 %","","","","","","","","",""
"2020-04-12","","","","","   .00 %","","","","","","","","   .00 %","","","","",""
"2020-04-13","","","","","   .00 %","","","","","","","   .00 %","","","","","",""
"2020-04-14","","","","","   .00 %","   .00 %","","","   .00 %","","","","","","","","",""
"2020-04-15","","","","","   .00 %","","","","","","","","","","","","",""
"2020-04-16","","","","","   .00 %","   .00 %","","","   .00 %","","","","","","","","",""
"2020-04-17","","","","","","","","","   .00 %","","","","","","","","",""
"2020-04-18","","","","","   .00 %","","","","   .00 %","","","","","","","","",""
"2020-04-19","","","","","   .00 %","   .00 %","","","","","","","","","","","",""
"2020-04-20","","","","","   .00 %","","","","","","","","","","","","",""
"2020-04-21","","","","","   .00 %","   .00 %","   .00 %","","","   .00 %","","   .00 %","","","","","",""
"2020-04-22","","","","","   .00 %","","","","   .00 %","   .00 %","","","","","","","",""
"2020-04-23","","","   .00 %","","","","   .00 %","","   .00 %","","","","","   .00 %","","","",""
"2020-04-24","","","","","","   .00 %","","","","","","","","","","","",""
"2020-04-25","","","","","   .00 %","","   .00 %","   .00 %","","","","","","","","","",""
"2020-04-26","","","   .00 %","","","","","   .00 %","","","","","","","","","",""
"2020-04-27","","   .00 %","   .00 %","","   .00 %","","","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","","","",""
"2020-04-28","","","","","   .00 %","   .00 %","","","","","","","","","","","",""
"2020-04-29","","","","","   .00 %","   .00 %","   .00 %","","   .00 %","","","","   .00 %","   .00 %","","","",""
"2020-04-30","","","","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","","","","",""
"2020-05-01","","   .00 %","","","   .00 %","   .00 %","","","","","","","","","","","",""
"2020-05-02","","","   .00 %","","   .00 %","","","","","","","","","","","","",""
"2020-05-03","","","   .00 %","","","   .00 %","","   .00 %","","","","","","","","","",""
"2020-05-04","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","","","",""
"2020-05-05","","","","","","","","","","","","","","","","","",""
"2020-05-06","","","   .00 %","","","","","   .00 %","","","","","   .00 %","","","","",""
"2020-05-07","","","","","   .00 %","   .00 %","","","","","","","","","","","",""
"2020-05-08","","   .00 %","","","   .00 %","","","","","","","","","","","","",""
"2020-05-09","","   .00 %","   .00 %","","","","","","   .00 %","   .00 %","","","","","","","",""
"2020-05-10","","   .00 %","","","   .00 %","   .00 %","","","","   .00 %","","   .00 %","","","   .00 %","   .00 %","",""
"2020-05-11","","","","","","   .00 %","","","","   .00 %","","   .00 %","","","","   .00 %","",""
"2020-05-12","","","","","","","","   .00 %","","   .00 %","","","   .00 %","","","","",""
"2020-05-13","","","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","","","   .00 %","",""
"2020-05-14","","","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","","","   .00 %","",""
"2020-05-15","   .00 %","","","","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","","","","   .00 %","",""
"2020-05-16","","","","","   .00 %","","","","   .00 %","   .00 %","","   .00 %","","","   .00 %","   .00 %","",""
"2020-05-17","","   .00 %","","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","","","   .00 %","","",""
"2020-05-18","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","",""
"2020-05-19","   .00 %","","","","   .00 %","","","","","   .00 %","","   .00 %","   .00 %","","   .00 %","","",""
"2020-05-20","   .00 %","   .00 %","","","   .00 %","   .00 %","","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","",""
"2020-05-21","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","",""
"2020-05-22","","","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","",""
"2020-05-23","   .00 %","","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","","","   .00 %","",""
"2020-05-24","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","",""
"2020-05-25","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","",""
"2020-05-26","   .00 %","   .00 %","",""," 20.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","","   .00 %","","",""
"2020-05-27","   .00 %","   .00 %","",""," 20.00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","","","   .00 %","",""
"2020-05-28","   .00 %","","   .00 %",""," 20.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %"," 20.00 %","   .00 %","","",""
"2020-05-29","   .00 %","   .00 %","   .00 %",""," 20.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","",""
"2020-05-30","   .00 %","   .00 %","   .00 %",""," 20.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %",""," 20.00 %","   .00 %","","",""
"2020-05-31","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","",""
"2020-06-01","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","",""
"2020-06-02","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %"," 10.00 %","   .00 %","   .00 %","",""
"2020-06-03","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %"," 10.00 %","   .00 %","","",""
"2020-06-04","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %"," 10.00 %","   .00 %","   .00 %","",""
"2020-06-05","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %"," 10.00 %","   .00 %","   .00 %","",""
"2020-06-06","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","","   .00 %","   .00 %"," 10.00 %","   .00 %","","",""
"2020-06-07","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","",""
"2020-06-08","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","",""
"2020-06-09","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","",""
"2020-06-10","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","","   .00 %","   .00 %","   .00 %"," 30.00 %","   .00 %","",""
"2020-06-11","   .00 %","   .00 %","",""," 10.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %"," 30.00 %","","",""
"2020-06-12","   .00 %","   .00 %","   .00 %",""," 16.67 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %"," 30.00 %","","",""
"2020-06-13","   .00 %","   .00 %","   .00 %",""," 16.67 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %"," 10.00 %","   .00 %","",""
"2020-06-14","   .00 %","   .00 %","   .00 %",""," 16.67 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %"," 10.00 %","   .00 %","",""
"2020-06-15","   .00 %","   .00 %","   .00 %",""," 16.67 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","  6.67 %","   .00 %","   .00 %","",""
"2020-06-16","   .00 %","   .00 %","","","  6.67 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","  6.67 %","   .00 %","   .00 %","",""
"2020-06-17","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","  6.67 %","   .00 %","   .00 %","",""
"2020-06-18","   .00 %","   .00 %","   .00 %","","  5.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","  6.67 %","   .00 %","   .00 %","",""
"2020-06-19","   .00 %","   .00 %","   .00 %","","  5.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","  6.67 %","   .00 %","   .00 %","",""
"2020-06-20","   .00 %","   .00 %","   .00 %","","  5.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","",""
"2020-06-21","   .00 %","   .00 %","   .00 %","","  5.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","",""
"2020-06-22","   .00 %","   .00 %","   .00 %","","  5.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","",""
"2020-06-23","   .00 %","   .00 %","   .00 %","","   .00 %",""," 20.00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","",""
"2020-06-24","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","",""
"2020-06-25","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","",""
"2020-06-26","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","",""
"2020-06-27","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","",""
"2020-06-28","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","",""
"2020-06-29","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 10.00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","",""
"2020-06-30","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 10.00 %","","   .00 %","   .00 %","  5.00 %","   .00 %","   .00 %","",""
"2020-07-01","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %"," 10.00 %","","   .00 %","   .00 %","  5.00 %","   .00 %","   .00 %","",""
"2020-07-02","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %"," 10.00 %","","   .00 %","   .00 %","  5.00 %","   .00 %","   .00 %","",""
"2020-07-03","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %"," 10.00 %","","   .00 %","   .00 %","  5.00 %","   .00 %","   .00 %","",""
"2020-07-04","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","","   .00 %","   .00 %","  5.00 %","   .00 %","   .00 %","",""
"2020-07-05","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","",""
"2020-07-06","   .00 %"," 20.00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.67 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","",""
"2020-07-07","   .00 %"," 20.00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.67 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","",""
"2020-07-08","   .00 %"," 20.00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.67 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","",""
"2020-07-09","   .00 %"," 20.00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.67 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","",""
"2020-07-10","   .00 %"," 20.00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.67 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","",""
"2020-07-11","   .00 %"," 10.00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","  4.00 %","   .00 %","   .00 %","",""
"2020-07-12"," 20.00 %"," 10.00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","  4.00 %","  6.67 %","   .00 %","",""
"2020-07-13"," 20.00 %"," 10.00 %","","","  4.00 %","   .00 %"," 10.00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","  4.00 %","  6.67 %","   .00 %","",""
"2020-07-14"," 30.00 %"," 10.00 %","","","  4.00 %","   .00 %"," 10.00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","  4.00 %","  6.67 %","   .00 %","",""
"2020-07-15"," 30.00 %"," 10.00 %","   .00 %","","  4.00 %","   .00 %"," 10.00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","  4.00 %","  6.67 %","   .00 %","",""
"2020-07-16"," 30.00 %","   .00 %","   .00 %","","  7.33 %","   .00 %"," 10.00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %"," 11.67 %","   .00 %","",""
"2020-07-17"," 10.00 %","   .00 %","   .00 %","","  7.33 %","   .00 %"," 10.00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","  9.00 %","   .00 %","",""
"2020-07-18"," 10.00 %","   .00 %","   .00 %","","  3.33 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","  6.67 %","  9.00 %","   .00 %","",""
"2020-07-19","   .00 %","  6.67 %","   .00 %","","  3.33 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","  6.67 %","  9.00 %","   .00 %","",""
"2020-07-20","   .00 %","  6.67 %","   .00 %","","  3.33 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","  6.67 %"," 12.33 %","   .00 %","",""
"2020-07-21","   .00 %","  6.67 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","  9.17 %","  7.33 %","   .00 %","",""
"2020-07-22","   .00 %","  6.67 %"," 20.00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","  9.17 %","  3.33 %","   .00 %","",""
"2020-07-23","   .00 %"," 11.67 %"," 20.00 %","","  2.86 %","   .00 %","  6.67 %","   .00 %"," 10.00 %","   .00 %","","   .00 %","   .00 %","  4.72 %","  3.33 %","   .00 %","",""
"2020-07-24","  6.67 %","  5.00 %"," 20.00 %","","  2.86 %"," 40.00 %","  6.67 %","   .00 %"," 10.00 %","   .00 %","","   .00 %","   .00 %","  6.72 %","  3.33 %","   .00 %","",""
"2020-07-25","  6.67 %","  9.00 %"," 20.00 %","","  2.86 %"," 46.67 %","  6.67 %","   .00 %"," 23.33 %","   .00 %",""," 20.00 %","   .00 %","  6.72 %","   .00 %","   .00 %","",""
"2020-07-26","  6.67 %","  9.00 %"," 20.00 %","","  2.86 %"," 46.67 %","  6.67 %","   .00 %"," 23.33 %","  5.00 %",""," 20.00 %","   .00 %","  4.22 %","  2.86 %","   .00 %","",""
"2020-07-27","  6.67 %","  9.00 %","   .00 %","","  2.86 %"," 46.67 %","  6.67 %","   .00 %"," 27.33 %","  5.00 %",""," 20.00 %","   .00 %","  4.22 %","  2.86 %","   .00 %","",""
"2020-07-28"," 11.67 %","  7.33 %","   .00 %","","   .00 %"," 51.67 %","   .00 %","   .00 %"," 17.33 %","  5.00 %",""," 20.00 %","   .00 %","  3.82 %","  2.86 %","   .00 %","",""
"2020-07-29","  5.00 %","  7.33 %","   .00 %","","   .00 %"," 11.67 %","   .00 %","   .00 %"," 17.33 %","  9.00 %",""," 20.00 %","   .00 %","  1.82 %","  2.86 %","   .00 %","",""
"2020-07-30","  5.00 %","  6.19 %","   .00 %","","   .00 %","  5.00 %","   .00 %","   .00 %","  7.33 %","  9.00 %","","   .00 %","   .00 %","  1.82 %","  2.86 %","   .00 %","",""
"2020-07-31","  5.00 %"," 11.19 %","   .00 %","","   .00 %","  5.00 %","  5.00 %","   .00 %","  7.33 %","  4.00 %","","   .00 %","   .00 %","  1.82 %","   .00 %","   .00 %","",""
"2020-08-01","  5.00 %"," 15.19 %","   .00 %","","   .00 %","  9.00 %","  9.00 %","   .00 %","  6.19 %","  7.33 %","","   .00 %","   .00 %","  3.48 %","  2.50 %","   .00 %","",""
"2020-08-02","   .00 %"," 11.86 %","   .00 %","","   .00 %","  4.00 %","  9.00 %","   .00 %","  6.19 %","  7.33 %","","   .00 %","   .00 %","  3.21 %","  2.50 %","   .00 %","",""
"2020-08-03","  4.00 %"," 11.86 %","   .00 %","","   .00 %","  4.00 %","  9.00 %","   .00 %","  6.19 %","  3.33 %","","   .00 %","   .00 %","  4.63 %","  2.50 %","   .00 %","",""
"2020-08-04","  4.00 %"," 10.67 %","   .00 %","","   .00 %","  4.00 %","  9.00 %","   .00 %","  5.36 %","  3.33 %","","   .00 %","   .00 %","  5.97 %","  2.50 %","   .00 %","",""
"2020-08-05","  4.00 %","  7.21 %","   .00 %","","  2.50 %","  7.33 %","  7.33 %","   .00 %"," 12.02 %","  3.33 %","","   .00 %","   .00 %","  5.97 %","  2.50 %","   .00 %","",""
"2020-08-06","  4.00 %","  3.21 %","   .00 %","","  2.50 %","  9.05 %","  3.33 %","   .00 %","  9.17 %","   .00 %","","   .00 %","   .00 %","  5.55 %","   .00 %","   .00 %","",""
"2020-08-07","  4.00 %","  4.63 %","   .00 %","","  4.72 %"," 11.27 %","  3.33 %","   .00 %","  9.17 %","  2.86 %","","   .00 %","   .00 %","  5.19 %","   .00 %","   .00 %","",""
"2020-08-08","  3.33 %","  4.63 %","   .00 %","","  4.72 %"," 13.27 %","  6.19 %","   .00 %"," 10.83 %","  2.86 %","","   .00 %","   .00 %","  3.76 %","   .00 %","   .00 %","",""
"2020-08-09","  3.33 %","  4.30 %","   .00 %","","  4.72 %"," 15.09 %","  6.19 %","   .00 %","  8.33 %","  2.86 %","","   .00 %","   .00 %","  2.43 %","   .00 %","   .00 %","",""
"2020-08-10","  3.33 %","  4.01 %","   .00 %","","  2.22 %"," 13.42 %","  5.36 %","   .00 %","  3.21 %","  5.36 %","","   .00 %","   .00 %","  3.54 %","   .00 %"," 20.00 %","",""
"2020-08-11","  3.33 %","  5.19 %","   .00 %","","  4.22 %","  7.71 %","  5.36 %","   .00 %","  3.21 %","  5.36 %","","   .00 %","   .00 %","  5.45 %","   .00 %"," 20.00 %","",""
"2020-08-12","  3.33 %","  4.87 %"," 10.00 %","","  2.00 %","  8.56 %","  5.36 %"," 20.00 %","  3.21 %","  2.50 %","","   .00 %","   .00 %","  5.18 %","   .00 %"," 20.00 %","",""
"2020-08-13","   .00 %","  4.87 %"," 10.00 %","","  2.00 %","  6.56 %","  2.50 %"," 20.00 %","  2.97 %","  4.72 %","","   .00 %","   .00 %","  6.05 %","   .00 %"," 20.00 %","",""
"2020-08-14","   .00 %","  5.64 %"," 10.00 %","","  2.00 %","  4.74 %","  2.50 %"," 20.00 %","  2.97 %","  6.72 %","","   .00 %","   .00 %"," 11.05 %","  2.22 %"," 20.00 %","",""
"2020-08-15","   .00 %","  6.30 %"," 10.00 %","","  2.00 %","  4.41 %","  2.22 %"," 20.00 %","  1.43 %","  4.22 %","","   .00 %","   .00 %"," 11.94 %","  2.22 %","   .00 %","",""
"2020-08-16","   .00 %","  6.86 %"," 10.00 %","","  9.09 %","  4.41 %","  4.22 %"," 20.00 %","  1.43 %","  4.22 %","","   .00 %"," 20.00 %","  9.38 %","  2.22 %","   .00 %","",""
"2020-08-17","  5.71 %","  5.75 %","   .00 %",""," 10.34 %","  7.58 %","  4.22 %","   .00 %","  2.76 %","  6.04 %","","   .00 %"," 20.00 %"," 10.24 %","  2.22 %","   .00 %","",""
"2020-08-18","  5.71 %","  5.75 %","   .00 %",""," 10.34 %","  7.58 %","  4.22 %","   .00 %","  3.83 %","  3.82 %",""," 10.00 %"," 20.00 %"," 10.45 %","  2.22 %"," 10.00 %","",""
"2020-08-19","  5.71 %","  6.04 %","   .00 %",""," 10.34 %","  7.58 %","  6.04 %","   .00 %","  3.83 %","  1.82 %",""," 10.00 %"," 30.00 %","  6.48 %","   .00 %"," 10.00 %","",""
"2020-08-20","  5.71 %","  4.14 %","   .00 %",""," 10.34 %","  6.25 %","  3.82 %","   .00 %","  4.94 %","  1.82 %",""," 10.00 %"," 30.00 %","  8.38 %","   .00 %"," 10.00 %","",""
"2020-08-21","  7.94 %","  3.11 %","   .00 %","","  2.43 %","  6.25 %","  1.82 %","   .00 %"," 10.21 %","  8.48 %",""," 10.00 %"," 10.00 %","  7.77 %","   .00 %"," 10.00 %","",""
"2020-08-22","  2.22 %","  4.49 %","   .00 %","","  2.29 %","   .00 %","  1.82 %","   .00 %","  8.87 %","  7.92 %",""," 10.00 %"," 10.00 %","  9.68 %","  4.00 %"," 10.00 %","",""
"2020-08-23","  4.22 %","  4.49 %","   .00 %","","  2.29 %","   .00 %","  3.48 %","   .00 %","  7.21 %","  7.92 %","","   .00 %"," 10.00 %","  9.29 %","  4.00 %","   .00 %","",""
"2020-08-24","  4.22 %","  2.74 %","   .00 %","","  2.29 %","  2.86 %","  4.74 %"," 10.00 %","  7.21 %","  9.09 %","","   .00 %","   .00 %","  9.27 %","  4.00 %","   .00 %","",""
"2020-08-25","  7.86 %","  2.74 %","   .00 %","","  2.29 %","  2.86 %","  7.41 %"," 10.00 %","  6.90 %"," 11.32 %","","   .00 %","   .00 %","  6.00 %","  4.00 %","  6.67 %","",""
"2020-08-26","  5.64 %","  2.02 %","   .00 %","","  2.16 %","  2.86 %","  7.41 %"," 10.00 %","  1.63 %","  4.65 %","","   .00 %","   .00 %","  9.69 %","  4.00 %","  6.67 %","",""
"2020-08-27","  7.17 %","   .65 %","   .00 %","","  4.05 %","  2.86 %","  7.41 %"," 10.00 %","  2.40 %","  3.40 %","","   .00 %","   .00 %","  7.06 %","  1.67 %","  6.67 %","",""
"2020-08-28","  5.17 %","   .65 %","   .00 %","","  4.92 %","  2.86 %","  5.74 %"," 10.00 %","  1.57 %","  5.40 %","","   .00 %","   .00 %","  7.35 %","  1.67 %","  6.67 %","",""
"2020-08-29","  5.17 %","   .00 %","   .00 %","","  5.76 %","   .83 %","  3.84 %","   .00 %","  2.31 %","  5.13 %","","   .00 %","   .00 %","  6.35 %","  1.67 %"," 11.67 %","",""
"2020-08-30","  1.54 %","   .00 %","   .00 %","","  7.36 %","  1.63 %","  1.18 %","   .00 %","  2.22 %","  2.91 %","","   .00 %","   .00 %","  6.19 %","  3.21 %","  5.00 %","",""
