"date","Jharkhand/Bokaro","Jharkhand/Chatra","Jharkhand/Deoghar","Jharkhand/Dhanbad","Jharkhand/Dumka","Jharkhand/East Singhbhum","Jharkhand/Garhwa","Jharkhand/Giridih","Jharkhand/Godda","Jharkhand/Gumla","Jharkhand/Hazaribagh","Jharkhand/Jamtara","Jharkhand/Khunti","Jharkhand/Koderma","Jharkhand/Latehar","Jharkhand/Lohardaga","Jharkhand/Pakur","Jharkhand/Palamu","Jharkhand/Ramgarh","Jharkhand/Ranchi","Jharkhand/Sahibganj","Jharkhand/Saraikela-Kharsawan","Jharkhand/Simdega","Jharkhand/West Singhbhum"
"2020-06-04","","","","","","   .00 %","   .00 %","","","   .00 %","   .00 %","","","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %"
"2020-06-05","   .00 %","","","   .00 %","","   .00 %","   .00 %","","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %"
"2020-06-06","   .00 %","","","   .00 %","","   .00 %","   .00 %","","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %"
"2020-06-07","   .00 %","","","   .00 %","","   .00 %","   .00 %","","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","","","   .00 %","   .00 %","   .00 %"
"2020-06-08","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %"
"2020-06-09","   .00 %","   .00 %","","","","   .00 %","   .00 %","","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %"
"2020-06-10","","   .00 %","","","","   .00 %","","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %"
"2020-06-11","","","","","","   .00 %","   .00 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","","","   .00 %","   .00 %",""
"2020-06-12","","   .00 %","   .00 %","","","   .00 %","","","","   .00 %","","","","","   .00 %","","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %"
"2020-06-13","","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","","","   .00 %","","","   .00 %","   .00 %","","","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %"
"2020-06-14","","   .00 %","","   .00 %","","   .00 %","","   .00 %","","   .00 %","   .00 %","","","","","   .00 %","","","","   .00 %","","   .00 %","   .00 %","   .00 %"
"2020-06-15","","   .00 %","","","","   .00 %","","   .00 %","","   .00 %","   .00 %","","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %"
"2020-06-16","","","","   .00 %","","   .00 %","   .00 %","","","","","","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %"
"2020-06-17","","   .00 %","","   .00 %","","   .00 %","","","","","   .00 %","","","   .00 %","","   .00 %","","","   .00 %","   .00 %","","   .00 %","   .00 %",""
"2020-06-18","","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","","","   .00 %","   .00 %","","","   .00 %","","","   .00 %","   .00 %",""
"2020-06-19","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","","","-20.00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","","   .00 %","   .00 %","   .00 %"
"2020-06-20","","   .00 %","","","","   .00 %","   .00 %","   .00 %","","","-20.00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","","   .00 %","","","","   .00 %","   .00 %"
"2020-06-21","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","-20.00 %","","   .00 %","   .00 %","","   .00 %","","","   .00 %","","","","","   .00 %"
"2020-06-22","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","-20.00 %","","   .00 %","   .00 %","","   .00 %","","   .00 %","","","","   .00 %","   .00 %",""
"2020-06-23","","   .00 %","","   .00 %","","   .00 %","","   .00 %","","   .00 %","","","","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-06-24","","","   .00 %","   .00 %","   .00 %","   .00 %","","","","   .00 %","-20.00 %","","   .00 %","","   .00 %","   .00 %","","   .00 %","","   .00 %","","","   .00 %",""
"2020-06-25","   .00 %","","   .00 %","","","   .00 %","   .00 %","   .00 %","","   .00 %","","","   .00 %","   .00 %","","","","   .00 %","","   .00 %","","   .00 %","   .00 %",""
"2020-06-26","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","","","","","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","",""
"2020-06-27","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","","   .00 %","","","","   .00 %","","","","","   .00 %","   .00 %","   .00 %","   .00 %","",""
"2020-06-28","   .00 %","   .00 %","","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","","   .00 %","","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-06-29","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-06-30","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","","","","","","   .00 %","   .00 %","","","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %",""
"2020-07-01","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","",""
"2020-07-02","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","","","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","","","   .00 %"
"2020-07-03","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","","","","   .00 %","","","","","","   .00 %","","   .00 %","",""
"2020-07-04","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","","","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","","   .00 %"
"2020-07-05","   .00 %","","   .00 %","   .00 %","","   .00 %","","","","","","","","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","",""
"2020-07-06","","   .00 %","   .00 %","   .00 %","","","","   .00 %","","   .00 %","","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","","   .00 %"
"2020-07-07","   .00 %","   .00 %","   .00 %"," 20.00 %","","","   .00 %","   .00 %","","   .00 %","","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %"
"2020-07-08","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","","","   .00 %","   .00 %","","","   .00 %","","","   .00 %","","   .00 %","   .00 %","","   .00 %","","   .00 %"
"2020-07-09","   .00 %","   .00 %","   .00 %","","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %",""
"2020-07-10","   .00 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","","   .00 %"
"2020-07-11","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %"
"2020-07-12","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","","   .00 %","","   .00 %","","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","","",""
"2020-07-13","   .00 %","   .00 %",""," 20.00 %","","","   .00 %","","","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-07-14","   .00 %","   .00 %",""," 10.00 %","   .00 %","","   .00 %","","","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-07-15","","   .00 %","","","   .00 %","","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-07-16","","   .00 %","","","   .00 %","","   .00 %","","","   .00 %","","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %"
"2020-07-17","   .00 %","   .00 %","","","   .00 %","","   .00 %","","","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %",""
"2020-07-18","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %",""
"2020-07-19","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","","","   .00 %","","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","","   .00 %","","",""
"2020-07-20","   .00 %","","   .00 %","","","","   .00 %","","","   .00 %","","","","   .00 %","","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","",""
"2020-07-21","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","","","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %",""
"2020-07-22","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","","-10.00 %","   .00 %","","","   .00 %"
"2020-07-23","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","","   .00 %"
"2020-07-24","   .00 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %"
"2020-07-25","   .00 %","   .00 %","   .00 %","","   .00 %","","","   .00 %","","","","","","","   .00 %","","","   .00 %","   .00 %","","","","   .00 %","   .00 %"
"2020-07-26","   .00 %","   .00 %","   .00 %","","   .00 %","","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","","   .00 %","   .00 %"
"2020-07-27","   .00 %","   .00 %","   .00 %","","   .00 %","","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","","","   .00 %","","   .00 %","   .00 %"
"2020-07-28","   .00 %","   .00 %","","","   .00 %","","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","","   .00 %","   .00 %","","","","   .00 %","","   .00 %","   .00 %"
"2020-07-29","   .00 %","   .00 %","   .00 %","","   .00 %","","","   .00 %","","   .00 %","","   .00 %","   .00 %","","   .00 %","","   .00 %","","","","","","","   .00 %"
"2020-07-30","   .00 %","","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","","   .00 %","","","","   .00 %","","   .00 %","   .00 %"
"2020-07-31","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","","   .00 %","","   .00 %"," 16.67 %","   .00 %","   .00 %","   .00 %",""
"2020-08-01","   .00 %","","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","","","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %",""
"2020-08-02","   .00 %","","","   .00 %","   .00 %","","","   .00 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %",""
"2020-08-03","   .00 %","","","","   .00 %"," 81.67 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %",""
"2020-08-04","   .00 %","","","","   .00 %"," 73.10 %","","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","","","   .00 %","   .00 %",""
"2020-08-05","   .00 %","","   .00 %","","   .00 %"," 58.10 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-08-06","   .00 %","","   .00 %","","   .00 %"," ##.## %","","","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","","","   .00 %","   .00 %","   .00 %",""
"2020-08-07","   .00 %","   .00 %","   .00 %","",""," ##.## %","","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %",""
"2020-08-08","   .00 %","   .00 %","   .00 %","","   .00 %"," ##.## %","","","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","","","","   .00 %","   .00 %",""
"2020-08-09","   .00 %","   .00 %","   .00 %","","   .00 %"," ##.## %","","","","   .00 %","","   .00 %","","","   .00 %","","   .00 %","","","","","   .00 %","   .00 %",""
"2020-08-10","   .00 %","   .00 %","   .00 %","","   .00 %"," ##.## %","","","","   .00 %","","   .00 %","","","   .00 %","   .00 %","   .00 %","","","","","   .00 %","   .00 %",""
"2020-08-11","   .00 %","   .00 %","   .00 %","","   .00 %"," 83.33 %","","","","   .00 %","","","   .00 %","","   .00 %","","   .00 %","","","","","   .00 %","   .00 %",""
"2020-08-12","   .00 %","   .00 %","","","   .00 %"," ##.## %","","","","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","","","","   .00 %","",""
"2020-08-13","   .00 %","   .00 %","","","   .00 %"," 44.48 %","","","","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","","","   .00 %","",""
"2020-08-14","","   .00 %","","","   .00 %"," ##.## %","","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","","   .00 %","",""
"2020-08-15","","","","","   .00 %"," ##.## %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","","   .00 %","",""
"2020-08-16","","   .00 %","","","   .00 %"," ##.## %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","","   .00 %"
"2020-08-17","","   .00 %","","","   .00 %"," ##.## %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","",""
"2020-08-18","","   .00 %","","","   .00 %"," ##.## %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","","","","   .00 %","",""
"2020-08-19","-10.00 %","   .00 %","","","   .00 %"," 62.17 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","","","","   .00 %","",""
"2020-08-20","-10.00 %","   .00 %","","","   .00 %"," 68.00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","","   .00 %","   .00 %","","","","","","   .00 %","",""
"2020-08-21","-10.00 %","   .00 %","","","   .00 %"," 38.00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","","","","   .00 %","",""
"2020-08-22","-10.00 %","   .00 %","","","   .00 %"," 68.00 %","","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","",""," 43.33 %","","   .00 %","",""
"2020-08-23","","   .00 %","","   .00 %","   .00 %"," 77.14 %","","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","-40.00 %","   .00 %","   .00 %","",""," 13.33 %","","   .00 %","   .00 %",""
"2020-08-24","","   .00 %","","   .00 %","   .00 %"," 20.48 %","","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","-40.00 %","   .00 %","   .00 %","","   .00 %"," -6.67 %","","   .00 %","   .00 %","   .00 %"
"2020-08-25","","","","",""," 23.14 %","","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","-40.00 %","   .00 %","   .00 %","   .00 %","   .00 %"," -6.67 %","","   .00 %","   .00 %","   .00 %"
"2020-08-26","","   .00 %","","",""," 28.14 %","","","   .00 %","   .00 %","","   .00 %","   .00 %","","-40.00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 33.33 %","","   .00 %","   .00 %",""
"2020-08-27","","   .00 %","","","","  4.81 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","-40.00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","","   .00 %","   .00 %","   .00 %",""
"2020-08-28","","","","","","  7.67 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","","","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %",""
"2020-08-29","","","","","","-14.24 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %",""
"2020-08-30","","","","   .00 %","   .00 %","  4.76 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","","   .00 %","","","","   .00 %","   .00 %","   .00 %",""
"2020-08-31","","","","   .00 %","","  6.90 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","","","","","","   .00 %","   .00 %","   .00 %",""
"2020-09-01","","","   .00 %","   .00 %",""," -6.43 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","","","","","","   .00 %","   .00 %","   .00 %",""
"2020-09-02","   .00 %","","   .00 %","",""," 20.24 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","","   .00 %","","","   .00 %","   .00 %",""
"2020-09-03","","","   .00 %","",""," 17.38 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","","   .00 %","","","   .00 %","   .00 %",""
"2020-09-04","","","","",""," -4.29 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","","   .00 %","","","   .00 %","   .00 %",""
"2020-09-05","","","","","   .00 %"," 48.57 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","","","   .00 %","   .00 %","   .00 %"
"2020-09-06","","","","",""," 50.00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","","","   .00 %","   .00 %","   .00 %"
"2020-09-07","","","","",""," ##.## %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %",""," ##.## %","   .00 %","   .00 %","   .00 %"
