"date","Jammu and Kashmir/Anantnag","Jammu and Kashmir/Bandipora","Jammu and Kashmir/Baramulla","Jammu and Kashmir/Budgam","Jammu and Kashmir/Doda","Jammu and Kashmir/Ganderbal","Jammu and Kashmir/Jammu","Jammu and Kashmir/Kathua","Jammu and Kashmir/Kishtwar","Jammu and Kashmir/Kulgam","Jammu and Kashmir/Kupwara","Jammu and Kashmir/Pulwama","Jammu and Kashmir/Punch","Jammu and Kashmir/Rajouri","Jammu and Kashmir/Ramban","Jammu and Kashmir/Reasi","Jammu and Kashmir/Samba","Jammu and Kashmir/Shopiyan","Jammu and Kashmir/Srinagar","Jammu and Kashmir/Udham Singh Nagar","Jammu and Kashmir/Udhampur","Jammu and Kashmir/Unknown"
"2020-07-06","564","258","433","272","","75","291","190","","598","427","264","114","66","187","32","120","604","408","","198",""
"2020-07-07","564","259","433","275","61","76","296","195","22","614","427","268","115","68","187","35","123","618","428","","198",""
"2020-07-08","583","259","484","283","62","76","299","200","24","646","445","270","","68","204","35","128","618","428","","203",""
"2020-07-09","590","259","489","283","64","76","300","201","24","646","450","275","115","83","206","","132","641","457","","232",""
"2020-07-10","591","260","496","284","68","84","308","206","","647","450","301","117","85","206","39","137","652","457","","237",""
"2020-07-11","592","266","496","298","","84","315","210","24","656","465","340","119","85","","39","137","663","457","","238",""
"2020-07-12","597","266","527","311","69","86","315","211","24","659","465","340","121","86","206","","137","663","482","","238",""
"2020-07-13","597","266","528","311","70","88","324","224","24","668","465","363","121","","209","","138","686","487","","264",""
"2020-07-14","597","272","555","311","72","98","330","229","26","678","498","369","121","90","209","39","144","688","493","","267",""
"2020-07-15","638","273","555","322","78","98","330","","26","679","514","372","121","95","209","","144","696","512","","270",""
"2020-07-16","638","290","560","331","82","98","352","230","","679","515","385","","95","","","145","709","529","","276",""
"2020-07-17","646","290","565","331","","99","364","237","26","700","518","392","123","95","214","45","172","713","529","","280",""
"2020-07-18","679","306","831","379","82","109","380","239","27","791","525","460","124","106","223","45","174","733","533","","282",""
"2020-07-19","704","312","879","404","88","109","392","247","","792","536","501","","106","224","45","","762","966","","282",""
"2020-07-20","708","328","889","421","88","121","423","251","28","861","536","511","125","116","231","45","176","773","1216","","290",""
"2020-07-21","716","329","905","471","97","124","426","269","","864","580","531","126","116","236","45","176","773","1216","","290",""
"2020-07-22","716","347","931","491","97","137","445","276","","868","590","535","131","116","242","45","176","793","1216","","290",""
"2020-07-23","718","350","931","505","100","139","453","279","28","874","594","551","131","117","245","45","176","818","1228","","290",""
"2020-07-24","721","364","1061","508","109","","458","287","33","905","599","568","131","119","240","45","187","875","1441","","290",""
"2020-07-25","728","373","1091","602","109","147","468","298","33","916","636","591","135","120","240","45","202","875","1481","","290",""
"2020-07-26","802","387","1147","602","118","195","472","302","36","972","666","607","137","120","249","55","202","886","1546","","290",""
"2020-07-27","924","395","1151","641","124","197","481","315","50","984","721","618","137","177","252","55","212","923","1618","","290",""
"2020-07-28","924","404","1263","651","124","241","501","324","","1019","727","655","139","179","252","56","221","1045","1680","","293",""
"2020-07-29","950","412","1292","671","131","241","514","330","53","1162","736","686","140","216","252","58","221","1055","1771","","294",""
"2020-07-30","994","429","1292","691","139","258","531","","53","1168","783","722","142","243","340","58","243","1120","1850","","319",""
"2020-07-31","1019","441","1302","708","","269","560","343","54","1200","829","731","142","247","355","58","252","1187","1918","","326",""
"2020-08-01","1025","460","1332","708","169","269","577","352","54","1240","928","791","142","261","377","59","252","1214","2195","","329",""
"2020-08-02","1038","499","1337","708","173","270","609","360","79","1258","928","821","143","278","387","59","264","1227","2209","","343",""
"2020-08-03","1070","508","1426","719","200","295","630","369","79","1310","928","829","144","301","441","59","279","1227","2728","","353",""
"2020-08-04","1115","509","1435","869","217","329","682","411","99","1322","932","878","152","448","442","60","280","1227","2957","","355",""
"2020-08-05","1129","516","1514","891","218","329","700","427","103","1337","949","948","155","482","","","287","1245","3012","","363",""
"2020-08-06","1153","530","1541","941","","332","720","455","109","1377","949","991","161","485","446","71","296","1272","3143","","381",""
"2020-08-07","1153","578","1597","991","235","332","733","457","119","1410","955","1021","161","495","513","73","296","1275","3285","","402",""
"2020-08-08","1176","588","1597","1032","253","338","776","484","126","1410","964","1041","173","519","534","80","315","1297","3422","","405",""
"2020-08-09","1186","588","1597","1045","261","365","800","504","","1410","968","1105","173","522","535","80","332","1297","3566","","406",""
"2020-08-10","1192","607","1626","1075","277","382","829","511","134","1418","1002","1137","178","522","547","84","337","1309","3661","","410",""
"2020-08-11","1203","607","1647","1106","286","408","891","523","138","1435","1027","1194","180","528","571","93","342","1377","3860","","426",""
"2020-08-12","1277","639","1647","1124","288","426","944","528","149","1438","1076","1273","180","531","571","95","342","1390","4030","","438",""
"2020-08-13","1302","668","1677","1145","288","449","1012","535","152","1440","1083","1370","198","582","571","119","375","1406","4341","","452",""
"2020-08-14","1331","699","1677","1176","289","456","1073","536","157","1461","1086","1398","199","633","573","120","376","1437","4596","","532",""
"2020-08-15","1364","708","1717","1201","292","456","1114","540","157","1461","1100","1513","229","648","589","121","389","1437","4964","","539",""
"2020-08-16","1382","708","1725","1220","295","457","1159","554","","1467","1105","1574","240","648","594","124","404","1437","5016","","540",""
"2020-08-17","1423","722","1728","1267","299","473","1205","560","162","1484","1115","1592","242","661","","126","413","1437","5114","","542",""
"2020-08-18","1456","728","1728","1291","299","508","1251","571","162","1487","1126","1648","255","687","601","127","413","1447","5416","","548",""
"2020-08-19","1477","744","1775","1340","300","508","1345","573","167","1500","1138","1720","255","700","601","131","424","1447","5622","","593",""
"2020-08-20","1495","759","1870","1391","302","547","1423","580","","1511","1173","1763","262","705","601","148","424","1447","5926","","594",""
"2020-08-21","1515","851","1892","1430","305","551","1497","590","169","1529","1191","1778","270","705","608","152","431","1455","6151","","598",""
"2020-08-22","1567","913","1933","1461","308","553","1585","594","169","1555","1200","1795","276","738","","153","431","1477","6341","","604",""
"2020-08-23","1579","967","1943","1488","309","563","1656","610","","1565","1215","1841","289","738","609","155","431","1482","6477","","609",""
"2020-08-24","1585","999","1958","1535","309","608","1688","615","174","1571","1228","1855","298","741","620","169","440","1495","6564","","616",""
"2020-08-25","1630","1007","1989","1578","317","641","1718","627","177","1571","1238","1880","304","750","620","173","447","1508","6666","","616",""
"2020-08-26","1660","1137","2044","1608","329","672","1766","641","177","1610","1267","1919","307","757","627","181","464","1508","6756","","626",""
"2020-08-27","1672","1259","2064","1639","333","706","1810","642","183","1632","1317","1963","315","757","","182","489","1509","6859","","626",""
"2020-08-28","1703","1289","2142","1674","333","742","1848","650","183","1649","1328","2006","318","759","628","306","508","1531","7012","","626",""
"2020-08-29","1727","1339","2152","1699","334","883","1914","658","184","1670","1369","2058","318","760","633","319","524","1534","7174","","634",""
"2020-08-30","1755","1360","2187","1720","336","949","1965","677","184","1673","1389","2074","324","763","633","319","524","1539","7341","","661",""
"2020-08-31","1765","1424","2189","1770","339","969","2021","693","184","1699","1460","2117","325","766","634","325","537","1546","7443","","672",""
"2020-09-01","1783","1451","2232","1793","355","992","2070","707","184","1720","1466","2131","325","766","635","335","557","1575","7597","","673",""
"2020-09-02","1810","1484","2271","1828","356","1068","2110","716","193","1755","1503","2164","336","782","640","335","557","1586","7774","","674",""
"2020-09-03","1858","1509","2273","1939","357","1115","2159","726","193","1783","1524","2222","353","782","645","335","570","1595","8001","","683",""
"2020-09-04","1932","1572","2311","1976","362","1186","2197","747","194","1820","1556","2257","365","786","648","338","578","1600","8154","","719",""
"2020-09-05","1945","1592","2335","2027","370","1228","2265","756","207","1825","1588","2275","369","794","648","338","582","1600","8315","","728",""
"2020-09-06","1968","1619","2343","2058","377","1245","2305","759","207","1829","1619","2301","369","816","651","339","582","1602","8462","","739",""
"2020-09-07","1985","1644","2352","2093","377","1318","2328","774","207","1835","1633","2325","376","819","651","345","597","1602","8623","","739",""
"2020-09-08","2014","1673","2367","2133","385","1354","2352","804","209","1850","1660","2380","384","819","652","345","598","1602","8794","","739",""
"2020-09-09","2021","1822","2370","2174","385","1381","2375","813","210","1875","1694","2456","384","824","652","345","599","1645","8957","","752",""
"2020-09-10","2032","1835","2393","2205","387","1391","2410","835","210","1892","1712","2496","388","824","652","346","605","1652","9060","","753",""
"2020-09-11","2058","1851","2394","2239","387","1428","2452","854","218","1897","1757","2551","390","824","653","346","617","1667","9163","","806",""
"2020-09-12","2119","1863","2397","2275","394","1459","2590","870","253","1903","1780","2617","400","825","653","355","620","1677","9292","","806",""
"2020-09-13","2136","1878","2398","2304","405","1500","2680","886","272","1916","1803","2645","408","827","653","355","620","1677","9431","","806",""
"2020-09-14","2159","1909","2398","2345","438","1555","2783","898","285","1921","1878","2679","422","827","653","374","627","1680","9577","","836",""
"2020-09-15","2196","1917","2428","2388","462","1640","2868","924","320","1934","1907","2719","432","853","653","374","627","1692","9747","","844",""
"2020-09-16","2219","1932","2442","2421","494","1724","3029","945","337","1950","1965","2771","432","874","661","374","633","1692","9924","","853",""
"2020-09-17","2251","1950","2464","2458","504","1765","3184","964","363","1958","2047","2818","432","874","666","385","633","1692","10079","","897",""
"2020-09-18","2295","2011","2525","2499","507","1790","3329","989","388","1966","2085","2861","437","875","685","385","651","1692","10248","","950",""
"2020-09-19","2338","2029","2589","2548","530","1842","3463","1038","415","1969","2172","2904","481","890","693","394","651","1711","10508","","963",""
"2020-09-20","2357","2050","2590","2577","580","1883","3588","1055","415","1972","2214","2938","481","903","705","407","664","1720","10689","","1032",""
"2020-09-21","2371","2087","2632","2611","601","1924","4152","1067","440","1990","2270","2978","514","911","719","407","664","1720","10845","","1075",""
"2020-09-22","2445","2189","2634","2779","611","2009","4655","1104","490","2001","2297","3016","580","937","742","465","664","1720","11077","","1182",""
"2020-09-23","2881","2404","2681","2870","659","2054","5724","1164","516","2023","2432","3082","604","985","766","520","688","1722","11236","","1382",""
"2020-09-24","2906","2468","2764","3019","714","2101","6361","1206","533","2044","2448","3134","643","1004","778","520","727","1726","11364","","1482",""
"2020-09-25","2936","2509","2814","3230","788","2143","6887","1275","546","2056","2466","3198","657","1053","799","530","756","1771","11524","","1482",""
"2020-09-26","2954","2582","2834","3439","870","2223","7642","1334","554","2066","2569","3265","683","1092","814","530","834","1774","11724","","1574",""
"2020-09-27","2961","2622","2869","3558","934","2306","8053","1387","558","2072","2625","3321","692","1224","827","532","869","1778","11886","","1648",""
"2020-09-28","2989","2740","2899","3656","1013","2355","8583","1463","592","2080","2652","3363","740","1264","830","546","869","1780","12061","","1655",""
"2020-09-29","3009","2847","2914","3765","1056","2450","8883","1504","636","2099","2684","3405","799","1285","858","546","908","1789","12248","","1695",""
"2020-09-30","3021","2847","2931","3858","1112","2495","9443","1553","677","2112","2803","3444","817","1285","868","559","949","1807","12457","","1697",""
"2020-10-01","3043","2946","2954","3961","1233","2561","9909","1563","688","2122","2824","3485","819","1463","1100","","1000","1829","12659","","1697",""
"2020-10-02","3060","3001","2976","4040","1297","2582","10096","1593","718","2131","2853","3521","886","1631","1120","685","1135","1839","12791","","1860",""
"2020-10-03","3067","3037","2990","4104","1317","2648","10451","1700","718","2137","2895","3558","901","1963","1137","685","1135","1847","13062","","1862",""
"2020-10-04","3073","3057","3120","4173","1346","2672","10763","1781","735","2141","2915","3588","928","1975","1153","700","1135","1847","13287","","1878",""
"2020-10-05","3080","3106","3125","4233","1379","2729","11060","1854","735","2154","2962","3628","987","2210","1156","700","1291","1852","13454","","1958",""
"2020-10-06","3130","3125","3125","4290","1390","2757","11750","1906","776","2165","3014","3673","1010","2308","1266","740","1321","1862","13743","","2008",""
"2020-10-07","3303","3160","3140","4348","1423","2762","12643","2034","1110","2176","3068","3706","1043","2330","1288","811","1370","1872","13908","","2052",""
"2020-10-08","3325","3184","3170","4399","1504","2778","13114","2051","1199","2188","3106","3742","1113","2352","1303","898","1431","1885","14041","","2100",""
"2020-10-09","3334","3227","3180","4460","1549","2787","13314","2070","1251","2199","3138","3793","1183","2367","1303","948","1493","1910","14203","","2133",""
"2020-10-10","3344","3258","3235","4519","1616","2827","13495","2089","1276","2202","3180","3835","1237","2410","1309","948","1521","1933","14365","","2219",""
"2020-10-11","3346","3268","3255","4588","1720","2846","13659","2112","1330","2206","3204","3871","1291","2436","1333","948","1527","1943","14601","","2224",""
"2020-10-12","3349","3287","3280","4648","1839","2879","13799","2129","1360","2214","3227","3909","1323","2526","1346","","1581","1950","14711","","2264",""
"2020-10-13","3399","3309","3355","4720","1894","2904","13988","2144","1385","2222","3249","3918","1341","2563","1366","950","1581","1953","14823","","2301",""
"2020-10-14","3416","3335","3423","4781","1979","2940","14138","2186","1408","2228","3288","3968","1363","2585","1369","963","1612","1956","14932","","2311",""
"2020-10-15","3471","3380","3617","4871","2011","2953","14298","2211","1420","2236","3671","4008","1392","2618","1371","963","1612","1957","15092","","2352",""
"2020-10-16","3516","3439","3677","4983","2115","2975","14437","2227","1435","2244","3676","4016","1417","2635","1422","963","1612","1971","15216","","2366",""
"2020-10-17","3541","3465","3747","5057","2160","2993","14587","2235","1467","2254","3681","4035","1490","2671","1423","1008","1612","1985","15359","","2381",""
"2020-10-18","3556","3489","3784","5112","2207","3020","14727","2240","1471","2257","3693","4065","1504","2713","1423","1008","1648","1988","15463","","",""
"2020-10-19","3575","3520","3806","5160","2254","3035","14887","2248","1471","2269","3703","4073","1530","2754","1438","1090","1648","1988","15662","","2419",""
"2020-10-20","3620","3545","3828","5201","2306","3079","15030","2259","1509","2271","3705","4111","1580","2796","1439","1090","1648","1995","15857","","2431",""
"2020-10-21","3640","3568","3878","5249","2344","3095","15154","2272","1540","2272","3710","4124","1650","2823","1439","1106","1682","2007","15957","","2445",""
"2020-10-22","3670","3592","3906","5290","2355","3113","15344","2283","1580","2279","3745","4132","1747","2866","1440","1106","1682","2014","16070","","2451",""
"2020-10-23","3693","3603","3933","5336","2369","3134","15481","2294","1608","2288","3765","4171","1803","2903","1440","1106","1738","2031","16193","","2460",""
"2020-10-24","3720","3621","3991","5365","2379","3164","15598","2299","1641","2301","3785","4198","1855","2924","1482","1147","1738","2035","16356","","2483",""
"2020-10-25","3743","3631","4032","5396","2394","3189","15728","2309","1661","2305","3813","4237","1910","2955","1484","1147","1738","2040","16526","","2483",""
"2020-10-26","3771","3644","4101","5449","2415","3212","15860","2312","","2310","3832","4247","1930","2997","1484","1147","1738","2043","16701","","2494",""
"2020-10-27","3816","3684","4148","5490","2444","3249","15987","2322","1661","2316","3855","4293","1940","3029","1501","1147","1831","2048","16834","","2504",""
"2020-10-28","3864","3706","4178","5531","2453","3259","16112","2330","1694","2330","3875","4328","1960","3047","1501","1147","1831","2054","16941","","2504",""
"2020-10-29","3895","3722","4224","5553","2462","3264","16232","2338","1723","2339","3897","4348","1975","3065","1503","1147","1879","2054","17094","","2519",""
"2020-10-30","3915","3731","4311","5586","2476","3281","16354","2346","1789","2344","3927","4357","1991","3074","1503","1182","1879","2059","17256","","2526",""
"2020-10-31","3940","3772","4453","5617","2489","3310","16547","2352","1803","2349","3955","4375","2021","3082","1504","1182","1879","2059","17514","","2548",""
"2020-11-01","3962","3793","4505","5640","2504","3334","16682","2357","1816","2353","4007","4394","2047","3092","1504","1182","1879","2067","17707","","2555",""
"2020-11-02","3991","3813","4605","5675","2515","3356","16815","2366","1848","2356","4018","4403","2065","3098","1504","1198","1879","2082","17841","","2575",""
"2020-11-03","4003","3825","4677","5723","2542","3369","16933","2379","1851","2368","4033","4418","2099","3101","1522","1198","1934","2084","17943","","2579",""
"2020-11-04","4021","3847","4774","5754","2554","3377","17035","2394","1852","2369","4055","4451","2121","3104","1552","1198","1934","2089","18057","","2579",""
"2020-11-05","4024","3861","4945","5783","2558","3387","17143","2408","1852","2373","4093","4467","2145","3107","1552","1198","1947","2089","18249","","2587",""
"2020-11-06","4030","3870","5061","5808","2558","3400","17245","2412","1857","2373","4106","4484","2160","3111","1552","1198","2108","2103","18375","","2589",""
"2020-11-07","4037","3890","5240","5831","2560","3432","17351","2421","1885","2378","4127","4493","2170","3118","1553","1261","2108","2109","18507","","2617",""
"2020-11-08","4045","3895","5361","5848","2570","3432","17460","2423","1893","2390","4137","4502","2190","3123","1569","1261","2108","2109","18610","","2618",""
"2020-11-09","4059","3907","5457","5876","2578","3472","17560","2434","1900","2392","4169","4527","2210","3128","1570","1267","2108","2126","18729","","2639",""
"2020-11-10","4089","3931","5576","5909","2594","3482","17655","2445","1903","2396","4195","4562","2223","3136","1582","1267","2140","2129","18880","","2649",""
"2020-11-11","4094","3947","5672","5934","2601","3510","17684","2452","1942","2400","4207","4585","2228","3141","1584","1267","2140","2131","18999","","2658",""
"2020-11-12","4100","3960","5784","5957","2607","3523","17846","2463","1960","2405","4221","4598","2230","3147","1587","1267","2149","2131","19075","","2677",""
"2020-11-13","4105","3973","5896","5986","2623","3550","17946","2473","1960","2414","4248","4619","2233","3153","1627","1267","2149","2138","19189","","2689",""
"2020-11-14","4109","3980","5979","6025","2637","3559","18041","2482","1997","2422","4259","4633","2233","3159","1627","1281","2149","2138","19307","","2697",""
"2020-11-15","4139","3990","6064","6050","2639","3574","18141","2490","2009","2424","4272","4648","2238","3166","1627","1281","2149","2147","19432","","2725",""
"2020-11-16","4155","3997","6123","6081","2644","3605","18235","2503","2009","2426","4297","4652","2242","3175","1627","1281","2164","2155","19579","","2737",""
"2020-11-17","4160","4020","6200","6134","2659","3624","18327","2517","2047","2435","4321","4664","2246","3185","1637","1281","2164","2164","19700","","2770",""
"2020-11-18","4182","4051","6266","6167","2670","3678","18422","2530","2066","2437","4340","4672","2247","3195","1659","1321","2164","2167","19808","","2793",""
"2020-11-19","4204","4061","6331","6205","2680","3691","18521","2542","2086","2442","4384","4694","2258","3203","1660","1321","2164","2173","19963","","2817",""
"2020-11-20","4213","4067","6382","6238","2690","3748","18621","2556","2104","2442","4399","4703","2268","3212","1660","1345","2164","2173","20114","","2840",""
"2020-11-21","4229","4072","6447","6282","2699","3783","18734","2566","2135","2445","4436","4713","2274","3217","1660","1345","2164","2181","20273","","2848",""
"2020-11-22","4261","4086","6596","6343","2733","3828","18972","2584","2188","2457","4487","4742","2280","3228","1663","1345","2205","2193","20584","","2871",""
"2020-11-23","4302","4104","6666","6361","2753","3870","19074","2598","2190","2467","4513","4766","2286","3235","1718","1345","2205","2195","20727","","2879",""
"2020-11-24","4322","4109","6719","6387","2758","3887","19199","2600","2190","2470","4525","4775","2290","3240","1738","1345","2205","2206","20846","","2938",""
