"date","West Bengal/Alipurduar","West Bengal/Bankura","West Bengal/Birbhum","West Bengal/Cooch Behar","West Bengal/Dakshin Dinajpur","West Bengal/Darjeeling","West Bengal/Hooghly","West Bengal/Howrah","West Bengal/Jalpaiguri","West Bengal/Jhargram","West Bengal/Kalimpong","West Bengal/Kolkata","West Bengal/Malda","West Bengal/Murshidabad","West Bengal/Nadia","West Bengal/North 24 Parganas","West Bengal/Other State","West Bengal/Paschim Bardhaman","West Bengal/Paschim Medinipur","West Bengal/Purba Bardhaman","West Bengal/Purba Medinipur","West Bengal/Purulia","West Bengal/South 24 Parganas","West Bengal/Uttar Dinajpur","West Bengal/other State"
"2020-05-24","","","   .00 %","","","","  7.33 %","  2.34 %","","","","  1.26 %","   .00 %","   .00 %","   .00 %","  2.98 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %",""
"2020-05-25","","","   .00 %","","","   .00 %","  3.33 %","  2.27 %","","","","  1.71 %","   .00 %","   .00 %","   .00 %","  2.90 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %",""
"2020-05-26","","","   .00 %","","","   .00 %","  3.33 %","  2.21 %","","","","  1.57 %","   .00 %"," 20.00 %","   .00 %","  1.68 %"," 20.00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %",""
"2020-05-27","","","   .00 %","","","   .00 %","  3.33 %","  2.21 %","","","","  1.64 %","   .00 %"," 20.00 %","   .00 %","  1.07 %"," 20.00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","",""
"2020-05-28","","","   .00 %","","   .00 %","   .00 %","  9.05 %","  1.07 %","","","","  1.73 %","   .00 %"," 20.00 %","   .00 %","  1.58 %"," 20.00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %",""
"2020-05-29","","   .00 %","   .00 %","","","   .00 %"," 10.16 %","  1.07 %","   .00 %","","","  1.71 %",""," 20.00 %","   .00 %","  2.08 %"," 20.00 %","   .00 %","","   .00 %","   .00 %","","  4.00 %","   .00 %",""
"2020-05-30","","   .00 %","   .00 %","","   .00 %","   .00 %"," 10.16 %","   .53 %","   .00 %","","","  1.88 %","   .00 %"," 20.00 %","   .00 %","  2.03 %"," 20.00 %","   .00 %","   .00 %","   .00 %","   .00 %","","  4.00 %","   .00 %",""
"2020-05-31","","   .00 %","   .00 %","","   .00 %",""," 10.16 %","   .00 %","","","","  2.35 %","   .00 %","   .00 %","   .00 %","  2.50 %","","   .00 %","   .00 %","   .00 %","   .00 %","","  4.00 %","   .00 %",""
"2020-06-01","","   .00 %","   .00 %","","   .00 %","   .00 %"," 10.16 %","   .00 %","   .00 %","","","  2.29 %","   .00 %","   .00 %","   .00 %","  2.44 %"," 10.00 %","   .00 %","   .00 %","   .00 %","   .00 %","","  4.00 %","   .00 %",""
"2020-06-02","","   .00 %","   .00 %","","   .00 %","   .00 %","  4.44 %","   .00 %","","","","  2.72 %","   .00 %","   .00 %","   .00 %","  2.38 %","","","   .00 %","   .00 %","   .00 %","","  4.00 %","   .00 %",""
"2020-06-03","","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .51 %","   .00 %","","","  3.15 %","   .00 %","   .00 %","   .00 %","  1.88 %"," 10.00 %","   .00 %","   .00 %","   .00 %","   .00 %","","  3.33 %","   .00 %",""
"2020-06-04","","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","  2.01 %","","","","  2.97 %","   .00 %","   .00 %","   .00 %","  2.28 %"," 10.00 %","   .00 %","   .00 %","   .00 %","   .00 %","","  3.33 %","   .00 %",""
"2020-06-05","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","  1.82 %","  3.87 %","   .00 %","","","  2.62 %","   .00 %","   .00 %","   .00 %","  2.66 %"," 10.00 %","   .00 %","   .00 %","   .00 %","   .00 %","","  3.33 %","   .00 %",""
"2020-06-06","","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","  1.82 %","  4.30 %","   .00 %","","","  2.90 %","   .00 %","   .00 %"," 20.00 %","  3.83 %"," 10.00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","  6.19 %","   .00 %",""
"2020-06-07","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 30.00 %","  1.82 %","  5.13 %","   .00 %","   .00 %"," 20.00 %","  2.72 %","   .00 %","   .00 %"," 20.00 %","  4.50 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","  6.19 %","   .00 %",""
"2020-06-08","   .00 %","   .00 %","   .00 %","   .00 %",""," 10.00 %","  1.82 %","  5.02 %","   .00 %",""," 20.00 %","  2.56 %","   .00 %","   .00 %"," 20.00 %","  5.22 %","","   .00 %","   .00 %","   .00 %"," 20.00 %","","  2.86 %","",""
"2020-06-09","   .00 %","","   .00 %","   .00 %",""," 10.00 %","  1.82 %","  4.70 %","   .00 %","","   .00 %","  2.51 %","   .00 %","   .00 %"," 20.00 %","  4.67 %","","   .00 %","   .00 %",""," 20.00 %","   .00 %","  5.36 %","",""
"2020-06-10","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 10.00 %","   .00 %","  3.58 %","   .00 %","","   .00 %","  2.92 %","   .00 %"," 10.00 %"," 20.00 %","  5.18 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","","  5.36 %","   .00 %",""
"2020-06-11","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 10.00 %","   .00 %","  3.86 %","   .00 %","   .00 %","   .00 %","  2.46 %","   .00 %"," 10.00 %","   .00 %","  4.18 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.94 %","   .00 %",""
"2020-06-12","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.33 %","  3.38 %","   .00 %","","   .00 %","  2.18 %","   .00 %"," 10.00 %"," 10.00 %","  3.05 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  8.76 %","   .00 %",""
"2020-06-13","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.33 %","  3.65 %","   .00 %","","   .00 %","  1.99 %","   .00 %"," 10.00 %"," 10.00 %","  3.87 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %",""," 10.43 %","   .00 %",""
"2020-06-14","   .00 %","","   .00 %","   .00 %","","  6.67 %","  3.33 %","  2.81 %","   .00 %","","   .00 %","  2.03 %","   .00 %"," 10.00 %"," 16.67 %","  3.82 %","","   .00 %"," 20.00 %","   .00 %","   .00 %","   .00 %","  9.47 %","   .00 %",""
"2020-06-15","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.67 %","  3.33 %","  2.71 %","   .00 %","   .00 %","","  1.55 %","   .00 %","   .00 %"," 16.67 %","  3.30 %","","   .00 %"," 20.00 %","   .00 %","   .00 %","   .00 %"," 10.90 %","   .00 %",""
"2020-06-16","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.67 %","  3.33 %","  2.62 %","   .00 %","","   .00 %","  1.52 %","   .00 %","   .00 %"," 16.67 %","  3.48 %","","   .00 %"," 20.00 %","   .00 %","   .00 %","   .00 %","  7.79 %","   .00 %",""
"2020-06-17","   .00 %","   .00 %","   .00 %","   .00 %","","  6.67 %","  1.43 %","  2.58 %","   .00 %","","","  1.70 %","   .00 %","   .00 %"," 11.67 %","  3.48 %","   .00 %","   .00 %"," 20.00 %","   .00 %"," 10.00 %","","  5.97 %","   .00 %",""
"2020-06-18","","","   .00 %","   .00 %","   .00 %","  6.67 %","  2.76 %","  2.50 %","   .00 %","","   .00 %","  1.94 %","   .00 %","   .00 %"," 11.67 %","  1.94 %","","   .00 %"," 20.00 %","   .00 %"," 10.00 %","   .00 %","  5.55 %","",""
"2020-06-19","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.76 %","  2.75 %","   .00 %","","   .00 %","  1.90 %","   .00 %","   .00 %","  5.00 %","  1.92 %","","   .00 %","   .00 %","   .00 %"," 10.00 %","","  6.36 %","   .00 %",""
"2020-06-20","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","  5.00 %","  4.01 %","  2.67 %","   .00 %","   .00 %","   .00 %","  1.69 %","   .00 %","   .00 %","  5.00 %","  1.58 %","","   .00 %"," 10.00 %","   .00 %"," 10.00 %","","  7.04 %","   .00 %",""
"2020-06-21","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","  5.00 %","  5.19 %","  2.87 %","   .00 %","","   .00 %","  1.79 %","   .00 %","   .00 %","  5.00 %","  1.77 %",""," 10.00 %"," 10.00 %","   .00 %"," 10.00 %","","  5.71 %","   .00 %",""
"2020-06-22","   .00 %","   .00 %"," 20.00 %","","   .00 %","  5.00 %","  4.87 %","  3.35 %","   .00 %","   .00 %","   .00 %","  1.75 %","   .00 %","   .00 %","   .00 %","  2.49 %","   .00 %"," 10.00 %"," 10.00 %","   .00 %","   .00 %","","  5.71 %","   .00 %",""
"2020-06-23","   .00 %","   .00 %"," 20.00 %","","   .00 %","  5.00 %","  3.54 %","  3.77 %","   .00 %","","   .00 %","  1.41 %","   .00 %","   .00 %","   .00 %","  3.18 %","   .00 %"," 10.00 %"," 10.00 %","   .00 %","  6.67 %","","  4.46 %","   .00 %",""
"2020-06-24","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","  9.00 %","  3.54 %","  3.67 %","   .00 %","","   .00 %","  1.39 %","   .00 %","   .00 %","   .00 %","  3.14 %","   .00 %"," 10.00 %"," 10.00 %","","  6.67 %","","  3.06 %","   .00 %",""
"2020-06-25","   .00 %","   .00 %","   .00 %","","   .00 %"," 10.67 %","  2.29 %","  3.34 %","   .00 %","","   .00 %","  1.67 %","   .00 %","   .00 %","   .00 %","  3.07 %",""," 10.00 %","  6.67 %","   .00 %","  6.67 %","","  2.77 %","   .00 %",""
"2020-06-26","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 13.17 %","  2.16 %","  3.45 %","   .00 %","","   .00 %","  1.47 %","   .00 %","   .00 %","   .00 %","  2.07 %","","   .00 %","  6.67 %","   .00 %","  6.67 %","   .00 %","  3.60 %","   .00 %",""
"2020-06-27","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 13.17 %","  2.05 %","  3.10 %","   .00 %","","   .00 %","  1.33 %","   .00 %","   .00 %","   .00 %","  2.21 %","","   .00 %","  6.67 %","   .00 %","  6.67 %","","  3.60 %","",""
"2020-06-28","   .00 %","   .00 %","   .00 %","","   .00 %"," 13.17 %","  2.05 %","  2.31 %","   .00 %","","","  1.54 %","   .00 %","  6.67 %","   .00 %","  1.52 %","   .00 %","   .00 %","  6.67 %","   .00 %","   .00 %","   .00 %","  3.60 %","   .00 %",""
"2020-06-29","","   .00 %","   .00 %","   .00 %","   .00 %","  9.17 %","  3.01 %","  2.47 %","   .00 %","","","  1.51 %","   .00 %","  6.67 %","   .00 %","  1.71 %","","   .00 %"," 11.67 %","   .00 %","   .00 %","   .00 %","  3.45 %","   .00 %",""
"2020-06-30","   .00 %","   .00 %"," 10.00 %","","   .00 %","  4.72 %","  3.91 %","  2.65 %","   .00 %","","   .00 %","  1.54 %","   .00 %","  6.67 %","   .00 %","  1.68 %","","   .00 %","  5.00 %","   .00 %","   .00 %","   .00 %","  1.63 %","   .00 %",""
"2020-07-01","   .00 %","-20.00 %"," 10.00 %","   .00 %","   .00 %","  2.22 %","  2.86 %","  2.13 %","   .00 %","","   .00 %","  1.74 %","   .00 %","  6.67 %","   .00 %","  2.47 %","","   .00 %","  5.00 %"," 20.00 %","   .00 %","   .00 %","  1.57 %","   .00 %",""
"2020-07-02","   .00 %","-20.00 %","","   .00 %","   .00 %","  2.22 %","  3.60 %","  2.09 %","   .00 %","","   .00 %","  1.87 %","   .00 %","  6.67 %","   .00 %","  2.18 %","","   .00 %","  5.00 %"," 20.00 %","   .00 %","","  2.31 %","   .00 %",""
"2020-07-03","   .00 %","-20.00 %"," 10.00 %","   .00 %","   .00 %","  2.22 %","  4.40 %","  2.46 %","   .00 %","","","  1.89 %"," 20.00 %","   .00 %","   .00 %","  2.74 %","","   .00 %","  5.00 %"," 20.00 %","   .00 %","   .00 %","  3.74 %","   .00 %",""
"2020-07-04","   .00 %","-20.00 %"," 10.00 %","","   .00 %","  2.22 %","  3.45 %","  2.38 %","   .00 %","","   .00 %","  1.96 %"," 30.00 %","   .00 %","   .00 %","  2.86 %",""," 13.33 %","  4.00 %"," 20.00 %","  5.00 %","   .00 %","  2.94 %","   .00 %",""
"2020-07-05","   .00 %","-20.00 %","","","   .00 %","   .00 %","  2.54 %","  2.34 %"," 20.00 %","   .00 %","   .00 %","  1.97 %"," 36.67 %","   .00 %","   .00 %","  3.86 %",""," 13.33 %","  4.00 %"," 20.00 %","  5.00 %","   .00 %","  3.61 %","   .00 %",""
"2020-07-06","   .00 %","   .00 %"," 10.00 %","   .00 %","   .00 %","   .00 %","  2.54 %","  1.93 %"," 20.00 %","   .00 %","","  2.08 %"," 36.67 %","   .00 %"," 12.00 %","  4.22 %",""," 13.33 %","  4.00 %"," 10.00 %","  5.00 %","   .00 %","  3.48 %","   .00 %",""
"2020-07-07","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.57 %","  1.53 %"," 20.00 %","","","  2.13 %"," 36.67 %","   .00 %"," 12.00 %","  5.04 %",""," 13.33 %","  7.33 %"," 10.00 %","  9.00 %","   .00 %","  4.62 %","   .00 %",""
"2020-07-08","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.51 %","  1.85 %"," 30.00 %","","   .00 %","  2.00 %"," 26.67 %","   .00 %"," 12.00 %","  5.36 %",""," 13.33 %","  7.33 %"," 10.00 %"," 12.33 %","   .00 %","  3.76 %","   .00 %",""
"2020-07-09","","   .00 %","   .00 %","","   .00 %","  4.00 %","  1.51 %","  1.80 %"," 30.00 %","","","  2.19 %"," 16.67 %","   .00 %"," 12.00 %","  5.65 %","","   .00 %","  3.33 %"," 10.00 %","  7.33 %","   .00 %","  4.87 %","",""
"2020-07-10","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.00 %","  2.22 %","  2.11 %"," 10.00 %","   .00 %","","  2.37 %"," 13.33 %","   .00 %"," 12.00 %","  5.05 %","","   .00 %","  3.33 %"," 10.00 %"," 10.19 %","   .00 %","  4.20 %","   .00 %",""
"2020-07-11","   .00 %","   .00 %","   .00 %","","   .00 %","  4.00 %","  2.22 %","  2.76 %"," 10.00 %","","   .00 %","  2.57 %"," 13.33 %","   .00 %","   .00 %","  4.54 %","","   .00 %","  3.33 %","   .00 %"," 10.19 %","   .00 %","  4.08 %","   .00 %",""
"2020-07-12","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.67 %","  1.46 %","  3.08 %"," 10.00 %","","   .00 %","  2.64 %"," 13.33 %","  5.00 %","   .00 %","  3.52 %","","   .00 %","  5.71 %","   .00 %","  6.19 %","","  4.26 %","   .00 %",""
"2020-07-13","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.67 %","  2.09 %","  2.49 %","   .00 %","","   .00 %","  2.77 %","  3.33 %","  5.00 %","   .00 %","  3.62 %","","  4.00 %","  5.71 %","   .00 %","  2.86 %","   .00 %","  4.15 %","   .00 %",""
"2020-07-14","   .00 %","   .00 %","   .00 %",""," 20.00 %","  1.67 %","  2.74 %","  2.73 %","   .00 %","","   .00 %","  2.46 %","  3.33 %","  5.00 %","   .00 %","  3.72 %","","  4.00 %","  5.71 %","   .00 %","  2.86 %","   .00 %","  3.95 %","   .00 %",""
"2020-07-15","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","  1.67 %","  2.65 %","  2.50 %","   .00 %","","","  2.24 %","   .00 %","  5.00 %","   .00 %","  3.59 %","","  7.33 %","  5.71 %","   .00 %","   .00 %","   .00 %","  3.95 %","   .00 %",""
"2020-07-16","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","  3.21 %","  3.86 %","  1.99 %","   .00 %","   .00 %","","  2.01 %","   .00 %","  5.00 %","   .00 %","  3.70 %","","  7.33 %","  5.71 %","   .00 %","   .00 %","   .00 %","  3.43 %","   .00 %",""
"2020-07-17","   .00 %","   .00 %","   .00 %","   .00 %"," 30.00 %","  1.54 %","  4.43 %","  2.10 %","   .00 %","","","  1.93 %","   .00 %","   .00 %","  2.50 %","  4.05 %","","  7.33 %","   .00 %","   .00 %","  2.50 %","   .00 %","  1.37 %","   .00 %",""
"2020-07-18","   .00 %","   .00 %","   .00 %","   .00 %"," 36.67 %","  1.54 %","  5.28 %","  1.93 %","   .00 %","","   .00 %","  1.96 %","   .00 %","   .00 %","  2.50 %","  3.47 %","","  3.33 %","  4.44 %","   .00 %","  2.50 %","   .00 %","  1.78 %","   .00 %",""
"2020-07-19","   .00 %","   .00 %","   .00 %","   .00 %"," 16.67 %","  1.54 %","  6.63 %","  1.58 %","   .00 %","","   .00 %","  2.22 %","   .00 %","   .00 %","  2.50 %","  3.43 %","","  3.33 %","  6.26 %","   .00 %","  4.72 %","   .00 %","  2.12 %","   .00 %",""
"2020-07-20","   .00 %","   .00 %","   .00 %","   .00 %"," 16.67 %","  1.54 %","  6.01 %","  2.10 %","  6.67 %","","   .00 %","  2.43 %","   .00 %","   .00 %","  2.50 %","  3.51 %","","   .00 %","  6.26 %","   .00 %","  4.72 %","","  3.30 %","   .00 %",""
"2020-07-21","   .00 %","   .00 %","   .00 %","   .00 %"," 16.67 %","   .00 %","  5.70 %","  2.21 %","  6.67 %","   .00 %","   .00 %","  2.51 %","   .00 %","   .00 %","  2.50 %","  3.94 %","","   .00 %","  6.26 %","   .00 %","  4.72 %","   .00 %","  4.04 %","   .00 %",""
"2020-07-22","   .00 %","   .00 %","   .00 %","   .00 %"," 11.67 %","  1.43 %","  6.44 %","  2.04 %","  6.67 %","","   .00 %","  2.56 %","   .00 %","   .00 %","   .00 %","  4.15 %","","  2.86 %","  6.26 %","   .00 %","  4.22 %","   .00 %","  5.11 %"," 20.00 %",""
"2020-07-23","   .00 %","   .00 %","  6.67 %","   .00 %","  5.00 %","  1.43 %","  4.62 %","  2.28 %","  6.67 %","","   .00 %","  2.73 %","   .00 %","   .00 %","   .00 %","  4.24 %","","  2.86 %","  3.48 %","  6.67 %","  4.22 %","   .00 %","  4.92 %"," 20.00 %",""
"2020-07-24","   .00 %","   .00 %","  6.67 %","   .00 %","  5.00 %","  1.43 %","  3.02 %","  2.24 %"," 21.67 %","","","  2.69 %","   .00 %","  4.00 %","   .00 %","  3.84 %","","  2.86 %","  1.67 %","  6.67 %","  2.00 %","   .00 %","  4.65 %"," 30.00 %",""
"2020-07-25","   .00 %","   .00 %","  6.67 %","   .00 %","  5.00 %","  1.43 %","  3.02 %","  2.14 %"," 20.71 %","","   .00 %","  2.47 %","  5.71 %","  7.33 %","   .00 %","  4.02 %","","  2.86 %","  1.67 %","  6.67 %","  2.00 %","   .00 %","  5.04 %"," 43.33 %",""
"2020-07-26","   .00 %","   .00 %","  6.67 %","   .00 %","  5.00 %","  4.10 %","  2.90 %","  2.93 %"," 20.71 %","","   .00 %","  2.44 %","  5.71 %","  7.33 %","   .00 %","  3.21 %","","  2.86 %","  1.67 %","  6.67 %","  2.00 %","   .00 %","  5.45 %"," 47.33 %",""
"2020-07-27","   .00 %","   .00 %"," 16.67 %","   .00 %","   .00 %","  5.02 %","  2.72 %","  2.90 %"," 22.94 %","","","  2.24 %","  7.94 %","  7.33 %","   .00 %","  3.30 %","","   .00 %","  3.21 %","  6.67 %","  1.82 %","   .00 %","  4.93 %"," 27.33 %",""
"2020-07-28","   .00 %","   .00 %"," 10.00 %","   .00 %","  4.00 %","  7.12 %","  2.67 %","  2.96 %"," 22.94 %","","   .00 %","  1.92 %","  7.94 %","  7.33 %","   .00 %","  4.06 %","","   .00 %","  1.54 %","   .00 %","  1.82 %","   .00 %","  4.79 %"," 27.33 %",""
"2020-07-29","   .00 %","   .00 %"," 10.00 %","   .00 %","  7.33 %","  8.08 %","  2.27 %","  3.02 %","  9.94 %","","   .00 %","  1.90 %","  9.94 %","  3.33 %","   .00 %","  4.17 %","","  2.50 %","  1.54 %","   .00 %","  3.48 %","   .00 %","  5.10 %"," 17.33 %",""
"2020-07-30","   .00 %","   .00 %"," 10.00 %","   .00 %","  7.33 %","  8.08 %","  2.98 %","  3.11 %","  4.22 %","","   .00 %","  2.01 %","  4.22 %","  5.71 %","   .00 %","  4.06 %","","  2.50 %","  2.97 %","   .00 %","  3.48 %","   .00 %","  4.03 %","  7.33 %",""
"2020-07-31"," 20.00 %","   .00 %"," 10.00 %","-20.00 %","  7.33 %","  5.41 %","  2.87 %","  2.25 %","  4.22 %","","   .00 %","  2.07 %","  6.04 %"," 10.16 %","  2.22 %","  4.48 %","","  2.50 %","  2.97 %","   .00 %","  3.48 %","   .00 %","  3.58 %","  3.33 %",""
"2020-08-01"," 20.00 %","   .00 %","   .00 %","-20.00 %","  7.33 %","  3.06 %","  2.06 %","  2.63 %","  3.82 %","   .00 %","   .00 %","  2.28 %","  3.82 %"," 11.98 %","  4.22 %","  4.22 %","","  2.50 %","  1.43 %","   .00 %","  4.74 %","   .00 %","  3.49 %","  9.05 %",""
"2020-08-02"," 20.00 %","   .00 %","   .00 %","-20.00 %","  3.33 %","  1.86 %","  1.71 %","  2.87 %","  3.82 %","   .00 %","   .00 %","  2.50 %","  7.15 %"," 11.98 %","  4.22 %","  3.76 %","","  6.94 %","  2.76 %","   .00 %","  4.74 %","   .00 %","  3.41 %","  9.05 %",""
"2020-08-03"," 30.00 %","   .00 %","   .00 %","-20.00 %","  2.86 %","   .91 %","  2.03 %","  2.72 %","  3.48 %","   .00 %","   .00 %","  2.55 %","  5.15 %"," 11.98 %","  4.22 %","  4.31 %","","  4.44 %","  2.76 %","   .00 %","  3.08 %","   .00 %","  2.77 %"," 11.27 %",""
"2020-08-04"," 30.00 %","   .00 %","   .00 %","-20.00 %","  7.86 %","  4.39 %","  1.96 %","  2.32 %","  3.48 %","   .00 %","   .00 %","  2.47 %","  6.58 %","  7.93 %","  6.04 %","  4.21 %","","  4.44 %","  2.58 %","  5.00 %","  3.08 %","   .00 %","  3.56 %","  7.94 %",""
"2020-08-05"," 16.67 %","   .00 %","   .00 %","   .00 %","  9.86 %","  7.35 %","  1.59 %","  2.93 %","  3.48 %","","   .00 %","  2.50 %","  6.10 %","  3.48 %","  3.82 %","  4.06 %","","  4.44 %","  2.58 %","  9.00 %","  3.08 %","   .00 %","  3.65 %","  9.94 %",""
"2020-08-06"," 16.67 %","   .00 %","   .00 %","   .00 %","  9.86 %","  9.29 %","  1.27 %","  2.50 %","  1.67 %","   .00 %","   .00 %","  2.63 %","  6.10 %","  3.21 %","  3.48 %","  3.97 %","","  6.26 %","  2.58 %","  9.00 %","  1.33 %","   .00 %","  3.95 %","  7.86 %",""
