"date","Uttarakhand/Almora","Uttarakhand/Bageshwar","Uttarakhand/Chamoli","Uttarakhand/Champawat","Uttarakhand/Dehradun","Uttarakhand/Haridwar","Uttarakhand/Nainital","Uttarakhand/Pauri Garhwal","Uttarakhand/Pithoragarh","Uttarakhand/Rudraprayag","Uttarakhand/Tehri Garhwal","Uttarakhand/Udham Singh Nagar","Uttarakhand/Uttarkashi","Uttarakhand/lmora"
"2020-07-12","","92","","53","641","301","429","142","","","419","228","72",""
"2020-07-13","191","","76","","653","305","429","144","","","419","267","",""
"2020-07-14","","","","","653","305","440","144","","","419","267","72",""
"2020-07-15","195","","","55","685","306","444","150","65","","","288","83",""
"2020-07-16","197","","76","55","698","311","452","150","","","424","302","",""
"2020-07-17","199","","","56","708","318","452","151","","","","302","88",""
"2020-07-18","199","94","","58","724","318","452","","65","66","425","340","88",""
"2020-07-19","199","","77","","749","327","452","151","","","","340","88",""
"2020-07-20","199","","78","","779","330","503","153","","","432","341","89",""
"2020-07-21","199","","","58","788","332","503","162","67","","434","402","89",""
"2020-07-22","199","","80","60","810","339","503","162","67","","434","421","89",""
"2020-07-23","199","","81","","815","339","534","","70","","441","422","91",""
"2020-07-24","201","","","60","848","341","534","","70","66","442","422","95",""
"2020-07-25","201","94","","60","878","353","535","163","70","","442","428","99",""
"2020-07-26","201","","81","69","921","358","535","163","","66","454","428","101",""
"2020-07-27","210","","82","","943","372","559","170","70","66","458","450","107",""
"2020-07-28","210","94","82","69","984","372","559","","","","458","450","111",""
"2020-07-29","210","","","69","1026","372","598","170","70","","458","454","117",""
"2020-07-30","212","94","82","69","1059","514","598","170","70","66","","458","121",""
"2020-07-31","212","94","82","","1154","515","663","178","","66","458","461","121",""
"2020-08-01","246","94","","71","1207","522","668","183","77","66","491","461","137",""
"2020-08-02","246","","82","","1251","575","668","183","78","66","491","461","146",""
"2020-08-03","246","","","71","1267","660","668","183","","66","491","461","146",""
"2020-08-04","246","","82","74","1322","785","673","183","78","68","500","560","157",""
"2020-08-05","268","98","83","78","1362","872","749","184","85","68","508","687","166",""
"2020-08-06","282","98","85","82","1398","925","781","190","85","70","510","721","175",""
"2020-08-07","","","88","82","1491","1068","799","195","90","76","512","729","196",""
"2020-08-08","","99","88","82","1539","1147","850","196","90","76","513","775","201",""
"2020-08-09","285","113","88","82","1580","1203","897","196","91","76","513","775","210",""
"2020-08-10","290","132","88","92","1599","1262","926","208","91","76","521","781","210",""
"2020-08-11","294","146","92","95","1623","1315","952","209","114","76","521","795","213",""
"2020-08-12","317","146","93","95","1640","1361","972","214","114","87","542","867","214",""
"2020-08-13","319","146","103","95","1671","1407","987","221","","87","542","1083","214",""
"2020-08-14","322","153","103","98","1718","1529","1022","233","152","","546","1300","214",""
"2020-08-15","328","","103","113","1742","1655","1070","233","170","87","546","1307","216",""
"2020-08-16","329","154","107","115","1762","1873","1155","238","","","550","1314","221",""
"2020-08-17","","156","118","119","1778","2004","1243","250","171","89","585","1397","221",""
"2020-08-18","339","156","120","119","1834","2004","1272","256","171","91","602","1514","221",""
"2020-08-19","","159","133","121","1844","2179","1301","258","","91","625","1534","352",""
"2020-08-20","343","160","134","143","1877","2324","1326","269","","","644","1574","",""
"2020-08-21","347","173","136","148","1907","2402","1349","274","171","99","665","1627","353",""
"2020-08-22","352","173","153","162","2001","2522","1391","278","207","100","666","1637","354",""
"2020-08-23","366","177","173","166","2034","2598","1441","279","210","100","671","1787","453",""
"2020-08-24","369","180","182","174","2111","2712","1468","289","","107","728","1858","499",""
"2020-08-25","373","180","","185","2159","2767","1548","299","","114","741","1908","510",""
"2020-08-26","375","180","185","185","2238","2851","1623","301","210","140","743","1938","530",""
"2020-08-27","375","180","188","208","2256","2945","1699","303","210","140","744","1965","537",""
"2020-08-28","376","180","191","210","2298","3089","1700","325","212","142","745","2062","569",""
"2020-08-29","382","187","194","213","2380","3089","1751","326","213","154","766","2249","595",""
"2020-08-30","382","187","209","214","2501","3276","1848","331","213","155","798","2249","616",""
"2020-08-31","384","187","236","214","2710","3503","1905","350","213","162","827","2249","643",""
"2020-09-01","399","191","237","214","2790","3595","2075","367","","171","829","2249","657",""
"2020-09-02","407","199","243","214","2843","3822","2096","375","213","173","836","2300","691",""
"2020-09-03","413","199","243","214","2945","3853","2151","377","213","176","836","2599","701",""
"2020-09-04","413","199","295","214","3040","3960","2172","387","213","176","943","2684","726",""
"2020-09-05","413","199","299","220","3194","3960","2185","387","216","177","975","2976","756",""
"2020-09-06","459","199","299","","3354","4103","2221","403","218","177","1020","3079","796",""
"2020-09-07","502","224","301","221","3545","4165","2270","404","218","177","1020","3145","829",""
"2020-09-08","521","224","306","221","3653","4286","2276","425","218","180","1020","3283","835",""
"2020-09-09","525","225","326","233","3723","4386","2338","441","273","213","1118","3583","853",""
"2020-09-10","525","225","340","240","3723","4386","2389","471","308","213","1249","3836","853",""
"2020-09-11","525","225","340","249","3723","4386","2595","533","401","215","1249","4071","891",""
"2020-09-12","543","225","347","252","3831","4521","2595","563","401","218","1249","4346","915",""
"2020-09-13","557","225","351","258","4160","4521","2804","574","428","224","1312","4657","944",""
"2020-09-14","711","225","380","269","4431","4718","2928","597","428","227","1313","4828","997",""
"2020-09-15","758","250","391","314","4654","4805","3038","616","467","291","1352","5056","1068",""
"2020-09-16","782","296","411","340","4926","5132","3074","679","484","308","1422","5305","1093",""
"2020-09-17","786","297","413","354","5092","5199","3206","708","490","350","1446","5315","1129",""
"2020-09-18","802","313","435","374","5519","5492","3389","723","500","390","1539","5425","1169",""
"2020-09-19","809","337","442","404","5720","5564","3468","743","523","417","1580","5750","1191",""
"2020-09-20","821","346","446","405","6149","5689","3510","749","523","424","1642","5903","1196",""
"2020-09-21","858","346","451","416","6456","5961","3690","780","554","448","1750","6061","1204",""
"2020-09-22","943","355","492","424","6910","6181","3706","865","600","450","1786","6143","1227",""
"2020-09-23","959","366","517","443","7289","6367","3891","921","621","489","1810","6159","1266",""
"2020-09-24","960","366","537","453","7480","6480","4118","986","649","489","1815","6472","1324",""
"2020-09-25","976","452","571","453","8062","6656","4217","1005","667","491","1848","6855","1364",""
"2020-09-26","990","473","577","473","8451","6860","4279","1036","704","496","1854","7020","1411",""
"2020-09-27","1094","475","584","479","8695","7119","4300","1071","704","508","1877","7093","1438",""
"2020-09-28","1116","488","608","516","9134","7436","4409","1148","782","513","1896","7114","1461",""
"2020-09-29","1190","493","728","539","9545","7605","4710","1242","786","526","1915","7256","1499",""
"2020-09-30","1211","520","744","571","9969","7744","4848","1290","818","528","1951","7295","1521",""
"2020-10-01","1244","532","762","617","10185","7850","4910","1322","840","549","1951","7502","1547",""
"2020-10-02","1261","543","800","618","10381","7870","4919","1351","840","552","1951","7502","1563",""
"2020-10-03","1296","551","840","619","10638","7918","5100","1372","840","556","1981","7777","1582",""
"2020-10-04","1321","552","857","619","10796","7946","5146","1394","840","593","1999","7797","1602",""
"2020-10-05","1345","573","904","653","11007","8187","5215","1510","878","594","1999","7875","1603",""
"2020-10-06","1347","576","908","653","11269","8347","5288","1547","890","615","2015","7881","1607",""
"2020-10-07","1385","588","918","654","11464","8371","5344","1563","950","624","2046","8086","1613",""
"2020-10-08","1406","614","963","654","11710","8487","5439","1632","968","626","2167","8134","1710",""
"2020-10-09","1416","619","991","688","12291","8677","5480","1781","975","638","2199","8168","1826",""
"2020-10-10","1420","625","1017","689","12469","8677","5587","1782","985","643","2206","8184","1877",""
"2020-10-11","1420","626","1048","768","12591","8830","5592","1787","985","672","2219","8193","1886",""
"2020-10-12","1437","636","1058","796","12734","8967","5628","1792","1005","681","2281","8326","1940",""
"2020-10-13","1441","647","1077","808","12988","9082","5701","1847","1042","695","2324","8326","1968",""
"2020-10-14","1453","662","1089","819","13144","9261","5768","1863","1081","702","2376","8535","2020",""
"2020-10-15","1472","685","1174","826","13396","9347","5819","1898","1081","727","2514","8593","2074",""
"2020-10-17","1498","697","1227","834","13522","9523","5940","1948","1109","743","2517","8613","2100",""
"2020-10-18","1499","697","1230","837","13533","9565","5942","1951","1109","763","2525","8641","2141",""
"2020-10-19","1520","707","1244","865","13671","9598","5979","1971","1134","849","2584","8662","2153",""
"2020-10-20","1527","715","1254","865","13774","9679","5983","2036","1150","853","2584","8718","2175",""
"2020-10-21","1551","723","1270","923","14082","9760","6101","2066","1162","866","2607","8760","2212",""
"2020-10-22","1585","729","1336","936","14274","9814","6145","2127","1188","868","2631","8793","2225",""
"2020-10-23","1598","733","1356","941","14532","9867","6164","2192","1207","868","2651","8795","2265",""
"2020-10-25","","742","1421","960","14638","9893","6179","2192","1207","920","2675","8796","2267",""
"2020-10-26","1627","758","1445","960","14834","10063","6337","2202","1228","926","2682","8853","2273",""
"2020-10-27","1641","774","1455","969","14949","10113","6396","2225","1237","936","2711","8907","2297",""
"2020-10-28","1665","782","1475","977","15076","10133","6481","2278","1242","944","2734","8959","2327",""
"2020-10-29","1668","782","1513","979","15251","10165","6524","2386","1247","947","2747","8964","2356",""
"2020-10-30","1673","782","1524","1025","15326","10186","6564","2387","1247","957","2749","8976","2375",""
"2020-10-31","1673","782","1537","1025","15407","10187","6583","2391","1247","960","2762","8976","2393",""
"2020-11-01","1698","782","1555","1025","15463","10194","6594","2397","1249","1000","2767","8976","2401",""
"2020-11-02","1703","811","1591","1025","15559","10228","6629","2495","1288","1029","2781","8986","2417",""
"2020-11-03","1713","821","1592","1030","15767","10264","6633","2533","1288","1062","2793","9012","2443",""
"2020-11-04","1714","830","1607","1030","15853","10288","6639","2564","1313","1065","2804","9056","2458",""
"2020-11-05","1725","835","1615","1030","15934","10341","6785","2607","1313","1102","2831","9206","2499",""
"2020-11-06","1745","835","1669","1038","16032","10373","6832","2660","1386","1103","2846","9208","2500",""
"2020-11-07","1748","847","1674","1038","16108","10417","6857","2729","1409","1126","2846","9263","2502",""
"2020-11-08","1749","847","1676","1038","16173","10418","6861","2733","","1129","2912","9263","2511",""
"2020-11-09","1758","857","1696","","16234","10442","6861","2763","1421","1149","2924","9263","2518",""
"2020-11-10","1758","862","1743","1038","16309","10463","6980","2839","1428","1280","2948","9263","2518",""
"2020-11-11","1792","875","1765","1094","16372","10509","7031","2873","1446","1322","2950","9348","2523",""
"2020-11-12","1808","885","1811","1094","16508","10554","7035","3070","1465","1323","2956","9356","2567",""
"2020-11-15","1815","885","1813","","16625","10554","7042","3073","1485","1379","2956","9356","2573",""
"2020-11-16","1816","886","1878","1094","16751","10558","7184","3113","1500","1414","2959","9356","2582",""
"2020-11-17","1859","886","1912","1094","16843","10605","7225","3170","1554","1436","2970","9395","2582",""
"2020-11-18","1861","927","1955","1094","16992","10680","7234","3217","1565","1436","2978","9423","2594",""
"2020-11-19","1880","933","1986","1101","17101","10748","7242","3223","1580","1471","2990","9493","2596",""
"2020-11-20","1934","933","2009","1119","17205","10822","7337","3311","1618","1489","3015","9531","2606",""
"2020-11-21","1937","954","2071","1122","17372","10875","7367","3319","1644","1522","3016","9580","2608",""
"2020-11-22","1938","955","2097","1122","17487","10890","7374","3320","1644","1574","3027","9580","2630",""
"2020-11-23","1965","955","2128","1122","17536","10905","7461","3436","1667","1578","3061","9619","2633",""
"2020-11-24","1967","974","2131","1122","17610","10922","7467","3437","1667","1585","3094","9619","2644",""
"2020-11-25","2014","975","2147","1162","17750","10935","7494","3499","1696","1591","3115","9640","2665",""
"2020-11-26","2029","988","2152","1163","17882","10954","7513","3511","1699","1614","3119","9702","2674",""
"2020-11-27","2033","992","2168","1163","17985","10989","7583","3539","1736","1639","3136","9742","2686",""
"2020-11-28","2041","1009","2242","1163","18172","11019","7583","3544","1737","1648","3137","9746","2692",""
"2020-11-29","2044","1011","2242","1163","18377","11019","7583","3544","1783","1661","3137","9746","2701",""
"2020-11-30","2051","1012","2296","1163","18545","11022","7657","3555","1783","1694","3137","9746","2702",""
"2020-12-01","2093","1021","2320","1164","18726","11057","7694","3639","1845","1705","3159","9773","2705",""
"2020-12-26","2093","1033","2320","1180","18900","11117","7793","3645","1868","1709","3159","9781","2719",""
"2020-12-27","2133","1044","2320","1180","19018","11117","7836","3645","1868","1713","3171","9781","2720",""
"2020-12-28","2133","1044","2424","1180","19068","11153","7850","3675","1868","1733","3173","9830","2720",""
"2020-12-29","2192","1045","2430","1185","19206","11207","7974","3697","1899","1747","3201","9880","2743",""
"2020-12-30","2239","1052","2434","1270","19437","11256","8113","3699","1905","1754","3214","9913","2844",""
"2020-12-31","2250","1057","2468","1270","19630","11298","8217","3771","1905","1774","3229","9929","2871",""
"2021-01-01","2272","1057","2476","1294","19809","11333","8322","3783","1965","1777","3239","9940","2894",""
"2021-01-02","2288","1070","2481","1294","19995","11365","8424","3800","1994","1796","3253","9949","2915",""
"2021-01-03","2292","1071","2481","1294","20144","11365","8484","3802","1994","1797","3253","9949","2942",""
"2021-01-04","2312","","2488","1294","20317","11422","8598","3839","2117","1809","3291","10038","2967",""
"2021-01-05","2314","1073","2497","1368","20432","11472","8671","3852","2209","1809","3306","10060","2983",""
"2021-01-06","2328","1080","2502","1375","20619","11509","8771","3865","2210","1809","3310","10073","3010",""
"2021-01-07","2328","1080","2513","1377","20834","11525","8881","3878","2210","1815","3328","10095","3036",""
"2021-01-08","2340","1081","2522","1386","20967","11550","8983","3894","2247","1819","3336","10116","3049",""
"2021-01-09","2340","1083","2522","1386","21051","11550","9091","3896","2247","1820","3352","10116","3079",""
"2021-01-10","2341","1084","2522","1387","21162","11550","9194","3904","2298","1831","3353","10116","3094",""
"2021-01-11","2379","1090","2528","1387","21336","11628","9317","3904","2327","1836","3369","10156","3102",""
"2021-01-12","2381","1092","2534","1387","21436","11661","9369","3942","2329","1840","3374","10172","3118",""
"2021-01-13","2385","1106","2535","1425","21565","11678","9429","3953","2330","1847","3378","10172","3121",""
"2021-01-14","2385","1107","2536","1430","21633","11707","9486","3953","","1851","3382","10184","3127",""
"2021-01-15","2395","1110","2540","1441","21717","11724","9554","3956","2348","1855","3394","10184","3127",""
"2021-01-16","2398","1111","2542","1441","21823","11767","9605","3968","2348","1863","3407","10215","3129",""
"2021-01-17","","","2542","1441","21878","11769","9645","","","1863","3408","10215","3129",""
"2021-01-18","2419","","2552","","21967","11818","9694","4001","2363","1867","3416","10253","3143",""
"2021-01-19","2448","1111","2553","1447","22030","11855","9749","4014","2375","1872","3443","10253","3146",""
"2021-01-20","2448","","2554","","22095","11857","9811","4014","2375","","3444","10253","3146",""
"2021-01-21","2451","1111","2560","1470","22200","11890","9867","4023","2380","1873","3456","10264","3165",""
"2021-01-22","2467","1120","2569","1470","22272","11907","9915","4025","2380","1873","3464","10265","3166",""
"2021-01-23","2467","1121","2573","1502","22337","11933","9942","4025","2390","1873","3470","10299","3173",""
"2021-01-24","","","2573","1470","22367","11933","9967","","2390","","3470","10299","3175",""
"2021-01-25","","","2626","","22448","11980","10000","4034","2394","1881","3488","10299","3176",""
"2021-01-26","","1125","2634","","22506","11980","10026","","","1884","3488","10299","3179",""
"2021-01-27","2475","1125","2636","1470","22554","12005","10031","","2395","1885","3493","10299","3180",""
"2021-01-28","2478","1127","2636","","22632","12032","10059","4034","2398","","","10310","3206",""
"2021-01-29","2478","1127","2637","1470","22674","12048","10089","4034","2399","1890","3494","10325","3211",""
"2021-01-30","2504","","2638","","22733","12063","10125","4062","2400","1890","","10325","3212",""
"2021-01-31","","","","1470","22796","12063","10147","","","1890","","10325","3213",""
"2021-02-01","2505","","2639","","22855","12087","10182","","2402","1893","3499","10332","3215",""
"2021-02-02","2505","1127","","1470","22883","12098","10212","","","1895","3504","10333","3218",""
"2021-02-03","","","2640","","22903","12113","10234","","","","","10370","3218",""
"2021-02-04","2510","","2642","","22947","12124","10256","","2406","","3507","10370","3219",""
"2021-02-05","2510","1133","2642","","23006","12126","10277","","2406","1895","3514","10372","",""
"2021-02-06","2513","","2643","1470","23037","12141","10277","4062","2406","","","10372","",""
"2021-02-07","","","","","23048","12141","10301","","","1895","","10372","",""
"2021-02-08","","1145","","1470","23080","12163","10312","4062","2406","1896","3525","10425","",""
"2021-02-09","","1166","2643","","23097","12174","10327","","2408","","3526","10425","",""
"2021-02-10","2526","1176","2643","","23127","12181","10340","","2418","1897","3526","10450","3220",""
"2021-02-11","2526","","2643","","23158","12190","10361","","2430","","3528","10450","3222",""
"2021-02-12","","1185","2643","1470","23186","12199","10371","4062","2436","","3528","10450","3223",""
"2021-02-13","2526","","","","23208","12208","10387","","2436","","3528","10450","",""
"2021-02-14","","","","1470","23208","12208","10387","","2437","","","10450","",""
"2021-02-15","","1202","2643","","23248","12209","10395","","2445","1898","3530","10472","",""
"2021-02-16","2529","1209","2647","","23274","12226","10407","4062","2457","1913","","10472","",""
"2021-02-17","2531","","","","23302","12238","10418","","2457","","3530","10472","",""
"2021-02-18","","","2647","","23311","12247","10430","","","","","10472","",""
"2021-02-19","","","2653","","23341","12250","10437","","","","","10494","",""
"2021-02-20","2530","1211","2657","1539","23181","12222","10347","4049","2457","","3521","10456","3222",""
"2021-02-21","","","2657","","23193","12225","10347","4049","","1914","3521","10456","",""
"2021-02-22","2557","1217","2657","1539","23198","12243","10358","4050","","","3523","10456","3224",""
"2021-02-23","2576","1218","2660","","23203","12243","10363","4052","2460","","3523","10456","",""
"2021-02-24","2576","","2664","","23223","12266","10369","","","","","10483","",""
"2021-02-25","2577","","2664","1539","23236","12278","10376","","2471","","","10491","",""
"2021-02-26","","1218","","","23260","12284","10382","","2473","","","10491","",""
"2021-02-27","2578","","2665","","23269","12284","10389","4028","2472","1915","3525","10498","3225",""
"2021-02-28","2578","","2666","1539","23279","12284","10389","","","","3525","10498","",""
"2021-03-01","","","2669","","23289","12284","10400","4030","","","3525","10498","",""
"2021-03-02","2581","1222","","","23294","12313","10413","4032","","1915","3526","10506","",""
"2021-03-03","2591","","","","23299","12319","10418","4034","","1915","3529","10506","",""
"2021-03-04","2591","","2671","","23303","12324","10426","4034","2472","","","10506","",""
"2021-03-05","","1222","","","23323","12329","10435","4035","","","","10506","",""
"2021-03-06","","1222","","","23343","12335","10445","4035","2472","","3530","10507","3225",""
"2021-03-07","2591","","","","23363","12335","10447","4035","","","","10507","",""
"2021-03-08","","","2671","","23383","12335","10449","4039","","","","10507","",""
"2021-03-09","2592","","2672","1539","23403","12368","10468","4039","","","","10531","",""
"2021-03-10","","","","","23423","12378","10480","4039","","1915","3533","10531","",""
"2021-03-11","","1222","","","23443","12378","10486","4039","","1915","","10531","",""
"2021-03-12","","1222","","","23463","12405","10500","4044","","1915","3535","10531","",""
"2021-03-13","2592","1222","","","23483","12405","10585","4045","2472","","","","",""
"2021-03-14","","","","","23503","12405","10589","","2472","1915","","10531","3225",""
"2021-03-15","","","2674","","23523","12420","10610","4046","","1916","3536","10556","",""
"2021-03-16","2592","1225","","","23533","12433","10624","","","","3537","10562","",""
"2021-03-17","2592","","2675","","23543","12442","10635","4049","2472","","3538","10562","",""
"2021-03-18","2592","1225","","","23563","12462","10648","4049","2475","","3538","10567","3225",""
"2021-03-19","2592","","2675","","23593","12479","10661","4055","2477","1916","","10568","3225",""
"2021-03-20","2592","","2676","1539","23623","12484","10675","4055","","1916","3538","10568","3225",""
"2021-03-21","2592","1225","2676","","23653","12485","10675","4055","","1916","3538","10568","3226",""
"2021-03-22","2599","","","","23673","12490","10702","4060","2477","","3538","10575","3226",""
"2021-03-23","","","2676","","23693","12503","10720","","","1916","3538","10575","3227",""
"2021-03-24","2599","","","","23733","12504","10721","4060","2477","1921","3538","10576","3228",""
"2021-03-25","2599","1225","2676","","23773","12573","10733","4060","2477","1921","3538","10576","3228",""
"2021-03-26","2599","1225","2676","","23813","12615","10744","4060","","1921","3538","10641","3231",""
"2021-03-27","2599","","2676","1539","23853","12627","10759","4060","2477","1921","3538","10641","3231",""
"2021-03-28","2599","1225","","","23893","12629","10759","4060","2477","1921","3538","10641","3231",""
"2021-03-29","2599","","","","23933","12629","10759","4060","2477","","3538","","3231",""
"2021-03-30","2599","1225","2676","","23973","12688","10769","4065","","","","10674","3231",""
"2021-03-31","","1225","2676","","24013","12740","10786","4065","2477","","3547","10674","3231",""
"2021-04-01","2599","1225","2680","1547","24063","12773","10811","4065","2477","1921","3547","10674","3236",""
"2021-04-02","2599","1225","2685","1547","24131","12861","10839","4067","2477","1924","3547","10674","3236",""
"2021-04-03","2599","1225","2687","","24251","12890","10863","4068","2477","1924","3547","10674","3236",""
"2021-04-04","2599","1225","2690","1547","24364","12892","10868","4068","2497","1927","3547","10674","3238",""
"2021-04-05","2600","1227","2692","1547","24542","13005","10884","4073","","1932","3548","10674","",""
"2021-04-06","2603","1227","2692","1547","24647","13059","10896","4097","2497","1932","3554","10812","3247",""
"2021-04-07","2611","","2692","1547","24664","13074","10910","4098","","1936","3566","10812","3264",""
"2021-04-08","2617","1227","2697","1547","24857","13114","10920","4098","2497","1946","3567","10812","3264",""
"2021-04-09","2617","1227","2701","1547","25027","13194","10965","4107","2497","","3567","10824","3271",""
"2021-04-10","2623","1234","2701","1547","25186","13271","10986","4107","2500","1946","3580","10854","3272",""
"2021-04-11","2623","1235","2701","1547","25218","13383","11000","4131","2504","1946","3580","10908","3274",""
"2021-04-12","2633","1235","2701","1547","25637","13386","11038","4141","2504","1952","3629","10966","3286",""
"2021-04-13","2633","1235","2704","1547","25818","13530","11067","4141","2504","1952","3629","11013","3287",""
"2021-04-14","2635","1235","2704","1547","26082","13668","11098","4141","2504","1955","3629","11058","3287",""
"2021-04-15","2651","1236","2707","1547","26187","13847","11163","4143","2505","1958","3629","11079","3288",""
