"date","Gujarat/Ahmedabad","Gujarat/Amreli","Gujarat/Anand","Gujarat/Aravalli","Gujarat/Banaskantha","Gujarat/Bharuch","Gujarat/Bhavnagar","Gujarat/Botad","Gujarat/Chhota Udaipur","Gujarat/Dahod","Gujarat/Dang","Gujarat/Devbhumi Dwarka","Gujarat/Gandhinagar","Gujarat/Gir Somnath","Gujarat/Jamnagar","Gujarat/Junagadh","Gujarat/Kheda","Gujarat/Kutch","Gujarat/Mahisagar","Gujarat/Mehsana","Gujarat/Morbi","Gujarat/Narmada","Gujarat/Navsari","Gujarat/Other State","Gujarat/Other state","Gujarat/Panchmahal","Gujarat/Patan","Gujarat/Porbandar","Gujarat/Rajkot","Gujarat/Sabarkantha","Gujarat/Surat","Gujarat/Surendranagar","Gujarat/Tapi","Gujarat/Udalguri","Gujarat/Vadodara","Gujarat/Valsad","Gujarat/dahod","Gujarat/kutch","Gujarat/other state","Gujarat/porbandar","Gujarat/surat","Gujarat/surendranagar","Gujarat/tapi","Gujarat/vadodara"
"2020-06-06","9550","4","77","111","99","20","88","","20","","","","169","42","43","","58","","107","81","","","14","","","74","57","","59","86","1249","","","","688","26","","1","","","","","",""
"2020-06-07","9773","6","77","112","100","20","89","","","","","","176","43","","","58","","","82","","","15","8","","77","59","","62","","1285","","","","","26","","6","","","","7","","25"
"2020-06-08","9991","6","78","112","100","21","89","","","","","","177","43","43","27","59","57","","85","4","","15","8","","78","","","63","87","1342","21","","","716","28","","","","","","","",""
"2020-06-09","10239","8","79","114","106","21","91","","29","","","","179","","","28","62","58","","90","","","20","8","","80","60","","66","87","1390","24","","","780","29","","","","","","","",""
"2020-06-10","10505","9","81","115","106","21","91","","29","","","12","191","","45","29","62","58","","94","4","","23","8","","81","62","6","67","88","1443","26","","","794","","","","","","","","",""
"2020-06-11","10736","","85","117","106","23","96","","29","33","","","198","43","45","29","66","59","","100","4","19","24","8","","83","63","","67","88","1515","26","","","819","29","","","","","","","",""
"2020-06-12","10979","9","87","118","114","23","97","55","30","","","","238","","45","","68","59","","105","","19","24","8","","86","63","","67","88","1569","26","","","851","","","","","","","","",""
"2020-06-13","11234","9","87","119","116","27","97","55","30","34","","","256","43","46","29","70","61","107","109","","19","26","8","","86","64","","68","","1657","26","5","","859","","","","","","","","",""
"2020-06-14","11458","9","90","119","121","27","100","55","","35","","13","268","","57","","71","","107","116","","23","","8","","86","66","","71","88","1756","26","","","925","","","","","","","","",""
"2020-06-15","11683","10","93","121","121","28","","55","","39","","14","292","","57","29","74","61","","116","","23","27","8","","86","70","","73","88","1814","28","","","933","29","","","","","","","",""
"2020-06-16","11918","11","94","123","121","32","101","55","31","","4","14","294","","57","30","77","61","","116","4","","","8","","88","72","","73","88","1897","36","","","995","37","","","","","","","",""
"2020-06-17","12141","11","97","123","131","32","103","55","32","40","","14","295","43","61","30","78","65","107","116","4","23","29","8","","91","73","","73","88","1961","36","","","1019","41","","","","","","","",""
"2020-06-18","12422","11","104","125","134","32","104","55","32","41","","","310","","61","30","80","","","","4","23","32","8","","91","76","7","73","89","2014","36","","","1033","43","","","","","","","",""
"2020-06-19","12628","","112","126","134","39","106","","32","41","","","315","","63","32","85","66","107","122","5","23","32","","","98","79","","76","93","2069","37","","","1054","43","","","","","","","",""
"2020-06-20","13046","13","112","129","138","39","110","56","","42","","14","319","44","63","34","85","69","107","122","5","23","32","","","103","81","","81","96","2121","42","","","1074","43","","","","","","","",""
"2020-06-21","13473","13","112","132","138","46","117","56","33","42","","14","334","45","67","34","86","","","126","","","37","","","107","83","","81","96","2252","42","","","1114","46","","","","","","","",""
"2020-06-22","13874","14","118","136","138","46","118","56","","","","","338","45","67","34","89","73","108","134","","25","38","","","110","86","","82","98","2315","42","","","1165","47","","","","","","","",""
"2020-06-23","14295","17","120","139","138","65","121","62","34","43","","14","354","46","68","39","91","77","108","134","","30","38","8","","114","88","","83","98","2402","43","5","","1181","47","","","","","","","",""
"2020-06-24","14696","21","125","144","138","65","127","62","34","43","","15","370","46","70","43","93","78","110","136","","30","38","","","114","89","","90","101","2467","43","","","1229","47","","","","","","","",""
"2020-06-25","14912","23","133","144","142","76","128","62","","43","","","406","46","77","46","96","78","","136","6","32","38","","","117","89","","98","105","2513","46","","","1281","47","","","","","","","",""
"2020-06-26","15122","25","143","152","144","79","129","62","34","43","","","419","","78","47","101","81","110","136","6","32","38","8","","124","97","","102","106","2662","49","","","1382","","","","","","","","",""
"2020-06-27","15340","28","151","160","144","86","129","63","34","43","","","431","46","91","48","104","83","110","138","6","33","40","8","","127","100","","102","110","2731","58","5","","1392","47","","","","","","","",""
"2020-06-28","15521","29","154","161","150","86","132","65","","","","","440","46","93","48","107","83","","138","7","33","41","8","","130","102","7","102","110","2887","58","5","","1409","47","","","","","","","",""
"2020-06-29","15692","32","164","163","150","90","132","65","","","","15","442","46","94","48","108","84","112","138","8","37","42","8","","133","102","","109","111","3074","63","6","","1435","54","","","","","","","",""
"2020-06-30","15829","33","170","167","152","92","132","65","","45","","15","463","46","107","48","114","84","113","138","9","44","45","8","","134","102","7","112","111","3231","64","","","1489","54","","","","","","","",""
"2020-07-01","15954","36","178","168","152","103","132","65","34","45","","16","478","46","115","54","114","87","115","141","9","46","51","","","135","104","","114","112","3360","65","","","1527","54","","","","","","","",""
"2020-07-02","16115","42","178","172","154","117","134","65","36","46","","16","490","47","118","55","118","87","115","145","13","53","51","","","142","108","7","114","115","3565","72","8","","1630","58","","","","","","","",""
"2020-07-03","16246","","188","172","154","117","134","65","40","46","","16","506","47","118","57","118","87","118","154","17","59","61","","","145","108","10","114","115","3637","77","8","","1687","63","","","","","","","",""
"2020-07-04","16474","46","196","179","154","124","137","69","","48","","16","508","47","121","57","124","90","118","154","17","68","62","","","149","115","","137","116","3746","89","","","1716","64","","","","","","","",""
"2020-07-05","16690","46","","179","161","124","138","69","40","48","","18","521","49","147","62","127","97","118","160","17","79","73","","","154","119","","143","116","3852","89","8","","1769","66","","","","","","","",""
"2020-07-06","16930","48","197","183","162","145","138","69","40","48","","","534","49","148","63","134","100","118","160","18","85","75","","","154","119","","143","127","3938","102","8","","1774","71","","","","","","","",""
"2020-07-07","17054","48","202","190","175","149","171","69","47","48","","18","551","49","158","67","139","101","118","162","19","88","82","24","","158","130","12","152","129","4014","104","8","","1816","85","","","","","","","",""
"2020-07-08","17224","66","213","197","181","149","175","73","48","51","4","","561","49","158","67","144","112","118","166","20","88","84","","","161","143","13","152","129","4195","107","9","","1917","94","","","","","","","",""
"2020-07-09","17363","75","219","199","183","169","182","73","49","51","","21","577","49","158","70","158","116","","174","22","88","93","","","164","143","14","164","140","4319","107","9","","1945","99","","","","","","","",""
"2020-07-10","17524","78","227","203","183","178","194","75","49","51","","","583","49","158","70","169","123","","181","24","90","109","36","","167","164","14","167","142","4437","122","9","","1958","103","","","","","","","",""
"2020-07-11","17650","80","233","209","183","196","204","76","51","51","","21","601","49","187","70","175","134","118","187","27","90","126","","","172","173","14","167","147","4573","124","11","","2026","117","","","","","","","",""
"2020-07-12","17783","83","240","210","221","214","204","78","52","55","","22","615","49","196","123","181","136","118","187","34","94","133","","","175","176","16","167","156","4711","132","14","","2057","123","","","","","","","",""
"2020-07-13","17908","85","253","210","223","232","205","81","52","55","","","639","","196","171","198","144","127","195","38","","138","","","184","184","16","167","168","4897","136","14","","2159","123","","","","","","","",""
"2020-07-14","18088","88","259","214","283","232","209","81","53","55","","23","653","49","196","183","204","151","127","204","42","95","151","52","","187","193","18","218","168","5144","136","23","","2221","148","","","","","","","",""
"2020-07-15","18300","90","271","216","283","257","215","86","","60","","","665","52","203","228","217","154","134","211","49","96","156","60","","190","205","19","218","176","5367","137","32","","2359","157","","","","","","","",""
"2020-07-16","18488","93","281","219","303","273","219","87","53","60","","","677","52","204","290","233","154","134","220","58","96","162","71","","209","225","","256","182","5558","137","39","","2525","167","","","","","","","",""
"2020-07-17","18653","95","289","222","312","293","235","87","57","60","","23","694","52","204","301","241","167","143","229","62","98","180","","","209","225","","256","185","5909","148","39","","2612","167","","","","","","","",""
"2020-07-18","18822","109","297","223","325","325","247","87","57","60","7","24","719","52","224","333","260","174","143","237","65","102","191","","","213","248","","395","192","6246","163","45","","2714","213","","","","","","","",""
"2020-07-19","18989","116","304","229","342","325","408","87","63","60","","","729","58","227","358","277","189","143","243","67","102","215","","11","216","248","","395","192","6453","174","","","2874","213","","","","1","","","5",""
"2020-07-20","19189","116","311","229","351","351","411","87","66","60","","25","759","58","232","384","294","197","143","248","87","103","229","","","223","268","19","404","195","6719","180","52","","2958","213","","","","","","","",""
"2020-07-21","19394","135","319","233","364","371","461","87","","60","7","25","817","58","256","406","301","204","143","254","100","110","238","","","224","275","22","411","202","6892","190","55","","3019","213","","","","","","","",""
"2020-07-22","19606","149","327","234","367","399","577","123","67","60","","","837","58","267","420","325","212","143","258","105","110","248","","","231","275","","421","209","7052","195","56","","3060","304","","","","","","","",""
"2020-07-23","19809","161","331","237","373","406","629","124","73","60","","26","862","58","267","434","343","220","143","263","106","110","260","","","242","285","23","429","218","7257","211","57","","3131","312","","","","","","","",""
"2020-07-24","20014","165","338","237","373","406","667","136","77","60","9","26","887","58","288","469","353","225","174","269","118","115","266","72","","245","289","23","567","229","7484","221","59","","3179","312","","","","","","","",""
"2020-07-25","20184","169","344","242","418","448","714","136","79","71","","26","902","89","305","494","374","227","174","278","122","130","291","","","249","293","25","618","229","7651","227","66","","3224","312","","","","","","","",""
"2020-07-26","20352","175","348","244","445","462","756","136","79","105","9","26","921","113","310","517","398","230","174","286","133","149","301","","","258","299","26","675","241","7798","240","71","","3258","338","","","","","","","",""
"2020-07-27","20815","186","356","248","445","475","788","136","94","106","","26","940","142","342","543","416","230","195","286","136","163","315","72","","262","305","27","696","254","7982","240","84","","3301","345","","","","","","","",""
"2020-07-28","20981","195","360","252","471","524","830","144","95","119","10","28","971","151","402","569","428","256","195","297","141","173","332","","","270","305","27","767","268","8230","331","93","","3352","353","","","","","","","",""
"2020-07-29","21098","202","375","252","493","535","895","147","97","127","10","31","1012","163","410","595","440","271","195","317","145","193","343","72","","279","319","27","792","273","8448","331","96","","3431","361","","","","","","","",""
"2020-07-30","21217","230","385","255","591","557","895","158","104","136","11","31","1051","175","415","621","458","280","210","323","151","229","352","","","288","330","29","862","286","8668","348","106","","3462","368","","","","","","","",""
"2020-07-31","21329","234","388","259","604","583","940","158","105","145","","33","1072","219","436","642","473","301","210","386","168","245","375","72","","295","330","30","877","299","8857","356","112","","3547","396","","","","","","","",""
"2020-08-01","21446","241","402","259","604","595","966","184","111","145","11","33","1157","253","444","673","486","316","210","424","180","253","385","72","","309","394","30","920","299","9044","394","120","","3595","407","","","","","","","",""
"2020-08-02","21553","254","410","262","604","595","1029","198","118","184","","37","1194","257","445","691","501","331","210","464","194","274","395","72","","310","415","30","943","299","9251","394","122","","3705","415","","","","","","","",""
"2020-08-03","21662","273","429","263","751","676","1095","198","","184","11","41","1209","273","449","719","512","341","210","485","202","276","404","72","","321","443","30","1076","299","9446","399","126","","3733","415","","","","","","","",""
"2020-08-04","21769","296","429","266","751","691","1159","198","146","184","11","43","1230","280","498","737","523","355","210","502","212","286","425","","","325","479","41","1093","324","9659","439","126","","3865","415","","","","","","","",""
"2020-08-05","21896","311","450","267","751","716","1205","198","146","184","12","45","1255","280","513","802","543","377","210","531","232","300","444","","","353","507","41","1247","336","9877","456","130","","3945","453","","","","","","","",""
"2020-08-06","22013","324","461","271","751","743","1246","211","154","184","12","47","1264","360","524","818","562","400","210","545","239","315","455","","","375","544","41","1259","344","10164","487","131","","3984","492","","","","","","","",""
"2020-08-07","22133","347","470","274","751","757","1306","211","163","385","17","48","1305","393","577","839","574","416","210","565","244","347","469","72","","395","579","41","1325","355","10532","519","131","","4075","547","","","","","","","",""
"2020-08-08","22254","358","481","277","751","773","1329","223","168","418","21","52","1354","393","577","872","587","425","210","580","259","351","482","","","400","584","102","1329","355","11081","519","133","","4142","595","","","","","","","",""
"2020-08-09","22360","375","494","281","790","794","1381","247","168","418","21","52","1391","404","577","916","599","443","210","603","284","356","498","72","","418","597","102","1385","355","11670","545","133","","4253","626","","","","","","","",""
"2020-08-10","22473","400","509","281","808","818","1434","247","174","474","","52","1426","423","577","945","612","456","331","641","307","361","507","","","440","622","102","1441","378","11930","575","140","","4334","645","","","","","","","",""
"2020-08-11","22677","406","518","283","828","838","1463","247","174","491","","56","1470","434","871","961","623","456","331","641","316","368","523","","","443","635","102","1520","397","12113","597","147","","4413","661","","","","","","","",""
"2020-08-12","22899","425","528","284","839","856","1508","267","178","501","","56","1508","434","896","969","638","483","331","674","330","374","527","","","468","667","102","1589","401","12307","617","163","","4492","669","","","","","","","",""
"2020-08-13","23134","425","534","284","853","873","1582","267","181","545","","69","1538","467","907","995","648","516","331","711","341","397","545","72","","468","672","","1605","421","12505","624","","","4640","679","","","","1","","","9",""
"2020-08-14","23381","452","534","284","853","888","1621","280","186","572","","69","1582","490","920","1009","659","534","369","719","352","411","553","","","507","688","102","1620","452","12709","625","163","","4824","697","","","","","","","",""
"2020-08-15","23569","459","578","288","853","888","1661","280","190","572","","69","1611","490","948","1040","670","544","369","719","370","418","567","72","","525","700","102","1671","452","13076","666","168","","4898","709","","","","","","","",""
"2020-08-16","23743","469","578","290","879","899","1691","280","192","572","","69","1639","517","962","1048","681","571","369","729","391","427","588","72","","541","712","102","1735","452","13412","675","173","","4967","726","","","","","","","",""
"2020-08-17","23925","496","585","291","889","918","1729","280","194","614","","69","1664","541","962","1072","700","593","369","761","404","433","604","72","","549","716","153","1817","483","13710","693","176","","5034","738","","","","","","","",""
"2020-08-18","24103","510","590","293","889","933","1759","298","195","614","21","74","1700","556","1035","1089","718","614","412","797","415","440","627","95","","560","720","158","1830","494","14058","710","184","","5145","750","","","","","","","",""
"2020-08-19","24283","537","597","296","889","947","1804","309","202","614","","74","1727","635","1058","1113","738","634","425","806","426","450","645","95","","602","742","181","1897","503","14382","723","191","","5193","767","","","","","","","",""
"2020-08-20","24450","619","603","298","913","970","1848","315","205","677","","74","1759","643","1059","1151","751","662","425","820","445","456","670","95","","606","752","181","1962","513","14683","740","199","","5268","796","","","","","","","",""
"2020-08-21","24617","644","603","299","930","991","1879","321","205","677","21","74","1773","656","1367","1195","762","681","425","820","467","464","684","98","","610","760","181","2094","521","15023","751","206","","5347","807","","","","","","","",""
"2020-08-22","24793","665","609","299","945","1000","1925","334","211","677","31","74","1798","656","1411","1222","770","708","425","826","489","472","691","102","","614","777","181","2179","521","15331","772","212","","5394","819","","","","","","","",""
"2020-08-23","24965","685","617","299","965","1022","1960","334","211","735","","74","1818","656","1498","1228","784","727","425","947","505","477","703","105","","614","781","181","2247","521","15505","780","228","","5450","827","","","","","","","",""
"2020-08-24","25129","725","632","301","965","1035","2014","342","211","735","","74","1836","686","1551","1235","797","753","425","975","527","478","712","107","","738","817","197","2300","543","15687","796","234","","5503","835","","","","","","","",""
"2020-08-25","25302","739","635","301","1021","1109","2049","342","221","776","","74","1855","720","1614","1260","807","773","440","982","550","486","723","113","","812","829","197","2339","548","15833","822","234","","5562","838","","","","","","","",""
"2020-08-26","25466","779","635","302","1036","1157","2086","355","224","794","31","91","1889","727","1722","1285","818","791","491","1023","588","494","733","114","","842","838","214","2380","559","16007","830","240","","5601","842","","","","","","","",""
"2020-08-27","25618","792","654","302","1048","1172","2124","360","231","814","31","91","1907","741","1832","1314","829","817","491","1064","610","507","737","","","857","848","282","2450","562","16219","846","246","","5814","853","","","","","","","",""
"2020-08-28","25780","808","654","306","1072","1187","2174","362","234","814","32","91","1935","754","1929","1353","849","839","491","1088","634","512","757","","","919","874","282","2505","564","16432","858","251","","5914","859","","","","","","","",""
"2020-08-29","25940","836","662","309","1090","1210","2217","370","234","854","33","91","1962","764","2028","1394","857","860","567","1088","666","515","762","","","981","874","282","2539","575","16657","873","257","","6015","862","","","","","","","",""
"2020-08-30","26104","850","662","309","1110","1228","2258","383","243","881","33","126","1987","801","2126","1437","867","881","567","1094","692","523","775","","","1017","894","282","2576","575","16848","878","273","","6165","874","","","","","","","",""
"2020-08-31","26232","876","693","311","1139","1242","2293","383","243","910","37","128","2015","812","2232","1484","878","911","579","1114","714","528","791","","","1059","905","282","2668","585","16985","879","276","","6272","888","","","","","","","",""
"2020-09-01","26316","889","696","311","1173","1262","2340","383","247","931","37","133","2044","819","2327","1532","895","944","590","1129","729","545","798","","","1107","923","282","2789","591","17236","883","284","","6416","894","","","","","","","",""
"2020-09-02","26402","928","696","317","1184","1276","2384","400","247","953","37","188","2073","830","2439","1573","907","960","601","1129","742","574","807","","","1128","954","282","2861","593","17568","888","284","","6513","898","","","","","","","",""
