"date","Jammu and Kashmir/Anantnag","Jammu and Kashmir/Bandipora","Jammu and Kashmir/Baramulla","Jammu and Kashmir/Budgam","Jammu and Kashmir/Doda","Jammu and Kashmir/Ganderbal","Jammu and Kashmir/Jammu","Jammu and Kashmir/Kathua","Jammu and Kashmir/Kishtwar","Jammu and Kashmir/Kulgam","Jammu and Kashmir/Kupwara","Jammu and Kashmir/Pulwama","Jammu and Kashmir/Punch","Jammu and Kashmir/Rajouri","Jammu and Kashmir/Ramban","Jammu and Kashmir/Reasi","Jammu and Kashmir/Samba","Jammu and Kashmir/Shopiyan","Jammu and Kashmir/Srinagar","Jammu and Kashmir/Udham Singh Nagar","Jammu and Kashmir/Udhampur","Jammu and Kashmir/Unknown"
"2020-07-06","0","2","11","7","","3","4","2","","0","6","0","1","1","0","0","0","4","22","","0",""
"2020-07-07","0","1","0","3","1","1","5","5","2","16","0","4","1","2","0","3","3","14","20","","0",""
"2020-07-08","19","0","51","8","1","0","3","5","2","32","18","2","","0","17","0","5","0","0","","5",""
"2020-07-09","7","0","5","0","2","0","1","1","0","0","5","5","0","15","2","","4","23","29","","29",""
"2020-07-10","1","1","7","1","4","8","8","5","","1","0","26","2","2","0","4","5","11","0","","5",""
"2020-07-11","1","6","0","14","","0","7","4","0","9","15","39","2","0","","0","0","11","0","","1",""
"2020-07-12","5","0","31","13","1","2","0","1","0","3","0","0","2","1","0","","0","0","25","","0",""
"2020-07-13","0","0","1","0","1","2","9","13","0","9","0","23","0","","3","","1","23","5","","26",""
"2020-07-14","0","6","27","0","2","10","6","5","2","10","33","6","0","4","0","0","6","2","6","","3",""
"2020-07-15","41","1","0","11","6","0","0","","0","1","16","3","0","5","0","","0","8","19","","3",""
"2020-07-16","0","17","5","9","4","0","22","1","","0","1","13","","0","","","1","13","17","","6",""
"2020-07-17","8","0","5","0","","1","12","7","0","21","3","7","2","0","5","6","27","4","0","","4",""
"2020-07-18","33","16","266","48","0","10","16","2","1","91","7","68","1","11","9","0","2","20","4","","2",""
"2020-07-19","25","6","48","25","6","0","12","8","","1","11","41","","0","1","0","","29","433","","0",""
"2020-07-20","4","16","10","17","0","12","31","4","1","69","0","10","1","10","7","0","2","11","250","","8",""
"2020-07-21","8","1","16","50","9","3","3","18","","3","44","20","1","0","5","0","0","0","0","","0",""
"2020-07-22","0","18","26","20","0","13","19","7","","4","10","4","5","0","6","0","0","20","0","","0",""
"2020-07-23","2","3","0","14","3","2","8","3","0","6","4","16","0","1","3","0","0","25","12","","0",""
"2020-07-24","3","14","130","3","9","","5","8","5","31","5","17","0","2","-5","0","11","57","213","","0",""
"2020-07-25","7","9","30","94","0","8","10","11","0","11","37","23","4","1","0","0","15","0","40","","0",""
"2020-07-26","74","14","56","0","9","48","4","4","3","56","30","16","2","0","9","10","0","11","65","","0",""
"2020-07-27","122","8","4","39","6","2","9","13","14","12","55","11","0","57","3","0","10","37","72","","0",""
"2020-07-28","0","9","112","10","0","44","20","9","","35","6","37","2","2","0","1","9","122","62","","3",""
"2020-07-29","26","8","29","20","7","0","13","6","3","143","9","31","1","37","0","2","0","10","91","","1",""
"2020-07-30","44","17","0","20","8","17","17","","0","6","47","36","2","27","88","0","22","65","79","","25",""
"2020-07-31","25","12","10","17","","11","29","13","1","32","46","9","0","4","15","0","9","67","68","","7",""
"2020-08-01","6","19","30","0","30","0","17","9","0","40","99","60","0","14","22","1","0","27","277","","3",""
"2020-08-02","13","39","5","0","4","1","32","8","25","18","0","30","1","17","10","0","12","13","14","","14",""
"2020-08-03","32","9","89","11","27","25","21","9","0","52","0","8","1","23","54","0","15","0","519","","10",""
"2020-08-04","45","1","9","150","17","34","52","42","20","12","4","49","8","147","1","1","1","0","229","","2",""
"2020-08-05","14","7","79","22","1","0","18","16","4","15","17","70","3","34","","","7","18","55","","8",""
"2020-08-06","24","14","27","50","","3","20","28","6","40","0","43","6","3","4","11","9","27","131","","18",""
"2020-08-07","0","48","56","50","17","0","13","2","10","33","6","30","0","10","67","2","0","3","142","","21",""
"2020-08-08","23","10","0","41","18","6","43","27","7","0","9","20","12","24","21","7","19","22","137","","3",""
"2020-08-09","10","0","0","13","8","27","24","20","","0","4","64","0","3","1","0","17","0","144","","1",""
"2020-08-10","6","19","29","30","16","17","29","7","8","8","34","32","5","0","12","4","5","12","95","","4",""
"2020-08-11","11","0","21","31","9","26","62","12","4","17","25","57","2","6","24","9","5","68","199","","16",""
"2020-08-12","74","32","0","18","2","18","53","5","11","3","49","79","0","3","0","2","0","13","170","","12",""
"2020-08-13","25","29","30","21","0","23","68","7","3","2","7","97","18","51","0","24","33","16","311","","14",""
"2020-08-14","29","31","0","31","1","7","61","1","5","21","3","28","1","51","2","1","1","31","255","","80",""
"2020-08-15","33","9","40","25","3","0","41","4","0","0","14","115","30","15","16","1","13","0","368","","7",""
"2020-08-16","18","0","8","19","3","1","45","14","","6","5","61","11","0","5","3","15","0","52","","1",""
"2020-08-17","41","14","3","47","4","16","46","6","5","17","10","18","2","13","","2","9","0","98","","2",""
"2020-08-18","33","6","0","24","0","35","46","11","0","3","11","56","13","26","7","1","0","10","302","","6",""
"2020-08-19","21","16","47","49","1","0","94","2","5","13","12","72","0","13","0","4","11","0","206","","45",""
"2020-08-20","18","15","95","51","2","39","78","7","","11","35","43","7","5","0","17","0","0","304","","1",""
"2020-08-21","20","92","22","39","3","4","74","10","2","18","18","15","8","0","7","4","7","8","225","","4",""
"2020-08-22","52","62","41","31","3","2","88","4","0","26","9","17","6","33","","1","0","22","190","","6",""
"2020-08-23","12","54","10","27","1","10","71","16","","10","15","46","13","0","1","2","0","5","136","","5",""
"2020-08-24","6","32","15","47","0","45","32","5","5","6","13","14","9","3","11","14","9","13","87","","7",""
"2020-08-25","45","8","31","43","8","33","30","12","3","0","10","25","6","9","0","4","7","13","102","","0",""
"2020-08-26","30","130","55","30","12","31","48","14","0","39","29","39","3","7","7","8","17","0","90","","10",""
"2020-08-27","12","122","20","31","4","34","44","1","6","22","50","44","8","0","","1","25","1","103","","0",""
"2020-08-28","31","30","78","35","0","36","38","8","0","17","11","43","3","2","1","124","19","22","153","","0",""
"2020-08-29","24","50","10","25","1","141","66","8","1","21","41","52","0","1","5","13","16","3","162","","8",""
"2020-08-30","28","21","35","21","2","66","51","19","0","3","20","16","6","3","0","0","0","5","167","","27",""
"2020-08-31","10","64","2","50","3","20","56","16","0","26","71","43","1","3","1","6","13","7","102","","11",""
"2020-09-01","18","27","43","23","16","23","49","14","0","21","6","14","0","0","1","10","20","29","154","","1",""
"2020-09-02","27","33","39","35","1","76","40","9","9","35","37","33","11","16","5","0","0","11","177","","1",""
"2020-09-03","48","25","2","111","1","47","49","10","0","28","21","58","17","0","5","0","13","9","227","","9",""
"2020-09-04","74","63","38","37","5","71","38","21","1","37","32","35","12","4","3","3","8","5","153","","36",""
"2020-09-05","13","20","24","51","8","42","68","9","13","5","32","18","4","8","0","0","4","0","161","","9",""
"2020-09-06","23","27","8","31","7","17","40","3","0","4","31","26","0","22","3","1","0","2","147","","11",""
"2020-09-07","17","25","9","35","0","73","23","15","0","6","14","24","7","3","0","6","15","0","161","","0",""
"2020-09-08","29","29","15","40","8","36","24","30","2","15","27","55","8","0","1","0","1","0","171","","0",""
"2020-09-09","7","149","3","41","0","27","23","9","1","25","34","76","0","5","0","0","1","43","163","","13",""
"2020-09-10","11","13","23","31","2","10","35","22","0","17","18","40","4","0","0","1","6","7","103","","1",""
"2020-09-11","26","16","1","34","0","37","42","19","8","5","45","55","2","0","1","0","12","15","103","","53",""
"2020-09-12","61","12","3","36","7","31","138","16","35","6","23","66","10","1","0","9","3","10","129","","0",""
"2020-09-13","17","15","1","29","11","41","90","16","19","13","23","28","8","2","0","0","0","0","139","","0",""
"2020-09-14","23","31","0","41","33","55","103","12","13","5","75","34","14","0","0","19","7","3","146","","30",""
"2020-09-15","37","8","30","43","24","85","85","26","35","13","29","40","10","26","0","0","0","12","170","","8",""
"2020-09-16","23","15","14","33","32","84","161","21","17","16","58","52","0","21","8","0","6","0","177","","9",""
"2020-09-17","32","18","22","37","10","41","155","19","26","8","82","47","0","0","5","11","0","0","155","","44",""
"2020-09-18","44","61","61","41","3","25","145","25","25","8","38","43","5","1","19","0","18","0","169","","53",""
"2020-09-19","43","18","64","49","23","52","134","49","27","3","87","43","44","15","8","9","0","19","260","","13",""
"2020-09-20","19","21","1","29","50","41","125","17","0","3","42","34","0","13","12","13","13","9","181","","69",""
"2020-09-21","14","37","42","34","21","41","564","12","25","18","56","40","33","8","14","0","0","0","156","","43",""
"2020-09-22","74","102","2","168","10","85","503","37","50","11","27","38","66","26","23","58","0","0","232","","107",""
"2020-09-23","436","215","47","91","48","45","1069","60","26","22","135","66","24","48","24","55","24","2","159","","200",""
"2020-09-24","25","64","83","149","55","47","637","42","17","21","16","52","39","19","12","0","39","4","128","","100",""
"2020-09-25","30","41","50","211","74","42","526","69","13","12","18","64","14","49","21","10","29","45","160","","0",""
"2020-09-26","18","73","20","209","82","80","755","59","8","10","103","67","26","39","15","0","78","3","200","","92",""
"2020-09-27","7","40","35","119","64","83","411","53","4","6","56","56","9","132","13","2","35","4","162","","74",""
"2020-09-28","28","118","30","98","79","49","530","76","34","8","27","42","48","40","3","14","0","2","175","","7",""
"2020-09-29","20","107","15","109","43","95","300","41","44","19","32","42","59","21","28","0","39","9","187","","40",""
"2020-09-30","12","0","17","93","56","45","560","49","41","13","119","39","18","0","10","13","41","18","209","","2",""
"2020-10-01","22","99","23","103","121","66","466","10","11","10","21","41","2","178","232","","51","22","202","","0",""
"2020-10-02","17","55","22","79","64","21","187","30","30","9","29","36","67","168","20","126","135","10","132","","163",""
"2020-10-03","7","36","14","64","20","66","355","107","0","6","42","37","15","332","17","0","0","8","271","","2",""
"2020-10-04","6","20","130","69","29","24","312","81","17","4","20","30","27","12","16","15","0","0","225","","16",""
"2020-10-05","7","49","5","60","33","57","297","73","0","13","47","40","59","235","3","0","156","5","167","","80",""
"2020-10-06","50","19","0","57","11","28","690","52","41","11","52","45","23","98","110","40","30","10","289","","50",""
"2020-10-07","173","35","15","58","33","5","893","128","334","11","54","33","33","22","22","71","49","10","165","","44",""
"2020-10-08","22","24","30","51","81","16","471","17","89","12","38","36","70","22","15","87","61","13","133","","48",""
"2020-10-09","9","43","10","61","45","9","200","19","52","11","32","51","70","15","0","50","62","25","162","","33",""
"2020-10-10","10","31","55","59","67","40","181","19","25","3","42","42","54","43","6","0","28","23","162","","86",""
"2020-10-11","2","10","20","69","104","19","164","23","54","4","24","36","54","26","24","0","6","10","236","","5",""
"2020-10-12","3","19","25","60","119","33","140","17","30","8","23","38","32","90","13","","54","7","110","","40",""
"2020-10-13","50","22","75","72","55","25","189","15","25","8","22","9","18","37","20","2","0","3","112","","37",""
"2020-10-14","17","26","68","61","85","36","150","42","23","6","39","50","22","22","3","13","31","3","109","","10",""
"2020-10-15","55","45","194","90","32","13","160","25","12","8","383","40","29","33","2","0","0","1","160","","41",""
"2020-10-16","45","59","60","112","104","22","139","16","15","8","5","8","25","17","51","0","0","14","124","","14",""
"2020-10-17","25","26","70","74","45","18","150","8","32","10","5","19","73","36","1","45","0","14","143","","15",""
"2020-10-18","15","24","37","55","47","27","140","5","4","3","12","30","14","42","0","0","36","3","104","","",""
"2020-10-19","19","31","22","48","47","15","160","8","0","12","10","8","26","41","15","82","0","0","199","","38",""
"2020-10-20","45","25","22","41","52","44","143","11","38","2","2","38","50","42","1","0","0","7","195","","12",""
"2020-10-21","20","23","50","48","38","16","124","13","31","1","5","13","70","27","0","16","34","12","100","","14",""
"2020-10-22","30","24","28","41","11","18","190","11","40","7","35","8","97","43","1","0","0","7","113","","6",""
"2020-10-23","23","11","27","46","14","21","137","11","28","9","20","39","56","37","0","0","56","17","123","","9",""
"2020-10-24","27","18","58","29","10","30","117","5","33","13","20","27","52","21","42","41","0","4","163","","23",""
"2020-10-25","23","10","41","31","15","25","130","10","20","4","28","39","55","31","2","0","0","5","170","","0",""
"2020-10-26","28","13","69","53","21","23","132","3","","5","19","10","20","42","0","0","0","3","175","","11",""
"2020-10-27","45","40","47","41","29","37","127","10","0","6","23","46","10","32","17","0","93","5","133","","10",""
"2020-10-28","48","22","30","41","9","10","125","8","33","14","20","35","20","18","0","0","0","6","107","","0",""
"2020-10-29","31","16","46","22","9","5","120","8","29","9","22","20","15","18","2","0","48","0","153","","15",""
"2020-10-30","20","9","87","33","14","17","122","8","66","5","30","9","16","9","0","35","0","5","162","","7",""
"2020-10-31","25","41","142","31","13","29","193","6","14","5","28","18","30","8","1","0","0","0","258","","22",""
"2020-11-01","22","21","52","23","15","24","135","5","13","4","52","19","26","10","0","0","0","8","193","","7",""
"2020-11-02","29","20","100","35","11","22","133","9","32","3","11","9","18","6","0","16","0","15","134","","20",""
"2020-11-03","12","12","72","48","27","13","118","13","3","12","15","15","34","3","18","0","55","2","102","","4",""
"2020-11-04","18","22","97","31","12","8","102","15","1","1","22","33","22","3","30","0","0","5","114","","0",""
"2020-11-05","3","14","171","29","4","10","108","14","0","4","38","16","24","3","0","0","13","0","192","","8",""
"2020-11-06","6","9","116","25","0","13","102","4","5","0","13","17","15","4","0","0","161","14","126","","2",""
"2020-11-07","7","20","179","23","2","32","106","9","28","5","21","9","10","7","1","63","0","6","132","","28",""
"2020-11-08","8","5","121","17","10","0","109","2","8","12","10","9","20","5","16","0","0","0","103","","1",""
"2020-11-09","14","12","96","28","8","40","100","11","7","2","32","25","20","5","1","6","0","17","119","","21",""
"2020-11-10","30","24","119","33","16","10","95","11","3","4","26","35","13","8","12","0","32","3","151","","10",""
"2020-11-11","5","16","96","25","7","28","29","7","39","4","12","23","5","5","2","0","0","2","119","","9",""
"2020-11-12","6","13","112","23","6","13","162","11","18","5","14","13","2","6","3","0","9","0","76","","19",""
"2020-11-13","5","13","112","29","16","27","100","10","0","9","27","21","3","6","40","0","0","7","114","","12",""
"2020-11-14","4","7","83","39","14","9","95","9","37","8","11","14","0","6","0","14","0","0","118","","8",""
"2020-11-15","30","10","85","25","2","15","100","8","12","2","13","15","5","7","0","0","0","9","125","","28",""
"2020-11-16","16","7","59","31","5","31","94","13","0","2","25","4","4","9","0","0","15","8","147","","12",""
"2020-11-17","5","23","77","53","15","19","92","14","38","9","24","12","4","10","10","0","0","9","121","","33",""
"2020-11-18","22","31","66","33","11","54","95","13","19","2","19","8","1","10","22","40","0","3","108","","23",""
"2020-11-19","22","10","65","38","10","13","99","12","20","5","44","22","11","8","1","0","0","6","155","","24",""
"2020-11-20","9","6","51","33","10","57","100","14","18","0","15","9","10","9","0","24","0","0","151","","23",""
"2020-11-21","16","5","65","44","9","35","113","10","31","3","37","10","6","5","0","0","0","8","159","","8",""
"2020-11-22","32","14","149","61","34","45","238","18","53","12","51","29","6","11","3","0","41","12","311","","23",""
"2020-11-23","41","18","70","18","20","42","102","14","2","10","26","24","6","7","55","0","0","2","143","","8",""
"2020-11-24","20","5","53","26","5","17","125","2","0","3","12","9","4","5","20","0","0","11","119","","59",""
"2020-11-25","7","40","66","22","4","16","127","18","0","6","79","8","3","10","0","0","11","0","140","","13",""
"2020-11-26","5","7","49","24","2","10","110","9","5","7","29","24","3","11","1","0","23","9","124","","19",""
"2020-11-27","8","23","45","43","16","44","87","5","4","8","52","15","11","7","31","17","0","5","153","","22",""
"2020-11-28","5","10","61","27","20","10","100","13","8","2","184","18","5","7","0","0","0","9","127","","26",""
"2020-11-29","6","8","59","53","22","18","104","7","16","0","27","21","4","6","0","0","0","5","126","","9",""
"2020-11-30","19","8","33","42","7","21","90","17","28","0","14","19","3","8","1","","0","","125","","48",""
"2020-12-01","6","26","44","28","21","14","60","10","0","0","21","13","0","8","53","0","0","0","121","","78",""
"2020-12-26","3","3","21","28","10","2","95","17","","3","11","8","1","12","17","0","33","0","87","","18",""
"2020-12-27","5","4","19","23","17","4","40","14","9","","10","15","","11","0","0","0","0","89","","4",""
"2020-12-28","6","20","10","16","","0","85","8","","2","11","0","2","12","","","48","10","45","","0",""
"2020-12-29","10","11","12","15","11","13","84","5","8","2","9","26","0","13","0","0","24","7","35","","14",""
"2020-12-30","7","4","29","24","6","26","80","9","","5","10","0","4","13","8","0","0","0","37","","8",""
"2020-12-31","3","4","12","25","7","2","60","16","0","5","14","15","0","13","4","23","0","","46","","0",""
"2021-01-01","5","2","13","7","6","2","77","2","3","0","8","45","0","12","","0","0","8","42","","16",""
"2021-01-02","6","4","10","17","5","13","80","16","0","3","6","19","0","13","0","","0","6","53","","9",""
"2021-01-03","4","2","6","20","5","0","45","3","10","5","16","15","0","11","12","","0","0","42","","9",""
"2021-01-04","16","0","7","25","","16","237","8","0","2","9","4","0","11","3","19","0","0","62","","0",""
"2021-01-05","7","7","15","7","4","0","68","4","0","","13","0","7","12","0","","0","","61","","10",""
"2021-01-06","8","5","10","12","3","8","100","9","0","1","7","17","0","11","0","","18","0","52","","3",""
"2021-01-07","4","3","7","8","11","0","83","3","","3","7","3","","12","","","0","0","42","","1",""
"2021-01-08","12","0","","10","5","6","130","8","","2","7","6","1","14","0","0","0","10","62","","0",""
"2021-01-09","5","2","17","11","4","1","56","9","0","2","13","7","","11","","0","32","","98","","4",""
"2021-01-10","4","2","17","12","0","4","32","6","","","8","15","3","13","","","0","7","72","","",""
"2021-01-11","12","3","8","9","","10","73","6","11","2","7","49","0","12","19","","35","0","86","","13",""
"2021-01-12","5","7","15","10","5","5","47","10","","4","6","0","8","9","0","12","0","4","44","","7",""
"2021-01-13","8","3","9","10","7","0","57","2","","2","8","8","","11","","","0","14","35","","0",""
"2021-01-14","4","2","1","12","5","18","52","2","","3","8","19","","10","0","","53","14","31","","3",""
"2021-01-15","3","1","13","8","","4","80","2","","4","6","3","4","10","6","","0","5","21","","9",""
"2021-01-16","7","2","2","7","9","0","137","1","","3","7","17","1","4","0","","10","27","16","","6",""
"2021-01-17","3","2","2","1","","2","117","3","","2","6","12","8","4","1","","0","0","19","","0",""
"2021-01-18","2","9","3","4","5","23","82","2","5","2","5","0","","5","","0","10","0","23","","14",""
"2021-01-19","2","1","5","8","6","3","29","5","3","3","8","0","2","","0","","6","20","18","","1",""
"2021-01-20","3","2","7","7","3","","18","1","","4","6","6","0","0","","0","0","0","22","","34",""
"2021-01-21","6","2","1","2","","9","22","0","0","2","9","9","","2","","","10","5","20","","5",""
"2021-01-22","10","2","7","7","3","0","13","","","1","5","5","3","0","8","","3","","30","","0",""
