"date","Jammu and Kashmir/Anantnag","Jammu and Kashmir/Bandipora","Jammu and Kashmir/Baramulla","Jammu and Kashmir/Budgam","Jammu and Kashmir/Doda","Jammu and Kashmir/Ganderbal","Jammu and Kashmir/Jammu","Jammu and Kashmir/Kathua","Jammu and Kashmir/Kishtwar","Jammu and Kashmir/Kulgam","Jammu and Kashmir/Kupwara","Jammu and Kashmir/Pulwama","Jammu and Kashmir/Punch","Jammu and Kashmir/Rajouri","Jammu and Kashmir/Ramban","Jammu and Kashmir/Reasi","Jammu and Kashmir/Samba","Jammu and Kashmir/Shopiyan","Jammu and Kashmir/Srinagar","Jammu and Kashmir/Udhampur","Jammu and Kashmir/Unknown"
"2020-07-09","7","0","5","0","2","0","1","1","0","0","5","5","0","15","2","","4","23","29","29",""
"2020-07-10","1","1","7","1","4","8","8","5","","1","0","26","2","2","0","4","5","11","0","5",""
"2020-07-11","1","6","0","14","","0","7","4","0","9","15","39","2","0","","0","0","11","0","1",""
"2020-07-12","5","0","31","13","1","2","0","1","0","3","0","0","2","1","0","","0","0","25","0",""
"2020-07-13","0","0","1","0","1","2","9","13","0","9","0","23","0","","3","","1","23","5","26",""
"2020-07-14","0","6","27","0","2","10","6","5","2","10","33","6","0","4","0","0","6","2","6","3",""
"2020-07-15","41","1","0","11","6","0","0","","0","1","16","3","0","5","0","","0","8","19","3",""
"2020-07-16","0","17","5","9","4","0","22","1","","0","1","13","","0","","","1","13","17","6",""
"2020-07-17","8","0","5","0","","1","12","7","0","21","3","7","2","0","5","6","27","4","0","4",""
"2020-07-18","33","16","266","48","0","10","16","2","1","91","7","68","1","11","9","0","2","20","4","2",""
"2020-07-19","25","6","48","25","6","0","12","8","","1","11","41","","0","1","0","","29","433","0",""
"2020-07-20","4","16","10","17","0","12","31","4","1","69","0","10","1","10","7","0","2","11","250","8",""
"2020-07-21","8","1","16","50","9","3","3","18","","3","44","20","1","0","5","0","0","0","0","0",""
"2020-07-22","0","18","26","20","0","13","19","7","","4","10","4","5","0","6","0","0","20","0","0",""
"2020-07-23","2","3","0","14","3","2","8","3","0","6","4","16","0","1","3","0","0","25","12","0",""
"2020-07-24","3","14","130","3","9","","5","8","5","31","5","17","0","2","-5","0","11","57","213","0",""
"2020-07-25","7","9","30","94","0","8","10","11","0","11","37","23","4","1","0","0","15","0","40","0",""
"2020-07-26","74","14","56","0","9","48","4","4","3","56","30","16","2","0","9","10","0","11","65","0",""
"2020-07-27","122","8","4","39","6","2","9","13","14","12","55","11","0","57","3","0","10","37","72","0",""
"2020-07-28","0","9","112","10","0","44","20","9","","35","6","37","2","2","0","1","9","122","62","3",""
"2020-07-29","26","8","29","20","7","0","13","6","3","143","9","31","1","37","0","2","0","10","91","1",""
"2020-07-30","44","17","0","20","8","17","17","","0","6","47","36","2","27","88","0","22","65","79","25",""
"2020-07-31","25","12","10","17","","11","29","13","1","32","46","9","0","4","15","0","9","67","68","7",""
"2020-08-01","6","19","30","0","30","0","17","9","0","40","99","60","0","14","22","1","0","27","277","3",""
"2020-08-02","13","39","5","0","4","1","32","8","25","18","0","30","1","17","10","0","12","13","14","14",""
"2020-08-03","32","9","89","11","27","25","21","9","0","52","0","8","1","23","54","0","15","0","519","10",""
"2020-08-04","45","1","9","150","17","34","52","42","20","12","4","49","8","147","1","1","1","0","229","2",""
"2020-08-05","14","7","79","22","1","0","18","16","4","15","17","70","3","34","","","7","18","55","8",""
"2020-08-06","24","14","27","50","","3","20","28","6","40","0","43","6","3","4","11","9","27","131","18",""
"2020-08-07","0","48","56","50","17","0","13","2","10","33","6","30","0","10","67","2","0","3","142","21",""
"2020-08-08","23","10","0","41","18","6","43","27","7","0","9","20","12","24","21","7","19","22","137","3",""
"2020-08-09","10","0","0","13","8","27","24","20","","0","4","64","0","3","1","0","17","0","144","1",""
"2020-08-10","6","19","29","30","16","17","29","7","8","8","34","32","5","0","12","4","5","12","95","4",""
"2020-08-11","11","0","21","31","9","26","62","12","4","17","25","57","2","6","24","9","5","68","199","16",""
"2020-08-12","74","32","0","18","2","18","53","5","11","3","49","79","0","3","0","2","0","13","170","12",""
"2020-08-13","25","29","30","21","0","23","68","7","3","2","7","97","18","51","0","24","33","16","311","14",""
"2020-08-14","29","31","0","31","1","7","61","1","5","21","3","28","1","51","2","1","1","31","255","80",""
"2020-08-15","33","9","40","25","3","0","41","4","0","0","14","115","30","15","16","1","13","0","368","7",""
"2020-08-16","18","0","8","19","3","1","45","14","","6","5","61","11","0","5","3","15","0","52","1",""
"2020-08-17","41","14","3","47","4","16","46","6","5","17","10","18","2","13","","2","9","0","98","2",""
"2020-08-18","33","6","0","24","0","35","46","11","0","3","11","56","13","26","7","1","0","10","302","6",""
"2020-08-19","21","16","47","49","1","0","94","2","5","13","12","72","0","13","0","4","11","0","206","45",""
"2020-08-20","18","15","95","51","2","39","78","7","","11","35","43","7","5","0","17","0","0","304","1",""
"2020-08-21","20","92","22","39","3","4","74","10","2","18","18","15","8","0","7","4","7","8","225","4",""
"2020-08-22","52","62","41","31","3","2","88","4","0","26","9","17","6","33","","1","0","22","190","6",""
"2020-08-23","12","54","10","27","1","10","71","16","","10","15","46","13","0","1","2","0","5","136","5",""
"2020-08-24","6","32","15","47","0","45","32","5","5","6","13","14","9","3","11","14","9","13","87","7",""
"2020-08-25","45","8","31","43","8","33","30","12","3","0","10","25","6","9","0","4","7","13","102","0",""
"2020-08-26","30","130","55","30","12","31","48","14","0","39","29","39","3","7","7","8","17","0","90","10",""
"2020-08-27","12","122","20","31","4","34","44","1","6","22","50","44","8","0","","1","25","1","103","0",""
"2020-08-28","31","30","78","35","0","36","38","8","0","17","11","43","3","2","1","124","19","22","153","0",""
"2020-08-29","24","50","10","25","1","141","66","8","1","21","41","52","0","1","5","13","16","3","162","8",""
"2020-08-30","28","21","35","21","2","66","51","19","0","3","20","16","6","3","0","0","0","5","167","27",""
"2020-08-31","10","64","2","50","3","20","56","16","0","26","71","43","1","3","1","6","13","7","102","11",""
"2020-09-01","18","27","43","23","16","23","49","14","0","21","6","14","0","0","1","10","20","29","154","1",""
"2020-09-02","27","33","39","35","1","76","40","9","9","35","37","33","11","16","5","0","0","11","177","1",""
"2020-09-03","48","25","2","111","1","47","49","10","0","28","21","58","17","0","5","0","13","9","227","9",""
"2020-09-04","74","63","38","37","5","71","38","21","1","37","32","35","12","4","3","3","8","5","153","36",""
"2020-09-05","13","20","24","51","8","42","68","9","13","5","32","18","4","8","0","0","4","0","161","9",""
"2020-09-06","23","27","8","31","7","17","40","3","0","4","31","26","0","22","3","1","0","2","147","11",""
"2020-09-07","17","25","9","35","0","73","23","15","0","6","14","24","7","3","0","6","15","0","161","0",""
