"date","Andhra Pradesh/Anantapur","Andhra Pradesh/Chittoor","Andhra Pradesh/East Godavari","Andhra Pradesh/Foreign Evacuees","Andhra Pradesh/Guntur","Andhra Pradesh/Krishna","Andhra Pradesh/Kurnool","Andhra Pradesh/Other State","Andhra Pradesh/Prakasam","Andhra Pradesh/S.P.S. Nellore","Andhra Pradesh/Srikakulam","Andhra Pradesh/Visakhapatnam","Andhra Pradesh/Vizianagaram","Andhra Pradesh/West Godavari","Andhra Pradesh/Y.S.R. Kadapa"
"2020-05-04","","  1.28 %","  2.43 %","","  3.64 %","  3.35 %","  7.47 %","","  4.09 %","  2.16 %",""," 10.39 %","","  2.98 %","  6.01 %"
"2020-05-05","  6.68 %","   .50 %","","","  4.13 %","  3.07 %","  5.98 %","","","  1.89 %",""," 10.61 %","","  1.80 %","  5.24 %"
"2020-05-06","  5.65 %","   .50 %","  1.87 %","","  3.49 %","  4.05 %","  5.34 %","","  2.89 %","",""," 11.72 %","","  1.06 %","  4.30 %"
"2020-05-07","  4.43 %","","","","  3.91 %","  4.14 %","  4.39 %","","","  2.77 %",""," 13.59 %","","","  3.99 %"
"2020-05-08","  7.09 %","  1.23 %","","","  3.25 %","  3.90 %","  3.27 %","","  1.76 %","  1.33 %",""," 15.15 %","","  3.40 %","  2.98 %"
"2020-05-09","  5.72 %","  3.57 %","  1.87 %","","  2.16 %","  3.99 %","  2.42 %","","","  1.10 %",""," 12.65 %","","",""
"2020-05-10","  6.19 %","  6.65 %","   .44 %","","  1.71 %","  3.48 %","  1.87 %","","   .99 %","  2.15 %",""," 11.80 %","","","  2.23 %"
"2020-05-11","  7.69 %","  8.26 %","","","  1.29 %","  2.68 %","  1.53 %","","   .66 %","  2.13 %",""," 11.65 %","","","  1.77 %"
"2020-05-12","  6.94 %","  9.91 %","   .88 %","","","  1.84 %","  1.58 %","","","  3.03 %","","","","  3.05 %","  1.54 %"
"2020-05-13","  3.60 %"," 10.86 %","  2.58 %","","  1.36 %","  1.64 %","  1.56 %","","   .66 %","  3.03 %"," 11.67 %","","","  3.05 %","   .21 %"
"2020-05-14","  3.00 %","  9.54 %","","","  1.56 %","   .76 %","  1.34 %"," 57.95 %","","  5.76 %"," 19.67 %","","","  3.34 %","   .62 %"
"2020-05-15","  2.70 %","  8.06 %","  2.53 %","","  1.45 %","  1.21 %","  1.14 %"," 66.52 %","","  6.95 %","","  8.59 %","","  3.34 %","   .82 %"
"2020-05-16","  1.20 %","  7.42 %","  2.53 %","","  1.58 %","  1.42 %","  1.12 %","","   .66 %","  8.04 %","","  4.89 %","","   .58 %","  1.01 %"
"2020-05-17","  1.20 %","  6.23 %","  2.53 %","","  1.51 %","  1.19 %","   .91 %"," 47.95 %","  1.61 %","  6.40 %"," 33.00 %","  3.95 %","","   .58 %","  1.01 %"
"2020-05-18","   .68 %","  6.25 %","  4.02 %","","   .89 %","  1.83 %","   .80 %"," 19.80 %","","  7.34 %","","  3.89 %","","  1.16 %","  1.41 %"
"2020-05-19","","  4.98 %","","","","","   .80 %","","","","","","","",""
"2020-05-20","  2.97 %","  4.79 %","  3.02 %","","  1.07 %","  2.45 %","  1.28 %"," 17.74 %","  1.26 %","  7.81 %"," 30.86 %","  4.26 %"," 44.52 %","  1.69 %","  1.57 %"
"2020-05-21","","","","","","","","","","  5.57 %","","","","",""
"2020-05-23","","","","","","  1.94 %","","  8.97 %","","","","","","",""
"2020-05-25","","","","","","","","   .40 %","","","","","","",""
"2020-05-26","","","","","","","","   .40 %","","","","","","",""
"2020-05-27"," 12.59 %","  6.32 %"," 32.46 %","","  2.29 %","  4.03 %","  2.07 %","  9.03 %","  2.75 %","  9.69 %"," 37.11 %","  6.64 %"," 52.02 %","  3.83 %","  1.35 %"
"2020-05-28"," 12.88 %","  6.20 %"," 33.41 %","","  2.42 %","  4.03 %","  2.42 %"," 15.39 %","  3.58 %","  9.73 %"," 37.11 %","  6.75 %","","  3.54 %","  1.34 %"
"2020-05-29"," 12.88 %","  5.18 %"," 33.67 %","","  2.23 %","  3.61 %","  2.49 %"," 18.93 %","","  9.22 %","","  5.91 %","","  3.54 %","  1.71 %"
"2020-05-30"," 12.88 %","  5.75 %"," 36.10 %","","  2.79 %","  2.97 %","  2.75 %"," 22.47 %","","  6.10 %"," 31.01 %","  5.64 %","","","  1.68 %"
"2020-05-31"," 11.26 %","  4.40 %"," 37.09 %","","  2.82 %","  3.58 %","  2.55 %"," 23.06 %","  4.65 %","  6.10 %","","  4.71 %"," 47.18 %","  6.82 %","  1.63 %"
"2020-06-01","  1.33 %","  2.29 %","  9.00 %","","  1.88 %","  1.40 %","  1.48 %"," 15.77 %","  3.95 %","  2.03 %","","  2.51 %"," 33.84 %","  7.60 %","  1.96 %"
"2020-06-02","  1.31 %","  2.10 %","  9.75 %","","  2.23 %","  1.57 %","  1.14 %"," 10.50 %","","  2.33 %"," 15.36 %","  1.21 %"," 30.98 %","  8.46 %","  1.78 %"
"2020-06-03","  2.03 %","  2.03 %"," 10.06 %","","  2.54 %","  1.38 %","  1.27 %"," 10.87 %","  3.90 %",""," 13.22 %","  1.59 %"," 10.98 %"," 10.41 %","  3.93 %"
"2020-06-04","  2.64 %","  2.13 %","  5.86 %"," 17.24 %","  2.29 %","  1.74 %","  1.14 %","  8.84 %","  3.14 %","  3.59 %","","  2.16 %","  6.56 %"," 11.89 %","  5.66 %"
"2020-06-05","  3.40 %","  2.09 %","  4.26 %"," 17.91 %","  2.01 %","  1.45 %","   .60 %"," 10.97 %","  2.55 %","  3.86 %","","  1.93 %","  6.08 %","  8.59 %","  5.40 %"
"2020-06-06","  4.52 %","  2.62 %","  4.01 %","  3.40 %","  2.32 %","  1.98 %","  1.03 %"," 10.80 %","","  4.98 %","  8.35 %","  1.13 %","  7.54 %"," 11.40 %","  4.88 %"
"2020-06-07","  5.26 %","  2.53 %","  2.54 %","  3.22 %","  1.46 %","  2.76 %","  1.18 %"," 11.19 %","","  5.68 %","  8.99 %","  4.23 %"," 10.78 %","  9.07 %","  6.75 %"
"2020-06-08","  5.80 %","  2.19 %","  2.40 %","  2.13 %","  1.44 %","  3.25 %","   .96 %","  7.95 %","  1.72 %","  6.23 %","  7.71 %","  6.20 %"," 11.71 %","  9.36 %","  5.32 %"
"2020-06-09","  5.19 %","","","  2.13 %","","  2.79 %","","  8.10 %","","","","","","",""
"2020-06-10","  6.70 %","  3.12 %","  3.02 %","  9.94 %","  1.63 %","  3.77 %","  2.29 %","  5.95 %","  3.56 %","  4.65 %","  3.97 %","  9.02 %","  9.97 %"," 11.70 %","  5.08 %"
"2020-06-11","  6.07 %","  3.08 %","  3.56 %","  9.59 %","  1.58 %","  3.76 %","  2.68 %","  5.59 %","  3.73 %","  4.75 %","  3.26 %"," 10.64 %"," 11.13 %"," 11.71 %","  7.35 %"
"2020-06-12","  7.07 %","  3.01 %","  2.59 %","  9.80 %","  1.51 %","  3.06 %","  2.76 %","  5.04 %","  3.40 %","  4.30 %",""," 11.75 %"," 10.23 %","  7.52 %","  7.64 %"
"2020-06-13","  6.56 %","  3.23 %","  3.08 %","  9.95 %","  1.87 %","  3.16 %","  3.71 %","  4.99 %","","  2.73 %","  4.82 %","  9.60 %","  7.65 %","  7.86 %","  8.18 %"
"2020-06-14","  8.72 %","  3.14 %","  4.64 %"," 10.14 %","  1.94 %","  4.24 %","  4.71 %","  4.07 %","  3.57 %","  2.40 %"," 12.38 %","  8.73 %","  9.95 %","  6.66 %","  7.49 %"
"2020-06-15","  6.72 %","  1.89 %","  5.85 %","  2.25 %","  2.06 %","  4.54 %","  4.47 %","  4.44 %","  3.73 %","  3.09 %","","  5.73 %","  8.89 %","  3.88 %","  6.45 %"
"2020-06-16","  7.02 %","  1.87 %","  5.85 %","  3.86 %","  2.82 %","  4.61 %","  5.17 %","  4.38 %","  1.63 %","  3.17 %","","  4.19 %","  6.67 %","  3.98 %","  4.30 %"
"2020-06-17","  7.61 %","  2.40 %","  5.57 %","  5.85 %","  2.99 %","  5.12 %","  5.71 %","  3.90 %","  3.93 %","  2.60 %"," 11.75 %","  3.63 %","","  6.13 %","  4.55 %"
"2020-06-18","  9.01 %","  3.04 %","  5.75 %","  7.53 %","  2.96 %","  5.02 %","  5.36 %","  4.86 %","  5.40 %","  3.35 %"," 12.60 %","  3.04 %","  5.26 %","  7.31 %","  3.86 %"
"2020-06-19","  8.41 %","  5.73 %","  4.79 %","  8.65 %","  3.08 %","  5.87 %","  4.78 %","  5.16 %","  9.84 %","  2.76 %"," 12.60 %","  2.66 %","","  8.71 %","  5.02 %"
"2020-06-20"," 10.27 %","  7.58 %","  4.65 %","  9.23 %","  2.94 %","  5.37 %","  3.79 %","  5.39 %"," 11.46 %","  2.21 %","","  3.51 %","  4.85 %"," 10.67 %","  5.16 %"
"2020-06-21","  9.39 %","  9.19 %","  6.92 %","  6.90 %","  2.74 %","  5.81 %","  3.46 %","  5.08 %"," 12.03 %","  2.20 %","","  6.24 %","  3.16 %"," 12.09 %","  8.29 %"
"2020-06-22","  8.53 %","  8.84 %","  8.97 %","  5.13 %","  2.94 %","  5.34 %","  3.31 %","  4.82 %"," 10.09 %","  2.36 %","","  6.03 %","  4.31 %"," 11.67 %","  9.92 %"
"2020-06-23","  7.95 %","  8.79 %"," 10.89 %","  4.04 %","  3.78 %","  5.28 %","  3.22 %","  3.73 %","  8.74 %","  1.43 %"," 10.00 %","  7.06 %","  4.26 %"," 10.52 %","  9.32 %"
"2020-06-24","  8.31 %","  7.23 %"," 11.38 %","  3.41 %","  4.22 %","  4.00 %","  3.79 %","  3.15 %","  4.73 %","  1.71 %","  1.79 %","  8.46 %","  4.11 %","  8.96 %","  8.81 %"
"2020-06-25","  6.52 %","  6.31 %"," 11.22 %","  2.63 %","  5.25 %","  3.74 %","  4.52 %","  2.81 %","  4.52 %","  2.62 %","  2.13 %","  9.42 %","  4.91 %","  6.50 %","  8.77 %"
"2020-06-26","  7.71 %","  5.23 %","  8.62 %","  2.43 %","  6.10 %","  2.73 %","  4.53 %","  2.76 %","  6.51 %","  2.68 %","  1.00 %","  7.41 %","  8.02 %","  6.74 %"," 10.58 %"
"2020-06-27","  8.74 %","  6.52 %","  8.92 %","  2.28 %","  6.59 %","  3.33 %","  4.46 %","  2.76 %","  7.85 %","  3.32 %","  1.00 %","  8.67 %","  9.05 %","  5.93 %","  9.99 %"
"2020-06-28","  7.94 %","  7.66 %","  7.32 %","  1.81 %","  6.97 %","  3.97 %","  4.90 %","  2.81 %"," 10.33 %","  3.67 %","   .66 %","  9.20 %"," 10.00 %","  6.67 %"," 12.13 %"
"2020-06-29","  7.43 %","  7.62 %","  7.23 %","  1.44 %","  7.70 %","  4.10 %","  4.78 %","  3.22 %"," 11.16 %","  4.12 %","","  7.12 %","  9.48 %","  8.37 %"," 12.86 %"
"2020-06-30","  7.83 %","  8.61 %","  6.57 %","  1.31 %","  7.09 %","  4.48 %","  4.69 %","  2.92 %"," 11.19 %","  3.11 %","   .98 %","  5.94 %"," 10.19 %","  7.97 %"," 13.67 %"
"2020-07-01","  7.87 %","  8.53 %","  7.69 %","  1.61 %","  6.69 %","  4.85 %","  4.84 %","  2.91 %"," 10.13 %","  3.62 %","   .65 %","  5.73 %","  5.80 %","  5.95 %","  9.63 %"
"2020-07-02","  6.68 %","  7.07 %","  7.10 %","  1.54 %","  6.77 %","  4.95 %","  4.72 %","  2.62 %"," 11.99 %","  2.79 %","   .32 %","  4.38 %","  4.95 %","  5.84 %"," 10.07 %"
"2020-07-03","  7.54 %","  5.87 %","  6.74 %","  1.22 %","  6.19 %","  3.91 %","  4.59 %","  2.51 %"," 14.80 %","  2.61 %","  9.85 %","  4.37 %","  4.93 %","  5.15 %","  7.16 %"
"2020-07-04","  7.43 %","  5.75 %","  6.77 %","  1.20 %","  5.29 %","  3.99 %","  4.68 %","  1.95 %"," 14.99 %","  2.61 %","  9.85 %","  4.22 %","  6.21 %","  2.64 %","  6.68 %"
"2020-07-05","  6.84 %","  4.67 %","  7.33 %","   .99 %","  6.27 %","  3.52 %","  4.63 %","  1.76 %"," 13.96 %","  3.75 %"," 30.17 %","  6.00 %","  6.26 %","  3.21 %","  5.82 %"
"2020-07-06","  6.64 %","  5.82 %","  8.04 %","   .78 %","  7.29 %","  3.44 %","  4.82 %","  1.88 %"," 13.54 %","  3.79 %"," 33.98 %","  8.03 %","  8.24 %","  4.73 %","  6.08 %"
"2020-07-07","  6.37 %","  5.87 %","  7.29 %","   .63 %","  8.18 %","  3.56 %","  4.73 %","  1.80 %"," 10.35 %","  4.74 %"," 43.22 %"," 10.77 %","  9.13 %","  4.45 %","  4.48 %"
"2020-07-08","  5.43 %","  8.42 %","  7.77 %","   .63 %","  8.66 %","  4.09 %","  4.02 %","  1.43 %","  4.58 %","  5.83 %"," 35.58 %","  9.68 %"," 10.81 %","  4.09 %","  5.17 %"
"2020-07-09","  4.85 %","  9.96 %","  6.76 %","   .43 %","  9.79 %","  4.51 %","  3.50 %","  1.59 %","  5.22 %","  5.72 %"," 47.03 %"," 13.63 %"," 11.09 %","  4.27 %","  5.45 %"
"2020-07-10","  5.46 %"," 10.86 %","  6.82 %","   .38 %","  8.93 %","  4.54 %","  3.71 %","  1.53 %","  6.96 %","  5.54 %"," 29.21 %"," 12.29 %"," 14.43 %","  5.64 %","  5.75 %"
"2020-07-11","  6.34 %"," 11.76 %","  5.97 %","   .43 %","  7.26 %","  5.04 %","  4.16 %","  1.31 %","  7.17 %","  6.00 %"," 31.72 %"," 10.28 %"," 15.82 %","  4.92 %","  4.78 %"
"2020-07-12","  5.85 %"," 12.11 %","  6.97 %","   .43 %","  5.97 %","  5.72 %","  5.00 %","  1.26 %","  8.97 %","  7.40 %"," 25.88 %","  8.02 %"," 18.89 %","  5.12 %","  5.47 %"
"2020-07-13","  6.21 %"," 10.00 %","  8.01 %","   .47 %","  5.71 %","  5.86 %","  6.08 %","  1.29 %","  9.49 %","  7.56 %"," 28.10 %","  8.44 %"," 18.24 %","  6.03 %","  5.38 %"
"2020-07-14","  6.57 %","  9.00 %","  8.63 %","   .38 %","  4.74 %","  5.56 %","  6.47 %","   .89 %","  7.53 %","  9.48 %"," 20.24 %","  4.59 %"," 20.25 %","  7.96 %","  4.99 %"
"2020-07-15","  6.02 %","  8.59 %","  8.58 %","   .38 %","  6.51 %","  5.58 %","  7.55 %","   .78 %","  5.84 %","  8.99 %"," 19.93 %","  4.80 %"," 16.27 %","  7.92 %","  4.95 %"
"2020-07-16","  4.75 %","  7.11 %"," 10.27 %","   .19 %","  6.75 %","  5.38 %","  8.78 %","   .56 %","  6.16 %","  9.11 %"," 15.01 %","  5.00 %"," 14.93 %","  8.57 %","  5.58 %"
"2020-07-17","  5.43 %","  7.70 %"," 11.34 %","   .23 %","  7.54 %","  3.83 %","  8.60 %","   .48 %","  4.34 %","  8.31 %"," 13.35 %","  4.54 %"," 11.17 %","  8.49 %","  4.97 %"
"2020-07-18","  5.38 %","  8.21 %"," 13.39 %","   .09 %","  7.27 %","  3.81 %","  9.28 %","   .37 %","  7.43 %","  9.83 %"," 11.21 %","  4.67 %"," 11.19 %"," 10.07 %","  5.30 %"
"2020-07-19","  7.15 %","  8.63 %"," 14.66 %","","  7.91 %","  5.34 %","  9.63 %","   .30 %","  8.65 %"," 11.12 %"," 12.89 %","  7.19 %"," 11.54 %"," 10.57 %","  5.97 %"
"2020-07-20","  7.59 %","  7.45 %"," 16.60 %","","  7.56 %","  5.28 %","  9.38 %","   .14 %"," 10.17 %"," 11.32 %"," 12.40 %","  6.51 %"," 11.15 %"," 10.64 %","  5.99 %"
"2020-07-21","  8.35 %","  8.57 %"," 15.08 %","   .09 %","  8.93 %","  6.66 %","  8.14 %","   .07 %"," 10.20 %"," 11.18 %"," 11.95 %","  7.59 %"," 11.68 %"," 12.27 %","  7.09 %"
"2020-07-22","  7.95 %","  8.01 %"," 14.05 %","   .09 %","  9.85 %","  7.15 %","  8.74 %","   .00 %"," 11.01 %"," 12.02 %"," 11.90 %"," 15.96 %"," 11.13 %"," 14.49 %","  8.06 %"
"2020-07-23"," 10.17 %","  7.19 %"," 12.85 %",""," 12.29 %","  7.37 %","  8.91 %","","  9.56 %"," 11.70 %"," 12.17 %"," 18.54 %"," 12.00 %"," 14.28 %","  8.12 %"
"2020-07-24"," 10.04 %","  7.22 %"," 12.55 %",""," 12.47 %","  6.45 %","  9.73 %",""," 10.43 %","  9.39 %","  9.00 %"," 19.95 %"," 11.04 %"," 14.43 %","  9.02 %"
"2020-07-25"," 10.46 %","  7.64 %"," 11.41 %","   .09 %"," 11.53 %","  7.41 %","  9.43 %","   .00 %","  9.68 %"," 10.15 %","  8.74 %"," 22.68 %"," 14.61 %"," 15.40 %","  9.32 %"
"2020-07-26"," 10.42 %","  6.96 %"," 11.73 %",""," 10.58 %","  6.37 %"," 10.21 %","   .00 %","  9.51 %"," 10.20 %","  9.08 %"," 23.20 %"," 13.47 %"," 14.30 %","  8.83 %"
"2020-07-27"," 10.41 %","  6.65 %"," 11.22 %","","  9.30 %","  6.09 %","  9.45 %","   .00 %","  9.72 %","  9.70 %","  7.91 %"," 16.50 %"," 13.20 %"," 12.15 %","  8.78 %"
"2020-07-28","  8.61 %","  6.85 %","  9.87 %","","  7.63 %","  6.03 %","  9.01 %","","  9.23 %","  8.34 %","  7.34 %"," 13.32 %"," 11.45 %"," 10.87 %","  9.99 %"
"2020-07-29","  8.40 %","  6.71 %","  9.90 %","","  7.82 %","  5.29 %","  8.54 %","","  7.76 %","  9.09 %","  7.20 %"," 11.19 %","  8.65 %","  9.68 %","  9.78 %"
"2020-07-30","  8.19 %","  6.92 %","  9.13 %","","  7.80 %","  4.48 %","  8.72 %","","  7.57 %","  9.92 %","  7.53 %"," 10.34 %","  5.49 %","  8.52 %"," 10.66 %"
"2020-07-31","  8.65 %","  6.89 %","  8.63 %","   .00 %","  7.96 %","  4.17 %","  7.81 %","   .00 %","  7.81 %"," 10.96 %","  7.55 %","  9.74 %","  5.83 %","  7.92 %"," 10.63 %"
"2020-08-01","  9.10 %","  7.74 %","  7.70 %","","  7.84 %","  4.76 %","  8.13 %","","  7.58 %"," 10.55 %","  8.41 %","  9.95 %","  5.41 %","  7.76 %"," 10.61 %"
"2020-08-02","  8.54 %","  7.96 %","  6.71 %","","  6.90 %","  4.78 %","  7.36 %","","  7.22 %"," 10.14 %","  8.14 %"," 11.25 %","  7.03 %","  6.90 %","  9.00 %"
"2020-08-03","  7.20 %","  6.37 %","  5.63 %","","  5.68 %","  4.55 %","  6.36 %","","  7.29 %","  8.98 %","  7.51 %"," 10.67 %","  9.46 %","  5.93 %","  7.75 %"
"2020-08-04","  7.17 %","  6.10 %","  5.18 %","","  5.31 %","  4.76 %","  5.66 %","","  6.57 %","  7.80 %","  6.75 %","  9.03 %"," 10.37 %","  4.89 %","  7.05 %"
"2020-08-05","  6.42 %","  5.51 %","  5.16 %","","  4.82 %","  4.87 %","  5.55 %","","  5.93 %","  6.28 %","  6.39 %","  8.14 %"," 10.48 %","  4.02 %","  6.70 %"
"2020-08-06","  6.00 %","  4.79 %","  5.33 %","","  4.39 %","  4.67 %","  5.25 %","","  5.44 %","  6.34 %","  6.53 %","  6.97 %"," 11.58 %","  4.28 %","  6.42 %"
"2020-08-07","  6.16 %","  4.78 %","  5.38 %","","  4.41 %","  4.54 %","  5.29 %","","  4.99 %","  6.96 %","  6.06 %","  5.93 %"," 10.05 %","  4.11 %","  6.52 %"
"2020-08-08","  5.88 %","  5.65 %","  5.29 %","","  4.30 %","  4.73 %","  5.76 %","","  5.12 %","  7.26 %","  5.62 %","  5.48 %","  8.45 %","  4.29 %","  6.08 %"
"2020-08-09","  5.10 %","  5.84 %","  5.13 %","","  4.04 %","  4.55 %","  5.80 %","","  5.47 %","  7.11 %","  5.14 %","  5.30 %","  7.20 %","  4.73 %","  5.76 %"
"2020-08-10","  4.29 %","  5.35 %","  4.66 %","","  3.79 %","  3.77 %","  5.12 %","","  5.46 %","  6.74 %","  4.84 %","  4.82 %","  6.36 %","  4.72 %","  4.97 %"
"2020-08-11","  3.95 %","  5.10 %","  4.46 %","","  3.49 %","  3.59 %","  4.76 %","","  5.16 %","  5.68 %","  4.20 %","  4.51 %","  5.96 %","  4.37 %","  4.70 %"
"2020-08-12","  3.52 %","  5.07 %","  4.32 %","","  3.31 %","  3.28 %","  4.15 %","","  5.20 %","  4.95 %","  4.13 %","  4.25 %","  5.73 %","  4.63 %","  4.17 %"
"2020-08-13","  3.29 %","  4.80 %","  4.26 %","","  3.22 %","  3.05 %","  3.60 %","","  5.24 %","  4.36 %","  3.94 %","  3.97 %","  5.68 %","  4.63 %","  4.35 %"
"2020-08-14","  3.11 %","  4.72 %","  3.85 %","","  2.81 %","  2.74 %","  3.14 %","","  4.76 %","  4.11 %","  3.94 %","  3.72 %","  5.82 %","  4.00 %","  3.73 %"
"2020-08-15","  3.19 %","  5.05 %","  3.66 %","","  2.72 %","  2.97 %","  2.95 %","","  4.61 %","  4.05 %","  4.26 %","  3.85 %","  5.48 %","  3.76 %","  3.56 %"
"2020-08-16","  2.82 %","  5.06 %","  3.27 %","","  2.54 %","  2.75 %","  2.66 %","","  4.94 %","  4.02 %","  4.47 %","  3.60 %","  4.84 %","  3.83 %","  3.07 %"
"2020-08-17","  2.57 %","  4.10 %","  2.95 %","","  2.48 %","  2.34 %","  2.35 %","","  4.57 %","  3.56 %","  4.33 %","  3.25 %","  4.39 %","  3.49 %","  3.19 %"
"2020-08-18","  2.22 %","  3.94 %","  2.78 %","","  2.64 %","  2.20 %","  2.29 %","","  4.36 %","  3.41 %","  4.17 %","  3.12 %","  4.09 %","  3.32 %","  3.00 %"
"2020-08-19","  2.40 %","  3.65 %","  2.82 %","","  2.61 %","  2.05 %","  2.13 %","","  4.69 %","  3.37 %","  4.03 %","  2.97 %","  3.74 %","  3.35 %","  3.07 %"
"2020-08-20","  2.41 %","  3.41 %","  2.85 %","","  2.43 %","  1.84 %","  2.13 %","","  4.72 %","  3.28 %","  4.01 %","  2.94 %","  3.33 %","  3.56 %","  3.05 %"
"2020-08-21","  2.44 %","  3.36 %","  2.98 %","","  2.22 %","  1.81 %","  2.12 %","","  4.76 %","  3.55 %","  3.58 %","  3.04 %","  3.44 %","  3.61 %","  3.06 %"
