"date","Chhattisgarh/Balod","Chhattisgarh/Baloda Bazar","Chhattisgarh/Balrampur","Chhattisgarh/Bametara","Chhattisgarh/Bastar","Chhattisgarh/Bijapur","Chhattisgarh/Bilaspur","Chhattisgarh/Dakshin Bastar Dantewada","Chhattisgarh/Dhamtari","Chhattisgarh/Durg","Chhattisgarh/Gariaband","Chhattisgarh/Gaurela Pendra Marwahi","Chhattisgarh/Janjgir Champa","Chhattisgarh/Jashpur","Chhattisgarh/Kabeerdham","Chhattisgarh/Kondagaon","Chhattisgarh/Korba","Chhattisgarh/Koriya","Chhattisgarh/Mahasamund","Chhattisgarh/Mungeli","Chhattisgarh/Narayanpur","Chhattisgarh/Other State","Chhattisgarh/Raigarh","Chhattisgarh/Raipur","Chhattisgarh/Rajnandgaon","Chhattisgarh/Sukma","Chhattisgarh/Surajpur","Chhattisgarh/Surguja","Chhattisgarh/Unknown","Chhattisgarh/Uttar Bastar Kanker"
"2020-05-29","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","",""
"2020-05-30","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","",""
"2020-05-31","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","",""
"2020-06-01","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","",""
"2020-06-02","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","",""
"2020-06-03","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","",""
"2020-06-04","","","","","","","","","","1","","","","","","","","","","","","","","1","","","","","",""
"2020-06-05","","","","","","","","","","1","","","","","","","","","","","","","","1","","","","","",""
"2020-06-06","","","","","1","","1","","","1","","","","","","","","","","","","","","1","","","","","",""
"2020-06-07","","","","","","","1","","","1","","","","","","","","","","","","","","1","","","","","",""
"2020-06-08","","","","","","","1","","","1","","","","","","","","","","","","","","1","","","","","",""
"2020-06-09","","","","","","","","","","2","","","","","","","","","","","","","","1","","","","","",""
"2020-06-10","","","","","1","","1","","","3","","","","","","","","","","","","","","1","","","","","",""
"2020-06-11","","","","","1","","1","","","3","","","","","","","","","","","","","","1","","","","","",""
"2020-06-12","","","","","","","","","","3","","","","","","","","","","","","","","1","","","","","",""
"2020-06-13","","","","","","","1","","","3","","","","","","","","","","","","","","1","","","","","",""
"2020-06-14","","","","","","","1","","","3","","","","","","","","","","","","","","1","","","","","",""
"2020-06-15","","","","","","","1","","1","3","","","","","","","","","1","","","","1","1","","","","","",""
"2020-06-16","","","","","","","1","","","3","","","","","","","","","1","","","","","1","","","","","",""
"2020-06-17","","","","","","","1","","","3","","","","","","","","","1","","","","1","1","","","","","",""
"2020-06-18","","","","","1","","1","","1","3","","","","","","","","","1","","","","1","1","","","","","",""
"2020-06-19","","","","","","","1","","","3","","","","","","","","","1","","","","1","1","1","","","","",""
"2020-06-20","","","","","","","2","","","3","","","","","","","","","1","","","","1","1","1","","","","",""
"2020-06-21","","","","","","","2","","","3","","","","","","","","","1","","","","1","1","1","","","","",""
"2020-06-22","","","","","","","2","","","3","","","","","","","","","1","","","","1","1","2","","","","",""
"2020-06-23","","","","","1","","","","","3","","","","","","","","","1","","","","1","1","2","","","","",""
"2020-06-24","","","","","","","2","","","3","","","","","","","","","1","","","","1","1","2","","","","",""
"2020-06-25","","","","","1","","","","1","3","","","","","","","","","1","","","","1","1","2","","","","",""
"2020-06-26","","","","","","","","","","3","","","1","","","","","","","","","","1","1","2","","","","",""
"2020-06-27","","","","","","","2","","","3","","","1","","","","","","1","","","","1","1","2","","","","",""
"2020-06-28","","","","","","","2","","","3","","","1","","","","","","","","","","1","1","2","","","","",""
"2020-06-29","","","","","1","","","","","3","","","1","","","","","","1","","","","1","1","2","","","","",""
"2020-06-30","","","","","1","","2","","","3","","","1","","","","","","1","","","","","1","2","","","","",""
"2020-07-01","","","","","","","2","","","3","","","1","","","","","","1","","","","1","2","2","","","","",""
"2020-07-02","","","","","1","","2","","","3","","","1","","","","","","1","","","","1","2","2","","","","",""
"2020-07-03","","","","","1","","2","","","3","","","","","","","","","","","","","1","2","2","","","","",""
"2020-07-04","","","","","1","","2","","","3","","","1","","","","","","1","","","","1","2","2","","","","",""
"2020-07-05","","","","","","","2","","","3","","","1","","","","","","1","","","","1","2","","","","","",""
"2020-07-06","","","","","1","","2","","","3","","","1","","","","","","1","","","","1","2","2","","","","",""
"2020-07-07","","","","","","","2","","","3","","","1","","","","","","1","","","","1","2","2","","","","",""
"2020-07-08","","","","","1","","2","","","3","","","1","","","","","","","","","","1","2","2","","","","",""
"2020-07-09","","","","","1","","2","","","3","","","1","","","","","","","","","","1","2","2","","","1","",""
"2020-07-10","","","","","","","2","","","3","","","1","","","","","","1","","","1","2","2","2","","","1","",""
"2020-07-11","","","","","1","","2","","1","3","","","","","","","","","","","","","","2","2","","","1","",""
"2020-07-12","","","","","1","","2","","1","4","","","1","","","","","","","","","","2","3","2","","","1","",""
"2020-07-13","","","","","1","","2","","1","4","","","1","","","","","","1","","","","2","3","2","","","1","",""
"2020-07-14","","","","","1","","2","","","4","","","1","","","","","","","","","","2","4","2","","","1","",""
"2020-07-15","","","","","1","","2","","1","4","","","1","","","","","","1","","","","2","4","2","","","1","",""
"2020-07-16","","","","","1","","2","","","4","","","2","","","","","","","","","1","2","4","2","","","1","",""
"2020-07-17","","","","","","","2","","1","4","","","2","","","","","","1","","","2","2","6","2","","","1","",""
"2020-07-18","","","","","1","","2","","1","4","","","2","","","","","","","","","2","2","6","2","","","1","",""
"2020-07-19","","","","","1","","2","","","4","","","2","","","","","","","","","","2","6","2","","","1","",""
"2020-07-20","","","","","","","2","","1","4","","","2","","","","","","1","","","","2","9","3","","","1","",""
"2020-07-21","","","","","1","","2","","1","4","","","2","","","","","","","","","2","2","10","3","","","1","",""
"2020-07-22","","","","","1","","2","","","4","","","2","","","","","","1","","","","2","10","3","","","1","",""
"2020-07-23","","","","","1","","2","","1","5","","","2","","","","","","1","","","","2","14","3","","","1","",""
"2020-07-24","","1","","","1","","2","","1","5","","","2","","","","","","1","","","","2","15","3","","","1","",""
"2020-07-25","","1","","","1","","2","","1","5","","","2","","","","","","1","","","2","2","18","3","","","1","",""
"2020-07-26","","2","","","1","","2","","1","6","","","2","","","","","","1","","","","2","19","3","","1","1","",""
"2020-07-27","","2","","","1","","3","","1","6","","","2","","","","","","1","","","","2","20","3","","1","1","",""
"2020-07-28","","2","","","1","","3","","1","7","","","2","","","","","","1","","","","2","20","3","","1","1","",""
"2020-07-29","","2","","","1","","3","","1","8","","","2","","","","","1","1","","","","2","22","3","","1","1","",""
"2020-07-30","","2","","","1","","3","","1","8","","","2","","","","","1","1","","","2","2","23","3","","1","1","",""
"2020-07-31","","2","","","1","","3","","1","8","1","","2","","","","","1","1","","","2","2","25","3","","1","1","",""
"2020-08-01","","2","","","1","","3","","1","8","1","","2","","","","","1","1","","","","2","26","3","","1","1","",""
"2020-08-02","","2","","","1","","3","","1","8","1","","2","","","","","1","1","","","","2","29","3","","1","1","",""
"2020-08-03","","2","","","1","","3","","1","8","1","","2","","","","","","1","","","","2","31","4","","1","1","",""
"2020-08-04","","2","","","1","","6","","1","9","1","","2","","","","","1","1","","","2","2","34","4","","1","2","",""
"2020-08-05","","2","","","1","","6","","1","9","1","","2","","","","","1","1","","","3","2","35","4","","1","2","",""
"2020-08-06","","2","","","1","","6","","1","9","1","","3","","","","","1","2","","","3","2","38","5","","1","2","",""
"2020-08-07","","3","","","1","","6","","1","10","1","","3","","","","","1","3","","","4","4","42","5","","1","2","",""
"2020-08-08","","3","","","2","","6","","1","10","1","","3","","","","","1","3","","","4","4","44","5","","1","2","",""
"2020-08-09","","3","","","2","","7","","","11","1","","4","","","","","2","3","","","4","5","45","5","","1","2","",""
"2020-08-10","","3","","","2","","8","","1","12","1","","4","","","","","2","3","","","5","5","45","5","","1","2","",""
"2020-08-11","","3","","","2","","8","","1","13","1","","4","","","","","2","3","","","5","5","47","7","","1","2","",""
"2020-08-12","","3","","","2","","8","","1","15","1","","4","","","","","2","3","","","5","5","50","7","","1","2","",""
"2020-08-13","","3","","","2","","8","","1","15","1","","5","","","","","2","3","","","5","5","57","7","","1","2","",""
"2020-08-14","","3","","","2","1","8","","1","16","1","","5","","","","","2","3","","","5","5","68","7","","1","2","",""
"2020-08-15","","3","","","2","","8","","1","17","1","","5","","","","","2","3","","","5","5","71","7","","1","2","",""
"2020-08-16","","3","","","2","1","8","2","1","17","1","","6","","","","","2","3","","","5","5","76","7","","1","2","",""
"2020-08-17","","3","","","2","1","8","2","1","21","1","","6","","","","","2","4","","","","5","79","7","","1","2","",""
"2020-08-18","","3","","","2","1","8","2","1","21","1","","6","","","","","2","5","","","","5","86","7","","1","2","",""
"2020-08-19","","3","","1","2","1","8","2","1","21","1","","6","","","","","2","5","","","5","7","89","7","","1","2","",""
"2020-08-20","","3","","1","2","1","8","2","1","23","1","","6","","","","","2","5","","","","8","93","8","","1","2","",""
"2020-08-21","","3","","1","2","1","8","2","1","23","1","","6","","","","2","3","5","","","5","8","98","8","","1","2","",""
"2020-08-22","","3","","2","2","1","8","2","1","26","1","","6","","","","2","3","5","","","5","7","102","8","","1","4","","1"
"2020-08-23","","3","","2","2","1","9","2","1","27","1","","6","","","","2","3","5","","","5","8","105","8","","1","4","","2"
"2020-08-24","","3","","2","2","1","9","2","1","27","1","","6","","","","3","3","5","","","5","8","112","8","","1","4","","3"
"2020-08-25","","3","","2","2","1","9","2","1","28","2","","6","","","","4","4","5","","","5","11","118","10","","1","4","","3"
"2020-08-26","","3","","3","2","2","9","2","1","30","2","","6","","1","","4","4","5","","","5","11","123","10","","1","4","","3"
"2020-08-27","","3","","3","2","2","10","2","1","30","2","","6","","1","","4","4","6","","","6","12","133","10","","1","4","","3"
"2020-08-28","","3","","3","2","2","10","2","1","31","2","","6","","1","","4","4","7","","","6","12","137","10","","1","4","","3"
"2020-08-29","1","3","","3","2","2","11","2","1","32","3","","6","","1","","4","4","8","","","7","14","139","11","","1","4","","3"
"2020-08-30","1","3","","3","2","2","12","2","1","33","3","","6","","1","","4","4","8","","","7","14","144","11","","1","4","","3"
"2020-08-31","1","4","","3","2","2","12","2","1","34","","","6","","2","","4","5","8","","","7","15","147","11","","1","4","","3"
"2020-09-01","1","4","1","3","2","2","14","2","1","35","3","","7","1","2","","4","5","8","","","7","15","150","11","1","1","4","","3"
"2020-09-02","1","5","1","3","3","2","14","2","1","36","3","","7","1","2","","4","5","8","","","9","17","155","11","1","1","4","","3"
"2020-09-03","1","5","1","3","3","2","14","2","1","40","3","","8","2","2","","4","5","8","","","9","17","164","12","1","1","4","","3"
"2020-09-04","1","5","1","3","3","2","17","2","1","41","3","","8","2","2","","4","5","8","","","9","18","177","13","1","3","5","","3"
"2020-09-05","1","7","1","3","4","2","18","2","2","42","3","","9","2","3","","4","5","8","","","9","18","187","13","2","3","5","","3"
"2020-09-06","1","7","1","3","4","2","21","2","2","46","3","","9","2","3","","4","5","8","","","10","20","200","13","2","3","5","","4"
"2020-09-07","1","7","1","3","5","2","22","3","2","46","3","","10","2","3","","4","5","8","","","10","21","207","15","2","3","5","","5"
"2020-09-08","1","8","1","3","5","2","23","3","2","48","3","","10","2","4","1","4","5","8","","","11","21","212","15","2","3","5","","5"
"2020-09-09","1","9","1","5","5","6","51","3","2","48","5","","10","2","4","1","4","7","15","","","11","21","218","31","2","4","6","","5"
"2020-09-10","1","10","1","5","5","6","54","3","2","49","6","","11","2","4","1","4","7","15","","","11","22","223","32","2","4","8","","5"
"2020-09-11","1","11","1","5","5","6","56","3","2","50","6","","13","2","4","1","5","7","15","","","11","24","239","32","2","4","8","","5"
"2020-09-12","1","12","1","5","5","6","59","3","2","53","6","","13","2","4","1","5","7","15","","","12","35","240","32","2","4","8","","6"
"2020-09-13","1","12","1","5","5","6","59","3","2","55","6","","15","2","4","1","5","7","15","","","12","26","261","32","2","4","8","","6"
"2020-09-14","1","12","1","6","5","6","63","3","2","56","6","","15","2","5","1","5","7","15","","","12","30","268","32","2","4","8","","6"
"2020-09-15","1","12","1","7","5","6","63","3","2","58","6","","15","2","5","1","5","7","16","","","12","31","278","32","2","4","8","","6"
"2020-09-16","1","12","1","8","5","","64","","2","59","7","","15","2","5","1","5","8","16","","","13","34","288","33","3","4","10","","6"
"2020-09-17","1","13","1","8","5","6","67","3","3","61","8","","15","2","5","1","5","8","17","","","13","34","296","33","3","4","10","","6"
"2020-09-18","1","13","1","8","6","6","68","3","3","61","10","","16","2","5","1","5","10","17","1","","14","36","301","33","3","4","10","","7"
"2020-09-19","1","14","3","8","6","6","69","3","3","64","10","","16","0","5","1","5","10","17","1","","15","36","310","33","3","4","13","","8"
"2020-09-20","1","15","1","8","6","6","72","3","3","64","10","","16","2","5","1","5","10","17","1","","","36","319","33","3","4","13","","8"
"2020-09-21","2","15","1","8","6","6","75","3","3","67","10","","16","2","5","1","5","10","17","1","","15","36","325","33","3","4","13","","8"
"2020-09-22","2","15","1","8","6","6","75","3","8","69","13","1","16","2","5","1","5","10","19","1","","15","36","339","34","3","4","13","","8"
"2020-09-23","2","15","1","8","6","6","75","3","3","70","13","1","16","2","5","2","5","11","19","1","","16","36","347","34","3","4","16","","8"
"2020-09-24","2","15","1","13","6","6","75","3","3","71","13","1","16","2","5","2","5","11","19","1","","16","36","361","35","4","5","17","","8"
"2020-09-25","2","15","1","13","6","6","78","5","4","77","13","1","16","2","5","2","5","11","19","1","","16","36","373","35","4","6","17","","8"
"2020-09-26","2","15","1","13","8","6","78","6","6","88","14","1","16","2","5","2","7","11","19","2","","17","36","387","38","4","6","19","","8"
"2020-09-27","3","16","1","13","17","6","80","7","6","94","14","1","17","2","5","2","7","11","20","2","","17","36","393","38","4","7","20","","9"
"2020-09-28","3","17","2","13","17","6","80","7","9","96","14","1","18","2","6","2","7","11","20","3","","19","36","408","38","4","7","20","","11"
"2020-09-29","3","18","3","15","18","6","80","8","11","101","14","1","19","3","7","2","7","11","21","3","","20","42","420","40","4","8","20","","11"
"2020-09-30","3","19","3","16","19","6","81","8","11","105","16","","19","3","7","4","7","11","23","3","","","58","428","40","4","9","22","","11"
"2020-10-01","4","20","3","18","19","6","81","8","11","111","16","","25","3","7","9","7","11","24","3","","20","58","434","40","4","10","22","","11"
"2020-10-02","4","21","3","18","19","6","81","8","11","116","16","1","26","3","7","9","7","11","24","4","1","20","58","437","41","4","10","24","","12"
"2020-10-03","4","21","3","18","19","6","81","8","11","124","17","1","28","3","7","9","7","11","24","4","1","20","66","446","41","4","10","24","","13"
"2020-10-04","5","21","3","18","19","6","81","8","11","129","17","1","28","3","8","9","7","11","24","4","1","20","68","450","41","4","11","24","","13"
"2020-10-05","5","22","4","18","19","6","81","9","11","143","17","1","31","3","11","9","7","11","27","4","1","20","68","455","41","4","12","25","","16"
"2020-10-06","6","22","4","18","19","6","81","9","11","144","17","1","37","4","11","10","7","11","27","4","1","20","71","465","41","4","12","25","","16"
"2020-10-07","8","22","4","20","22","6","81","9","11","148","17","1","37","4","14","10","7","11","32","4","1","23","74","468","42","4","12","26","","16"
"2020-10-08","9","24","4","20","22","6","81","9","11","149","17","1","39","4","15","10","7","11","32","6","1","23","77","473","46","5","12","27","","17"
"2020-10-09","9","24","4","20","22","6","81","9","25","150","17","1","41","4","15","11","7","11","32","6","1","25","83","483","48","5","12","27","","17"
"2020-10-10","9","26","4","20","22","6","81","9","31","152","17","1","59","5","15","11","7","11","32","6","1","27","85","488","48","5","12","28","","17"
"2020-10-11","9","29","4","20","22","6","81","9","32","157","17","1","59","6","15","11","8","11","32","6","1","28","85","491","49","5","12","29","","18"
"2020-10-12","9","32","4","21","22","6","84","9","45","160","17","1","59","6","16","11","9","12","32","6","1","28","85","496","50","5","12","29","","19"
"2020-10-13","9","34","4","21","22","6","84","9","45","162","17","1","61","6","16","11","9","12","32","6","1","28","91","499","52","5","15","29","","19"
"2020-10-14","9","34","4","21","22","6","85","9","46","166","17","1","68","6","16","11","9","12","35","6","1","29","94","505","54","5","15","30","","23"
"2020-10-15","10","55","4","21","22","6","85","9","46","169","17","1","70","7","21","11","9","12","37","6","1","31","99","508","54","5","15","30","","24"
"2020-10-16","10","69","4","21","22","6","85","9","46","170","17","1","73","7","21","12","9","12","37","6","1","","112","511","56","5","15","30","","27"
"2020-10-17","10","69","4","21","22","6","87","9","47","174","17","1","74","7","21","12","9","12","38","6","1","31","114","513","57","5","15","30","","27"
"2020-10-18","10","72","4","21","22","6","87","9","48","201","17","1","75","7","21","12","9","12","38","6","1","31","116","518","57","5","15","30","","27"
"2020-10-19","12","74","4","22","22","6","87","9","49","233","17","1","79","7","22","12","9","12","38","6","1","31","119","523","60","5","15","30","","29"
"2020-10-20","12","74","5","23","22","6","87","9","51","264","17","1","79","7","22","12","9","12","39","7","1","31","120","528","62","5","18","31","","30"
"2020-10-21","12","74","5","23","22","6","89","9","51","299","19","3","79","7","22","12","9","12","39","7","1","32","120","532","68","5","18","31","","30"
"2020-10-22","12","77","5","23","22","6","90","9","51","333","19","3","79","7","23","12","19","12","39","7","1","32","120","535","68","5","18","31","","30"
"2020-10-23","14","77","6","23","22","6","90","9","51","337","19","3","79","7","24","12","28","22","63","7","1","32","122","537","68","5","19","33","","30"
"2020-10-24","15","77","6","23","22","6","90","9","51","362","26","3","83","10","24","12","34","22","63","7","1","32","126","540","68","5","19","34","","31"
"2020-10-25","15","77","6","23","22","6","90","9","52","369","26","3","84","10","24","12","37","22","65","7","1","32","129","541","68","5","25","34","","32"
"2020-10-26","15","77","6","25","22","6","90","9","54","380","26","3","84","10","24","12","37","22","65","12","1","32","130","545","85","5","19","40","","33"
"2020-10-27","15","77","6","25","22","6","90","9","54","394","26","3","86","10","25","12","37","22","66","12","1","32","131","546","85","5","19","40","","33"
"2020-10-28","15","78","6","27","22","12","90","9","54","403","30","5","93","10","34","12","43","22","66","12","2","32","135","549","85","5","19","40","","34"
"2020-10-29","25","79","6","28","22","15","90","9","54","416","30","7","93","11","38","12","43","23","66","12","2","32","135","549","96","8","19","40","","37"
"2020-10-30","25","79","6","28","22","15","90","9","66","427","30","7","93","11","40","12","43","23","67","12","2","32","135","564","104","8","19","40","","37"
"2020-10-31","25","79","6","28","22","15","90","9","67","429","30","7","109","11","40","12","55","23","68","14","2","32","144","581","105","8","19","40","","39"
"2020-11-01","26","81","6","28","22","15","105","9","69","436","32","7","109","11","40","12","55","23","68","14","2","32","146","597","107","8","19","40","","39"
"2020-11-02","26","81","6","28","22","24","117","10","69","450","32","7","109","11","40","12","56","23","68","16","2","32","150","611","108","8","19","40","","39"
"2020-11-03","26","82","6","29","41","24","133","10","69","463","32","7","111","11","40","12","58","23","68","16","2","32","152","613","108","8","19","40","","39"
"2020-11-04","27","82","6","31","55","24","156","10","70","463","32","7","112","11","40","12","58","23","69","16","2","32","153","613","110","9","20","42","","39"
"2020-11-05","27","82","6","31","69","24","156","10","72","479","32","7","116","11","42","14","58","23","69","16","2","33","154","614","110","9","20","43","","39"
"2020-11-06","30","83","7","34","69","25","156","10","74","480","35","7","127","12","43","16","58","23","75","16","2","33","158","620","112","9","21","46","","39"
"2020-11-07","31","84","7","35","69","25","157","11","74","481","35","7","128","12","43","16","60","24","76","16","2","33","164","621","113","9","23","47","","39"
"2020-11-08","32","85","7","35","69","25","157","12","74","483","35","7","130","12","43","16","61","24","76","16","2","34","166","623","113","9","23","47","","39"
"2020-11-09","32","89","7","37","69","26","157","12","74","484","35","8","130","12","44","16","61","24","76","16","2","34","169","625","114","9","23","48","","39"
"2020-11-10","33","89","7","37","70","26","158","13","76","486","35","8","130","12","45","17","62","25","76","16","2","35","171","627","115","9","23","48","","39"
"2020-11-11","35","91","7","37","71","27","158","13","78","486","35","8","131","13","45","20","62","26","78","16","2","36","176","626","116","10","23","48","","41"
"2020-11-12","35","93","7","38","71","27","159","13","78","489","36","8","133","13","45","20","62","26","79","16","2","37","178","630","117","10","23","49","","41"
"2020-11-13","36","92","7","38","73","27","159","13","79","490","37","8","134","13","46","20","63","26","81","16","2","37","183","632","117","10","23","50","","41"
"2020-11-14","37","93","7","38","74","27","159","13","79","492","37","","136","14","47","20","65","26","81","17","2","37","184","634","118","10","23","51","","41"
"2020-11-15","39","93","7","","74","27","","13","81","493","37","","137","15","47","20","67","27","81","17","2","38","188","635","118","10","23","51","","41"
"2020-11-16","40","95","7","38","74","27","161","13","82","495","37","8","138","15","47","20","68","27","81","18","2","38","198","636","120","10","23","52","","42"
"2020-11-17","40","95","7","38","75","27","161","13","83","498","37","8","138","15","48","20","69","29","83","18","2","38","204","636","121","10","23","53","","42"
"2020-11-18","43","95","8","38","76","27","164","13","85","498","37","8","140","16","48","20","69","29","84","18","2","38","210","637","122","10","23","53","","43"
"2020-11-19","44","97","8","38","76","27","164","13","85","500","37","8","142","16","52","20","72","29","85","18","2","38","210","639","124","10","25","58","","43"
"2020-11-20","44","97","8","39","76","27","164","13","85","500","37","8","143","16","53","20","72","29","85","18","2","41","218","641","127","10","25","58","","43"
"2020-11-21","46","100","8","40","76","27","165","13","85","501","37","8","143","16","53","20","73","29","87","18","2","41","221","644","131","10","25","59","","43"
"2020-11-22","47","101","8","40","76","27","167","13","85","503","37","9","146","17","54","20","74","30","87","19","2","41","222","644","131","10","25","60","","45"
"2020-11-23","49","102","8","40","76","27","167","14","86","504","39","9","147","17","55","20","76","31","87","19","2","42","222","644","131","10","25","60","","45"
"2020-11-24","51","104","8","40","76","27","167","14","86","509","39","9","148","17","56","20","77","31","87","19","2","42","227","647","132","10","25","60","","45"
"2020-11-25","53","105","8","40","76","27","169","14","86","512","40","9","148","18","56","20","77","31","88","19","2","42","227","649","132","10","25","61","","47"
"2020-11-26","54","106","8","40","76","27","170","14","86","512","41","9","154","18","56","20","78","31","88","19","2","42","231","650","132","10","25","63","","47"
"2020-11-27","54","107","8","40","76","27","170","14","86","512","42","9","156","18","56","20","78","31","88","20","2","43","232","653","134","10","25","63","","47"
"2020-11-28","54","108","8","40","76","27","172","14","88","512","42","9","158","18","56","21","79","31","88","20","2","44","234","654","137","10","26","63","","47"
"2020-11-29","54","108","8","40","76","27","172","14","90","512","42","","162","18","56","21","79","31","88","20","2","45","235","655","138","10","26","63","","47"
"2020-11-30","54","109","8","41","76","27","172","15","90","512","42","9","164","18","57","21","80","31","90","20","2","45","241","658","139","10","27","63","","48"
"2020-12-01","56","109","8","41","76","27","174","15","91","516","42","9","168","18","57","21","81","31","91","21","2","46","245","663","140","10","27","65","","50"
"2020-12-26","57","109","8","42","76","27","174","15","91","518","42","9","170","18","57","21","83","31","91","21","2","","246","664","141","10","27","66","","50"
"2020-12-27","57","110","8","43","76","27","176","15","91","521","42","9","174","18","57","21","85","31","91","21","2","","246","666","143","10","27","67","","50"
"2020-12-28","60","111","9","43","76","27","176","16","93","526","43","9","174","18","57","22","86","31","92","21","","","249","669","143","10","27","69","","51"
"2020-12-29","61","112","9","43","76","27","176","16","93","529","43","9","175","19","57","22","87","32","92","21","","47","249","674","143","10","29","69","","51"
"2020-12-30","62","113","9","43","76","","176","16","93","531","43","9","175","19","58","22","87","32","93","21","","","250","677","145","10","30","69","","52"
