"date","Haryana/Ambala","Haryana/Bhiwani","Haryana/Charkhi Dadri","Haryana/Faridabad","Haryana/Fatehabad","Haryana/Foreign Evacuees","Haryana/Gurugram","Haryana/Hisar","Haryana/Italians","Haryana/Jhajjar","Haryana/Jind","Haryana/Kaithal","Haryana/Karnal","Haryana/Kurukshetra","Haryana/Mahendragarh","Haryana/Nuh","Haryana/Palwal","Haryana/Panchkula","Haryana/Panipat","Haryana/Rewari","Haryana/Rohtak","Haryana/Sirsa","Haryana/Sonipat","Haryana/Yamunanagar"
"2020-04-19","11","3","","42","","","36","","","","","","","","","","","","","","","","",""
"2020-04-20","","","","","","","","","","","","","","","","","","18","","","","","",""
"2020-04-21","","","","43","","","37","","","","","","","","","","","","","","","","9",""
"2020-04-22","12","","","","","","41","","","","","","","","","","","","","","","","13",""
"2020-04-23","","","","","","","45","","","","","","","","","","","","","","3","","",""
"2020-04-24","","","","","","","47","","","","","","","","","","","","7","","4","","",""
"2020-04-25","13","","","","","","51","","","","","","","","","","","","8","","","","19",""
"2020-04-26","","","","45","","","","4","","","","","","","","","","","12","","","","20",""
"2020-04-27","14","","","46","","","51","","","1","","","","","","57","","","","","","","22",""
"2020-04-28","","","","46","","","","","","5","","","","","","57","34","18","13","","","","24",""
"2020-04-29","","","","46","","","","","","6","","","","","","58","","","","","","","25",""
"2020-04-30","","","","53","","","54","","","24","","","","","","58","","18","","","","","",""
"2020-05-01","14","","","61","","","57","","","28","","","","","","58","","","","","4","6","26",""
"2020-05-02","14","","","","","","63","","","40","","","","","","58","","","","","","","","4"
"2020-05-03","","","","73","5","","72","4","","42","8","","","","","","36","","24","","","","44","6"
"2020-05-04","37","","","75","","","73","","","56","10","","","","","59","","","27","","","","73",""
"2020-05-05","","3","","76","","","84","","","64","","","9","","","","","","28","","","","78","8"
"2020-05-06","41","","","78","","","104","","","70","11","","14","","","","","","33","","","","81",""
"2020-05-07","","","","84","","","117","","","73","14","","","","2","","","","34","","","","84",""
"2020-05-08","","","","88","7","","126","","","74","17","","","","","59","","","35","","","","86",""
"2020-05-09","","","","88","","","142","","","74","","","","","4","","","20","36","3","","7","89",""
"2020-05-10","","6","2","95","","","","","","","","3","","","","60","37","22","36","","5","","100","8"
"2020-05-11","41","","4","102","","","145","","","83","","","","","5","","","","","","","","105",""
"2020-05-12","42","","","115","","","161","","","","18","","15","3","","","","23","","4","","","120",""
"2020-05-13","","","","119","","","166","","","84","18","","","","","","37","","36","5","7","","120",""
"2020-05-14","","","","131","","","170","","","87","20","","17","","6","","37","","36","6","","","120","8"
"2020-05-15","42","","","140","","","179","","","","","5","","","","61","","25","","","8","","132",""
"2020-05-16","42","","","144","8","","193","","","90","","","17","","","65","39","25","36","9","","7","134",""
"2020-05-17","","","","147","","","204","","","90","20","","18","3","7","","39","25","38","","12","8","",""
"2020-05-18","","","","150","","","211","7","","","","","19","","8","65","","","","","12","","137",""
"2020-05-19","","6","6","163","","","220","9","","90","21","5","20","","10","","40","25","40","","13","8","139",""
"2020-05-20","","","","170","8","","226","","","91","23","","","7","","","","","","","","","148",""
"2020-05-21","","","","181","8","","239","","","91","","","21","9","11","","","25","46","","14","","150",""
"2020-05-22","","","","185","","","250","","","91","","","23","14","21","","40","","46","11","15","9","151",""
"2020-05-23","","8","","195","8","","262","12","","91","26","","24","15","","65","41","","53","","15","","154",""
"2020-05-24","","","","209","8","21","271","19","","93","","6","32","","","","","","54","16","16","","159",""
"2020-05-25","","8","7","211","9","","284","20","","","29","","33","18","21","","","","54","","16","","163",""
"2020-05-26","47","11","","233","","","317","22","","","27","6","36","21","33","66","43","","59","18","16","10","",""
"2020-05-27","","","","258","","","337","","","97","27","","37","","36","","51","25","","18","19","11","174",""
"2020-05-28","","","8","276","11","","405","26","","","","10","42","26","","","","","60","","24","14","180","9"
"2020-05-29","","13","13","307","12","","520","31","","","","17","48","27","39","68","58","26","","23","30","15","199",""
"2020-05-30","50","","","339","15","21","677","","","97","27","18","50","","","70","","","61","","31","","199",""
"2020-05-31","54","33","","367","","","774","40","","","","","52","31","41","","59","","62","","","","199",""
"2020-06-01","","38","","392","19","","903","53","","101","29","29","","35","","72","70","","62","","45","43","212",""
"2020-06-02","61","44","","418","24","","1063","","","103","32","29","56","36","42","","79","","64","","90","47","233",""
"2020-06-03","69","45","","487","25","","1195","61","","","","30","66","37","70","78","","27","65","","97","47","261","9"
"2020-06-04","70","57","","522","27","","1410","69","","105","33","33","74","","73","82","86","","66","34","110","48","",""
"2020-06-05","76","","35","581","30","","1563","78","","107","35","34","81","49","77","85","100","28","67","45","114","50","",""
"2020-06-06","80","","","620","38","","1692","82","","107","38","43","91","51","","","119","","72","","137","51","350","19"
"2020-06-07","87","72","","676","43","","1922","86","","109","39","44","99","52","102","102","124","33","83","48","162","52","423","20"
"2020-06-08","95","74","","773","44","","2165","88","","111","42","45","105","","102","102","129","34","85","48","177","57","436",""
"2020-06-09","98","81","","814","45","","2329","97","","112","54","45","108","55","106","","142","41","86","63","205","","474","25"
"2020-06-10","111","82","45","855","51","21","2546","102","","112","65","46","","60","106","104","142","43","","65","228","58","502","27"
"2020-06-11","124","86","","929","58","","2737","106","","116","68","","125","","113","104","152","47","87","73","257","62","502","36"
"2020-06-12","152","86","46","986","60","","2922","110","","119","69","57","","63","","109","180","","89","","","62","533","41"
"2020-06-13","168","100","47","1086","60","","3125","117","","126","","57","128","66","120","111","185","48","93","76","287","68","536",""
"2020-06-14","183","107","","1277","65","","3294","125","","132","71","59","","76","122","114","198","54","94","","300","70","","45"
"2020-06-15","187","127","","1405","75","","3477","133","","141","73","61","146","80","135","116","","55","97","94","321","75","599",""
"2020-06-16","208","134","53","1579","79","","3682","138","","149","74","","159","83","141","117","204","56","105","115","346","78","631",""
"2020-06-17","212","139","","1807","83","","3862","157","","158","80","61","175","88","141","117","220","58","109","123","","80","668","60"
"2020-06-18","237","163","","1842","89","","3991","163","","167","","","187","96","","","232","61","111","146","378","80","719","69"
"2020-06-19","263","181","60","2003","91","","4136","169","","174","81","63","193","99","173","129","249","74","118","148","398","82","755",""
"2020-06-20","269","201","","2100","92","","4307","184","","180","84","66","214","102","","133","259","87","118","","421","82","826","82"
"2020-06-21","273","225","","2237","93","","4427","201","","185","87","68","218","104","193","139","263","","134","","427","83","866",""
"2020-06-22","283","244","","2413","","","4512","203","","192","91","70","228","107","200","139","","96","","170","458","86","866",""
"2020-06-23","292","297","","2596","94","","4645","206","","201","93","","236","111","","158","263","97","137","","459","90","925","85"
"2020-06-24","299","316","69","2797","","21","4762","","","208","96","","236","112","201","160","280","99","","218","481","90","954","90"
"2020-06-25","302","331","","2940","98","","4851","214","","217","","78","262","","201","161","290","103","152","221","488","93","1059",""
"2020-06-26","309","355","","3134","","","4944","214","","226","100","","269","113","211","167","298","105","","","503","94","1094","95"
"2020-06-27","","407","","3325","99","","5070","","","235","","","273","","237","177","","108","166","235","527","97","1157","98"
"2020-06-28","314","415","78","3456","103","","5158","224","","244","100","85","","115","256","186","309","111","171","262","541","98","1195","100"
"2020-06-29","319","","","3590","115","","5260","228","","253","103","94","291","117","259","191","311","111","189","293","545","105","1208",""
"2020-06-30","319","","","3733","","21","5347","232","","261","109","105","311","125","261","192","318","112","194","296","573","108","1208","101"
"2020-07-01","328","441","","3898","119","","5463","","","262","","106","325","129","266","200","328","112","200","","595","108","1208","103"
"2020-07-02","344","441","81","4028","122","","5569","250","","297","111","","359","133","276","207","332","119","206","314","626","109","1339","105"
"2020-07-03","348","","87","4184","122","","5699","253","","313","114","110","367","137","285","227","339","120","220","352","641","119","1385","105"
"2020-07-04","358","482","","4364","","","5829","264","","328","119","","390","","291","241","347","120","225","","656","119","1466","106"
"2020-07-05","371","498","","4525","127","","5949","282","","341","","","405","156","297","","352","120","244","386","","131","1466","107"
"2020-07-06","375","498","","4648","129","","6058","","","349","","119","421","","","254","364","123","246","386","760","138","1548","112"
"2020-07-07","378","543","","4770","129","","6183","292","","377","133","","","177","322","256","379","124","267","396","772","141","1577","121"
"2020-07-08","392","561","89","4926","","","6316","330","","404","135","122","434","180","337","263","386","129","288","477","829","161","1643","124"
"2020-07-09","426","612","","5108","","","6467","","","420","142","124","458","180","","276","410","131","309","","875","175","1728","126"
"2020-07-10","453","619","","5108","139","","6578","396","","436","150","129","482","181","405","294","425","136","347","543","899","185","1778","127"
"2020-07-11","495","633","","5198","143","","6748","427","","464","","","494","190","423","306","445","141","368","599","","191","1888",""
"2020-07-12","507","645","","5420","147","","6860","451","","486","150","137","519","198","","322","480","144","387","599","925","197","1989","130"
"2020-07-13","612","669","98","5550","","","6966","475","","504","","143","529","207","469","330","506","152","400","614","988","204","2049","132"
"2020-07-14","658","681","","5665","","","7126","","","530","153","152","544","","512","348","529","155","415","710","1028","223","2104","133"
"2020-07-15","691","689","101","5881","178","","7208","509","","539","156","162","563","215","519","367","555","179","423","735","1064","230","2170","137"
"2020-07-16","736","697","","6051","193","","7350","530","","557","158","167","","223","535","367","580","197","459","819","1078","239","2229","138"
"2020-07-17","","707","","6211","193","","7483","569","","582","","168","587","232","592","410","592","223","474","975","","249","2298","144"
"2020-07-18","832","718","","6350","214","","7594","609","","621","172","169","608","239","599","425","615","243","509","1017","1134","253","2344","146"
"2020-07-19","872","718","108","6465","215","","7748","644","","647","173","171","636","261","612","437","629","250","581","1017","1153","258","2386","148"
"2020-07-20","942","726","113","6568","229","","7857","667","","671","178","176","657","266","632","440","664","263","616","1092","1168","266","2484",""
"2020-07-21","997","734","","6679","233","","7978","","","690","181","","690","279","637","452","692","282","710","1108","1178","268","2525","158"
"2020-07-22","1052","737","","6853","","","8127","734","","707","","193","743","286","672","467","720","347","731","","1191","271","2525","160"
"2020-07-23","1140","744","130","7073","238","","8266","","","719","192","203","774","","680","478","","369","769","1156","1224","281","2603","161"
"2020-07-24","1195","746","132","7276","255","","8393","734","","739","","213","804","311","704","487","735","390","804","1215","1259","287","2668","181"
"2020-07-25","1222","750","","7474","259","","8491","782","","757","203","214","","319","738","493","791","413","854","1340","1274","290","2718","185"
"2020-07-26","1254","756","137","7693","276","","8612","799","","768","213","220","848","347","754","500","810","432","901","1421","1313","291","2742","210"
"2020-07-27","1334","767","139","7911","","","8720","834","","790","","222","929","366","770","511","","438","913","1512","","322","2792",""
"2020-07-28","1372","770","","8097","293","","8821","861","","800","230","230","960","394","779","515","848","452","955","1571","1354","337","2815","248"
"2020-07-29","1447","774","142","8295","311","","8912","875","","802","273","237","995","407","789","528","865","498","993","1603","1389","358","2841","262"
"2020-07-30","1495","","","8479","318","","8989","903","","814","","247","1029","423","803","535","880","532","1009","1635","1432","365","2877","265"
"2020-07-31","1543","780","155","8655","322","","9067","939","","818","285","253","1057","","822","543","917","561","1053","1709","1494","371","2898",""
"2020-08-01","1626","781","","8830","339","","9166","966","","823","","266","1085","460","","545","932","599","1146","1794","1528","","2899","305"
"2020-08-02","1701","786","","9002","345","0","9259","977","-14","840","306","283","1100","510","824","551","963","671","","1834","1593","409","2959",""
"2020-08-03","1710","789","","9172","355","","9302","1010","","849","320","290","1120","537","829","555","978","731","1252","1884","","426","2984","332"
"2020-08-04","1742","804","","9341","376","","9348","1014","","865","328","296","1139","553","832","560","993","743","1302","1904","1689","445","3013","354"
"2020-08-05","1810","808","177","9510","396","","9412","1029","","873","333","306","1155","562","867","567","1016","762","1376","1949","1740","478","3045","377"
"2020-08-06","1888","823","179","9671","","","9495","1065","","887","335","316","1189","598","872","573","1016","816","1398","1997","1800","492","3096","401"
"2020-08-07","1967","831","182","9830","459","","9549","1089","","887","","321","1209","614","895","581","1057","846","1436","2046","1843","505","3156","416"
"2020-08-08","2055","850","","9979","468","","9648","1125","","898","339","339","","647","927","589","1084","907","1562","2115","","","3156",""
"2020-08-09","2107","856","","10129","469","","9728","1145","","899","345","344","1302","686","954","591","1121","939","1617","2157","","553","3209","459"
"2020-08-10","2191","867","186","10283","484","","9785","1168","","909","348","358","1334","729","","596","","998","1689","2228","1883","575","3240","503"
"2020-08-11","2260","872","200","10404","","","9854","1180","","920","364","379","1372","769","","601","1168","1024","1796","2301","1925","","3296","529"
"2020-08-12","2325","899","","10517","524","","9952","","","948","367","394","","802","1014","607","","1060","","2358","1974","675","3327","565"
"2020-08-13","2388","909","","10653","536","","10030","1223","","953","370","421","1434","838","1051","614","1219","1096","1915","2376","","","3377",""
"2020-08-14","2446","919","215","10782","536","","10122","1252","","968","375","437","1487","855","1084","620","1241","1125","1961","2476","2015","706","3427",""
"2020-08-15","2501","942","","10913","539","","10199","1295","","982","385","459","1539","","1127","624","1266","1167","2038","2478","2066","733","3451","636"
"2020-08-16","2569","948","","11030","555","","10277","1317","","989","388","474","1596","927","1150","627","1288","1209","2108","2488","2131","760","3471","636"
"2020-08-17","2640","960","249","11137","564","","10374","1346","","1001","389","505","1642","978","1191","636","1294","1224","2189","2559","2189","765","3510","698"
"2020-08-18","2703","967","","11236","564","","10472","1369","","1011","393","531","1737","1011","1216","644","1316","1267","2305","2640","2244","787","3532","742"
"2020-08-19","2771","1038","","11315","593","","10539","1408","","1021","418","548","1815","1071","1271","651","1322","1313","2388","2692","2300","805","3572","830"
"2020-08-20","2863","1054","266","11403","604","","10650","1452","","1027","423","568","1873","1104","1284","651","1345","1427","2486","2742","2372","830","3622","880"
"2020-08-21","2961","1078","","11530","625","","10770","1508","","1039","429","582","1946","1167","1342","660","1364","1470","2618","2853","2437","878","3668","938"
"2020-08-22","3051","1109","","11627","657","","10872","1551","","1052","448","647","2037","1218","1364","664","1382","1536","2696","2915","2476","911","3716","1095"
"2020-08-23","3148","1147","266","11725","","","10985","1647","","1077","457","679","2088","1293","1391","671","1395","1576","2830","2960","2523","952","3782","1137"
"2020-08-24","3228","1173","","11850","691","","11062","1708","","1096","465","700","2157","1338","1438","678","1412","1637","2948","3047","2595","988","3828","1155"
"2020-08-25","3299","1186","","11982","725","","11176","1782","","1104","497","751","2237","1390","1450","681","1419","1657","3057","3176","2667","1058","3862","1186"
"2020-08-26","3359","1200","","12093","783","","11302","1921","","1118","512","829","2336","1451","1501","693","1425","1829","3149","3202","2727","1119","3953","1237"
"2020-08-27","3430","1246","","12189","830","","11443","1982","","1142","533","891","2373","1496","1564","711","1440","1923","3228","3277","2774","1166","4076","1318"
"2020-08-28","3510","1274","","12304","850","","11569","2092","","1166","","933","2473","1572","1617","720","1453","1979","3332","3331","2837","1210","4176","1399"
"2020-08-29","3608","1335","","12462","873","","11693","2170","","1176","","1006","2613","1647","1636","730","1464","2075","3397","3441","2873","1252","4251","1486"
"2020-08-30","3728","1361","269","12581","929","","11818","2238","","1198","580","1035","2734","1704","1688","732","1480","2152","3481","3495","2913","1304","4291","1571"
"2020-08-31","3842","1395","271","12684","946","","11931","2324","","1236","631","1075","2869","1761","1748","740","1504","2230","3635","3522","2986","1371","4400","1631"
"2020-09-01","3920","1432","292","12816","970","","12127","2422","","1267","668","1128","3010","1845","1805","756","1523","2328","3796","3601","3045","1431","4530","1714"
"2020-09-02","4016","1521","294","12968","997","","12311","2536","","1306","","1217","3140","1971","1841","767","1546","2544","3938","3662","3135","1474","4557","1809"
"2020-09-03","4108","1547","304","13118","1047","","12535","2647","","1334","728","1258","3252","2071","1902","782","1568","2672","4066","3756","3167","1589","4747","1901"
"2020-09-04","4235","1581","316","13338","1064","","12764","2702","","1374","781","1312","3475","2124","1970","805","1595","2799","4204","3845","3200","1663","4845","1991"
"2020-09-05","4395","1623","316","13622","1123","","13029","2814","","1409","823","1380","3713","2224","2029","819","1616","2941","4430","3888","3332","1712","4970","2064"
"2020-09-06","4585","1694","320","13898","1171","","13335","2934","","1455","823","1411","3959","2454","2094","841","1631","3078","4605","3902","3423","1756","5046","2134"
"2020-09-07","4773","1745","322","14168","1225","","13482","3008","","1507","999","1479","4165","2569","2156","853","1661","3146","4725","4012","3502","1862","5174","2240"
"2020-09-08","4871","1766","326","14434","1277","","13740","3092","","1550","1045","1536","4389","2709","2225","877","1682","3315","4929","4127","3664","1911","5274","2320"
"2020-09-09","5051","1812","335","14721","1308","","14000","3200","","1612","1075","1564","4549","2944","2263","900","1752","3458","5056","4213","3688","1967","5415","2470"
"2020-09-10","5276","1848","337","15003","1357","","14309","3315","","1726","1079","1620","4738","3124","2334","913","1808","3632","5255","4294","3798","2079","5498","2601"
"2020-09-11","5444","1897","343","15284","1427","","14598","3397","","1789","","1683","4893","3297","2396","938","1863","3812","5408","4361","3901","2177","5665","2680"
"2020-09-12","5641","1927","351","15562","1475","","14924","3610","","1845","1253","1722","5165","3470","2451","954","1903","3990","5586","4429","3978","2308","5830","2741"
"2020-09-13","5823","2003","376","15860","1510","","15263","3736","","1873","1303","1766","5460","3600","2515","964","1933","4110","5741","4510","4120","2358","5997","2820"
"2020-09-14","6008","2072","411","16139","1575","","15599","3875","","1917","1365","1831","5639","3764","2563","973","1983","4205","5870","4581","4253","2415","6202","2889"
"2020-09-15","6198","2110","416","16409","1748","","15923","4070","","1951","1391","1853","5788","3909","2594","987","2033","4386","5991","4669","4404","2502","6278","3012"
"2020-09-16","6390","2188","416","16701","1783","","16344","4199","","2003","1438","1889","5985","4143","2641","997","2065","4496","6124","4731","4582","2643","6447","3111"
"2020-09-17","6550","2247","465","16983","1796","","16738","4312","","2030","1502","1938","6162","4285","2721","1008","2117","4608","6283","4770","4632","2725","6718","3183"
"2020-09-18","6690","2301","481","17270","1827","","17077","4479","","2084","1578","1996","6291","4416","2797","1021","2191","4765","6372","4840","4771","2846","6889","3279"
"2020-09-19","6910","2362","501","17560","1904","","17437","4630","","2126","1674","2087","6410","4535","2876","1034","2234","4927","6536","4941","4918","2964","7038","3348"
"2020-09-20","7090","2397","516","17763","1981","","17842","4887","","2150","","2130","6498","4586","2932","1038","2284","5060","6677","4982","4994","3074","7272","3430"
"2020-09-21","7182","2433","525","18014","2011","","18156","4991","","2215","1676","2171","6602","4685","3005","1040","2337","5110","6756","5064","5090","3163","7340","3509"
"2020-09-22","7272","2478","530","18205","2037","","18528","5110","","2250","1807","2208","6748","4761","3048","1050","2370","5182","6848","5119","5173","3193","7346","3607"
"2020-09-23","7397","2522","541","18467","2081","","18814","5325","","2276","1874","2243","6865","4861","3082","1058","2397","5328","6926","5132","5270","3258","7477","3662"
"2020-09-24","7489","2535","546","18707","2120","","19102","5420","","2306","1908","2271","6925","4986","3126","1069","2452","5429","6997","5209","5325","3358","7565","3709"
"2020-09-25","7579","2606","557","18928","2133","","19381","5575","","2342","1990","2312","6996","5117","3179","1074","2477","5550","7077","5326","5404","3440","7751","3784"
"2020-09-26","7649","2630","568","19123","2182","","19654","5723","","2397","2023","2345","7080","5146","3260","1086","2501","5663","7124","5398","5507","3506","7831","3871"
"2020-09-27","7709","2658","579","19301","2212","","19928","5839","","2423","","2365","7146","5205","3324","1092","2520","5730","7180","5477","5607","3579","7928","3957"
"2020-09-28","7776","2694","588","19496","2282","","20189","5946","","2449","2043","2395","7183","5368","3376","1097","2536","5790","7223","5536","5733","3645","8030","4037"
"2020-09-29","7837","2721","599","19664","2295","","20431","6045","","2464","2059","2419","7259","5511","3411","1102","2565","5879","7279","5628","5847","3693","8142","4124"
"2020-09-30","7910","2746","611","19819","2331","","20713","6187","","2489","","2439","7327","5645","3453","1117","2596","5992","7320","5710","5924","3769","8261","4181"
"2020-10-01","7969","2794","625","19982","2368","","20921","6351","","2524","","2470","7375","5684","3467","1123","2633","6074","7357","5797","5937","3807","8355","4240"
"2020-10-02","8054","2821","640","20139","2379","","21182","6468","","2561","2158","2493","7427","5730","3498","1128","2660","6119","7403","5873","6038","3872","8409","4336"
"2020-10-03","8104","2860","644","20273","","","21459","6584","","2599","2177","2503","7470","5781","3534","1130","2683","6189","7429","5934","6096","3920","8464","4364"
