"date","Haryana/Ambala","Haryana/Bhiwani","Haryana/Charkhi Dadri","Haryana/Faridabad","Haryana/Fatehabad","Haryana/Foreign Evacuees","Haryana/Gurugram","Haryana/Hisar","Haryana/Italians","Haryana/Jhajjar","Haryana/Jind","Haryana/Kaithal","Haryana/Karnal","Haryana/Kurukshetra","Haryana/Mahendragarh","Haryana/Nuh","Haryana/Palwal","Haryana/Panchkula","Haryana/Panipat","Haryana/Rewari","Haryana/Rohtak","Haryana/Sirsa","Haryana/Sonipat","Haryana/Yamunanagar"
"2020-05-21","","","","11","0","","13","","","0","","","1","2","1","","","0","6","","1","","2",""
"2020-05-22","","","","4","","","11","","","0","","","2","5","10","","0","","0","2","1","1","1",""
"2020-05-23","","2","","10","0","","12","3","","0","3","","1","1","","0","1","","7","","0","","3",""
"2020-05-24","","","","14","0","","9","7","","2","","1","8","","","","","","1","5","1","","5",""
"2020-05-25","","0","1","2","1","","13","1","","","3","","1","3","0","","","","0","","0","","4",""
"2020-05-26","5","3","","22","","","33","2","","","-2","0","3","3","12","1","2","","5","2","0","1","",""
"2020-05-27","","","","25","","","20","","","4","0","","1","","3","","8","0","","0","3","1","11",""
"2020-05-28","","","1","18","2","","68","4","","","","4","5","5","","","","","1","","5","3","6","1"
"2020-05-29","","2","5","31","1","","115","5","","","","7","6","1","3","2","7","1","","5","6","1","19",""
"2020-05-30","3","","","32","3","0","157","","","0","0","1","2","","","2","","","1","","1","","0",""
"2020-05-31","4","20","","28","","","97","9","","","","","2","4","2","","1","","1","","","","0",""
"2020-06-01","","5","","25","4","","129","13","","4","2","11","","4","","2","11","","0","","14","28","13",""
"2020-06-02","7","6","","26","5","","160","","","2","3","0","4","1","1","","9","","2","","45","4","21",""
"2020-06-03","8","1","","69","1","","132","8","","","","1","10","1","28","6","","1","1","","7","0","28","0"
"2020-06-04","1","12","","35","2","","215","8","","2","1","3","8","","3","4","7","","1","11","13","1","",""
"2020-06-05","6","","22","59","3","","153","9","","2","2","1","7","12","4","3","14","1","1","11","4","2","",""
"2020-06-06","4","","","39","8","","129","4","","0","3","9","10","2","","","19","","5","","23","1","89","10"
"2020-06-07","7","15","","56","5","","230","4","","2","1","1","8","1","25","17","5","5","11","3","25","1","73","1"
"2020-06-08","8","2","","97","1","","243","2","","2","3","1","6","","0","0","5","1","2","0","15","5","13",""
"2020-06-09","3","7","","41","1","","164","9","","1","12","0","3","3","4","","13","7","1","15","28","","38","5"
"2020-06-10","13","1","10","41","6","0","217","5","","0","11","1","","5","0","2","0","2","","2","23","1","28","2"
"2020-06-11","13","4","","74","7","","191","4","","4","3","","17","","7","0","10","4","1","8","29","4","0","9"
"2020-06-12","28","0","1","57","2","","185","4","","3","1","11","","3","","5","28","","2","","","0","31","5"
"2020-06-13","16","14","1","100","0","","203","7","","7","","0","3","3","7","2","5","1","4","3","30","6","3",""
"2020-06-14","15","7","","191","5","","169","8","","6","2","2","","10","2","3","13","6","1","","13","2","","4"
"2020-06-15","4","20","","128","10","","183","8","","9","2","2","18","4","13","2","","1","3","18","21","5","63",""
"2020-06-16","21","7","6","174","4","","205","5","","8","1","","13","3","6","1","6","1","8","21","25","3","32",""
"2020-06-17","4","5","","228","4","","180","19","","9","6","0","16","5","0","0","16","2","4","8","","2","37","15"
"2020-06-18","25","24","","35","6","","129","6","","9","","","12","8","","","12","3","2","23","32","0","51","9"
"2020-06-19","26","18","7","161","2","","145","6","","7","1","2","6","3","32","12","17","13","7","2","20","2","36",""
"2020-06-20","6","20","","97","1","","171","15","","6","3","3","21","3","","4","10","13","0","","23","0","71","13"
"2020-06-21","4","24","","137","1","","120","17","","5","3","2","4","2","20","6","4","","16","","6","1","40",""
"2020-06-22","10","19","","176","","","85","2","","7","4","2","10","3","7","0","","9","","22","31","3","0",""
"2020-06-23","9","53","","183","1","","133","3","","9","2","","8","4","","19","0","1","3","","1","4","59","3"
"2020-06-24","7","19","9","201","","0","117","","","7","3","","0","1","1","2","17","2","","48","22","0","29","5"
"2020-06-25","3","15","","143","4","","89","8","","9","","8","26","","0","1","10","4","15","3","7","3","105",""
"2020-06-26","7","24","","194","","","93","0","","9","4","","7","1","10","6","8","2","","","15","1","35","5"
"2020-06-27","","52","","191","1","","126","","","9","","","4","","26","10","","3","14","14","24","3","63","3"
"2020-06-28","5","8","9","131","4","","88","10","","9","0","7","","2","19","9","11","3","5","27","14","1","38","2"
"2020-06-29","5","","","134","12","","102","4","","9","3","9","18","2","3","5","2","0","18","31","4","7","13",""
"2020-06-30","0","","","143","","0","87","4","","8","6","11","20","8","2","1","7","1","5","3","28","3","0","1"
"2020-07-01","9","26","","165","4","","116","","","1","","1","14","4","5","8","10","0","6","","22","0","0","2"
"2020-07-02","16","0","3","130","3","","106","18","","35","2","","34","4","10","7","4","7","6","18","31","1","131","2"
"2020-07-03","4","","6","156","0","","130","3","","16","3","4","8","4","9","20","7","1","14","38","15","10","46","0"
"2020-07-04","10","41","","180","","","130","11","","15","5","","23","","6","14","8","0","5","","15","0","81","1"
"2020-07-05","13","16","","161","5","","120","18","","13","","","15","19","6","","5","0","19","34","","12","0","1"
"2020-07-06","4","0","","123","2","","109","","","8","","9","16","","","13","12","3","2","0","104","7","82","5"
"2020-07-07","3","45","","122","0","","125","10","","28","14","","","21","25","2","15","1","21","10","12","3","29","9"
"2020-07-08","14","18","2","156","","","133","38","","27","2","3","13","3","15","7","7","5","21","81","57","20","66","3"
"2020-07-09","34","51","","182","","","151","","","16","7","2","24","0","","13","24","2","21","","46","14","85","2"
"2020-07-10","27","7","","0","10","","111","66","","16","8","5","24","1","68","18","15","5","38","66","24","10","50","1"
"2020-07-11","42","14","","90","4","","170","31","","28","","","12","9","18","12","20","5","21","56","","6","110",""
"2020-07-12","12","12","","222","4","","112","24","","22","0","8","25","8","","16","35","3","19","0","26","6","101","3"
"2020-07-13","105","24","9","130","","","106","24","","18","","6","10","9","46","8","26","8","13","15","63","7","60","2"
"2020-07-14","46","12","","115","","","160","","","26","3","9","15","","43","18","23","3","15","96","40","19","55","1"
"2020-07-15","33","8","3","216","31","","82","34","","9","3","10","19","8","7","19","26","24","8","25","36","7","66","4"
"2020-07-16","45","8","","170","15","","142","21","","18","2","5","","8","16","0","25","18","36","84","14","9","59","1"
"2020-07-17","","10","","160","0","","133","39","","25","","1","24","9","57","43","12","26","15","156","","10","69","6"
"2020-07-18","96","11","","139","21","","111","40","","39","14","1","21","7","7","15","23","20","35","42","56","4","46","2"
"2020-07-19","40","0","7","115","1","","154","35","","26","1","2","28","22","13","12","14","7","72","0","19","5","42","2"
"2020-07-20","70","8","5","103","14","","109","23","","24","5","5","21","5","20","3","35","13","35","75","15","8","98",""
"2020-07-21","55","8","","111","4","","121","","","19","3","","33","13","5","12","28","19","94","16","10","2","41","10"
"2020-07-22","55","3","","174","","","149","67","","17","","17","53","7","35","15","28","65","21","","13","3","0","2"
"2020-07-23","88","7","17","220","5","","139","","","12","11","10","31","","8","11","","22","38","48","33","10","78","1"
"2020-07-24","55","2","2","203","17","","127","0","","20","","10","30","25","24","9","15","21","35","59","35","6","65","20"
"2020-07-25","27","4","","198","4","","98","48","","18","11","1","","8","34","6","56","23","50","125","15","3","50","4"
"2020-07-26","32","6","5","219","17","","121","17","","11","10","6","44","28","16","7","19","19","47","81","39","1","24","25"
"2020-07-27","80","11","2","218","","","108","35","","22","","2","81","19","16","11","","6","12","91","","31","50",""
"2020-07-28","38","3","","186","17","","101","27","","10","17","8","31","28","9","4","38","14","42","59","41","15","23","38"
"2020-07-29","75","4","3","198","18","","91","14","","2","43","7","35","13","10","13","17","46","38","32","35","21","26","14"
"2020-07-30","48","","","184","7","","77","28","","12","","10","34","16","14","7","15","34","16","32","43","7","36","3"
"2020-07-31","48","6","13","176","4","","78","36","","4","12","6","28","","19","8","37","29","44","74","62","6","21",""
"2020-08-01","83","1","","175","17","","99","27","","5","","13","28","37","","2","15","38","93","85","34","","1","40"
"2020-08-02","75","5","","172","6","-21","93","11","","17","21","17","15","50","2","6","31","72","","40","65","38","60",""
"2020-08-03","9","3","","170","10","","43","33","","9","14","7","20","27","5","4","15","60","106","50","","17","25","27"
"2020-08-04","32","15","","169","21","","46","4","","16","8","6","19","16","3","5","15","12","50","20","96","19","29","22"
"2020-08-05","68","4","22","169","20","","64","15","","8","5","10","16","9","35","7","23","19","74","45","51","33","32","23"
"2020-08-06","78","15","2","161","","","83","36","","14","2","10","34","36","5","6","0","54","22","48","60","14","51","24"
"2020-08-07","79","8","3","159","63","","54","24","","0","","5","20","16","23","8","41","30","38","49","43","13","60","15"
"2020-08-08","88","19","","149","9","","99","36","","11","4","18","","33","32","8","27","61","126","69","","","0",""
"2020-08-09","52","6","","150","1","","80","20","","1","6","5","93","39","27","2","37","32","55","42","","48","53","43"
"2020-08-10","84","11","4","154","15","","57","23","","10","3","14","32","43","","5","","59","72","71","40","22","31","44"
"2020-08-11","69","5","14","121","","","69","12","","11","16","21","38","40","","5","47","26","107","73","42","","56","26"
"2020-08-12","65","27","","113","40","","98","","","28","3","15","","33","60","6","","36","","57","49","100","31","36"
"2020-08-13","63","10","","136","12","","78","43","","5","3","27","62","36","37","7","51","36","119","18","","","50",""
"2020-08-14","58","10","15","129","0","","92","29","","15","5","16","53","17","33","6","22","29","46","100","41","31","50",""
"2020-08-15","55","23","","131","3","","77","43","","14","10","22","52","","43","4","25","42","77","2","51","27","24","71"
"2020-08-16","68","6","","117","16","","78","22","","7","3","15","57","72","23","3","22","42","70","10","65","27","20","0"
"2020-08-17","71","12","34","107","9","","97","29","","12","1","31","46","51","41","9","6","15","81","71","58","5","39","62"
"2020-08-18","63","7","","99","0","","98","23","","10","4","26","95","33","25","8","22","43","116","81","55","22","22","44"
"2020-08-19","68","71","","79","29","","67","39","","10","25","17","78","60","55","7","6","46","83","52","56","18","40","88"
"2020-08-20","92","16","17","88","11","","111","44","","6","5","20","58","33","13","0","23","114","98","50","72","25","50","50"
"2020-08-21","98","24","","127","21","","120","56","","12","6","14","73","63","58","9","19","43","132","111","65","48","46","58"
"2020-08-22","90","31","","97","32","","102","43","","13","19","65","91","51","22","4","18","66","78","62","39","33","48","157"
"2020-08-23","97","38","0","98","","","113","96","","25","9","32","51","75","27","7","13","40","134","45","47","41","66","42"
"2020-08-24","80","26","","125","34","","77","61","","19","8","21","69","45","47","7","17","61","118","87","72","36","46","18"
"2020-08-25","71","13","","132","34","","114","74","","8","32","51","80","52","12","3","7","20","109","129","72","70","34","31"
"2020-08-26","60","14","","111","58","","126","139","","14","15","78","99","61","51","12","6","172","92","26","60","61","91","51"
"2020-08-27","71","46","","96","47","","141","61","","24","21","62","37","45","63","18","15","94","79","75","47","47","123","81"
"2020-08-28","80","28","","115","20","","126","110","","24","","42","100","76","53","9","13","56","104","54","63","44","100","81"
"2020-08-29","98","61","","158","23","","124","78","","10","","73","140","75","19","10","11","96","65","110","36","42","75","87"
"2020-08-30","120","26","3","119","56","","125","68","","22","47","29","121","57","52","2","16","77","84","54","40","52","40","85"
"2020-08-31","114","34","2","103","17","","113","86","","38","51","40","135","57","60","8","24","78","154","27","73","67","109","60"
"2020-09-01","78","37","21","132","24","","196","98","","31","37","53","141","84","57","16","19","98","161","79","59","60","130","83"
"2020-09-02","96","89","2","152","27","","184","114","","39","","89","130","126","36","11","23","216","142","61","90","43","27","95"
"2020-09-03","92","26","10","150","50","","224","111","","28","60","41","112","100","61","15","22","128","128","94","32","115","190","92"
"2020-09-04","127","34","12","220","17","","229","55","","40","53","54","223","53","68","23","27","127","138","89","33","74","98","90"
"2020-09-05","160","42","0","284","59","","265","112","","35","42","68","238","100","59","14","21","142","226","43","132","49","125","73"
"2020-09-06","190","71","4","276","48","","306","120","","46","0","31","246","230","65","22","15","137","175","14","91","44","76","70"
"2020-09-07","188","51","2","270","54","","147","74","","52","176","68","206","115","62","12","30","68","120","110","79","106","128","106"
"2020-09-08","98","21","4","266","52","","258","84","","43","46","57","224","140","69","24","21","169","204","115","162","49","100","80"
"2020-09-09","180","46","9","287","31","","260","108","","62","30","28","160","235","38","23","70","143","127","86","24","56","141","150"
"2020-09-10","225","36","2","282","49","","309","115","","114","4","56","189","180","71","13","56","174","199","81","110","112","83","131"
"2020-09-11","168","49","6","281","70","","289","82","","63","","63","155","173","62","25","55","180","153","67","103","98","167","79"
"2020-09-12","197","30","8","278","48","","326","213","","56","174","39","272","173","55","16","40","178","178","68","77","131","165","61"
"2020-09-13","182","76","25","298","35","","339","126","","28","50","44","295","130","64","10","30","120","155","81","142","50","167","79"
"2020-09-14","185","69","35","279","65","","336","139","","44","62","65","179","164","48","9","50","95","129","71","133","57","205","69"
"2020-09-15","190","38","5","270","173","","324","195","","34","26","22","149","145","31","14","50","181","121","88","151","87","76","123"
"2020-09-16","192","78","0","292","35","","421","129","","52","47","36","197","234","47","10","32","110","133","62","178","141","169","99"
"2020-09-17","160","59","49","282","13","","394","113","","27","64","49","177","142","80","11","52","112","159","39","50","82","271","72"
"2020-09-18","140","54","16","287","31","","339","167","","54","76","58","129","131","76","13","74","157","89","70","139","121","171","96"
"2020-09-19","220","61","20","290","77","","360","151","","42","96","91","119","119","79","13","43","162","164","101","147","118","149","69"
"2020-09-20","180","35","15","203","77","","405","257","","24","","43","88","51","56","4","50","133","141","41","76","110","234","82"
"2020-09-21","92","36","9","251","30","","314","104","","65","2","41","104","99","73","2","53","50","79","82","96","89","68","79"
"2020-09-22","90","45","5","191","26","","372","119","","35","131","37","146","76","43","10","33","72","92","55","83","30","6","98"
"2020-09-23","125","44","11","262","44","","286","215","","26","67","35","117","100","34","8","27","146","78","13","97","65","131","55"
"2020-09-24","92","13","5","240","39","","288","95","","30","34","28","60","125","44","11","55","101","71","77","55","100","88","47"
"2020-09-25","90","71","11","221","13","","279","155","","36","82","41","71","131","53","5","25","121","80","117","79","82","186","75"
"2020-09-26","70","24","11","195","49","","273","148","","55","33","33","84","29","81","12","24","113","47","72","103","66","80","87"
"2020-09-27","60","28","11","178","30","","274","116","","26","","20","66","59","64","6","19","67","56","79","100","73","97","86"
"2020-09-28","67","36","9","195","70","","261","107","","26","20","30","37","163","52","5","16","60","43","59","126","66","102","80"
"2020-09-29","61","27","11","168","13","","242","99","","15","16","24","76","143","35","5","29","89","56","92","114","48","112","87"
"2020-09-30","73","25","12","155","36","","282","142","","25","","20","68","134","42","15","31","113","41","82","77","76","119","57"
"2020-10-01","59","48","14","163","37","","208","164","","35","","31","48","39","14","6","37","82","37","87","13","38","94","59"
"2020-10-02","85","27","15","157","11","","261","117","","37","99","23","52","46","31","5","27","45","46","76","101","65","54","96"
"2020-10-03","50","39","4","134","","","277","116","","38","19","10","43","51","36","2","23","70","26","61","58","48","55","28"
"2020-10-04","72","21","9","124","59","","287","130","","22","26","15","45","27","54","2","25","32","49","43","93","59","50","58"
"2020-10-05","35","48","5","129","0","","206","75","","32","22","33","28","","60","6","21","43","13","63","36","72","56","48"
"2020-10-06","57","32","17","148","0","","266","96","","23","0","14","50","84","37","51","32","53","32","45","84","33","33","19"
"2020-10-07","56","40","10","178","54","","293","65","","29","73","14","52","32","48","0","26","54","17","49","80","51","44","18"
"2020-10-08","49","26","8","182","14","","264","129","","31","22","27","100","37","34","0","30","80","37","35","47","26","65","41"
"2020-10-09","43","37","9","153","25","","261","108","","38","27","8","43","26","30","0","35","41","50","56","75","75","89","21"
"2020-10-10","45","33","","149","8","","264","112","","24","4","38","26","45","14","","30","64","16","87","60","41","70","28"
"2020-10-11","26","21","24","138","14","","241","152","","19","4","14","33","30","48","0","19","37","14","82","22","49","55","23"
"2020-10-12","28","19","2","162","19","","274","61","","28","40","18","21","51","24","0","15","47","18","64","44","42","50","39"
"2020-10-13","40","35","19","168","21","","250","85","","26","33","18","23","37","50","0","15","17","24","72","41","40","42","25"
"2020-10-14","50","34","12","163","8","","269","105","","30","","26","31","68","49","7","15","27","19","71","69","58","67","27"
"2020-10-15","18","13","11","194","63","","255","141","","31","25","45","39","49","39","6","15","28","13","71","","35","64","44"
"2020-10-16","30","36","7","189","4","","294","107","","37","28","15","27","18","44","2","30","60","24","54","60","54","74","33"
"2020-10-17","29","21","15","159","24","","271","118","","43","4","14","22","29","42","3","26","37","14","7","129","72","47","22"
"2020-10-18","19","14","16","177","19","","249","131","","22","26","3","11","24","53","1","24","28","8","1","45","15","37","29"
"2020-10-19","10","53","6","153","20","","228","118","","30","44","14","16","19","28","15","37","18","10","132","61","59","71","59"
"2020-10-20","21","30","1","109","20","","255","88","","27","18","6","20","14","54","7","20","15","6","61","49","45","40","34"
"2020-10-21","25","46","17","187","13","","304","104","","50","29","18","14","33","41","6","25","30","23","68","29","36","66","29"
"2020-10-22","23","34","9","199","11","","324","137","","27","10","4","28","18","39","8","46","22","11","65","30","21","51","11"
"2020-10-23","17","40","12","188","42","","351","125","","49","9","24","25","39","66","1","22","15","9","64","57","49","53","13"
"2020-10-24","16","22","9","193","31","","398","139","","49","5","14","19","20","71","1","15","34","18","58","63","41","71","12"
"2020-10-25","11","42","3","186","63","","366","101","","27","20","6","7","45","64","3","26","8","21","66","56","65","43","11"
"2020-10-26","20","28","7","198","21","","346","116","","33","6","0","14","15","75","1","16","5","11","72","56","40","47","26"
"2020-10-27","28","33","8","190","5","","346","110","","51","32","0","22","23","45","11","20","33","31","82","79","47","37","15"
"2020-10-28","31","54","23","210","35","","397","156","","57","22","3","20","15","75","8","33","22","18","109","96","74","46","14"
"2020-10-29","17","47","18","246","1","","397","190","","34","36","19","15","55","87","4","24","39","26","93","102","67","67","10"
"2020-10-30","24","38","20","270","33","","399","195","","57","6","3","55","31","68","5","15","46","23","84","106","92","69","11"
"2020-10-31","24","57","24","282","23","","498","201","","52","15","18","22","35","74","3","26","26","12","73","114","53","102","9"
"2020-11-01","21","45","15","296","60","","529","192","","46","33","10","16","24","45","3","12","23","23","41","76","59","88","13"
"2020-11-02","23","67","9","223","46","","398","157","","80","39","6","28","30","65","1","21","14","18","115","63","58","77","28"
"2020-11-03","28","62","18","296","33","","460","189","","47","34","45","29","43","35","6","18","44","21","86","70","76","32","12"
"2020-11-04","28","71","8","359","1","","611","302","","52","8","1","30","31","61","6","11","33","16","57","75","105","81","5"
"2020-11-05","22","33","","372","80","","555","192","","49","45","17","28","65","63","12","38","50","43","108","79","61","129","23"
"2020-11-06","34","69","23","452","51","","704","208","","40","38","23","36","26","62","8","7","69","52","103","101","92","55","14"
"2020-11-07","26","65","5","421","10","","523","262","","75","1","4","49","14","20","8","43","60","32","108","105","80","91","9"
"2020-11-08","40","61","13","390","59","","964","172","","63","2","44","24","17","77","1","18","66","33","75","103","78","71","9"
"2020-11-09","25","59","6","570","61","","697","283","","35","5","2","30","29","77","10","19","65","52","96","110","97","80","19"
"2020-11-10","39","111","24","512","63","","714","191","","58","117","11","62","21","80","13","14","70","35","112","142","51","91","15"
"2020-11-11","33","48","32","551","75","","726","236","","62","67","2","34","40","43","11","6","67","56","97","106","98","147","9"
"2020-11-12","45","174","18","598","58","","692","285","","62","40","15","73","30","95","5","8","72","42","92","120","91","160","13"
"2020-11-13","55","84","12","632","51","","797","210","","64","48","8","44","44","74","9","10","40","71","97","125","97","96","20"
"2020-11-14","65","64","4","621","64","","504","196","","32","36","19","47","39","67","5","27","39","50","73","81","70","0","15"
"2020-11-15","18","38","1","643","45","","515","163","","61","8","0","17","14","43","3","28","24","38","26","92","34","136","10"
"2020-11-16","42","82","6","648","8","","546","56","","42","41","30","35","18","43","4","19","53","52","130","58","86","134","20"
"2020-11-17","82","37","23","756","22","","588","268","","60","62","17","70","20","28","1","20","83","25","52","79","56","79","22"
"2020-11-18","73","62","9","606","59","","659","351","","46","42","4","54","38","41","1","52","27","38","105","105","70","105","15"
"2020-11-19","71","34","11","489","33","","645","162","","35","35","25","45","43","35","13","7","87","30","106","79","65","130","32"
"2020-11-20","90","89","7","881","52","","793","288","","26","82","20","40","38","47","21","40","72","86","92","107","56","162","15"
"2020-11-21","57","47","13","630","41","","939","179","","57","27","11","59","41","27","27","51","62","60","28","101","81","110","18"
"2020-11-22","56","63","23","598","52","","649","160","","54","19","18","61","48","20","28","19","75","54","25","66","47","128","16"
"2020-11-23","56","35","17","577","46","","866","135","","38","54","5","58","21","66","13","23","37","62","206","136","43","134","35"
"2020-11-24","42","44","8","557","40","","822","164","","57","13","24","76","34","25","10","10","14","40","117","97","43","60","32"
"2020-11-25","63","71","14","485","8","","661","147","","56","38","14","72","23","27","11","12","58","55","93","92","80","100","17"
"2020-11-26","33","57","15","457","27","","698","76","","53","65","24","73","45","8","12","14","26","95","93","94","48","101","8"
"2020-11-27","99","33","5","468","35","","698","157","","40","36","19","44","45","20","5","22","39","49","80","104","41","76","20"
"2020-11-28","29","33","2","387","20","","668","134","","55","19","30","67","33","9","10","13","96","48","72","96","56","80","10"
"2020-11-29","55","41","5","380","32","","479","130","","52","66","11","50","55","7","4","26","64","63","54","64","36","115","20"
"2020-11-30","49","32","13","338","19","","494","102","","37","35","18","34","44","12","2","21","18","16","40","88","34","110","48"
"2020-12-01","37","24","8","392","78","","495","67","","27","56","34","50","32","45","8","25","89","78","58","90","44","74","60"
"2020-12-26","18","6","3","41","0","","99","18","","10","14","1","27","28","2","1","3","22","21","4","7","9","30","28"
"2020-12-27","36","3","3","48","6","","71","10","","6","12","4","21","22","6","1","8","36","16","0","12","6","16","19"
"2020-12-28","28","6","1","49","7","","81","10","","5","12","11","14","17","2","6","3","13","22","8","12","4","11","29"
"2020-12-29","15","4","7","47","0","","94","21","","3","21","4","31","20","5","9","8","26","8","9","37","8","16","21"
"2020-12-30","31","5","2","44","11","","96","4","","8","10","7","15","13","3","0","10","19","12","30","8","3","22","29"
"2020-12-31","10","1","3","30","5","","61","13","","5","21","4","16","8","2","1","2","21","9","4","5","10","19","21"
"2021-01-01","20","22","1","28","2","","64","1","","3","5","4","18","9","4","1","9","22","19","6","8","0","23","17"
"2021-01-02","24","1","3","20","5","","64","4","","3","3","4","16","11","1","1","1","20","19","2","6","6","10","15"
"2021-01-03","15","2","2","27","1","","63","6","","2","8","2","14","13","1","","5","19","7","4","5","2","10","10"
"2021-01-04","17","1","2","28","3","","66","19","","2","15","6","10","6","6","2","3","9","0","5","12","7","12","13"
"2021-01-05","25","21","0","29","1","","35","7","","1","7","5","12","5","1","1","","32","34","4","16","7","8","8"
"2021-01-06","12","3","1","36","8","","99","10","","2","8","11","11","11","1","1","3","34","10","6","13","10","7","19"
"2021-01-07","15","","6","37","3","","82","2","","4","6","8","15","9","0","2","1","21","13","1","4","9","17","19"
"2021-01-08","22","","1","48","0","","63","8","","3","9","5","13","9","0","1","","34","13","4","15","1","18","14"
