"date","Maharashtra/Ahmednagar","Maharashtra/Akola","Maharashtra/Amravati","Maharashtra/Aurangabad","Maharashtra/Beed","Maharashtra/Bhandara","Maharashtra/Buldhana","Maharashtra/Chandrapur","Maharashtra/Dhule","Maharashtra/Gadchiroli","Maharashtra/Gondia","Maharashtra/Hingoli","Maharashtra/Jalgaon","Maharashtra/Jalna","Maharashtra/Kolhapur","Maharashtra/Latur","Maharashtra/Mumbai","Maharashtra/Nagpur","Maharashtra/Nanded","Maharashtra/Nandurbar","Maharashtra/Nashik","Maharashtra/Osmanabad","Maharashtra/Other State","Maharashtra/Other State ","Maharashtra/Palghar","Maharashtra/Parbhani","Maharashtra/Pune","Maharashtra/Raigad","Maharashtra/Ratnagiri","Maharashtra/Sangli","Maharashtra/Satara","Maharashtra/Sindhudurg","Maharashtra/Solapur","Maharashtra/Thane","Maharashtra/Unknown","Maharashtra/Wardha","Maharashtra/Washim","Maharashtra/Yavatmal"
"2020-03-24","3","","","","","","","","","","","","","","","","39","","","","","","","","","","28","","","4","2","","","12","","","",""
"2020-03-25","","","","","","","","","","","","","","","","","46","","","","","","","","","","","2","","9","","","","14","","","",""
"2020-03-26","","","","","","","","","","","","","","","","","47","5","","","","","","","","","","","","","","1","","","","","",""
"2020-03-27","","","","","","","","","","","1","","","","1","","50","9","","","","","","","2","","29","","","24","","","","16","","","",""
"2020-03-28","","","","","","","","","","","","","","","","","72","11","","","","","","","5","","","","","","","","","17","","","",""
"2020-03-29","5","","","","","","1","","","","","","1","","","","77","14","","","","","","","","","34","","","25","","","","21","","","",""
"2020-03-30","","","","","","","","","","","","","","","2","","84","16","","","1","","","","","","40","","","","","","","","","","",""
"2020-03-31","8","","","","","","3","","","","","","","","","","143","","","","","","","","","","45","","","","","","","34","","","",""
"2020-04-01","","","","","","","4","","","","","","","","","","173","","","","","","","","","","47","","","","","","","","","","",""
"2020-04-02","17","","","3","","","5","","","","","","","","","","227","","","","","1","","","","","57","","","","3","","","43","","","",""
"2020-04-03","","","","","","","","","","","","","","","","","270","","","","","","","","","","63","","2","","","","","53","","","1",""
"2020-04-04","","","1","","","","","","","","","1","2","","","8","369","17","","","","3","","","","","73","3","","","","","","74","","","",""
"2020-04-05","21","","","7","","","","","","","","","","","","","450","","","","","","","","6","","90","6","","","","","","75","","","",""
"2020-04-06","23","","","10","","","","","","","","","","1","","","517","","","","2","","","","10","","131","","","","5","","","","","","",""
"2020-04-07","25","","","13","","","7","","","","","","","","","","641","19","","","","","","","13","1","141","","3","26","6","","","","","","",""
"2020-04-08","","1","","","","","8","","","","","","","","","","713","","","","","","","","","","179","","","","","","","80","","","",""
"2020-04-09","","9","4","17","1","","11","","","","","","","","4","","875","","","","7","","","","14","","196","","4","","7","","","95","","","",""
"2020-04-10","","12","","","","","13","","","","","","","","","","1007","25","","","","","","","15","","238","","5","","","","","117","","","",""
"2020-04-11","26","","","19","","","","","","","","","","","5","","1145","","","","14","","","","18","","247","7","","","","","","141","","","",""
"2020-04-12","","13","","","","","","","","","","","","","","","1297","42","","","18","","","","25","","253","12","","","","","1","183","","","",""
"2020-04-13","27","","","23","","","17","","1","","","","","","","","1539","45","","","33","","","","30","","298","14","","","","","","204","","","","5"
"2020-04-14","","","5","","","","","","","","","","","","","","1755","54","","","44","","","","34","","341","15","6","","","","3","264","","","",""
"2020-04-15","","14","","","","","21","","","","","","","","","","1895","55","","","","","","","37","","396","","","","","","10","278","","","",""
"2020-04-16","28","","","28","","","","2","","","","","","2","","","2072","58","","","46","","","","41","","462","18","","","","","12","291","","","","13"
"2020-04-17","","","","","","","","","","","","","","","","","2084","59","","","52","","","","75","","493","36","","","","","","309","","","",""
"2020-04-18","28","15","6","29","","","","","","","","","","","","","2267","63","","1","","","","","83","","580","42","","","11","","14","339","","","",""
"2020-04-19","29","16","","30","","","","","","","","","","1","6","","2723","73","","","86","","","","102","","600","40","","","","","15","346","","","","14"
"2020-04-20","","","","","","","","","","","","","","","8","","3031","80","","","94","","","","124","","652","48","7","","13","","21","401","","","","15"
"2020-04-21","","","","35","","","","","4","","","","3","","9","","3450","90","","4","","","","","","","705","50","8","","","","25","445","","","","16"
"2020-04-22","","21","7","38","","","24","","9","","","7","6","2","","","3682","100","1","7","104","","","","134","","794","51","","27","16","","30","475","","","","18"
"2020-04-23","32","20","","40","","","","","17","","","","8","","","","4204","","","","119","","","","130","","899","50","","26","20","","33","592","","","","17"
"2020-04-24","33","23","13","42","","","21","","22","","","","","","10","9","4446","101","","","126","","","","135","","950","54","","","","","39","640","","","","23"
"2020-04-25","35","","19","50","","","","","25","","","8","13","","","","5048","107","","11","130","","","","139","","1019","56","","","29","","46","714","","","","28"
"2020-04-26","36","29","20","","","","","","","","","","19","","","","5406","","","","","","","","141","","1041","57","","27","","","47","735","","","","48"
"2020-04-27","42","29","22","52","","1","21","","","","","","20","","11","10","5775","127","3","","145","","","","146","","1088","61","","","29","","65","749","","","","62"
"2020-04-28","","34","28","90","","","21","","","","","15","40","","12","12","6168","135","","","194","","","","164","","1163","66","","","32","","82","821","","","","71"
"2020-04-29","","39","","105","","","","","","","","","","","","","6643","138","","","","","","","169","1","1181","69","","29","32","2","85","879","","","2","79"
"2020-04-30","","","","131","","","","","","","","","","2","14","","7060","139","","","196","","1","","169","2","1237","71","","","32","","99","940","","","",""
"2020-05-01","","","","161","","","21","3","26","","","22","44","3","15","","7811","","4","","241","","2","","179","3","1305","74","","30","","2","108","1013","","","",""
"2020-05-02","42","49","31","220","","","","","27","","","37","46","8","16","","8358","146","","12","261","","2","","188","","1328","76","10","31","36","3","115","1083","","","",""
"2020-05-03","43","62","34","244","","","","4","28","","","42","","","","","8799","152","31","","283","","3","","196","","1385","85","11","","37","","116","1139","","","",""
"2020-05-04","42","55","58","313","","","24","","32","","","52","57","","14","19","9309","174","31","18","381","","4","","204","2","2007","105","10","34","79","2","129","1235","","","1","91"
"2020-05-05","53","63","61","340","","","","","","","","55","58","","15","","9944","181","","19","408","","5","","192","","2051","163","","","79","3","130","1401","","","","92"
"2020-05-06","53","83","73","373","","","24","","32","","","58","65","","16","","10713","182","","19","462","","7","","211","","2076","175","16","35","89","4","175","1613","","","",""
"2020-05-07","","99","","400","","","","","32","","","","78","","16","25","11393","206","32","","532","","9","","233","","2118","201","","","94","4","183","1886","","","1","93"
"2020-05-08","","121","80","423","","","24","","32","","","","96","12","","","12141","212","","","556","","","","240","","2166","213","17","35","94","5","185","2050","","","1","95"
"2020-05-09","60","143","82","442","","","","","50","","","","133","","19","","12863","224","33","","594","","10","","248","","2214","226","18","","98","","190","2254","","","",""
"2020-05-10","63","159","82","568","","","24","","54","","","59","178","","","26","13738","251","43","22","658","","11","","263","","2668","230","36","37","119","6","250","2445","","","1","96"
"2020-05-11","","162","83","584","","","25","","54","","","60","180","14","","31","14520","259","45","","695","","16","","286","","2778","262","42","37","121","","296","2589","","1","","97"
"2020-05-12","64","169","89","653","","","","","63","","","61","192","16","","31","14946","268","46","","740","4","","","301","","2926","275","55","38","123","","317","2811","","","2","98"
"2020-05-13","64","192","89","680","","","","","71","","","61","206","","22","32","15746","317","57","","750","","","","326","","3150","308","60","41","125","7","320","3062","","","3","99"
"2020-05-14","70","208","92","716","","","26","5","","","","61","223","20","25","32","16737","331","57","22","806","","","","337","","3303","327","83","43","","","344","3284","","","",""
"2020-05-15","71","226","98","778","","1","26","","74","","","66","246","21","","","17670","334","57","","824","6","","","363","6","3470","392","86","44","126","","365","3496","","2","",""
"2020-05-16","72","236","102","873","","","26","","77","","","66","250","21","27","34","18554","352","59","22","834","7","","","390","","3636","414","91","45","131","10","371","3831","","","",""
"2020-05-17","75","269","110","939","3","3","30","","80","","","96","266","28","36","44","20149","357","69","23","850","","","","420","","3810","445","95","50","131","10","373","4112","","","","99"
"2020-05-18","84","274","115","974","","","","","83","","","104","292","36","52","50","21334","375","78","25","856","11","18","","437","7","4060","472","101","53","140","","429","4399","","3","","100"
"2020-05-19","60","287","119","1028","5","7","33","","84","5","","107","303","38","81","","22745","388","79","","839","","21","","463","8","4229","508","102","55","142","","439","4711","","","","101"
"2020-05-20","64","310","123","1082","","","34","5","84","6","3","","303","","139","50","24117","423","80","","867","11","23","","475","9","4466","532","116","57","170","","505","4897","","","8","102"
"2020-05-21","66","344","140","1126","13","9","38","15","95","7","","110","331","43","161","54","25499","437","92","26","906","19","","","527","18","4654","556","123","63","184","10","522","5265","","","","111"
"2020-05-22","71","367","145","1187","26","","39","","97","9","28","112","395","46","195","61","27250","460","98","32","917","26","","","558","22","4982","581","135","71","204","","532","5714","","","","113"
"2020-05-23","72","373","156","1219","","","39","16","97","13","39","112","403","54","229","67","28816","465","98","","930","29","","","610","","5336","616","142","74","204","","567","6127","","","",""
"2020-05-24","73","402","168","1256","","10","40","19","118","","","","411","56","259","71","30541","471","","","935","31","24","","676","","5671","742","155","80","279","10","601","6622","","4","","115"
"2020-05-25","77","420","182","1289","32","14","41","24","","15","43","132","418","63","267","82","31971","475","","","972","37","26","","717","24","5985","791","167","83","314","","623","6955","","6","",""
"2020-05-26","84","437","193","1310","","","49","25","129","26","47","133","447","73","340","82","32973","481","105","","991","37","27","","752","25","6324","845","171","87","339","19","646","7312","","7","",""
"2020-05-27","87","487","194","1335","40","19","53","25","129","","48","","505","79","346","94","34017","484","105","32","1011","45","28","","771","","6603","896","192","94","395","","679","7778","","10","8","115"
"2020-05-28","92","529","197","1370","41","20","55","","129","28","51","143","526","87","351","107","35484","495","108","","1042","54","29","","825","40","6885","944","204","101","429","","711","8217","","11","","116"
"2020-05-29","96","537","202","1410","46","25","56","25","135","31","58","143","555","117","379","108","36931","511","108","33","1069","64","31","","913","42","7212","999","216","104","459","21","769","8635","","","8","128"
"2020-05-30","108","571","213","1462","","29","58","25","140","32","61","149","607","119","429","118","38441","556","108","34","1110","66","34","","968","57","7526","1042","242","112","490","33","872","9120","","","","130"
"2020-05-31","120","584","226","1501","47","32","62","","140","35","66","149","616","125","457","125","39685","574","111","35","1134","73","","","1018","63","7908","1108","264","112","523","33","897","9582","","12","","130"
"2020-06-01","","603","232","1543","47","","63","26","145","36","66","190","696","129","509","","41098","592","123","35","1181","76","35","","1071","","8034","1148","264","112","527","","933","9938","","9","",""
"2020-06-02","141","642","245","1592","","","73","26","173","38","66","191","760","130","543","125","42215","614","129","37","1211","80","37","","1122","71","8185","1209","304","124","562","52","934","10401","","","","131"
"2020-06-03","165","647","261","1653","49","37","74","27","177","39","66","193","781","154","607","","43491","635","135","37","1234","91","38","","1199","73","8452","1238","314","126","564","78","1032","10862","","9","","148"
"2020-06-04","170","679","272","1714","51","38","80","28","187","40","68","194","852","159","612","131","44930","662","157","39","1296","96","39","","1234","75","8814","1293","329","127","584","87","1125","11417","","9","9","155"
"2020-06-05","188","727","275","1781","51","","82","30","195","41","","205","896","170","630","132","46079","681","162","40","1366","106","40","","1285","77","9040","1362","344","136","587","105","1217","11874","","9","","160"
"2020-06-06","190","762","289","1861","53","39","86","31","231","","68","206","963","177","638","135","47353","738","168","","1411","118","","","1386","78","9278","1411","352","145","626","113","1261","12461","","9","",""
"2020-06-07","203","778","293","1965","55","39","87","32","238","42","68","213","1049","188","647","137","48773","747","169","","1520","124","47","","1485","","9694","1441","354","150","630","113","1343","13011","","11","10","160"
"2020-06-08","208","834","299","2036","56","41","95","42","261","44","68","214","1081","208","648","138","50084","761","170","","1591","125","50","","1567","","9866","1461","371","170","640","113","1419","13525","","","","163"
"2020-06-09","210","848","303","2085","63","42","97","42","290","45","68","214","1149","209","670","139","51099","788","171","","1659","125","53","","1636","78","10062","1500","378","180","658","130","1468","14060","","","12","164"
"2020-06-10","220","882","305","2173","63","42","98","45","334","45","","214","1288","225","671","147","52666","831","174","44","1703","140","55","","1738","80","10395","1575","381","188","681","133","1483","14717","","14","14","168"
"2020-06-11","224","927","310","2306","66","46","103","46","341","45","68","224","1366","225","675","152","54084","919","186","45","1745","140","","","1842","80","10871","1636","381","195","701","145","1578","15676","","","20","170"
"2020-06-12","226","979","324","2457","69","47","117","","353","48","","236","1540","250","681","160","55450","969","204","48","1784","140","","","2053","81","11270","1711","391","207","717","148","1620","16440","","","26","171"
"2020-06-13","235","990","335","2560","74","49","","","353","49","69","","1633","258","692","163","56830","982","204","","1851","143","","","2216","","11711","1781","392","221","731","150","1738","17303","","","41","176"
"2020-06-14","239","1021","344","2668","75","49","125","47","393","","70","239","1702","272","694","176","58225","1013","235","","1933","146","56","","2326","82","12173","1868","392","225","741","150","1820","18077","","14","49","181"
"2020-06-15","246","1026","351","2786","","50","125","50","433","49","71","242","1783","280","729","181","59292","1046","241","66","2005","150","64","","2476","82","12408","1932","435","246","752","156","1889","18729","","","53","190"
"2020-06-16","248","1050","365","2857","77","51","138","51","448","","85","242","1881","295","733","188","60227","1110","241","72","2100","151","68","","2593","82","12877","1972","445","255","760","156","1955","19325","","","53","190"
"2020-06-17","249","1099","385","2960","77","53","140","56","464","50","100","243","1936","314","734","198","61586","1129","264","72","2187","156","73","","2691","83","13239","2067","459","267","783","158","1990","20164","","","66","205"
"2020-06-18","255","1126","386","3064","82","58","149","57","466","51","101","","2031","319","736","201","62874","1154","266","","2305","161","77","","2853","","13989","2166","472","273","791","161","2061","21090","","","66","210"
"2020-06-19","261","1145","405","3164","","71","154","58","479","52","","243","2118","327","737","209","64138","1191","271","83","2514","166","84","","3029","","14693","2267","474","274","810","161","2113","22030","","14","67","222"
"2020-06-20","273","1164","416","3273","84","71","156","","483","54","","252","2183","360","739","212","65328","1271","279","83","2634","169","87","","3225","84","15275","2399","482","282","823","163","2178","23209","","","70","230"
"2020-06-21","280","1188","441","3400","93","75","160","58","500","59","","252","2258","365","741","217","66487","1325","282","","2761","176","89","","3453","85","15870","2530","501","293","840","163","2205","24385","","","71","233"
"2020-06-22","280","1248","457","3564","98","77","170","59","561","","101","254","2426","372","747","226","67585","1337","286","83","2870","179","91","","3621","","16463","2632","501","297","861","164","2291","25387","","","71","238"
"2020-06-23","300","1272","463","3686","102","","176","60","587","60","","262","2476","395","750","227","68409","1352","295","89","2964","183","92","","3866","","16896","2714","504","302","868","164","2345","26503","","","79","251"
"2020-06-24","300","1319","471","3867","102","","179","64","588","","103","262","2500","395","758","237","69527","1366","301","90","3103","186","93","","4028","87","17434","2889","517","303","876","182","2368","27877","-3890","","80","255"
"2020-06-25","302","1352","486","4084","","79","181","65","615","","103","265","2652","411","774","241","70877","1418","304","","3275","190","96","","4263","91","18004","3085","529","320","891","190","2440","29485","","15","86","279"
"2020-06-26","304","1370","499","4354","102","79","186","72","663","61","104","266","2806","418","787","256","72174","1424","309","153","3432","194","98","","4536","92","19020","3248","537","323","915","192","2500","30868","","","87","280"
"2020-06-27","338","1385","506","4586","109","79","204","73","935","63","105","262","2899","470","809","275","74251","1400","318","165","3702","195","47","","4880","91","19750","3518","545","332","946","193","2536","32732","","16","98","279"
"2020-06-28","399","1463","528","4833","112","","213","80","962","64","","262","3002","488","824","303","75538","1421","337","166","3901","203","49","","5267","92","20859","3669","569","347","1004","204","2588","34254","-8928","","101","283"
"2020-06-29","423","1509","532","5107","112","","228","86","1032","64","123","266","3301","535","841","320","76764","1448","342","173","4110","207","60","","5578","96","21292","3980","570","368","1043","218","2634","35999","-14185","17","102","283"
"2020-06-30","431","1536","566","5328","118","80","245","94","1094","66","","270","3415","552","846","331","77657","1468","344","175","4225","215","64","","5858","99","22316","4254","595","376","1076","219","2651","37627","","19","102","285"
"2020-07-01","432","1544","587","5651","118","87","251","95","1096","","131","","3507","583","858","350","79144","1506","364","178","4375","223","69","","6064","105","23306","4563","614","396","1117","221","2652","39313","-19722","","106","296"
"2020-07-02","450","1559","611","5846","121","","263","97","1172","68","145","270","3647","613","874","383","80698","1582","","178","4529","229","72","","6427","105","24421","4881","630","411","1175","","2674","41346","","16","111","309"
"2020-07-03","506","1599","625","6061","126","87","277","97","1182","71","155","270","3856","619","886","396","82073","1624","371","179","4655","241","81","","6837","110","25443","5238","677","376","1222","234","2695","43631","-26086","","115","318"
"2020-07-04","508","1609","638","6271","129","89","298","109","1233","72","159","288","4026","683","895","404","83236","1672","388","197","4932","253","86","","7173","118","26945","5585","699","417","1274","239","3106","45830","","17","116","329"
"2020-07-05","580","1662","690","6568","142","91","318","110","1248","73","167","294","4236","719","920","425","84523","1719","394","","5215","264","108","","7470","128","28131","5840","712","430","1337","246","3214","47932","","","120","338"
"2020-07-06","586","1703","708","6812","149","94","318","120","1274","91","169","297","4473","758","949","446","85723","1753","409","208","5477","285","114","","7823","136","28955","6106","726","462","1374","247","3241","49482","","","120","341"
"2020-07-07","604","1731","718","7002","154","95","343","122","1283","92","184","297","4712","832","969","493","86508","1792","427","208","5815","292","120","","8051","","30120","6381","767","479","1401","249","3369","50826","","26","126","356"
"2020-07-08","652","1753","736","7197","168","98","367","124","1367","93","193","301","4846","845","1024","532","87855","1824","455","209","6016","309","128","","8304","142","31693","6685","799","501","1460","249","3492","52730","-32689","","143","367"
"2020-07-09","661","1784","754","7413","185","99","368","129","1388","94","193","323","4996","852","1043","552","89123","1855","502","236","6232","329","141","","8575","167","33383","7152","823","523","1533","254","3539","54808","","26","146","377"
"2020-07-10","703","1796","796","7691","191","148","379","145","1423","96","199","325","5260","880","1062","606","90460","1910","529","240","6584","332","150","","8963","180","35221","7613","832","550","1585","254","3595","57135","","28","157","402"
"2020-07-11","784","1824","806","7995","191","154","385","157","1473","115","209","337","5601","906","1096","630","91744","1957","553","248","6883","345","158","","9343","186","37345","8010","857","578","1633","257","3701","59484","","","172","414"
"2020-07-12","848","1875","823","8217","220","162","399","164","1517","","210","341","5810","983","1123","664","92987","2022","572","279","7079","381","170","","9744","200","39114","8459","870","597","1709","","3978","61866","","34","173","424"
"2020-07-13","894","1876","858","8432","235","162","411","177","1523","115","216","342","6030","1083","1220","719","94145","2034","606","","7315","395","177","","10078","214","40169","8865","884","622","1780","262","4313","63775","","","195","448"
"2020-07-14","980","1900","916","8659","241","175","420","184","1610","136","217","344","6355","1084","1322","758","95099","2156","639","282","7662","410","185","","10226","227","42081","9110","916","648","1855","262","4478","65321","","44","253","469"
"2020-07-15","1029","1906","989","8821","248","175","434","192","1688","153","220","368","6576","1089","1385","798","96473","2252","691","309","7931","429","190","","10462","242","44191","9604","971","670","1984","262","4707","67357","","","283","476"
"2020-07-16","1114","1936","1018","8940","267","175","442","196","1703","170","221","369","6868","1146","1534","894","97949","2302","710","318","8173","434","194","","10896","259","46657","10056","1003","745","2091","268","4903","69468","","50","287","484"
"2020-07-17","1198","1963","1074","9195","307","176","473","201","1771","171","224","384","6966","1228","1604","972","99163","2408","726","350","8639","466","201","","11290","301","49026","10458","1090","813","2173","269","5083","71342","","","301","492"
"2020-07-18","1220","2018","1127","9455","323","179","482","214","1814","173","225","387","7166","1298","1865","1015","100349","2483","780","360","8967","481","223","","11566","309","51564","10841","1125","870","2254","271","5318","73286","","66","314","508"
"2020-07-19","1452","2049","1222","9778","335","187","493","228","1901","190","229","402","7314","1366","2071","1108","101387","2542","808","382","9532","498","230","","11923","367","54613","11413","1195","896","2351","278","5615","75108","","71","336","544"
"2020-07-20","1666","2110","1280","10036","339","187","525","241","1989","194","230","435","7723","1461","2250","1108","102422","2582","893","397","9920","500","235","","12263","371","57013","11835","1202","965","2426","284","5836","76746","","72","362","556"
"2020-07-21","1918","2139","1340","10281","389","187","561","250","2062","199","","443","7955","1516","2413","1231","103367","2650","946","438","10254","556","251","","12565","398","59734","12156","1273","1026","2564","288","6266","78129","-41025","75","387","553"
"2020-07-22","2359","2183","1429","10629","434","188","669","261","2187","211","231","453","8138","1571","2646","1267","104677","2806","999","466","10744","573","263","","12773","413","63340","12616","1328","1095","2649","290","6655","79908","","84","420","611"
"2020-07-23","2416","2250","1486","10897","462","191","795","266","2262","213","232","474","8501","1578","2844","1267","105922","2929","1099","477","11300","593","278","","13194","418","66527","13125","1392","1179","2754","295","6950","81705","","97","436","657"
"2020-07-24","2574","2289","1553","11246","478","200","905","291","2287","221","233","499","8746","1610","3213","1358","106979","3128","1142","491","11739","619","292","","13543","420","69908","13605","1428","1230","2862","306","7251","83186","","104","449","691"
"2020-07-25","2844","2329","1583","11549","521","207","954","313","2333","232","235","508","8925","1718","3324","1476","108059","3332","1212","497","12183","634","298","","13840","441","72996","14089","1486","1301","2987","321","7429","84848","","114","497","712"
"2020-07-26","3259","2374","1620","11812","547","209","979","337","2397","235","242","509","9084","1762","3478","1528","109160","3513","1282","504","12617","671","309","","14167","457","76192","14580","1548","1465","3107","328","7771","86355","","126","513","721"
"2020-07-27","3428","2390","1672","12122","581","210","1041","343","2422","238","250","522","9503","1791","3891","1642","110181","3704","1362","516","12881","693","320","","14422","460","78119","14982","1549","1572","3222","341","8074","87787","","135","530","786"
"2020-07-28","3646","2458","1730","12776","618","211","1116","367","2642","244","253","527","9872","1846","4020","1739","110881","3906","1368","562","13264","708","327","","14610","488","80314","15248","1612","1701","3355","342","8297","88856","","155","536","804"
"2020-07-29","3953","2469","1834","13314","656","217","1156","390","2788","250","","537","10063","1863","4176","1808","111990","4152","1461","573","13791","759","344","","14904","520","82905","15745","1666","1840","3496","356","8549","90280","","168","557","827"
"2020-07-30","4417","2535","1984","13732","717","241","1181","412","2855","264","271","547","10438","1913","4571","1939","113198","4494","1612","588","14294","858","352","","15278","588","86214","16161","1691","2092","3704","358","8873","91781","","183","566","855"
"2020-07-31","4740","2593","2034","13896","757","245","1283","430","3061","269","288","550","10826","1940","5060","2067","114283","4835","1695","629","14749","971","373","","15619","643","89220","16538","1700","2345","3872","368","9129","93339","","196","591","943"
"2020-08-01","5231","2640","2108","14011","806","248","1363","479","3091","272","315","555","11099","1962","5666","2234","115330","5187","1781","642","15226","1004","380","","15928","671","91919","16955","1745","2619","4075","374","9354","94561","","205","598","1044"
"2020-08-02","5536","2651","2195","14133","891","253","1404","506","3217","286","320","568","11342","1990","5863","2372","116435","5432","2039","655","15616","1092","392","","16249","688","94900","17349","1839","2672","4290","399","9538","96117","","223","628","1107"
"2020-08-03","5906","2693","2295","14451","932","260","1455","522","3241","296","381","668","11795","2009","6414","2479","117405","5716","2265","658","16078","1127","402","","16608","699","96658","17754","1870","3151","4453","400","9802","97340","","226","636","1110"
"2020-08-04","6233","2709","2367","14672","989","260","1542","534","3276","308","398","671","12085","2010","6657","2598","118114","5952","2363","668","16533","1471","415","","16817","741","98865","17989","1928","3406","4616","414","10002","98213","","237","700","1162"
"2020-08-05","6907","2741","2416","14947","1078","265","1581","573","3284","347","444","675","12551","2021","7087","2750","119239","6412","2503","678","17238","1613","431","","17116","785","101251","18446","1938","3605","4809","428","10293","99560","","247","757","1208"
"2020-08-06","7440","2815","2557","15218","1187","318","1663","642","3470","360","467","689","13031","2087","7651","2962","120149","6950","2618","727","18053","1729","446","","17378","817","104342","18875","1995","3934","5014","433","10565","100872","","252","780","1252"
"2020-08-07","7906","2886","2640","15665","1329","331","1707","688","3594","381","475","749","13452","2148","7921","3134","121011","7467","2816","740","18834","1892","459","","17580","879","107193","19306","2008","4126","5234","448","10868","101974","","255","839","1286"
"2020-08-08","8513","2913","2741","16018","1436","370","1814","704","3934","415","516","755","14108","2350","8441","3359","122315","7981","2939","896","19624","2088","476","","17954","954","109977","19707","2016","4378","5422","462","11305","103639","-53847","257","888","1378"
"2020-08-09","9111","2981","2809","16298","1671","372","1900","735","4063","420","544","786","14438","2460","8885","3638","123381","8585","3081","923","20596","2249","499","","18408","1028","112993","20143","2119","4687","5679","489","11712","104932","","280","930","1466"
"2020-08-10","9754","3011","2899","16691","1828","381","1976","771","4094","425","593","819","14841","2540","9464","3880","124306","9033","3229","928","20941","2409","513","","18723","1112","114692","20457","2228","4876","5770","501","12129","105901","","282","945","1530"
"2020-08-11","10400","3059","3022","16890","2139","413","2011","798","4273","443","654","835","15364","2676","10542","4164","125223","9836","3335","965","21444","2737","526","","19049","1172","116635","20893","2307","5017","5959","504","12456","106935","","293","976","1615"
"2020-08-12","11033","3103","3126","17219","2233","431","2065","843","4363","456","681","862","15780","2772","11176","4407","126355","10608","3469","1000","22576","2858","540","","19512","1228","119617","21307","2388","5198","6229","534","12836","108396","","304","1013","1754"
"2020-08-13","11561","3136","3201","17531","2353","443","2110","932","4461","490","713","895","16278","2853","12013","4628","127555","11151","3545","1088","23502","3065","561","","19897","1290","122009","21813","2449","5421","6552","536","13155","109700","","318","1047","1833"
"2020-08-14","12152","3190","3363","17923","2427","467","2212","972","4770","500","734","939","16858","2950","12745","4801","128534","11917","3692","1103","24443","3256","585","","20243","1331","124630","22278","2611","5744","6793","566","13614","110935","","345","1122","1948"
"2020-08-15","12522","3229","3442","18333","2544","492","2302","1018","5134","513","767","978","17339","3002","13384","4982","127715","12873","3827","1176","25661","3432","513","","20835","1391","127507","23004","2754","6080","7188","572","14033","112635","","364","1163","2009"
"2020-08-16","12816","3260","3546","18473","2629","514","2361","1049","5187","516","781","1023","17937","3080","13902","5219","128725","13564","3893","1182","26340","3559","533","","21226","1467","130595","23402","2815","6402","7386","576","14300","113941","","374","1188","2063"
"2020-08-17","13136","3277","3635","18708","2709","533","2406","1065","5268","529","796","","18299","3286","14241","5351","129478","13995","4002","1184","27150","3711","535","","21400","1520","132470","23627","2870","6718","7591","637","14553","114893","","379","1249","2093"
